지역,구분,2017-04-01 09:00:52,2017-05-01 09:00:52,2017-06-01 09:00:52,2017-07-01 09:00:52,2017-08-01 09:00:52,2017-09-01 09:00:52,2017-10-01 09:00:52,2017-11-01 09:00:52,2017-12-01 09:00:52,2018-01-01 09:00:52,2018-02-01 09:00:52,2018-03-01 09:00:52,2018-04-01 09:00:52,2018-05-01 09:00:52,2018-06-01 09:00:52,2018-07-01 09:00:52,2018-08-01 09:00:52,2018-09-01 09:00:52,2018-10-01 09:00:52,2018-11-01 09:00:52,2018-12-01 09:00:52,2019-01-01 09:00:52,2019-02-01 09:00:52,2019-03-01 09:00:52,2019-04-01 09:00:52,2019-05-01 09:00:52,2019-06-01 09:00:52,2019-07-01 09:00:52,2019-08-01 09:00:52,2019-09-01 09:00:52,2019-10-01 09:00:52,2019-11-01 09:00:52,2019-12-01 09:00:52,2020-01-01 09:00:52,2020-02-01 09:00:52,2020-03-01 09:00:52,2020-04-01 09:00:52,2020-05-01 09:00:52,2020-06-01 09:00:52,2020-07-01 09:00:52,2020-08-01 09:00:52,2020-09-01 09:00:52,2020-10-01 09:00:52,2020-11-01 09:00:52,2020-12-01 09:00:52,2021-01-01 09:00:52,2021-02-01 09:00:52,2021-03-01 09:00:52,2021-04-01 09:00:52,2021-05-01 09:00:52,2021-06-01 09:00:52,2021-07-01 09:00:52,2021-08-01 09:00:52,2021-09-01 09:00:52,2021-10-01 09:00:52,2021-11-01 09:00:52,2021-12-01 09:00:52,2022-01-01 09:00:52,2022-02-01 09:00:52,2022-03-01 09:00:52,2022-04-01 09:00:52
대전광역시,소형,12649,12659,12689,12704,12739,12753,12780,12790,12853,12882,12887,12932,12957,12989,12996,13007,12995,13010,13039,13040,13072,12824,12853,12880,12883,12901,12965,12968,13056,13164,13418,13507,13801,14155,14286,14676,14923,14994,15317,15611,15765,15949,16103,16438,16664,16843,17183,17469,17636,17895,18190,18521,19033,19415,19837,20356,20605,20869,21131,21335,21467
울산광역시,대형,40931,40970,40954,40620,40810,40989,40929,40929,40878,40877,40877,40851,40762,41222,41222,41832,41821,41821,41821,41339,41482,43317,43229,43358,43110,43023,43007,42943,42911,42899,42899,42877,42884,43027,43027,43259,43253,43253,44512,44765,44982,45028,45945,46977,50759,52797,53326,53735,54102,54118,54254,54293,54779,56259,59773,63481,65097,66751,68412,69740,70714
울산광역시,중대형,41014,40994,40994,40991,40917,40864,40670,40497,40401,40457,40403,40355,40083,39983,39961,39751,39653,39595,39538,39447,39346,39446,39327,38908,38437,38447,38333,38378,38347,38323,38377,38412,38644,38817,38902,39312,39406,39550,40019,40531,41160,41710,42230,44237,46294,48123,49387,50600,51782,52407,52994,53264,54394,54603,55111,55772,56094,56434,56806,57124,57349
울산광역시,중형,36818,36818,36776,36774,36680,36826,37028,37787,37823,37586,37579,37575,37408,37277,37196,37216,37188,37183,37136,37115,36707,36356,36268,35994,35593,35360,35386,35341,35298,35228,35439,35901,36478,36607,36720,37511,37732,38508,39325,39892,40767,41907,43765,46616,51053,52341,52970,53420,53463,53469,53753,53775,53945,54413,55950,57641,58397,59153,59885,60609,60939
울산광역시,중소형,25809,25860,25836,25806,25698,25614,25525,25450,25416,25422,25398,25352,25081,24953,24871,24692,24606,24556,24425,24197,24074,23642,23422,23164,22869,22736,22619,22494,22462,22420,22427,22520,22681,22805,22961,23163,23281,23331,23602,23790,23942,24207,24526,25483,26764,27479,28050,28510,28761,28844,29041,29197,29546,29784,31272,32826,33509,34199,34898,35439,35797
울산광역시,소형,16888,16893,16878,16890,16794,16744,16733,16669,16523,16456,16413,16370,16093,15939,15855,15685,15541,15462,15255,15070,15007,15645,15397,15056,14727,14610,14512,14453,14409,14391,14352,14359,14426,14479,14525,14583,14591,14600,14812,14886,14892,14950,15030,15401,16095,16351,16509,16582,16711,16791,16902,17005,17314,17528,17429,17378,17372,17376,17371,17369,17390
세종특별자치시,대형,31833,31833,31833,31983,31983,31983,31983,31983,32030,32030,32243,32243,32243,32243,32243,32243,32243,32243,32243,32243,32243,32243,32243,32243,32243,32147,32147,32147,32147,32010,31943,31943,31943,31853,31813,32100,32397,32560,33550,36300,40700,42033,43367,44033,46233,50267,56867,60167,60600,60600,61433,61433,61433,61433,60960,60539,60358,60289,60220,60162,60116
세종특별자치시,중대형,34973,35268,35676,36340,38088,38550,38727,38818,38818,39092,39419,39957,39957,40136,40490,40505,40505,40686,40700,40619,40790,40881,40890,41083,41217,41224,41230,41682,41682,41682,41914,42069,42437,43974,46445,49354,49611,49900,52110,54910,58145,62110,65381,67819,68211,71811,75118,75582,76518,76895,77161,77295,77241,77241,80753,84228,85696,87036,88318,89019,89420
세종특별자치시,중형,34692,34727,35415,36569,37160,37160,37302,37327,37327,37673,37667,37667,37667,37667,37667,37833,38083,38083,38083,38388,38454,38454,38367,38400,38650,38653,38650,38317,38500,38500,38625,38625,39067,41167,44592,46758,47508,47758,50250,54154,58750,65796,67608,68392,75609,77077,78236,78236,78845,79082,79155,78327,78164,77991,82490,86973,88866,90524,92038,92953,93409
세종특별자치시,중소형,25637,25619,26015,26528,27177,27326,27506,27562,27568,27786,27784,28036,28089,28226,28307,28417,28441,28452,28482,28378,28416,28643,28598,28717,28707,28725,28673,28742,28705,28645,28739,28742,28772,29530,31543,34084,34358,34462,36083,38643,41727,45451,47810,48939,50354,52730,54865,55285,55410,55555,55738,55750,55779,55671,59185,62617,64038,65295,66368,67013,67319
세종특별자치시,소형,15493,15535,15686,15980,16579,16589,16588,16588,16588,16676,16670,16733,16796,16938,16940,16958,16976,17112,17108,17098,17125,17653,17629,17596,17604,17559,17595,17442,17442,17334,17325,17284,17317,18082,18713,19570,19795,19999,20483,21488,23703,25705,25895,26771,27903,28993,30067,30408,30762,31090,31166,31228,31155,31134,34034,36878,38064,39148,40202,40916,41302
경기도,대형,55566,55554,55619,55844,55960,55979,56139,56241,56447,57020,57484,57895,58656,59106,59451,59652,59949,61026,62051,62316,62339,62329,62351,62278,62207,62188,62167,62285,62327,62517,62640,62932,64005,64860,65978,67288,67611,67824,68688,70361,71699,73239,75047,77996,79699,82752,86369,87912,89913,90786,92803,93537,95162,96865,97875,99248,99930,100644,101388,102029,102513
경기도,중대형,45070,45152,45361,45593,45911,46077,46167,46347,46623,47122,47530,48099,48596,48807,48951,49190,49447,50695,51451,51693,51768,51351,51409,51366,51340,51323,51310,51373,51512,51600,51785,52047,52769,53528,54436,55623,56019,56235,57127,58434,59754,61344,62185,64033,65910,67949,70428,72311,73841,74756,76537,78120,79762,81660,82882,84399,85107,85845,86596,87204,87624
경기도,중형,42029,42070,42180,42340,42658,42784,42987,43170,43257,43865,44152,44490,44828,44946,45387,45525,46096,47288,48295,48716,48729,43208,43196,43172,43174,43157,43107,43110,43156,43283,43458,43560,44161,44693,45431,46907,47423,47653,48339,49687,50934,52022,52653,54247,55827,57268,59416,61150,62982,63986,65509,66627,68214,69947,73794,77904,79715,81051,82689,84003,85119
경기도,중소형,31232,31290,31419,31544,31739,31867,31948,32056,32136,32341,32533,32769,32935,33031,33098,33181,33317,34009,34472,34627,34694,34860,34856,34838,34759,34687,34680,34665,34702,34741,34833,34982,35415,35849,36467,37553,37920,38111,38696,39693,40423,41245,41780,42769,43795,44996,46785,48426,49628,50521,51857,52999,54570,56084,57656,59425,60224,61033,61843,62478,62886
경기도,소형,21915,21982,22111,22238,22400,22523,22617,22696,22786,22903,22974,23133,23229,23263,23292,23326,23475,24037,24324,24432,24403,24982,24951,24848,24765,24713,24625,24619,24706,24739,24770,24836,25068,25329,25716,26443,26699,26849,27290,28025,28475,28934,29232,29644,30125,30666,31821,32965,33948,34820,35887,36890,38288,39640,40482,41265,41566,41885,42196,42429,42568
강원도,대형,29604,29611,29668,29660,29745,30043,30085,30220,30256,30453,30495,30514,30538,30671,30767,30937,30793,30931,30938,30882,30861,30970,30946,30760,30760,30617,30559,30484,30380,30097,30058,30110,30192,30216,30216,30281,30281,30281,30317,30401,30962,31546,31588,31970,32021,32172,32391,32605,32895,33297,34306,35666,36410,37080,37561,38361,38784,39280,39823,40319,40725
강원도,중대형,25467,25519,25548,25565,25614,25706,25734,25756,25784,25866,25868,25868,25858,25833,25876,25839,25832,25855,25781,25811,25818,25768,25689,25589,25535,25493,25288,25043,24939,24881,24774,24687,24635,24595,24540,24595,24559,24547,24526,24591,24556,24746,24850,25125,25246,25465,25750,26187,26559,26765,27520,28193,29115,29878,30467,31365,31806,32294,32805,33242,33572
강원도,중형,20300,20510,20521,20538,20560,20613,20691,20842,20845,20902,20902,20902,20902,20920,20936,20937,20914,20973,20973,20941,20941,21722,21662,21521,21405,21187,20980,20769,20616,20552,20529,20485,20368,20359,20250,20318,20318,20362,20389,20425,20484,20548,20595,20745,21171,21253,21448,21869,22526,22804,23120,23186,23993,24674,26042,27639,28404,29299,30222,30990,31539
강원도,중소형,17718,17763,17785,17824,17859,17954,17988,18013,18042,18048,18054,18079,18108,18110,18147,18113,18115,18091,18023,17947,17916,17806,17759,17613,17451,17397,17267,17037,16871,16761,16732,16633,16603,16572,16580,16600,16575,16500,16525,16550,16617,16685,16773,16922,17026,17111,17388,17652,17897,18006,18384,18870,19291,19809,20927,22220,22861,23562,24296,24983,25476
강원도,소형,10838,10869,10872,10900,10932,10947,10974,11001,11023,11022,11022,11036,11043,11048,11033,11017,11011,10994,10857,10816,10774,10427,10355,10230,10037,9984,9859,9702,9591,9522,9467,9389,9367,9347,9332,9292,9287,9261,9262,9287,9308,9319,9359,9415,9517,9572,9635,9698,9774,9824,9929,10192,10445,10747,11046,11485,11703,11938,12194,12416,12592
충청북도,대형,34556,34548,34267,34267,34263,34085,34025,33895,33795,33792,33692,33691,33725,33936,33880,33850,33701,33701,33598,33354,33157,34004,33779,33742,33744,33731,33647,33605,33644,33525,33519,33519,33502,33829,33825,33834,33834,33978,34826,35032,35012,35058,35771,36652,37206,37462,38528,39113,39419,40399,41332,42396,44004,45540,47680,49863,50882,51964,53013,53797,54325
충청북도,중대형,26393,26322,26309,26308,26188,26067,26062,26020,25939,25927,25819,25777,25722,25607,25530,25423,25237,25201,25173,24815,24681,24164,23954,23800,23918,23989,24066,24157,24151,24103,24091,24129,24141,24268,24252,24382,24338,24429,25211,25405,25510,25663,25906,26568,26821,27042,27625,28151,28374,28969,29561,29871,31197,32942,34392,36104,36884,37672,38491,39168,39632
충청북도,중형,32332,32342,32342,32342,32200,32177,32169,32075,32074,32108,32113,32099,32099,31686,31587,31370,31145,31081,30861,30568,30254,22550,22478,22447,22454,22337,22335,21894,21980,21945,21957,22006,22032,22580,22544,22477,22471,22664,23855,23760,23569,23568,23772,24142,24985,25538,25763,26144,26397,26687,26938,27400,28871,29718,31493,33434,34286,35200,36112,36858,37409
충청북도,중소형,20384,20356,20323,20305,20171,20093,20024,19935,19847,19844,19831,19729,19686,19612,19534,19364,19291,19199,19054,18715,18614,18307,18156,18009,17954,17882,17714,17579,17497,17479,17459,17451,17438,17530,17509,17576,17599,17660,18451,18591,18671,18760,18853,18966,19235,19518,19782,20193,20479,20825,21044,21291,21897,22487,23908,25500,26221,26966,27745,28373,28797
충청북도,소형,9692,9675,9639,9635,9563,9511,9447,9416,9372,9377,9354,9320,9297,9222,9149,9078,9023,9006,8901,8705,8690,8497,8418,8311,8279,8198,8102,7979,7953,7928,7904,7894,7896,7869,7831,7821,7800,7808,7987,8044,8087,8084,8117,8128,8247,8349,8491,8609,8704,8817,8948,9178,9431,9797,10179,10657,10881,11116,11361,11575,11725
충청남도,대형,35968,35904,35888,35888,35888,35830,36014,35984,36038,36007,36007,35994,36021,35925,36000,35922,35906,35684,35624,35299,35252,32220,32179,32105,32068,31953,31930,31922,31908,31908,31757,31757,31802,31941,31949,31998,32023,32176,32918,33569,33737,34181,34720,35330,36179,37106,37402,38389,39160,39306,39540,40517,40838,41535,43196,45075,45950,46908,47880,48680,49223
충청남도,중대형,26391,26400,26408,26417,26426,26390,26414,26302,26282,26194,26190,26220,26221,26211,26071,26011,25972,25966,25858,25779,25750,26232,26245,26113,26076,25986,25943,25844,25795,25752,25743,25705,25957,26083,26224,26330,26369,26677,26753,26978,27133,27389,27494,28407,28805,29147,29566,30257,31056,31273,32064,32337,32695,33058,34401,35939,36638,37361,38103,38707,39116
충청남도,중형,23532,23443,23443,23451,23336,23253,23088,23026,23034,22767,22797,22797,22806,22806,22813,22604,22613,22613,22404,22387,22387,23329,23386,23403,23255,23211,23174,23161,23150,23148,23722,23578,24078,24229,24253,24750,24707,25010,25108,25430,25715,25985,25985,26119,26665,27092,27505,28045,28147,29229,30059,30104,30167,30583,33754,37097,38568,39565,40868,41917,42747
충청남도,중소형,19060,19040,19025,19000,18950,18870,18812,18772,18733,18689,18653,18628,18574,18554,18520,18443,18370,18319,18247,18136,18065,18180,18141,17988,17892,17846,17767,17632,17568,17555,17560,17503,17544,17655,17722,17752,17751,17782,17907,18004,18048,18181,18244,18407,18784,18987,19152,19347,19680,19917,20153,20348,20736,21114,22464,23958,24632,25327,26045,26628,27022
충청남도,소형,11289,11251,11247,11234,11151,11063,10979,10935,10894,10836,10853,10837,10770,10727,10669,10631,10614,10583,10499,10400,10361,10253,10253,10168,10040,10016,9940,9872,9743,9694,9620,9545,9560,9565,9585,9635,9652,9708,9778,9791,9788,9829,9817,9821,9956,10002,9993,10143,10234,10290,10443,10603,10835,11176,11432,11802,11909,12027,12146,12251,12321
전라북도,대형,34258,34297,34309,34309,34351,34330,34330,34439,34419,34448,34530,34656,34606,34628,34602,34660,34628,34599,34671,34747,34775,34818,34822,34762,34695,34592,34539,34468,34473,34466,34449,34419,34392,34405,34396,34337,34396,34446,34452,34455,34460,34625,34715,34970,35326,35887,36085,36194,36523,37004,37605,38239,38635,39224,39542,40117,40195,40352,40564,40796,41054
전라북도,중대형,24440,24440,24453,24463,24448,24427,24458,24453,24445,24511,24531,24527,24515,24524,24509,24404,24382,24389,24372,24283,24336,24372,24373,24316,24266,24157,24114,24041,23978,23977,23900,23903,23913,24019,24016,24171,24124,24146,24207,24203,24273,24315,24447,24696,24836,25325,25566,25942,26276,26386,26927,27304,27570,27917,29661,31558,32409,33341,34318,35187,35850
전라북도,중형,23539,23539,23539,23518,23445,23445,23453,23453,23453,23453,23453,23464,23464,23464,23271,23169,23169,23169,23169,23169,23050,21459,21459,21259,21060,21023,21085,20991,20923,20841,20816,20854,20854,20854,20851,20946,20950,20968,20762,20848,20809,21077,21077,21301,21475,22050,22154,22326,22542,22742,23408,23451,23844,24271,26674,29228,30358,31259,32356,33310,33886
전라북도,중소형,16692,16719,16725,16721,16730,16743,16751,16790,16832,16816,16806,16790,16742,16729,16707,16676,16640,16617,16631,16629,16597,16850,16812,16766,16664,16596,16502,16479,16420,16385,16362,16336,16353,16346,16352,16381,16371,16394,16411,16528,16544,16595,16642,16695,16911,17097,17150,17339,17483,17678,17882,18094,18376,18676,19864,21124,21687,22292,22927,23478,23880
전라북도,소형,9874,9906,9917,9932,9944,9937,9952,9991,10006,10014,10024,10021,10001,9998,9992,9962,9959,9954,9947,9934,9917,9858,9851,9794,9750,9722,9597,9572,9549,9500,9466,9416,9393,9357,9321,9312,9309,9315,9330,9387,9396,9403,9413,9410,9467,9528,9640,9708,9774,9890,10027,10068,10246,10447,10564,10833,10854,10893,10959,11044,11144
전라남도,대형,29440,29441,29547,30101,30391,30424,30454,30740,31074,31777,32074,32763,32795,32911,32969,33010,33048,33048,33305,33590,33769,34023,34009,34752,34896,35109,35103,35111,35245,35284,35421,35421,35477,35950,36017,36163,36385,36539,37348,37919,38035,38891,39074,39308,40170,40466,40573,41619,41836,41905,42007,42267,42323,42719,43564,44433,44841,45257,45674,46009,46232
전라남도,중대형,22342,22365,22387,22519,22616,22713,22754,22982,23430,23543,23543,23627,23738,23917,23984,24215,24313,24373,24420,24623,24789,25588,25666,25863,26267,26266,26284,26435,26491,26549,26605,26681,26672,26699,26886,26943,27078,27151,27252,27679,27676,27924,28184,28580,28803,28951,29000,29271,29568,29672,29970,30244,30584,30776,32097,33528,34226,34944,35700,36354,36827
전라남도,중형,21689,21912,21914,21916,21919,22051,22588,22694,22695,23044,23046,23046,23620,23992,23992,23645,23645,23646,23647,23647,23647,22218,22299,22279,22527,22529,22437,22557,22544,22687,22699,22699,22720,22722,22701,22693,22685,22809,23611,24522,24625,24875,25018,25611,26139,26469,26615,26975,26976,26979,27335,27586,27591,27597,30212,32871,33711,34596,35644,36506,37049
전라남도,중소형,15534,15628,15716,15760,15777,15839,15877,16043,16097,16196,16235,16331,16467,16567,16624,16673,16735,16800,16878,16985,17013,16766,16770,16873,17068,17084,17112,17131,17128,17201,17295,17315,17344,17388,17456,17533,17600,17650,17678,17921,18043,18172,18255,18365,18552,18578,18644,18731,18889,18966,19129,19159,19248,19288,20104,20989,21396,21814,22252,22613,22858
전라남도,소형,7703,7756,7802,7877,7909,7984,8007,8050,8073,8088,8140,8154,8224,8248,8309,8360,8404,8442,8453,8510,8537,7971,7948,8041,8211,8209,8197,8200,8209,8211,8196,8194,8247,8255,8265,8322,8333,8356,8422,8474,8529,8612,8613,8813,8936,8914,8920,8926,8942,8976,9031,9121,9133,9160,9432,9719,9854,9990,10137,10243,10311
경상북도,대형,35288,35288,35282,35185,35158,35002,34866,34823,34823,34918,34918,35311,35151,35140,35376,35548,35548,35548,35548,35513,35194,35003,35003,34805,34706,34705,34464,34378,34159,34123,34004,34004,34126,34153,34109,33838,33844,33807,33898,34064,34081,33884,33885,34322,35792,36794,37345,37469,37934,37935,37941,38562,38626,39082,38989,39709,39662,39627,39601,39594,39602
경상북도,중대형,27736,27716,27666,27660,27593,27515,27416,27372,27358,27230,27232,27199,26813,26623,26583,26398,26288,26228,26144,25987,25925,25704,25674,25609,25468,25455,25358,25282,25194,25204,25141,25118,25192,25199,25212,25174,25038,25029,25185,25300,25370,25421,25531,25953,27246,27749,28144,28557,28910,29062,29366,29563,29736,30000,30735,31541,31906,32286,32682,33012,33237
경상북도,중형,25092,25092,25092,25092,25065,25065,25065,25130,25130,24866,24841,24633,24550,24435,24353,24189,24121,24112,24112,24038,24026,25830,25830,25783,25575,25489,25489,25395,25349,25315,25315,25825,25829,25849,25805,25836,25957,25972,25997,26107,26084,26355,26398,26742,27683,27958,28330,28528,28637,28923,29318,29840,29892,30465,31039,31703,32018,32363,32743,33061,33294
경상북도,중소형,17967,17940,17868,17841,17739,17699,17630,17634,17623,17576,17546,17496,17300,17191,17104,16997,16862,16791,16650,16543,16457,16790,16712,16615,16479,16426,16266,16175,16038,15971,15939,15882,15875,15846,15768,15745,15683,15666,15716,15798,15869,15950,15987,16159,16499,16769,17027,17294,17519,17700,17906,18078,18199,18396,19590,20861,21419,21984,22575,23050,23371
경상북도,소형,10009,9953,9941,9920,9848,9801,9685,9643,9599,9534,9512,9466,9365,9308,9267,9189,9114,9007,8944,8811,8736,8413,8350,8260,8154,8089,8003,7959,7858,7786,7736,7679,7680,7643,7619,7601,7563,7533,7558,7601,7641,7659,7697,7814,8015,8158,8279,8412,8529,8589,8760,8833,8904,9046,9174,9342,9423,9508,9603,9681,9740
경상남도,대형,44226,44211,44191,43981,43825,43930,43872,43826,43676,43554,43446,43152,42707,42513,42390,42143,41982,42045,41986,41853,41803,40967,40898,40864,40647,40545,40502,40187,40187,40143,40132,40085,40244,40291,40202,40160,40116,40152,40179,40339,40455,40617,41160,42191,42629,43108,43226,43442,43551,43769,44002,44222,43974,44638,45030,46379,46662,47068,47565,48085,48538
경상남도,중대형,31360,31268,31201,31005,30965,30827,30808,30559,30340,30152,30081,30055,29867,29704,29592,29183,29030,28953,28753,28654,28566,28896,28825,28696,28657,28529,28471,28273,28229,28169,28061,27994,28107,28120,28158,28212,28286,28280,28363,28441,28602,28868,29051,29920,30510,30942,31117,31490,31824,32048,32245,32607,33091,33587,34883,36416,37153,37962,38821,39579,40130
경상남도,중형,28993,29101,28997,28996,28984,28932,28931,28659,27899,27637,27770,27743,27539,27477,27477,27138,27145,27026,26624,26428,26286,23407,23400,23148,23102,22876,22839,22724,22449,22572,22545,22406,22465,22561,22656,22725,22591,23063,23068,23122,23147,23208,23238,23407,24113,24641,24681,25062,25179,25433,25605,25743,26095,26511,30442,34655,36007,37088,38595,39658,40398
경상남도,중소형,22723,22655,22565,22416,22280,22152,22020,21870,21746,21636,21588,21447,21158,20976,20806,20618,20536,20436,20291,20193,20118,20005,19937,19776,19668,19621,19495,19342,19294,19177,19047,19009,19120,19144,19194,19285,19261,19189,19246,19376,19516,19623,19719,20233,20692,21046,21311,21587,21841,22009,22208,22358,22918,23216,24271,25476,26035,26620,27232,27760,28122
경상남도,소형,14585,14533,14466,14417,14368,14222,14204,14031,13944,13844,13794,13688,13406,13264,13162,12980,12886,12793,12719,12623,12586,12518,12483,12388,12283,12221,12112,12011,11981,11918,11849,11781,11872,11915,11929,11973,11966,11913,11983,12170,12253,12321,12432,12851,13316,13562,13740,13854,13946,14011,14161,14298,14795,15008,15150,15515,15550,15595,15653,15717,15778
