카테고리,경기도 군포시,경기도 군포시 군포1동,경기도 군포시 군포2동,경기도 군포시 산본1동,경기도 군포시 산본2동,경기도 군포시 금정동,경기도 군포시 재궁동,경기도 군포시 오금동,경기도 군포시 수리동,경기도 군포시 궁내동,경기도 군포시 대야동,경기도 군포시 광정동,경기도 군포시 송부동
2020년07월_계_70~79세,"14,928","1,867","2,458","1,321","1,353","1,094","1,276","1,127","1,202",945,902,"1,383",
2020년07월_계_80~89세,"7,373",742,"1,039",590,676,403,671,650,755,586,364,897,
2020년07월_계_90~99세,"1,151",132,173,88,117,56,98,83,98,75,65,166,
2020년07월_계_100세 이상,73,10,15,8,3,8,6,0,4,4,5,10,
2020년07월_남_총인구수,"137,053","17,827","26,971","8,100","13,464","9,103","9,269","10,951","8,195","10,392","10,307","12,474",
2020년07월_남_연령구간인구수,"137,053","17,827","26,971","8,100","13,464","9,103","9,269","10,951","8,195","10,392","10,307","12,474",
2020년07월_남_0~9세,"11,048","1,058","2,554",373,"1,210",471,650,"1,044",543,"1,049","1,136",960,
2020년07월_남_10~19세,"14,032","1,428","3,224",472,"1,479",642,777,"1,143",874,"1,620",916,"1,457",
2020년07월_남_20~29세,"20,145","2,981","3,800","1,339","2,018","1,458","1,414","1,506","1,120","1,346","1,324","1,839",
2020년07월_남_30~39세,"20,354","2,696","3,794","1,274","1,762","1,335","1,703","1,947","1,127","1,066","1,968","1,682",
2020년07월_남_40~49세,"22,269","2,727","4,559","1,118","2,118","1,397","1,378","1,874","1,356","1,964","1,695","2,083",
2020년07월_남_50~59세,"23,738","3,440","4,597","1,493","2,275","1,837","1,471","1,642","1,429","1,765","1,563","2,226",
2020년07월_남_60~69세,"15,863","2,290","2,880","1,234","1,713","1,284","1,127","1,040",937,938,"1,109","1,311",
2020년07월_남_70~79세,"6,676",888,"1,159",590,611,525,499,479,480,404,450,591,
2020년07월_남_80~89세,"2,595",282,353,187,246,138,225,250,291,212,130,281,
2020년07월_남_90~99세,311,33,46,19,32,13,23,26,36,27,14,42,
2020년07월_남_100세 이상,22,4,5,1,0,3,2,0,2,1,2,2,
2020년07월_여_총인구수,"138,942","16,024","27,231","8,136","14,269","8,393","10,229","11,503","8,946","10,891","10,159","13,161",
2020년07월_여_연령구간인구수,"138,942","16,024","27,231","8,136","14,269","8,393","10,229","11,503","8,946","10,891","10,159","13,161",
2020년07월_여_0~9세,"10,565","1,028","2,395",341,"1,187",405,618,"1,040",617,910,"1,145",879,
2020년07월_여_10~19세,"13,205","1,323","3,053",445,"1,358",580,754,"1,063",804,"1,594",846,"1,385",
2020년07월_여_20~29세,"18,425","2,415","3,566","1,147","1,861","1,293","1,404","1,334","1,068","1,210","1,304","1,823",
2020년07월_여_30~39세,"18,842","2,007","3,654",932,"1,895","1,022","1,587","1,962","1,108","1,210","1,819","1,646",
2020년07월_여_40~49세,"23,053","2,430","4,789","1,023","2,393","1,201","1,510","2,037","1,448","2,301","1,581","2,340",
2020년07월_여_50~59세,"24,700","3,146","4,829","1,663","2,600","1,731","1,749","1,792","1,559","1,774","1,684","2,173",
2020년07월_여_60~69세,"16,231","2,131","2,823","1,375","1,715","1,279","1,305","1,170","1,092",926,"1,040","1,375",
2020년07월_여_70~79세,"8,252",979,"1,299",731,742,569,777,648,722,541,452,792,
2020년07월_여_80~89세,"4,778",460,686,403,430,265,446,400,464,374,234,616,
2020년07월_여_90~99세,840,99,127,69,85,43,75,57,62,48,51,124,
2020년07월_여_100세 이상,51,6,10,7,3,5,4,0,2,3,3,8,
2020년08월_계_총인구수,"275,508","33,785","54,106","16,194","27,700","17,504","19,431","22,399","17,075","21,270","20,500","25,544",
2020년08월_계_연령구간인구수,"275,508","33,785","54,106","16,194","27,700","17,504","19,431","22,399","17,075","21,270","20,500","25,544",
2020년08월_계_0~9세,"21,403","2,040","4,906",711,"2,373",867,"1,271","2,042","1,132","1,954","2,285","1,822",
2020년08월_계_10~19세,"27,097","2,734","6,255",896,"2,835","1,207","1,509","2,210","1,669","3,205","1,754","2,823",
2020년08월_계_20~29세,"38,475","5,402","7,347","2,488","3,860","2,754","2,799","2,835","2,160","2,559","2,624","3,647",
2020년08월_계_30~39세,"39,082","4,692","7,402","2,203","3,653","2,367","3,286","3,890","2,213","2,285","3,779","3,312",
2020년08월_계_40~49세,"45,110","5,105","9,359","2,127","4,507","2,574","2,863","3,889","2,782","4,240","3,283","4,381",
2020년08월_계_50~59세,"48,395","6,609","9,393","3,142","4,851","3,566","3,217","3,435","2,989","3,548","3,250","4,395",
2020년08월_계_60~69세,"32,315","4,444","5,745","2,611","3,452","2,595","2,437","2,240","2,048","1,862","2,179","2,702",
2020년08월_계_70~79세,"14,991","1,864","2,469","1,327","1,369","1,102","1,276","1,123","1,214",949,910,"1,388",
2020년08월_계_80~89세,"7,417",753,"1,043",591,677,406,673,652,766,588,366,902,
2020년08월_계_90~99세,"1,147",131,171,90,119,58,95,83,97,76,65,162,
2020년08월_계_100세 이상,76,11,16,8,4,8,5,0,5,4,5,10,
2020년08월_남_총인구수,"136,823","17,794","26,905","8,089","13,441","9,114","9,243","10,929","8,173","10,380","10,321","12,434",
2020년08월_남_연령구간인구수,"136,823","17,794","26,905","8,089","13,441","9,114","9,243","10,929","8,173","10,380","10,321","12,434",
2020년08월_남_0~9세,"10,945","1,036","2,526",373,"1,195",463,655,"1,035",533,"1,043","1,134",952,
2020년08월_남_10~19세,"13,948","1,416","3,210",460,"1,474",634,766,"1,148",873,"1,614",908,"1,445",
2020년08월_남_20~29세,"20,122","2,982","3,790","1,340","2,001","1,473","1,409","1,491","1,110","1,350","1,332","1,844",
2020년08월_남_30~39세,"20,317","2,688","3,779","1,275","1,774","1,347","1,701","1,944","1,114","1,070","1,954","1,671",
2020년08월_남_40~49세,"22,171","2,714","4,555","1,119","2,114","1,379","1,371","1,857","1,355","1,945","1,698","2,064",
2020년08월_남_50~59세,"23,687","3,438","4,574","1,482","2,259","1,828","1,470","1,650","1,421","1,774","1,569","2,222",
2020년08월_남_60~69세,"15,989","2,305","2,905","1,242","1,727","1,303","1,127","1,054",945,937,"1,125","1,319",
2020년08월_남_70~79세,"6,703",889,"1,162",588,618,530,498,475,487,407,457,592,
2020년08월_남_80~89세,"2,613",289,354,188,247,141,221,252,299,211,129,282,
2020년08월_남_90~99세,305,33,45,21,31,13,24,23,33,28,13,41,
2020년08월_남_100세 이상,23,4,5,1,1,3,1,0,3,1,2,2,
2020년08월_여_총인구수,"138,685","15,991","27,201","8,105","14,259","8,390","10,188","11,470","8,902","10,890","10,179","13,110",
2020년08월_여_연령구간인구수,"138,685","15,991","27,201","8,105","14,259","8,390","10,188","11,470","8,902","10,890","10,179","13,110",
2020년08월_여_0~9세,"10,458","1,004","2,380",338,"1,178",404,616,"1,007",599,911,"1,151",870,
2020년08월_여_10~19세,"13,149","1,318","3,045",436,"1,361",573,743,"1,062",796,"1,591",846,"1,378",
2020년08월_여_20~29세,"18,353","2,420","3,557","1,148","1,859","1,281","1,390","1,344","1,050","1,209","1,292","1,803",
2020년08월_여_30~39세,"18,765","2,004","3,623",928,"1,879","1,020","1,585","1,946","1,099","1,215","1,825","1,641",
2020년08월_여_40~49세,"22,939","2,391","4,804","1,008","2,393","1,195","1,492","2,032","1,427","2,295","1,585","2,317",
2020년08월_여_50~59세,"24,708","3,171","4,819","1,660","2,592","1,738","1,747","1,785","1,568","1,774","1,681","2,173",
2020년08월_여_60~69세,"16,326","2,139","2,840","1,369","1,725","1,292","1,310","1,186","1,103",925,"1,054","1,383",
2020년08월_여_70~79세,"8,288",975,"1,307",739,751,572,778,648,727,542,453,796,
2020년08월_여_80~89세,"4,804",464,689,403,430,265,452,400,467,377,237,620,
2020년08월_여_90~99세,842,98,126,69,88,45,71,60,64,48,52,121,
2020년08월_여_100세 이상,53,7,11,7,3,5,4,0,2,3,3,8,
2020년09월_계_총인구수,"274,985","33,849","53,962","16,166","27,603","17,471","19,360","22,347","16,968","21,237","20,504","25,518",
2020년09월_계_연령구간인구수,"274,985","33,849","53,962","16,166","27,603","17,471","19,360","22,347","16,968","21,237","20,504","25,518",
2020년09월_계_0~9세,"21,227","2,045","4,858",700,"2,356",863,"1,252","2,022","1,112","1,922","2,276","1,821",
2020년09월_계_10~19세,"26,938","2,696","6,221",889,"2,817","1,194","1,500","2,200","1,651","3,199","1,761","2,810",
2020년09월_계_20~29세,"38,404","5,433","7,322","2,497","3,839","2,747","2,787","2,836","2,131","2,556","2,609","3,647",
2020년09월_계_30~39세,"38,751","4,715","7,308","2,203","3,618","2,351","3,230","3,856","2,170","2,272","3,750","3,278",
2020년09월_계_40~49세,"44,987","5,092","9,345","2,111","4,483","2,550","2,865","3,869","2,772","4,232","3,301","4,367",
2020년09월_계_50~59세,"48,356","6,636","9,374","3,113","4,841","3,561","3,209","3,444","2,977","3,549","3,257","4,395",
2020년09월_계_60~69세,"32,629","4,457","5,818","2,639","3,478","2,629","2,464","2,255","2,065","1,887","2,201","2,736",
2020년09월_계_70~79세,"15,007","1,874","2,474","1,324","1,368","1,097","1,281","1,128","1,208",948,912,"1,393",
2020년09월_계_80~89세,"7,437",759,"1,051",591,676,414,671,650,777,590,367,891,
2020년09월_계_90~99세,"1,172",131,175,91,123,57,96,87,100,78,65,169,
2020년09월_계_100세 이상,77,11,16,8,4,8,5,0,5,4,5,11,
2020년09월_남_총인구수,"136,530","17,833","26,827","8,079","13,396","9,098","9,202","10,906","8,104","10,357","10,310","12,418",
2020년09월_남_연령구간인구수,"136,530","17,833","26,827","8,079","13,396","9,098","9,202","10,906","8,104","10,357","10,310","12,418",
2020년09월_남_0~9세,"10,835","1,036","2,503",367,"1,181",465,641,"1,025",523,"1,019","1,124",951,
2020년09월_남_10~19세,"13,871","1,399","3,195",459,"1,461",629,758,"1,147",857,"1,612",910,"1,444",
2020년09월_남_20~29세,"20,071","2,991","3,792","1,342","1,989","1,469","1,398","1,490","1,092","1,355","1,318","1,835",
2020년09월_남_30~39세,"20,147","2,701","3,722","1,274","1,764","1,330","1,676","1,930","1,096","1,061","1,937","1,656",
2020년09월_남_40~49세,"22,124","2,720","4,545","1,109","2,106","1,376","1,365","1,852","1,343","1,941","1,712","2,055",
2020년09월_남_50~59세,"23,662","3,450","4,563","1,471","2,254","1,823","1,474","1,646","1,418","1,776","1,567","2,220",
2020년09월_남_60~69세,"16,136","2,313","2,931","1,253","1,739","1,319","1,141","1,062",956,945,"1,140","1,337",
2020년09월_남_70~79세,"6,719",891,"1,170",591,621,526,503,476,482,408,456,595,
2020년09월_남_80~89세,"2,633",295,357,190,248,146,221,255,300,211,130,280,
2020년09월_남_90~99세,308,33,44,22,32,12,24,23,34,28,14,42,
2020년09월_남_100세 이상,24,4,5,1,1,3,1,0,3,1,2,3,
2020년09월_여_총인구수,"138,455","16,016","27,135","8,087","14,207","8,373","10,158","11,441","8,864","10,880","10,194","13,100",
2020년09월_여_연령구간인구수,"138,455","16,016","27,135","8,087","14,207","8,373","10,158","11,441","8,864","10,880","10,194","13,100",
2020년09월_여_0~9세,"10,392","1,009","2,355",333,"1,175",398,611,997,589,903,"1,152",870,
2020년09월_여_10~19세,"13,067","1,297","3,026",430,"1,356",565,742,"1,053",794,"1,587",851,"1,366",
2020년09월_여_20~29세,"18,333","2,442","3,530","1,155","1,850","1,278","1,389","1,346","1,039","1,201","1,291","1,812",
2020년09월_여_30~39세,"18,604","2,014","3,586",929,"1,854","1,021","1,554","1,926","1,074","1,211","1,813","1,622",
2020년09월_여_40~49세,"22,863","2,372","4,800","1,002","2,377","1,174","1,500","2,017","1,429","2,291","1,589","2,312",
2020년09월_여_50~59세,"24,694","3,186","4,811","1,642","2,587","1,738","1,735","1,798","1,559","1,773","1,690","2,175",
2020년09월_여_60~69세,"16,493","2,144","2,887","1,386","1,739","1,310","1,323","1,193","1,109",942,"1,061","1,399",
2020년09월_여_70~79세,"8,288",983,"1,304",733,747,571,778,652,726,540,456,798,
2020년09월_여_80~89세,"4,804",464,694,401,428,268,450,395,477,379,237,611,
2020년09월_여_90~99세,864,98,131,69,91,45,72,64,66,50,51,127,
2020년09월_여_100세 이상,53,7,11,7,3,5,4,0,2,3,3,8,
2020년10월_계_총인구수,"274,620","33,873","53,924","16,124","27,476","17,435","19,360","22,282","16,925","21,187","20,542","25,492",
2020년10월_계_연령구간인구수,"274,620","33,873","53,924","16,124","27,476","17,435","19,360","22,282","16,925","21,187","20,542","25,492",
2020년10월_계_0~9세,"21,013","2,026","4,805",688,"2,317",854,"1,243","1,990","1,092","1,910","2,286","1,802",
2020년10월_계_10~19세,"26,811","2,684","6,230",875,"2,804","1,193","1,473","2,193","1,639","3,178","1,747","2,795",
2020년10월_계_20~29세,"38,404","5,459","7,311","2,492","3,813","2,729","2,804","2,842","2,130","2,550","2,619","3,655",
2020년10월_계_30~39세,"38,521","4,700","7,277","2,197","3,587","2,335","3,239","3,798","2,152","2,247","3,734","3,255",
2020년10월_계_40~49세,"44,774","5,089","9,311","2,095","4,444","2,527","2,849","3,863","2,756","4,206","3,288","4,346",
2020년10월_계_50~59세,"48,415","6,641","9,378","3,100","4,843","3,566","3,208","3,460","2,970","3,567","3,279","4,403",
2020년10월_계_60~69세,"32,889","4,481","5,876","2,654","3,496","2,650","2,476","2,269","2,089","1,911","2,223","2,764",
2020년10월_계_70~79세,"15,046","1,886","2,480","1,332","1,371","1,097","1,285","1,131","1,215",939,920,"1,390",
2020년10월_계_80~89세,"7,488",767,"1,064",589,673,416,677,649,778,599,373,903,
2020년10월_계_90~99세,"1,181",129,176,94,124,59,101,87,99,77,67,168,
2020년10월_계_100세 이상,78,11,16,8,4,9,5,0,5,3,6,11,
2020년10월_남_총인구수,"136,329","17,856","26,814","8,060","13,332","9,080","9,205","10,875","8,077","10,331","10,310","12,389",
2020년10월_남_연령구간인구수,"136,329","17,856","26,814","8,060","13,332","9,080","9,205","10,875","8,077","10,331","10,310","12,389",
2020년10월_남_0~9세,"10,743","1,030","2,480",361,"1,170",462,641,"1,010",512,"1,014","1,128",935,
2020년10월_남_10~19세,"13,787","1,397","3,192",445,"1,452",624,743,"1,144",849,"1,601",903,"1,437",
2020년10월_남_20~29세,"20,085","2,993","3,800","1,343","1,976","1,460","1,403","1,502","1,092","1,351","1,320","1,845",
2020년10월_남_30~39세,"20,012","2,701","3,708","1,269","1,739","1,317","1,679","1,892","1,094","1,057","1,924","1,632",
2020년10월_남_40~49세,"22,035","2,718","4,535","1,105","2,094","1,361","1,356","1,855","1,336","1,928","1,707","2,040",
2020년10월_남_50~59세,"23,666","3,453","4,554","1,463","2,251","1,830","1,486","1,651","1,404","1,776","1,572","2,226",
2020년10월_남_60~69세,"16,264","2,332","2,961","1,263","1,742","1,333","1,140","1,066",970,959,"1,148","1,350",
2020년10월_남_70~79세,"6,748",892,"1,176",598,628,530,506,477,485,403,458,595,
2020년10월_남_80~89세,"2,644",300,358,190,246,147,225,254,297,212,132,283,
2020년10월_남_90~99세,321,36,45,22,33,13,25,24,35,30,15,43,
2020년10월_남_100세 이상,24,4,5,1,1,3,1,0,3,0,3,3,
2020년10월_여_총인구수,"138,291","16,017","27,110","8,064","14,144","8,355","10,155","11,407","8,848","10,856","10,232","13,103",
2020년10월_여_연령구간인구수,"138,291","16,017","27,110","8,064","14,144","8,355","10,155","11,407","8,848","10,856","10,232","13,103",
2020년10월_여_0~9세,"10,270",996,"2,325",327,"1,147",392,602,980,580,896,"1,158",867,
2020년10월_여_10~19세,"13,024","1,287","3,038",430,"1,352",569,730,"1,049",790,"1,577",844,"1,358",
2020년10월_여_20~29세,"18,319","2,466","3,511","1,149","1,837","1,269","1,401","1,340","1,038","1,199","1,299","1,810",
2020년10월_여_30~39세,"18,509","1,999","3,569",928,"1,848","1,018","1,560","1,906","1,058","1,190","1,810","1,623",
2020년10월_여_40~49세,"22,739","2,371","4,776",990,"2,350","1,166","1,493","2,008","1,420","2,278","1,581","2,306",
2020년10월_여_50~59세,"24,749","3,188","4,824","1,637","2,592","1,736","1,722","1,809","1,566","1,791","1,707","2,177",
2020년10월_여_60~69세,"16,625","2,149","2,915","1,391","1,754","1,317","1,336","1,203","1,119",952,"1,075","1,414",
2020년10월_여_70~79세,"8,298",994,"1,304",734,743,567,779,654,730,536,462,795,
2020년10월_여_80~89세,"4,844",467,706,399,427,269,452,395,481,387,241,620,
2020년10월_여_90~99세,860,93,131,72,91,46,76,63,64,47,52,125,
2020년10월_여_100세 이상,54,7,11,7,3,6,4,0,2,3,3,8,
2020년11월_계_총인구수,"274,309","33,863","53,830","16,132","27,425","17,450","19,274","22,232","16,894","21,188","20,550","25,471",
2020년11월_계_연령구간인구수,"274,309","33,863","53,830","16,132","27,425","17,450","19,274","22,232","16,894","21,188","20,550","25,471",
2020년11월_계_0~9세,"20,792","2,002","4,747",672,"2,300",853,"1,215","1,973","1,075","1,889","2,277","1,789",
2020년11월_계_10~19세,"26,752","2,671","6,244",867,"2,808","1,187","1,470","2,189","1,634","3,171","1,751","2,760",
2020년11월_계_20~29세,"38,330","5,463","7,284","2,497","3,792","2,742","2,776","2,835","2,120","2,550","2,611","3,660",
2020년11월_계_30~39세,"38,394","4,693","7,243","2,207","3,558","2,335","3,220","3,773","2,141","2,240","3,719","3,265",
2020년11월_계_40~49세,"44,703","5,095","9,279","2,091","4,458","2,527","2,820","3,848","2,751","4,202","3,317","4,315",
2020년11월_계_50~59세,"48,317","6,611","9,363","3,092","4,830","3,546","3,201","3,450","2,963","3,572","3,258","4,431",
2020년11월_계_60~69세,"33,153","4,518","5,929","2,670","3,509","2,674","2,496","2,294","2,109","1,936","2,252","2,766",
2020년11월_계_70~79세,"15,082","1,898","2,487","1,344","1,378","1,093","1,280","1,138","1,207",944,919,"1,394",
2020년11월_계_80~89세,"7,519",772,"1,061",591,664,420,688,646,788,605,373,911,
2020년11월_계_90~99세,"1,189",129,178,93,124,64,103,86,101,76,67,168,
2020년11월_계_100세 이상,78,11,15,8,4,9,5,0,5,3,6,12,
2020년11월_남_총인구수,"136,130","17,852","26,739","8,061","13,313","9,073","9,158","10,845","8,077","10,326","10,305","12,381",
2020년11월_남_연령구간인구수,"136,130","17,852","26,739","8,061","13,313","9,073","9,158","10,845","8,077","10,326","10,305","12,381",
2020년11월_남_0~9세,"10,620","1,020","2,454",349,"1,162",457,627,997,505,998,"1,127",924,
2020년11월_남_10~19세,"13,771","1,390","3,192",445,"1,461",619,741,"1,144",851,"1,601",908,"1,419",
2020년11월_남_20~29세,"20,037","2,990","3,785","1,346","1,961","1,467","1,387","1,495","1,092","1,350","1,308","1,856",
2020년11월_남_30~39세,"19,941","2,698","3,686","1,270","1,723","1,314","1,679","1,882","1,089","1,054","1,913","1,633",
2020년11월_남_40~49세,"22,009","2,731","4,519","1,106","2,111","1,362","1,335","1,849","1,331","1,929","1,718","2,018",
2020년11월_남_50~59세,"23,607","3,442","4,533","1,457","2,244","1,814","1,474","1,645","1,404","1,778","1,564","2,252",
2020년11월_남_60~69세,"16,378","2,343","2,982","1,270","1,745","1,350","1,153","1,074",981,966,"1,164","1,350",
2020년11월_남_70~79세,"6,761",901,"1,174",608,627,525,506,481,486,407,454,592,
2020년11월_남_80~89세,"2,659",298,365,189,244,148,229,253,298,214,131,290,
2020년11월_남_90~99세,324,35,45,20,34,14,26,25,37,29,15,44,
2020년11월_남_100세 이상,23,4,4,1,1,3,1,0,3,0,3,3,
2020년11월_여_총인구수,"138,179","16,011","27,091","8,071","14,112","8,377","10,116","11,387","8,817","10,862","10,245","13,090",
2020년11월_여_연령구간인구수,"138,179","16,011","27,091","8,071","14,112","8,377","10,116","11,387","8,817","10,862","10,245","13,090",
2020년11월_여_0~9세,"10,172",982,"2,293",323,"1,138",396,588,976,570,891,"1,150",865,
2020년11월_여_10~19세,"12,981","1,281","3,052",422,"1,347",568,729,"1,045",783,"1,570",843,"1,341",
2020년11월_여_20~29세,"18,293","2,473","3,499","1,151","1,831","1,275","1,389","1,340","1,028","1,200","1,303","1,804",
2020년11월_여_30~39세,"18,453","1,995","3,557",937,"1,835","1,021","1,541","1,891","1,052","1,186","1,806","1,632",
2020년11월_여_40~49세,"22,694","2,364","4,760",985,"2,347","1,165","1,485","1,999","1,420","2,273","1,599","2,297",
2020년11월_여_50~59세,"24,710","3,169","4,830","1,635","2,586","1,732","1,727","1,805","1,559","1,794","1,694","2,179",
2020년11월_여_60~69세,"16,775","2,175","2,947","1,400","1,764","1,324","1,343","1,220","1,128",970,"1,088","1,416",
2020년11월_여_70~79세,"8,321",997,"1,313",736,751,568,774,657,721,537,465,802,
2020년11월_여_80~89세,"4,860",474,696,402,420,272,459,393,490,391,242,621,
2020년11월_여_90~99세,865,94,133,73,90,50,77,61,64,47,52,124,
2020년11월_여_100세 이상,55,7,11,7,3,6,4,0,2,3,3,9,
2020년12월_계_총인구수,"273,791","33,793","53,722","16,117","27,346","17,449","19,203","22,206","16,844","21,117","20,582","25,412",
2020년12월_계_연령구간인구수,"273,791","33,793","53,722","16,117","27,346","17,449","19,203","22,206","16,844","21,117","20,582","25,412",
2020년12월_계_0~9세,"20,630","1,994","4,710",662,"2,282",859,"1,200","1,954","1,061","1,878","2,259","1,771",
2020년12월_계_10~19세,"26,654","2,677","6,222",856,"2,790","1,188","1,458","2,177","1,633","3,140","1,755","2,758",
2020년12월_계_20~29세,"38,232","5,457","7,252","2,495","3,759","2,753","2,749","2,849","2,112","2,551","2,605","3,650",
2020년12월_계_30~39세,"38,258","4,653","7,209","2,202","3,537","2,342","3,206","3,760","2,126","2,232","3,735","3,256",
2020년12월_계_40~49세,"44,520","5,085","9,247","2,086","4,442","2,521","2,807","3,823","2,735","4,170","3,320","4,284",
2020년12월_계_50~59세,"48,202","6,573","9,353","3,085","4,822","3,520","3,171","3,458","2,954","3,567","3,270","4,429",
2020년12월_계_60~69세,"33,359","4,533","5,974","2,686","3,532","2,673","2,533","2,312","2,119","1,953","2,264","2,780",
2020년12월_계_70~79세,"15,124","1,908","2,498","1,350","1,383","1,100","1,282","1,134","1,205",938,927,"1,399",
2020년12월_계_80~89세,"7,532",769,"1,064",591,674,418,685,654,789,607,373,908,
2020년12월_계_90~99세,"1,202",132,180,96,121,66,107,84,105,78,68,165,
2020년12월_계_100세 이상,78,12,13,8,4,9,5,1,5,3,6,12,
2020년12월_남_총인구수,"135,834","17,811","26,673","8,064","13,278","9,066","9,124","10,825","8,035","10,281","10,332","12,345",
2020년12월_남_연령구간인구수,"135,834","17,811","26,673","8,064","13,278","9,066","9,124","10,825","8,035","10,281","10,332","12,345",
2020년12월_남_0~9세,"10,547","1,016","2,427",345,"1,163",459,615,990,497,991,"1,127",917,
2020년12월_남_10~19세,"13,753","1,399","3,191",443,"1,452",618,737,"1,142",853,"1,583",909,"1,426",
2020년12월_남_20~29세,"19,959","2,998","3,763","1,350","1,939","1,476","1,380","1,489","1,073","1,349","1,313","1,829",
2020년12월_남_30~39세,"19,850","2,654","3,658","1,266","1,719","1,317","1,677","1,873","1,088","1,048","1,917","1,633",
2020년12월_남_40~49세,"21,924","2,732","4,502","1,109","2,098","1,359","1,331","1,843","1,317","1,913","1,718","2,002",
2020년12월_남_50~59세,"23,544","3,419","4,528","1,455","2,242","1,799","1,456","1,643","1,404","1,772","1,565","2,261",
2020년12월_남_60~69세,"16,450","2,354","3,002","1,275","1,753","1,346","1,163","1,084",979,978,"1,172","1,344",
2020년12월_남_70~79세,"6,783",902,"1,184",608,630,528,508,478,487,403,459,596,
2020년12월_남_80~89세,"2,672",296,367,192,248,147,230,258,296,214,133,291,
2020년12월_남_90~99세,330,37,47,20,33,14,26,25,38,30,16,44,
2020년12월_남_100세 이상,22,4,4,1,1,3,1,0,3,0,3,2,
2020년12월_여_총인구수,"137,957","15,982","27,049","8,053","14,068","8,383","10,079","11,381","8,809","10,836","10,250","13,067",
2020년12월_여_연령구간인구수,"137,957","15,982","27,049","8,053","14,068","8,383","10,079","11,381","8,809","10,836","10,250","13,067",
2020년12월_여_0~9세,"10,083",978,"2,283",317,"1,119",400,585,964,564,887,"1,132",854,
2020년12월_여_10~19세,"12,901","1,278","3,031",413,"1,338",570,721,"1,035",780,"1,557",846,"1,332",
2020년12월_여_20~29세,"18,273","2,459","3,489","1,145","1,820","1,277","1,369","1,360","1,039","1,202","1,292","1,821",
2020년12월_여_30~39세,"18,408","1,999","3,551",936,"1,818","1,025","1,529","1,887","1,038","1,184","1,818","1,623",
2020년12월_여_40~49세,"22,596","2,353","4,745",977,"2,344","1,162","1,476","1,980","1,418","2,257","1,602","2,282",
2020년12월_여_50~59세,"24,658","3,154","4,825","1,630","2,580","1,721","1,715","1,815","1,550","1,795","1,705","2,168",
2020년12월_여_60~69세,"16,909","2,179","2,972","1,411","1,779","1,327","1,370","1,228","1,140",975,"1,092","1,436",
2020년12월_여_70~79세,"8,341","1,006","1,314",742,753,572,774,656,718,535,468,803,
2020년12월_여_80~89세,"4,860",473,697,399,426,271,455,396,493,393,240,617,
2020년12월_여_90~99세,872,95,133,76,88,52,81,59,67,48,52,121,
2020년12월_여_100세 이상,56,8,9,7,3,6,4,1,2,3,3,10,
2021년01월_계_총인구수,"273,542","33,780","53,708","16,074","27,313","17,444","19,197","22,130","16,830","21,055","20,614","25,397",
2021년01월_계_연령구간인구수,"273,542","33,780","53,708","16,074","27,313","17,444","19,197","22,130","16,830","21,055","20,614","25,397",
2021년01월_계_0~9세,"20,505","1,992","4,697",656,"2,278",867,"1,188","1,918","1,047","1,848","2,253","1,761",
2021년01월_계_10~19세,"26,493","2,644","6,197",850,"2,774","1,169","1,440","2,152","1,624","3,140","1,746","2,757",
2021년01월_계_20~29세,"38,199","5,445","7,236","2,494","3,745","2,757","2,757","2,850","2,111","2,539","2,608","3,657",
2021년01월_계_30~39세,"38,131","4,655","7,172","2,183","3,535","2,338","3,214","3,736","2,124","2,216","3,725","3,233",
2021년01월_계_40~49세,"44,321","5,066","9,235","2,090","4,427","2,491","2,792","3,785","2,713","4,129","3,326","4,267",
2021년01월_계_50~59세,"48,122","6,565","9,339","3,045","4,794","3,512","3,157","3,476","2,967","3,579","3,264","4,424",
2021년01월_계_60~69세,"33,731","4,578","6,054","2,709","3,577","2,700","2,554","2,337","2,128","1,972","2,306","2,816",
2021년01월_계_70~79세,"15,182","1,914","2,514","1,359","1,379","1,112","1,289","1,136","1,211",938,934,"1,396",
2021년01월_계_80~89세,"7,577",779,"1,075",581,681,421,694,653,797,609,379,908,
2021년01월_계_90~99세,"1,206",130,176,99,120,68,107,86,103,82,68,167,
2021년01월_계_100세 이상,75,12,13,8,3,9,5,1,5,3,5,11,
2021년01월_남_총인구수,"135,726","17,818","26,668","8,053","13,256","9,067","9,128","10,769","8,020","10,246","10,354","12,347",
2021년01월_남_연령구간인구수,"135,726","17,818","26,668","8,053","13,256","9,067","9,128","10,769","8,020","10,246","10,354","12,347",
2021년01월_남_0~9세,"10,495","1,015","2,420",346,"1,164",464,611,967,493,972,"1,128",915,
2021년01월_남_10~19세,"13,667","1,383","3,174",446,"1,439",608,726,"1,131",839,"1,581",910,"1,430",
2021년01월_남_20~29세,"19,969","2,999","3,755","1,354","1,930","1,484","1,388","1,481","1,079","1,345","1,313","1,841",
2021년01월_남_30~39세,"19,772","2,655","3,643","1,251","1,717","1,312","1,675","1,867","1,085","1,046","1,903","1,618",
2021년01월_남_40~49세,"21,832","2,722","4,503","1,113","2,090","1,343","1,326","1,813","1,311","1,883","1,730","1,998",
2021년01월_남_50~59세,"23,497","3,424","4,518","1,437","2,226","1,801","1,456","1,646","1,402","1,782","1,560","2,245",
2021년01월_남_60~69세,"16,624","2,375","3,039","1,284","1,777","1,354","1,175","1,104",976,983,"1,193","1,364",
