카테고리,경기도 용인시,경기도 용인시 처인구,경기도 용인시 처인구 포곡읍,경기도 용인시 처인구 모현읍,경기도 용인시 처인구 이동읍,경기도 용인시 처인구 남사면,경기도 용인시 처인구 원삼면,경기도 용인시 처인구 백암면,경기도 용인시 처인구 양지면,경기도 용인시 처인구 중앙동,경기도 용인시 처인구 역삼동,경기도 용인시 처인구 유림동,경기도 용인시 처인구 동부동,경기도 용인시 기흥구,경기도 용인시 기흥구 신갈동,경기도 용인시 기흥구 영덕동,경기도 용인시 기흥구 영덕1동,경기도 용인시 기흥구 영덕2동,경기도 용인시 기흥구 구갈동,경기도 용인시 기흥구 상갈동,경기도 용인시 기흥구 보라동,경기도 용인시 기흥구 기흥동,경기도 용인시 기흥구 서농동,경기도 용인시 기흥구 구성동,경기도 용인시 기흥구 마북동,경기도 용인시 기흥구 동백1동,경기도 용인시 기흥구 동백2동,경기도 용인시 기흥구 동백3동,경기도 용인시 기흥구 동백동,경기도 용인시 기흥구 상하동,경기도 용인시 기흥구 보정동,경기도 용인시 수지구,경기도 용인시 수지구 풍덕천1동,경기도 용인시 수지구 풍덕천2동,경기도 용인시 수지구 신봉동,경기도 용인시 수지구 죽전1동,경기도 용인시 수지구 죽전2동,경기도 용인시 수지구 동천동,경기도 용인시 수지구 상현1동,경기도 용인시 수지구 상현2동,경기도 용인시 수지구 성복동,경기도 용인시 처인구 남사읍,경기도 용인시 처인구 역북동,경기도 용인시 처인구 삼가동,경기도 용인시 수지구 죽전3동,경기도 용인시 수지구 상현3동
2021년08월_여_50~59세,"83,143","21,094","2,838","2,191","1,801",,731,679,"1,616","2,107","3,306","3,026","1,269","33,974","3,061",,"2,453","1,463","3,283","1,048","2,652","1,818","1,669","3,071","2,647","2,291","2,030","1,505",,"2,326","2,657","28,075","2,740","2,783","2,864","4,535","1,468","3,561","3,534","2,587","4,003","1,530",,,,
2021년08월_여_60~69세,"58,552","16,761","1,967","1,889","1,597",,873,882,"1,365","1,633","2,084","1,863","1,040","23,048","2,128",,"1,452",939,"1,947",693,"1,841","1,493","1,015","2,492","2,027","1,268","1,133","1,242",,"1,505","1,873","18,743","2,020","1,306","1,876","2,876",966,"2,542","2,275","1,720","3,162","1,568",,,,
2021년08월_여_70~79세,"36,147","8,713","1,116",975,846,,454,481,630,826,"1,044","1,057",529,"14,627","1,349",,631,380,996,512,"1,204",787,477,"1,838","1,529",904,688,977,,868,"1,487","12,807","1,281","1,054","1,539","1,904",571,"1,378","1,536","1,310","2,234",755,,,,
2021년08월_여_80~89세,"17,177","4,903",604,505,527,,316,421,409,463,479,536,241,"6,822",651,,311,393,430,233,539,364,216,792,659,416,317,454,,419,628,"5,452",612,584,571,910,296,545,617,541,776,402,,,,
2021년08월_여_90~99세,"3,200",939,116,107,104,,65,63,91,83,99,85,55,"1,271",97,,73,107,92,33,92,76,34,171,121,57,58,60,,77,123,990,99,79,110,143,61,117,135,94,152,71,,,,
2021년08월_여_100세 이상,125,32,2,3,5,,2,1,6,3,3,4,2,52,6,,2,3,6,0,4,3,2,5,5,2,1,0,,6,7,41,9,1,3,8,2,5,4,3,6,1,,,,
2021년09월_계_총인구수,"1,080,027","261,553","33,644","26,959","20,454",,"8,289","8,983","20,403","24,992",0,"36,253","13,086","441,960","38,390",,"30,488","17,541","41,884","13,261","33,352","21,683","26,333","39,985","32,053","32,797","27,276","26,044",,"24,638","36,235","376,514","36,335","41,222","37,836","29,283","18,419","49,646","20,462","33,508","54,603","23,838","31,952","12,700","27,247","27,953"
2021년09월_계_연령구간인구수,"1,080,027","261,553","33,644","26,959","20,454",,"8,289","8,983","20,403","24,992",0,"36,253","13,086","441,960","38,390",,"30,488","17,541","41,884","13,261","33,352","21,683","26,333","39,985","32,053","32,797","27,276","26,044",,"24,638","36,235","376,514","36,335","41,222","37,836","29,283","18,419","49,646","20,462","33,508","54,603","23,838","31,952","12,700","27,247","27,953"
2021년09월_계_0~9세,"96,281","20,268","2,170","1,854","1,480",,332,234,"1,199","1,530",0,"3,056",666,"40,623","3,228",,"3,282","1,831","4,155",908,"2,803","1,768","2,995","3,238","2,520","3,204","2,521","3,187",,"1,808","3,175","35,390","2,619","4,479","3,293","2,368","1,448","5,605","1,976","3,180","5,471","3,135","3,546","1,066","2,321","2,630"
2021년09월_계_10~19세,"122,166","26,290","3,797","2,433","1,786",,580,984,"2,719","2,172",0,"4,253","1,099","50,496","3,524",,"3,569","1,219","3,305","1,237","4,292","2,172","2,581","4,779","3,031","5,623","4,614","3,291",,"2,744","4,515","45,380","3,578","5,688","5,337","3,582","1,545","5,381","2,842","4,184","6,610","2,050","3,115","1,302","3,308","3,325"
2021년09월_계_20~29세,"138,588","34,964","4,840","3,467","2,171",,732,930,"2,619","4,451",0,"4,907","1,824","57,265","5,032",,"3,787","2,438","6,628","1,950","4,033","2,565","5,373","4,445","4,067","3,643","3,244","2,459",,"3,391","4,210","46,359","5,238","4,922","4,074","3,832","2,860","5,537","2,249","3,792","5,760","1,839","5,338","1,846","4,093","4,002"
2021년09월_계_30~39세,"141,711","33,561","3,852","3,103","2,337",,715,730,"2,449","3,191",0,"4,453","1,381","57,679","6,002",,"4,453","3,166","7,560","1,884","3,651","2,737","4,382","4,202","3,921","3,242","2,275","3,551",,"2,694","3,959","50,471","6,268","5,973","3,887","3,297","3,202","7,631","2,406","4,089","5,995","4,054","5,657","1,639","3,530","4,193"
2021년09월_계_40~49세,"198,119","43,448","5,927","4,518","3,322",,"1,035",980,"3,114","3,850",0,"6,706","1,931","82,770","6,505",,"5,904","2,732","7,086","2,287","6,367","3,838","4,516","7,645","5,294","7,676","6,097","5,431",,"4,203","7,189","71,901","5,896","8,824","7,764","5,439","2,999","9,633","3,977","6,384","10,636","4,350","5,619","2,096","5,083","5,266"
2021년09월_계_50~59세,"169,833","43,807","6,033","4,797","3,748",,"1,565","1,560","3,450","4,248",0,"6,321","2,547","69,026","6,227",,"4,994","2,786","6,631","2,261","5,406","3,558","3,268","6,177","5,171","4,918","4,479","3,127",,"4,571","5,452","57,000","5,450","5,925","5,935","4,832","2,889","7,239","3,091","5,177","8,193","3,072","4,180","2,286","4,170","4,099"
2021년09월_계_60~69세,"112,996","33,956","3,984","3,919","3,162",,"1,817","1,904","2,892","3,234",0,"3,704","2,166","43,781","4,206",,"2,759","1,826","3,813","1,369","3,505","2,830","1,983","4,532","3,820","2,238","2,125","2,285",,"2,894","3,596","35,259","3,807","2,579","3,505","2,950","1,833","4,886","1,843","3,153","5,799","3,067","2,678","1,429","2,501","2,403"
2021년09월_계_70~79세,"65,890","16,214","1,952","1,876","1,518",,927,920,"1,204","1,481",0,"1,877",992,"26,420","2,392",,"1,176",750,"1,878",906,"2,197","1,468",845,"3,244","2,775","1,499","1,253","1,751",,"1,547","2,739","23,256","2,275","1,726","2,759","1,906","1,044","2,605","1,401","2,384","4,319","1,535","1,260",672,"1,463","1,374"
2021년09월_계_80~89세,"29,915","7,789",945,850,795,,502,659,628,725,0,853,401,"12,074","1,133",,475,623,704,420,950,653,344,"1,501","1,260",664,583,864,,685,"1,215","10,052","1,052",992,"1,121",954,501,972,579,"1,026","1,596",642,475,314,680,579
2021년09월_계_90~99세,"4,379","1,217",143,139,129,,82,81,122,104,0,119,76,"1,761",134,,86,166,116,39,143,89,44,216,187,88,83,97,,95,178,"1,401",142,113,158,119,96,151,95,136,218,91,81,50,94,79
2021년09월_계_100세 이상,149,39,1,3,6,,2,1,7,6,0,4,3,65,7,,3,4,8,0,5,5,2,6,7,2,2,1,,6,7,45,10,1,3,4,2,6,3,3,6,3,3,0,4,3
2021년09월_남_총인구수,"535,936","134,369","17,405","14,108","10,455",,"4,284","4,917","11,067","12,681",0,"18,302","6,777","218,135","19,150",,"15,165","8,688","20,922","6,866","16,496","10,755","13,575","19,298","15,660","15,736","13,382","12,672",,"12,013","17,757","183,432","18,125","20,271","18,304","14,186","9,112","24,451","9,794","16,258","26,324","11,996","16,132","6,245","13,074","13,533"
2021년09월_남_연령구간인구수,"535,936","134,369","17,405","14,108","10,455",,"4,284","4,917","11,067","12,681",0,"18,302","6,777","218,135","19,150",,"15,165","8,688","20,922","6,866","16,496","10,755","13,575","19,298","15,660","15,736","13,382","12,672",,"12,013","17,757","183,432","18,125","20,271","18,304","14,186","9,112","24,451","9,794","16,258","26,324","11,996","16,132","6,245","13,074","13,533"
2021년09월_남_0~9세,"49,238","10,352","1,117",981,729,,167,131,641,775,0,"1,525",347,"20,849","1,624",,"1,668",931,"2,127",498,"1,455",908,"1,500","1,663","1,303","1,579","1,317","1,664",,956,"1,656","18,037","1,367","2,292","1,637","1,190",757,"2,902",985,"1,624","2,806","1,578","1,799",562,"1,168","1,309"
2021년09월_남_10~19세,"62,797","13,837","2,002","1,273",930,,277,564,"1,611","1,108",0,"2,210",598,"25,900","1,829",,"1,833",621,"1,703",619,"2,215","1,131","1,286","2,469","1,577","2,826","2,382","1,668",,"1,415","2,326","23,060","1,843","2,916","2,730","1,839",803,"2,766","1,399","2,160","3,253","1,024","1,574",666,"1,643","1,708"
2021년09월_남_20~29세,"72,170","19,056","2,715","1,901","1,226",,413,582,"1,523","2,356",0,"2,654","1,007","29,869","2,534",,"1,997","1,304","3,281","1,048","2,074","1,374","3,186","2,307","2,107","1,825","1,676","1,222",,"1,761","2,173","23,245","2,686","2,460","2,092","1,918","1,449","2,780","1,123","1,903","2,926",975,"2,763",941,"2,022","1,886"
2021년09월_남_30~39세,"70,075","17,841","2,103","1,651","1,306",,418,433,"1,400","1,750",0,"2,265",787,"28,230","3,116",,"2,201","1,590","3,785","1,035","1,773","1,363","2,219","2,023","1,928","1,466",966,"1,635",,"1,304","1,826","24,004","3,367","2,780","1,775","1,565","1,633","3,574","1,079","1,918","2,641","1,995","2,919",814,"1,652","2,020"
2021년09월_남_40~49세,"97,714","22,918","3,080","2,424","1,811",,564,600,"1,717","2,040",0,"3,376","1,008","40,443","3,262",,"2,927","1,383","3,641","1,190","3,134","1,936","2,333","3,664","2,551","3,593","2,772","2,675",,"2,002","3,380","34,353","2,868","4,316","3,572","2,550","1,474","4,744","1,862","3,041","4,941","2,355","2,928","1,015","2,454","2,531"
2021년09월_남_50~59세,"86,236","22,603","3,183","2,584","1,937",,836,886,"1,828","2,122",0,"3,272","1,280","34,808","3,156",,"2,528","1,324","3,329","1,213","2,734","1,735","1,585","3,046","2,503","2,615","2,431","1,570",,"2,240","2,799","28,825","2,730","3,119","3,048","2,396","1,408","3,666","1,578","2,583","4,172","1,534","2,030","1,111","2,065","2,060"
2021년09월_남_60~69세,"54,233","17,137","2,009","2,030","1,555",,932,"1,025","1,517","1,592",0,"1,835","1,117","20,600","2,085",,"1,290",877,"1,873",674,"1,658","1,332",964,"2,003","1,793",959,991,"1,024",,"1,370","1,707","16,496","1,793","1,270","1,629","1,412",872,"2,340",851,"1,431","2,633","1,504","1,334",687,"1,150","1,115"
2021년09월_남_70~79세,"29,718","7,487",835,890,671,,475,442,581,655,0,818,458,"11,774","1,034",,547,371,876,395,996,674,369,"1,391","1,241",597,563,777,,689,"1,254","10,457",997,684,"1,230",833,479,"1,220",618,"1,078","2,078",774,577,311,620,620
2021년09월_남_80~89세,"12,580","2,871",337,349,266,,186,235,220,259,0,314,153,"5,167",473,,159,224,282,188,409,287,125,687,593,245,258,402,,256,579,"4,542",432,402,544,442,203,423,280,476,806,236,190,126,272,262
2021년09월_남_90~99세,"1,151",259,24,25,23,,16,19,28,21,0,33,21,483,36,,14,62,24,6,47,13,8,44,62,31,25,34,,20,57,409,41,32,47,41,34,35,18,44,68,20,17,12,28,21
2021년09월_남_100세 이상,24,8,0,0,1,,0,0,1,3,0,0,1,12,1,,1,1,1,0,1,2,0,1,2,0,1,1,,0,0,4,1,0,0,0,0,1,1,0,0,1,1,0,0,1
2021년09월_여_총인구수,"544,091","127,184","16,239","12,851","9,999",,"4,005","4,066","9,336","12,311",0,"17,951","6,309","223,825","19,240",,"15,323","8,853","20,962","6,395","16,856","10,928","12,758","20,687","16,393","17,061","13,894","13,372",,"12,625","18,478","193,082","18,210","20,951","19,532","15,097","9,307","25,195","10,668","17,250","28,279","11,842","15,820","6,455","14,173","14,420"
2021년09월_여_연령구간인구수,"544,091","127,184","16,239","12,851","9,999",,"4,005","4,066","9,336","12,311",0,"17,951","6,309","223,825","19,240",,"15,323","8,853","20,962","6,395","16,856","10,928","12,758","20,687","16,393","17,061","13,894","13,372",,"12,625","18,478","193,082","18,210","20,951","19,532","15,097","9,307","25,195","10,668","17,250","28,279","11,842","15,820","6,455","14,173","14,420"
2021년09월_여_0~9세,"47,043","9,916","1,053",873,751,,165,103,558,755,0,"1,531",319,"19,774","1,604",,"1,614",900,"2,028",410,"1,348",860,"1,495","1,575","1,217","1,625","1,204","1,523",,852,"1,519","17,353","1,252","2,187","1,656","1,178",691,"2,703",991,"1,556","2,665","1,557","1,747",504,"1,153","1,321"
2021년09월_여_10~19세,"59,369","12,453","1,795","1,160",856,,303,420,"1,108","1,064",0,"2,043",501,"24,596","1,695",,"1,736",598,"1,602",618,"2,077","1,041","1,295","2,310","1,454","2,797","2,232","1,623",,"1,329","2,189","22,320","1,735","2,772","2,607","1,743",742,"2,615","1,443","2,024","3,357","1,026","1,541",636,"1,665","1,617"
2021년09월_여_20~29세,"66,418","15,908","2,125","1,566",945,,319,348,"1,096","2,095",0,"2,253",817,"27,396","2,498",,"1,790","1,134","3,347",902,"1,959","1,191","2,187","2,138","1,960","1,818","1,568","1,237",,"1,630","2,037","23,114","2,552","2,462","1,982","1,914","1,411","2,757","1,126","1,889","2,834",864,"2,575",905,"2,071","2,116"
2021년09월_여_30~39세,"71,636","15,720","1,749","1,452","1,031",,297,297,"1,049","1,441",0,"2,188",594,"29,449","2,886",,"2,252","1,576","3,775",849,"1,878","1,374","2,163","2,179","1,993","1,776","1,309","1,916",,"1,390","2,133","26,467","2,901","3,193","2,112","1,732","1,569","4,057","1,327","2,171","3,354","2,059","2,738",825,"1,878","2,173"
2021년09월_여_40~49세,"100,405","20,530","2,847","2,094","1,511",,471,380,"1,397","1,810",0,"3,330",923,"42,327","3,243",,"2,977","1,349","3,445","1,097","3,233","1,902","2,183","3,981","2,743","4,083","3,325","2,756",,"2,201","3,809","37,548","3,028","4,508","4,192","2,889","1,525","4,889","2,115","3,343","5,695","1,995","2,691","1,081","2,629","2,735"
2021년09월_여_50~59세,"83,597","21,204","2,850","2,213","1,811",,729,674,"1,622","2,126",0,"3,049","1,267","34,218","3,071",,"2,466","1,462","3,302","1,048","2,672","1,823","1,683","3,131","2,668","2,303","2,048","1,557",,"2,331","2,653","28,175","2,720","2,806","2,887","2,436","1,481","3,573","1,513","2,594","4,021","1,538","2,150","1,175","2,105","2,039"
2021년09월_여_60~69세,"58,763","16,819","1,975","1,889","1,607",,885,879,"1,375","1,642",0,"1,869","1,049","23,181","2,121",,"1,469",949,"1,940",695,"1,847","1,498","1,019","2,529","2,027","1,279","1,134","1,261",,"1,524","1,889","18,763","2,014","1,309","1,876","1,538",961,"2,546",992,"1,722","3,166","1,563","1,344",742,"1,351","1,288"
2021년09월_여_70~79세,"36,172","8,727","1,117",986,847,,452,478,623,826,0,"1,059",534,"14,646","1,358",,629,379,"1,002",511,"1,201",794,476,"1,853","1,534",902,690,974,,858,"1,485","12,799","1,278","1,042","1,529","1,073",565,"1,385",783,"1,306","2,241",761,683,361,843,754
2021년09월_여_80~89세,"17,335","4,918",608,501,529,,316,424,408,466,0,539,248,"6,907",660,,316,399,422,232,541,366,219,814,667,419,325,462,,429,636,"5,510",620,590,577,512,298,549,299,550,790,406,285,188,408,317
2021년09월_여_90~99세,"3,228",958,119,114,106,,66,62,94,83,0,86,55,"1,278",98,,72,104,92,33,96,76,36,172,125,57,58,63,,75,121,992,101,81,111,78,62,116,77,92,150,71,64,38,66,58
2021년09월_여_100세 이상,125,31,1,3,5,,2,1,6,3,0,4,2,53,6,,2,3,7,0,4,3,2,5,5,2,1,0,,6,7,41,9,1,3,4,2,5,2,3,6,2,2,0,4,2
2021년10월_계_총인구수,"1,079,609","261,166","33,647","27,083","20,448",,"8,291","8,794","20,075","25,023",,"36,195","13,122","442,335","38,371",,"30,481","17,517","41,805","13,215","33,401","21,676","26,396","40,171","32,072","32,767","27,285","26,249",,"24,650","36,279","376,108","36,272","41,148","37,855","29,218","18,403","49,641","20,425","33,434","54,578","23,866","31,955","12,667","27,199","27,935"
2021년10월_계_연령구간인구수,"1,079,609","261,166","33,647","27,083","20,448",,"8,291","8,794","20,075","25,023",,"36,195","13,122","442,335","38,371",,"30,481","17,517","41,805","13,215","33,401","21,676","26,396","40,171","32,072","32,767","27,285","26,249",,"24,650","36,279","376,108","36,272","41,148","37,855","29,218","18,403","49,641","20,425","33,434","54,578","23,866","31,955","12,667","27,199","27,935"
2021년10월_계_0~9세,"95,778","20,185","2,156","1,847","1,466",,334,235,"1,209","1,516",,"3,038",662,"40,392","3,198",,"3,234","1,845","4,143",892,"2,802","1,753","2,972","3,249","2,510","3,181","2,484","3,183",,"1,802","3,144","35,201","2,614","4,441","3,280","2,350","1,445","5,574","1,981","3,165","5,430","3,130","3,550","1,042","2,297","2,624"
2021년10월_계_10~19세,"121,521","25,718","3,741","2,444","1,789",,586,815,"2,384","2,186",,"4,228","1,095","50,498","3,533",,"3,570","1,201","3,294","1,228","4,287","2,159","2,584","4,806","3,037","5,592","4,618","3,330",,"2,739","4,520","45,305","3,549","5,674","5,336","3,562","1,544","5,400","2,828","4,182","6,611","2,061","3,098","1,291","3,298","3,321"
2021년10월_계_20~29세,"138,543","34,903","4,855","3,494","2,158",,720,906,"2,563","4,451",,"4,905","1,827","57,363","5,020",,"3,801","2,419","6,590","1,930","4,053","2,596","5,442","4,436","4,081","3,649","3,254","2,478",,"3,390","4,224","46,277","5,213","4,914","4,068","3,816","2,823","5,546","2,247","3,776","5,765","1,839","5,334","1,851","4,102","4,007"
2021년10월_계_30~39세,"141,399","33,501","3,843","3,098","2,333",,717,731,"2,450","3,205",,"4,419","1,397","57,607","6,000",,"4,443","3,169","7,542","1,883","3,659","2,724","4,354","4,251","3,915","3,223","2,264","3,543",,"2,692","3,945","50,291","6,272","5,926","3,874","3,305","3,224","7,577","2,386","4,055","5,976","4,017","5,660","1,631","3,508","4,188"
2021년10월_계_40~49세,"197,787","43,477","5,934","4,540","3,329",,"1,036",968,"3,111","3,843",,"6,712","1,917","82,623","6,499",,"5,861","2,721","7,059","2,278","6,345","3,830","4,529","7,647","5,282","7,642","6,072","5,486",,"4,175","7,197","71,687","5,856","8,821","7,773","5,417","2,976","9,623","3,970","6,395","10,560","4,389","5,604","2,094","5,041","5,255"
2021년10월_계_50~59세,"170,489","43,938","6,060","4,838","3,745",,"1,558","1,558","3,474","4,270",,"6,311","2,559","69,399","6,230",,"5,044","2,788","6,640","2,261","5,433","3,552","3,276","6,250","5,203","4,952","4,518","3,176",,"4,596","5,480","57,152","5,475","5,930","5,962","4,814","2,897","7,246","3,099","5,163","8,252","3,077","4,193","2,295","4,204","4,110"
2021년10월_계_60~69세,"113,447","34,136","4,009","3,953","3,171",,"1,823","1,916","2,913","3,233",,"3,736","2,184","43,953","4,218",,"2,758","1,826","3,816","1,378","3,513","2,841","1,991","4,563","3,809","2,261","2,143","2,309",,"2,918","3,609","35,358","3,822","2,604","3,510","2,964","1,840","4,912","1,830","3,151","5,831","3,076","2,693","1,429","2,500","2,394"
2021년10월_계_70~79세,"65,916","16,220","1,957","1,877","1,514",,928,920,"1,200","1,489",,"1,870","1,001","26,440","2,377",,"1,196",761,"1,885",895,"2,204","1,468",852,"3,231","2,764","1,497","1,267","1,768",,"1,535","2,740","23,256","2,261","1,719","2,759","1,901","1,057","2,623","1,398","2,378","4,321","1,533","1,260",671,"1,464","1,375"
2021년10월_계_80~89세,"30,163","7,826",948,849,805,,500,662,642,723,,853,400,"12,213","1,157",,482,612,709,430,958,662,350,"1,511","1,275",678,583,873,,700,"1,233","10,124","1,054","1,002","1,128",963,501,983,588,"1,032","1,607",650,480,314,685,581
2021년10월_계_90~99세,"4,410","1,223",143,139,132,,87,82,121,104,,119,76,"1,782",131,,89,171,120,40,142,86,44,221,189,90,80,102,,96,181,"1,405",146,115,161,120,93,152,95,133,217,91,80,49,96,77
2021년10월_계_100세 이상,156,39,1,4,6,,2,1,8,3,,4,4,65,8,,3,4,7,0,5,5,2,6,7,2,2,1,,7,6,52,10,2,4,6,3,5,3,4,8,3,3,0,4,3
2021년10월_남_총인구수,"535,631","134,041","17,397","14,179","10,449",,"4,286","4,812","10,751","12,704",,"18,265","6,799","218,360","19,161",,"15,157","8,668","20,887","6,842","16,522","10,752","13,628","19,366","15,678","15,721","13,390","12,777",,"12,018","17,793","183,230","18,089","20,255","18,334","14,147","9,113","24,428","9,770","16,233","26,294","12,021","16,143","6,235","13,053","13,514"
2021년10월_남_연령구간인구수,"535,631","134,041","17,397","14,179","10,449",,"4,286","4,812","10,751","12,704",,"18,265","6,799","218,360","19,161",,"15,157","8,668","20,887","6,842","16,522","10,752","13,628","19,366","15,678","15,721","13,390","12,777",,"12,018","17,793","183,230","18,089","20,255","18,334","14,147","9,113","24,428","9,770","16,233","26,294","12,021","16,143","6,235","13,053","13,514"
2021년10월_남_0~9세,"48,963","10,313","1,110",976,717,,169,132,642,765,,"1,521",344,"20,742","1,604",,"1,660",932,"2,120",487,"1,455",894,"1,495","1,668","1,303","1,570","1,289","1,664",,960,"1,641","17,908","1,357","2,265","1,641","1,175",759,"2,876",981,"1,620","2,777","1,577","1,810",550,"1,153","1,304"
2021년10월_남_10~19세,"62,306","13,415","1,959","1,284",930,,282,468,"1,325","1,118",,"2,198",594,"25,886","1,832",,"1,822",608,"1,701",615,"2,205","1,127","1,288","2,475","1,578","2,813","2,393","1,686",,"1,411","2,332","23,005","1,821","2,925","2,732","1,828",806,"2,772","1,392","2,150","3,251","1,034","1,562",661,"1,629","1,699"
2021년10월_남_20~29세,"72,177","18,993","2,719","1,918","1,220",,403,567,"1,470","2,356",,"2,646","1,012","29,958","2,532",,"2,007","1,293","3,267","1,038","2,088","1,391","3,243","2,301","2,115","1,824","1,682","1,236",,"1,759","2,182","23,226","2,673","2,468","2,090","1,905","1,433","2,786","1,123","1,909","2,917",976,"2,754",952,"2,027","1,895"
2021년10월_남_30~39세,"70,017","17,844","2,101","1,651","1,312",,419,435,"1,399","1,762",,"2,249",798,"28,249","3,134",,"2,200","1,595","3,786","1,031","1,783","1,357","2,198","2,054","1,923","1,458",967,"1,635",,"1,302","1,826","23,924","3,378","2,753","1,766","1,580","1,645","3,535","1,073","1,900","2,637","1,986","2,923",809,"1,646","2,011"
2021년10월_남_40~49세,"97,472","22,894","3,080","2,432","1,807",,566,592,"1,706","2,034",,"3,383",997,"40,336","3,251",,"2,890","1,385","3,618","1,189","3,115","1,937","2,340","3,652","2,552","3,571","2,759","2,696",,"1,988","3,393","34,242","2,857","4,311","3,578","2,529","1,461","4,741","1,857","3,043","4,905","2,366","2,924","1,007","2,436","2,524"
2021년10월_남_50~59세,"86,590","22,688","3,202","2,605","1,936",,832,890,"1,844","2,139",,"3,260","1,292","34,991","3,169",,"2,556","1,320","3,334","1,211","2,751","1,730","1,582","3,084","2,517","2,630","2,446","1,599",,"2,252","2,810","28,911","2,735","3,119","3,065","2,387","1,412","3,679","1,579","2,582","4,200","1,532","2,035","1,121","2,086","2,067"
2021년10월_남_60~69세,"54,482","17,243","2,025","2,051","1,564",,931,"1,031","1,534","1,593",,"1,844","1,125","20,687","2,095",,"1,295",877,"1,875",681,"1,663","1,338",973,"2,021","1,780",970,"1,003","1,028",,"1,378","1,710","16,552","1,803","1,290","1,632","1,424",875,"2,346",846,"1,430","2,650","1,510","1,349",686,"1,150","1,106"
2021년10월_남_70~79세,"29,721","7,498",837,889,672,,482,442,579,658,,815,465,"11,767","1,021",,553,376,874,388,999,674,370,"1,378","1,239",598,566,791,,687,"1,253","10,456",993,688,"1,227",825,486,"1,228",612,"1,076","2,077",776,573,310,622,622
2021년10월_남_80~89세,"12,713","2,881",338,347,267,,184,235,224,257,,316,149,"5,240",485,,160,218,284,195,415,289,131,688,604,256,260,405,,261,589,"4,592",429,402,553,453,204,429,289,481,814,242,195,127,275,263
2021년10월_남_90~99세,"1,167",266,26,26,23,,18,20,27,21,,33,22,492,37,,13,63,27,7,47,13,8,44,65,31,24,36,,20,57,409,42,34,50,41,32,35,17,41,66,21,17,12,29,22
2021년10월_남_100세 이상,23,6,0,0,1,,0,0,1,1,,0,1,12,1,,1,1,1,0,1,2,0,1,2,0,1,1,,0,0,5,1,0,0,0,0,1,1,1,0,1,1,0,0,1
2021년10월_여_총인구수,"543,978","127,125","16,250","12,904","9,999",,"4,005","3,982","9,324","12,319",,"17,930","6,323","223,975","19,210",,"15,324","8,849","20,918","6,373","16,879","10,924","12,768","20,805","16,394","17,046","13,895","13,472",,"12,632","18,486","192,878","18,183","20,893","19,521","15,071","9,290","25,213","10,655","17,201","28,284","11,845","15,812","6,432","14,146","14,421"
2021년10월_여_연령구간인구수,"543,978","127,125","16,250","12,904","9,999",,"4,005","3,982","9,324","12,319",,"17,930","6,323","223,975","19,210",,"15,324","8,849","20,918","6,373","16,879","10,924","12,768","20,805","16,394","17,046","13,895","13,472",,"12,632","18,486","192,878","18,183","20,893","19,521","15,071","9,290","25,213","10,655","17,201","28,284","11,845","15,812","6,432","14,146","14,421"
2021년10월_여_0~9세,"46,815","9,872","1,046",871,749,,165,103,567,751,,"1,517",318,"19,650","1,594",,"1,574",913,"2,023",405,"1,347",859,"1,477","1,581","1,207","1,611","1,195","1,519",,842,"1,503","17,293","1,257","2,176","1,639","1,175",686,"2,698","1,000","1,545","2,653","1,553","1,740",492,"1,144","1,320"
2021년10월_여_10~19세,"59,215","12,303","1,782","1,160",859,,304,347,"1,059","1,068",,"2,030",501,"24,612","1,701",,"1,748",593,"1,593",613,"2,082","1,032","1,296","2,331","1,459","2,779","2,225","1,644",,"1,328","2,188","22,300","1,728","2,749","2,604","1,734",738,"2,628","1,436","2,032","3,360","1,027","1,536",630,"1,669","1,622"
2021년10월_여_20~29세,"66,366","15,910","2,136","1,576",938,,317,339,"1,093","2,095",,"2,259",815,"27,405","2,488",,"1,794","1,126","3,323",892,"1,965","1,205","2,199","2,135","1,966","1,825","1,572","1,242",,"1,631","2,042","23,051","2,540","2,446","1,978","1,911","1,390","2,760","1,124","1,867","2,848",863,"2,580",899,"2,075","2,112"
2021년10월_여_30~39세,"71,382","15,657","1,742","1,447","1,021",,298,296,"1,051","1,443",,"2,170",599,"29,358","2,866",,"2,243","1,574","3,756",852,"1,876","1,367","2,156","2,197","1,992","1,765","1,297","1,908",,"1,390","2,119","26,367","2,894","3,173","2,108","1,725","1,579","4,042","1,313","2,155","3,339","2,031","2,737",822,"1,862","2,177"
2021년10월_여_40~49세,"100,315","20,583","2,854","2,108","1,522",,470,376,"1,405","1,809",,"3,329",920,"42,287","3,248",,"2,971","1,336","3,441","1,089","3,230","1,893","2,189","3,995","2,730","4,071","3,313","2,790",,"2,187","3,804","37,445","2,999","4,510","4,195","2,888","1,515","4,882","2,113","3,352","5,655","2,023","2,680","1,087","2,605","2,731"
2021년10월_여_50~59세,"83,899","21,250","2,858","2,233","1,809",,726,668,"1,630","2,131",,"3,051","1,267","34,408","3,061",,"2,488","1,468","3,306","1,050","2,682","1,822","1,694","3,166","2,686","2,322","2,072","1,577",,"2,344","2,670","28,241","2,740","2,811","2,897","2,427","1,485","3,567","1,520","2,581","4,052","1,545","2,158","1,174","2,118","2,043"
