년도,월,나이,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2020,7,10,"58,004","13,970",912,"1,993","1,680","1,585","3,437",594,841,"1,367","1,035",526,"16,258",292,787,762,"1,768","1,540","1,034","2,371","2,242",827,"2,573","1,147",915,"6,948",147,246,304,"1,148","1,541",345,726,862,"1,402",227,"20,828",963,747,"2,219","1,141","1,697","2,410","1,068","2,082","2,047","1,568","3,467","1,419"
2020,7,20,"88,552","20,025","1,544","3,916","1,975","2,096","3,041","1,310","1,501","2,094","1,457","1,091","26,304",759,"1,683","1,314","2,905","2,793","1,906","3,031","2,623","2,484","3,365","2,473",968,"13,751",411,876,519,"1,566","2,025",601,"1,541","1,654","3,798",760,"28,472","1,415","1,258","2,855","1,767","3,183","2,436","2,561","2,955","2,141","1,762","4,547","1,592"
2020,7,30,"87,457","15,982","1,385","2,756","1,816","1,849","2,369","1,111","1,297","1,515","1,109",775,"28,401",810,"1,507","1,206","2,790","2,453","1,522","3,469","4,866","2,043","4,250","2,338","1,147","11,402",410,735,468,"1,329","1,775",566,"1,312","1,093","3,187",527,"31,672","1,175",924,"2,542","1,539","3,838","2,933","3,025","2,169","2,578","3,068","5,087","2,794"
2020,7,40,"101,485","23,339","1,841","3,318","2,877","2,631","4,894","1,374","1,556","2,274","1,600",974,"29,878",708,"1,761","1,498","3,067","2,885","1,848","4,086","3,839","1,799","4,601","2,199","1,587","13,412",363,613,608,"2,000","2,417",777,"1,495","1,462","3,059",618,"34,856","1,625","1,261","3,441","2,041","3,384","3,789","2,113","3,270","3,061","2,685","5,561","2,625"
2020,7,50,"98,327","24,702","2,238","3,395","2,680","2,775","3,527","1,981","1,883","2,766","2,060","1,397","31,703",993,"2,138","1,769","3,869","3,441","2,491","3,935","3,104","2,136","4,262","2,170","1,395","15,060",490,935,847,"2,105","2,595",993,"1,906","1,422","2,826",941,"26,862","1,671","1,458","2,687","1,971","2,329","2,874","1,505","2,570","2,566","1,805","3,337","2,089"
2020,7,60,"58,857","15,169","1,639","1,811","1,548","1,738","1,262","1,742","1,263","1,844",943,"1,379","19,462",687,"1,741","1,444","2,404","2,505","1,587","2,024","1,836","1,314","2,143",910,867,"11,243",428,761,789,"1,607","1,237","1,060","1,559",860,"1,989",953,"12,983","1,043",843,"1,305","1,192","1,499","1,139",588,936,963,726,"1,401","1,348"
2020,7,70,"31,069","8,717",934,983,831,"1,112",771,935,652,"1,080",558,861,"9,414",360,879,815,"1,162","1,293",759,"1,084",875,575,800,416,396,"6,587",280,436,508,988,666,691,961,469,965,623,"6,351",480,455,643,579,724,626,372,466,471,286,636,613
2020,7,80,"15,924","4,708",478,579,466,532,439,390,332,624,401,467,"4,835",176,405,341,611,609,440,584,451,321,419,259,219,"3,064",129,204,197,401,393,321,420,225,502,272,"3,317",218,243,377,312,349,329,179,303,214,177,317,299
2020,7,90,"2,961",913,94,90,95,98,85,80,65,116,78,112,881,40,62,61,133,102,67,103,62,55,98,66,32,543,14,32,37,69,64,58,66,43,97,63,624,49,43,60,56,75,58,29,63,50,33,61,47
2020,7,100,228,66,7,7,5,6,1,14,3,6,1,16,66,9,6,12,14,6,4,2,3,1,5,3,1,66,3,3,7,10,3,9,4,1,15,11,30,4,5,4,2,2,2,2,1,3,2,0,3
2020,8,총,"590,973","136,557","11,768","20,365","15,212","15,459","21,571","9,935","9,961","14,423","9,936","7,927","183,438","5,274","11,503","9,729","20,285","18,849","12,420","23,229","23,376","12,216","25,352","12,813","8,392","86,838","2,808","5,049","4,428","11,993","13,705","5,619","10,420","8,713","18,987","5,116","184,140","9,245","7,696","17,551","11,218","19,323","18,372","12,764","16,180","15,793","14,231","27,227","14,540"
2020,8,0,"48,340","9,119",685,"1,551","1,270","1,030","1,772",408,572,767,717,347,"16,253",439,553,535,"1,552","1,268",755,"2,488","3,475",664,"2,811",841,872,"4,795",118,207,169,787,989,212,458,630,"1,088",137,"18,173",617,465,"1,419",669,"2,249","1,807","1,321","1,362","1,704","2,102","2,770","1,688"
2020,8,10,"57,801","13,894",908,"1,980","1,669","1,589","3,416",594,833,"1,359","1,036",510,"16,219",291,779,759,"1,754","1,519","1,028","2,381","2,254",817,"2,594","1,140",903,"6,892",147,248,303,"1,135","1,528",333,726,848,"1,396",228,"20,796",959,742,"2,213","1,130","1,697","2,402","1,076","2,074","2,040","1,581","3,460","1,422"
2020,8,20,"88,437","19,994","1,545","3,890","1,964","2,093","3,044","1,316","1,507","2,083","1,447","1,105","26,257",756,"1,681","1,299","2,922","2,784","1,909","3,049","2,596","2,490","3,329","2,473",969,"13,799",421,868,513,"1,559","2,020",606,"1,528","1,656","3,868",760,"28,387","1,412","1,253","2,840","1,751","3,163","2,409","2,538","2,948","2,128","1,756","4,587","1,602"
2020,8,30,"87,129","15,912","1,390","2,761","1,809","1,843","2,357","1,093","1,296","1,503","1,093",767,"28,292",803,"1,516","1,194","2,790","2,425","1,532","3,433","4,833","2,047","4,260","2,314","1,145","11,354",416,736,461,"1,323","1,778",563,"1,305","1,088","3,160",524,"31,571","1,166",922,"2,555","1,528","3,813","2,923","3,021","2,169","2,570","3,060","5,078","2,766"
2020,8,40,"101,326","23,267","1,846","3,298","2,865","2,635","4,872","1,368","1,547","2,267","1,597",972,"29,903",713,"1,750","1,492","3,061","2,879","1,840","4,103","3,862","1,793","4,623","2,207","1,580","13,332",361,612,593,"1,990","2,401",766,"1,481","1,467","3,052",609,"34,824","1,612","1,246","3,426","2,033","3,405","3,785","2,110","3,258","3,060","2,700","5,553","2,636"
2020,8,50,"98,352","24,668","2,225","3,377","2,673","2,771","3,541","1,979","1,889","2,760","2,066","1,387","31,681",994,"2,136","1,768","3,863","3,435","2,486","3,947","3,106","2,134","4,237","2,169","1,406","15,081",488,930,847,"2,108","2,609",999,"1,906","1,412","2,838",944,"26,922","1,674","1,463","2,692","1,963","2,327","2,879","1,514","2,582","2,582","1,801","3,349","2,096"
2020,8,60,"59,255","15,231","1,649","1,832","1,558","1,743","1,261","1,748","1,263","1,853",945,"1,379","19,628",690,"1,743","1,453","2,425","2,524","1,603","2,045","1,859","1,319","2,177",921,869,"11,295",431,768,793,"1,618","1,250","1,061","1,568",869,"1,990",947,"13,101","1,051",852,"1,317","1,197","1,514","1,147",603,951,966,735,"1,404","1,364"
2020,8,70,"31,130","8,754",938,990,834,"1,115",775,944,655,"1,094",553,856,"9,412",362,874,812,"1,164","1,297",756,"1,088",866,574,802,421,396,"6,595",279,437,507,990,670,692,959,468,973,620,"6,369",482,460,639,578,722,632,372,465,472,290,642,615
2020,8,80,"15,993","4,729",483,587,469,536,446,386,331,619,401,471,"4,844",178,403,344,607,611,439,589,458,320,417,259,219,"3,085",130,207,198,405,396,319,420,231,508,271,"3,335",219,242,385,314,357,326,177,307,218,173,317,300
2020,8,90,"2,985",924,93,92,96,99,86,85,65,112,80,116,885,39,62,61,134,101,68,104,65,57,97,65,32,544,14,33,37,68,61,59,65,43,99,65,632,49,46,61,53,74,60,30,63,50,31,67,48
2020,8,100,225,65,6,7,5,5,1,14,3,6,1,17,64,9,6,12,13,6,4,2,2,1,5,3,1,66,3,3,7,10,3,9,4,1,15,11,30,4,5,4,2,2,2,2,1,3,2,0,3
2020,9,총,"590,377","136,436","11,750","20,437","15,178","15,423","21,525","9,950","9,946","14,399","9,907","7,921","183,109","5,276","11,469","9,700","20,250","18,800","12,385","23,180","23,373","12,203","25,311","12,788","8,374","86,785","2,835","5,033","4,429","11,977","13,678","5,611","10,393","8,689","19,029","5,111","184,047","9,208","7,683","17,589","11,197","19,312","18,337","12,737","16,156","15,778","14,213","27,265","14,572"
2020,9,0,"48,017","9,067",687,"1,546","1,264","1,025","1,754",408,569,761,709,344,"16,119",437,545,532,"1,539","1,259",740,"2,461","3,453",658,"2,795",834,866,"4,770",123,208,166,783,987,217,450,622,"1,081",133,"18,061",604,463,"1,420",653,"2,211","1,802","1,316","1,342","1,706","2,099","2,765","1,680"
2020,9,10,"57,638","13,904",904,"2,021","1,664","1,576","3,415",601,822,"1,352","1,039",510,"16,147",293,773,749,"1,741","1,512","1,021","2,366","2,265",807,"2,591","1,132",897,"6,855",149,244,299,"1,132","1,520",334,723,839,"1,386",229,"20,732",954,736,"2,207","1,114","1,710","2,392","1,061","2,060","2,033","1,589","3,448","1,428"
2020,9,20,"88,291","19,958","1,544","3,924","1,940","2,087","3,023","1,316","1,502","2,081","1,438","1,103","26,193",751,"1,667","1,300","2,924","2,777","1,899","3,068","2,579","2,472","3,307","2,481",968,"13,783",428,870,518,"1,553","2,009",604,"1,520","1,653","3,873",755,"28,357","1,411","1,256","2,852","1,763","3,144","2,403","2,539","2,957","2,104","1,736","4,585","1,607"
2020,9,30,"86,798","15,807","1,385","2,753","1,795","1,824","2,333","1,089","1,290","1,501","1,077",760,"28,164",803,"1,521","1,189","2,782","2,415","1,536","3,402","4,790","2,047","4,242","2,292","1,145","11,348",417,727,466,"1,318","1,781",560,"1,291","1,075","3,183",530,"31,479","1,154",920,"2,553","1,521","3,785","2,894","3,022","2,168","2,582","3,043","5,093","2,744"
2020,9,40,"101,146","23,189","1,835","3,291","2,863","2,624","4,860","1,365","1,538","2,253","1,592",968,"29,844",716,"1,737","1,480","3,046","2,871","1,829","4,084","3,881","1,798","4,627","2,202","1,573","13,302",367,615,602,"1,980","2,381",756,"1,478","1,472","3,051",600,"34,811","1,604","1,232","3,426","2,012","3,428","3,779","2,098","3,249","3,047","2,704","5,572","2,660"
2020,9,50,"98,374","24,686","2,211","3,393","2,681","2,763","3,561","1,974","1,893","2,753","2,069","1,388","31,637",986,"2,128","1,768","3,853","3,424","2,473","3,937","3,124","2,132","4,239","2,166","1,407","15,076",492,918,839,"2,113","2,605","1,001","1,904","1,416","2,844",944,"26,975","1,661","1,463","2,714","1,975","2,345","2,885","1,520","2,573","2,579","1,802","3,355","2,103"
2020,9,60,"59,663","15,299","1,647","1,833","1,563","1,766","1,264","1,753","1,269","1,870",950,"1,384","19,789",694,"1,753","1,451","2,445","2,526","1,623","2,078","1,879","1,336","2,195",931,878,"11,344",431,769,798,"1,623","1,260","1,055","1,584",870,"2,005",949,"13,231","1,065",856,"1,326","1,205","1,529","1,161",598,969,980,746,"1,420","1,376"
2020,9,70,"31,167","8,768",942,986,829,"1,116",776,951,661,"1,088",558,861,"9,417",367,873,811,"1,165","1,303",752,"1,086",871,580,798,419,392,"6,605",280,442,503,988,672,696,953,465,984,622,"6,377",479,466,635,579,727,634,368,468,470,290,644,617
2020,9,80,"16,027","4,754",493,586,477,537,452,392,333,623,393,468,"4,839",179,403,345,606,606,439,592,463,314,416,262,214,"3,087",131,203,195,405,397,321,420,232,511,272,"3,347",221,239,392,320,353,326,182,302,224,172,314,302
2020,9,90,"3,029",938,96,97,97,100,86,86,66,111,81,118,896,41,63,63,136,101,69,104,66,58,96,66,33,548,14,34,37,72,63,58,66,44,95,65,647,51,47,60,53,78,59,31,67,50,30,69,52
2020,9,100,227,66,6,7,5,5,1,15,3,6,1,17,64,9,6,12,13,6,4,2,2,1,5,3,1,67,3,3,6,10,3,9,4,1,16,12,30,4,5,4,2,2,2,2,1,3,2,0,3
2020,10,총,"589,775","136,215","11,757","20,412","15,153","15,377","21,484","9,938","9,918","14,370","9,912","7,894","182,879","5,246","11,463","9,659","20,236","18,799","12,348","23,213","23,311","12,198","25,264","12,779","8,363","86,692","2,825","5,017","4,433","11,998","13,653","5,593","10,352","8,674","19,031","5,116","183,989","9,195","7,657","17,550","11,197","19,322","18,311","12,694","16,170","15,777","14,200","27,299","14,617"
2020,10,0,"47,630","9,008",679,"1,540","1,250","1,022","1,746",407,561,752,710,341,"15,968",431,545,519,"1,530","1,249",731,"2,445","3,422",639,"2,778",824,855,"4,712",119,208,158,780,973,212,445,616,"1,066",135,"17,942",600,443,"1,412",642,"2,195","1,799","1,309","1,330","1,711","2,099","2,719","1,683"
2020,10,10,"57,440","13,822",904,"2,002","1,661","1,553","3,406",597,808,"1,349","1,036",506,"16,103",292,765,745,"1,718","1,514","1,018","2,382","2,250",809,"2,592","1,128",890,"6,832",150,242,293,"1,130","1,516",340,711,833,"1,384",233,"20,683",950,726,"2,197","1,111","1,720","2,380","1,051","2,060","2,020","1,579","3,458","1,431"
2020,10,20,"88,213","19,919","1,551","3,927","1,929","2,076","3,014","1,316","1,496","2,069","1,446","1,095","26,163",737,"1,664","1,292","2,947","2,778","1,880","3,068","2,582","2,483","3,280","2,481",971,"13,768",421,864,526,"1,568","1,999",600,"1,504","1,656","3,882",748,"28,363","1,409","1,258","2,856","1,759","3,138","2,406","2,496","2,957","2,102","1,734","4,635","1,613"
2020,10,30,"86,469","15,746","1,389","2,736","1,791","1,814","2,326","1,089","1,288","1,491","1,066",756,"28,040",798,"1,525","1,187","2,764","2,400","1,530","3,393","4,763","2,041","4,224","2,284","1,131","11,352",417,729,464,"1,315","1,782",551,"1,291","1,076","3,190",537,"31,331","1,148",904,"2,507","1,520","3,756","2,870","3,026","2,169","2,599","3,011","5,078","2,743"
2020,10,40,"100,941","23,062","1,818","3,296","2,851","2,602","4,832","1,345","1,524","2,236","1,596",962,"29,774",715,"1,718","1,480","3,031","2,865","1,827","4,086","3,871","1,795","4,623","2,186","1,577","13,246",366,616,599,"1,977","2,370",747,"1,463","1,464","3,035",609,"34,859","1,593","1,233","3,432","2,025","3,452","3,771","2,083","3,257","3,035","2,714","5,580","2,684"
2020,10,50,"98,441","24,685","2,203","3,389","2,672","2,767","3,571","1,983","1,891","2,765","2,062","1,382","31,632",981,"2,133","1,754","3,862","3,415","2,455","3,940","3,139","2,127","4,235","2,173","1,418","15,048",484,911,844,"2,118","2,609",998,"1,899","1,406","2,850",929,"27,076","1,670","1,460","2,723","1,974","2,358","2,893","1,539","2,581","2,575","1,816","3,387","2,100"
2020,10,60,"60,009","15,373","1,668","1,841","1,582","1,775","1,268","1,752","1,274","1,870",955,"1,388","19,919",699,"1,757","1,450","2,455","2,546","1,630","2,107","1,891","1,345","2,215",945,879,"11,396",438,763,802,"1,626","1,271","1,060","1,588",882,"2,011",955,"13,321","1,070",877,"1,326","1,214","1,543","1,177",602,974,992,751,"1,410","1,385"
2020,10,70,"31,260","8,818",950,989,838,"1,124",783,951,668,"1,092",565,858,"9,446",366,877,807,"1,166","1,314",756,"1,091",862,587,803,423,394,"6,616",278,443,509,991,668,693,957,465,990,622,"6,380",475,471,635,579,722,627,373,472,470,292,644,620
2020,10,80,"16,098","4,770",493,588,477,540,448,396,336,625,395,472,"4,875",177,409,348,614,610,447,595,467,311,417,266,214,"3,105",134,203,194,413,397,324,424,230,513,273,"3,348",224,231,395,318,358,325,181,303,222,174,317,300
2020,10,90,"3,040",944,96,97,96,99,89,87,68,115,80,117,892,41,63,65,137,101,69,104,62,60,91,66,33,548,15,35,38,70,65,59,65,45,93,63,656,52,49,63,52,78,61,32,66,49,28,71,55
2020,10,100,234,68,6,7,6,5,1,15,4,6,1,17,67,9,7,12,12,7,5,2,2,1,6,3,1,69,3,3,6,10,3,9,5,1,17,12,30,4,5,4,3,2,2,2,1,2,2,0,3
2020,11,총,"589,541","136,069","11,734","20,403","15,137","15,327","21,445","9,935","9,907","14,368","9,904","7,909","182,791","5,234","11,436","9,659","20,255","18,814","12,296","23,191","23,375","12,191","25,230","12,752","8,358","86,642","2,815","5,009","4,444","11,989","13,647","5,573","10,313","8,648","19,107","5,097","184,039","9,173","7,627","17,532","11,203","19,357","18,283","12,658","16,139","15,769","14,186","27,273","14,839"
2020,11,0,"47,292","8,940",674,"1,539","1,238","1,004","1,734",411,559,746,700,335,"15,825",428,539,512,"1,528","1,244",725,"2,431","3,405",626,"2,737",805,845,"4,668",112,201,154,772,974,207,436,608,"1,073",131,"17,859",586,435,"1,388",636,"2,197","1,792","1,297","1,322","1,710","2,104","2,686","1,706"
2020,11,10,"57,311","13,763",892,"1,982","1,655","1,547","3,400",591,797,"1,349","1,038",512,"16,125",287,764,744,"1,715","1,503","1,011","2,375","2,270",807,"2,623","1,132",894,"6,804",150,246,294,"1,127","1,507",334,701,835,"1,386",224,"20,619",951,716,"2,184","1,115","1,720","2,358","1,053","2,042","2,011","1,570","3,463","1,436"
2020,11,20,"88,331","19,952","1,544","3,938","1,930","2,091","3,010","1,311","1,502","2,073","1,446","1,107","26,116",732,"1,659","1,295","2,943","2,762","1,868","3,048","2,596","2,500","3,274","2,473",966,"13,817",410,856,544,"1,574","1,993",605,"1,500","1,654","3,925",756,"28,446","1,409","1,251","2,873","1,760","3,164","2,417","2,489","2,973","2,110","1,732","4,641","1,627"
2020,11,30,"86,152","15,687","1,397","2,729","1,795","1,777","2,313","1,095","1,279","1,483","1,063",756,"27,940",805,"1,515","1,184","2,773","2,393","1,511","3,382","4,742","2,051","4,193","2,260","1,131","11,316",419,728,458,"1,302","1,777",541,"1,289","1,061","3,204",537,"31,209","1,137",895,"2,486","1,525","3,733","2,859","2,997","2,157","2,589","2,998","5,037","2,796"
2020,11,40,"100,777","22,970","1,806","3,291","2,843","2,599","4,807","1,330","1,522","2,227","1,591",954,"29,761",713,"1,720","1,473","3,010","2,881","1,818","4,080","3,903","1,789","4,630","2,186","1,558","13,194",357,615,593,"1,971","2,378",746,"1,445","1,460","3,032",597,"34,852","1,579","1,231","3,413","2,012","3,458","3,771","2,094","3,243","3,030","2,705","5,595","2,721"
2020,11,50,"98,480","24,638","2,201","3,370","2,684","2,746","3,574","1,974","1,888","2,765","2,056","1,380","31,610",972,"2,127","1,758","3,864","3,417","2,439","3,938","3,140","2,120","4,227","2,173","1,435","15,039",490,913,838,"2,125","2,613","1,006","1,882","1,402","2,844",926,"27,193","1,676","1,453","2,753","1,973","2,368","2,894","1,537","2,592","2,578","1,822","3,405","2,142"
2020,11,60,"60,441","15,484","1,677","1,870","1,579","1,793","1,285","1,770","1,282","1,878",961,"1,389","20,077",696,"1,757","1,455","2,487","2,569","1,647","2,121","1,919","1,346","2,232",960,888,"11,460",444,765,811,"1,630","1,274","1,057","1,599",889,"2,033",958,"13,420","1,075",881,"1,335","1,225","1,553","1,179",605,972,999,757,"1,423","1,416"
2020,11,70,"31,314","8,825",941,993,838,"1,127",784,949,666,"1,094",568,865,"9,476",371,870,809,"1,164","1,324",760,"1,109",865,588,798,425,393,"6,611",276,443,511,995,667,683,963,466,987,620,"6,402",478,477,636,582,722,623,371,475,468,295,645,630
2020,11,80,"16,155","4,795",503,587,468,541,450,398,339,630,400,479,"4,896",180,412,351,622,615,441,597,469,307,420,269,213,"3,115",137,204,197,414,394,328,425,228,514,274,"3,349",226,230,395,320,364,325,180,295,223,175,309,307
2020,11,90,"3,056",948,93,97,101,98,87,91,69,117,80,115,897,41,65,66,136,99,71,108,64,56,91,66,34,550,17,35,38,68,67,57,68,44,93,63,661,52,53,65,53,76,63,33,67,49,26,69,55
2020,11,100,232,67,6,7,6,4,1,15,4,6,1,17,68,9,8,12,13,7,5,2,2,1,5,3,1,68,3,3,6,11,3,9,5,1,16,11,29,4,5,4,2,2,2,2,1,2,2,0,3
2020,12,총,"589,002","135,854","11,712","20,373","15,131","15,303","21,390","9,946","9,908","14,297","9,898","7,896","182,595","5,224","11,450","9,598","20,249","18,799","12,290","23,161","23,364","12,195","25,188","12,736","8,341","86,750","2,821","4,989","4,483","11,982","13,610","5,554","10,279","8,622","19,330","5,080","183,803","9,103","7,618","17,501","11,204","19,344","18,211","12,618","16,098","15,728","14,189","27,193","14,996"
2020,12,0,"47,019","8,870",668,"1,535","1,238",997,"1,718",410,548,730,688,338,"15,750",427,547,506,"1,522","1,236",721,"2,413","3,398",624,"2,720",800,836,"4,676",116,199,153,770,971,199,433,608,"1,096",131,"17,723",578,422,"1,381",632,"2,185","1,779","1,275","1,303","1,690","2,105","2,670","1,703"
2020,12,10,"57,090","13,710",891,"1,970","1,641","1,538","3,389",588,799,"1,343","1,044",507,"16,072",287,769,727,"1,702","1,489","1,014","2,359","2,275",813,"2,626","1,119",892,"6,750",149,245,290,"1,119","1,495",337,677,817,"1,403",218,"20,558",932,721,"2,165","1,116","1,716","2,337","1,054","2,041","2,011","1,566","3,448","1,451"
2020,12,20,"88,293","19,920","1,547","3,919","1,935","2,096","3,004","1,312","1,508","2,050","1,447","1,102","26,065",733,"1,678","1,286","2,940","2,762","1,862","3,047","2,568","2,506","3,244","2,472",967,"13,890",413,848,569,"1,578","1,980",602,"1,526","1,661","3,960",753,"28,418","1,392","1,255","2,879","1,764","3,183","2,400","2,467","2,978","2,102","1,728","4,622","1,648"
2020,12,30,"85,876","15,624","1,397","2,734","1,794","1,764","2,282","1,089","1,264","1,480","1,063",757,"27,800",792,"1,523","1,169","2,767","2,387","1,509","3,361","4,715","2,053","4,163","2,252","1,109","11,322",425,725,461,"1,285","1,765",536,"1,280","1,050","3,260",535,"31,130","1,139",896,"2,477","1,532","3,719","2,850","3,004","2,139","2,566","2,982","5,019","2,807"
2020,12,40,"100,595","22,881","1,800","3,278","2,841","2,584","4,779","1,328","1,529","2,210","1,582",950,"29,770",712,"1,715","1,469","3,014","2,883","1,816","4,076","3,916","1,784","4,647","2,170","1,568","13,181",359,610,590,"1,973","2,365",746,"1,426","1,456","3,060",596,"34,763","1,555","1,224","3,415","2,002","3,450","3,761","2,070","3,222","3,020","2,711","5,576","2,757"
2020,12,50,"98,448","24,612","2,186","3,376","2,679","2,746","3,578","1,979","1,887","2,757","2,053","1,371","31,520",969,"2,107","1,748","3,856","3,400","2,434","3,941","3,149","2,099","4,210","2,178","1,429","15,050",488,915,848,"2,124","2,626",992,"1,872","1,401","2,869",915,"27,266","1,674","1,460","2,745","1,968","2,365","2,884","1,557","2,609","2,578","1,834","3,409","2,183"
2020,12,60,"60,826","15,565","1,680","1,867","1,584","1,803","1,311","1,778","1,292","1,879",971,"1,400","20,242",694,"1,766","1,453","2,508","2,591","1,660","2,139","1,930","1,360","2,271",974,896,"11,513",444,761,812,"1,638","1,280","1,065","1,608",887,"2,061",957,"13,506","1,083",881,"1,342","1,237","1,552","1,185",609,975,"1,008",766,"1,430","1,438"
2020,12,70,"31,335","8,830",939,994,842,"1,128",785,953,668,"1,094",565,862,"9,490",378,866,809,"1,159","1,323",763,"1,115",869,589,796,428,395,"6,623",271,441,518,998,663,682,960,467,996,627,"6,392",473,469,630,577,730,624,365,474,474,295,642,639
2020,12,80,"16,232","4,822",506,596,470,544,455,402,338,631,404,476,"4,914",180,403,353,632,622,435,597,475,313,417,273,214,"3,133",136,206,199,419,395,330,425,229,520,274,"3,363",223,232,398,320,364,328,181,292,229,174,308,314
2020,12,90,"3,056",952,92,97,101,98,88,92,71,117,80,116,905,43,68,66,136,99,71,111,67,53,90,67,34,544,17,36,37,67,67,56,66,45,90,63,655,51,53,65,54,78,60,34,64,48,26,69,53
2020,12,100,232,68,6,7,6,5,1,15,4,6,1,17,67,9,8,12,13,7,5,2,2,1,4,3,1,68,3,3,6,11,3,9,6,1,15,11,29,3,5,4,2,2,3,2,1,2,2,0,3
2021,1,총,"588,823","135,725","11,686","20,343","15,111","15,305","21,344","9,955","9,906","14,284","9,889","7,902","182,561","5,219","11,477","9,586","20,241","18,794","12,296","23,142","23,413","12,201","25,167","12,720","8,305","86,798","2,810","4,979","4,423","12,048","13,590","5,533","10,277","8,593","19,449","5,096","183,739","9,060","7,635","17,516","11,216","19,341","18,193","12,593","16,112","15,691","14,176","27,144","15,062"
2021,1,0,"46,622","8,775",654,"1,518","1,221",980,"1,704",405,549,722,685,337,"15,654",421,553,503,"1,514","1,225",720,"2,402","3,379",626,"2,697",796,818,"4,619",116,204,151,764,955,190,433,594,"1,081",131,"17,574",576,420,"1,376",629,"2,155","1,756","1,270","1,295","1,678","2,091","2,639","1,689"
2021,1,10,"56,965","13,664",889,"1,958","1,640","1,542","3,362",588,797,"1,344","1,043",501,"16,026",285,757,723,"1,699","1,490","1,001","2,345","2,295",808,"2,624","1,112",887,"6,726",149,239,278,"1,121","1,487",336,669,820,"1,405",222,"20,549",916,720,"2,149","1,113","1,723","2,329","1,059","2,034","2,006","1,578","3,457","1,465"
2021,1,20,"88,204","19,863","1,545","3,908","1,923","2,090","3,009","1,304","1,497","2,039","1,437","1,111","25,999",728,"1,691","1,285","2,931","2,770","1,851","3,031","2,563","2,495","3,215","2,478",961,"13,955",412,839,588,"1,581","1,986",599,"1,533","1,655","4,006",756,"28,387","1,383","1,257","2,881","1,766","3,198","2,406","2,435","2,998","2,086","1,723","4,613","1,641"
2021,1,30,"85,618","15,580","1,391","2,737","1,786","1,761","2,270","1,094","1,260","1,474","1,046",761,"27,723",795,"1,524","1,162","2,768","2,386","1,525","3,336","4,691","2,063","4,144","2,230","1,099","11,307",415,723,464,"1,279","1,749",530,"1,275","1,048","3,286",538,"31,008","1,136",896,"2,479","1,544","3,694","2,829","2,998","2,138","2,557","2,951","4,991","2,795"
2021,1,40,"100,484","22,834","1,791","3,257","2,841","2,598","4,756","1,331","1,519","2,215","1,576",950,"29,780",709,"1,713","1,463","3,013","2,861","1,802","4,101","3,944","1,786","4,650","2,174","1,564","13,129",360,616,577,"1,974","2,360",729,"1,409","1,436","3,072",596,"34,741","1,542","1,228","3,413","1,995","3,460","3,738","2,083","3,206","2,999","2,727","5,570","2,780"
2021,1,50,"98,403","24,562","2,174","3,371","2,669","2,735","3,593","1,962","1,890","2,741","2,062","1,365","31,471",973,"2,111","1,742","3,847","3,392","2,433","3,929","3,149","2,087","4,208","2,168","1,432","15,050",484,901,828,"2,136","2,640",995,"1,874","1,398","2,885",909,"27,320","1,662","1,455","2,757","1,974","2,350","2,909","1,556","2,609","2,589","1,837","3,413","2,209"
2021,1,60,"61,502","15,735","1,702","1,898","1,601","1,823","1,317","1,797","1,308","1,901",989,"1,399","20,471",698,"1,779","1,460","2,521","2,601","1,689","2,162","1,966","1,384","2,320",990,901,"11,604",448,772,793,"1,682","1,284","1,068","1,613",901,"2,077",966,"13,692","1,095",894,"1,358","1,238","1,583","1,200",610,999,"1,021",772,"1,456","1,466"
