년도,월,나이,전라북도 군산시,전라북도 군산시 옥구읍,전라북도 군산시 옥산면,전라북도 군산시 회현면,전라북도 군산시 임피면,전라북도 군산시 서수면,전라북도 군산시 대야면,전라북도 군산시 개정면,전라북도 군산시 성산면,전라북도 군산시 나포면,전라북도 군산시 옥도면,전라북도 군산시 옥서면,전라북도 군산시 해신동,전라북도 군산시 월명동,전라북도 군산시 신풍동,전라북도 군산시 삼학동,전라북도 군산시 중앙동,전라북도 군산시 흥남동,전라북도 군산시 조촌동,전라북도 군산시 경암동,전라북도 군산시 구암동,전라북도 군산시 개정동,전라북도 군산시 수송동,전라북도 군산시 나운1동,전라북도 군산시 나운2동,전라북도 군산시 나운3동,전라북도 군산시 소룡동,전라북도 군산시 미성동
2021,3,총,"134,952","1,635","2,420","1,749","1,364","1,278","2,462","1,520","1,450","1,158","1,898","1,526","1,163","2,696","3,557","2,751","2,256","6,426","11,311","3,751","4,005","1,460","27,677","6,289","11,431","16,046","9,194","6,479"
2021,3,0,"10,441",41,293,88,36,44,69,37,39,30,45,62,57,95,185,81,136,565,"1,284",196,241,82,"3,389",319,818,"1,294",576,339
2021,3,10,"13,730",62,187,182,59,48,132,84,62,56,94,76,69,195,299,162,109,578,"1,112",261,350,131,"4,011",609,"1,416","2,118",833,435
2021,3,20,"16,223",160,213,141,137,93,190,156,157,83,190,150,74,256,463,341,215,715,"1,334",379,581,187,"3,486",888,"1,589","2,273","1,076",696
2021,3,30,"15,728",118,364,108,91,99,190,107,89,72,176,112,95,230,290,218,361,874,"1,944",423,507,133,"3,585",678,"1,039","1,783","1,191",851
2021,3,40,"22,652",198,400,280,153,158,305,160,152,135,310,216,162,372,496,331,329,"1,022","1,923",613,550,181,"5,398",865,"1,811","3,002","1,836","1,294"
2021,3,50,"23,101",336,369,320,257,237,453,308,297,224,422,265,197,473,574,468,348,"1,063","1,577",639,690,236,"4,191","1,169","2,070","2,803","1,795","1,320"
2021,3,60,"18,775",340,334,314,346,312,549,359,330,267,399,297,234,551,603,546,370,860,"1,258",651,684,247,"2,301","1,082","1,634","1,710","1,240",957
2021,3,70,"10,450",255,182,196,198,181,383,224,224,199,202,252,210,373,486,418,295,548,686,443,313,176,"1,000",520,762,779,499,446
2021,3,80,"3,511",110,75,111,75,91,169,80,87,79,56,82,61,141,154,171,82,188,178,133,86,78,288,146,259,262,136,133
2021,3,90,331,14,3,9,12,14,21,5,13,12,4,14,3,10,7,14,10,13,15,13,3,8,27,13,33,21,12,8
2021,3,100,10,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
2021,4,총,"134,918","1,631","2,428","1,743","1,356","1,277","2,469","1,520","1,444","1,150","1,894","1,528","1,161","2,702","3,540","2,736","2,251","6,431","11,323","3,734","4,028","1,460","27,690","6,268","11,440","16,027","9,216","6,471"
2021,4,0,"10,398",43,292,88,36,44,67,36,38,29,47,62,57,93,184,80,141,569,"1,281",196,241,82,"3,370",320,824,"1,274",569,335
2021,4,10,"13,686",63,190,177,59,47,132,80,60,55,92,76,68,194,297,160,108,575,"1,119",253,352,132,"4,007",604,"1,396","2,111",832,447
2021,4,20,"16,211",155,215,142,138,92,196,155,155,83,191,154,73,258,456,339,211,709,"1,331",380,581,183,"3,481",876,"1,615","2,277","1,083",682
2021,4,30,"15,679",119,365,107,89,99,186,108,88,69,175,114,95,228,290,215,359,879,"1,943",416,517,135,"3,562",670,"1,029","1,779","1,198",845
2021,4,40,"22,650",196,396,273,151,159,306,159,152,132,306,212,161,372,491,332,330,"1,028","1,925",608,557,179,"5,415",871,"1,809","2,994","1,835","1,301"
2021,4,50,"23,131",334,373,326,252,235,452,306,297,221,417,268,196,474,566,463,351,"1,053","1,583",639,691,238,"4,222","1,164","2,079","2,811","1,800","1,320"
2021,4,60,"18,815",339,335,315,346,316,555,363,326,270,404,296,234,557,601,547,368,872,"1,257",652,681,249,"2,303","1,084","1,630","1,712","1,252",951
2021,4,70,"10,483",253,183,191,197,180,386,228,229,200,200,251,211,373,492,415,294,546,694,443,317,175,"1,009",519,764,784,502,447
2021,4,80,"3,519",114,76,115,76,90,167,80,87,79,58,81,62,143,156,169,78,186,175,134,87,78,292,145,261,263,133,134
2021,4,90,336,14,3,9,12,14,21,5,12,11,4,14,3,10,7,15,11,14,15,13,4,8,28,15,33,21,11,9
2021,4,100,10,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
2021,5,총,"134,736","1,624","2,438","1,740","1,358","1,278","2,453","1,517","1,433","1,146","1,888","1,528","1,127","2,648","3,533","2,716","2,253","6,414","11,316","3,724","4,027","1,454","27,707","6,257","11,421","16,052","9,243","6,441"
2021,5,0,"10,356",42,294,88,36,43,68,36,37,27,49,59,56,88,181,81,145,571,"1,284",192,243,81,"3,361",313,814,"1,269",569,329
2021,5,10,"13,640",62,189,177,59,49,133,77,61,56,92,79,71,198,292,159,110,571,"1,111",252,354,131,"3,990",610,"1,389","2,107",823,438
2021,5,20,"16,222",154,216,144,136,95,199,153,152,82,184,157,69,250,459,333,208,705,"1,337",373,576,181,"3,515",863,"1,617","2,289","1,085",690
2021,5,30,"15,597",118,364,105,90,99,187,109,89,68,170,111,94,224,293,214,359,879,"1,931",411,512,134,"3,542",666,"1,018","1,774","1,205",831
2021,5,40,"22,551",193,405,269,152,155,301,160,148,132,307,213,154,360,489,328,334,"1,018","1,910",608,558,176,"5,395",872,"1,811","2,964","1,856","1,283"
2021,5,50,"23,182",338,370,324,254,237,445,306,290,220,417,268,187,465,568,464,346,"1,049","1,595",648,692,240,"4,238","1,166","2,081","2,845","1,806","1,323"
2021,5,60,"18,860",338,335,316,344,312,558,361,329,270,407,298,227,546,603,541,367,875,"1,263",648,683,250,"2,332","1,088","1,631","1,728","1,251",959
2021,5,70,"10,467",253,184,193,200,183,381,230,228,201,198,246,205,368,485,416,292,548,695,443,315,175,"1,012",520,763,785,503,445
2021,5,80,"3,519",111,78,115,76,90,161,80,87,79,60,82,60,141,156,165,81,185,176,135,89,77,293,144,263,268,133,134
2021,5,90,333,14,3,9,11,14,20,5,12,10,4,15,3,8,7,14,11,13,14,14,5,8,28,15,34,22,11,9
2021,5,100,9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
2021,6,총,"134,786","1,626","2,441","1,746","1,364","1,270","2,452","1,519","1,436","1,147","1,875","1,524","1,118","2,626","3,531","2,720","2,252","6,416","11,360","3,720","4,031","1,450","27,721","6,242","11,421","16,061","9,292","6,425"
2021,6,0,"10,292",43,295,90,35,43,69,34,37,26,48,59,53,87,180,81,145,570,"1,296",190,240,81,"3,333",309,803,"1,257",570,318
2021,6,10,"13,657",61,192,176,61,49,133,78,60,54,92,79,72,199,293,156,106,579,"1,113",262,358,128,"3,999",606,"1,387","2,110",819,435
2021,6,20,"16,259",156,214,145,135,92,189,157,154,82,182,159,73,246,459,340,205,705,"1,351",370,576,182,"3,525",853,"1,621","2,311","1,089",688
2021,6,30,"15,546",116,364,107,97,96,188,107,88,66,168,110,89,213,292,212,360,874,"1,929",403,518,129,"3,523",672,"1,014","1,774","1,209",828
2021,6,40,"22,534",191,401,271,151,153,304,159,151,128,307,214,152,359,484,330,336,"1,015","1,917",611,558,175,"5,405",867,"1,804","2,943","1,878","1,270"
2021,6,50,"23,141",339,375,321,250,236,438,305,288,217,410,262,184,457,569,461,342,"1,053","1,596",643,687,243,"4,243","1,166","2,081","2,841","1,814","1,320"
2021,6,60,"18,969",340,336,320,344,313,564,361,328,282,401,298,227,550,606,550,371,873,"1,263",651,684,247,"2,352","1,088","1,644","1,744","1,257",975
2021,6,70,"10,503",251,182,191,203,183,382,233,230,201,202,248,202,367,485,410,293,550,703,445,314,177,"1,014",523,776,784,510,444
2021,6,80,"3,547",112,79,116,77,90,166,80,88,80,61,81,62,140,156,166,83,183,178,133,91,79,299,144,256,274,134,139
2021,6,90,329,16,3,9,11,14,19,5,12,10,4,14,3,8,7,13,11,14,14,12,5,8,27,14,35,22,11,8
2021,6,100,9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
2021,7,총,"134,743","1,620","2,436","1,747","1,362","1,274","2,446","1,513","1,438","1,145","1,872","1,522","1,120","2,615","3,514","2,705","2,254","6,417","11,397","3,706","4,016","1,444","27,715","6,225","11,402","16,074","9,347","6,417"
2021,7,0,"10,215",42,285,88,35,44,69,34,37,24,50,56,56,85,176,78,144,568,"1,292",195,238,79,"3,310",312,794,"1,245",563,316
2021,7,10,"13,622",61,194,178,59,49,131,76,60,55,92,80,72,191,294,153,106,574,"1,119",260,354,129,"3,994",603,"1,376","2,101",825,436
2021,7,20,"16,255",151,213,145,136,92,190,160,156,81,180,159,70,249,453,343,205,700,"1,363",363,574,181,"3,525",840,"1,622","2,323","1,098",683
2021,7,30,"15,511",115,362,106,94,97,186,108,87,65,165,113,86,211,287,205,359,879,"1,931",404,514,125,"3,530",664,"1,021","1,762","1,201",834
2021,7,40,"22,475",192,404,271,149,151,305,154,148,127,304,209,150,360,484,325,338,"1,012","1,924",605,555,173,"5,380",866,"1,787","2,946","1,898","1,258"
2021,7,50,"23,156",336,376,320,245,237,436,297,286,214,413,265,184,459,562,457,344,"1,053","1,604",636,687,244,"4,266","1,168","2,076","2,847","1,833","1,311"
2021,7,60,"19,071",344,337,323,352,315,559,365,334,286,401,299,233,543,609,552,370,881,"1,261",653,686,249,"2,367","1,086","1,656","1,754","1,272",984
2021,7,70,"10,534",252,184,189,204,183,386,233,231,201,201,246,202,365,484,411,292,551,714,445,310,176,"1,010",526,781,798,510,449
2021,7,80,"3,565",111,78,118,77,90,166,81,88,81,62,81,63,142,158,167,85,185,175,134,93,78,305,145,254,273,137,138
2021,7,90,330,15,3,9,11,15,18,5,11,10,4,14,3,10,7,13,11,14,14,11,5,9,27,15,35,24,9,8
2021,7,100,9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
2021,8,총,"134,677","1,621","2,434","1,742","1,346","1,266","2,440","1,512","1,421","1,137","1,867","1,515","1,120","2,611","3,509","2,705","2,256","6,415","11,392","3,701","4,019","1,441","27,720","6,219","11,386","16,060","9,380","6,442"
2021,8,0,"10,163",41,282,88,33,44,68,35,35,23,49,55,56,83,171,79,146,567,"1,298",194,238,78,"3,301",315,783,"1,225",560,316
2021,8,10,"13,594",61,194,178,60,49,130,76,58,54,89,78,73,194,293,156,107,569,"1,114",261,351,127,"3,988",601,"1,378","2,098",826,431
2021,8,20,"16,225",151,213,144,130,89,187,162,156,78,179,155,68,245,458,338,203,699,"1,364",359,574,177,"3,541",831,"1,621","2,322","1,094",687
2021,8,30,"15,443",113,359,107,91,93,181,106,83,66,165,114,88,207,280,208,356,877,"1,916",406,515,129,"3,506",667,"1,013","1,760","1,205",832
2021,8,40,"22,428",190,403,262,149,151,306,152,146,127,300,208,147,360,483,324,340,"1,004","1,926",603,555,173,"5,383",868,"1,771","2,924","1,906","1,267"
2021,8,50,"23,190",335,377,327,237,235,437,298,279,210,415,263,185,460,559,455,344,"1,055","1,606",634,686,243,"4,290","1,160","2,081","2,857","1,855","1,307"
2021,8,60,"19,124",349,339,318,353,317,562,360,335,287,404,302,232,543,615,551,371,892,"1,258",649,693,247,"2,365","1,082","1,658","1,772","1,270","1,000"
2021,8,70,"10,576",254,184,189,205,184,387,237,227,200,198,245,203,365,482,410,291,549,722,449,310,180,"1,012",530,790,804,515,454
2021,8,80,"3,595",110,79,120,77,89,163,79,91,82,65,81,64,144,161,170,87,187,175,135,93,78,307,150,257,273,139,139
2021,8,90,330,16,4,9,11,14,19,7,11,9,3,14,3,10,7,13,11,16,13,11,4,8,26,15,34,24,9,9
2021,8,100,9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
2021,9,총,"134,537","1,613","2,423","1,735","1,352","1,261","2,429","1,510","1,426","1,133","1,866","1,501","1,110","2,609","3,499","2,695","2,246","6,431","11,393","3,695","4,007","1,447","27,697","6,203","11,355","16,033","9,425","6,443"
2021,9,0,"10,097",41,285,85,35,40,69,34,34,22,50,53,55,81,175,76,142,575,"1,293",197,240,80,"3,264",313,776,"1,199",569,314
2021,9,10,"13,590",61,188,179,61,50,130,77,57,55,87,75,70,196,290,158,104,569,"1,116",257,350,127,"4,012",598,"1,378","2,086",829,430
2021,9,20,"16,150",143,216,141,132,89,185,160,154,76,178,151,67,245,454,332,202,691,"1,351",356,561,175,"3,529",819,"1,612","2,334","1,106",691
2021,9,30,"15,359",111,352,104,90,89,173,104,89,67,162,116,89,202,273,210,354,878,"1,910",401,511,131,"3,479",667,"1,002","1,749","1,205",841
2021,9,40,"22,361",188,401,262,148,150,305,152,145,127,300,205,143,357,477,322,339,"1,011","1,929",601,557,175,"5,374",865,"1,754","2,911","1,906","1,257"
2021,9,50,"23,227",334,379,324,240,234,434,297,281,207,417,264,184,460,571,452,342,"1,058","1,617",633,681,242,"4,317","1,158","2,076","2,869","1,857","1,299"
2021,9,60,"19,192",352,335,321,352,320,567,361,338,283,403,300,232,548,607,553,372,892,"1,263",648,695,247,"2,365","1,089","1,669","1,780","1,292","1,008"
2021,9,70,"10,613",256,185,191,206,187,385,238,228,204,199,242,202,366,488,408,293,551,723,451,312,180,"1,020",527,792,806,516,457
2021,9,80,"3,606",109,78,120,77,88,162,79,90,81,67,81,64,144,156,170,87,190,177,140,95,82,310,150,263,275,134,137
2021,9,90,334,17,4,8,11,14,19,8,10,10,3,14,3,10,8,13,11,16,14,11,5,7,26,17,33,23,10,9
2021,9,100,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
2021,10,총,"134,408","1,606","2,430","1,730","1,345","1,260","2,429","1,505","1,430","1,129","1,867","1,499","1,105","2,600","3,506","2,662","2,247","6,413","11,423","3,694","4,006","1,448","27,692","6,205","11,295","16,011","9,452","6,419"
2021,10,0,"10,004",41,288,79,32,42,69,33,33,22,49,50,52,79,177,78,141,573,"1,300",196,240,78,"3,235",310,762,"1,177",567,301
2021,10,10,"13,569",61,187,182,63,50,129,76,57,54,87,76,70,196,297,150,103,564,"1,121",254,347,127,"4,013",604,"1,364","2,084",826,427
2021,10,20,"16,113",142,215,137,129,84,184,156,155,75,178,153,66,240,447,319,202,698,"1,360",347,558,177,"3,540",818,"1,605","2,327","1,109",692
2021,10,30,"15,301",111,348,101,87,90,171,103,90,69,162,112,88,201,274,214,354,859,"1,913",403,513,130,"3,485",657,996,"1,736","1,204",830
2021,10,40,"22,329",190,404,265,148,149,303,154,145,123,299,204,142,355,476,316,342,"1,009","1,925",609,561,178,"5,357",874,"1,732","2,903","1,915","1,251"
2021,10,50,"23,251",330,381,324,239,229,431,292,286,208,418,270,183,458,576,448,338,"1,052","1,615",637,678,241,"4,328","1,153","2,077","2,888","1,872","1,299"
2021,10,60,"19,217",353,336,322,353,326,571,365,336,280,403,298,233,548,607,549,374,899,"1,262",645,695,245,"2,373","1,093","1,660","1,777","1,303","1,011"
2021,10,70,"10,653",253,185,191,205,186,390,237,228,205,199,241,202,366,485,408,294,552,731,452,315,183,"1,022",532,801,818,511,461
2021,10,80,"3,623",107,80,120,77,90,162,81,90,81,69,81,65,146,159,166,88,191,182,141,94,81,311,147,266,275,134,139
2021,10,90,341,18,6,9,12,14,19,8,10,11,3,14,3,11,8,13,11,16,14,10,5,7,27,17,32,25,10,8
2021,10,100,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
2021,11,총,"134,387","1,608","2,410","1,735","1,335","1,262","2,422","1,497","1,429","1,130","1,854","1,496","1,106","2,593","3,478","2,658","2,224","6,372","11,816","3,688","4,058","1,436","27,597","6,163","11,223","15,937","9,459","6,401"
2021,11,0,"9,947",40,282,81,34,43,69,33,33,21,47,50,50,76,170,77,141,550,"1,367",185,232,77,"3,220",304,750,"1,161",566,288
2021,11,10,"13,548",61,189,182,62,50,129,78,59,54,87,75,71,192,294,152,99,567,"1,165",251,346,121,"4,001",598,"1,348","2,064",826,427
2021,11,20,"16,039",140,210,137,123,86,184,151,151,73,171,154,68,241,439,321,191,694,"1,389",352,566,179,"3,520",807,"1,594","2,323","1,090",685
2021,11,30,"15,279",111,343,103,90,92,167,100,88,70,163,113,85,199,268,211,355,850,"2,019",402,538,122,"3,432",643,978,"1,709","1,203",825
2021,11,40,"22,323",188,397,265,147,146,301,154,151,123,298,201,141,358,466,313,338,995,"2,007",600,572,177,"5,340",882,"1,721","2,896","1,905","1,241"
2021,11,50,"23,260",332,382,323,233,227,425,289,281,207,416,269,188,456,582,444,338,"1,051","1,649",643,683,239,"4,343","1,128","2,067","2,878","1,884","1,303"
2021,11,60,"19,278",353,335,326,353,328,570,364,337,283,402,296,230,544,602,553,370,902,"1,281",648,697,243,"2,373","1,103","1,657","1,784","1,318","1,026"
2021,11,70,"10,697",254,186,192,206,189,394,237,226,204,199,242,205,365,489,405,293,549,735,455,320,189,"1,025",530,812,822,518,456
2021,11,80,"3,665",111,80,118,74,88,163,83,93,83,68,82,64,151,158,169,88,198,189,143,99,80,314,150,266,274,137,142
2021,11,90,345,18,6,8,13,13,20,8,10,11,3,14,3,11,10,12,11,16,15,9,5,9,28,18,30,25,11,8
2021,11,100,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
2021,12,총,"134,290","1,599","2,390","1,722","1,344","1,260","2,422","1,497","1,425","1,134","1,848","1,491","1,103","2,591","3,467","2,642","2,215","6,311","12,236","3,672","4,074","1,425","27,400","6,182","11,184","15,824","9,495","6,337"
2021,12,0,"9,929",40,277,82,35,43,74,32,36,21,45,53,47,77,165,77,138,532,"1,455",184,228,74,"3,172",310,741,"1,144",572,275
2021,12,10,"13,530",61,191,180,67,52,126,80,58,56,84,75,74,194,291,149,97,547,"1,226",247,351,118,"3,963",608,"1,343","2,043",828,421
2021,12,20,"15,978",138,204,134,127,85,186,151,150,71,172,155,70,240,437,321,188,691,"1,408",357,555,180,"3,507",804,"1,591","2,283","1,088",685
2021,12,30,"15,240",109,340,104,90,91,167,96,86,72,160,114,82,204,268,202,354,830,"2,109",401,545,120,"3,384",643,967,"1,693","1,203",806
2021,12,40,"22,292",188,392,258,144,151,298,155,150,122,294,195,141,353,461,309,339,991,"2,094",593,572,173,"5,297",885,"1,715","2,868","1,922","1,232"
2021,12,50,"23,241",328,379,319,235,228,429,287,277,208,417,266,188,451,588,447,336,"1,048","1,697",633,693,242,"4,330","1,119","2,059","2,873","1,871","1,293"
2021,12,60,"19,321",352,335,326,352,326,564,362,337,285,407,294,228,546,602,554,368,906,"1,302",648,703,240,"2,372","1,113","1,654","1,793","1,334","1,018"
2021,12,70,"10,677",248,184,193,204,187,393,240,223,204,196,242,205,362,487,403,294,548,729,456,320,189,"1,026",526,811,829,528,450
2021,12,80,"3,725",117,82,118,77,86,163,85,98,82,70,83,64,154,156,169,90,202,199,144,101,79,319,155,274,273,136,149
2021,12,90,352,18,6,8,13,11,22,9,10,12,3,14,3,10,12,11,11,16,17,9,6,10,29,19,29,24,12,8
2021,12,100,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
