년도,월,나이,김해시,진영읍,주촌면,진례면,한림면,생림면,상동면,대동면,동상동,회현동,부원동,내외동,북부동,칠산서부동,활천동,삼안동,불암동,장유1동,장유2동,장유3동
2021,6,총,"266,824","26,976","8,901","2,913","3,371","1,776","1,407","2,812","4,756","4,555","4,806","36,943","40,137","4,507","19,724","16,136","3,750","28,630","18,038","36,686"
2021,6,0,"23,227","3,033","1,383",90,87,30,29,75,260,285,267,"2,195","3,470",256,"1,180",735,237,"2,627","1,729","5,259"
2021,6,10,"29,124","2,954",607,142,131,56,65,92,346,254,296,"3,574","4,916",345,"1,805","1,408",373,"3,893","2,482","5,385"
2021,6,20,"31,021","2,344","1,026",202,207,114,107,145,578,462,620,"5,623","4,925",551,"2,744","2,489",440,"3,266","1,961","3,217"
2021,6,30,"32,747","4,082","1,942",222,200,98,81,148,528,576,536,"3,979","4,643",408,"1,932","1,283",351,"3,426","2,153","6,159"
2021,6,40,"48,904","5,069","1,408",293,238,137,114,220,659,566,656,"6,115","8,002",612,"3,092","2,414",601,"6,139","3,998","8,571"
2021,6,50,"47,480","3,992","1,364",591,644,355,311,486,932,839,"1,046","8,323","7,374",897,"4,306","3,715",766,"4,576","2,909","4,054"
2021,6,60,"29,968","3,115",695,648,845,447,372,788,815,807,798,"3,934","3,854",782,"2,667","2,277",557,"2,573","1,557","2,437"
2021,6,70,"14,989","1,443",253,401,527,308,185,493,403,504,383,"1,917","1,857",414,"1,281","1,106",279,"1,348",824,"1,063"
2021,6,80,"8,126",804,194,260,424,204,115,303,202,215,180,"1,144",956,215,640,633,126,685,359,467
2021,6,90,"1,198",137,29,63,67,27,25,61,33,42,22,132,133,26,77,75,17,94,66,72
2021,6,100,40,3,0,1,1,0,3,1,0,5,2,7,7,1,0,1,3,3,0,2
2021,7,총,"266,632","27,001","8,889","2,913","3,376","1,772","1,411","2,800","4,763","4,530","4,798","36,916","40,088","4,496","19,730","16,075","3,736","28,634","18,037","36,667"
2021,7,0,"23,069","3,013","1,388",86,87,28,29,73,257,279,270,"2,183","3,444",247,"1,179",723,231,"2,624","1,712","5,216"
2021,7,10,"29,141","2,970",612,141,136,56,65,92,344,257,296,"3,568","4,904",344,"1,795","1,402",375,"3,891","2,474","5,419"
2021,7,20,"30,927","2,352","1,005",205,209,112,107,139,581,451,620,"5,593","4,920",542,"2,742","2,482",443,"3,258","1,961","3,205"
2021,7,30,"32,603","4,066","1,936",219,193,101,81,148,523,574,531,"3,969","4,621",403,"1,933","1,276",343,"3,428","2,144","6,114"
2021,7,40,"48,768","5,069","1,413",287,241,134,114,220,661,563,648,"6,086","7,957",605,"3,068","2,389",600,"6,132","3,984","8,597"
2021,7,50,"47,570","3,999","1,366",588,639,350,310,482,933,836,"1,038","8,342","7,406",902,"4,317","3,698",768,"4,597","2,934","4,065"
2021,7,60,"30,161","3,133",692,660,851,453,375,790,823,810,802,"3,965","3,891",792,"2,689","2,286",555,"2,576","1,566","2,452"
2021,7,70,"14,985","1,442",255,401,524,306,187,491,402,500,386,"1,923","1,849",416,"1,287","1,105",280,"1,348",827,"1,056"
2021,7,80,"8,170",818,195,261,427,203,114,305,207,215,184,"1,147",953,216,643,637,122,686,366,471
2021,7,90,"1,199",136,27,64,68,29,26,59,32,40,22,133,136,28,77,76,16,91,69,70
2021,7,100,39,3,0,1,1,0,3,1,0,5,1,7,7,1,0,1,3,3,0,2
2021,8,총,"266,459","27,020","8,950","2,890","3,359","1,777","1,407","2,787","4,752","4,528","4,801","36,888","40,030","4,486","19,711","16,042","3,721","28,615","18,011","36,684"
2021,8,0,"22,926","2,989","1,402",84,86,27,30,74,255,277,267,"2,164","3,415",243,"1,165",711,229,"2,605","1,700","5,203"
2021,8,10,"29,132","2,993",615,140,136,54,66,90,344,257,296,"3,546","4,911",347,"1,799","1,395",370,"3,879","2,480","5,414"
2021,8,20,"30,757","2,338",996,197,204,116,104,141,574,449,623,"5,569","4,900",537,"2,725","2,465",438,"3,237","1,952","3,192"
2021,8,30,"32,509","4,067","1,943",211,193,100,83,147,524,577,532,"3,982","4,579",397,"1,934","1,275",345,"3,403","2,126","6,091"
2021,8,40,"48,665","5,069","1,427",288,240,133,116,218,655,561,643,"6,040","7,936",604,"3,044","2,367",596,"6,143","3,972","8,613"
2021,8,50,"47,654","3,997","1,385",580,631,345,307,479,933,832,"1,032","8,344","7,426",901,"4,338","3,706",760,"4,612","2,940","4,106"
2021,8,60,"30,351","3,150",704,658,856,461,376,784,824,812,811,"4,026","3,916",793,"2,692","2,294",560,"2,594","1,570","2,470"
2021,8,70,"15,016","1,450",255,409,515,309,184,485,402,500,394,"1,920","1,853",417,"1,288","1,106",281,"1,355",837,"1,056"
2021,8,80,"8,208",823,196,260,429,202,111,308,211,218,180,"1,157",954,217,649,645,123,692,365,468
2021,8,90,"1,201",141,27,62,68,30,27,60,30,40,22,133,133,29,76,77,16,92,69,69
2021,8,100,40,3,0,1,1,0,3,1,0,5,1,7,7,1,1,1,3,3,0,2
2021,9,총,"266,200","27,056","9,007","2,884","3,348","1,783","1,409","2,775","4,729","4,532","4,804","36,826","40,008","4,477","19,670","15,989","3,709","28,589","17,977","36,628"
2021,9,0,"22,782","2,990","1,403",84,89,30,30,72,251,273,262,"2,151","3,403",241,"1,152",695,222,"2,592","1,688","5,154"
2021,9,10,"29,094","3,007",625,140,130,55,66,90,336,253,296,"3,525","4,895",340,"1,801","1,377",370,"3,874","2,475","5,439"
2021,9,20,"30,586","2,313","1,007",191,203,115,105,136,572,459,622,"5,544","4,867",540,"2,692","2,462",437,"3,225","1,935","3,161"
2021,9,30,"32,414","4,069","1,941",213,192,98,84,149,518,576,536,"3,984","4,573",392,"1,931","1,274",341,"3,385","2,113","6,045"
2021,9,40,"48,494","5,085","1,438",287,240,135,119,213,646,555,641,"6,006","7,887",602,"3,017","2,341",588,"6,119","3,962","8,613"
2021,9,50,"47,825","4,003","1,400",571,630,345,304,475,933,828,"1,027","8,357","7,484",902,"4,356","3,702",773,"4,628","2,961","4,146"
2021,9,60,"30,468","3,161",711,665,848,466,376,785,832,820,819,"4,044","3,941",796,"2,704","2,298",554,"2,606","1,574","2,468"
2021,9,70,"15,057","1,460",255,412,516,308,186,486,401,502,400,"1,922","1,845",419,"1,282","1,115",279,"1,363",840,"1,066"
2021,9,80,"8,228",827,198,258,428,202,109,307,211,221,178,"1,151",974,216,656,643,125,701,360,463
2021,9,90,"1,212",137,29,63,71,29,27,60,29,40,22,135,132,28,78,81,17,93,69,72
2021,9,100,40,4,0,0,1,0,3,2,0,5,1,7,7,1,1,1,3,3,0,1
2021,10,총,"266,192","27,058","9,072","2,886","3,329","1,783","1,404","2,766","4,726","4,512","4,817","36,801","39,985","4,466","19,649","15,992","3,707","28,562","17,987","36,690"
2021,10,0,"22,653","2,984","1,410",84,79,30,30,69,247,267,263,"2,137","3,391",233,"1,143",687,217,"2,567","1,685","5,130"
2021,10,10,"29,039","3,004",629,138,129,52,65,91,331,253,294,"3,505","4,890",341,"1,792","1,370",373,"3,848","2,462","5,472"
2021,10,20,"30,543","2,311","1,010",196,199,119,104,135,584,455,622,"5,495","4,866",532,"2,677","2,460",437,"3,246","1,941","3,154"
2021,10,30,"32,314","4,048","1,958",214,192,95,81,146,513,570,541,"3,999","4,537",403,"1,914","1,278",342,"3,350","2,114","6,019"
2021,10,40,"48,353","5,080","1,440",286,231,135,121,211,643,555,630,"5,978","7,847",591,"3,005","2,326",586,"6,110","3,950","8,628"
2021,10,50,"48,017","4,018","1,425",569,633,339,301,470,938,833,"1,023","8,375","7,532",901,"4,357","3,711",765,"4,672","2,969","4,186"
2021,10,60,"30,650","3,174",718,666,845,471,373,794,823,813,838,"4,078","3,957",802,"2,735","2,309",564,"2,610","1,599","2,481"
2021,10,70,"15,080","1,464",256,411,517,309,188,482,404,507,401,"1,923","1,843",414,"1,287","1,123",274,"1,366",830,"1,081"
2021,10,80,"8,296",836,201,259,432,200,111,306,215,219,181,"1,171",984,220,660,644,128,698,368,463
2021,10,90,"1,220",135,25,63,71,33,27,60,28,39,23,136,136,28,78,83,18,93,69,75
2021,10,100,27,4,0,0,1,0,3,2,0,1,1,4,2,1,1,1,3,2,0,1
2021,11,총,"266,030","27,025","9,104","2,900","3,328","1,783","1,408","2,708","4,726","4,501","4,823","36,726","39,990","4,451","19,623","15,941","3,693","28,521","18,007","36,772"
2021,11,0,"22,527","2,966","1,425",87,78,30,31,64,248,269,263,"2,137","3,358",230,"1,122",678,211,"2,559","1,661","5,110"
2021,11,10,"29,029","3,011",628,141,120,51,63,92,322,254,296,"3,490","4,904",339,"1,786","1,358",375,"3,822","2,475","5,502"
2021,11,20,"30,416","2,295",997,194,202,120,105,132,596,454,613,"5,459","4,848",513,"2,682","2,441",432,"3,245","1,936","3,152"
2021,11,30,"32,179","4,003","1,975",212,191,95,83,140,509,567,542,"3,973","4,532",409,"1,895","1,279",343,"3,333","2,104","5,994"
2021,11,40,"48,320","5,111","1,444",293,231,136,121,207,645,545,620,"5,957","7,831",587,"3,002","2,297",579,"6,104","3,947","8,663"
2021,11,50,"48,092","4,023","1,429",570,637,339,301,456,933,838,"1,031","8,350","7,540",898,"4,350","3,724",768,"4,670","3,004","4,231"
2021,11,60,"30,780","3,176",724,672,851,471,375,786,818,807,845,"4,121","3,993",812,"2,750","2,311",566,"2,615","1,600","2,487"
2021,11,70,"15,120","1,465",254,406,514,310,187,471,410,505,405,"1,934","1,858",413,"1,295","1,119",272,"1,381",836,"1,085"
2021,11,80,"8,315",835,203,260,432,200,111,300,216,221,184,"1,169",986,221,658,648,129,697,372,473
2021,11,90,"1,227",136,25,65,71,31,28,58,29,40,23,132,138,28,82,85,18,93,72,73
2021,11,100,25,4,0,0,1,0,3,2,0,1,1,4,2,1,1,1,0,2,0,2
2021,12,총,"265,774","26,987","9,124","2,885","3,311","1,787","1,406","2,701","4,717","4,497","4,814","36,678","39,910","4,459","19,628","15,910","3,683","28,483","17,985","36,809"
2021,12,0,"22,424","2,946","1,422",86,72,30,30,65,251,267,262,"2,129","3,343",231,"1,126",671,205,"2,556","1,645","5,087"
2021,12,10,"29,005","3,007",634,135,120,51,64,90,317,256,293,"3,474","4,903",339,"1,785","1,346",376,"3,818","2,475","5,522"
2021,12,20,"30,210","2,293",993,196,199,115,105,130,587,449,610,"5,413","4,801",510,"2,660","2,431",433,"3,209","1,932","3,144"
2021,12,30,"31,958","3,938","1,964",207,197,99,81,140,514,560,547,"3,958","4,471",410,"1,886","1,275",340,"3,322","2,083","5,966"
2021,12,40,"48,295","5,143","1,464",292,233,136,121,200,636,541,613,"5,936","7,841",585,"3,001","2,285",572,"6,073","3,942","8,681"
2021,12,50,"48,180","4,018","1,439",563,626,346,299,459,932,843,"1,027","8,366","7,543",896,"4,353","3,727",773,"4,699","3,009","4,262"
2021,12,60,"30,935","3,199",725,674,850,467,376,785,822,809,853,"4,143","4,019",818,"2,772","2,321",560,"2,624","1,607","2,511"
2021,12,70,"15,122","1,458",251,410,514,312,188,470,410,506,402,"1,932","1,854",411,"1,297","1,120",276,"1,383",840,"1,088"
2021,12,80,"8,379",840,205,256,427,201,111,300,217,225,183,"1,190",997,229,664,649,130,701,379,475
2021,12,90,"1,241",140,27,66,72,30,28,60,30,40,23,133,136,29,83,85,18,96,73,72
2021,12,100,25,5,0,0,1,0,3,2,1,1,1,4,2,1,1,0,0,2,0,1
