년도,월,나이,전라북도,전주시,완산구,덕진구,군산시,익산시,정읍시,남원시,김제시,완주군,진안군,무주군,장수군,임실군,순창군,고창군,부안군
2021,5,80,"31,300","7,270","3,856","3,414","3,519","4,146","2,722","2,027","2,270","1,831",836,827,721,"1,020",906,"1,714","1,491"
2021,5,90,"3,103",653,366,287,333,461,259,225,266,177,89,79,73,108,98,141,141
2021,5,100,90,15,10,5,9,20,9,6,6,6,5,4,1,4,1,2,2
2021,6,총,"892,670","323,491","164,603","158,888","134,786","139,543","53,374","39,277","40,449","46,782","12,724","11,889","10,922","13,828","13,326","26,716","25,563"
2021,6,0,"63,532","26,961","12,322","14,639","10,292","9,400","3,095","2,543","2,137","3,273",589,601,562,701,720,"1,361","1,297"
2021,6,10,"89,124","36,530","18,395","18,135","13,657","14,055","5,017","3,690","3,102","4,277",872,914,837,870,"1,111","2,293","1,899"
2021,6,20,"113,402","48,848","25,479","23,369","16,259","19,429","5,792","4,202","3,945","4,944","1,077",959,913,"1,185","1,135","2,362","2,352"
2021,6,30,"95,558","41,220","20,042","21,178","15,546","14,536","4,601","3,173","3,420","4,689",756,907,773,"1,009",902,"2,002","2,024"
2021,6,40,"135,742","51,837","25,117","26,720","22,534","20,974","7,597","5,339","5,470","7,306","1,533","1,554","1,399","1,646","1,819","3,414","3,320"
2021,6,50,"154,496","52,412","27,609","24,803","23,141","24,675","9,809","7,226","7,313","8,433","2,509","2,294","2,049","2,604","2,397","4,859","4,775"
2021,6,60,"130,429","37,820","20,576","17,244","18,969","20,709","8,701","6,680","7,542","7,519","2,707","2,350","2,227","2,820","2,536","4,953","4,896"
2021,6,70,"75,718","19,837","10,782","9,055","10,503","11,140","5,752","4,135","4,973","4,328","1,751","1,401","1,369","1,855","1,697","3,615","3,362"
2021,6,80,"31,483","7,348","3,899","3,449","3,547","4,153","2,745","2,058","2,273","1,825",840,830,718,"1,026",910,"1,714","1,496"
2021,6,90,"3,101",663,372,291,329,457,256,225,268,182,85,75,74,108,98,141,140
2021,6,100,85,15,10,5,9,15,9,6,6,6,5,4,1,4,1,2,2
2021,7,총,"892,487","323,585","164,589","158,996","134,743","139,445","53,338","39,269","40,424","46,854","12,698","11,875","10,906","13,800","13,304","26,718","25,528"
2021,7,0,"63,189","26,850","12,264","14,586","10,215","9,324","3,093","2,532","2,124","3,252",587,596,562,693,715,"1,354","1,292"
2021,7,10,"88,906","36,441","18,325","18,116","13,622","14,012","5,002","3,693","3,091","4,275",866,908,840,863,"1,120","2,286","1,887"
2021,7,20,"113,377","48,909","25,496","23,413","16,255","19,388","5,770","4,187","3,916","4,981","1,071",956,907,"1,176","1,118","2,388","2,355"
2021,7,30,"95,370","41,205","20,045","21,160","15,511","14,523","4,586","3,158","3,414","4,665",750,911,756,"1,004",898,"1,981","2,008"
2021,7,40,"135,327","51,758","25,060","26,698","22,475","20,911","7,537","5,312","5,439","7,302","1,517","1,538","1,394","1,642","1,810","3,395","3,297"
2021,7,50,"154,652","52,547","27,641","24,906","23,156","24,677","9,798","7,239","7,337","8,450","2,488","2,282","2,052","2,584","2,390","4,859","4,793"
2021,7,60,"130,943","37,898","20,622","17,276","19,071","20,775","8,762","6,701","7,564","7,581","2,737","2,369","2,232","2,832","2,548","4,979","4,894"
2021,7,70,"75,893","19,904","10,811","9,093","10,534","11,200","5,757","4,139","4,980","4,328","1,748","1,397","1,371","1,870","1,691","3,613","3,361"
2021,7,80,"31,625","7,389","3,936","3,453","3,565","4,163","2,768","2,066","2,285","1,832",843,839,717,"1,025",911,"1,720","1,502"
2021,7,90,"3,119",669,378,291,330,458,255,236,268,182,86,75,73,107,102,141,137
2021,7,100,86,15,11,4,9,14,10,6,6,6,5,4,2,4,1,2,2
2021,8,총,"891,776","323,515","164,490","159,025","134,677","139,265","53,242","39,220","40,383","46,887","12,683","11,866","10,882","13,748","13,266","26,676","25,466"
2021,8,0,"62,816","26,740","12,198","14,542","10,163","9,262","3,071","2,509","2,103","3,219",585,594,554,683,704,"1,345","1,284"
2021,8,10,"88,743","36,367","18,268","18,099","13,594","13,977","4,994","3,698","3,089","4,285",874,909,836,857,"1,110","2,285","1,868"
2021,8,20,"113,075","48,844","25,433","23,411","16,225","19,357","5,756","4,157","3,886","4,968","1,056",951,897,"1,147","1,105","2,374","2,352"
2021,8,30,"95,077","41,191","20,066","21,125","15,443","14,434","4,542","3,155","3,396","4,654",748,907,751,"1,004",898,"1,968","1,986"
2021,8,40,"134,785","51,618","24,936","26,682","22,428","20,797","7,501","5,261","5,414","7,301","1,497","1,531","1,390","1,622","1,794","3,356","3,275"
2021,8,50,"154,876","52,612","27,686","24,926","23,190","24,726","9,781","7,253","7,353","8,472","2,502","2,278","2,051","2,583","2,396","4,868","4,811"
2021,8,60,"131,399","38,056","20,713","17,343","19,124","20,837","8,803","6,732","7,572","7,624","2,738","2,383","2,231","2,846","2,557","5,008","4,888"
2021,8,70,"75,991","19,951","10,824","9,127","10,576","11,211","5,749","4,133","4,992","4,341","1,748","1,389","1,381","1,873","1,683","3,606","3,358"
2021,8,80,"31,778","7,443","3,976","3,467","3,595","4,191","2,781","2,075","2,296","1,830",846,846,717,"1,022",913,"1,716","1,507"
2021,8,90,"3,150",678,379,299,330,459,254,241,276,187,84,74,73,107,104,148,135
2021,8,100,86,15,11,4,9,14,10,6,6,6,5,4,1,4,2,2,2
2021,9,총,"891,073","323,927","164,477","159,450","134,537","139,079","53,127","39,071","40,302","46,839","12,639","11,826","10,852","13,682","13,232","26,602","25,358"
2021,9,0,"62,459","26,679","12,133","14,546","10,097","9,185","3,052","2,490","2,080","3,197",565,588,545,672,700,"1,333","1,276"
2021,9,10,"88,628","36,348","18,192","18,156","13,590","13,971","4,974","3,673","3,095","4,275",870,901,840,844,"1,109","2,281","1,857"
2021,9,20,"112,763","49,050","25,529","23,521","16,150","19,265","5,715","4,108","3,852","4,930","1,032",936,890,"1,124","1,085","2,334","2,292"
2021,9,30,"94,785","41,193","20,050","21,143","15,359","14,391","4,525","3,126","3,370","4,632",745,893,737,993,893,"1,960","1,968"
2021,9,40,"134,343","51,567","24,875","26,692","22,361","20,729","7,461","5,207","5,370","7,263","1,498","1,527","1,374","1,618","1,780","3,329","3,259"
2021,9,50,"154,994","52,710","27,703","25,007","23,227","24,728","9,774","7,256","7,353","8,506","2,487","2,283","2,054","2,585","2,394","4,850","4,787"
2021,9,60,"131,806","38,174","20,756","17,418","19,192","20,892","8,837","6,743","7,602","7,641","2,752","2,389","2,232","2,833","2,562","5,041","4,916"
2021,9,70,"76,073","19,998","10,840","9,158","10,613","11,213","5,734","4,144","4,990","4,363","1,751","1,385","1,383","1,877","1,686","3,581","3,355"
2021,9,80,"31,960","7,507","4,006","3,501","3,606","4,235","2,792","2,077","2,300","1,837",850,847,719,"1,025",912,"1,742","1,511"
2021,9,90,"3,176",686,382,304,334,456,253,241,284,189,84,73,77,107,108,149,135
2021,9,100,86,15,11,4,8,14,10,6,6,6,5,4,1,4,3,2,2
2021,10,총,"890,378","323,872","164,217","159,655","134,408","138,850","53,040","39,067","40,251","46,840","12,622","11,838","10,830","13,672","13,213","26,575","25,300"
2021,10,0,"62,077","26,549","12,022","14,527","10,004","9,117","3,033","2,479","2,071","3,191",563,584,541,671,698,"1,317","1,259"
2021,10,10,"88,475","36,310","18,148","18,162","13,569","13,929","4,949","3,682","3,083","4,282",869,902,828,845,"1,105","2,270","1,852"
2021,10,20,"112,469","48,938","25,443","23,495","16,113","19,176","5,704","4,104","3,851","4,917","1,025",933,894,"1,117","1,078","2,329","2,290"
2021,10,30,"94,583","41,170","19,966","21,204","15,301","14,393","4,500","3,118","3,328","4,614",743,895,738,992,889,"1,945","1,957"
2021,10,40,"133,922","51,435","24,777","26,658","22,329","20,645","7,420","5,186","5,358","7,246","1,488","1,519","1,365","1,614","1,763","3,314","3,240"
2021,10,50,"155,135","52,871","27,760","25,111","23,251","24,761","9,770","7,259","7,331","8,500","2,475","2,285","2,050","2,577","2,395","4,859","4,751"
2021,10,60,"132,178","38,284","20,826","17,458","19,217","20,898","8,863","6,759","7,623","7,696","2,770","2,401","2,238","2,835","2,584","5,063","4,947"
2021,10,70,"76,195","20,075","10,867","9,208","10,653","11,231","5,728","4,141","4,999","4,353","1,744","1,387","1,381","1,880","1,680","3,580","3,363"
2021,10,80,"32,067","7,537","4,015","3,522","3,623","4,242","2,806","2,087","2,313","1,841",857,853,717,"1,031",909,"1,746","1,505"
2021,10,90,"3,199",688,382,306,341,451,255,247,287,194,84,75,77,107,109,150,134
2021,10,100,78,15,11,4,7,7,12,5,7,6,4,4,1,3,3,2,2
2021,11,총,"889,824","323,724","163,886","159,838","134,387","138,646","52,972","39,039","40,222","46,847","12,638","11,846","10,822","13,646","13,211","26,538","25,286"
2021,11,0,"61,726","26,428","11,920","14,508","9,947","9,066","3,014","2,458","2,052","3,174",560,581,538,664,686,"1,301","1,257"
2021,11,10,"88,292","36,252","18,091","18,161","13,548","13,884","4,923","3,666","3,068","4,304",876,887,826,839,"1,107","2,265","1,847"
2021,11,20,"112,149","48,831","25,364","23,467","16,039","19,083","5,678","4,106","3,882","4,893","1,019",937,888,"1,112","1,086","2,316","2,279"
2021,11,30,"94,388","41,089","19,859","21,230","15,279","14,373","4,516","3,109","3,303","4,588",740,902,732,993,873,"1,941","1,950"
2021,11,40,"133,702","51,421","24,723","26,698","22,323","20,617","7,383","5,157","5,337","7,239","1,481","1,509","1,362","1,600","1,760","3,291","3,222"
2021,11,50,"155,181","52,932","27,761","25,171","23,260","24,736","9,772","7,281","7,319","8,495","2,475","2,290","2,047","2,561","2,393","4,866","4,754"
2021,11,60,"132,534","38,378","20,845","17,533","19,278","20,915","8,875","6,755","7,632","7,749","2,793","2,419","2,248","2,851","2,603","5,079","4,959"
2021,11,70,"76,234","20,089","10,890","9,199","10,697","11,225","5,730","4,150","5,003","4,354","1,740","1,380","1,374","1,878","1,670","3,574","3,370"
2021,11,80,"32,341","7,605","4,046","3,559","3,665","4,287","2,816","2,105","2,330","1,850",869,862,729,"1,039",920,"1,750","1,514"
2021,11,90,"3,212",690,382,308,345,453,256,247,290,195,82,76,77,106,110,153,132
2021,11,100,65,9,5,4,6,7,9,5,6,6,3,3,1,3,3,2,2
2021,12,총,"888,994","323,427","163,494","159,933","134,290","138,427","52,892","38,965","40,193","46,845","12,667","11,826","10,812","13,692","13,189","26,507","25,262"
2021,12,0,"61,472","26,377","11,884","14,493","9,929","9,007","3,004","2,438","2,014","3,148",562,571,534,665,679,"1,295","1,249"
2021,12,10,"88,061","36,190","18,004","18,186","13,530","13,819","4,888","3,669","3,069","4,296",867,893,821,844,"1,102","2,242","1,831"
2021,12,20,"111,771","48,638","25,258","23,380","15,978","18,990","5,670","4,073","3,875","4,904","1,032",936,880,"1,112","1,092","2,322","2,269"
2021,12,30,"94,160","40,969","19,786","21,183","15,240","14,345","4,497","3,094","3,304","4,582",743,907,717,"1,002",870,"1,929","1,961"
2021,12,40,"133,465","51,382","24,636","26,746","22,292","20,580","7,360","5,134","5,332","7,212","1,475","1,492","1,356","1,604","1,737","3,297","3,212"
2021,12,50,"155,109","52,882","27,689","25,193","23,241","24,736","9,747","7,274","7,311","8,516","2,489","2,282","2,057","2,566","2,400","4,856","4,752"
2021,12,60,"132,849","38,507","20,880","17,627","19,321","20,932","8,902","6,775","7,649","7,750","2,799","2,427","2,251","2,866","2,618","5,081","4,971"
2021,12,70,"76,144","20,101","10,886","9,215","10,677","11,209","5,724","4,137","4,962","4,369","1,737","1,370","1,385","1,887","1,646","3,573","3,367"
2021,12,80,"32,655","7,665","4,075","3,590","3,725","4,350","2,837","2,119","2,376","1,867",884,870,730,"1,032",934,"1,749","1,517"
2021,12,90,"3,254",708,392,316,352,454,256,248,294,195,79,75,80,111,110,161,131
2021,12,100,54,8,4,4,5,5,7,4,7,6,0,3,1,3,1,2,2
