년도,월,나이,하남시,천현동,신장1동,신장2동,덕풍1동,덕풍2동,덕풍3동,풍산동,감북동,위례동,춘궁동,초이동,미사1동,미사2동,감일동
2021,9,30,"51,951","1,008","1,022","6,899","2,235","2,923","3,353","5,209",363,"4,189",416,463,"11,943","7,197","4,731"
2021,9,40,"55,553",963,909,"7,401","2,147","2,511","4,334","6,105",362,"5,090",503,435,"9,907","10,500","4,386"
2021,9,50,"44,796","1,417","1,174","7,097","2,775","3,308","4,143","3,864",570,"3,836",776,705,"5,858","5,974","3,299"
2021,9,60,"38,181","1,567","1,095","7,141","2,786","3,500","3,568","2,673",530,"2,484",792,717,"4,019","4,928","2,381"
2021,9,70,"17,059",599,527,"3,492","1,244","1,561","1,724","1,023",237,775,387,294,"1,834","2,372",990
2021,9,80,"6,246",256,190,"1,247",470,594,642,388,115,263,209,155,588,757,372
2021,9,90,"1,093",66,31,182,61,90,115,107,20,49,33,9,121,137,72
2021,9,100,55,7,2,9,4,4,2,9,1,1,3,1,2,5,5
2021,10,총,"314,866","7,482","6,567","46,847","15,709","19,010","25,405","29,912","2,767","26,753","3,886","3,554","53,182","47,505","26,287"
2021,10,0,"32,040",317,280,"4,019",931,"1,053","1,961","4,275",83,"3,723",127,151,"4,981","6,260","3,879"
2021,10,10,"27,753",393,382,"3,901","1,020","1,069","2,459","3,065",139,"2,775",190,175,"4,363","5,389","2,433"
2021,10,20,"38,234",885,941,"5,159","2,069","2,398","3,126","3,207",338,"2,908",469,456,"9,353","3,989","2,936"
2021,10,30,"52,678","1,001","1,051","6,978","2,222","2,920","3,327","5,161",369,"4,608",417,465,"11,943","7,154","5,062"
2021,10,40,"56,079",948,893,"7,498","2,122","2,493","4,322","6,115",363,"5,244",496,434,"9,957","10,510","4,684"
2021,10,50,"45,056","1,422","1,179","7,122","2,771","3,318","4,143","3,877",569,"3,871",770,694,"5,941","5,993","3,386"
2021,10,60,"38,439","1,578","1,093","7,194","2,796","3,506","3,569","2,691",535,"2,522",791,718,"4,065","4,955","2,426"
2021,10,70,"17,109",603,526,"3,522","1,244","1,555","1,727","1,018",235,784,384,291,"1,858","2,346","1,016"
2021,10,80,"6,329",258,190,"1,264",467,604,654,393,115,266,209,160,601,763,385
2021,10,90,"1,093",70,30,181,63,90,115,101,20,51,30,9,118,140,75
2021,10,100,56,7,2,9,4,4,2,9,1,1,3,1,2,6,5
2021,11,총,"318,126","7,457","6,595","46,883","15,649","18,941","25,368","29,823","2,754","27,199","3,866","3,521","53,295","47,463","29,312"
2021,11,0,"32,573",314,269,"3,992",912,"1,040","1,935","4,220",83,"3,837",125,145,"4,918","6,178","4,605"
2021,11,10,"28,117",391,380,"3,896","1,013","1,058","2,455","3,098",136,"2,788",190,174,"4,403","5,434","2,701"
2021,11,20,"38,309",877,957,"5,144","2,054","2,395","3,122","3,172",339,"2,923",462,444,"9,366","3,964","3,090"
2021,11,30,"53,286",996,"1,059","6,981","2,207","2,903","3,313","5,097",371,"4,777",414,460,"11,929","7,068","5,711"
2021,11,40,"56,868",943,894,"7,494","2,129","2,481","4,309","6,137",356,"5,298",496,432,"9,994","10,558","5,347"
2021,11,50,"45,350","1,422","1,182","7,131","2,751","3,307","4,155","3,872",568,"3,899",765,682,"5,986","5,999","3,631"
2021,11,60,"38,839","1,577","1,099","7,252","2,809","3,511","3,565","2,693",533,"2,559",793,718,"4,096","4,993","2,641"
2021,11,70,"17,249",607,526,"3,530","1,234","1,559","1,739","1,033",234,799,377,295,"1,877","2,356","1,083"
2021,11,80,"6,383",262,196,"1,269",474,595,659,393,114,262,210,160,605,767,417
2021,11,90,"1,107",67,32,185,62,90,114,99,20,56,31,10,119,141,81
2021,11,100,45,1,1,9,4,2,2,9,0,1,3,1,2,5,5
2021,12,총,"320,087","7,436","6,654","46,832","15,557","18,941","25,378","29,828","2,745","27,379","3,846","3,485","53,423","47,364","31,219"
2021,12,0,"32,803",306,278,"3,958",914,"1,042","1,914","4,203",76,"3,863",121,137,"4,888","6,095","5,008"
2021,12,10,"28,465",391,377,"3,892","1,000","1,054","2,453","3,110",135,"2,830",187,175,"4,457","5,435","2,969"
2021,12,20,"38,289",878,971,"5,114","2,033","2,370","3,124","3,167",336,"2,921",457,445,"9,345","3,955","3,173"
2021,12,30,"53,476",991,"1,076","6,956","2,183","2,914","3,306","5,049",377,"4,786",413,447,"11,945","7,010","6,023"
2021,12,40,"57,481",941,908,"7,512","2,114","2,467","4,307","6,179",352,"5,361",484,426,"10,035","10,559","5,836"
2021,12,50,"45,575","1,418","1,187","7,124","2,734","3,299","4,157","3,881",566,"3,918",764,680,"6,037","6,011","3,799"
2021,12,60,"39,037","1,578","1,098","7,268","2,810","3,530","3,601","2,694",536,"2,574",803,713,"4,103","5,003","2,726"
2021,12,70,"17,366",605,530,"3,530","1,229","1,567","1,743","1,045",232,811,372,293,"1,882","2,371","1,156"
2021,12,80,"6,445",259,197,"1,284",473,605,659,395,116,260,212,155,610,780,440
2021,12,90,"1,112",69,32,185,63,91,113,99,19,54,31,13,119,140,84
2021,12,100,38,0,0,9,4,2,1,6,0,1,2,1,2,5,5
