년도,월,나이,남구,신정1동,신정2동,신정3동,신정4동,신정5동,달동,삼산동,삼호동,무거동,옥동,대현동,수암동,선암동,야음장생포동
2021,10,20,"19,371","1,066","1,342",924,"1,244",560,"1,876","3,499","1,324","2,375","1,510","1,467",964,800,420
2021,10,30,"19,127",968,"1,305",959,"1,230",546,"1,728","3,448","1,015","1,631","1,548","2,210","1,130",851,558
2021,10,40,"25,263","1,082","2,273","1,192","1,858",637,"2,005","4,170","1,378","2,617","2,310","2,742","1,357","1,089",553
2021,10,50,"30,397","1,809","2,285","1,607","1,862",804,"2,691","4,655","2,338","3,355","2,845","2,390","1,621","1,317",818
2021,10,60,"21,881","1,913","1,416","1,328","1,402",634,"2,146","2,813","1,576","1,834","1,725","1,839","1,134","1,121","1,000"
2021,10,70,"8,918",961,671,583,597,302,813,855,708,717,566,784,365,404,592
2021,10,80,"3,817",361,232,233,224,123,439,349,343,347,262,315,145,203,241
2021,10,90,580,44,44,47,43,18,52,63,51,54,40,33,25,24,42
2021,10,100,19,5,1,0,1,0,3,0,1,0,0,3,2,0,3
2021,11,총,"154,049","9,069","11,866","8,045","10,364","4,148","13,457","23,535","9,989","15,511","13,162","14,947","8,344","6,917","4,695"
2021,11,0,"11,000",372,893,613,828,235,765,"1,677",497,959,986,"1,601",754,526,294
2021,11,10,"13,795",520,"1,415",564,"1,099",274,932,"1,998",757,"1,601","1,385","1,584",860,570,236
2021,11,20,"19,292","1,051","1,343",916,"1,244",566,"1,854","3,499","1,313","2,380","1,496","1,453",964,800,413
2021,11,30,"19,057",962,"1,299",970,"1,213",543,"1,733","3,451","1,021","1,630","1,536","2,183","1,116",850,550
2021,11,40,"25,197","1,083","2,266","1,180","1,848",639,"2,010","4,169","1,359","2,598","2,305","2,758","1,346","1,086",550
2021,11,50,"30,380","1,800","2,271","1,618","1,865",807,"2,695","4,630","2,344","3,380","2,845","2,374","1,631","1,317",803
2021,11,60,"21,946","1,900","1,429","1,319","1,405",635,"2,157","2,835","1,591","1,838","1,736","1,860","1,129","1,132",980
2021,11,70,"8,951",968,673,584,594,303,814,864,715,716,570,780,375,407,588
2021,11,80,"3,829",361,235,235,224,127,439,350,340,356,262,316,142,205,237
2021,11,90,583,46,41,46,44,19,55,62,51,53,41,35,25,24,41
2021,11,100,19,6,1,0,0,0,3,0,1,0,0,3,2,0,3
2021,12,총,"153,764","9,035","11,819","8,047","10,343","4,120","13,468","23,536","9,960","15,487","13,121","14,917","8,334","6,931","4,646"
2021,12,0,"10,947",372,883,610,823,226,757,"1,674",497,961,980,"1,585",752,520,307
2021,12,10,"13,737",520,"1,410",562,"1,092",271,926,"1,999",749,"1,594","1,379","1,583",858,563,231
2021,12,20,"19,165","1,035","1,325",910,"1,249",567,"1,858","3,482","1,301","2,344","1,486","1,450",955,799,404
2021,12,30,"18,945",970,"1,282",966,"1,197",534,"1,736","3,441","1,015","1,611","1,529","2,166","1,104",850,544
2021,12,40,"25,185","1,068","2,268","1,184","1,847",634,"2,013","4,168","1,349","2,615","2,298","2,763","1,352","1,083",543
2021,12,50,"30,342","1,791","2,272","1,613","1,872",806,"2,682","4,631","2,345","3,388","2,830","2,371","1,621","1,325",795
2021,12,60,"21,998","1,901","1,425","1,325","1,396",634,"2,169","2,851","1,592","1,846","1,743","1,859","1,138","1,149",970
2021,12,70,"8,989",963,675,592,599,302,826,872,715,716,573,789,381,410,576
2021,12,80,"3,852",361,237,238,222,128,445,354,343,358,263,316,144,207,236
2021,12,90,591,48,42,47,46,18,54,64,53,54,40,34,27,25,39
2021,12,100,13,6,0,0,0,0,2,0,1,0,0,1,2,0,1
