년도,월,나이,경주시,감포읍,안강읍,건천읍,외동읍,양북면,양남면,내남면,산내면,서면,현곡면,강동면,천북면,중부동,황오동,성건동,황남동,선도동,월성동,용강동,황성동,동천동,불국동,보덕동,문무대왕면
2021,3,20,"26,452",361,"2,288",705,"2,143",447,597,274,134,173,"2,283",488,535,528,623,"1,977",340,"1,886",468,"2,578","3,679","2,953",819,173,
2021,3,30,"25,080",324,"1,743",662,"2,511",456,498,251,124,149,"2,971",359,580,492,539,"1,255",277,"1,446",513,"3,274","3,150","2,279","1,105",122,
2021,3,40,"36,501",605,"3,307","1,035","2,934",372,706,398,192,289,"3,789",710,708,635,739,"1,790",492,"2,523",742,"4,217","5,203","3,592","1,317",206,
2021,3,50,"46,680",984,"4,991","1,674","4,291",659,"1,303",862,578,562,"3,606","1,241","1,034",842,"1,151","2,365",823,"2,796","1,012","3,963","5,407","4,486","1,731",319,
2021,3,60,"41,848","1,261","4,436","2,076","3,770",843,"1,350","1,141","1,007",755,"2,465","1,354","1,103","1,062","1,437","2,684","1,066","1,825","1,133","2,380","3,087","3,441","1,780",392,
2021,3,70,"24,623",932,"2,933","1,458","1,985",607,748,832,649,647,"1,157",901,723,745,982,"1,804",799,943,790,933,"1,200","1,550","1,052",253,
2021,3,80,"13,192",522,"1,643",857,"1,108",425,407,584,384,377,623,577,387,331,445,676,515,484,423,473,611,656,566,118,
2021,3,90,"1,753",75,180,105,159,65,80,67,49,44,82,79,45,32,60,90,59,63,65,69,95,81,91,18,
2021,3,100,64,3,10,4,5,4,2,3,0,2,1,2,1,0,2,2,9,1,2,4,1,2,3,1,
2021,4,총,"252,869","5,429","24,594","9,429","21,646",0,"6,290","4,712","3,250","3,195","21,703","6,202","5,705","5,178","6,425","13,856","4,670","14,750","5,833","23,430","28,449","22,380","9,727","1,735","4,281"
2021,4,0,"15,976",142,"1,126",332,"1,346",0,269,95,52,61,"2,372",188,278,203,169,428,90,"1,140",357,"2,826","2,421","1,177",640,47,217
2021,4,10,"20,589",229,"1,997",515,"1,192",0,319,200,87,132,"2,399",317,316,313,312,819,193,"1,645",328,"2,582","3,616","2,204",599,89,186
2021,4,20,"26,372",350,"2,268",710,"2,147",0,596,272,128,169,"2,259",479,517,533,613,"1,950",351,"1,888",467,"2,584","3,697","2,946",821,177,450
2021,4,30,"25,061",324,"1,710",658,"2,555",0,505,250,126,154,"2,957",353,584,485,534,"1,257",273,"1,437",511,"3,306","3,147","2,265","1,097",119,454
2021,4,40,"36,451",610,"3,296","1,023","2,958",0,709,402,190,288,"3,777",710,706,635,738,"1,778",488,"2,516",741,"4,241","5,170","3,570","1,331",204,370
2021,4,50,"46,652",985,"4,976","1,675","4,335",0,"1,300",859,572,554,"3,594","1,236","1,040",854,"1,138","2,353",823,"2,795","1,015","3,981","5,398","4,451","1,739",318,661
2021,4,60,"42,083","1,256","4,456","2,085","3,837",0,"1,361","1,152","1,014",766,"2,482","1,360","1,100","1,049","1,433","2,684","1,069","1,839","1,131","2,415","3,098","3,476","1,783",391,846
2021,4,70,"24,634",932,"2,926","1,464","1,998",0,739,822,646,649,"1,161",904,728,739,980,"1,814",802,938,788,941,"1,204","1,548","1,055",252,604
2021,4,80,"13,223",523,"1,645",861,"1,110",0,410,587,386,375,621,570,390,337,446,681,513,486,427,479,603,662,568,119,424
2021,4,90,"1,762",74,184,101,163,0,80,70,49,45,79,83,45,30,60,90,59,65,66,71,94,79,92,18,65
2021,4,100,66,4,10,5,5,0,2,3,0,2,2,2,1,0,2,2,9,1,2,4,1,2,2,1,4
2021,5,총,"252,830","5,409","24,529","9,392","21,819",,"6,283","4,726","3,257","3,184","21,674","6,162","5,697","5,146","6,394","13,815","4,640","14,739","5,805","23,613","28,471","22,341","9,715","1,736","4,283"
2021,5,0,"15,904",139,"1,110",328,"1,345",,269,98,50,61,"2,352",182,276,199,169,423,90,"1,134",351,"2,840","2,413","1,167",642,48,218
2021,5,10,"20,516",231,"1,989",516,"1,193",,317,200,89,131,"2,388",309,316,312,310,809,187,"1,636",332,"2,601","3,600","2,196",585,85,184
2021,5,20,"26,317",341,"2,252",700,"2,174",,595,277,134,167,"2,254",470,513,524,609,"1,949",350,"1,877",456,"2,599","3,708","2,918",819,179,452
2021,5,30,"25,010",324,"1,698",656,"2,573",,506,244,129,155,"2,936",350,584,474,524,"1,233",273,"1,433",499,"3,332","3,162","2,264","1,091",117,453
2021,5,40,"36,329",598,"3,261","1,016","2,995",,706,403,192,287,"3,758",692,696,625,733,"1,770",490,"2,509",743,"4,275","5,142","3,547","1,324",201,366
2021,5,50,"46,695",989,"4,970","1,657","4,359",,"1,293",864,572,552,"3,617","1,239","1,045",843,"1,137","2,342",813,"2,799","1,010","4,015","5,412","4,451","1,733",320,663
2021,5,60,"42,250","1,252","4,474","2,084","3,890",,"1,364","1,153","1,015",762,"2,493","1,363","1,100","1,049","1,429","2,690","1,054","1,853","1,129","2,434","3,132","3,491","1,801",390,848
2021,5,70,"24,688",933,"2,915","1,464","2,006",,745,829,644,653,"1,163",900,727,751,967,"1,826",804,942,791,955,"1,207","1,556","1,049",256,605
2021,5,80,"13,268",519,"1,666",864,"1,113",,406,583,384,371,629,570,392,339,452,680,512,488,425,483,603,666,576,121,426
2021,5,90,"1,786",79,185,102,164,,80,73,48,43,82,85,47,30,62,91,58,67,67,75,92,81,93,18,64
2021,5,100,67,4,9,5,7,,2,2,0,2,2,2,1,0,2,2,9,1,2,4,0,4,2,1,4
2021,6,총,"252,602","5,401","24,444","9,350","21,926",,"6,265","4,702","3,244","3,188","21,714","6,150","5,679","5,150","6,379","13,751","4,620","14,699","5,811","23,730","28,404","22,313","9,691","1,731","4,260"
2021,6,0,"15,818",135,"1,093",321,"1,346",,264,92,48,62,"2,350",184,273,198,164,416,90,"1,116",353,"2,845","2,401","1,167",639,46,215
2021,6,10,"20,427",231,"1,980",502,"1,194",,320,199,84,128,"2,392",305,309,311,309,798,184,"1,629",329,"2,611","3,582","2,189",573,84,184
2021,6,20,"26,223",339,"2,231",697,"2,181",,584,272,133,167,"2,247",470,506,521,596,"1,939",347,"1,881",454,"2,613","3,701","2,916",808,175,445
2021,6,30,"24,973",323,"1,699",651,"2,613",,501,239,126,156,"2,938",346,580,471,525,"1,238",270,"1,417",500,"3,347","3,148","2,240","1,080",114,451
2021,6,40,"36,248",594,"3,242","1,004","2,995",,704,400,189,284,"3,768",690,691,631,732,"1,753",480,"2,501",742,"4,306","5,105","3,547","1,322",202,366
2021,6,50,"46,558",985,"4,931","1,652","4,376",,"1,296",855,563,549,"3,633","1,232","1,044",831,"1,130","2,316",808,"2,791","1,009","4,018","5,404","4,438","1,729",318,650
2021,6,60,"42,496","1,250","4,491","2,084","3,928",,"1,367","1,156","1,019",767,"2,515","1,362","1,115","1,066","1,438","2,685","1,064","1,863","1,139","2,458","3,160","3,506","1,815",398,850
2021,6,70,"24,699",938,"2,912","1,471","2,002",,740,827,647,656,"1,164",901,720,752,970,"1,831",802,944,793,964,"1,208","1,555","1,050",252,600
2021,6,80,"13,292",523,"1,670",859,"1,113",,407,587,388,375,624,573,393,339,453,681,510,489,424,488,600,664,579,123,430
2021,6,90,"1,800",78,187,104,171,,80,73,47,42,80,85,47,30,60,92,57,67,66,76,95,86,94,18,65
2021,6,100,68,5,8,5,7,,2,2,0,2,3,2,1,0,2,2,8,1,2,4,0,5,2,1,4
2021,7,총,"252,438","5,394","24,395","9,330","21,994",,"6,238","4,704","3,251","3,183","21,721","6,163","5,662","5,161","6,372","13,703","4,603","14,646","5,793","23,857","28,323","22,285","9,692","1,730","4,238"
2021,7,0,"15,740",137,"1,081",320,"1,353",,261,93,49,59,"2,341",178,268,198,165,405,90,"1,101",357,"2,851","2,382","1,160",632,47,212
2021,7,10,"20,400",229,"1,975",493,"1,203",,321,199,81,129,"2,394",312,306,311,311,787,184,"1,619",331,"2,625","3,551","2,200",573,83,183
2021,7,20,"26,093",334,"2,221",702,"2,164",,579,271,137,166,"2,253",470,512,519,588,"1,933",349,"1,853",452,"2,604","3,688","2,896",791,173,438
2021,7,30,"24,890",322,"1,697",646,"2,632",,488,244,125,152,"2,907",347,568,470,529,"1,221",266,"1,412",495,"3,368","3,138","2,214","1,088",113,448
2021,7,40,"36,169",594,"3,224",997,"3,023",,701,398,195,278,"3,769",689,685,630,722,"1,749",478,"2,480",738,"4,350","5,048","3,530","1,331",198,362
2021,7,50,"46,535",977,"4,919","1,647","4,355",,"1,292",860,562,553,"3,646","1,229","1,037",839,"1,127","2,308",805,"2,795","1,000","4,028","5,411","4,433","1,737",323,652
2021,7,60,"42,648","1,251","4,486","2,086","3,957",,"1,371","1,151","1,011",769,"2,524","1,374","1,124","1,069","1,444","2,693","1,060","1,863","1,141","2,494","3,198","3,524","1,814",399,845
2021,7,70,"24,760",947,"2,925","1,464","2,014",,736,828,656,652,"1,176",909,718,751,972,"1,829",794,960,782,968,"1,210","1,570","1,049",250,600
2021,7,80,"13,335",516,"1,671",868,"1,115",,404,583,384,381,629,569,397,344,450,688,511,499,430,489,603,668,584,126,426
2021,7,90,"1,800",82,188,103,171,,83,75,51,42,80,84,46,30,62,87,58,63,65,76,94,85,90,17,68
2021,7,100,68,5,8,4,7,,2,2,0,2,2,2,1,0,2,3,8,1,2,4,0,5,3,1,4
2021,8,총,"252,344","5,387","24,304","9,301","22,057",,"6,247","4,712","3,235","3,168","21,683","6,158","5,657","5,163","6,362","13,671","4,584","14,634","5,791","23,980","28,336","22,245","9,714","1,725","4,230"
2021,8,0,"15,647",137,"1,059",313,"1,355",,266,94,45,59,"2,328",173,265,191,163,402,87,"1,087",354,"2,857","2,387","1,143",626,47,209
2021,8,10,"20,356",224,"1,968",488,"1,204",,312,201,80,126,"2,387",311,305,303,313,782,183,"1,625",334,"2,655","3,538","2,176",578,83,180
2021,8,20,"26,059",332,"2,198",698,"2,178",,578,269,133,166,"2,255",468,511,524,587,"1,930",339,"1,860",450,"2,604","3,689","2,894",790,168,438
2021,8,30,"24,830",320,"1,686",638,"2,644",,493,240,117,151,"2,880",342,560,467,527,"1,214",267,"1,408",490,"3,383","3,145","2,199","1,101",109,449
2021,8,40,"36,063",589,"3,188",992,"3,003",,691,402,198,278,"3,760",686,682,634,728,"1,737",476,"2,459",735,"4,390","5,023","3,519","1,335",199,359
2021,8,50,"46,508",980,"4,903","1,637","4,368",,"1,299",860,554,539,"3,639","1,226","1,045",840,"1,126","2,306",792,"2,804",999,"4,035","5,418","4,427","1,730",325,656
2021,8,60,"42,836","1,257","4,504","2,102","3,976",,"1,382","1,159","1,014",767,"2,537","1,379","1,125","1,073","1,437","2,696","1,060","1,863","1,152","2,510","3,222","3,550","1,824",401,846
2021,8,70,"24,838",944,"2,926","1,459","2,030",,737,831,659,654,"1,187",916,719,759,970,"1,821",797,969,784,980,"1,218","1,576","1,051",249,602
2021,8,80,"13,332",518,"1,674",867,"1,118",,405,576,384,383,627,570,399,344,446,692,516,497,428,482,603,669,589,126,419
2021,8,90,"1,805",81,190,103,174,,82,78,51,43,81,85,45,28,63,88,59,61,61,80,93,87,87,17,68
2021,8,100,70,5,8,4,7,,2,2,0,2,2,2,1,0,2,3,8,1,4,4,0,5,3,1,4
2021,9,총,"252,444","5,364","24,234","9,295","22,082",,"6,246","4,727","3,233","3,152","21,727","6,137","5,656","5,153","6,361","13,699","4,553","14,685","5,790","24,033","28,369","22,240","9,747","1,727","4,234"
2021,9,0,"15,592",135,"1,047",313,"1,357",,262,97,45,57,"2,325",170,266,189,161,399,86,"1,085",348,"2,853","2,389","1,126",628,48,206
2021,9,10,"20,279",222,"1,955",495,"1,195",,313,201,79,123,"2,383",306,304,296,309,784,181,"1,615",333,"2,648","3,529","2,169",581,80,178
2021,9,20,"26,049",321,"2,168",683,"2,149",,569,275,132,162,"2,270",466,500,526,585,"1,967",334,"1,881",447,"2,613","3,710","2,885",801,171,434
2021,9,30,"24,810",320,"1,682",639,"2,664",,493,243,116,147,"2,855",332,555,470,524,"1,212",260,"1,413",479,"3,393","3,138","2,210","1,104",108,453
2021,9,40,"35,950",581,"3,173",980,"2,987",,685,401,194,276,"3,767",681,685,627,722,"1,725",475,"2,457",741,"4,381","5,023","3,493","1,339",201,356
2021,9,50,"46,600",986,"4,880","1,632","4,393",,"1,293",862,552,537,"3,660","1,224","1,048",842,"1,134","2,309",781,"2,829","1,005","4,063","5,430","4,429","1,719",326,666
2021,9,60,"42,983","1,255","4,525","2,106","4,002",,"1,402","1,157","1,022",764,"2,551","1,390","1,128","1,067","1,437","2,692","1,058","1,868","1,156","2,526","3,222","3,572","1,829",402,852
2021,9,70,"24,912",938,"2,930","1,465","2,040",,738,831,653,658,"1,197",908,724,764,975,"1,826",794,973,788,986,"1,228","1,591","1,060",248,597
2021,9,80,"13,385",521,"1,674",876,"1,115",,407,579,390,383,636,573,398,340,447,693,517,500,427,488,605,673,595,127,421
2021,9,90,"1,814",80,192,102,173,,81,79,50,43,81,85,47,32,65,89,59,63,62,78,95,88,88,15,67
2021,9,100,70,5,8,4,7,,3,2,0,2,2,2,1,0,2,3,8,1,4,4,0,4,3,1,4
2021,10,총,"252,403","5,387","24,184","9,278","22,163",,"6,273","4,721","3,243","3,139","21,666","6,103","5,671","5,154","6,344","13,688","4,519","14,729","5,781","24,099","28,379","22,194","9,748","1,722","4,218"
2021,10,0,"15,511",138,"1,024",310,"1,365",,260,96,44,57,"2,301",171,265,187,157,396,80,"1,088",337,"2,870","2,388","1,109",622,49,197
2021,10,10,"20,259",222,"1,949",493,"1,195",,316,200,82,121,"2,379",300,306,299,305,781,180,"1,600",336,"2,656","3,528","2,167",590,78,176
2021,10,20,"25,973",327,"2,164",679,"2,143",,570,272,131,164,"2,252",457,503,518,589,"1,967",333,"1,894",452,"2,597","3,699","2,871",789,171,431
2021,10,30,"24,727",315,"1,661",645,"2,679",,495,238,115,142,"2,828",326,556,466,518,"1,218",255,"1,408",473,"3,404","3,136","2,185","1,108",108,448
2021,10,40,"35,860",588,"3,154",968,"2,980",,684,404,191,275,"3,752",673,678,624,715,"1,719",476,"2,465",743,"4,393","5,000","3,471","1,347",200,360
2021,10,50,"46,628",983,"4,875","1,621","4,427",,"1,306",857,553,528,"3,669","1,219","1,052",848,"1,131","2,297",780,"2,829",996,"4,069","5,444","4,456","1,704",320,664
2021,10,60,"43,130","1,254","4,540","2,107","4,029",,"1,410","1,161","1,036",768,"2,566","1,387","1,137","1,071","1,435","2,686","1,046","1,882","1,155","2,539","3,249","3,575","1,838",406,853
2021,10,70,"24,972",947,"2,926","1,470","2,048",,738,827,647,655,"1,200",910,726,767,976,"1,838",791,993,794,994,"1,233","1,587","1,061",248,596
2021,10,80,"13,444",530,"1,687",876,"1,117",,411,581,395,383,637,574,397,340,451,692,516,503,429,495,607,676,599,124,424
2021,10,90,"1,837",78,196,106,175,,80,83,49,45,81,84,50,34,65,91,58,66,62,78,94,93,87,17,65
2021,10,100,62,5,8,3,5,,3,2,0,1,1,2,1,0,2,3,4,1,4,4,1,4,3,1,4
2021,11,총,"252,162","5,377","24,150","9,260","22,138",,"6,262","4,705","3,232","3,118","21,721","6,087","5,663","5,125","6,323","13,674","4,511","14,713","5,809","24,090","28,384","22,180","9,718","1,715","4,207"
2021,11,0,"15,427",136,"1,007",304,"1,349",,258,96,44,55,"2,308",171,258,177,157,391,78,"1,090",346,"2,855","2,385","1,098",616,50,198
2021,11,10,"20,235",220,"1,946",491,"1,190",,317,197,82,121,"2,383",298,304,290,304,774,183,"1,597",345,"2,659","3,524","2,167",589,78,176
2021,11,20,"25,815",328,"2,147",674,"2,107",,562,270,131,160,"2,248",461,497,518,578,"1,968",326,"1,883",451,"2,578","3,681","2,872",778,162,435
2021,11,30,"24,651",323,"1,655",640,"2,682",,486,240,112,136,"2,828",324,550,463,520,"1,209",255,"1,401",472,"3,392","3,140","2,177","1,093",111,442
2021,11,40,"35,810",578,"3,143",966,"2,981",,686,400,188,274,"3,769",675,672,618,704,"1,717",473,"2,463",750,"4,413","4,986","3,466","1,342",199,347
2021,11,50,"46,585",981,"4,860","1,616","4,424",,"1,305",858,554,523,"3,674","1,207","1,056",847,"1,130","2,298",783,"2,823","1,000","4,063","5,452","4,450","1,695",318,668
2021,11,60,"43,242","1,259","4,562","2,107","4,057",,"1,415","1,156","1,032",765,"2,582","1,385","1,151","1,066","1,431","2,682","1,043","1,885","1,159","2,555","3,260","3,580","1,851",404,855
2021,11,70,"25,009",936,"2,933","1,476","2,047",,736,823,646,657,"1,207",909,719,766,983,"1,845",787,999,788,"1,001","1,254","1,591","1,059",251,596
2021,11,80,"13,469",531,"1,694",875,"1,116",,416,579,395,382,638,573,403,344,453,697,520,503,429,490,601,682,603,124,421
2021,11,90,"1,866",81,196,110,181,,78,85,48,44,83,82,52,36,61,91,61,68,65,80,100,93,89,17,65
2021,11,100,53,4,7,1,4,,3,1,0,1,1,2,1,0,2,2,2,1,4,4,1,4,3,1,4
2021,12,총,"251,889","5,391","24,083","9,233","22,159",,"6,277","4,684","3,230","3,116","21,699","6,078","5,677","5,096","6,307","13,647","4,485","14,685","5,836","24,072","28,310","22,161","9,725","1,724","4,214"
2021,12,0,"15,375",136,"1,000",305,"1,359",,258,91,43,54,"2,294",169,262,170,152,391,78,"1,065",352,"2,852","2,370","1,108",614,52,200
2021,12,10,"20,189",222,"1,932",493,"1,186",,321,195,82,119,"2,385",295,307,283,304,773,181,"1,596",347,"2,644","3,517","2,163",587,78,179
2021,12,20,"25,692",330,"2,138",667,"2,091",,558,265,132,163,"2,239",459,491,514,583,"1,944",324,"1,893",448,"2,565","3,658","2,851",789,157,433
2021,12,30,"24,522",324,"1,632",635,"2,681",,492,238,110,137,"2,815",318,548,455,507,"1,203",257,"1,390",476,"3,383","3,117","2,151","1,089",116,448
2021,12,40,"35,744",583,"3,136",966,"2,975",,684,398,189,269,"3,754",671,680,617,703,"1,703",466,"2,457",752,"4,420","4,964","3,474","1,336",197,350
2021,12,50,"46,590",980,"4,850","1,604","4,422",,"1,304",857,548,522,"3,691","1,215","1,058",844,"1,142","2,313",775,"2,827","1,007","4,062","5,452","4,433","1,699",321,664
2021,12,60,"43,321","1,262","4,562","2,100","4,096",,"1,421","1,150","1,034",773,"2,584","1,383","1,156","1,065","1,418","2,680","1,040","1,885","1,162","2,565","3,275","3,590","1,851",410,859
2021,12,70,"25,011",934,"2,932","1,474","2,062",,741,819,641,648,"1,212",916,719,764,980,"1,837",779,991,792,"1,004","1,259","1,612","1,055",252,588
2021,12,80,"13,521",535,"1,697",880,"1,102",,415,584,403,386,641,566,405,347,456,710,520,511,430,493,600,680,613,123,424
2021,12,90,"1,875",81,198,108,182,,80,86,48,44,82,83,50,37,60,91,63,69,66,81,98,95,89,17,67
2021,12,100,49,4,6,1,3,,3,1,0,1,2,3,1,0,2,2,2,1,4,3,0,4,3,1,2
