년도,월,나이,강동구,강일동,상일동,명일제1동,명일제2동,고덕제1동,고덕제2동,암사제1동,암사제2동,암사제3동,천호제1동,천호제2동,천호제3동,성내제1동,성내제2동,성내제3동,길동,둔촌제1동,둔촌제2동,상일제1동,상일제2동
2021,5,총,"228,812","20,018","19,005","12,717","8,622","12,792","11,363","17,302","7,413","8,829","13,298","16,488","12,911","9,794","11,785","11,479","22,532",76,"12,388",,
2021,5,0,"18,411","2,029","2,609","1,104",584,"1,531","1,331","1,058",714,988,696,853,691,821,556,648,"1,291",2,905,,
2021,5,10,"20,610","2,535","1,995","1,289","1,372","1,967","1,045","1,329",491,"1,011",910,929,633,876,578,"1,029","1,510",3,"1,108",,
2021,5,20,"30,234","2,378","2,045","1,608","1,121","1,253","1,259","2,513",935,975,"1,878","2,272","1,861","1,378","1,760","1,883","3,354",10,"1,751",,
2021,5,30,"36,190","2,816","2,757","2,016",931,"1,528","1,912","2,677","1,426","1,126","2,096","3,124","2,396","1,586","2,268","1,792","3,857",7,"1,875",,
2021,5,40,"37,625","3,294","3,622","2,020","1,369","2,677","2,016","2,810","1,206","1,608","2,100","2,507","1,936","1,623","1,746","1,721","3,491",12,"1,867",,
2021,5,50,"35,270","2,905","2,578","1,954","1,345","1,741","1,639","2,881","1,067","1,291","2,175","2,739","2,167","1,434","1,896","1,907","3,545",11,"1,995",,
2021,5,60,"30,871","2,335","2,335","1,696","1,227","1,371","1,390","2,417",896,"1,137","2,086","2,428","1,942","1,202","1,755","1,470","3,392",19,"1,773",,
2021,5,70,"15,058","1,268",878,794,536,533,594,"1,238",520,530,"1,061","1,248",987,661,911,804,"1,626",6,863,,
2021,5,80,"4,145",399,173,215,119,160,161,348,147,150,282,365,280,190,297,205,427,5,222,,
2021,5,90,369,58,12,20,17,21,15,30,11,11,14,23,16,22,15,18,37,1,28,,
2021,5,100,29,1,1,1,1,10,1,1,0,2,0,0,2,1,3,2,2,0,1,,
2021,6,총,"228,652","20,099","19,080","12,683","8,625","12,745","11,356","17,283","7,422","8,828","13,290","16,414","12,902","9,791","11,777","11,484","22,480",77,"12,316",,
2021,6,0,"18,343","2,020","2,612","1,094",582,"1,519","1,328","1,049",728,984,689,849,693,825,550,647,"1,274",2,898,,
2021,6,10,"20,633","2,548","2,009","1,294","1,369","1,968","1,054","1,325",491,"1,010",913,922,635,863,581,"1,036","1,500",3,"1,112",,
2021,6,20,"30,104","2,388","2,041","1,591","1,111","1,235","1,244","2,506",928,981,"1,881","2,259","1,859","1,369","1,752","1,875","3,337",10,"1,737",,
2021,6,30,"36,063","2,817","2,762","2,018",937,"1,520","1,896","2,652","1,420","1,109","2,085","3,105","2,408","1,606","2,248","1,783","3,850",7,"1,840",,
2021,6,40,"37,675","3,312","3,654","2,019","1,377","2,663","2,022","2,828","1,212","1,615","2,093","2,507","1,924","1,618","1,745","1,726","3,480",12,"1,868",,
2021,6,50,"35,186","2,907","2,584","1,942","1,346","1,732","1,630","2,869","1,070","1,292","2,172","2,733","2,161","1,426","1,884","1,908","3,538",11,"1,981",,
2021,6,60,"30,991","2,368","2,344","1,699","1,230","1,379","1,403","2,436",891,"1,139","2,091","2,409","1,941","1,209","1,779","1,477","3,410",19,"1,767",,
2021,6,70,"15,086","1,280",885,791,539,534,600,"1,237",520,526,"1,064","1,247",985,662,923,801,"1,627",7,858,,
2021,6,80,"4,171",399,176,215,117,164,163,350,150,158,288,360,277,190,297,209,428,5,225,,
2021,6,90,370,59,12,19,16,21,15,29,12,12,14,23,17,22,15,20,34,1,29,,
2021,6,100,30,1,1,1,1,10,1,2,0,2,0,0,2,1,3,2,2,0,1,,
2021,7,총,"228,642","15,583",0,"12,708","8,637","12,707","11,377","17,273","7,392","8,805","13,290","16,369","12,881","9,767","11,779","11,469","22,454",77,"12,300","19,136","4,638"
2021,7,0,"18,313","1,600",0,"1,093",570,"1,512","1,340","1,059",720,973,689,845,687,821,556,644,"1,263",2,906,"2,604",429
2021,7,10,"20,627","1,873",0,"1,301","1,377","1,980","1,053","1,316",492,"1,010",909,921,623,861,574,"1,024","1,500",3,"1,100","2,036",674
2021,7,20,"30,072","1,820",0,"1,605","1,113","1,215","1,238","2,512",919,976,"1,863","2,253","1,854","1,363","1,746","1,865","3,336",9,"1,723","2,042",620
2021,7,30,"35,956","2,216",0,"2,002",942,"1,490","1,890","2,620","1,407","1,096","2,094","3,097","2,409","1,595","2,244","1,800","3,834",8,"1,845","2,759",608
2021,7,40,"37,631","2,601",0,"2,021","1,372","2,662","2,020","2,823","1,207","1,616","2,087","2,496","1,923","1,602","1,748","1,723","3,475",11,"1,864","3,653",727
2021,7,50,"35,235","2,164",0,"1,963","1,354","1,733","1,646","2,881","1,075","1,288","2,169","2,714","2,159","1,433","1,891","1,894","3,530",12,"1,983","2,599",747
2021,7,60,"31,115","1,962",0,"1,692","1,233","1,387","1,404","2,445",889,"1,148","2,107","2,418","1,949","1,213","1,782","1,480","3,417",19,"1,769","2,362",439
2021,7,70,"15,082","1,015",0,799,544,531,606,"1,232",516,525,"1,065","1,242",982,662,920,799,"1,626",7,854,891,266
2021,7,80,"4,212",287,0,213,116,166,164,355,154,160,293,359,277,194,300,218,437,5,226,176,112
2021,7,90,369,44,0,18,16,21,15,28,13,10,14,24,16,22,15,20,34,1,29,13,16
2021,7,100,30,1,0,1,0,10,1,2,0,3,0,0,2,1,3,2,2,0,1,1,0
2021,8,총,"228,196","15,549",,"12,605","8,633","12,639","11,343","17,211","7,369","8,778","13,276","16,378","12,856","9,744","11,741","11,475","22,387",77,"12,216","19,209","4,710"
2021,8,0,"18,207","1,591",,"1,080",569,"1,511","1,322","1,058",712,957,685,839,684,814,546,640,"1,261",2,895,"2,615",426
2021,8,10,"20,575","1,852",,"1,291","1,367","1,982","1,065","1,311",491,"1,008",914,917,620,852,567,"1,023","1,491",3,"1,095","2,048",678
2021,8,20,"29,959","1,810",,"1,592","1,112","1,195","1,220","2,500",913,969,"1,850","2,258","1,863","1,389","1,730","1,857","3,305",9,"1,689","2,047",651
2021,8,30,"35,728","2,205",,"1,967",950,"1,463","1,861","2,597","1,395","1,088","2,072","3,108","2,382","1,573","2,234","1,797","3,814",8,"1,830","2,759",625
2021,8,40,"37,551","2,598",,"1,997","1,363","2,642","2,036","2,796","1,203","1,610","2,090","2,495","1,922","1,586","1,745","1,724","3,470",11,"1,864","3,676",723
2021,8,50,"35,246","2,175",,"1,957","1,356","1,733","1,644","2,881","1,079","1,283","2,169","2,706","2,168","1,442","1,888","1,904","3,522",12,"1,959","2,610",758
2021,8,60,"31,171","1,969",,"1,693","1,236","1,380","1,415","2,442",897,"1,154","2,120","2,429","1,939","1,214","1,786","1,484","3,417",18,"1,770","2,361",447
2021,8,70,"15,098","1,011",,796,542,531,601,"1,233",517,538,"1,063","1,241",983,656,925,803,"1,627",8,853,899,271
2021,8,80,"4,253",292,,212,122,170,162,363,151,158,299,361,278,195,299,221,442,4,231,179,114
2021,8,90,376,45,,18,16,22,16,28,11,10,14,24,15,22,18,19,36,2,29,14,17
2021,8,100,32,1,,2,0,10,1,2,0,3,0,0,2,1,3,3,2,0,1,1,0
2021,9,총,"228,002","15,619",,"12,599","8,609","12,602","11,310","17,169","7,370","8,768","13,234","16,416","12,894","9,711","11,716","11,457","22,326",76,"12,174","19,215","4,737"
2021,9,0,"18,104","1,591",,"1,091",566,"1,483","1,314","1,050",708,950,669,838,689,800,543,633,"1,251",2,886,"2,617",423
2021,9,10,"20,585","1,855",,"1,292","1,370","2,005","1,062","1,316",498,"1,003",908,915,623,849,568,"1,017","1,480",3,"1,085","2,061",675
2021,9,20,"29,878","1,820",,"1,580","1,107","1,195","1,207","2,487",903,965,"1,835","2,277","1,871","1,383","1,728","1,840","3,296",9,"1,673","2,035",667
2021,9,30,"35,590","2,210",,"1,962",934,"1,423","1,835","2,595","1,384","1,084","2,079","3,124","2,392","1,573","2,212","1,803","3,769",8,"1,833","2,736",634
2021,9,40,"37,560","2,597",,"1,994","1,365","2,638","2,054","2,790","1,203","1,616","2,084","2,493","1,938","1,573","1,732","1,728","3,466",11,"1,846","3,704",728
2021,9,50,"35,275","2,205",,"1,945","1,352","1,744","1,647","2,877","1,091","1,287","2,167","2,711","2,156","1,441","1,882","1,898","3,527",12,"1,963","2,611",759
2021,9,60,"31,182","1,980",,"1,698","1,231","1,375","1,414","2,429",900,"1,150","2,104","2,423","1,944","1,218","1,802","1,493","3,416",18,"1,768","2,366",453
2021,9,70,"15,136","1,023",,804,548,533,600,"1,229",521,544,"1,068","1,245",983,652,924,799,"1,634",7,859,895,268
2021,9,80,"4,280",294,,213,121,173,160,367,152,154,304,366,279,199,303,224,447,4,231,176,113
2021,9,90,379,43,,18,15,23,16,27,9,12,16,24,17,22,19,19,38,2,29,13,17
2021,9,100,33,1,,2,0,10,1,2,1,3,0,0,2,1,3,3,2,0,1,1,0
2021,10,총,"227,755","15,642",,"12,606","8,639","12,541","11,228","17,136","7,364","8,772","13,184","16,387","12,907","9,683","11,676","11,419","22,320",76,"12,186","19,228","4,761"
2021,10,0,"18,045","1,593",,"1,102",566,"1,477","1,304","1,034",705,945,663,844,675,799,534,633,"1,252",2,890,"2,598",429
2021,10,10,"20,595","1,852",,"1,294","1,390","2,002","1,062","1,301",506,"1,015",901,909,625,848,561,"1,012","1,477",3,"1,089","2,072",676
2021,10,20,"29,766","1,815",,"1,565","1,104","1,182","1,191","2,496",894,965,"1,811","2,270","1,891","1,373","1,727","1,820","3,292",9,"1,664","2,021",676
2021,10,30,"35,428","2,193",,"1,964",934,"1,405","1,796","2,577","1,374","1,069","2,084","3,139","2,405","1,540","2,195","1,797","3,757",8,"1,838","2,716",637
2021,10,40,"37,532","2,607",,"1,993","1,378","2,630","2,039","2,776","1,207","1,606","2,061","2,478","1,926","1,588","1,732","1,718","3,473",11,"1,854","3,731",724
2021,10,50,"35,272","2,218",,"1,946","1,354","1,734","1,643","2,890","1,094","1,299","2,162","2,697","2,151","1,433","1,876","1,896","3,525",12,"1,958","2,618",766
2021,10,60,"31,223","1,987",,"1,701","1,232","1,375","1,410","2,429",895,"1,152","2,110","2,416","1,956","1,224","1,797","1,496","3,423",18,"1,773","2,372",457
2021,10,70,"15,165","1,035",,799,545,536,603,"1,234",519,550,"1,072","1,243",981,653,925,799,"1,631",7,855,908,270
2021,10,80,"4,316",297,,222,120,169,161,369,162,156,304,366,278,201,307,226,450,4,236,178,110
2021,10,90,380,44,,18,16,21,18,28,7,12,16,25,17,23,19,19,38,2,28,13,16
2021,10,100,33,1,,2,0,10,1,2,1,3,0,0,2,1,3,3,2,0,1,1,0
2021,11,총,"227,436","15,712",,"12,583","8,603","12,470","11,187","17,107","7,358","8,797","13,146","16,302","12,936","9,644","11,643","11,388","22,333",76,"12,160","19,233","4,758"
2021,11,0,"17,924","1,592",,"1,097",564,"1,446","1,289","1,016",708,948,655,838,668,803,524,616,"1,242",2,890,"2,605",421
2021,11,10,"20,545","1,864",,"1,294","1,371","2,001","1,062","1,301",510,"1,009",896,904,631,833,563,"1,003","1,467",3,"1,086","2,074",673
2021,11,20,"29,686","1,819",,"1,557","1,105","1,194","1,189","2,487",879,975,"1,803","2,245","1,914","1,371","1,726","1,821","3,272",9,"1,648","1,998",674
2021,11,30,"35,314","2,196",,"1,951",928,"1,365","1,768","2,579","1,383","1,070","2,072","3,121","2,409","1,519","2,195","1,790","3,784",8,"1,839","2,701",636
2021,11,40,"37,491","2,610",,"2,004","1,367","2,616","2,032","2,754","1,206","1,609","2,053","2,466","1,926","1,595","1,715","1,726","3,478",11,"1,838","3,757",728
2021,11,50,"35,301","2,238",,"1,936","1,350","1,739","1,647","2,896","1,097","1,309","2,155","2,688","2,146","1,429","1,883","1,892","3,522",12,"1,972","2,623",767
2021,11,60,"31,281","2,013",,"1,700","1,237","1,368","1,419","2,433",891,"1,152","2,116","2,415","1,969","1,227","1,788","1,497","3,434",18,"1,773","2,374",457
2021,11,70,"15,135","1,042",,803,546,536,601,"1,238",511,551,"1,069","1,232",969,645,920,797,"1,641",7,849,906,272
2021,11,80,"4,357",297,,222,120,174,161,375,165,159,311,367,286,202,307,226,452,4,234,181,114
2021,11,90,372,40,,18,15,21,18,26,7,12,16,26,17,19,19,18,39,2,30,13,16
2021,11,100,30,1,,1,0,10,1,2,1,3,0,0,1,1,3,2,2,0,1,1,0
2021,12,총,"227,002","15,740",,"12,589","8,590","12,344","11,169","17,114","7,367","8,763","13,123","16,280","12,924","9,611","11,614","11,326","22,299",75,"12,147","19,154","4,773"
2021,12,0,"17,832","1,590",,"1,103",568,"1,422","1,295","1,002",703,939,650,837,671,795,511,616,"1,238",2,883,"2,589",418
2021,12,10,"20,491","1,866",,"1,296","1,358","2,013","1,058","1,300",513,"1,010",888,897,626,832,566,991,"1,458",3,"1,074","2,072",670
2021,12,20,"29,554","1,810",,"1,541","1,093","1,171","1,170","2,484",888,977,"1,813","2,240","1,907","1,352","1,705","1,798","3,261",9,"1,669","1,983",683
2021,12,30,"35,183","2,187",,"1,955",933,"1,322","1,761","2,563","1,373","1,048","2,068","3,124","2,412","1,523","2,206","1,766","3,778",8,"1,834","2,685",637
2021,12,40,"37,397","2,620",,"1,996","1,380","2,597","2,022","2,769","1,206","1,606","2,029","2,472","1,931","1,590","1,694","1,719","3,444",10,"1,834","3,746",732
2021,12,50,"35,258","2,245",,"1,943","1,335","1,731","1,640","2,902","1,092","1,301","2,158","2,687","2,136","1,416","1,892","1,890","3,527",12,"1,969","2,617",765
2021,12,60,"31,299","2,031",,"1,706","1,237","1,365","1,431","2,450",906,"1,153","2,109","2,398","1,962","1,231","1,779","1,490","3,441",18,"1,774","2,357",461
2021,12,70,"15,181","1,046",,804,550,536,608,"1,235",509,553,"1,076","1,229",973,647,927,804,"1,655",7,842,905,275
2021,12,80,"4,411",304,,225,119,166,165,379,169,161,316,369,288,206,312,232,456,4,240,184,116
2021,12,90,376,40,,19,17,21,18,28,7,12,16,27,16,18,19,18,39,2,28,15,16
2021,12,100,20,1,,1,0,0,1,2,1,3,0,0,2,1,3,2,2,0,0,1,0
