년도,월,나이,춘천시,신북읍,동면,동산면,신동면,남면,서면,사북면,북산면,동내면,남산면,교동,조운동,약사명동,근화동,소양동,후평1동,후평2동,후평3동,효자1동,효자2동,효자3동,석사동,퇴계동,강남동,신사우동
2021,2,50,"46,942","1,438","3,078",258,517,209,693,478,193,"2,809",670,515,482,401,"1,246","1,677","1,974","2,394","3,403",760,"1,829",673,"6,267","8,357","3,220","3,401"
2021,2,60,"38,869","1,471","2,419",399,591,285,956,660,296,"2,251",917,524,511,397,"1,121","1,340","1,921","1,735","2,947",689,"1,734",661,"4,017","5,649","2,712","2,666"
2021,2,70,"20,989",932,997,206,280,195,577,401,186,"1,045",503,383,328,305,706,797,"1,112",968,"1,510",417,"1,162",408,"2,128","2,609","1,368","1,466"
2021,2,80,"11,975",623,531,168,220,130,396,238,99,592,270,208,206,173,400,425,601,564,865,230,666,245,"1,194","1,479",636,816
2021,2,90,"1,945",98,115,14,29,22,84,41,14,95,43,25,43,42,66,73,96,84,128,38,95,36,167,239,126,132
2021,2,100,120,4,4,1,1,1,10,0,1,4,3,3,2,3,7,12,3,6,3,2,6,2,5,7,9,21
2021,3,총,"282,328","7,631","19,728","1,464","2,562","1,072","3,786","2,531",944,"17,307","3,470","3,579","2,770","2,185","8,662","9,494","11,790","14,918","21,211","4,516","11,922","4,467","35,201","49,676","19,099","22,343"
2021,3,0,"21,417",330,"2,158",27,106,25,107,62,12,"1,420",81,102,83,76,920,745,511,"1,298","1,784",336,406,154,"2,440","4,449","1,544","2,241"
2021,3,10,"26,803",460,"2,471",58,130,30,184,143,23,"1,718",158,185,128,116,664,756,864,"1,440","1,922",377,679,224,"4,338","5,895","1,577","2,263"
2021,3,20,"37,284",761,"1,925",123,254,35,227,190,37,"2,169",227,883,359,260,998,"1,218","1,869","2,164","2,658",540,"2,716",976,"5,074","6,380","2,436","2,805"
2021,3,30,"34,070",648,"2,395",96,189,59,230,111,36,"2,329",244,402,299,199,"1,435","1,205","1,332","2,131","2,847",468,"1,313",600,"3,679","6,181","2,635","3,007"
2021,3,40,"42,139",881,"3,610",112,246,83,338,218,58,"2,858",365,384,345,245,"1,160","1,331","1,523","2,139","3,101",683,"1,378",494,"5,856","8,400","2,820","3,511"
2021,3,50,"46,737","1,418","3,064",254,504,210,694,475,189,"2,792",663,509,476,389,"1,214","1,653","1,951","2,387","3,420",757,"1,796",663,"6,275","8,373","3,202","3,409"
2021,3,60,"39,077","1,489","2,464",405,601,281,956,660,294,"2,285",914,513,497,390,"1,112","1,325","1,926","1,735","2,969",682,"1,733",671,"4,046","5,697","2,746","2,686"
2021,3,70,"20,874",927,995,207,282,196,573,394,186,"1,043",502,371,333,304,689,774,"1,113",965,"1,515",402,"1,152",402,"2,119","2,584","1,365","1,481"
2021,3,80,"11,967",621,528,165,220,130,401,237,97,585,272,207,207,168,404,415,605,572,863,234,662,248,"1,201","1,478",642,805
2021,3,90,"1,899",94,115,16,30,22,71,41,12,104,40,21,43,37,62,67,95,83,129,36,85,34,168,236,125,133
2021,3,100,61,2,3,1,0,1,5,0,0,4,4,2,0,1,4,5,1,4,3,1,2,1,5,3,7,2
2021,4,총,"282,326","7,611","19,706","1,464","2,560","1,081","3,764","2,528",954,"17,311","3,471","3,544","2,773","2,171","8,672","9,507","11,725","14,866","21,215","4,514","11,946","4,453","35,113","49,648","19,062","22,667"
2021,4,0,"21,317",322,"2,133",27,104,25,102,63,13,"1,416",81,99,84,78,920,753,503,"1,297","1,781",337,412,155,"2,420","4,409","1,524","2,259"
2021,4,10,"26,743",464,"2,461",57,131,29,185,144,23,"1,711",156,185,126,114,659,759,853,"1,423","1,925",373,673,230,"4,333","5,869","1,577","2,283"
2021,4,20,"37,239",750,"1,927",121,255,41,226,182,36,"2,169",231,867,354,258,"1,000","1,224","1,863","2,162","2,633",535,"2,722",977,"5,065","6,401","2,431","2,809"
2021,4,30,"34,006",649,"2,363",99,183,54,219,114,37,"2,327",244,406,295,188,"1,433","1,210","1,343","2,121","2,852",469,"1,319",590,"3,643","6,189","2,608","3,051"
2021,4,40,"42,119",878,"3,631",112,248,86,334,218,59,"2,863",363,381,354,243,"1,166","1,326","1,502","2,131","3,104",680,"1,374",484,"5,830","8,362","2,831","3,559"
2021,4,50,"46,685","1,395","3,067",251,501,213,689,469,189,"2,775",657,500,471,388,"1,213","1,648","1,934","2,364","3,429",760,"1,801",656,"6,278","8,362","3,193","3,482"
2021,4,60,"39,409","1,507","2,483",413,607,285,958,667,299,"2,318",919,506,503,392,"1,118","1,333","1,923","1,750","2,986",689,"1,740",674,"4,064","5,759","2,763","2,753"
2021,4,70,"20,840",928,997,204,280,197,575,393,190,"1,031",501,371,336,301,688,765,"1,105",961,"1,506",398,"1,158",399,"2,110","2,577","1,359","1,510"
2021,4,80,"12,007",620,528,165,221,128,399,235,96,592,273,205,207,170,412,416,603,567,864,238,664,252,"1,198","1,483",644,827
2021,4,90,"1,899",96,113,14,30,22,72,43,12,105,42,22,43,38,59,68,95,86,132,34,81,35,167,234,124,132
2021,4,100,62,2,3,1,0,1,5,0,0,4,4,2,0,1,4,5,1,4,3,1,2,1,5,3,8,2
2021,5,총,"282,482","7,586","19,701","1,462","2,556","1,081","3,764","2,524",953,"17,319","3,459","3,544","2,762","2,161","8,662","9,500","11,699","14,860","21,214","4,517","11,986","4,425","35,131","49,657","19,065","22,894"
2021,5,0,"21,189",319,"2,109",28,100,25,103,65,13,"1,407",78,100,84,78,914,741,498,"1,295","1,781",331,404,148,"2,413","4,367","1,530","2,258"
2021,5,10,"26,685",459,"2,461",59,127,29,183,145,22,"1,713",154,179,123,114,657,775,839,"1,416","1,926",377,674,230,"4,313","5,856","1,571","2,283"
2021,5,20,"37,268",744,"1,950",121,253,43,223,179,36,"2,161",229,875,354,258,"1,014","1,219","1,849","2,164","2,634",531,"2,726",970,"5,082","6,395","2,416","2,842"
2021,5,30,"33,990",646,"2,357",93,183,53,218,117,36,"2,328",242,403,294,189,"1,418","1,201","1,344","2,109","2,820",481,"1,327",586,"3,667","6,179","2,615","3,084"
2021,5,40,"42,070",870,"3,618",115,243,84,334,211,58,"2,851",358,381,349,244,"1,170","1,342","1,499","2,142","3,106",673,"1,384",474,"5,807","8,345","2,819","3,593"
2021,5,50,"46,676","1,394","3,065",247,502,211,681,465,190,"2,777",657,495,472,382,"1,207","1,644","1,934","2,365","3,440",759,"1,799",655,"6,260","8,376","3,187","3,512"
2021,5,60,"39,773","1,515","2,498",416,612,289,970,673,300,"2,340",921,514,496,388,"1,125","1,335","1,942","1,757","3,000",694,"1,757",675,"4,113","5,830","2,793","2,820"
2021,5,70,"20,780",916,999,201,284,194,575,388,190,"1,028",497,370,336,297,684,760,"1,094",957,"1,500",396,"1,160",396,"2,108","2,567","1,358","1,525"
2021,5,80,"12,086",628,527,168,222,131,400,238,96,606,276,203,210,174,409,410,604,560,871,240,670,251,"1,201","1,505",646,840
2021,5,90,"1,900",93,114,13,30,21,72,43,12,103,44,22,44,35,60,69,95,90,133,34,83,39,162,233,121,135
2021,5,100,65,2,3,1,0,1,5,0,0,5,3,2,0,2,4,4,1,5,3,1,2,1,5,4,9,2
2021,6,총,"282,511","7,589","19,698","1,454","2,566","1,073","3,756","2,509",949,"17,359","3,452","3,540","2,749","2,156","8,654","9,486","11,685","14,849","21,160","4,506","11,969","4,410","35,096","49,745","19,074","23,027"
2021,6,0,"21,109",320,"2,094",26,100,23,102,64,13,"1,400",79,98,83,77,916,741,493,"1,294","1,763",333,406,144,"2,388","4,354","1,527","2,271"
2021,6,10,"26,624",450,"2,459",58,129,29,182,141,22,"1,716",154,174,118,115,657,767,846,"1,415","1,925",374,665,228,"4,293","5,850","1,570","2,287"
2021,6,20,"37,309",731,"1,964",119,252,42,225,177,34,"2,161",230,888,348,257,"1,014","1,213","1,835","2,170","2,634",537,"2,726",963,"5,099","6,414","2,415","2,861"
2021,6,30,"33,944",651,"2,338",93,184,53,221,115,36,"2,325",241,396,293,192,"1,414","1,192","1,355","2,104","2,803",474,"1,325",584,"3,673","6,181","2,604","3,097"
2021,6,40,"42,006",867,"3,610",112,245,82,334,209,57,"2,855",356,380,346,243,"1,172","1,343","1,490","2,145","3,085",674,"1,382",469,"5,772","8,357","2,812","3,609"
2021,6,50,"46,509","1,392","3,029",241,498,207,671,453,189,"2,792",653,496,473,377,"1,202","1,630","1,934","2,347","3,431",750,"1,785",659,"6,242","8,369","3,185","3,504"
2021,6,60,"40,172","1,537","2,555",422,623,289,973,683,301,"2,361",923,513,498,393,"1,126","1,350","1,947","1,766","3,007",700,"1,774",675,"4,165","5,902","2,815","2,874"
2021,6,70,"20,706",919,994,203,280,195,573,379,189,"1,027",492,365,334,291,676,766,"1,077",947,"1,505",388,"1,148",398,"2,096","2,557","1,367","1,540"
2021,6,80,"12,174",630,536,166,226,131,397,243,96,617,276,204,212,175,416,412,611,564,869,241,673,251,"1,204","1,525",651,848
2021,6,90,"1,892",90,116,13,29,21,73,45,12,100,44,24,44,34,57,68,96,92,135,34,83,38,159,232,119,134
2021,6,100,66,2,3,1,0,1,5,0,0,5,4,2,0,2,4,4,1,5,3,1,2,1,5,4,9,2
2021,7,총,"282,592","7,566","19,763","1,443","2,581","1,077","3,754","2,509",941,"17,406","3,444","3,556","2,752","2,153","8,630","9,500","11,699","14,845","21,156","4,476","11,965","4,414","35,019","49,737","19,116","23,090"
2021,7,0,"20,975",319,"2,070",27,96,23,99,62,13,"1,392",75,100,87,78,917,741,498,"1,280","1,746",325,402,143,"2,351","4,335","1,524","2,272"
2021,7,10,"26,635",445,"2,477",57,132,28,181,139,20,"1,715",153,166,116,112,648,776,843,"1,425","1,929",373,659,227,"4,300","5,849","1,575","2,290"
2021,7,20,"37,272",724,"1,981",117,251,44,223,174,31,"2,162",230,892,345,253,"1,005","1,208","1,844","2,164","2,641",532,"2,712",956,"5,077","6,427","2,410","2,869"
2021,7,30,"33,945",651,"2,320",90,183,54,221,118,36,"2,357",236,410,298,195,"1,430","1,181","1,370","2,102","2,789",474,"1,321",585,"3,647","6,164","2,607","3,106"
2021,7,40,"41,944",853,"3,619",113,247,83,339,208,57,"2,842",355,379,342,241,"1,161","1,356","1,482","2,143","3,074",658,"1,384",470,"5,745","8,353","2,816","3,624"
2021,7,50,"46,437","1,387","3,046",233,494,203,673,451,187,"2,802",653,490,473,377,"1,187","1,623","1,919","2,345","3,432",750,"1,788",661,"6,230","8,351","3,182","3,500"
2021,7,60,"40,534","1,550","2,595",426,641,297,977,695,297,"2,381",922,522,500,393,"1,138","1,368","1,962","1,779","3,020",701,"1,788",685,"4,196","5,945","2,851","2,905"
2021,7,70,"20,663",913,997,201,279,195,568,376,190,"1,028",486,362,335,293,670,758,"1,074",941,"1,512",385,"1,145",395,"2,100","2,554","1,371","1,535"
2021,7,80,"12,215",631,540,166,227,128,394,243,97,618,286,208,213,172,414,417,606,569,875,244,680,252,"1,207","1,523",654,851
2021,7,90,"1,902",90,115,12,31,21,74,43,13,104,44,25,43,37,56,68,99,92,134,33,84,39,160,233,116,136
2021,7,100,70,3,3,1,0,1,5,0,0,5,4,2,0,2,4,4,2,5,4,1,2,1,6,3,10,2
2021,8,총,"282,714","7,589","19,756","1,445","2,574","1,077","3,766","2,520",943,"17,391","3,423","3,558","2,732","2,153","8,648","9,490","11,681","14,832","21,140","4,473","12,026","4,418","35,049","49,695","19,187","23,148"
2021,8,0,"20,892",321,"2,063",27,98,22,99,66,13,"1,378",73,101,84,81,916,740,501,"1,271","1,736",319,401,147,"2,333","4,317","1,542","2,243"
2021,8,10,"26,616",450,"2,478",59,132,27,182,144,20,"1,719",153,163,118,115,642,771,838,"1,424","1,926",376,664,228,"4,291","5,817","1,573","2,306"
2021,8,20,"37,312",720,"1,958",116,247,44,225,171,30,"2,152",225,899,343,249,"1,011","1,195","1,837","2,167","2,645",535,"2,753",956,"5,099","6,436","2,412","2,887"
2021,8,30,"33,903",656,"2,316",90,185,51,223,115,36,"2,338",235,414,295,191,"1,439","1,183","1,365","2,085","2,761",472,"1,319",586,"3,652","6,160","2,628","3,108"
2021,8,40,"41,887",858,"3,616",112,245,85,334,212,57,"2,841",344,376,347,239,"1,168","1,358","1,485","2,145","3,082",657,"1,388",469,"5,718","8,321","2,815","3,615"
2021,8,50,"46,444","1,393","3,042",229,487,201,670,447,189,"2,807",650,489,467,382,"1,192","1,618","1,906","2,343","3,433",744,"1,796",658,"6,241","8,354","3,195","3,511"
2021,8,60,"40,795","1,554","2,613",432,644,302,987,700,298,"2,401",920,517,498,393,"1,136","1,386","1,973","1,792","3,043",705,"1,796",688,"4,237","5,965","2,868","2,947"
2021,8,70,"20,620",905,"1,008",200,279,195,571,374,188,"1,029",489,366,330,294,666,751,"1,059",940,"1,504",383,"1,139",392,"2,098","2,552","1,375","1,533"
2021,8,80,"12,259",638,547,167,224,127,393,248,98,616,284,206,209,171,414,417,616,571,876,244,679,257,"1,211","1,538",652,856
2021,8,90,"1,915",91,111,12,33,22,77,43,14,105,46,25,41,35,60,67,99,90,130,37,89,36,163,232,117,140
2021,8,100,71,3,4,1,0,1,5,0,0,5,4,2,0,3,4,4,2,4,4,1,2,1,6,3,10,2
2021,9,총,"283,312","7,607","19,639","1,443","2,575","1,076","3,764","2,513",950,"17,257","3,431","3,540","2,729","2,723","8,564","9,397","11,631","14,688","21,015","4,440","12,049","4,388","34,845","49,228","20,831","22,989"
2021,9,0,"20,894",329,"2,026",27,99,19,100,68,14,"1,350",71,100,83,145,893,721,494,"1,260","1,714",317,393,139,"2,309","4,248","1,750","2,225"
2021,9,10,"26,576",449,"2,469",57,134,27,180,138,20,"1,711",153,159,120,147,644,754,833,"1,407","1,914",371,647,224,"4,255","5,757","1,731","2,275"
2021,9,20,"37,399",725,"1,939",112,241,46,230,171,31,"2,126",220,899,340,338,998,"1,190","1,836","2,140","2,630",519,"2,820",967,"5,065","6,368","2,605","2,843"
2021,9,30,"34,048",648,"2,293",92,189,51,220,114,37,"2,300",236,417,294,300,"1,421","1,184","1,350","2,055","2,707",468,"1,323",577,"3,622","6,079","2,989","3,082"
2021,9,40,"41,860",861,"3,595",112,242,86,333,209,59,"2,821",343,366,346,330,"1,143","1,329","1,483","2,123","3,062",652,"1,374",458,"5,662","8,230","3,079","3,562"
2021,9,50,"46,588","1,399","3,027",229,491,201,659,445,189,"2,796",654,485,462,468,"1,187","1,607","1,889","2,322","3,424",744,"1,787",655,"6,239","8,283","3,443","3,503"
2021,9,60,"41,049","1,561","2,632",432,641,299,996,703,299,"2,394",925,518,499,461,"1,137","1,370","1,973","1,784","3,047",703,"1,804",685,"4,228","5,953","3,039","2,966"
2021,9,70,"20,541",895,989,202,280,196,574,372,188,"1,031",491,366,330,316,658,756,"1,053",931,"1,496",385,"1,122",383,"2,087","2,520","1,393","1,527"
2021,9,80,"12,356",644,553,167,221,126,392,251,99,620,284,204,214,179,420,413,620,571,884,244,689,264,"1,211","1,552",670,864
2021,9,90,"1,928",93,112,12,37,24,75,42,14,103,50,24,41,36,59,69,98,90,133,36,87,35,161,235,122,140
2021,9,100,73,3,4,1,0,1,5,0,0,5,4,2,0,3,4,4,2,5,4,1,3,1,6,3,10,2
2021,10,총,"283,803","7,597","19,638","1,450","2,565","1,074","3,775","2,513",951,"17,177","3,435","3,522","2,715","3,162","8,507","9,357","11,591","14,607","20,900","4,422","11,986","4,353","34,667","48,889","22,035","22,915"
2021,10,0,"20,876",327,"2,023",23,97,19,100,67,14,"1,319",71,95,84,194,885,709,487,"1,238","1,703",319,384,125,"2,281","4,220","1,890","2,202"
2021,10,10,"26,504",443,"2,471",58,132,28,178,136,19,"1,695",155,160,115,183,629,764,818,"1,395","1,894",364,632,223,"4,212","5,704","1,839","2,257"
2021,10,20,"37,432",726,"1,939",108,233,50,230,173,32,"2,115",219,889,337,400,"1,002","1,174","1,840","2,125","2,614",517,"2,805",958,"5,035","6,321","2,747","2,843"
2021,10,30,"34,171",649,"2,302",94,193,51,225,114,36,"2,279",235,410,292,381,"1,412","1,159","1,346","2,066","2,703",461,"1,328",571,"3,582","6,033","3,191","3,058"
2021,10,40,"41,854",854,"3,572",106,239,84,334,209,58,"2,811",338,366,345,406,"1,133","1,332","1,469","2,102","3,034",648,"1,371",448,"5,651","8,134","3,281","3,529"
2021,10,50,"46,674","1,391","3,034",232,492,195,656,447,188,"2,783",655,483,453,527,"1,191","1,614","1,889","2,302","3,391",740,"1,777",658,"6,191","8,251","3,637","3,497"
2021,10,60,"41,337","1,562","2,641",441,636,301,"1,003",707,306,"2,420",929,525,503,508,"1,117","1,366","1,971","1,780","3,050",709,"1,789",688,"4,258","5,929","3,205","2,993"
2021,10,70,"20,493",896,983,203,286,194,569,367,186,"1,024",491,362,331,335,650,749,"1,043",928,"1,489",384,"1,121",378,"2,077","2,502","1,428","1,517"
2021,10,80,"12,453",648,558,169,219,126,397,251,99,623,288,207,214,187,424,418,626,578,884,242,690,268,"1,214","1,564",682,877
2021,10,90,"1,935",97,111,15,38,25,78,42,13,103,50,23,41,38,60,68,100,88,134,37,86,35,160,228,125,140
2021,10,100,74,4,4,1,0,1,5,0,0,5,4,2,0,3,4,4,2,5,4,1,3,1,6,3,10,2
2021,11,총,"284,121","7,548","19,649","1,442","2,578","1,076","3,773","2,500",959,"17,161","3,424","3,549","2,695","3,278","8,540","9,314","11,588","14,601","20,872","4,411","11,981","4,340","34,625","48,845","22,437","22,935"
2021,11,0,"20,869",318,"2,029",23,99,19,98,66,13,"1,303",71,98,79,212,890,704,482,"1,229","1,698",313,376,126,"2,281","4,216","1,912","2,214"
2021,11,10,"26,465",436,"2,467",58,135,28,175,134,18,"1,700",151,163,113,194,636,757,814,"1,395","1,897",368,634,223,"4,176","5,679","1,869","2,245"
2021,11,20,"37,412",708,"1,932",106,230,50,232,172,33,"2,102",219,901,339,410,"1,007","1,173","1,833","2,123","2,582",516,"2,808",952,"5,034","6,318","2,795","2,837"
2021,11,30,"34,282",660,"2,298",89,195,52,225,112,37,"2,268",237,412,291,417,"1,428","1,142","1,354","2,061","2,705",453,"1,335",569,"3,590","6,021","3,262","3,069"
2021,11,40,"41,833",830,"3,577",103,243,84,333,202,56,"2,806",340,372,335,427,"1,133","1,326","1,471","2,103","3,038",646,"1,365",449,"5,623","8,096","3,355","3,520"
2021,11,50,"46,725","1,389","3,042",232,487,191,655,444,193,"2,788",650,487,458,530,"1,193","1,610","1,878","2,303","3,386",732,"1,775",657,"6,192","8,264","3,696","3,493"
2021,11,60,"41,560","1,564","2,647",444,645,305,"1,010",715,305,"2,434",930,527,499,515,"1,114","1,367","1,984","1,791","3,055",714,"1,784",687,"4,274","5,963","3,276","3,011"
2021,11,70,"20,419",893,978,201,287,193,562,363,188,"1,026",480,357,323,338,650,742,"1,038",924,"1,483",385,"1,119",377,"2,061","2,489","1,441","1,521"
2021,11,80,"12,540",646,562,170,218,128,400,251,103,626,292,207,218,194,425,421,635,576,893,246,694,264,"1,227","1,567",694,883
2021,11,90,"1,945",100,113,15,39,25,79,41,13,104,50,23,40,38,61,68,97,91,130,37,88,35,161,229,128,140
2021,11,100,71,4,4,1,0,1,4,0,0,4,4,2,0,3,3,4,2,5,5,1,3,1,6,3,9,2
2021,12,총,"284,594","7,562","19,655","1,449","2,602","1,073","3,782","2,496",967,"17,202","3,428","3,543","2,700","3,339","8,516","9,308","11,550","14,595","20,829","4,413","12,008","4,362","34,593","48,812","22,607","23,203"
2021,12,0,"20,826",308,"2,018",26,101,19,100,65,13,"1,310",70,98,79,219,875,709,468,"1,222","1,692",313,379,127,"2,246","4,194","1,927","2,248"
2021,12,10,"26,476",437,"2,453",57,135,31,175,132,18,"1,701",150,162,113,196,635,757,815,"1,381","1,904",367,622,224,"4,183","5,666","1,891","2,271"
2021,12,20,"37,437",709,"1,946",103,235,48,238,172,32,"2,088",217,902,343,424,"1,010","1,169","1,834","2,138","2,572",511,"2,847",958,"4,999","6,296","2,783","2,863"
2021,12,30,"34,379",670,"2,304",92,195,49,220,109,40,"2,262",237,420,284,432,"1,426","1,145","1,341","2,069","2,691",447,"1,345",579,"3,594","6,007","3,288","3,133"
2021,12,40,"41,949",837,"3,558",104,249,84,333,202,56,"2,823",337,369,339,440,"1,127","1,319","1,464","2,097","3,044",650,"1,369",450,"5,607","8,122","3,397","3,572"
2021,12,50,"46,820","1,397","3,063",233,491,188,665,436,191,"2,806",648,488,460,537,"1,192","1,604","1,872","2,296","3,367",740,"1,776",658,"6,194","8,260","3,732","3,526"
2021,12,60,"41,669","1,564","2,649",445,648,312,"1,011",725,307,"2,449",938,528,500,520,"1,115","1,368","1,984","1,799","3,048",713,"1,776",688,"4,288","5,967","3,306","3,021"
2021,12,70,"20,395",882,979,200,291,188,552,362,194,"1,022",484,349,321,337,644,742,"1,040",917,"1,476",386,"1,109",376,"2,076","2,488","1,444","1,536"
2021,12,80,"12,627",652,571,174,219,129,404,250,103,634,293,201,219,195,428,423,638,579,901,246,693,266,"1,240","1,577",700,892
2021,12,90,"1,953",103,111,14,38,24,80,43,13,103,50,24,42,37,62,69,93,92,129,39,89,35,161,232,130,140
2021,12,100,63,3,3,1,0,1,4,0,0,4,4,2,0,2,2,3,1,5,5,1,3,1,5,3,9,1
