년도,월,나이,광산구,송정1동,송정2동,도산동,신흥동,어룡동,우산동,월곡1동,월곡2동,비아동,첨단1동,첨단2동,신가동,운남동,수완동,하남동,임곡동,동곡동,평동,삼도동,본량동,신창동
2021,5,총,"203,996","5,574","3,314","7,801","2,357","16,825","14,616","5,580","8,067","3,829","13,659","21,910","9,491","15,312","38,391","12,782","1,106",989,"2,269","1,144","1,026","17,954"
2021,5,0,"19,874",342,172,744,160,"2,012","1,179",354,541,328,"1,002","1,920","1,045","1,433","5,076","1,579",24,23,69,21,14,"1,836"
2021,5,10,"26,636",578,188,864,221,"1,869","1,097",593,"1,027",405,"1,738","2,878","1,451","2,036","6,782","1,721",61,45,74,61,55,"2,892"
2021,5,20,"31,242",970,522,"1,156",324,"2,217","2,310","1,021","1,306",485,"2,707","4,180","1,425","2,403","4,991","1,764",94,96,257,107,82,"2,825"
2021,5,30,"27,401",626,502,"1,094",301,"2,766","2,459",658,882,471,"1,769","3,033","1,136","1,955","4,721","1,867",67,91,284,94,64,"2,561"
2021,5,40,"37,742",942,458,"1,377",366,"3,302","2,212",795,"1,400",733,"1,958","3,774","1,930","2,773","8,615","2,628",113,115,344,121,139,"3,647"
2021,5,50,"33,731",980,572,"1,269",406,"2,308","2,605","1,077","1,557",779,"2,662","3,906","1,590","2,777","5,417","1,823",237,182,423,231,192,"2,738"
2021,5,60,"17,378",641,431,727,301,"1,537","1,835",726,884,379,"1,303","1,557",572,"1,226","1,903","1,031",261,213,441,254,228,928
2021,5,70,"7,431",364,350,431,215,615,698,267,355,183,362,472,271,513,719,292,158,170,271,176,143,406
2021,5,80,"2,339",119,108,125,56,185,207,79,108,59,147,178,63,177,153,69,85,50,93,72,97,109
2021,5,90,217,11,11,14,7,13,14,10,7,7,10,12,7,19,14,8,6,3,13,7,12,12
2021,5,100,5,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2021,6,총,"203,914","5,578","3,309","7,779","2,348","16,815","14,746","5,565","8,058","3,813","13,655","21,875","9,451","15,278","38,376","12,811","1,110",985,"2,263","1,145","1,008","17,946"
2021,6,0,"19,785",349,168,743,160,"1,995","1,210",356,531,322,"1,007","1,916","1,035","1,416","5,036","1,573",24,22,67,22,14,"1,819"
2021,6,10,"26,544",570,187,850,212,"1,878","1,101",590,"1,027",402,"1,726","2,861","1,440","2,015","6,788","1,716",61,43,73,61,53,"2,890"
2021,6,20,"31,252",977,531,"1,155",325,"2,212","2,318","1,018","1,300",482,"2,693","4,166","1,422","2,400","5,016","1,783",95,99,251,108,81,"2,820"
2021,6,30,"27,333",620,500,"1,092",302,"2,743","2,487",657,899,467,"1,769","3,024","1,132","1,955","4,666","1,865",66,92,283,94,63,"2,557"
2021,6,40,"37,705",937,460,"1,372",360,"3,311","2,237",794,"1,382",729,"1,955","3,751","1,913","2,766","8,604","2,640",116,114,348,115,137,"3,664"
2021,6,50,"33,774",981,566,"1,257",409,"2,312","2,624","1,069","1,560",777,"2,655","3,926","1,595","2,774","5,454","1,820",239,180,419,238,182,"2,737"
2021,6,60,"17,482",646,430,734,300,"1,549","1,852",725,886,386,"1,316","1,564",571,"1,238","1,917","1,039",261,213,443,253,230,929
2021,6,70,"7,450",367,346,434,217,613,698,269,355,181,369,478,272,514,726,294,156,169,270,176,139,407
2021,6,80,"2,368",118,110,129,56,188,206,78,111,59,153,178,63,180,154,73,86,49,96,72,98,111
2021,6,90,216,12,11,13,7,13,13,9,7,8,11,11,7,20,15,8,6,3,13,6,11,12
2021,6,100,5,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2021,7,총,"203,759","5,576","3,331","7,759","2,342","16,808","14,754","5,568","8,032","3,823","13,621","21,848","9,459","15,259","38,309","12,855","1,101",973,"2,270","1,140","1,004","17,927"
2021,7,0,"19,669",350,170,736,157,"1,979","1,211",356,526,322,"1,010","1,895","1,038","1,402","4,994","1,560",20,22,69,22,15,"1,815"
2021,7,10,"26,518",568,186,836,208,"1,881","1,104",594,"1,018",402,"1,719","2,877","1,443","2,007","6,791","1,725",62,42,76,61,53,"2,865"
2021,7,20,"31,188",980,540,"1,160",328,"2,214","2,316","1,015","1,293",480,"2,657","4,147","1,419","2,392","5,001","1,795",94,97,251,105,77,"2,827"
2021,7,30,"27,233",615,510,"1,084",300,"2,732","2,496",661,904,467,"1,781","3,009","1,119","1,941","4,618","1,850",66,90,286,93,64,"2,547"
2021,7,40,"37,653",935,460,"1,365",364,"3,308","2,243",789,"1,367",730,"1,944","3,741","1,914","2,766","8,599","2,661",115,113,349,115,135,"3,640"
2021,7,50,"33,822",985,567,"1,251",403,"2,313","2,602","1,069","1,558",782,"2,650","3,937","1,609","2,782","5,477","1,836",230,179,421,236,183,"2,752"
2021,7,60,"17,590",643,431,746,301,"1,555","1,866",727,890,392,"1,333","1,572",571,"1,249","1,932","1,045",263,210,441,252,226,945
2021,7,70,"7,468",371,343,434,218,621,695,270,354,181,367,479,272,516,725,301,156,167,269,178,140,411
2021,7,80,"2,393",116,113,134,56,191,208,78,114,60,148,177,66,184,156,74,88,49,96,72,100,113
2021,7,90,220,12,11,13,7,13,13,9,8,7,11,14,7,20,16,8,7,3,12,6,11,12
2021,7,100,5,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2021,8,총,"203,743","5,547","3,324","7,760","2,343","16,776","14,764","5,574","8,003","3,896","13,599","21,829","9,426","15,237","38,297","12,950","1,104",963,"2,271","1,141","1,009","17,930"
2021,8,0,"19,567",351,168,730,158,"1,982","1,213",353,527,338,"1,011","1,876","1,037","1,386","4,937","1,554",20,22,67,21,15,"1,801"
2021,8,10,"26,503",559,188,830,209,"1,877","1,107",587,"1,014",412,"1,714","2,861","1,428","2,013","6,804","1,741",62,42,76,63,53,"2,863"
2021,8,20,"31,226",974,552,"1,167",325,"2,194","2,310","1,010","1,288",493,"2,658","4,170","1,415","2,377","5,032","1,792",95,92,253,107,79,"2,843"
2021,8,30,"27,152",607,500,"1,087",304,"2,717","2,491",668,897,462,"1,763","3,004","1,120","1,942","4,600","1,862",68,93,286,93,62,"2,526"
2021,8,40,"37,525",929,460,"1,359",363,"3,305","2,238",783,"1,353",752,"1,934","3,701","1,908","2,748","8,570","2,679",115,108,348,113,136,"3,623"
2021,8,50,"33,918",980,560,"1,250",401,"2,318","2,597","1,078","1,554",791,"2,636","3,958","1,603","2,787","5,506","1,877",230,176,421,233,188,"2,774"
2021,8,60,"17,767",651,428,752,301,"1,560","1,886",733,898,400,"1,359","1,588",574,"1,262","1,952","1,060",264,209,442,260,224,964
2021,8,70,"7,460",365,343,435,219,618,702,274,353,180,366,477,269,512,725,305,156,168,271,172,140,410
2021,8,80,"2,398",118,114,136,56,191,207,79,111,61,147,177,64,190,155,72,88,49,95,73,101,114
2021,8,90,221,12,11,14,7,13,13,9,8,7,10,17,7,20,16,8,6,3,12,6,11,11
2021,8,100,6,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
2021,9,총,"203,928","5,542","3,288","7,766","2,335","16,800","14,751","5,548","7,971","3,937","13,597","21,883","9,413","15,211","38,219","13,279","1,101",963,"2,280","1,143","1,012","17,889"
2021,9,0,"19,519",346,166,727,158,"1,962","1,207",349,518,348,"1,017","1,857","1,037","1,388","4,896","1,597",20,24,67,19,17,"1,799"
2021,9,10,"26,425",558,184,831,206,"1,873","1,101",576,998,413,"1,700","2,851","1,424","1,991","6,794","1,780",60,42,78,64,53,"2,848"
2021,9,20,"31,324",967,543,"1,173",327,"2,221","2,298","1,005","1,284",501,"2,656","4,212","1,414","2,383","5,053","1,838",91,90,255,105,80,"2,828"
2021,9,30,"27,175",617,496,"1,072",300,"2,710","2,501",672,900,469,"1,764","3,020","1,118","1,933","4,543","1,947",71,93,284,91,62,"2,512"
2021,9,40,"37,417",927,448,"1,358",358,"3,303","2,226",775,"1,336",759,"1,928","3,694","1,897","2,747","8,530","2,720",115,106,349,117,134,"3,590"
2021,9,50,"34,079",981,563,"1,258",404,"2,336","2,595","1,071","1,558",797,"2,633","3,960","1,603","2,784","5,560","1,928",230,176,418,232,188,"2,804"
2021,9,60,"17,873",646,425,758,302,"1,570","1,897",741,900,399,"1,373","1,605",579,"1,266","1,944","1,081",265,211,449,263,226,973
2021,9,70,"7,475",369,342,437,214,615,706,275,358,182,367,485,268,511,727,309,156,167,268,174,138,407
2021,9,80,"2,417",118,109,139,60,196,208,76,112,62,147,182,65,188,155,71,88,48,100,72,103,118
2021,9,90,218,12,12,13,6,13,12,8,6,7,11,17,8,20,17,8,5,5,12,6,11,9
2021,9,100,6,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2021,10,총,"203,871","5,531","3,286","7,741","2,330","16,827","14,750","5,529","7,933","3,950","13,605","21,862","9,371","15,154","38,219","13,408","1,099",962,"2,271","1,150","1,008","17,885"
2021,10,0,"19,436",340,167,716,156,"1,962","1,212",345,509,350,"1,022","1,843","1,036","1,378","4,865","1,596",21,22,65,19,16,"1,796"
2021,10,10,"26,370",556,184,830,206,"1,859","1,107",577,992,413,"1,706","2,835","1,410","1,974","6,798","1,794",61,42,79,64,50,"2,833"
2021,10,20,"31,241",964,541,"1,166",323,"2,236","2,267",995,"1,270",497,"2,636","4,189","1,402","2,368","5,070","1,872",92,87,256,107,76,"2,827"
2021,10,30,"27,174",615,500,"1,059",298,"2,712","2,508",665,894,474,"1,781","3,028","1,116","1,931","4,516","1,969",69,95,279,92,66,"2,507"
2021,10,40,"37,360",921,448,"1,363",363,"3,294","2,232",770,"1,316",761,"1,926","3,705","1,883","2,731","8,527","2,738",115,104,342,120,132,"3,569"
2021,10,50,"34,136",979,563,"1,247",398,"2,360","2,594","1,066","1,561",796,"2,623","3,947","1,606","2,779","5,582","1,960",232,176,418,233,185,"2,831"
2021,10,60,"18,002",652,422,763,307,"1,576","1,895",751,909,405,"1,387","1,633",574,"1,270","1,958","1,095",265,216,448,263,231,982
2021,10,70,"7,483",363,337,439,214,616,711,276,361,184,366,484,270,514,731,305,150,165,273,175,137,412
2021,10,80,"2,446",127,112,146,59,200,210,75,114,63,146,182,66,188,155,72,88,49,99,71,104,120
2021,10,90,216,13,12,12,6,11,14,9,6,7,11,16,8,21,16,7,6,5,12,6,11,7
2021,10,100,7,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
2021,11,총,"203,768","5,522","3,276","7,747","2,330","16,888","14,717","5,532","7,891","3,961","13,579","21,840","9,370","15,120","38,132","13,510","1,106",951,"2,261","1,151","1,002","17,882"
2021,11,0,"19,324",342,167,707,159,"1,960","1,214",341,506,354,"1,029","1,830","1,026","1,361","4,814","1,593",21,22,60,19,17,"1,782"
2021,11,10,"26,354",546,185,832,208,"1,876","1,097",577,979,413,"1,699","2,824","1,406","1,969","6,811","1,813",60,42,80,66,49,"2,822"
2021,11,20,"31,160",969,531,"1,170",317,"2,215","2,255",994,"1,269",491,"2,608","4,190","1,401","2,362","5,043","1,898",92,83,259,107,77,"2,829"
2021,11,30,"27,101",606,500,"1,053",294,"2,714","2,495",672,885,477,"1,785","3,040","1,115","1,919","4,470","1,977",71,91,271,91,65,"2,510"
2021,11,40,"37,292",915,444,"1,368",364,"3,337","2,216",770,"1,309",772,"1,920","3,671","1,879","2,701","8,514","2,758",113,106,343,117,129,"3,546"
2021,11,50,"34,295",981,567,"1,248",397,"2,382","2,601","1,061","1,545",800,"2,626","3,960","1,619","2,794","5,613","1,986",237,175,415,235,189,"2,864"
2021,11,60,"18,073",658,422,769,306,"1,577","1,904",751,913,404,"1,385","1,649",578,"1,286","1,965","1,100",267,216,449,262,225,987
2021,11,70,"7,470",365,334,438,219,613,702,278,365,182,367,479,272,516,727,307,151,161,270,173,139,412
2021,11,80,"2,481",128,114,150,59,203,220,79,112,62,148,183,67,191,158,71,88,51,102,75,100,120
2021,11,90,213,12,12,12,7,10,13,9,7,6,11,14,7,21,16,7,6,4,12,6,12,9
2021,11,100,5,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2021,12,총,"203,707","5,517","3,267","7,720","2,327","16,891","14,684","5,532","7,857","3,965","13,632","21,827","9,365","15,101","38,146","13,542","1,102",950,"2,266","1,148","1,005","17,863"
2021,12,0,"19,244",341,163,703,158,"1,962","1,212",347,500,352,"1,027","1,820","1,022","1,359","4,784","1,584",20,23,58,18,17,"1,774"
2021,12,10,"26,291",547,183,824,205,"1,866","1,091",577,974,412,"1,694","2,810","1,399","1,964","6,821","1,808",60,42,83,68,47,"2,816"
2021,12,20,"31,053",956,534,"1,171",316,"2,218","2,231",984,"1,241",489,"2,608","4,180","1,391","2,348","5,061","1,901",90,79,260,108,76,"2,811"
2021,12,30,"27,065",601,492,"1,048",292,"2,699","2,495",686,874,473,"1,818","3,038","1,130","1,908","4,448","1,979",70,90,272,91,66,"2,495"
2021,12,40,"37,254",915,451,"1,359",363,"3,337","2,212",758,"1,313",772,"1,925","3,665","1,862","2,705","8,500","2,773",109,107,339,115,128,"3,546"
2021,12,50,"34,457",988,564,"1,245",400,"2,400","2,596","1,068","1,549",808,"2,634","3,978","1,629","2,796","5,654","2,004",235,177,422,234,194,"2,882"
2021,12,60,"18,115",659,420,766,307,"1,574","1,914",744,911,407,"1,398","1,659",585,"1,293","1,971","1,098",272,215,444,261,228,989
2021,12,70,"7,507",369,333,443,221,620,702,282,372,183,365,475,269,513,734,317,148,162,274,170,137,418
2021,12,80,"2,502",129,115,149,58,205,219,78,114,63,151,188,71,192,156,71,92,51,102,77,99,122
2021,12,90,215,12,12,12,7,10,12,8,8,6,11,14,7,23,16,7,6,4,12,6,13,9
2021,12,100,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
