년도,월,나이,서울특별시 용산구,서울특별시 용산구 후암동,서울특별시 용산구 용산2가동,서울특별시 용산구 남영동,서울특별시 용산구 청파동,서울특별시 용산구 원효로제1동,서울특별시 용산구 원효로제2동,서울특별시 용산구 효창동,서울특별시 용산구 용문동,서울특별시 용산구 한강로동,서울특별시 용산구 이촌제1동,서울특별시 용산구 이촌제2동,서울특별시 용산구 이태원제1동,서울특별시 용산구 이태원제2동,서울특별시 용산구 한남동,서울특별시 용산구 서빙고동,서울특별시 용산구 보광동
2021,9,20,"17,519","1,219",707,493,"2,571","1,448","1,002",832,914,"2,183","1,394",434,507,715,"1,299",880,921
2021,9,30,"19,050","1,330",801,470,"1,472","1,897","1,048",956,"1,009","2,519","1,852",690,502,845,"1,980",747,932
2021,9,40,"17,332","1,346",627,388,"1,313","1,285","1,108",801,876,"1,466","2,502",611,413,712,"1,652","1,263",969
2021,9,50,"18,352","1,395",736,482,"1,553","1,106","1,153",837,"1,003","1,784","2,279",724,544,698,"1,656","1,154","1,248"
2021,9,60,"15,051","1,198",791,414,"1,300",860,926,576,845,"1,288","1,508",756,530,677,"1,492",755,"1,135"
2021,9,70,"9,080",730,497,267,853,439,528,373,560,692,972,412,306,459,867,456,669
2021,9,80,"5,330",404,297,136,414,207,349,214,247,388,738,249,200,274,441,399,373
2021,9,90,965,77,60,30,69,35,48,31,49,68,143,51,52,42,103,59,48
2021,9,100,67,9,1,7,3,4,3,4,2,5,4,2,5,3,9,2,4
2021,10,총,"116,106","8,668","4,897","2,875","10,378","8,386","7,290","5,307","6,209","11,451","13,862","4,433","3,300","4,868","10,575","6,801","6,806"
2021,10,0,"6,188",436,156,84,318,641,435,360,353,585,"1,178",255,112,195,522,368,190
2021,10,10,"7,313",532,235,109,502,432,690,330,363,464,"1,371",264,132,252,584,718,335
2021,10,20,"17,456","1,201",698,493,"2,574","1,449","1,001",835,908,"2,166","1,391",427,507,712,"1,292",880,922
2021,10,30,"19,062","1,347",804,467,"1,489","1,911","1,047",944,"1,005","2,536","1,836",683,500,853,"1,980",733,927
2021,10,40,"17,222","1,331",636,382,"1,301","1,285","1,107",802,868,"1,462","2,473",610,406,706,"1,635","1,254",964
2021,10,50,"18,352","1,395",734,483,"1,541","1,116","1,159",836,"1,011","1,781","2,267",725,543,690,"1,656","1,165","1,250"
2021,10,60,"15,088","1,208",787,415,"1,319",865,923,573,844,"1,306","1,500",753,539,677,"1,491",763,"1,125"
2021,10,70,"9,046",727,492,264,841,437,528,376,562,688,964,416,305,463,859,456,668
2021,10,80,"5,341",403,298,141,421,210,348,216,248,386,728,248,201,273,446,402,372
2021,10,90,975,79,56,30,70,36,50,31,45,72,148,51,51,44,102,61,49
2021,10,100,63,9,1,7,2,4,2,4,2,5,6,1,4,3,8,1,4
2021,11,총,"115,956","8,645","4,888","2,884","10,360","8,384","7,285","5,308","6,205","11,465","13,825","4,434","3,285","4,870","10,557","6,783","6,778"
2021,11,0,"6,177",432,155,81,319,640,427,363,358,581,"1,167",260,112,198,523,372,189
2021,11,10,"7,277",531,235,109,495,430,688,330,355,473,"1,364",260,133,256,578,712,328
2021,11,20,"17,382","1,195",693,510,"2,559","1,432","1,002",830,904,"2,175","1,382",423,496,709,"1,270",875,927
2021,11,30,"19,077","1,333",812,462,"1,501","1,919","1,056",946,"1,014","2,529","1,833",691,499,850,"1,987",733,912
2021,11,40,"17,160","1,331",628,390,"1,290","1,280","1,096",802,862,"1,470","2,456",608,408,708,"1,627","1,255",949
2021,11,50,"18,329","1,385",739,478,"1,541","1,124","1,160",837,"1,002","1,776","2,268",723,539,688,"1,650","1,162","1,257"
2021,11,60,"15,107","1,215",783,418,"1,315",864,927,578,853,"1,303","1,501",757,535,677,"1,502",760,"1,119"
2021,11,70,"9,026",723,493,259,841,442,529,372,560,693,964,410,308,457,856,453,666
2021,11,80,"5,379",415,293,142,426,211,350,216,251,385,732,246,200,281,452,403,376
2021,11,90,988,77,56,31,71,40,48,31,44,75,152,55,51,43,105,57,52
2021,11,100,54,8,1,4,2,2,2,3,2,5,6,1,4,3,7,1,3
2021,12,총,"115,743","8,622","4,887","2,880","10,357","8,368","7,273","5,289","6,188","11,429","13,774","4,414","3,282","4,860","10,548","6,810","6,762"
2021,12,0,"6,130",426,159,76,320,631,416,363,358,575,"1,171",257,113,198,519,360,188
2021,12,10,"7,248",527,234,112,495,428,685,326,354,476,"1,351",258,132,252,577,722,319
2021,12,20,"17,346","1,193",696,510,"2,553","1,416","1,020",825,906,"2,151","1,373",419,501,700,"1,270",886,927
2021,12,30,"19,078","1,334",818,461,"1,503","1,929","1,053",946,994,"2,533","1,835",686,499,848,"1,989",736,914
2021,12,40,"17,130","1,325",621,388,"1,285","1,272","1,090",801,859,"1,477","2,447",608,409,708,"1,626","1,259",955
2021,12,50,"18,301","1,388",739,486,"1,552","1,130","1,153",829,"1,002","1,768","2,254",716,536,689,"1,645","1,171","1,243"
2021,12,60,"15,101","1,211",778,414,"1,309",863,930,577,860,"1,296","1,496",757,538,682,"1,502",761,"1,127"
2021,12,70,"8,983",716,490,254,839,449,527,373,554,690,952,409,307,455,855,457,656
2021,12,80,"5,385",422,294,144,428,205,350,216,255,384,730,249,197,283,454,397,377
2021,12,90,990,72,57,30,70,43,47,31,44,74,159,54,50,43,103,60,53
2021,12,100,51,8,1,5,3,2,2,2,2,5,6,1,0,2,8,1,3
