년도,월,나이,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2021,8,10,"27,264","1,923",480,"3,153","1,990","1,607","1,854","2,161",889,"1,725","1,617",732,985,"4,069","2,411","1,668"
2021,8,20,"65,474","5,491","2,372","9,650","4,322","4,137","4,578","4,909","5,233","3,654","3,271","2,504","2,146","6,336","3,380","3,491"
2021,8,30,"61,278","5,484","1,998","6,043","4,877","4,073","4,726","4,359","4,634","4,403","3,986","2,456","2,611","5,284","3,065","3,279"
2021,8,40,"57,727","4,282","1,435","6,458","4,565","3,502","4,274","4,781","2,958","4,086","3,783","1,994","2,265","6,397","3,861","3,086"
2021,8,50,"57,908","4,641","1,904","6,304","4,239","3,879","4,404","5,143","2,979","4,304","3,544","2,048","2,195","5,908","3,714","2,702"
2021,8,60,"50,360","4,350","1,942","5,431","3,405","3,290","3,966","4,119","3,030","4,028","3,463","2,050","1,823","4,290","2,977","2,196"
2021,8,70,"29,680","2,503","1,126","3,072","1,907","2,069","2,278","2,521","1,767","2,467","2,066","1,225","1,015","2,545","1,663","1,456"
2021,8,80,"12,359","1,210",510,"1,366",870,842,948,"1,188",563,926,684,458,412,"1,107",690,585
2021,8,90,"1,775",164,76,210,142,96,122,182,71,123,83,71,71,182,105,77
2021,8,100,152,24,11,25,13,7,9,8,3,5,5,7,4,21,8,2
2021,9,총,"387,117","32,073","11,821","44,351","28,668","24,610","28,718","31,598","22,982","27,696","24,511","14,222","14,500","38,268","23,239","19,860"
2021,9,0,"23,342","1,850",273,"2,642","2,485","1,135","1,553","2,256",758,"1,835","2,029",698,"1,001","2,082","1,432","1,313"
2021,9,10,"27,222","1,939",478,"3,147","1,968","1,595","1,852","2,165",898,"1,736","1,613",719,978,"4,068","2,393","1,673"
2021,9,20,"65,487","5,559","2,339","9,663","4,306","4,124","4,583","4,897","5,271","3,649","3,254","2,522","2,132","6,345","3,362","3,481"
2021,9,30,"61,102","5,522","1,938","6,035","4,837","4,051","4,706","4,333","4,640","4,433","3,974","2,434","2,593","5,283","3,044","3,279"
2021,9,40,"57,629","4,287","1,386","6,440","4,560","3,509","4,269","4,772","2,963","4,095","3,780","1,988","2,256","6,392","3,841","3,091"
2021,9,50,"57,906","4,662","1,825","6,295","4,218","3,876","4,414","5,145","2,978","4,346","3,538","2,049","2,198","5,946","3,707","2,709"
2021,9,60,"50,408","4,341","1,911","5,453","3,370","3,292","3,974","4,132","3,057","4,050","3,463","2,051","1,840","4,300","2,978","2,196"
2021,9,70,"29,652","2,488","1,090","3,067","1,895","2,074","2,284","2,511","1,771","2,482","2,080","1,225","1,018","2,541","1,674","1,452"
2021,9,80,"12,437","1,235",497,"1,372",872,851,952,"1,198",569,936,696,461,409,"1,107",697,585
2021,9,90,"1,776",166,73,212,144,96,122,180,74,128,79,68,71,182,102,79
2021,9,100,156,24,11,25,13,7,9,9,3,6,5,7,4,22,9,2
2021,10,총,"386,246","32,045","11,359","44,275","28,551","24,608","28,657","31,592","22,884","27,798","24,503","14,184","14,494","38,210","23,234","19,852"
2021,10,0,"23,226","1,856",266,"2,620","2,490","1,112","1,536","2,250",757,"1,838","2,035",695,991,"2,070","1,419","1,291"
2021,10,10,"27,055","1,929",452,"3,129","1,954","1,589","1,841","2,149",878,"1,728","1,603",715,971,"4,054","2,388","1,675"
2021,10,20,"65,208","5,552","2,262","9,634","4,271","4,128","4,555","4,915","5,227","3,656","3,224","2,513","2,129","6,309","3,345","3,488"
2021,10,30,"61,008","5,509","1,905","6,018","4,834","4,058","4,674","4,315","4,638","4,459","3,965","2,429","2,606","5,274","3,068","3,256"
2021,10,40,"57,327","4,252","1,322","6,392","4,541","3,500","4,258","4,735","2,941","4,097","3,783","1,989","2,237","6,371","3,807","3,102"
2021,10,50,"57,961","4,683","1,737","6,324","4,198","3,873","4,423","5,177","2,977","4,363","3,554","2,024","2,206","5,960","3,733","2,729"
2021,10,60,"50,439","4,351","1,807","5,465","3,368","3,321","3,986","4,150","3,047","4,088","3,461","2,060","1,847","4,312","2,990","2,186"
2021,10,70,"29,617","2,496","1,042","3,079","1,875","2,064","2,300","2,513","1,775","2,488","2,091","1,220","1,017","2,536","1,670","1,451"
2021,10,80,"12,492","1,243",480,"1,378",867,861,955,"1,199",564,944,699,463,418,"1,124",702,595
2021,10,90,"1,777",167,75,210,140,95,124,180,76,131,83,69,68,178,103,78
2021,10,100,136,7,11,26,13,7,5,9,4,6,5,7,4,22,9,1
2021,11,총,"386,051","32,040","11,056","44,188","28,310","24,569","28,608","31,574","22,882","27,801","24,430","14,162","14,469","38,030","23,196","20,736"
2021,11,0,"23,133","1,858",249,"2,609","2,464","1,087","1,519","2,253",761,"1,816","2,006",689,981,"2,035","1,408","1,398"
2021,11,10,"26,999","1,911",442,"3,113","1,946","1,585","1,830","2,148",873,"1,760","1,604",712,965,"4,001","2,374","1,735"
2021,11,20,"65,156","5,539","2,208","9,622","4,236","4,149","4,558","4,896","5,215","3,634","3,205","2,497","2,125","6,325","3,342","3,605"
2021,11,30,"60,911","5,487","1,874","5,989","4,809","4,025","4,652","4,320","4,655","4,443","3,936","2,404","2,597","5,225","3,079","3,416"
2021,11,40,"57,270","4,247","1,289","6,360","4,507","3,508","4,225","4,718","2,946","4,103","3,784","1,999","2,234","6,290","3,779","3,281"
2021,11,50,"58,069","4,707","1,683","6,330","4,157","3,869","4,442","5,180","2,973","4,388","3,536","2,019","2,205","5,965","3,733","2,882"
2021,11,60,"50,500","4,369","1,753","5,474","3,338","3,321","4,002","4,167","3,038","4,073","3,465","2,070","1,854","4,323","2,988","2,265"
2021,11,70,"29,575","2,498","1,009","3,077","1,855","2,064","2,293","2,496","1,768","2,497","2,102","1,226","1,023","2,531","1,675","1,461"
2021,11,80,"12,556","1,251",465,"1,381",855,863,959,"1,201",576,953,708,472,416,"1,134",705,617
2021,11,90,"1,754",165,73,206,135,91,124,186,73,131,81,66,65,179,104,75
2021,11,100,128,8,11,27,8,7,4,9,4,3,3,8,4,22,9,1
2021,12,총,"385,483","31,962","10,844","44,087","28,107","24,512","28,577","31,485","22,856","27,780","24,344","14,141","14,467","37,990","23,142","21,189"
2021,12,0,"22,992","1,850",244,"2,584","2,431","1,072","1,492","2,235",755,"1,801","2,000",671,985,"2,007","1,397","1,468"
2021,12,10,"26,967","1,907",433,"3,095","1,944","1,582","1,827","2,144",857,"1,764","1,595",726,961,"4,008","2,363","1,761"
2021,12,20,"64,882","5,505","2,142","9,614","4,187","4,138","4,561","4,877","5,233","3,590","3,166","2,484","2,121","6,294","3,340","3,630"
2021,12,30,"60,826","5,468","1,874","5,957","4,761","4,001","4,660","4,291","4,659","4,446","3,909","2,391","2,604","5,222","3,059","3,524"
2021,12,40,"57,207","4,218","1,269","6,339","4,490","3,507","4,215","4,704","2,924","4,109","3,784","1,996","2,225","6,291","3,765","3,371"
2021,12,50,"58,073","4,703","1,654","6,340","4,134","3,871","4,432","5,173","2,983","4,398","3,529","2,025","2,198","5,996","3,714","2,923"
2021,12,60,"50,478","4,377","1,720","5,464","3,333","3,320","3,998","4,161","3,033","4,064","3,448","2,075","1,853","4,311","3,005","2,316"
2021,12,70,"29,582","2,499",980,"3,078","1,840","2,059","2,291","2,504","1,758","2,516","2,114","1,223","1,033","2,525","1,676","1,486"
2021,12,80,"12,617","1,259",456,"1,381",845,868,969,"1,201",576,955,716,479,417,"1,150",713,632
2021,12,90,"1,775",169,71,208,135,89,129,186,75,134,81,68,66,179,108,77
2021,12,100,84,7,1,27,7,5,3,9,3,3,2,3,4,7,2,1
