년도,월,나이,부산광역시 금정구,부산광역시 금정구 서제1동,부산광역시 금정구 서제2동,부산광역시 금정구 서제3동,부산광역시 금정구 금사회동동,부산광역시 금정구 부곡제1동,부산광역시 금정구 부곡제2동,부산광역시 금정구 부곡제3동,부산광역시 금정구 부곡제4동,부산광역시 금정구 장전제1동,부산광역시 금정구 장전제2동,부산광역시 금정구 장전제3동,부산광역시 금정구 선두구동,부산광역시 금정구 청룡노포동,부산광역시 금정구 남산동,부산광역시 금정구 구서제1동,부산광역시 금정구 구서제2동,부산광역시 금정구 금성동
2021,6,30,"24,486",438,921,"1,094",769,813,"1,741","1,937","1,393","1,973","3,683",,204,911,"2,934","2,206","3,392",77
2021,6,40,"31,546",717,"1,111","1,322",938,"1,078","2,362","2,262","1,752","2,194","4,725",,241,"1,203","3,589","3,015","4,876",161
2021,6,50,"39,367","1,054","1,847","2,214","1,526","1,408","2,895","2,769","2,228","2,211","3,723",,459,"1,748","5,472","3,618","6,037",158
2021,6,60,"39,508","1,292","2,178","2,525","1,954","1,790","2,743","2,521","2,648","1,995","3,444",,552,"1,942","5,225","3,027","5,444",228
2021,6,70,"21,633",767,"1,050","1,462","1,030","1,213","1,436","1,174","1,539","1,148","2,035",,326,"1,215","2,967","1,474","2,688",109
2021,6,80,"9,057",337,380,557,346,487,646,591,518,508,888,,161,530,"1,246",641,"1,172",49
2021,6,90,"1,160",32,34,52,36,55,89,84,57,66,158,,20,63,150,68,185,11
2021,6,100,66,12,1,9,4,1,2,3,4,1,10,,1,2,3,2,10,1
2021,7,총,"229,228","5,490","9,348","11,335","7,986","8,428","16,982","15,962","12,993","17,900","27,059",,"2,343","9,801","29,149","19,833","33,566","1,053"
2021,7,0,"12,529",96,298,323,252,297,886,"1,115",513,842,"2,636",,69,488,"1,151","1,325","2,172",66
2021,7,10,"17,239",251,463,532,342,427,"1,414","1,321",782,"1,212","2,464",,97,680,"1,972","1,921","3,246",115
2021,7,20,"32,483",509,"1,093","1,240",797,866,"2,511","2,235","1,554","5,736","3,319",,209,"1,025","4,425","2,532","4,353",79
2021,7,30,"24,473",432,922,"1,095",749,805,"1,824","1,920","1,387","1,974","3,661",,205,920,"2,930","2,193","3,379",77
2021,7,40,"31,549",709,"1,106","1,318",946,"1,074","2,439","2,252","1,755","2,181","4,700",,239,"1,187","3,582","3,024","4,877",160
2021,7,50,"39,270","1,044","1,825","2,205","1,520","1,400","2,929","2,742","2,221","2,205","3,731",,464,"1,742","5,451","3,607","6,027",157
2021,7,60,"39,631","1,294","2,183","2,528","1,958","1,793","2,778","2,521","2,650","2,005","3,445",,553,"1,943","5,246","3,039","5,469",226
2021,7,70,"21,702",771,"1,047","1,470","1,028","1,223","1,455","1,178","1,542","1,165","2,041",,324,"1,223","2,976","1,475","2,673",111
2021,7,80,"9,109",340,375,563,354,487,654,591,528,513,895,,161,527,"1,258",641,"1,172",50
2021,7,90,"1,178",32,35,52,36,55,90,84,57,66,158,,21,64,155,74,188,11
2021,7,100,65,12,1,9,4,1,2,3,4,1,9,,1,2,3,2,10,1
2021,8,총,"229,240","5,467","9,307","11,326","7,967","8,384","17,507","15,903","12,955","17,939","26,961",,"2,339","9,794","29,088","19,806","33,442","1,055"
2021,8,0,"12,486",97,292,322,253,297,933,"1,105",511,843,"2,612",,70,484,"1,135","1,321","2,147",64
2021,8,10,"17,230",251,460,529,342,420,"1,482","1,309",773,"1,218","2,459",,94,685,"1,954","1,916","3,220",118
2021,8,20,"32,425",500,"1,087","1,233",790,851,"2,587","2,215","1,540","5,763","3,291",,210,"1,019","4,419","2,501","4,341",78
2021,8,30,"24,494",430,912,"1,095",744,799,"1,916","1,922","1,391","1,985","3,625",,208,920,"2,916","2,214","3,341",76
2021,8,40,"31,482",711,"1,101","1,320",944,"1,069","2,534","2,237","1,739","2,169","4,693",,239,"1,184","3,539","3,000","4,842",161
2021,8,50,"39,210","1,033","1,802","2,194","1,513","1,382","3,003","2,718","2,212","2,208","3,719",,458,"1,737","5,449","3,615","6,008",159
2021,8,60,"39,744","1,294","2,189","2,545","1,963","1,798","2,814","2,522","2,651","2,000","3,455",,553,"1,946","5,270","3,042","5,477",225
2021,8,70,"21,745",767,"1,054","1,467","1,020","1,219","1,481","1,193","1,542","1,171","2,041",,321,"1,223","2,980","1,475","2,680",111
2021,8,80,"9,174",340,375,558,360,493,664,591,536,514,902,,164,527,"1,266",648,"1,185",51
2021,8,90,"1,185",32,34,54,35,55,91,88,56,67,155,,21,68,156,72,191,10
2021,8,100,65,12,1,9,3,1,2,3,4,1,9,,1,1,4,2,10,2
2021,9,총,"229,350","5,446","9,287","11,307","7,931","8,346","17,723","15,882","12,926","18,089","26,880",,"2,336","9,775","29,123","19,797","33,447","1,055"
2021,9,0,"12,389",92,286,323,246,283,954,"1,091",508,847,"2,571",,70,479,"1,126","1,314","2,134",65
2021,9,10,"17,255",250,456,525,344,425,"1,504","1,315",767,"1,222","2,470",,93,677,"1,953","1,922","3,213",119
2021,9,20,"32,471",497,"1,079","1,227",783,838,"2,604","2,204","1,517","5,882","3,289",,208,"1,020","4,425","2,476","4,343",79
2021,9,30,"24,511",428,913,"1,100",740,783,"1,961","1,889","1,405","2,004","3,592",,206,915,"2,925","2,221","3,355",74
2021,9,40,"31,395",705,"1,095","1,310",930,"1,068","2,577","2,240","1,730","2,160","4,671",,237,"1,170","3,527","2,995","4,819",161
2021,9,50,"39,241","1,027","1,798","2,189","1,501","1,383","3,024","2,733","2,212","2,215","3,721",,459,"1,741","5,456","3,599","6,024",159
2021,9,60,"39,768","1,295","2,184","2,539","1,955","1,780","2,839","2,526","2,641","2,007","3,450",,552,"1,949","5,292","3,061","5,473",225
2021,9,70,"21,828",762,"1,059","1,471","1,025","1,229","1,498","1,203","1,556","1,175","2,045",,325,"1,221","2,980","1,479","2,689",111
2021,9,80,"9,231",346,381,559,370,500,665,590,528,510,908,,164,532,"1,280",652,"1,196",50
2021,9,90,"1,195",32,35,55,34,56,95,89,58,66,154,,21,69,154,76,191,10
2021,9,100,66,12,1,9,3,1,2,2,4,1,9,,1,2,5,2,10,2
2021,10,총,"229,148","5,375","9,273","11,267","7,913","8,318","17,870","15,881","12,907","18,109","26,882",,"2,332","9,758","29,087","19,778","33,349","1,049"
2021,10,0,"12,269",90,283,325,241,284,950,"1,077",502,832,"2,544",,73,477,"1,111","1,306","2,115",59
2021,10,10,"17,281",243,460,520,348,421,"1,532","1,310",769,"1,211","2,496",,90,679,"1,937","1,924","3,217",124
2021,10,20,"32,353",488,"1,068","1,216",772,824,"2,633","2,190","1,503","5,895","3,278",,209,"1,011","4,439","2,461","4,289",77
2021,10,30,"24,467",418,908,"1,093",732,780,"1,969","1,897","1,416","2,019","3,565",,208,918,"2,930","2,221","3,323",70
2021,10,40,"31,337",698,"1,104","1,307",927,"1,068","2,593","2,238","1,723","2,158","4,682",,231,"1,161","3,489","2,993","4,804",161
2021,10,50,"39,232","1,018","1,795","2,168","1,505","1,378","3,054","2,732","2,213","2,216","3,723",,460,"1,738","5,448","3,584","6,039",161
2021,10,60,"39,783","1,281","2,180","2,540","1,936","1,774","2,856","2,540","2,638","2,021","3,456",,551,"1,947","5,308","3,066","5,467",222
2021,10,70,"21,896",762,"1,057","1,485","1,039","1,234","1,515","1,203","1,553","1,175","2,056",,325,"1,218","2,971","1,494","2,696",113
2021,10,80,"9,286",346,381,559,375,497,669,602,528,513,917,,163,540,"1,294",653,"1,199",50
2021,10,90,"1,203",31,36,53,35,57,97,90,59,68,156,,21,67,155,74,194,10
2021,10,100,41,0,1,1,3,1,2,2,3,1,9,,1,2,5,2,6,2
2021,11,총,"228,936","5,337","9,253","11,249","7,907","8,275","17,988","15,868","12,893","18,133","26,825",,"2,335","9,767","29,035","19,757","33,259","1,055"
2021,11,0,"12,214",84,281,322,244,286,964,"1,070",502,831,"2,518",,72,479,"1,089","1,290","2,121",61
2021,11,10,"17,282",239,463,522,349,408,"1,532","1,313",778,"1,200","2,512",,92,673,"1,934","1,922","3,219",126
2021,11,20,"32,264",483,"1,063","1,210",764,819,"2,633","2,190","1,486","5,925","3,250",,213,"1,009","4,445","2,444","4,253",77
2021,11,30,"24,372",416,901,"1,095",722,783,"1,986","1,880","1,404","2,020","3,535",,203,918,"2,918","2,222","3,296",73
2021,11,40,"31,319",691,"1,098","1,309",924,"1,051","2,634","2,255","1,725","2,168","4,680",,229,"1,154","3,462","2,988","4,792",159
2021,11,50,"39,194","1,008","1,784","2,162","1,497","1,385","3,070","2,730","2,208","2,204","3,727",,461,"1,752","5,446","3,580","6,020",160
2021,11,60,"39,792","1,277","2,177","2,533","1,951","1,761","2,870","2,534","2,638","2,022","3,464",,555,"1,946","5,316","3,062","5,463",223
2021,11,70,"21,939",761,"1,065","1,481","1,043","1,218","1,525","1,196","1,557","1,181","2,050",,322,"1,227","2,975","1,510","2,713",115
2021,11,80,"9,329",346,384,561,376,505,676,608,538,515,925,,167,539,"1,293",662,"1,184",50
2021,11,90,"1,193",32,36,53,35,58,96,90,56,66,155,,20,68,151,75,192,10
2021,11,100,38,0,1,1,2,1,2,2,1,1,9,,1,2,6,2,6,1
2021,12,총,"228,049","5,315","9,218","11,231","7,885","8,244","17,983","15,789","12,839","18,053","26,706",,"2,331","9,733","28,867","19,695","33,114","1,046"
2021,12,0,"12,089",88,278,318,245,273,946,"1,056",503,812,"2,488",,72,474,"1,070","1,289","2,117",60
2021,12,10,"17,215",231,460,515,350,414,"1,534","1,306",782,"1,193","2,525",,91,672,"1,913","1,914","3,190",125
2021,12,20,"32,019",473,"1,044","1,204",756,811,"2,646","2,165","1,475","5,882","3,225",,215,"1,016","4,398","2,430","4,206",73
2021,12,30,"24,174",416,918,"1,097",726,778,"1,976","1,874","1,390","2,007","3,460",,201,912,"2,880","2,184","3,281",74
2021,12,40,"31,261",696,"1,087","1,304",916,"1,044","2,643","2,251","1,723","2,167","4,699",,228,"1,155","3,429","2,994","4,769",156
2021,12,50,"39,018","1,004","1,769","2,163","1,493","1,384","3,059","2,706","2,194","2,201","3,727",,459,"1,724","5,412","3,569","5,994",160
2021,12,60,"39,694","1,271","2,168","2,527","1,935","1,756","2,878","2,541","2,621","2,015","3,436",,556,"1,934","5,320","3,054","5,460",222
2021,12,70,"21,942",757,"1,065","1,484","1,046","1,216","1,525","1,189","1,552","1,187","2,059",,315,"1,227","2,980","1,520","2,702",118
2021,12,80,"9,406",349,390,566,379,511,676,612,542,519,930,,172,550,"1,306",664,"1,192",48
2021,12,90,"1,201",30,38,53,37,57,98,88,56,69,152,,20,68,153,76,197,9
2021,12,100,30,0,1,0,2,0,2,1,1,1,5,,2,1,6,1,6,1
