년도,월,나이,평택시,팽성읍,안중읍,포승읍,청북읍,진위면,서탄면,고덕면,오성면,현덕면,중앙동,서정동,송탄동,지산동,송북동,신장1동,신장2동,신평동,원평동,통복동,비전1동,비전2동,용이동,세교동,동삭동,고덕동
2021,3,총,"282,242","14,274","22,416","14,460","14,308","6,196","1,999","13,105","3,586","2,772","22,661","12,788","10,496","6,931","11,028","3,701","2,918","11,701","5,522","2,143","44,391","26,802","13,333","14,711",,
2021,3,0,"25,170",811,"1,929",918,"2,077",241,54,"1,404",175,84,"1,449",637,"1,205",331,813,295,89,538,248,62,"5,738","2,928","1,800","1,344",,
2021,3,10,"27,691",934,"2,904","1,030","1,675",437,121,981,244,148,"2,500","1,183",914,436,"1,111",255,160,909,336,122,"4,921","3,259","1,632","1,479",,
2021,3,20,"41,253","1,748","3,136","2,028","1,334",901,221,"2,252",406,260,"4,084","1,997","1,445","1,454","1,594",575,395,"2,134",933,357,"6,017","3,808","1,842","2,332",,
2021,3,30,"44,836","1,713","3,059","2,598","2,526",861,193,"2,627",377,197,"3,026","1,718","1,795","1,378","1,323",681,390,"1,684",875,265,"8,729","4,031","2,487","2,303",,
2021,3,40,"50,568","2,212","4,348","3,006","3,126",983,301,"2,205",541,382,"3,856","2,165","2,025","1,213","1,927",665,470,"1,800",826,276,"8,537","4,608","2,743","2,353",,
2021,3,50,"46,245","2,788","3,835","2,482","1,703","1,153",384,"1,855",736,563,"4,175","2,427","1,671","1,073","2,043",582,531,"2,168","1,006",431,"6,012","4,274","1,721","2,632",,
2021,3,60,"28,439","2,268","1,995","1,501","1,118",949,412,"1,088",615,587,"2,252","1,563",963,629,"1,379",375,469,"1,485",758,353,"2,949","2,487",776,"1,468",,
2021,3,70,"12,484","1,195",829,650,539,487,217,490,316,381,953,751,330,291,569,172,265,683,376,200,"1,077",930,248,535,,
2021,3,80,"5,062",562,352,218,186,171,90,190,153,155,335,307,136,119,233,86,124,279,154,70,375,442,78,247,,
2021,3,90,466,40,29,29,24,13,6,12,22,15,31,38,12,7,30,12,15,21,10,7,35,34,6,18,,
2021,3,100,28,3,0,0,0,0,0,1,1,0,0,2,0,0,6,3,10,0,0,0,1,1,0,0,,
2021,4,총,"283,450","14,369","22,468","14,471","14,313","6,235","2,006","13,721","3,594","2,770","22,650","12,823","10,504","6,938","11,051","3,640","2,906","11,734","5,475","2,132","44,596","26,843","13,393","14,818",,
2021,4,0,"25,200",821,"1,912",913,"2,071",239,56,"1,452",174,80,"1,421",636,"1,208",333,805,299,90,527,250,61,"5,753","2,936","1,805","1,358",,
2021,4,10,"27,714",932,"2,918","1,031","1,677",438,120,"1,009",244,146,"2,487","1,178",909,437,"1,112",253,154,911,331,123,"4,944","3,255","1,633","1,472",,
2021,4,20,"41,533","1,762","3,167","2,044","1,341",916,224,"2,366",410,262,"4,095","2,015","1,454","1,444","1,596",569,391,"2,150",919,352,"6,040","3,800","1,876","2,340",,
2021,4,30,"45,079","1,739","3,053","2,580","2,513",870,193,"2,779",383,200,"3,048","1,737","1,776","1,395","1,324",674,397,"1,693",865,259,"8,732","4,057","2,502","2,310",,
2021,4,40,"50,721","2,235","4,354","3,002","3,131",987,307,"2,312",537,381,"3,831","2,166","2,029","1,211","1,931",646,469,"1,808",820,285,"8,576","4,598","2,737","2,368",,
2021,4,50,"46,388","2,788","3,845","2,482","1,695","1,152",379,"1,950",730,563,"4,164","2,432","1,679","1,068","2,048",564,526,"2,161",990,425,"6,065","4,287","1,735","2,660",,
2021,4,60,"28,768","2,289","2,002","1,524","1,134",962,415,"1,146",624,588,"2,277","1,568",970,633,"1,398",376,469,"1,500",759,356,"2,992","2,499",778,"1,509",,
2021,4,70,"12,469","1,191",836,647,538,482,217,503,316,380,951,744,328,290,567,168,261,684,373,194,"1,084",931,244,540,,
2021,4,80,"5,095",569,351,219,189,175,88,189,155,156,345,308,139,121,236,83,124,280,158,70,374,446,77,243,,
2021,4,90,458,40,30,29,24,14,7,14,21,14,31,37,12,6,28,7,15,20,10,7,35,33,6,18,,
2021,4,100,25,3,0,0,0,0,0,1,0,0,0,2,0,0,6,1,10,0,0,0,1,1,0,0,,
2021,5,총,"284,559","14,491","22,523","14,516","14,321","6,223","2,011","14,138","3,581","2,759","22,698","12,848","10,522","6,964","11,050","3,645","2,885","11,773","5,503","2,147","44,778","26,820","13,490","14,873",,
2021,5,0,"25,143",823,"1,899",907,"2,040",235,56,"1,476",171,80,"1,411",623,"1,206",336,793,300,91,528,255,61,"5,755","2,916","1,821","1,360",,
2021,5,10,"27,760",955,"2,900","1,028","1,697",428,120,"1,035",248,147,"2,476","1,175",909,434,"1,105",251,151,914,329,127,"4,969","3,240","1,645","1,477",,
2021,5,20,"41,656","1,776","3,197","2,059","1,342",919,222,"2,434",410,256,"4,101","2,014","1,452","1,457","1,601",572,388,"2,148",912,351,"6,008","3,783","1,897","2,357",,
2021,5,30,"45,339","1,757","3,063","2,600","2,492",878,185,"2,897",378,203,"3,057","1,734","1,779","1,401","1,322",671,380,"1,722",876,267,"8,779","4,068","2,521","2,309",,
2021,5,40,"50,855","2,237","4,333","2,997","3,135",987,310,"2,378",534,372,"3,821","2,180","2,036","1,217","1,936",640,462,"1,803",828,285,"8,647","4,587","2,754","2,376",,
2021,5,50,"46,569","2,824","3,869","2,483","1,710","1,145",385,"2,019",715,553,"4,194","2,439","1,679","1,069","2,042",567,536,"2,166",991,419,"6,076","4,284","1,744","2,660",,
2021,5,60,"29,093","2,314","2,027","1,549","1,149",961,419,"1,179",637,598,"2,301","1,585",981,627,"1,416",384,467,"1,500",766,362,"3,041","2,522",778,"1,530",,
2021,5,70,"12,507","1,185",842,638,541,481,217,516,316,377,950,745,326,294,566,167,264,689,374,196,"1,093",940,245,545,,
2021,5,80,"5,158",578,363,227,191,175,90,188,151,159,357,316,141,123,236,84,121,282,162,72,374,447,79,242,,
2021,5,90,453,39,30,28,24,14,7,15,21,14,30,35,13,6,26,8,15,21,10,7,35,32,6,17,,
2021,5,100,26,3,0,0,0,0,0,1,0,0,0,2,0,0,7,1,10,0,0,0,1,1,0,0,,
2021,6,총,"285,580","14,579","22,569","14,544","14,301","6,239","2,003","14,508","3,576","2,743","22,783","12,862","10,528","7,014","11,050","3,654","2,886","11,784","5,524","2,146","44,983","26,830","13,523","14,951",,
2021,6,0,"25,143",816,"1,892",903,"2,018",232,57,"1,525",172,79,"1,408",622,"1,225",336,786,303,87,522,256,59,"5,756","2,920","1,810","1,359",,
2021,6,10,"27,809",964,"2,889","1,021","1,707",429,123,"1,050",249,144,"2,487","1,166",913,433,"1,094",249,153,906,323,125,"5,004","3,241","1,657","1,482",,
2021,6,20,"41,787","1,790","3,224","2,071","1,338",912,215,"2,476",402,255,"4,103","2,030","1,435","1,474","1,603",584,392,"2,156",924,356,"6,004","3,770","1,907","2,366",,
2021,6,30,"45,535","1,785","3,072","2,588","2,480",862,188,"3,029",382,200,"3,089","1,731","1,775","1,412","1,317",675,386,"1,743",882,263,"8,785","4,052","2,510","2,329",,
2021,6,40,"51,005","2,237","4,328","3,022","3,133","1,005",306,"2,453",533,372,"3,832","2,180","2,026","1,227","1,934",624,455,"1,793",836,286,"8,688","4,576","2,774","2,385",,
2021,6,50,"46,675","2,830","3,879","2,488","1,707","1,155",378,"2,048",703,547,"4,196","2,446","1,682","1,075","2,043",576,533,"2,157",983,418,"6,127","4,286","1,749","2,669",,
2021,6,60,"29,409","2,349","2,037","1,555","1,159",976,423,"1,201",647,596,"2,322","1,589",996,629,"1,440",385,468,"1,510",769,364,"3,099","2,553",783,"1,559",,
2021,6,70,"12,532","1,184",846,635,544,479,218,520,317,377,951,741,323,299,566,166,265,688,377,194,"1,101",949,246,546,,
2021,6,80,"5,201",584,371,231,191,175,88,189,150,158,364,321,140,123,233,83,122,287,164,74,382,451,81,239,,
2021,6,90,458,38,31,30,24,14,7,16,21,14,31,35,13,6,26,8,15,22,10,7,36,31,6,17,,
2021,6,100,26,2,0,0,0,0,0,1,0,1,0,1,0,0,8,1,10,0,0,0,1,1,0,0,,
2021,7,총,"286,588","14,669","22,574","14,625","14,359","6,236","2,014","14,761","3,571","2,736","22,833","12,939","10,543","7,065","11,060","3,666","2,906","11,802","5,535","2,137","45,185","26,830","13,597","14,945",,
2021,7,0,"25,123",815,"1,875",889,"2,037",222,58,"1,534",171,77,"1,402",616,"1,218",327,783,301,92,520,259,57,"5,791","2,922","1,809","1,348",,
2021,7,10,"27,801",971,"2,894","1,011","1,708",419,121,"1,058",249,140,"2,465","1,188",919,435,"1,090",254,151,897,321,121,"5,026","3,247","1,651","1,465",,
2021,7,20,"42,026","1,801","3,217","2,125","1,339",918,220,"2,543",400,256,"4,128","2,049","1,412","1,486","1,619",587,391,"2,175",923,350,"6,021","3,767","1,921","2,378",,
2021,7,30,"45,699","1,809","3,077","2,590","2,470",854,195,"3,096",384,202,"3,117","1,741","1,785","1,430","1,310",677,394,"1,752",888,260,"8,795","4,014","2,529","2,330",,
2021,7,40,"51,179","2,251","4,326","3,042","3,159","1,006",305,"2,495",529,369,"3,818","2,180","2,026","1,238","1,927",620,461,"1,804",839,290,"8,757","4,567","2,780","2,390",,
2021,7,50,"46,797","2,839","3,895","2,492","1,714","1,160",377,"2,081",700,544,"4,205","2,458","1,704","1,083","2,053",583,539,"2,142",971,421,"6,119","4,285","1,772","2,660",,
2021,7,60,"29,680","2,362","2,041","1,578","1,176",984,426,"1,218",651,596,"2,350","1,603","1,003",636,"1,443",386,469,"1,516",781,365,"3,143","2,595",795,"1,563",,
2021,7,70,"12,583","1,196",848,636,543,486,217,528,316,377,954,745,322,299,570,168,262,684,381,193,"1,106",945,252,555,,
2021,7,80,"5,215",585,368,232,190,174,88,191,150,160,360,323,141,125,231,81,122,291,163,73,390,455,82,240,,
2021,7,90,459,38,33,30,23,13,7,16,21,14,34,35,13,6,26,8,15,21,9,7,36,32,6,16,,
2021,7,100,26,2,0,0,0,0,0,1,0,1,0,1,0,0,8,1,10,0,0,0,1,1,0,0,,
2021,8,총,"288,302","14,767","22,595","14,668","14,375","6,261","2,013","16,006","3,563","2,736","22,824","12,916","10,691","7,097","11,046","3,654","2,936","11,858","5,533","2,144","45,241","26,824","13,632","14,922",,
2021,8,0,"25,233",843,"1,860",884,"2,015",221,58,"1,761",167,79,"1,377",595,"1,230",315,770,296,98,523,260,52,"5,773","2,926","1,794","1,336",,
2021,8,10,"27,807",961,"2,883","1,016","1,726",424,121,"1,102",243,137,"2,471","1,191",917,436,"1,076",252,150,899,318,118,"5,027","3,227","1,648","1,464",,
2021,8,20,"42,367","1,806","3,222","2,150","1,352",917,220,"2,716",398,258,"4,169","2,034","1,460","1,497","1,628",587,397,"2,198",912,355,"6,030","3,755","1,933","2,373",,
2021,8,30,"46,121","1,837","3,085","2,574","2,440",855,194,"3,552",376,203,"3,089","1,730","1,845","1,442","1,313",672,397,"1,749",891,266,"8,750","4,001","2,534","2,326",,
2021,8,40,"51,447","2,262","4,302","3,050","3,168","1,020",304,"2,673",522,368,"3,804","2,197","2,049","1,259","1,918",621,469,"1,811",833,290,"8,782","4,563","2,798","2,384",,
2021,8,50,"47,018","2,854","3,921","2,510","1,721","1,159",379,"2,167",712,541,"4,196","2,452","1,705","1,086","2,051",582,537,"2,150",980,417,"6,153","4,302","1,780","2,663",,
2021,8,60,"29,962","2,381","2,066","1,586","1,190",991,427,"1,279",656,601,"2,362","1,615","1,011",632,"1,448",387,475,"1,528",784,369,"3,187","2,624",801,"1,562",,
2021,8,70,"12,612","1,196",845,633,547,484,215,545,315,379,963,740,326,301,574,168,262,683,383,197,"1,103",944,257,552,,
2021,8,80,"5,253",584,379,235,192,177,89,195,151,154,360,326,138,123,233,82,125,296,163,73,399,451,82,246,,
2021,8,90,455,41,32,30,24,13,6,15,23,15,32,35,10,6,27,6,16,21,9,7,36,30,5,16,,
2021,8,100,27,2,0,0,0,0,0,1,0,1,1,1,0,0,8,1,10,0,0,0,1,1,0,0,,
2021,9,총,"290,020","14,830","22,570","14,737","14,378","6,266","2,020","16,744","3,559","2,744","22,906","12,949","11,174","7,131","11,076","3,668","2,949","11,911","5,561","2,148","45,226","26,892","13,676","14,905",,
2021,9,0,"25,327",833,"1,847",883,"2,008",215,58,"1,877",166,80,"1,356",597,"1,308",310,775,302,93,518,259,53,"5,746","2,918","1,794","1,331",,
2021,9,10,"27,791",968,"2,882","1,002","1,732",419,120,"1,127",239,137,"2,455","1,180",933,438,"1,068",244,156,895,322,117,"5,020","3,241","1,652","1,444",,
2021,9,20,"42,720","1,813","3,198","2,176","1,345",917,216,"2,838",403,259,"4,218","2,044","1,562","1,500","1,634",595,398,"2,221",924,358,"6,031","3,756","1,934","2,380",,
2021,9,30,"46,601","1,853","3,089","2,598","2,425",865,202,"3,791",368,201,"3,106","1,747","2,011","1,457","1,307",672,401,"1,773",889,263,"8,696","4,017","2,545","2,325",,
2021,9,40,"51,682","2,267","4,274","3,052","3,168","1,016",299,"2,798",522,372,"3,823","2,213","2,097","1,261","1,919",625,472,"1,808",841,290,"8,800","4,562","2,806","2,397",,
2021,9,50,"47,340","2,882","3,950","2,538","1,741","1,162",388,"2,221",714,534,"4,205","2,456","1,747","1,100","2,075",582,536,"2,169",988,415,"6,188","4,320","1,783","2,646",,
2021,9,60,"30,173","2,392","2,067","1,595","1,200",995,428,"1,316",657,608,"2,376","1,608","1,042",636,"1,458",394,479,"1,533",787,376,"3,195","2,643",815,"1,573",,
2021,9,70,"12,613","1,191",850,628,539,483,213,561,316,382,971,740,325,299,568,162,260,679,381,196,"1,108",950,260,551,,
2021,9,80,"5,279",585,380,233,196,180,90,198,152,155,361,325,140,124,239,83,128,295,160,74,404,452,82,243,,
2021,9,90,468,44,33,32,24,14,6,16,22,15,35,38,9,6,25,8,16,20,10,6,37,32,5,15,,
2021,9,100,26,2,0,0,0,0,0,1,0,1,0,1,0,0,8,1,10,0,0,0,1,1,0,0,,
2021,10,총,"291,122","14,894","22,583","14,793","14,352","6,274","2,032","17,200","3,565","2,734","22,945","12,979","11,353","7,163","11,087","3,683","2,944","11,929","5,569","2,169","26,071","26,920","13,718","14,877","19,288",
2021,10,0,"25,310",838,"1,835",865,"1,986",212,60,"1,936",169,80,"1,350",589,"1,338",309,764,297,93,518,256,55,"2,889","2,902","1,791","1,323","2,855",
2021,10,10,"27,821",963,"2,876","1,006","1,736",422,119,"1,135",237,138,"2,441","1,191",945,434,"1,067",245,155,882,327,119,"3,286","3,250","1,658","1,432","1,757",
2021,10,20,"42,839","1,834","3,204","2,196","1,335",904,217,"2,877",402,255,"4,233","2,048","1,579","1,508","1,631",604,395,"2,247",931,361,"3,525","3,747","1,941","2,360","2,505",
2021,10,30,"46,884","1,862","3,074","2,618","2,415",865,206,"3,975",369,204,"3,123","1,729","2,083","1,467","1,312",671,412,"1,764",889,266,"4,018","4,020","2,550","2,344","4,648",
2021,10,40,"51,768","2,260","4,268","3,038","3,159","1,022",296,"2,881",523,364,"3,818","2,228","2,131","1,274","1,916",625,467,"1,801",832,296,"4,969","4,569","2,804","2,384","3,843",
2021,10,50,"47,683","2,905","3,981","2,558","1,759","1,159",393,"2,267",711,537,"4,215","2,478","1,752","1,109","2,095",586,536,"2,179",997,414,"4,078","4,327","1,809","2,642","2,196",
2021,10,60,"30,365","2,408","2,082","1,613","1,211","1,011",432,"1,338",663,602,"2,393","1,609","1,050",632,"1,456",401,483,"1,543",787,378,"2,161","2,658",815,"1,579","1,060",
2021,10,70,"12,670","1,192",847,634,532,486,214,573,316,382,969,747,329,302,570,162,261,676,379,199,801,961,261,556,321,
2021,10,80,"5,294",587,379,235,197,179,89,199,153,157,367,321,137,122,243,83,125,298,160,75,316,452,85,242,93,
2021,10,90,470,43,37,30,22,14,6,18,22,14,36,38,9,6,25,8,16,20,11,6,27,33,4,15,10,
2021,10,100,18,2,0,0,0,0,0,1,0,1,0,1,0,0,8,1,1,1,0,0,1,1,0,0,0,
2021,11,총,"292,554","14,953","22,572","14,842","14,364","6,317","2,026","7,076","3,557","2,716","22,944","12,988","11,425","7,176","11,095","3,691","2,959","11,896","6,054","2,153","26,019","27,376","13,703","14,826","19,257","10,569"
2021,11,0,"25,405",841,"1,834",871,"1,963",216,60,511,166,83,"1,340",581,"1,348",306,751,295,95,505,295,55,"2,888","2,954","1,773","1,324","2,842","1,508"
2021,11,10,"27,870",956,"2,875","1,003","1,743",423,119,460,236,135,"2,430","1,181",943,440,"1,076",239,159,876,360,115,"3,286","3,265","1,669","1,420","1,751",710
2021,11,20,"42,955","1,832","3,186","2,202","1,343",895,213,"1,146",393,258,"4,240","2,050","1,588","1,501","1,620",614,397,"2,257","1,030",361,"3,480","3,792","1,930","2,357","2,497","1,773"
2021,11,30,"47,281","1,874","3,069","2,636","2,412",899,209,"1,206",372,198,"3,117","1,738","2,110","1,467","1,314",668,413,"1,759","1,038",258,"3,994","4,165","2,538","2,337","4,628","2,862"
2021,11,40,"52,021","2,281","4,263","3,047","3,153","1,023",291,"1,124",523,356,"3,821","2,239","2,149","1,275","1,912",630,474,"1,794",898,295,"4,954","4,628","2,809","2,373","3,853","1,856"
2021,11,50,"47,970","2,920","3,989","2,567","1,779","1,167",400,"1,184",711,539,"4,217","2,484","1,751","1,122","2,105",593,539,"2,173","1,057",409,"4,094","4,409","1,803","2,630","2,191","1,137"
2021,11,60,"30,555","2,419","2,093","1,613","1,215","1,017",429,846,667,598,"2,397","1,604","1,059",635,"1,470",403,481,"1,537",816,382,"2,175","2,712",820,"1,572","1,072",523
2021,11,70,"12,714","1,196",851,638,534,487,209,420,313,378,978,749,329,300,571,160,260,681,388,199,804,960,265,559,323,162
2021,11,80,"5,291",588,374,235,200,177,89,168,154,156,370,324,138,125,242,81,125,292,160,72,315,457,91,238,91,29
2021,11,90,474,44,38,30,22,13,7,11,22,14,33,37,10,5,26,8,15,21,12,7,28,33,5,16,9,8
2021,11,100,18,2,0,0,0,0,0,0,0,1,1,1,0,0,8,0,1,1,0,0,1,1,0,0,0,1
2021,12,총,"293,954","15,049","22,599","14,874","14,383","6,312","2,029","7,093","3,560","2,696","22,901","12,949","11,473","7,153","11,092","3,692","2,965","11,893","6,688","2,159","25,870","27,578","13,708","14,786","19,255","11,197"
2021,12,0,"25,414",850,"1,821",861,"1,956",213,62,517,165,81,"1,322",579,"1,355",297,747,290,92,505,347,50,"2,844","2,965","1,766","1,310","2,832","1,587"
2021,12,10,"27,910",962,"2,866",990,"1,752",418,115,458,238,134,"2,410","1,166",949,438,"1,071",243,165,868,407,115,"3,265","3,290","1,659","1,406","1,758",767
2021,12,20,"43,129","1,856","3,208","2,224","1,339",883,213,"1,136",396,261,"4,242","2,043","1,591","1,492","1,614",603,391,"2,250","1,183",362,"3,437","3,800","1,927","2,353","2,463","1,862"
2021,12,30,"47,642","1,890","3,055","2,645","2,384",909,210,"1,226",369,192,"3,088","1,734","2,127","1,467","1,318",678,415,"1,778","1,233",256,"3,946","4,214","2,518","2,332","4,633","3,025"
2021,12,40,"52,317","2,306","4,268","3,047","3,187","1,024",289,"1,123",524,349,"3,823","2,225","2,161","1,265","1,910",637,479,"1,794",967,296,"4,950","4,660","2,834","2,373","3,862","1,964"
2021,12,50,"48,259","2,909","4,011","2,586","1,785","1,160",404,"1,187",713,540,"4,220","2,480","1,732","1,130","2,114",591,541,"2,170","1,140",418,"4,089","4,463","1,819","2,625","2,204","1,228"
2021,12,60,"30,727","2,450","2,105","1,617","1,217","1,029",430,849,665,591,"2,410","1,616","1,069",637,"1,475",399,481,"1,541",837,381,"2,181","2,719",822,"1,577","1,077",552
2021,12,70,"12,742","1,189",853,638,539,485,210,418,315,378,979,742,334,296,567,161,262,673,399,200,809,972,266,558,328,171
2021,12,80,"5,332",590,373,237,202,179,89,167,155,155,373,326,144,126,249,82,124,292,164,74,319,464,92,236,90,30
2021,12,90,470,44,39,29,22,12,7,12,20,14,33,37,11,5,25,8,14,21,11,7,29,31,5,16,8,10
2021,12,100,12,3,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,1,0,0,1,0,0,0,0,1
