년도,월,나이,순천시,승주읍,해룡면,해룡면상삼출장소,해룡면신대출장소,서면,황전면,월등면,주암면,송광면,외서면,낙안면,별량면,상사면,향동,매곡동,삼산동,조곡동,덕연동,풍덕동,남제동,저전동,장천동,중앙동,도사동,왕조1동,왕조2동
2021,2,60,"34,889",575,933,"1,261","1,290","1,991",638,422,703,317,193,767,"1,126",588,783,916,"3,440","1,073","5,453","1,397","1,606",525,499,583,"2,172","4,027","1,611"
2021,2,70,"19,060",462,724,480,388,"1,194",651,335,633,320,177,640,922,445,578,673,"1,523",612,"2,039",960,"1,065",434,318,410,"1,111","1,489",477
2021,2,80,"10,261",388,509,270,156,666,450,235,489,247,134,415,773,281,266,331,679,266,841,382,432,189,139,187,582,735,219
2021,2,90,"1,615",60,81,35,29,108,77,41,73,35,36,62,97,50,47,41,106,51,131,56,58,35,26,26,101,120,33
2021,2,100,76,1,1,3,1,2,1,1,1,6,1,3,5,5,3,1,9,3,11,1,2,0,2,5,4,4,0
2021,3,총,"282,104","2,694","4,584","18,248","33,049","12,013","2,927","1,787","3,164","1,525",884,"3,256","5,538","2,845","3,689","6,813","25,304","6,287","44,280","7,735","8,828","2,854","2,347","3,077","18,462","40,330","19,584"
2021,3,0,"23,222",44,124,"1,474","5,914",777,56,31,56,13,22,80,141,58,134,425,"1,928",333,"3,342",361,347,118,52,86,"2,090","3,443","1,773"
2021,3,10,"29,949",124,202,"2,532","5,016","1,007",97,69,121,39,41,148,288,156,262,583,"2,665",534,"5,255",589,669,188,105,199,"1,726","4,774","2,560"
2021,3,20,"37,372",189,407,"3,148","3,223","1,281",151,116,186,77,52,230,421,281,358,"1,149","3,890",754,"6,595",931,"1,101",344,266,370,"2,187","6,378","3,287"
2021,3,30,"33,056",114,263,"2,179","6,657","1,128",119,97,148,68,30,147,269,149,282,832,"2,854",624,"4,972",748,779,242,216,285,"2,555","4,923","2,376"
2021,3,40,"43,190",215,455,"3,316","6,926","1,671",211,130,226,120,57,241,520,267,432,855,"3,712",880,"6,990",968,"1,059",308,272,398,"2,856","6,739","3,366"
2021,3,50,"49,207",531,882,"3,545","3,442","2,191",472,306,527,274,144,536,960,562,560,"1,001","4,495","1,153","8,581","1,330","1,695",466,456,531,"3,064","7,632","3,871"
2021,3,60,"35,064",574,942,"1,267","1,295","1,986",642,423,706,323,194,769,"1,138",585,779,919,"3,439","1,075","5,516","1,398","1,612",527,497,577,"2,184","4,082","1,615"
2021,3,70,"19,026",453,718,474,390,"1,191",648,336,635,318,170,626,920,448,576,671,"1,525",614,"2,035",960,"1,061",436,317,414,"1,111","1,495",484
2021,3,80,"10,331",388,509,272,157,673,452,238,485,253,138,411,775,283,262,337,680,268,853,393,443,190,138,187,582,743,221
2021,3,90,"1,614",61,81,38,28,106,78,40,73,33,35,66,101,52,42,39,107,49,130,56,60,35,27,26,103,117,31
2021,3,100,73,1,1,3,1,2,1,1,1,7,1,2,5,4,2,2,9,3,11,1,2,0,1,4,4,4,0
2021,4,총,"282,069","2,692","4,570","18,289","33,148","11,987","2,924","1,784","3,151","1,532",872,"3,256","5,537","2,836","3,675","6,839","25,310","6,264","44,222","7,728","8,825","2,847","2,333","3,065","18,475","40,290","19,618"
2021,4,0,"23,144",44,122,"1,476","5,922",760,55,34,56,18,15,80,138,58,136,417,"1,923",344,"3,306",359,342,120,53,84,"2,083","3,431","1,768"
2021,4,10,"29,839",117,198,"2,516","5,012","1,010",97,67,118,39,42,146,283,151,260,588,"2,658",528,"5,245",588,664,185,106,200,"1,727","4,750","2,544"
2021,4,20,"37,330",196,404,"3,148","3,234","1,261",150,119,186,76,52,230,419,280,355,"1,164","3,863",749,"6,593",924,"1,103",339,260,368,"2,178","6,368","3,311"
2021,4,30,"33,046",114,267,"2,188","6,666","1,119",117,96,142,68,27,143,269,149,279,833,"2,838",618,"4,962",758,778,248,214,278,"2,548","4,944","2,383"
2021,4,40,"43,113",213,453,"3,316","6,947","1,657",213,130,221,125,55,241,513,266,430,864,"3,724",869,"6,972",964,"1,053",307,271,402,"2,855","6,693","3,359"
2021,4,50,"49,213",524,869,"3,567","3,473","2,197",469,301,523,272,143,531,969,565,557,994,"4,495","1,149","8,565","1,327","1,700",460,452,528,"3,085","7,624","3,874"
2021,4,60,"35,253",576,944,"1,286","1,320","2,001",647,422,708,322,190,776,"1,137",582,774,923,"3,465","1,077","5,548","1,395","1,606",525,494,578,"2,194","4,127","1,636"
2021,4,70,"19,038",455,721,473,387,"1,199",646,336,635,317,171,624,924,443,577,671,"1,536",606,"2,034",961,"1,068",435,316,408,"1,111","1,494",490
2021,4,80,"10,405",390,508,279,159,678,453,239,488,255,140,414,779,288,265,345,691,268,856,395,450,193,138,190,585,738,221
2021,4,90,"1,615",62,83,37,27,103,76,39,73,33,36,69,101,50,40,38,108,53,130,56,59,35,28,25,104,118,32
2021,4,100,73,1,1,3,1,2,1,1,1,7,1,2,5,4,2,2,9,3,11,1,2,0,1,4,5,3,0
2021,5,총,"281,745","2,683","4,537","18,268","33,172","12,033","2,928","1,780","3,162","1,523",866,"3,233","5,517","2,844","3,655","6,876","25,273","6,250","44,175","7,719","8,746","2,831","2,304","3,005","18,467","40,268","19,630"
2021,5,0,"23,050",44,125,"1,468","5,912",752,56,33,56,17,14,80,133,59,137,426,"1,913",337,"3,277",354,340,119,51,82,"2,082","3,419","1,764"
2021,5,10,"29,805",116,194,"2,512","5,015","1,023",97,66,118,40,44,145,288,150,263,584,"2,656",532,"5,240",587,656,184,105,195,"1,730","4,722","2,543"
2021,5,20,"37,251",196,398,"3,140","3,230","1,264",150,120,186,76,48,232,415,284,352,"1,163","3,845",756,"6,580",923,"1,087",340,251,367,"2,161","6,378","3,309"
2021,5,30,"32,980",112,272,"2,182","6,651","1,120",119,96,141,67,29,139,268,147,273,846,"2,842",619,"4,939",748,772,244,214,274,"2,543","4,940","2,383"
2021,5,40,"42,877",207,439,"3,285","6,949","1,655",210,128,222,120,55,236,507,266,423,868,"3,706",862,"6,943",967,"1,027",305,272,386,"2,865","6,642","3,332"
2021,5,50,"49,214",520,860,"3,593","3,498","2,215",465,297,521,269,141,524,960,558,559,997,"4,472","1,145","8,586","1,319","1,667",453,443,524,"3,083","7,653","3,892"
2021,5,60,"35,382",578,935,"1,289","1,342","2,004",654,424,719,326,190,772,"1,129",591,771,928,"3,494","1,070","5,575","1,398","1,613",527,492,563,"2,201","4,141","1,656"
2021,5,70,"19,070",453,721,477,388,"1,206",643,337,637,318,170,624,937,447,573,673,"1,536",605,"2,037",960,"1,070",431,312,401,"1,109","1,512",493
2021,5,80,"10,428",393,508,282,158,687,456,240,487,251,140,410,772,289,262,350,694,269,852,405,453,194,135,188,586,739,228
2021,5,90,"1,626",63,85,37,28,105,77,38,74,32,34,69,103,49,40,39,109,52,136,57,60,34,28,25,103,119,30
2021,5,100,62,1,0,3,1,2,1,1,1,7,1,2,5,4,2,2,6,3,10,1,1,0,1,0,4,3,0
2021,6,총,"281,816","2,668","4,538","18,240","33,217","12,674","2,925","1,788","3,159","1,520",869,"3,229","5,505","2,842","3,647","6,861","25,184","6,231","44,014","7,701","8,761","2,793","2,280","2,998","18,460","40,147","19,565"
2021,6,0,"23,000",43,125,"1,466","5,903",831,58,32,54,16,13,78,137,59,132,427,"1,904",338,"3,245",342,337,110,47,84,"2,070","3,401","1,748"
2021,6,10,"29,683",112,196,"2,511","5,006","1,077",95,68,117,41,43,147,284,145,267,579,"2,620",528,"5,190",585,667,181,101,194,"1,735","4,677","2,517"
2021,6,20,"37,201",197,388,"3,123","3,249","1,367",152,119,185,75,48,230,412,281,346,"1,158","3,817",746,"6,553",919,"1,083",327,250,367,"2,147","6,362","3,300"
2021,6,30,"32,987",110,276,"2,167","6,643","1,323",121,93,139,65,30,138,271,152,275,846,"2,814",619,"4,895",734,766,238,210,272,"2,531","4,900","2,359"
2021,6,40,"42,865",203,433,"3,292","6,960","1,740",208,128,223,120,55,235,502,260,425,860,"3,674",852,"6,916",974,"1,040",298,270,388,"2,869","6,623","3,317"
2021,6,50,"49,143",510,861,"3,568","3,513","2,287",459,297,521,268,140,521,950,558,551,990,"4,465","1,148","8,572","1,308","1,649",449,435,516,"3,084","7,641","3,882"
2021,6,60,"35,682",590,948,"1,318","1,361","2,031",656,432,721,328,195,776,"1,141",597,769,939,"3,522","1,066","5,603","1,405","1,640",529,493,563,"2,207","4,171","1,681"
2021,6,70,"19,096",446,713,472,393,"1,219",641,340,637,320,168,620,933,446,573,671,"1,549",614,"2,037",970,"1,069",433,311,398,"1,113","1,511",499
2021,6,80,"10,460",394,512,283,160,689,459,239,487,248,142,413,768,291,265,349,703,266,855,404,450,194,134,189,597,740,229
2021,6,90,"1,636",62,86,36,28,108,75,39,75,32,34,69,102,49,42,40,110,51,137,59,59,34,28,27,103,118,33
2021,6,100,63,1,0,4,1,2,1,1,0,7,1,2,5,4,2,2,6,3,11,1,1,0,1,0,4,3,0
2021,7,총,"281,883","2,674","4,532","18,208","33,253","12,805","2,929","1,779","3,159","1,517",863,"3,225","5,506","2,832","3,662","6,853","25,095","6,212","43,975","7,724","8,730","2,779","2,271","2,972","18,436","40,370","19,522"
2021,7,0,"22,920",46,124,"1,453","5,912",843,59,32,57,16,13,78,136,55,130,425,"1,877",328,"3,213",344,335,106,49,80,"2,049","3,433","1,727"
2021,7,10,"29,655",110,193,"2,499","5,026","1,086",93,66,116,42,41,146,284,143,271,568,"2,603",528,"5,176",586,659,174,97,200,"1,742","4,693","2,513"
2021,7,20,"37,095",198,385,"3,128","3,223","1,386",154,119,183,69,50,226,411,279,350,"1,150","3,802",736,"6,529",908,"1,082",326,254,364,"2,140","6,360","3,283"
2021,7,30,"33,035",109,274,"2,157","6,624","1,362",121,96,136,67,29,139,269,153,276,858,"2,806",629,"4,869",740,759,239,210,266,"2,509","4,991","2,347"
2021,7,40,"42,792",203,430,"3,280","6,972","1,758",207,125,221,117,51,233,505,258,426,855,"3,650",840,"6,914",984,"1,033",294,267,387,"2,870","6,610","3,302"
2021,7,50,"49,174",508,862,"3,571","3,541","2,298",457,290,524,273,139,513,939,552,550,989,"4,446","1,139","8,561","1,312","1,643",447,429,505,"3,091","7,710","3,885"
2021,7,60,"35,858",594,954,"1,327","1,368","2,046",656,432,720,328,197,781,"1,152",605,765,945,"3,532","1,078","5,633","1,418","1,639",531,489,561,"2,213","4,193","1,701"
2021,7,70,"19,149",444,714,476,397,"1,226",646,339,640,320,166,620,925,441,576,673,"1,552",617,"2,066",969,"1,067",436,314,395,"1,119","1,515",496
2021,7,80,"10,494",398,510,277,162,692,459,240,488,246,143,418,773,291,275,346,706,264,866,402,451,194,132,188,595,744,234
2021,7,90,"1,648",63,86,36,27,106,76,39,74,32,33,69,107,51,41,42,115,50,137,60,61,32,29,26,103,119,34
2021,7,100,63,1,0,4,1,2,1,1,0,7,1,2,5,4,2,2,6,3,11,1,1,0,1,0,5,2,0
2021,8,총,"281,878","2,669","4,491","18,159","33,241","12,832","2,925","1,779","3,153","1,510",863,"3,216","5,488","2,842","3,644","6,820","25,220","6,192","43,875","7,726","8,726","2,758","2,251","2,966","18,355","40,725","19,452"
2021,8,0,"22,873",46,125,"1,443","5,903",843,60,36,56,16,13,80,136,57,129,425,"1,873",322,"3,182",339,339,105,48,81,"2,032","3,476","1,708"
2021,8,10,"29,569",113,188,"2,489","5,027","1,085",94,62,115,41,41,144,277,136,269,561,"2,596",527,"5,139",581,656,172,92,198,"1,746","4,727","2,493"
2021,8,20,"37,059",197,381,"3,099","3,210","1,385",150,117,183,66,50,219,415,286,344,"1,136","3,838",734,"6,503",924,"1,082",320,250,361,"2,104","6,432","3,273"
2021,8,30,"33,059",103,264,"2,153","6,581","1,374",121,98,135,65,27,141,263,154,274,858,"2,837",632,"4,855",733,758,241,209,271,"2,503","5,079","2,330"
2021,8,40,"42,668",202,424,"3,266","6,970","1,757",204,122,219,114,52,231,495,256,427,843,"3,664",838,"6,868",980,"1,024",293,268,386,"2,857","6,618","3,290"
2021,8,50,"49,197",505,854,"3,574","3,578","2,301",463,293,527,276,138,504,930,550,543,983,"4,467","1,129","8,557","1,311","1,652",433,416,496,"3,063","7,771","3,883"
2021,8,60,"36,044",596,949,"1,335","1,382","2,057",650,430,721,330,199,789,"1,163",615,759,948,"3,547","1,076","5,686","1,422","1,629",532,499,564,"2,227","4,234","1,705"
2021,8,70,"19,156",445,713,481,400,"1,227",645,343,632,311,164,618,920,437,581,673,"1,565",613,"2,064",974,"1,072",434,311,396,"1,120","1,516",501
2021,8,80,"10,545",399,506,277,162,697,461,238,490,251,145,419,776,294,273,349,712,268,874,401,453,197,129,187,600,752,235
2021,8,90,"1,642",62,87,38,27,103,76,39,75,33,33,69,108,52,43,42,115,49,136,60,60,31,28,26,98,118,34
2021,8,100,66,1,0,4,1,3,1,1,0,7,1,2,5,5,2,2,6,4,11,1,1,0,1,0,5,2,0
2021,9,총,"281,977","2,667","4,497","18,075","33,274","12,812","2,920","1,791","3,152","1,499",859,"3,213","5,483","2,842","3,616","6,823","25,449","6,174","43,853","7,698","8,716","2,732","2,247","2,938","18,301","40,912","19,434"
2021,9,0,"22,842",47,126,"1,425","5,910",837,59,37,57,11,13,81,133,59,128,429,"1,897",321,"3,166",333,333,103,46,82,"2,018","3,483","1,708"
2021,9,10,"29,518",115,189,"2,456","5,057","1,074",94,62,114,40,40,146,280,135,270,563,"2,575",520,"5,135",576,662,171,94,188,"1,738","4,746","2,478"
2021,9,20,"36,969",195,384,"3,095","3,161","1,374",151,118,180,65,51,209,413,283,338,"1,129","3,906",721,"6,504",910,"1,062",307,240,363,"2,098","6,451","3,261"
2021,9,30,"33,072",107,263,"2,136","6,568","1,363",116,99,138,61,27,143,257,154,270,866,"2,904",633,"4,828",725,760,241,207,266,"2,475","5,123","2,342"
2021,9,40,"42,632",201,422,"3,224","7,004","1,747",202,122,217,117,51,224,497,257,420,831,"3,685",828,"6,878",978,"1,022",287,268,381,"2,858","6,625","3,286"
2021,9,50,"49,248",498,853,"3,590","3,593","2,316",463,301,525,274,137,505,926,552,541,988,"4,483","1,134","8,541","1,301","1,658",427,420,491,"3,051","7,806","3,874"
2021,9,60,"36,182",597,953,"1,353","1,387","2,067",646,430,721,329,201,779,"1,165",615,754,947,"3,584","1,083","5,714","1,430","1,616",536,500,569,"2,231","4,264","1,711"
2021,9,70,"19,198",444,707,479,404,"1,229",642,343,626,309,162,632,916,437,579,677,"1,570",608,"2,069",977,"1,083",432,315,387,"1,128","1,538",505
2021,9,80,"10,593",401,513,274,161,700,468,240,498,254,144,419,781,292,272,349,720,273,872,407,458,196,128,185,597,757,234
2021,9,90,"1,657",61,87,39,28,102,78,38,76,32,33,72,110,53,42,42,118,50,135,60,61,32,28,26,102,117,35
2021,9,100,66,1,0,4,1,3,1,1,0,7,0,3,5,5,2,2,7,3,11,1,1,0,1,0,5,2,0
2021,10,총,"281,787","2,646","4,490","17,991","33,262","12,821","2,920","1,794","3,137","1,499",853,"3,206","5,487","2,846","3,594","6,805","25,544","6,187","43,795","7,669","8,709","2,704","2,233","2,918","18,303","40,993","19,381"
2021,10,0,"22,726",47,126,"1,408","5,899",830,58,38,57,11,14,77,130,59,124,425,"1,902",317,"3,137",334,334,101,48,76,"2,002","3,497","1,675"
2021,10,10,"29,488",110,189,"2,428","5,059","1,082",92,60,112,37,40,144,278,132,267,569,"2,572",517,"5,156",571,670,168,91,185,"1,741","4,745","2,473"
2021,10,20,"36,883",200,381,"3,075","3,157","1,372",151,117,180,65,48,215,413,290,339,"1,127","3,922",726,"6,444",902,"1,050",304,237,358,"2,098","6,472","3,240"
2021,10,30,"33,015",106,256,"2,131","6,548","1,367",115,95,136,62,26,144,255,155,267,863,"2,923",632,"4,816",726,761,239,204,263,"2,449","5,140","2,336"
2021,10,40,"42,500",193,420,"3,210","6,997","1,745",200,124,217,116,51,225,497,256,413,824,"3,680",831,"6,854",960,"1,019",277,265,371,"2,876","6,606","3,273"
2021,10,50,"49,268",491,855,"3,577","3,619","2,307",463,301,517,272,135,500,921,550,535,986,"4,499","1,131","8,559","1,301","1,648",429,414,494,"3,055","7,827","3,882"
2021,10,60,"36,336",594,957,"1,365","1,395","2,081",647,438,719,330,202,782,"1,175",618,758,943,"3,613","1,089","5,719","1,428","1,618",530,504,571,"2,242","4,292","1,726"
2021,10,70,"19,203",441,705,473,405,"1,226",643,343,627,309,161,623,918,436,576,678,"1,581",613,"2,079",975,"1,087",432,313,389,"1,128","1,537",505
2021,10,80,"10,636",403,515,279,156,704,471,240,494,256,145,418,784,291,272,346,721,278,886,413,462,192,127,185,605,757,236
2021,10,90,"1,665",60,86,41,26,104,79,37,78,34,31,75,111,54,41,42,123,50,135,58,58,32,29,26,102,118,35
2021,10,100,67,1,0,4,1,3,1,1,0,7,0,3,5,5,2,2,8,3,10,1,2,0,1,0,5,2,0
2021,11,총,"281,587","2,654","4,478","17,931","33,237","12,852","2,917","1,790","3,124","1,489",848,"3,194","5,490","2,847","3,590","6,799","25,571","6,187","43,771","7,657","8,682","2,689","2,207","2,917","18,323","40,943","19,400"
2021,11,0,"22,629",49,122,"1,392","5,874",827,56,39,56,10,14,79,131,59,124,428,"1,899",313,"3,122",339,322,101,45,79,"2,002","3,481","1,666"
2021,11,10,"29,478",110,189,"2,414","5,070","1,087",94,61,111,35,40,141,272,135,269,566,"2,584",524,"5,146",565,667,169,89,187,"1,749","4,732","2,472"
2021,11,20,"36,823",201,373,"3,051","3,185","1,378",152,114,178,60,46,213,419,289,336,"1,135","3,891",729,"6,441",891,"1,056",300,237,354,"2,089","6,471","3,234"
2021,11,30,"32,885",105,258,"2,139","6,470","1,367",118,92,140,61,25,147,255,151,268,855,"2,926",633,"4,795",720,754,239,199,267,"2,446","5,106","2,349"
2021,11,40,"42,475",193,418,"3,197","7,015","1,745",201,125,212,117,51,223,494,258,412,821,"3,703",828,"6,837",962,"1,015",275,264,364,"2,879","6,611","3,255"
2021,11,50,"49,216",493,856,"3,558","3,643","2,316",455,302,513,274,136,492,923,543,530,981,"4,482","1,127","8,571","1,292","1,643",421,411,497,"3,055","7,802","3,900"
2021,11,60,"36,471",601,960,"1,376","1,394","2,089",647,436,719,335,202,785,"1,174",624,754,943,"3,636","1,089","5,740","1,444","1,616",525,498,569,"2,257","4,318","1,740"
2021,11,70,"19,237",439,703,484,403,"1,227",639,342,622,305,159,617,920,435,582,682,"1,597",613,"2,099",966,"1,088",434,310,391,"1,125","1,541",514
2021,11,80,"10,651",403,515,276,155,711,477,240,494,258,144,420,786,292,272,345,722,278,878,421,458,193,125,181,610,762,235
2021,11,90,"1,666",59,84,40,27,102,77,38,79,33,31,74,112,55,42,42,124,50,133,56,61,32,28,28,106,118,35
2021,11,100,56,1,0,4,1,3,1,1,0,1,0,3,4,6,1,1,7,3,9,1,2,0,1,0,5,1,0
2021,12,총,"281,436","2,640","4,464","17,902","33,227","12,836","2,919","1,791","3,107","1,481",848,"3,190","5,484","2,861","3,590","6,791","25,627","6,188","43,779","7,640","8,668","2,679","2,207","2,895","18,260","41,011","19,351"
2021,12,0,"22,538",49,118,"1,383","5,863",809,56,36,55,10,15,75,128,59,126,437,"1,924",310,"3,118",335,325,100,49,79,"1,970","3,464","1,645"
2021,12,10,"29,444",110,189,"2,414","5,071","1,086",94,62,110,32,39,142,270,137,262,559,"2,591",528,"5,140",568,652,169,88,186,"1,745","4,758","2,442"
2021,12,20,"36,739",195,365,"3,040","3,186","1,371",152,114,170,63,46,218,416,291,338,"1,119","3,868",729,"6,448",889,"1,046",297,238,351,"2,067","6,470","3,252"
2021,12,30,"32,763",102,245,"2,127","6,430","1,363",121,89,136,61,25,144,258,151,272,853,"2,948",641,"4,775",712,755,238,196,259,"2,429","5,100","2,333"
2021,12,40,"42,487",191,418,"3,191","7,043","1,746",199,128,212,116,48,218,491,259,413,834,"3,710",822,"6,816",959,"1,003",277,264,358,"2,878","6,638","3,255"
2021,12,50,"49,217",489,855,"3,557","3,645","2,309",452,303,512,268,140,495,927,546,524,969,"4,479","1,125","8,602","1,289","1,633",413,408,494,"3,065","7,818","3,900"
2021,12,60,"36,527",599,973,"1,381","1,397","2,099",645,438,719,331,202,781,"1,180",624,754,949,"3,642","1,082","5,752","1,441","1,637",522,496,561,"2,258","4,324","1,740"
2021,12,70,"19,284",438,696,488,405,"1,232",642,338,616,306,159,620,916,435,583,679,"1,611",620,"2,109",961,"1,099",438,308,398,"1,127","1,548",512
2021,12,80,"10,716",409,519,275,158,717,481,244,498,260,145,422,779,300,275,348,720,279,880,430,457,194,132,181,610,767,236
2021,12,90,"1,670",57,86,43,28,101,76,38,79,33,29,72,115,53,42,43,127,49,133,55,59,31,27,28,107,123,36
2021,12,100,51,1,0,3,1,3,1,1,0,1,0,3,4,6,1,1,7,3,6,1,2,0,1,0,4,1,0
