년도,월,나이,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2020,10,80,"15,257","6,711",692,672,"1,118",237,491,611,225,571,616,556,192,71,276,383,"8,546","1,472",391,504,301,617,311,52,174,779,331,745,675,667,513,824,190
2020,10,90,"2,114",863,91,75,119,38,76,88,26,78,57,86,22,6,55,46,"1,251",233,60,66,50,100,46,14,27,105,57,106,90,87,61,127,22
2020,10,100,111,55,6,5,14,1,2,4,1,3,7,5,2,0,2,3,56,9,3,3,1,2,0,0,3,9,4,5,6,3,2,4,2
2020,11,총,"503,139","230,573","7,618","30,645","54,769","3,517","9,913","4,120","1,896","24,828","17,269","12,548","4,687","2,838","30,472","25,453","272,566","40,632","2,889","4,832","2,502","4,940","2,118",595,"1,290","15,756","17,200","19,752","22,344","32,268","23,143","72,757","9,548"
2020,11,0,"39,852","17,545",151,"2,394","5,723",67,568,75,31,"1,199",610,433,205,162,"3,657","2,270","22,307","3,928",68,110,29,88,37,6,22,572,"1,229",788,"1,473","3,031","1,663","8,349",914
2020,11,10,"46,857","21,297",244,"3,724","5,868",147,786,125,73,"1,516",794,717,261,198,"3,804","3,040","25,560","3,625",85,215,89,191,58,15,38,800,"1,868",950,"2,065","3,081","2,449","8,871","1,160"
2020,11,20,"56,470","26,175",478,"3,634","6,305",282,994,198,103,"3,198","1,674","1,049",581,625,"3,500","3,554","30,295","4,098",181,319,164,304,67,32,53,"1,643","2,163","2,328","2,410","3,940","2,952","8,757",884
2020,11,30,"59,787","27,070",455,"3,110","8,204",267,959,182,79,"2,979","1,621","1,046",516,344,"3,885","3,423","32,717","5,124",132,262,102,230,71,15,60,"1,734","1,872","2,333","2,244","4,429","2,492","10,416","1,201"
2020,11,40,"77,179","35,642",766,"5,198","10,091",320,"1,270",302,177,"3,352","2,202","1,466",531,346,"5,222","4,399","41,537","6,271",217,480,191,373,125,40,102,"1,985","2,696","2,516","3,307","4,876","3,324","13,356","1,678"
2020,11,50,"90,353","41,508","1,445","5,986","8,549",713,"1,815",713,334,"4,520","3,388","2,345",818,482,"5,458","4,942","48,845","7,131",474,894,477,903,388,114,204,"2,776","3,448","3,504","4,157","6,051","4,714","12,130","1,480"
2020,11,60,"78,246","36,515","1,940","4,178","6,235",913,"1,824",974,467,"5,066","4,146","3,159",967,406,"3,720","2,520","41,731","5,797",772,"1,121",619,"1,222",597,195,355,"3,312","2,560","4,150","4,069","4,411","3,595","7,547","1,409"
2020,11,70,"36,865","17,166","1,353","1,667","2,532",533,"1,125",844,379,"2,345","2,148","1,685",594,197,894,870,"19,699","2,938",511,855,475,909,418,111,253,"2,044",974,"2,320","1,846","1,694","1,379","2,363",609
2020,11,80,"15,288","6,723",692,673,"1,123",236,493,612,223,570,621,558,190,72,275,385,"8,565","1,482",387,505,306,618,309,53,171,774,327,752,674,666,513,839,189
2020,11,90,"2,131",875,87,76,124,38,77,91,29,80,58,85,22,6,55,47,"1,256",230,59,68,49,100,48,14,29,107,59,106,93,87,60,125,22
2020,11,100,111,57,7,5,15,1,2,4,1,3,7,5,2,0,2,3,54,8,3,3,1,2,0,0,3,9,4,5,6,2,2,4,2
2020,12,총,"502,916","230,422","7,568","30,633","54,839","3,500","9,908","4,117","1,887","24,820","17,256","12,507","4,694","2,839","30,440","25,414","272,494","40,604","2,873","4,827","2,490","4,920","2,126",593,"1,290","15,743","17,199","19,707","22,295","32,339","23,189","72,758","9,541"
2020,12,0,"39,673","17,468",146,"2,374","5,709",65,567,71,31,"1,183",612,427,199,160,"3,671","2,253","22,205","3,905",68,111,29,86,39,6,19,567,"1,220",786,"1,462","3,046","1,656","8,289",916
2020,12,10,"46,753","21,242",239,"3,712","5,873",144,773,126,74,"1,514",786,713,266,196,"3,795","3,031","25,511","3,625",79,208,87,192,56,15,40,795,"1,867",932,"2,048","3,093","2,457","8,876","1,141"
2020,12,20,"56,450","26,193",469,"3,635","6,317",279,"1,002",198,98,"3,211","1,678","1,046",595,625,"3,486","3,554","30,257","4,072",179,320,163,293,66,33,52,"1,663","2,161","2,320","2,398","3,929","2,939","8,786",883
2020,12,30,"59,577","26,979",443,"3,080","8,192",262,967,186,82,"2,954","1,613","1,039",516,342,"3,894","3,409","32,598","5,119",131,259,105,228,72,15,58,"1,738","1,880","2,309","2,220","4,451","2,502","10,309","1,202"
2020,12,40,"77,130","35,625",759,"5,198","10,131",314,"1,257",296,177,"3,358","2,198","1,440",533,350,"5,217","4,397","41,505","6,272",216,472,186,369,128,39,102,"1,967","2,691","2,503","3,281","4,886","3,329","13,387","1,677"
2020,12,50,"90,149","41,381","1,434","5,993","8,545",704,"1,807",716,328,"4,499","3,381","2,348",810,479,"5,411","4,926","48,768","7,122",473,897,469,903,392,111,203,"2,760","3,452","3,483","4,144","6,041","4,708","12,131","1,479"
2020,12,60,"78,580","36,601","1,943","4,204","6,269",919,"1,841",978,463,"5,076","4,131","3,146",965,406,"3,729","2,531","41,979","5,809",768,"1,128",619,"1,226",598,194,359,"3,308","2,564","4,185","4,101","4,449","3,629","7,626","1,416"
2020,12,70,"36,999","17,237","1,341","1,677","2,539",534,"1,123",837,381,"2,370","2,164","1,693",596,201,898,883,"19,762","2,958",507,857,475,903,421,113,255,"2,055",972,"2,326","1,864","1,687","1,387","2,371",611
2020,12,80,"15,351","6,752",696,676,"1,125",239,495,613,222,570,625,565,189,73,281,383,"8,599","1,482",392,502,308,618,309,54,170,773,328,752,677,669,522,851,192
2020,12,90,"2,142",887,91,79,125,39,74,92,30,82,60,85,23,7,56,44,"1,255",232,57,70,48,100,45,13,29,108,60,106,93,86,58,128,22
2020,12,100,112,57,7,5,14,1,2,4,1,3,8,5,2,0,2,3,55,8,3,3,1,2,0,0,3,9,4,5,7,2,2,4,2
2021,1,총,"502,736","230,381","7,551","30,604","54,908","3,472","9,881","4,106","1,886","24,827","17,239","12,499","4,686","2,841","30,431","25,450","272,355","40,587","2,867","4,818","2,491","4,935","2,122",591,"1,299","15,711","17,177","19,725","22,221","32,411","23,111","72,779","9,510"
2021,1,0,"39,353","17,323",146,"2,345","5,654",64,550,71,29,"1,168",608,426,191,159,"3,677","2,235","22,030","3,864",65,112,30,85,37,6,18,567,"1,213",776,"1,450","3,042","1,633","8,211",921
2021,1,10,"46,703","21,198",239,"3,700","5,879",139,771,121,73,"1,501",785,719,263,196,"3,792","3,020","25,505","3,628",82,214,87,191,56,15,40,799,"1,864",929,"2,031","3,112","2,435","8,895","1,127"
2021,1,20,"56,420","26,302",458,"3,625","6,391",279,"1,010",193,102,"3,231","1,678","1,033",606,625,"3,480","3,591","30,118","4,074",170,309,161,293,69,34,55,"1,631","2,147","2,303","2,370","3,916","2,916","8,786",884
2021,1,30,"59,250","26,745",444,"3,039","8,098",256,964,187,79,"2,940","1,602","1,034",492,337,"3,851","3,422","32,505","5,064",132,256,106,230,73,15,59,"1,738","1,863","2,332","2,210","4,472","2,492","10,263","1,200"
2021,1,40,"77,034","35,611",750,"5,195","10,171",312,"1,241",297,181,"3,344","2,190","1,435",541,350,"5,235","4,369","41,423","6,264",219,470,189,367,124,38,97,"1,960","2,674","2,503","3,280","4,888","3,304","13,374","1,672"
2021,1,50,"89,959","41,325","1,426","5,986","8,540",692,"1,807",712,324,"4,506","3,369","2,348",806,481,"5,405","4,923","48,634","7,094",469,895,464,908,390,108,204,"2,754","3,452","3,476","4,111","6,022","4,691","12,138","1,458"
2021,1,60,"79,086","36,780","1,945","4,264","6,336",920,"1,844",980,462,"5,082","4,131","3,137",970,408,"3,736","2,565","42,306","5,894",769,"1,127",621,"1,231",596,196,365,"3,314","2,586","4,184","4,121","4,503","3,662","7,723","1,414"
2021,1,70,"37,235","17,369","1,341","1,692","2,567",533,"1,111",837,384,"2,399","2,181","1,710",602,204,916,892,"19,866","2,967",507,857,471,909,428,112,256,"2,057",981,"2,345","1,870","1,689","1,399","2,398",620
2021,1,80,"15,421","6,784",706,673,"1,135",236,507,611,221,572,626,568,190,74,281,384,"8,637","1,496",393,504,311,616,306,54,173,771,334,766,677,674,517,856,189
2021,1,90,"2,164",885,88,80,123,40,73,94,30,81,61,84,23,7,55,46,"1,279",235,58,71,50,103,43,13,29,111,59,107,95,91,60,131,23
2021,1,100,111,59,8,5,14,1,3,3,1,3,8,5,2,0,3,3,52,7,3,3,1,2,0,0,3,9,4,4,6,2,2,4,2
2021,2,총,"503,051","230,712","7,534","30,543","55,106","3,482","9,904","4,099","1,888","24,868","17,209","12,480","4,694","2,840","30,537","25,528","272,339","40,565","2,868","4,808","2,495","4,949","2,121",588,"1,298","15,716","17,177","19,789","22,192","32,444","23,076","72,760","9,493"
2021,2,0,"39,159","17,256",142,"2,330","5,603",65,552,69,27,"1,161",613,420,190,154,"3,693","2,237","21,903","3,826",67,109,34,88,39,6,18,564,"1,202",774,"1,447","3,059","1,611","8,155",904
2021,2,10,"46,648","21,191",229,"3,669","5,890",139,779,121,73,"1,497",771,716,262,193,"3,844","3,008","25,457","3,624",82,211,88,191,59,15,41,802,"1,863",936,"2,025","3,110","2,420","8,865","1,125"
2021,2,20,"56,372","26,397",447,"3,610","6,487",277,983,198,98,"3,240","1,678","1,027",618,620,"3,489","3,625","29,975","4,047",169,303,157,296,65,31,52,"1,620","2,127","2,295","2,352","3,881","2,894","8,794",892
2021,2,30,"59,091","26,677",449,"3,010","8,086",254,973,187,81,"2,944","1,592","1,024",488,335,"3,852","3,402","32,414","5,039",131,256,104,237,70,14,58,"1,741","1,848","2,345","2,184","4,476","2,494","10,238","1,179"
2021,2,40,"77,074","35,684",743,"5,181","10,223",309,"1,251",299,183,"3,348","2,185","1,431",539,346,"5,273","4,373","41,390","6,258",215,467,190,361,125,36,98,"1,961","2,675","2,518","3,276","4,871","3,299","13,366","1,674"
2021,2,50,"89,844","41,254","1,417","5,989","8,550",689,"1,816",700,320,"4,478","3,340","2,331",807,492,"5,376","4,949","48,590","7,093",468,894,461,915,384,107,202,"2,747","3,455","3,480","4,095","6,014","4,684","12,136","1,455"
2021,2,60,"79,605","37,008","1,960","4,295","6,400",929,"1,840",984,465,"5,122","4,141","3,149",967,411,"3,755","2,590","42,597","5,949",775,"1,129",625,"1,236",604,197,369,"3,323","2,602","4,195","4,133","4,553","3,680","7,803","1,424"
2021,2,70,"37,374","17,435","1,336","1,699","2,578",537,"1,117",832,384,"2,418","2,185","1,717",602,203,923,904,"19,939","2,974",504,854,472,908,424,114,255,"2,053",997,"2,360","1,888","1,699","1,408","2,410",619
2021,2,80,"15,569","6,841",712,676,"1,144",240,517,613,225,574,630,574,195,78,272,391,"8,728","1,510",396,507,313,613,309,55,173,781,344,770,695,684,527,855,196
2021,2,90,"2,202",909,91,80,130,41,73,93,31,83,66,86,24,8,57,46,"1,293",238,59,75,50,102,41,13,29,115,60,111,91,95,57,134,23
2021,2,100,113,60,8,4,15,2,3,3,1,3,8,5,2,0,3,3,53,7,2,3,1,2,1,0,3,9,4,5,6,2,2,4,2
2021,3,총,"503,786","231,019","7,522","30,495","55,248","3,478","9,890","4,090","1,905","24,891","17,201","12,484","4,716","2,848","30,705","25,546","272,767","40,739","2,878","4,781","2,519","4,978","2,131",594,"1,304","15,678","17,132","19,849","22,158","32,478","23,086","72,951","9,511"
2021,3,0,"38,999","17,170",135,"2,313","5,571",63,544,68,30,"1,158",612,422,193,146,"3,682","2,233","21,829","3,833",65,106,37,83,40,6,17,563,"1,204",766,"1,436","3,047","1,620","8,108",898
2021,3,10,"46,612","21,196",240,"3,653","5,867",136,768,120,71,"1,492",766,715,266,196,"3,927","2,979","25,416","3,658",79,199,89,198,57,14,41,800,"1,836",926,"2,012","3,102","2,403","8,869","1,133"
2021,3,20,"56,716","26,596",445,"3,579","6,613",272,978,195,101,"3,261","1,668","1,023",632,617,"3,586","3,626","30,120","4,117",175,301,154,298,66,28,52,"1,619","2,115","2,332","2,329","3,837","2,890","8,918",889
2021,3,30,"58,971","26,589",443,"3,000","8,042",250,968,187,88,"2,939","1,589","1,022",487,337,"3,831","3,406","32,382","5,022",130,257,109,233,70,13,58,"1,730","1,846","2,343","2,175","4,503","2,496","10,209","1,188"
2021,3,40,"77,022","35,656",741,"5,156","10,237",313,"1,245",296,187,"3,335","2,177","1,434",539,352,"5,280","4,364","41,366","6,271",208,456,190,365,122,37,96,"1,962","2,649","2,521","3,266","4,873","3,296","13,386","1,668"
2021,3,50,"89,623","41,167","1,413","5,970","8,574",684,"1,817",693,318,"4,455","3,324","2,309",801,494,"5,349","4,966","48,456","7,076",473,889,457,922,382,106,205,"2,724","3,445","3,466","4,085","5,994","4,658","12,128","1,446"
2021,3,60,"80,311","37,289","1,972","4,347","6,458",932,"1,850",993,461,"5,155","4,151","3,170",981,417,"3,781","2,621","43,022","6,014",783,"1,135",639,"1,250",616,204,373,"3,328","2,620","4,225","4,156","4,624","3,721","7,904","1,430"
2021,3,70,"37,500","17,479","1,330","1,702","2,585",540,"1,117",820,386,"2,435","2,214","1,713",593,204,935,905,"20,021","2,978",505,850,476,910,424,115,257,"2,053","1,010","2,375","1,898","1,703","1,416","2,413",638
2021,3,80,"15,749","6,929",711,693,"1,162",245,525,622,230,575,633,589,198,77,271,398,"8,820","1,525",398,508,318,616,311,57,173,784,345,779,708,697,525,877,199
2021,3,90,"2,209",908,90,78,131,41,75,92,32,83,63,86,24,8,60,45,"1,301",242,61,79,50,102,42,14,29,110,58,113,90,96,59,135,21
2021,3,100,74,40,2,4,8,2,3,4,1,3,4,1,2,0,3,3,34,3,1,1,0,1,1,0,3,5,4,3,3,2,2,4,1
2021,4,총,"504,103","231,264","7,530","30,478","55,437","3,463","9,883","4,095","1,901","24,905","17,207","12,453","4,711","2,885","30,679","25,637","272,839","40,839","2,881","4,783","2,523","4,980","2,115",598,"1,310","15,695","17,089","19,864","22,142","32,376","23,074","73,030","9,540"
2021,4,0,"38,829","17,106",138,"2,292","5,551",61,538,64,28,"1,149",615,415,194,149,"3,666","2,246","21,723","3,835",65,106,37,80,40,6,16,566,"1,187",763,"1,427","3,044","1,603","8,057",891
2021,4,10,"46,513","21,163",242,"3,646","5,870",130,771,122,71,"1,488",768,700,264,195,"3,929","2,967","25,350","3,671",79,193,89,194,57,16,40,805,"1,832",913,"1,997","3,074","2,394","8,857","1,139"
2021,4,20,"56,854","26,668",441,"3,562","6,657",270,976,197,98,"3,269","1,660","1,014",635,637,"3,603","3,649","30,186","4,138",172,305,152,287,61,27,53,"1,622","2,105","2,346","2,336","3,788","2,899","8,997",898
2021,4,30,"58,849","26,601",447,"3,006","8,062",249,968,185,86,"2,929","1,592","1,019",485,344,"3,802","3,427","32,248","5,005",129,254,108,231,67,13,61,"1,741","1,844","2,350","2,162","4,483","2,474","10,135","1,191"
2021,4,40,"77,102","35,699",733,"5,130","10,287",305,"1,254",288,184,"3,326","2,187","1,433",537,357,"5,305","4,373","41,403","6,294",212,452,194,368,120,39,95,"1,948","2,642","2,504","3,256","4,874","3,304","13,428","1,673"
2021,4,50,"89,531","41,115","1,411","5,973","8,586",683,"1,811",704,324,"4,465","3,293","2,302",799,493,"5,302","4,969","48,416","7,084",469,895,457,921,388,108,205,"2,722","3,428","3,446","4,090","5,964","4,656","12,136","1,447"
2021,4,60,"80,732","37,498","1,987","4,377","6,520",933,"1,850",995,461,"5,172","4,177","3,177",975,420,"3,808","2,646","43,234","6,051",790,"1,139",640,"1,272",611,205,373,"3,339","2,628","4,257","4,162","4,656","3,727","7,955","1,429"
2021,4,70,"37,543","17,489","1,322","1,708","2,590",540,"1,114",822,385,"2,438","2,212","1,710",597,205,930,916,"20,054","2,965",501,847,475,912,420,115,260,"2,047","1,017","2,378","1,903","1,694","1,432","2,442",646
2021,4,80,"15,860","6,975",719,704,"1,173",247,523,622,229,582,638,596,199,77,273,393,"8,885","1,551",403,511,319,615,311,55,175,791,346,789,713,699,521,882,204
2021,4,90,"2,216",909,88,76,133,43,75,92,34,83,61,86,24,8,58,48,"1,307",242,60,80,52,99,39,14,29,109,57,115,93,98,62,137,21
2021,4,100,74,41,2,4,8,2,3,4,1,4,4,1,2,0,3,3,33,3,1,1,0,1,1,0,3,5,3,3,3,2,2,4,1
2021,5,총,"503,580","231,084","7,432","30,448","55,516","3,445","9,860","4,087","1,882","24,874","17,172","12,403","4,720","2,910","30,690","25,645","272,496","40,868","2,883","4,792","2,518","4,952","2,113",607,"1,312","15,584","17,038","19,872","22,041","32,303","23,032","73,079","9,502"
2021,5,0,"38,629","17,031",133,"2,282","5,537",62,532,63,28,"1,130",605,415,191,149,"3,664","2,240","21,598","3,819",62,100,38,79,40,7,16,565,"1,180",761,"1,407","3,028","1,591","8,031",874
2021,5,10,"46,432","21,110",237,"3,629","5,868",129,767,122,70,"1,487",775,688,264,191,"3,927","2,956","25,322","3,690",80,191,86,192,58,17,39,799,"1,826",913,"1,977","3,081","2,381","8,854","1,138"
2021,5,20,"56,876","26,687",440,"3,554","6,696",262,971,193,93,"3,290","1,643","1,020",636,671,"3,598","3,620","30,189","4,169",173,303,151,282,61,26,53,"1,610","2,103","2,333","2,326","3,744","2,873","9,086",896
2021,5,30,"58,610","26,535",429,"2,994","8,039",247,965,186,84,"2,934","1,586","1,008",489,346,"3,799","3,429","32,075","4,972",123,258,104,227,63,14,59,"1,741","1,836","2,364","2,149","4,445","2,470","10,063","1,187"
2021,5,40,"76,877","35,591",726,"5,094","10,313",304,"1,241",289,183,"3,305","2,166","1,421",529,354,"5,299","4,367","41,286","6,283",214,448,189,371,121,37,94,"1,929","2,624","2,501","3,242","4,869","3,300","13,408","1,656"
2021,5,50,"89,344","41,057","1,392","5,979","8,609",668,"1,815",700,317,"4,439","3,288","2,276",807,491,"5,295","4,981","48,287","7,063",471,897,464,907,386,113,208,"2,700","3,403","3,434","4,063","5,950","4,639","12,149","1,440"
2021,5,60,"81,097","37,637","1,965","4,400","6,549",941,"1,849","1,002",454,"5,170","4,197","3,184",984,425,"3,833","2,684","43,460","6,105",800,"1,151",635,"1,277",615,209,374,"3,318","2,643","4,287","4,162","4,684","3,761","8,004","1,435"
2021,5,70,"37,525","17,497","1,304","1,728","2,596",542,"1,120",809,388,"2,444","2,207","1,710",592,199,936,922,"20,028","2,971",496,846,478,899,420,116,261,"2,017","1,019","2,365","1,901","1,701","1,428","2,458",652
2021,5,80,"15,900","6,981",719,707,"1,166",246,522,621,228,590,642,590,203,76,278,393,"8,919","1,551",402,517,319,619,310,55,176,791,344,797,719,703,523,889,204
2021,5,90,"2,221",919,84,77,135,42,75,98,36,82,60,90,23,8,58,51,"1,302",242,61,80,54,98,38,13,29,110,57,114,92,96,64,134,20
2021,5,100,69,39,3,4,8,2,3,4,1,3,3,1,2,0,3,2,30,3,1,1,0,1,1,0,3,4,3,3,3,2,2,3,0
2021,6,총,"503,634","230,984","7,407","30,423","55,625","3,431","9,838","4,064","1,881","24,822","17,198","12,377","4,734","2,908","30,658","25,618","272,650","40,958","2,886","4,786","2,524","4,951","2,122",605,"1,315","15,590","17,030","19,884","21,995","32,373","23,054","73,070","9,507"
2021,6,0,"38,447","16,923",127,"2,263","5,507",62,535,67,30,"1,101",596,414,196,149,"3,659","2,217","21,524","3,800",64,101,38,78,41,6,17,562,"1,176",774,"1,390","3,044","1,588","7,972",873
2021,6,10,"46,370","21,079",233,"3,617","5,877",126,762,122,70,"1,492",780,682,264,189,"3,908","2,957","25,291","3,698",79,186,88,189,56,18,41,794,"1,823",903,"1,952","3,092","2,373","8,866","1,133"
2021,6,20,"56,952","26,684",430,"3,537","6,741",260,952,188,90,"3,285","1,648","1,017",643,667,"3,603","3,623","30,268","4,183",177,298,153,287,58,26,54,"1,606","2,094","2,350","2,329","3,733","2,864","9,151",905
2021,6,30,"58,388","26,382",430,"2,974","7,992",244,959,182,82,"2,921","1,583","1,003",478,349,"3,775","3,410","32,006","4,964",124,264,105,225,66,14,59,"1,747","1,841","2,347","2,147","4,446","2,464","10,019","1,174"
2021,6,40,"76,958","35,623",718,"5,082","10,361",303,"1,242",289,185,"3,293","2,175","1,422",530,350,"5,295","4,378","41,335","6,280",212,450,189,368,123,36,95,"1,930","2,627","2,501","3,220","4,907","3,318","13,420","1,659"
2021,6,50,"89,132","40,929","1,370","5,984","8,602",658,"1,807",691,321,"4,409","3,287","2,254",807,488,"5,284","4,967","48,203","7,106",471,890,465,897,386,113,206,"2,689","3,383","3,429","4,041","5,948","4,620","12,125","1,434"
2021,6,60,"81,505","37,836","1,975","4,440","6,618",948,"1,864","1,007",450,"5,183","4,197","3,182",993,431,"3,852","2,696","43,669","6,155",800,"1,155",631,"1,280",620,208,376,"3,321","2,658","4,292","4,185","4,706","3,797","8,031","1,454"
2021,6,70,"37,610","17,544","1,309","1,733","2,611",540,"1,116",806,387,"2,451","2,221","1,719",591,198,942,920,"20,066","2,977",498,843,482,908,416,113,259,"2,020","1,023","2,366","1,914","1,692","1,438","2,466",651
2021,6,80,"15,990","7,030",725,713,"1,172",244,523,616,230,603,652,593,206,79,279,395,"8,960","1,553",400,517,319,621,317,58,177,808,348,803,725,705,525,880,204
2021,6,90,"2,213",914,86,76,136,44,74,93,35,81,57,90,24,8,58,52,"1,299",240,60,81,54,97,38,13,28,109,54,115,90,98,65,137,20
2021,6,100,69,40,4,4,8,2,4,3,1,3,2,1,2,0,3,3,29,2,1,1,0,1,1,0,3,4,3,4,2,2,2,3,0
2021,7,총,"503,489","230,940","7,402","30,427","55,710","3,425","9,816","4,053","1,877","24,786","17,198","12,325","4,750","2,932","30,620","25,619","272,549","40,947","2,879","4,771","2,519","4,960","2,120",604,"1,317","15,597","16,991","19,939","21,988","32,323","23,070","73,012","9,512"
2021,7,0,"38,256","16,823",130,"2,253","5,474",63,535,65,30,"1,087",589,401,204,144,"3,631","2,217","21,433","3,782",59,98,37,77,40,5,17,562,"1,166",783,"1,385","3,030","1,616","7,911",865
2021,7,10,"46,303","21,048",235,"3,617","5,879",122,764,121,70,"1,486",771,677,263,186,"3,911","2,946","25,255","3,695",80,192,90,192,55,17,41,796,"1,807",911,"1,943","3,084","2,355","8,861","1,136"
2021,7,20,"56,914","26,733",417,"3,544","6,762",259,939,188,91,"3,308","1,650","1,010",651,698,"3,590","3,626","30,181","4,164",175,296,152,287,58,28,53,"1,612","2,070","2,358","2,323","3,713","2,851","9,138",903
2021,7,30,"58,191","26,249",429,"2,948","7,972",244,963,183,82,"2,886","1,585",990,484,347,"3,755","3,381","31,942","4,945",120,255,103,225,65,12,58,"1,746","1,848","2,352","2,151","4,412","2,483","10,005","1,162"
2021,7,40,"76,839","35,566",715,"5,075","10,378",298,"1,229",287,181,"3,279","2,165","1,409",526,347,"5,306","4,371","41,273","6,280",212,447,194,367,124,36,94,"1,924","2,613","2,507","3,201","4,909","3,307","13,399","1,659"
2021,7,50,"89,033","40,878","1,360","5,973","8,634",655,"1,804",690,316,"4,397","3,289","2,222",805,490,"5,255","4,988","48,155","7,099",470,895,458,900,388,114,211,"2,687","3,375","3,424","4,037","5,930","4,601","12,116","1,450"
2021,7,60,"81,911","38,041","1,994","4,475","6,673",957,"1,869","1,008",455,"5,189","4,204","3,200",988,436,"3,878","2,715","43,870","6,197",802,"1,149",631,"1,279",621,207,379,"3,332","2,673","4,303","4,202","4,726","3,825","8,087","1,457"
2021,7,70,"37,709","17,589","1,303","1,751","2,606",536,"1,117",806,386,"2,456","2,223","1,726",599,197,953,930,"20,120","2,984",501,840,480,913,419,111,255,"2,009","1,030","2,374","1,921","1,707","1,440","2,481",655
2021,7,80,"16,043","7,048",727,712,"1,185",244,517,608,231,615,657,599,203,79,280,391,"8,995","1,556",398,517,322,622,313,61,178,816,352,812,732,715,525,872,204
2021,7,90,"2,220",927,88,75,140,45,75,94,34,80,63,90,25,8,58,52,"1,293",243,61,80,52,97,36,13,28,108,54,111,91,94,65,139,21
2021,7,100,70,38,4,4,7,2,4,3,1,3,2,1,2,0,3,2,32,2,1,2,0,1,1,0,3,5,3,4,2,3,2,3,0
2021,8,총,"503,344","230,550","7,375","30,355","55,719","3,398","9,758","4,055","1,880","24,755","17,129","12,274","4,757","2,950","30,564","25,581","272,794","40,851","2,885","4,768","2,503","4,962","2,122",604,"1,314","15,545","16,913","19,876","21,953","33,222","23,033","72,737","9,506"
2021,8,0,"38,103","16,683",130,"2,227","5,434",60,518,65,31,"1,081",575,388,205,141,"3,618","2,210","21,420","3,747",61,97,36,78,37,3,15,557,"1,151",761,"1,366","3,204","1,609","7,838",860
2021,8,10,"46,245","20,980",234,"3,613","5,872",124,749,122,69,"1,480",761,674,260,184,"3,908","2,930","25,265","3,663",79,197,91,188,56,17,42,796,"1,793",907,"1,935","3,170","2,358","8,838","1,135"
2021,8,20,"56,836","26,669",416,"3,518","6,791",249,938,187,95,"3,280","1,645","1,000",654,714,"3,582","3,600","30,167","4,165",173,299,147,288,59,26,52,"1,611","2,052","2,352","2,341","3,780","2,825","9,093",904
2021,8,30,"57,955","26,040",428,"2,920","7,910",238,949,183,82,"2,876","1,556",967,476,351,"3,720","3,384","31,915","4,906",123,253,99,226,63,13,57,"1,712","1,825","2,325","2,123","4,653","2,472","9,914","1,151"
2021,8,40,"76,683","35,440",704,"5,035","10,362",292,"1,213",292,184,"3,267","2,148","1,402",530,349,"5,311","4,351","41,243","6,244",210,448,193,364,124,34,94,"1,918","2,598","2,508","3,193","5,051","3,284","13,319","1,661"
2021,8,50,"89,085","40,865","1,349","5,979","8,651",654,"1,802",689,317,"4,412","3,282","2,206",812,488,"5,236","4,988","48,220","7,107",469,886,450,896,388,116,209,"2,675","3,361","3,416","4,023","6,013","4,616","12,148","1,447"
2021,8,60,"82,163","38,182","1,994","4,508","6,750",956,"1,873","1,007",448,"5,189","4,202","3,204",990,438,"3,885","2,738","43,981","6,220",808,"1,147",631,"1,277",623,209,380,"3,328","2,691","4,288","4,209","4,805","3,832","8,067","1,466"
2021,8,70,"37,855","17,645","1,300","1,759","2,616",535,"1,120",805,388,"2,461","2,235","1,740",594,198,960,934,"20,210","2,992",499,841,484,923,418,111,256,"2,011","1,032","2,384","1,929","1,725","1,444","2,504",657
2021,8,80,"16,115","7,080",726,715,"1,188",243,516,609,230,628,658,604,207,79,285,392,"9,035","1,561",400,516,318,625,317,62,180,823,353,817,740,723,524,872,204
2021,8,90,"2,230",926,90,77,138,45,76,92,35,78,65,87,27,8,56,52,"1,304",244,62,82,54,96,36,12,26,109,54,114,92,95,67,140,21
2021,8,100,74,40,4,4,7,2,4,4,1,3,2,2,2,0,3,2,34,2,1,2,0,1,1,1,3,5,3,4,2,3,2,4,0
