년도,월,나이,춘천시,신북읍,동면,동산면,신동면,남면,서면,사북면,북산면,동내면,남산면,교동,조운동,약사명동,근화동,소양동,후평1동,후평2동,후평3동,효자1동,효자2동,효자3동,석사동,퇴계동,강남동,신사우동
2021,3,80,"4,300",210,183,62,75,55,128,88,43,203,101,69,64,57,145,149,217,189,276,104,248,113,456,530,237,298
2021,3,90,463,28,19,4,6,6,13,7,3,29,12,7,9,7,25,20,20,27,32,11,12,10,38,58,30,30
2021,3,100,17,1,0,0,0,0,0,0,0,1,2,1,0,1,2,2,0,0,2,0,2,0,1,0,2,0
2021,4,총,"139,412","3,810","9,769",801,"1,315",586,"1,928","1,253",528,"8,631","1,828","1,833","1,350","1,057","4,398","4,616","5,813","7,096","10,112","2,257","6,348","2,243","17,196","23,918","9,317","11,409"
2021,4,0,"10,950",155,"1,103",10,56,18,46,32,7,753,46,61,46,39,496,365,262,655,906,164,204,83,"1,209","2,245",790,"1,199"
2021,4,10,"13,884",238,"1,266",37,55,15,110,83,11,884,84,101,68,61,369,402,431,747,971,210,349,116,"2,212","3,028",813,"1,223"
2021,4,20,"19,885",421,"1,052",72,154,25,125,109,22,"1,112",125,474,180,154,514,641,982,"1,086","1,340",295,"1,634",485,"2,662","3,368","1,267","1,586"
2021,4,30,"17,352",350,"1,109",63,97,32,113,65,25,"1,205",144,229,162,97,756,622,748,"1,066","1,452",249,788,324,"1,861","2,973","1,323","1,499"
2021,4,40,"20,832",472,"1,794",74,141,51,194,109,34,"1,459",218,203,200,128,604,672,783,"1,004","1,494",351,782,274,"2,744","3,876","1,382","1,789"
2021,4,50,"23,465",735,"1,568",148,287,131,382,226,107,"1,398",370,268,246,209,683,807,966,"1,114","1,615",378,"1,002",341,"3,171","4,014","1,515","1,784"
2021,4,60,"19,097",772,"1,224",236,301,158,525,345,184,"1,140",469,234,239,186,547,629,915,807,"1,389",328,841,324,"1,963","2,737","1,290","1,314"
2021,4,70,"9,156",428,451,97,142,96,293,189,92,443,255,187,137,117,255,308,491,400,637,166,488,172,883,"1,084",669,676
2021,4,80,"4,306",209,183,60,76,54,126,87,43,207,103,67,63,58,148,149,215,190,273,105,246,113,452,535,235,309
2021,4,90,467,29,19,4,6,6,14,8,3,29,12,8,9,7,24,19,20,27,33,11,12,11,38,58,30,30
2021,4,100,18,1,0,0,0,0,0,0,0,1,2,1,0,1,2,2,0,0,2,0,2,0,1,0,3,0
2021,5,총,"139,461","3,802","9,754",796,"1,311",591,"1,928","1,246",525,"8,644","1,827","1,822","1,343","1,048","4,387","4,628","5,810","7,080","10,119","2,250","6,360","2,235","17,194","23,912","9,316","11,533"
2021,5,0,"10,882",157,"1,084",11,54,18,45,33,7,745,44,61,43,39,489,359,259,657,906,159,203,80,"1,204","2,227",792,"1,206"
2021,5,10,"13,862",235,"1,261",38,54,15,111,83,10,887,85,99,66,61,366,413,428,735,976,213,346,119,"2,206","3,023",810,"1,222"
2021,5,20,"19,888",417,"1,066",70,152,27,124,108,22,"1,104",123,474,181,152,517,642,981,"1,088","1,342",289,"1,627",484,"2,665","3,352","1,266","1,615"
2021,5,30,"17,352",348,"1,107",57,97,32,112,66,23,"1,213",144,222,159,100,754,618,751,"1,056","1,438",255,792,323,"1,880","2,971","1,319","1,515"
2021,5,40,"20,796",467,"1,785",77,138,49,193,102,34,"1,454",214,206,198,126,606,682,778,"1,008","1,490",348,783,268,"2,733","3,871","1,380","1,806"
2021,5,50,"23,458",737,"1,567",145,287,133,379,227,107,"1,407",374,263,249,208,684,806,964,"1,111","1,623",375,"1,002",343,"3,142","4,020","1,500","1,805"
2021,5,60,"19,277",780,"1,231",238,302,161,531,348,185,"1,151",472,236,235,183,549,632,926,810,"1,395",328,857,324,"1,990","2,767","1,308","1,338"
2021,5,70,"9,137",419,450,94,146,97,293,183,92,439,254,187,138,114,253,305,485,400,639,167,486,171,883,"1,086",670,686
2021,5,80,"4,320",213,183,62,75,54,126,88,42,214,102,65,65,58,142,150,217,185,276,105,250,112,452,536,239,309
2021,5,90,470,28,20,4,6,5,14,8,3,29,13,8,9,6,25,19,21,30,32,11,12,11,38,58,29,31
2021,5,100,19,1,0,0,0,0,0,0,0,1,2,1,0,1,2,2,0,0,2,0,2,0,1,1,3,0
2021,6,총,"139,505","3,802","9,754",790,"1,325",585,"1,925","1,242",521,"8,672","1,825","1,816","1,332","1,046","4,387","4,625","5,815","7,081","10,082","2,243","6,358","2,229","17,169","23,975","9,321","11,585"
2021,6,0,"10,856",157,"1,077",10,54,17,44,33,7,741,45,60,44,38,488,363,257,657,895,162,206,77,"1,199","2,229",785,"1,211"
2021,6,10,"13,844",235,"1,265",38,57,15,111,80,10,892,85,94,64,63,370,408,435,731,973,211,341,119,"2,190","3,021",813,"1,223"
2021,6,20,"19,904",406,"1,067",68,153,27,126,107,20,"1,107",124,482,175,151,521,636,970,"1,096","1,343",290,"1,633",480,"2,671","3,356","1,269","1,626"
2021,6,30,"17,356",350,"1,100",56,101,31,115,65,23,"1,216",142,220,157,100,746,619,760,"1,053","1,434",250,787,319,"1,882","2,997","1,315","1,518"
2021,6,40,"20,767",463,"1,782",75,138,48,194,103,34,"1,453",212,206,196,125,609,681,774,"1,014","1,477",347,783,271,"2,719","3,872","1,379","1,812"
2021,6,50,"23,383",737,"1,546",140,282,130,373,223,104,"1,414",373,259,250,205,680,800,974,"1,107","1,621",372,999,346,"3,136","4,020","1,499","1,793"
2021,6,60,"19,458",789,"1,261",242,313,160,531,353,187,"1,164",474,237,235,188,552,641,928,812,"1,391",331,864,325,"2,009","2,791","1,313","1,367"
2021,6,70,"9,101",422,447,96,141,98,291,178,91,438,254,182,136,112,251,306,475,395,639,165,477,172,877,"1,086",678,694
2021,6,80,"4,355",215,188,61,80,54,127,92,42,219,101,67,66,58,144,150,221,186,276,104,254,110,447,543,239,311
2021,6,90,462,27,21,4,6,5,13,8,3,27,13,8,9,5,24,19,21,30,31,11,12,10,38,59,28,30
2021,6,100,19,1,0,0,0,0,0,0,0,1,2,1,0,1,2,2,0,0,2,0,2,0,1,1,3,0
2021,7,총,"139,546","3,787","9,776",783,"1,334",586,"1,925","1,244",519,"8,708","1,818","1,830","1,325","1,047","4,374","4,634","5,824","7,074","10,086","2,228","6,348","2,236","17,159","23,955","9,335","11,611"
2021,7,0,"10,773",157,"1,063",10,54,17,43,32,7,734,44,62,47,39,486,365,259,650,891,156,201,75,"1,178","2,215",781,"1,207"
2021,7,10,"13,860",232,"1,277",38,57,14,109,78,10,887,83,90,64,64,364,413,434,741,974,210,340,119,"2,192","3,019",825,"1,226"
2021,7,20,"19,904",401,"1,076",67,154,28,125,107,18,"1,109",123,484,171,146,517,634,975,"1,085","1,352",285,"1,625",483,"2,676","3,362","1,265","1,636"
2021,7,30,"17,354",349,"1,087",55,98,33,118,67,23,"1,239",139,230,156,103,757,615,765,"1,047","1,429",250,778,321,"1,873","2,993","1,311","1,518"
2021,7,40,"20,721",458,"1,786",74,140,48,195,103,34,"1,448",211,209,193,123,602,684,772,"1,008","1,467",342,788,273,"2,704","3,867","1,377","1,815"
2021,7,50,"23,368",734,"1,551",134,281,125,378,221,104,"1,422",377,255,247,207,675,798,966,"1,113","1,621",375,997,345,"3,134","4,003","1,507","1,798"
2021,7,60,"19,626",794,"1,281",244,322,163,530,361,184,"1,178",473,242,235,188,554,649,937,819,"1,398",331,867,328,"2,028","2,814","1,325","1,381"
2021,7,70,"9,085",419,448,96,141,99,287,176,92,439,249,182,136,112,251,303,476,393,642,163,481,171,886,"1,078",677,688
2021,7,80,"4,372",215,187,61,81,54,126,91,44,224,104,67,68,58,143,152,218,190,278,105,256,110,449,543,237,311
2021,7,90,464,27,20,4,6,5,14,8,3,27,13,8,8,6,23,19,22,28,32,11,13,11,38,60,27,31
2021,7,100,19,1,0,0,0,0,0,0,0,1,2,1,0,1,2,2,0,0,2,0,2,0,1,1,3,0
2021,8,총,"139,628","3,799","9,772",785,"1,330",585,"1,937","1,247",520,"8,690","1,798","1,839","1,318","1,044","4,380","4,631","5,810","7,067","10,070","2,227","6,377","2,245","17,193","23,953","9,366","11,645"
2021,8,0,"10,749",160,"1,055",10,56,16,43,34,7,732,43,63,46,41,486,366,261,646,888,156,203,79,"1,171","2,205",789,"1,193"
2021,8,10,"13,834",232,"1,283",40,58,15,108,79,10,891,82,92,65,65,354,410,435,733,971,211,338,120,"2,190","3,001",820,"1,231"
2021,8,20,"19,952",399,"1,061",67,152,27,126,106,17,"1,098",119,489,167,143,520,629,969,"1,094","1,356",288,"1,649",485,"2,695","3,374","1,273","1,649"
2021,8,30,"17,344",349,"1,088",55,100,32,120,66,23,"1,231",137,232,157,99,765,613,763,"1,039","1,400",250,772,324,"1,877","3,006","1,328","1,518"
2021,8,40,"20,679",463,"1,781",75,140,48,192,102,34,"1,433",206,207,193,121,605,685,773,"1,016","1,472",339,795,273,"2,696","3,844","1,369","1,817"
2021,8,50,"23,371",735,"1,552",131,278,125,381,221,107,"1,424",370,257,247,208,677,797,952,"1,105","1,623",371,"1,001",342,"3,141","4,014","1,510","1,802"
2021,8,60,"19,744",797,"1,285",247,319,164,538,363,183,"1,186",473,241,234,190,555,657,947,820,"1,411",332,868,331,"2,045","2,822","1,333","1,403"
2021,8,70,"9,069",414,455,94,141,99,287,176,91,442,250,182,134,113,247,301,467,394,639,162,479,168,888,"1,079",677,690
2021,8,80,"4,401",221,193,62,79,54,128,92,45,225,103,66,67,57,143,153,220,192,278,107,255,115,450,548,237,311
2021,8,90,466,28,19,4,7,5,14,8,3,27,13,9,8,6,26,18,23,28,30,11,15,8,39,59,27,31
2021,8,100,19,1,0,0,0,0,0,0,0,1,2,1,0,1,2,2,0,0,2,0,2,0,1,1,3,0
2021,9,총,"139,920","3,816","9,711",785,"1,335",584,"1,936","1,245",522,"8,613","1,802","1,831","1,319","1,313","4,335","4,594","5,783","6,994","10,007","2,214","6,377","2,229","17,096","23,717","10,214","11,548"
2021,9,0,"10,737",163,"1,035",10,58,13,42,35,7,720,41,64,45,67,474,358,258,639,882,153,198,72,"1,153","2,164",904,"1,182"
2021,9,10,"13,808",232,"1,278",38,58,15,108,75,10,875,86,87,68,78,360,401,435,728,960,207,329,118,"2,169","2,978",905,"1,210"
2021,9,20,"20,002",410,"1,052",65,150,29,128,108,18,"1,092",116,490,168,184,507,625,960,"1,077","1,356",281,"1,677",492,"2,667","3,363","1,365","1,622"
2021,9,30,"17,427",343,"1,070",57,103,33,117,64,23,"1,202",137,232,157,157,753,619,757,"1,022","1,366",250,776,323,"1,872","2,971","1,516","1,507"
2021,9,40,"20,680",465,"1,779",74,139,48,194,101,34,"1,418",203,202,191,171,589,677,768,"1,008","1,470",339,784,267,"2,678","3,784","1,508","1,789"
2021,9,50,"23,434",740,"1,543",131,280,127,374,222,108,"1,425",372,255,247,249,675,789,948,"1,092","1,611",371,997,341,"3,139","3,965","1,635","1,798"
2021,9,60,"19,875",799,"1,294",249,320,162,542,363,183,"1,185",477,242,232,218,558,655,946,819,"1,411",331,871,327,"2,045","2,817","1,421","1,408"
2021,9,70,"9,028",411,447,95,140,98,289,178,91,443,251,184,133,123,244,301,466,384,638,164,470,161,884,"1,066",684,683
2021,9,80,"4,441",223,193,62,80,54,128,92,45,225,102,65,70,58,147,149,221,197,281,107,259,120,449,550,245,319
2021,9,90,469,29,20,4,7,5,14,7,3,27,15,9,8,7,26,18,24,28,30,11,14,8,39,58,28,30
2021,9,100,19,1,0,0,0,0,0,0,0,1,2,1,0,1,2,2,0,0,2,0,2,0,1,1,3,0
2021,10,총,"140,204","3,817","9,705",789,"1,330",580,"1,943","1,247",521,"8,584","1,811","1,822","1,321","1,511","4,297","4,583","5,778","6,928","9,973","2,208","6,342","2,210","17,014","23,589","10,788","11,513"
2021,10,0,"10,719",163,"1,028",8,56,13,44,34,7,699,41,61,47,86,464,353,255,620,877,155,192,68,"1,141","2,153",980,"1,174"
2021,10,10,"13,774",229,"1,279",38,57,16,108,75,10,865,88,88,67,96,353,410,428,724,951,203,321,115,"2,148","2,951",956,"1,198"
2021,10,20,"20,039",412,"1,046",63,148,31,128,111,18,"1,099",118,489,163,217,506,618,974,"1,062","1,356",281,"1,660",485,"2,653","3,348","1,428","1,625"
2021,10,30,"17,503",345,"1,078",59,101,34,120,64,22,"1,197",138,226,158,194,745,604,756,"1,022","1,368",245,784,319,"1,850","2,955","1,618","1,501"
2021,10,40,"20,686",462,"1,766",70,139,46,195,100,34,"1,407",198,200,189,206,587,683,760,998,"1,455",340,782,261,"2,677","3,772","1,597","1,762"
2021,10,50,"23,504",737,"1,553",135,281,122,373,225,109,"1,420",374,255,247,275,676,791,960,"1,084","1,606",367,989,344,"3,116","3,939","1,725","1,801"
2021,10,60,"19,999",802,"1,294",254,318,162,543,364,185,"1,198",483,248,236,237,548,655,939,810,"1,414",339,866,330,"2,056","2,800","1,499","1,419"
2021,10,70,"8,998",407,440,96,143,96,285,177,88,441,250,180,134,131,240,298,459,385,632,162,473,160,879,"1,058",704,680
2021,10,80,"4,491",229,200,62,80,55,133,90,46,230,104,65,72,61,149,151,223,196,281,105,259,120,454,554,249,323
2021,10,90,471,29,21,4,7,5,14,7,2,27,15,9,8,7,27,18,24,27,31,11,14,8,39,58,29,30
2021,10,100,20,2,0,0,0,0,0,0,0,1,2,1,0,1,2,2,0,0,2,0,2,0,1,1,3,0
2021,11,총,"140,341","3,786","9,710",780,"1,340",581,"1,942","1,238",526,"8,568","1,808","1,834","1,311","1,566","4,318","4,568","5,787","6,938","9,951","2,202","6,340","2,200","17,003","23,549","10,979","11,516"
2021,11,0,"10,706",151,"1,028",8,56,13,44,33,6,686,41,61,43,97,476,353,255,615,868,151,191,69,"1,150","2,147",989,"1,175"
2021,11,10,"13,772",229,"1,278",36,60,16,107,74,9,871,86,92,65,100,356,410,430,720,957,210,330,114,"2,119","2,937",975,"1,191"
2021,11,20,"20,020",400,"1,050",62,150,31,127,110,19,"1,086",120,494,165,221,501,619,970,"1,068","1,335",278,"1,644",480,"2,661","3,346","1,455","1,628"
2021,11,30,"17,560",350,"1,076",56,103,35,119,63,24,"1,188",141,226,159,210,760,592,764,"1,020","1,379",237,794,316,"1,861","2,932","1,649","1,506"
2021,11,40,"20,679",450,"1,767",67,138,46,198,95,33,"1,406",199,203,182,215,587,685,762,"1,003","1,456",343,778,262,"2,661","3,759","1,633","1,751"
2021,11,50,"23,522",735,"1,551",134,278,118,372,224,112,"1,428",374,254,249,277,674,792,952,"1,086","1,598",360,986,345,"3,111","3,956","1,753","1,803"
2021,11,60,"20,095",805,"1,299",255,324,165,548,367,183,"1,202",481,249,236,242,547,650,947,819,"1,414",342,863,327,"2,069","2,806","1,529","1,426"
2021,11,70,"8,950",405,438,95,145,96,279,176,91,437,241,179,133,130,236,295,456,384,625,163,473,160,872,"1,052",708,681
2021,11,80,"4,547",231,200,63,79,56,135,89,47,236,108,66,72,65,152,152,227,196,287,107,264,119,459,556,256,325
2021,11,90,469,28,23,4,7,5,13,7,2,27,15,9,7,8,27,18,24,27,29,11,15,8,39,57,29,30
2021,11,100,21,2,0,0,0,0,0,0,0,1,2,1,0,1,2,2,0,0,3,0,2,0,1,1,3,0
2021,12,총,"140,584","3,787","9,723",783,"1,351",580,"1,942","1,238",529,"8,586","1,812","1,825","1,308","1,582","4,303","4,571","5,762","6,944","9,921","2,206","6,349","2,223","16,986","23,540","11,047","11,686"
2021,12,0,"10,674",147,"1,027",9,57,13,44,32,6,684,42,61,43,99,465,359,250,610,866,149,193,66,"1,117","2,141",994,"1,200"
2021,12,10,"13,788",226,"1,276",36,60,18,106,72,9,870,86,91,64,100,357,409,427,720,952,211,328,117,"2,137","2,920",993,"1,203"
2021,12,20,"20,039",401,"1,057",61,152,29,130,112,19,"1,079",116,490,170,219,498,625,969,"1,075","1,330",274,"1,652",490,"2,653","3,336","1,447","1,655"
2021,12,30,"17,625",351,"1,094",56,102,33,116,63,27,"1,184",141,230,153,217,764,592,755,"1,025","1,371",236,807,325,"1,863","2,922","1,651","1,547"
2021,12,40,"20,733",458,"1,746",67,139,45,198,98,33,"1,417",199,201,181,223,586,684,758,"1,008","1,459",343,777,260,"2,650","3,772","1,657","1,774"
2021,12,50,"23,571",735,"1,564",137,282,119,378,219,111,"1,444",370,256,247,279,670,786,949,"1,080","1,587",366,983,348,"3,110","3,961","1,771","1,819"
2021,12,60,"20,132",806,"1,298",254,325,167,545,371,183,"1,205",485,248,237,243,545,649,947,820,"1,412",343,860,326,"2,077","2,810","1,537","1,439"
2021,12,70,"8,956",397,437,95,146,95,272,176,92,440,246,175,133,129,237,296,457,383,619,165,470,165,876,"1,058",708,689
2021,12,80,"4,576",235,204,64,81,56,139,87,47,235,110,63,72,65,152,153,227,196,292,107,261,118,465,560,256,331
2021,12,90,470,30,20,4,7,5,14,8,2,27,15,9,8,7,27,17,23,27,30,12,15,8,37,59,30,29
2021,12,100,20,1,0,0,0,0,0,0,0,1,2,1,0,1,2,1,0,0,3,0,3,0,1,1,3,0
