년도,월,나이,경상북도 상주시,경상북도 상주시 함창읍,경상북도 상주시 중동면,경상북도 상주시 사벌국면,경상북도 상주시 낙동면,경상북도 상주시 낙동면동부출장소,경상북도 상주시 청리면,경상북도 상주시 공성면,경상북도 상주시 외남면,경상북도 상주시 내서면,경상북도 상주시 모동면,경상북도 상주시 모서면,경상북도 상주시 모서면서부출장소,경상북도 상주시 화동면,경상북도 상주시 화서면,경상북도 상주시 화북면,경상북도 상주시 화북면서부출장소,경상북도 상주시 외서면,경상북도 상주시 은척면,경상북도 상주시 은척면북부출장소,경상북도 상주시 공검면,경상북도 상주시 이안면,경상북도 상주시 화남면,경상북도 상주시 남원동,경상북도 상주시 북문동,경상북도 상주시 계림동,경상북도 상주시 동문동,경상북도 상주시 동성동,경상북도 상주시 신흥동
2021,5,0,"5,062",273,41,107,85,29,86,94,55,51,94,59,25,57,145,24,5,87,20,9,33,56,30,864,712,583,558,161,719
2021,5,10,"7,462",529,59,161,153,33,95,226,67,75,148,64,39,101,144,61,10,148,44,19,93,87,32,"1,285",829,836,753,337,"1,034"
2021,5,20,"7,872",383,67,189,160,53,137,187,77,98,154,98,29,100,136,65,13,117,39,10,93,91,46,"1,254",976,754,850,299,"1,397"
2021,5,30,"7,218",427,71,211,115,36,149,193,76,94,130,89,44,102,176,60,9,135,32,8,97,68,34,"1,219","1,000",823,733,251,836
2021,5,40,"11,201",705,103,326,237,75,195,297,135,127,247,149,58,162,249,116,24,278,79,22,166,187,65,"1,744","1,349","1,179","1,125",476,"1,326"
2021,5,50,"16,438","1,054",235,624,479,199,422,622,283,364,497,327,144,374,520,255,69,476,161,71,296,300,159,"2,056","1,538","1,397","1,513",610,"1,393"
2021,5,60,"18,770","1,365",314,912,663,238,640,989,386,519,652,446,200,467,635,285,100,611,307,77,540,437,188,"1,873","1,468","1,237","1,315",654,"1,252"
2021,5,70,"12,398",935,294,654,550,150,465,741,296,325,378,279,110,339,410,185,52,449,250,69,408,410,138,"1,100",706,765,841,472,627
2021,5,80,"8,542",693,193,580,437,165,372,521,236,243,229,202,96,211,319,144,44,346,172,81,338,326,95,527,381,493,460,268,370
2021,5,90,"1,337",102,26,91,83,19,58,85,44,27,34,33,11,49,38,22,5,50,27,11,61,67,24,80,56,58,68,41,67
2021,5,100,37,6,0,4,3,0,2,2,0,0,3,0,0,0,0,1,0,2,2,0,1,2,0,2,0,3,3,0,1
2021,6,총,"96,273","6,483","1,398","3,837","2,964",989,"2,610","3,950","1,651","1,911","2,562","1,748",756,"1,955","2,770","1,219",333,"2,690","1,134",378,"2,123","2,022",817,"12,056","9,003","8,135","8,211","3,567","9,001"
2021,6,0,"5,037",275,41,109,83,29,83,96,55,49,94,58,25,52,144,25,4,88,20,8,35,57,30,871,709,586,558,158,695
2021,6,10,"7,475",528,59,158,146,31,94,225,66,74,150,67,38,104,147,61,11,146,45,20,92,86,32,"1,317",824,830,749,334,"1,041"
2021,6,20,"7,870",385,65,191,166,53,137,183,76,94,152,97,31,94,135,65,13,116,37,10,94,89,47,"1,260",976,756,857,300,"1,391"
2021,6,30,"7,183",425,70,205,114,35,146,198,76,92,130,89,43,103,174,61,9,135,33,8,94,69,34,"1,213","1,000",822,727,249,829
2021,6,40,"11,183",707,104,327,228,73,191,293,134,128,248,149,58,159,253,114,24,277,79,21,167,186,65,"1,744","1,347","1,180","1,125",477,"1,325"
2021,6,50,"16,330","1,055",230,613,481,197,417,622,279,360,489,321,142,378,511,256,69,468,160,72,293,295,162,"2,050","1,524","1,391","1,501",604,"1,390"
2021,6,60,"18,900","1,368",318,901,669,239,645,990,389,522,660,454,201,470,638,285,102,615,312,78,539,439,190,"1,894","1,477","1,253","1,326",665,"1,261"
2021,6,70,"12,378",939,290,652,552,144,463,739,295,322,378,275,112,337,410,186,52,447,248,69,410,408,137,"1,098",711,760,838,472,634
2021,6,80,"8,549",693,195,585,438,169,374,521,237,245,227,205,95,210,319,144,44,345,171,81,335,326,96,528,378,495,459,267,367
2021,6,90,"1,329",102,26,92,83,19,58,81,44,25,31,33,11,48,39,21,5,51,27,11,63,65,24,79,56,59,68,41,67
2021,6,100,39,6,0,4,4,0,2,2,0,0,3,0,0,0,0,1,0,2,2,0,1,2,0,2,1,3,3,0,1
2021,7,총,"96,160","6,465","1,389","3,838","2,961",981,"2,609","3,954","1,649","1,910","2,559","1,748",760,"1,943","2,774","1,213",330,"2,694","1,129",375,"2,118","2,021",813,"12,058","9,012","8,146","8,172","3,564","8,975"
2021,7,0,"5,001",269,41,107,82,26,81,96,54,48,94,59,25,49,151,25,4,89,20,6,35,55,30,862,707,585,550,162,689
2021,7,10,"7,459",525,58,167,145,32,95,225,66,72,148,67,39,105,146,61,11,144,47,20,92,84,32,"1,313",827,831,743,330,"1,034"
2021,7,20,"7,832",382,65,189,163,51,135,184,72,93,155,95,31,88,135,63,13,118,36,10,93,92,47,"1,267",972,760,848,294,"1,381"
2021,7,30,"7,183",424,70,203,115,34,146,191,78,91,127,88,43,102,177,63,9,134,32,8,92,71,33,"1,218","1,008",824,728,249,825
2021,7,40,"11,119",694,103,326,225,71,189,295,133,129,248,147,58,155,250,115,24,278,76,21,166,184,64,"1,732","1,341","1,180","1,116",479,"1,320"
2021,7,50,"16,290","1,049",225,610,481,198,419,621,279,357,485,323,141,375,507,253,66,465,160,70,293,294,160,"2,050","1,535","1,387","1,495",605,"1,387"
2021,7,60,"18,960","1,379",316,903,670,235,646,"1,001",391,527,665,457,202,473,641,280,101,621,310,78,539,443,188,"1,904","1,474","1,258","1,327",666,"1,265"
2021,7,70,"12,394",942,291,652,545,147,460,738,295,319,378,276,114,339,409,188,53,446,246,70,406,408,140,"1,107",716,762,837,473,637
2021,7,80,"8,553",696,194,581,447,167,378,521,237,246,227,203,96,210,320,143,43,346,173,81,339,323,96,526,377,493,457,264,369
2021,7,90,"1,331",98,26,96,84,20,58,80,44,28,29,33,11,47,38,21,6,51,27,11,62,65,23,77,55,64,68,42,67
2021,7,100,38,7,0,4,4,0,2,2,0,0,3,0,0,0,0,1,0,2,2,0,1,2,0,2,0,2,3,0,1
2021,8,총,"96,019","6,443","1,389","3,819","2,955",978,"2,603","3,941","1,644","1,903","2,566","1,735",754,"1,953","2,781","1,212",334,"2,687","1,136",369,"2,117","2,023",813,"12,035","9,001","8,178","8,143","3,553","8,954"
2021,8,0,"4,982",264,41,102,81,26,81,93,53,44,93,59,25,52,151,24,5,88,20,5,37,56,33,850,713,593,547,163,683
2021,8,10,"7,438",524,59,166,144,31,97,227,64,67,153,65,39,105,147,61,11,142,48,20,91,84,31,"1,313",826,834,736,327,"1,026"
2021,8,20,"7,780",379,64,185,162,51,134,181,75,89,152,95,31,94,138,64,14,117,35,9,93,91,45,"1,255",963,763,840,291,"1,370"
2021,8,30,"7,138",423,67,205,118,35,142,185,79,94,131,83,43,99,178,63,8,130,30,9,92,73,34,"1,206","1,006",821,719,242,823
2021,8,40,"11,083",689,103,320,222,72,188,299,130,128,246,145,55,156,247,113,26,277,78,21,165,184,62,"1,737","1,343","1,182","1,112",479,"1,304"
2021,8,50,"16,252","1,038",225,605,474,195,417,615,280,355,486,321,141,374,507,254,65,464,164,67,293,290,160,"2,036","1,525","1,401","1,494",606,"1,400"
2021,8,60,"19,011","1,387",318,907,677,234,649,996,386,533,663,457,203,480,643,280,103,621,313,77,539,448,189,"1,914","1,477","1,257","1,329",665,"1,266"
2021,8,70,"12,414",936,291,653,543,148,458,744,299,315,379,273,113,340,415,189,52,454,246,68,409,406,139,"1,115",712,762,834,476,645
2021,8,80,"8,545",701,196,576,449,166,376,520,234,250,230,202,93,206,316,140,44,342,171,82,335,324,95,531,380,496,461,260,369
2021,8,90,"1,338",96,25,97,81,20,59,79,44,28,29,35,11,47,39,23,6,50,29,11,62,65,25,76,56,66,68,44,67
2021,8,100,38,6,0,3,4,0,2,2,0,0,4,0,0,0,0,1,0,2,2,0,1,2,0,2,0,3,3,0,1
2021,9,총,"95,788","6,413","1,383","3,830","2,963",974,"2,591","3,943","1,639","1,892","2,548","1,735",751,"1,952","2,783","1,208",328,"2,694","1,136",371,"2,115","1,995",801,"12,025","9,001","8,185","8,076","3,531","8,925"
2021,9,0,"4,944",258,38,106,82,26,80,93,51,41,91,59,24,49,146,25,5,88,20,5,37,53,33,846,715,603,532,157,681
2021,9,10,"7,399",525,58,171,145,30,95,230,66,67,152,61,40,108,152,61,11,141,46,20,90,81,28,"1,315",833,829,725,318,"1,001"
2021,9,20,"7,708",363,59,188,165,50,132,177,71,86,142,97,29,91,137,59,13,118,38,9,94,86,43,"1,252",953,762,835,292,"1,367"
2021,9,30,"7,074",420,66,208,118,34,137,183,82,89,128,80,39,95,176,62,8,133,29,10,93,70,33,"1,205","1,002",823,694,241,816
2021,9,40,"11,031",679,102,321,220,73,187,310,130,127,242,144,55,157,247,111,26,277,77,24,162,176,60,"1,725","1,349","1,187","1,100",469,"1,294"
2021,9,50,"16,232","1,037",224,599,474,190,418,611,277,354,485,320,143,374,509,257,65,462,163,66,295,287,157,"2,038","1,519","1,395","1,492",609,"1,412"
2021,9,60,"19,033","1,385",325,909,683,237,646,994,386,534,661,466,206,484,646,282,102,624,316,77,534,446,189,"1,916","1,474","1,255","1,330",659,"1,267"
2021,9,70,"12,393",940,289,651,540,147,458,745,297,316,384,269,111,337,415,188,49,455,244,66,413,400,137,"1,115",712,760,832,479,644
2021,9,80,"8,580",704,196,577,452,166,377,515,235,249,229,203,92,210,315,139,43,342,171,83,330,329,96,535,388,501,466,263,374
2021,9,90,"1,356",96,26,97,80,21,59,83,44,29,30,36,12,47,40,23,6,52,30,11,66,65,25,76,56,67,67,44,68
2021,9,100,38,6,0,3,4,0,2,2,0,0,4,0,0,0,0,1,0,2,2,0,1,2,0,2,0,3,3,0,1
2021,10,총,"95,677","6,398","1,379","3,813","2,979",976,"2,603","3,928","1,642","1,892","2,549","1,738",745,"1,953","2,789","1,212",322,"2,677","1,139",370,"2,118","1,981",794,"11,974","9,008","8,210","8,080","3,543","8,865"
2021,10,0,"4,914",256,38,104,79,26,77,89,50,45,92,59,24,47,147,24,3,85,21,5,36,53,31,840,717,605,534,155,672
2021,10,10,"7,386",527,56,168,145,32,98,229,66,66,152,60,40,111,156,62,11,139,45,19,91,80,30,"1,304",832,834,723,318,992
2021,10,20,"7,685",359,58,190,168,47,137,174,72,87,137,97,28,91,139,60,13,115,41,10,95,88,41,"1,242",946,757,839,297,"1,357"
2021,10,30,"7,047",419,66,204,118,34,137,181,80,85,129,78,39,94,173,63,7,133,31,9,94,67,33,"1,195","1,006",830,699,241,802
2021,10,40,"10,967",675,104,314,215,73,190,312,131,131,238,147,55,157,242,109,24,272,77,24,163,175,60,"1,720","1,344","1,180","1,091",469,"1,275"
2021,10,50,"16,225","1,028",222,598,480,190,422,604,277,355,488,322,141,374,510,253,64,460,160,65,289,286,154,"2,021","1,529","1,404","1,492",616,"1,421"
2021,10,60,"19,068","1,379",325,900,692,241,647,996,389,529,667,465,204,485,650,287,102,626,316,78,538,444,188,"1,929","1,479","1,261","1,329",661,"1,261"
2021,10,70,"12,381",946,285,660,541,145,458,741,299,317,381,270,106,333,412,188,49,452,241,66,414,398,135,"1,115",708,764,833,481,643
2021,10,80,"8,595",706,199,577,458,165,375,517,234,246,232,205,96,214,320,139,43,341,174,82,327,325,97,528,391,503,468,261,372
2021,10,90,"1,370",97,26,95,79,23,60,83,44,31,29,35,12,47,40,26,6,52,31,12,70,63,25,78,56,69,69,43,69
2021,10,100,39,6,0,3,4,0,2,2,0,0,4,0,0,0,0,1,0,2,2,0,1,2,0,2,0,3,3,1,1
2021,11,총,"95,701","6,388","1,377","3,814","2,975",969,"2,576","3,912","1,630","1,886","2,545","1,731",748,"1,947","2,791","1,211",316,"2,671","1,142",372,"2,117","1,986",799,"11,829","9,255","8,500","7,938","3,523","8,753"
2021,11,0,"4,902",258,37,102,76,24,72,91,50,44,90,61,25,49,150,25,3,85,21,5,37,54,35,802,750,638,515,154,649
2021,11,10,"7,349",522,58,170,145,31,97,224,65,68,150,61,39,106,159,62,9,138,45,18,88,82,29,"1,275",857,877,704,305,965
2021,11,20,"7,700",356,57,185,168,45,133,166,70,82,131,97,28,95,137,61,12,115,40,11,98,86,41,"1,240",986,789,820,296,"1,355"
2021,11,30,"7,058",424,66,202,115,33,131,178,77,89,131,81,39,89,166,66,7,133,33,9,96,65,33,"1,158","1,042",892,680,241,782
2021,11,40,"10,960",666,105,315,218,73,187,309,129,128,238,147,52,156,244,108,23,272,76,24,163,174,60,"1,696","1,384","1,227","1,069",458,"1,259"
2021,11,50,"16,213","1,026",222,600,479,185,418,603,274,349,486,320,143,374,505,250,64,456,160,65,284,289,154,"1,999","1,573","1,454","1,461",614,"1,406"
2021,11,60,"19,112","1,379",326,901,689,244,646,"1,000",388,531,672,459,205,486,657,287,102,627,318,80,538,445,190,"1,942","1,488","1,277","1,316",667,"1,252"
2021,11,70,"12,390",945,278,661,547,147,453,738,295,320,383,266,107,329,409,184,48,450,242,66,413,402,135,"1,116",721,766,836,485,648
2021,11,80,"8,607",707,201,577,454,165,377,517,239,246,232,205,98,216,322,140,42,342,172,82,330,325,98,524,398,504,466,260,368
2021,11,90,"1,374",99,27,98,80,22,60,84,43,29,29,34,12,47,42,27,6,51,33,12,69,62,24,76,56,73,69,42,68
2021,11,100,36,6,0,3,4,0,2,2,0,0,3,0,0,0,0,1,0,2,2,0,1,2,0,1,0,3,2,1,1
2021,12,총,"95,566","6,354","1,381","3,798","2,968",965,"2,563","3,905","1,620","1,895","2,542","1,712",749,"1,940","2,799","1,204",316,"2,651","1,136",378,"2,111","1,987",793,"11,684","9,342","8,771","7,865","3,483","8,654"
2021,12,0,"4,902",255,39,103,79,25,68,91,51,42,91,58,25,49,156,25,3,81,21,10,36,52,31,786,759,697,490,145,634
2021,12,10,"7,295",514,58,164,140,30,100,222,62,78,145,60,39,106,160,62,9,130,42,18,87,82,30,"1,238",860,908,696,301,954
2021,12,20,"7,641",356,58,185,162,44,129,162,71,80,134,94,28,94,131,61,12,114,39,11,99,84,39,"1,208",992,827,810,290,"1,327"
2021,12,30,"7,029",408,68,201,119,32,132,178,74,84,130,75,37,88,169,65,7,129,35,9,89,66,32,"1,149","1,047",942,673,230,761
2021,12,40,"10,949",673,103,307,213,69,186,307,127,132,236,144,52,156,247,107,24,269,77,25,162,169,59,"1,669","1,406","1,278","1,050",453,"1,249"
2021,12,50,"16,169","1,014",215,602,484,184,412,601,274,346,484,319,142,370,505,244,62,446,159,67,282,291,156,"1,976","1,593","1,487","1,448",610,"1,396"
2021,12,60,"19,155","1,375",328,900,687,244,649,"1,001",385,534,676,459,206,490,657,291,103,635,315,80,542,448,192,"1,936","1,509","1,278","1,322",665,"1,248"
2021,12,70,"12,388",944,281,657,541,148,449,738,298,324,383,266,108,325,409,182,49,452,242,66,411,405,135,"1,115",723,772,842,481,642
2021,12,80,"8,621",713,203,579,459,165,376,519,236,243,229,204,100,217,322,141,41,344,170,79,332,327,95,525,397,504,463,264,374
2021,12,90,"1,381",96,28,97,80,24,60,84,41,32,31,33,12,45,43,25,6,50,34,13,70,61,24,81,56,75,69,43,68
2021,12,100,36,6,0,3,4,0,2,2,1,0,3,0,0,0,0,1,0,1,2,0,1,2,0,1,0,3,2,1,1
