년도,월,나이,남구,신정1동,신정2동,신정3동,신정4동,신정5동,달동,삼산동,삼호동,무거동,옥동,대현동,수암동,선암동,야음장생포동
2021,8,10,"29,474","1,083","3,051","1,204","2,266",598,"1,998","4,302","1,628","3,348","3,096","3,298","1,811","1,240",551
2021,8,20,"44,264","2,431","3,147","2,079","2,783","1,333","4,171","7,827","3,080","5,683","3,560","3,214","2,181","1,752","1,023"
2021,8,30,"41,236","2,216","2,730","2,062","2,649","1,283","3,848","7,664","2,221","3,517","3,123","4,377","2,298","1,891","1,357"
2021,8,40,"50,104","2,404","4,252","2,448","3,587","1,393","4,058","8,301","2,844","5,004","4,160","5,451","2,570","2,259","1,373"
2021,8,50,"60,790","3,538","4,715","3,265","3,734","1,690","5,201","9,327","4,565","6,596","5,462","4,833","3,245","2,681","1,938"
2021,8,60,"43,347","3,670","2,845","2,562","2,717","1,305","4,133","5,688","3,175","3,697","3,465","3,559","2,237","2,216","2,078"
2021,8,70,"16,912","1,715","1,266","1,058","1,125",598,"1,502","1,776","1,242","1,342","1,115","1,505",725,815,"1,128"
2021,8,80,"5,874",551,380,381,359,194,642,520,514,532,390,494,223,288,406
2021,8,90,675,53,53,55,51,19,60,74,59,65,42,47,28,27,42
2021,8,100,20,3,1,1,1,0,3,0,1,0,0,3,2,1,4
2021,9,총,"315,118","18,424","24,297","16,371","20,971","8,850","27,203","48,936","20,396","31,815","26,467","29,992","16,818","14,257","10,321"
2021,9,0,"22,800",796,"1,889","1,259","1,721",463,"1,580","3,417","1,108","2,007","2,067","3,272","1,527","1,077",617
2021,9,10,"29,354","1,076","3,054","1,194","2,263",579,"2,009","4,293","1,607","3,335","3,071","3,288","1,809","1,239",537
2021,9,20,"44,019","2,419","3,120","2,044","2,776","1,345","4,155","7,812","3,048","5,676","3,546","3,199","2,148","1,736",995
2021,9,30,"41,186","2,217","2,735","2,055","2,657","1,272","3,853","7,661","2,231","3,528","3,144","4,342","2,293","1,871","1,327"
2021,9,40,"49,910","2,379","4,229","2,475","3,567","1,380","4,046","8,291","2,820","4,956","4,138","5,437","2,563","2,272","1,357"
2021,9,50,"60,829","3,541","4,728","3,245","3,737","1,684","5,199","9,340","4,577","6,636","5,455","4,847","3,241","2,692","1,907"
2021,9,60,"43,434","3,654","2,840","2,584","2,708","1,308","4,152","5,741","3,175","3,730","3,489","3,558","2,251","2,228","2,016"
2021,9,70,"16,968","1,728","1,269","1,070","1,132",597,"1,494","1,782","1,252","1,345","1,118","1,512",733,819,"1,117"
2021,9,80,"5,908",558,380,388,358,202,648,524,518,536,393,486,222,295,400
2021,9,90,690,52,52,56,51,20,64,75,59,66,46,48,29,27,45
2021,9,100,20,4,1,1,1,0,3,0,1,0,0,3,2,1,3
2021,10,총,"314,706","18,372","24,270","16,410","21,004","8,855","27,155","48,971","20,405","31,828","26,446","29,922","16,756","14,273","10,039"
2021,10,0,"22,724",792,"1,878","1,244","1,725",462,"1,566","3,403","1,112","2,011","2,069","3,273","1,513","1,072",604
2021,10,10,"29,261","1,063","3,042","1,208","2,272",580,"2,003","4,280","1,588","3,323","3,061","3,288","1,806","1,226",521
2021,10,20,"43,791","2,408","3,103","2,050","2,764","1,332","4,128","7,788","3,021","5,660","3,538","3,158","2,113","1,757",971
2021,10,30,"41,091","2,200","2,717","2,057","2,653","1,271","3,845","7,673","2,254","3,530","3,133","4,331","2,275","1,853","1,299"
2021,10,40,"49,797","2,374","4,242","2,475","3,577","1,397","4,045","8,268","2,799","4,929","4,126","5,408","2,557","2,281","1,319"
2021,10,50,"60,781","3,528","4,714","3,245","3,736","1,683","5,181","9,360","4,596","6,682","5,448","4,847","3,221","2,685","1,855"
2021,10,60,"43,563","3,640","2,851","2,602","2,718","1,310","4,158","5,783","3,190","3,743","3,503","3,562","2,280","2,249","1,974"
2021,10,70,"17,043","1,740","1,284","1,086","1,145",598,"1,507","1,806","1,262","1,344","1,126","1,513",740,828,"1,064"
2021,10,80,"5,934",571,386,388,360,202,653,532,521,539,395,492,221,292,382
2021,10,90,701,51,52,55,53,20,66,78,61,67,47,47,28,29,47
2021,10,100,20,5,1,0,1,0,3,0,1,0,0,3,2,1,3
2021,11,총,"314,331","18,287","24,244","16,383","20,951","8,887","27,170","49,002","20,406","31,842","26,412","29,856","16,708","14,294","9,889"
2021,11,0,"22,630",773,"1,885","1,240","1,715",460,"1,568","3,415","1,116","1,996","2,060","3,230","1,492","1,076",604
2021,11,10,"29,247","1,061","3,055","1,210","2,281",580,"1,996","4,264","1,587","3,318","3,053","3,296","1,805","1,218",523
2021,11,20,"43,596","2,394","3,086","2,038","2,746","1,342","4,080","7,765","3,003","5,683","3,505","3,147","2,105","1,752",950
2021,11,30,"40,991","2,192","2,694","2,054","2,624","1,280","3,840","7,710","2,273","3,526","3,118","4,290","2,258","1,856","1,276"
2021,11,40,"49,642","2,359","4,233","2,466","3,551","1,396","4,050","8,244","2,768","4,890","4,128","5,427","2,542","2,285","1,303"
2021,11,50,"60,795","3,508","4,707","3,243","3,752","1,685","5,219","9,366","4,591","6,720","5,446","4,828","3,234","2,678","1,818"
2021,11,60,"43,665","3,624","2,862","2,602","2,719","1,320","4,182","5,809","3,219","3,750","3,514","3,587","2,269","2,271","1,937"
2021,11,70,"17,087","1,746","1,282","1,087","1,146",598,"1,512","1,817","1,271","1,346","1,142","1,506",750,832,"1,052"
2021,11,80,"5,952",570,391,387,363,205,651,535,516,548,397,494,222,296,377
2021,11,90,706,54,48,56,54,21,69,77,61,65,49,48,29,29,46
2021,11,100,20,6,1,0,0,0,3,0,1,0,0,3,2,1,3
2021,12,총,"313,819","18,204","24,176","16,386","20,901","8,867","27,174","49,028","20,360","31,814","26,351","29,794","16,673","14,310","9,781"
2021,12,0,"22,540",772,"1,872","1,235","1,699",446,"1,549","3,410","1,118","1,995","2,057","3,217","1,491","1,065",614
2021,12,10,"29,145","1,062","3,054","1,204","2,281",580,"1,984","4,246","1,580","3,312","3,042","3,282","1,797","1,207",514
2021,12,20,"43,368","2,356","3,061","2,024","2,741","1,357","4,072","7,773","2,977","5,641","3,474","3,137","2,076","1,751",928
2021,12,30,"40,846","2,205","2,674","2,046","2,599","1,271","3,854","7,689","2,253","3,497","3,118","4,262","2,251","1,859","1,268"
2021,12,40,"49,604","2,339","4,238","2,475","3,548","1,381","4,050","8,254","2,757","4,906","4,122","5,433","2,543","2,264","1,294"
2021,12,50,"60,666","3,460","4,679","3,252","3,753","1,683","5,206","9,361","4,591","6,726","5,428","4,818","3,212","2,701","1,796"
2021,12,60,"43,790","3,627","2,872","2,610","2,705","1,323","4,197","5,850","3,224","3,775","3,519","3,592","2,282","2,298","1,916"
2021,12,70,"17,133","1,746","1,284","1,096","1,157",599,"1,527","1,825","1,276","1,343","1,141","1,511",763,837,"1,028"
2021,12,80,"5,993",574,393,387,361,207,664,539,519,553,403,494,224,298,377
2021,12,90,721,57,49,57,57,20,69,81,64,66,47,47,32,30,45
2021,12,100,13,6,0,0,0,0,2,0,1,0,0,1,2,0,1
