년도,월,나이,광주광역시 서구,광주광역시 서구 양동,광주광역시 서구 양3동,광주광역시 서구 농성1동,광주광역시 서구 농성2동,광주광역시 서구 광천동,광주광역시 서구 유덕동,광주광역시 서구 치평동,광주광역시 서구 상무1동,광주광역시 서구 상무2동,광주광역시 서구 화정1동,광주광역시 서구 화정2동,광주광역시 서구 화정3동,광주광역시 서구 화정4동,광주광역시 서구 서창동,광주광역시 서구 금호1동,광주광역시 서구 금호2동,광주광역시 서구 풍암동,광주광역시 서구 동천동
2021,9,총,"143,177","1,896","2,259","5,391","2,584","4,208","5,613","14,494","12,440","11,653","7,428","10,321","4,962","7,463","3,000","9,541","14,058","18,181","7,685"
2021,9,0,"10,627",60,200,280,89,298,462,"1,043",782,614,417,"1,205",281,552,206,641,"1,310","1,437",750
2021,9,10,"15,912",76,192,345,145,281,642,"1,529","1,192",853,563,"1,445",530,842,195,"1,109","2,133","2,629","1,211"
2021,9,20,"22,876",226,253,782,434,560,915,"2,644","2,393","2,123","1,367","1,242",853,"1,143",395,"1,502","2,198","2,830","1,016"
2021,9,30,"18,019",188,262,812,348,519,804,"2,099","1,892","1,594","1,197","1,383",545,845,346,971,"1,471","1,995",748
2021,9,40,"22,836",253,403,770,365,696,973,"2,212","1,974","1,634","1,139","1,821",682,982,379,"1,284","2,425","3,314","1,530"
2021,9,50,"24,193",320,327,912,428,785,"1,002","2,541","1,997","1,976","1,119","1,370",784,"1,133",642,"1,758","2,629","3,223","1,247"
2021,9,60,"16,707",348,333,700,401,619,480,"1,475","1,280","1,633",817,"1,107",733,"1,232",513,"1,443","1,166","1,674",753
2021,9,70,"8,631",285,219,565,255,335,216,629,706,893,535,585,393,546,242,629,531,736,331
2021,9,80,"3,096",132,66,211,110,104,109,293,204,304,251,151,146,172,74,191,177,314,87
2021,9,90,276,8,4,13,9,11,10,28,20,29,23,12,15,15,8,13,18,28,12
2021,9,100,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2021,10,총,"142,908","1,871","2,236","5,376","2,591","4,170","5,620","14,468","12,404","11,674","7,408","10,303","4,947","7,451","3,005","9,524","14,026","18,160","7,674"
2021,10,0,"10,528",57,197,275,91,295,456,"1,040",777,601,409,"1,192",281,545,207,631,"1,298","1,426",750
2021,10,10,"15,860",75,191,346,143,281,643,"1,512","1,176",858,565,"1,460",534,842,200,"1,108","2,103","2,621","1,202"
2021,10,20,"22,859",222,250,776,436,552,919,"2,646","2,382","2,141","1,374","1,227",843,"1,138",391,"1,509","2,209","2,829","1,015"
2021,10,30,"17,918",187,256,809,342,511,811,"2,075","1,893","1,597","1,175","1,375",542,846,342,959,"1,465","1,990",743
2021,10,40,"22,784",246,402,771,372,690,970,"2,223","1,956","1,632","1,140","1,821",682,989,382,"1,281","2,408","3,292","1,527"
2021,10,50,"24,204",315,321,920,427,782,"1,005","2,540","2,007","1,980","1,118","1,365",776,"1,127",643,"1,749","2,630","3,244","1,255"
2021,10,60,"16,740",342,330,698,405,608,483,"1,482","1,286","1,642",813,"1,113",734,"1,225",518,"1,451","1,181","1,678",751
2021,10,70,"8,628",286,220,557,255,336,217,624,702,893,536,583,394,552,242,631,532,738,330
2021,10,80,"3,110",134,65,209,111,104,107,297,204,302,255,155,146,171,73,192,182,314,89
2021,10,90,273,7,4,14,9,11,9,28,21,28,23,12,15,15,7,13,18,27,12
2021,10,100,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2021,11,총,"142,783","1,860","2,230","5,386","2,583","4,162","5,615","14,507","12,398","11,636","7,413","10,290","4,952","7,421","3,003","9,525","13,985","18,129","7,688"
2021,11,0,"10,478",57,196,278,91,293,458,"1,042",772,589,397,"1,198",275,534,211,635,"1,287","1,407",758
2021,11,10,"15,822",75,191,343,144,279,638,"1,506","1,172",864,569,"1,455",531,843,203,"1,108","2,087","2,615","1,199"
2021,11,20,"22,811",225,243,799,434,549,919,"2,652","2,383","2,126","1,364","1,222",848,"1,129",389,"1,484","2,208","2,824","1,013"
2021,11,30,"17,882",187,260,801,346,513,801,"2,082","1,875","1,584","1,186","1,357",547,848,341,966,"1,454","1,990",744
2021,11,40,"22,760",240,400,770,369,691,977,"2,238","1,955","1,628","1,129","1,826",682,987,378,"1,287","2,405","3,273","1,525"
2021,11,50,"24,195",312,318,911,421,784,"1,000","2,547","2,026","1,974","1,127","1,360",779,"1,119",645,"1,739","2,623","3,255","1,255"
2021,11,60,"16,800",342,332,706,406,603,491,"1,492","1,290","1,639",826,"1,114",731,"1,220",518,"1,463","1,185","1,685",757
2021,11,70,"8,625",281,216,552,253,334,215,623,702,901,535,583,396,553,238,633,539,738,333
2021,11,80,"3,134",132,70,211,110,106,107,298,203,303,257,164,148,171,73,195,179,315,92
2021,11,90,273,9,4,15,9,10,9,26,20,28,23,11,15,16,7,15,18,26,12
2021,11,100,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2021,12,총,"142,721","1,848","2,218","5,435","2,571","4,155","5,601","14,476","12,415","11,646","7,397","10,308","4,964","7,422","2,994","9,506","13,971","18,097","7,697"
2021,12,0,"10,423",55,199,279,88,288,449,"1,034",780,590,392,"1,192",278,529,209,632,"1,274","1,401",754
2021,12,10,"15,742",75,186,350,143,281,629,"1,494","1,164",866,565,"1,465",531,829,200,"1,096","2,077","2,598","1,193"
2021,12,20,"22,837",225,245,813,427,543,917,"2,640","2,387","2,138","1,357","1,227",858,"1,145",387,"1,486","2,210","2,808","1,024"
2021,12,30,"17,822",184,253,807,344,508,803,"2,073","1,884","1,594","1,193","1,337",538,840,343,956,"1,440","1,985",740
2021,12,40,"22,778",242,396,780,366,689,969,"2,233","1,957","1,632","1,127","1,837",685,995,373,"1,286","2,417","3,272","1,522"
2021,12,50,"24,204",307,320,926,425,792,"1,011","2,554","2,019","1,944","1,123","1,366",779,"1,116",641,"1,737","2,622","3,259","1,263"
2021,12,60,"16,843",341,331,705,404,605,491,"1,495","1,292","1,645",832,"1,122",734,"1,223",525,"1,465","1,192","1,682",759
2021,12,70,"8,644",276,214,551,252,331,213,631,709,906,533,584,395,557,235,637,539,744,337
2021,12,80,"3,151",134,71,209,113,108,110,295,202,303,253,167,151,170,74,196,182,319,94
2021,12,90,275,9,3,15,9,10,9,27,21,28,22,11,15,17,7,15,18,28,11
2021,12,100,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
