년도,월,나이,부평구,부평1동,부평2동,부평3동,부평4동,부평5동,부평6동,산곡1동,산곡2동,산곡3동,산곡4동,청천1동,청천2동,갈산1동,갈산2동,삼산1동,삼산2동,부개1동,부개2동,부개3동,일신동,십정1동,십정2동
2021,3,0,"15,681","1,153",420,296,"1,207","1,208",472,295,"1,324",560,591,175,"1,301",436,582,"1,123","1,188",418,659,914,481,298,580
2021,3,10,"20,533","1,467",589,400,"1,124","1,155",430,486,"1,776",943,855,253,"1,401",542,680,"1,740","2,036",513,859,"1,622",475,473,714
2021,3,20,"33,682","3,130","1,001",789,"2,954","2,622","1,111",764,"1,939","1,357","1,284",395,"2,345","1,193","1,218","2,222","1,813",999,"1,252","2,361",692,781,"1,460"
2021,3,30,"32,223","2,846",985,769,"3,097","2,754","1,171",726,"1,929","1,134","1,105",363,"2,517","1,000","1,326","1,906","1,552",947,"1,276","2,065",820,635,"1,300"
2021,3,40,"37,854","2,882","1,137",882,"2,711","2,475","1,031",875,"2,842","1,581","1,464",462,"2,569","1,116","1,224","2,922","3,119","1,063","1,501","2,706",845,923,"1,524"
2021,3,50,"45,630","3,246","1,391","1,177","3,093","2,794","1,332","1,239","2,934","2,117","1,822",658,"3,239","1,679","1,931","3,281","2,631","1,472","1,789","3,253","1,137","1,167","2,248"
2021,3,60,"34,661","2,518","1,219","1,103","2,330","2,007","1,121","1,178","1,944","1,914","1,233",525,"2,398","1,225","1,580","2,195","1,482","1,508","1,319","1,911","1,003","1,039","1,909"
2021,3,70,"17,173","1,192",679,665,"1,183",998,555,596,849,"1,033",596,260,"1,046",581,720,"1,092",714,830,641,909,444,589,"1,001"
2021,3,80,"9,353",671,308,343,577,506,324,338,455,663,380,133,563,282,461,749,389,375,330,533,217,279,477
2021,3,90,"1,674",124,52,66,97,94,52,69,85,136,66,32,84,56,95,137,91,51,39,96,36,43,73
2021,3,100,89,6,1,2,1,8,9,3,1,12,0,8,2,2,1,4,3,3,3,3,1,4,12
2021,4,총,"248,363","19,231","7,727","6,492","18,344","16,547","7,633","6,557","16,041","11,427","9,395","3,265","17,532","8,104","9,788","17,346","15,036","8,158","9,711","16,339","6,175","6,226","11,289"
2021,4,0,"15,603","1,142",419,296,"1,198","1,194",475,296,"1,301",559,582,171,"1,317",432,575,"1,117","1,185",411,664,911,484,303,571
2021,4,10,"20,450","1,448",576,404,"1,123","1,141",435,483,"1,786",938,840,250,"1,398",544,675,"1,732","2,029",510,868,"1,612",476,475,707
2021,4,20,"33,617","3,129",994,784,"2,954","2,609","1,103",750,"1,941","1,342","1,283",400,"2,353","1,190","1,204","2,217","1,827",993,"1,252","2,356",694,769,"1,473"
2021,4,30,"32,173","2,851",967,776,"3,069","2,743","1,183",731,"1,914","1,125","1,105",362,"2,533","1,004","1,314","1,901","1,552",932,"1,297","2,057",825,631,"1,301"
2021,4,40,"37,808","2,881","1,138",890,"2,703","2,475","1,031",884,"2,837","1,572","1,450",460,"2,564","1,119","1,225","2,910","3,107","1,068","1,498","2,707",841,921,"1,527"
2021,4,50,"45,490","3,240","1,381","1,166","3,094","2,769","1,333","1,225","2,907","2,113","1,832",653,"3,257","1,666","1,919","3,273","2,643","1,457","1,781","3,238","1,135","1,166","2,242"
2021,4,60,"34,895","2,540","1,223","1,103","2,338","2,007","1,123","1,188","1,965","1,928","1,253",539,"2,409","1,229","1,598","2,210","1,488","1,522","1,332","1,918","1,016","1,044","1,922"
2021,4,70,"17,151","1,193",665,658,"1,182",990,563,590,852,"1,034",597,258,"1,051",577,719,"1,096",721,835,643,900,452,584,991
2021,4,80,"9,400",675,312,346,585,517,326,338,450,665,383,134,559,283,461,750,388,377,335,543,217,285,471
2021,4,90,"1,685",126,51,67,97,93,52,69,86,139,70,30,89,58,96,136,93,50,38,94,34,45,72
2021,4,100,91,6,1,2,1,9,9,3,2,12,0,8,2,2,2,4,3,3,3,3,1,3,12
2021,5,총,"248,323","19,192","7,679","6,462","18,336","16,420","7,676","6,535","16,009","11,436","9,394","3,264","17,552","8,072","9,748","17,342","14,976","8,152","9,748","16,305","6,162","6,626","11,237"
2021,5,0,"15,551","1,138",422,299,"1,187","1,183",483,297,"1,303",552,576,171,"1,317",427,565,"1,100","1,173",408,668,904,468,350,560
2021,5,10,"20,406","1,439",564,401,"1,115","1,129",441,471,"1,781",942,842,252,"1,397",545,674,"1,723","2,014",511,878,"1,595",484,507,701
2021,5,20,"33,500","3,125",996,768,"2,968","2,592","1,098",745,"1,926","1,338","1,283",392,"2,351","1,173","1,199","2,221","1,801",985,"1,245","2,344",682,809,"1,459"
2021,5,30,"32,148","2,828",961,789,"3,053","2,730","1,192",736,"1,893","1,109","1,110",362,"2,524","1,000","1,305","1,904","1,549",923,"1,306","2,065",815,709,"1,285"
2021,5,40,"37,688","2,863","1,121",880,"2,698","2,453","1,052",883,"2,846","1,574","1,440",453,"2,557","1,105","1,207","2,884","3,089","1,070","1,499","2,677",838,992,"1,507"
2021,5,50,"45,505","3,233","1,370","1,153","3,095","2,731","1,327","1,217","2,887","2,115","1,836",664,"3,279","1,669","1,916","3,285","2,641","1,450","1,781","3,243","1,141","1,224","2,248"
2021,5,60,"35,111","2,557","1,219","1,106","2,349","1,998","1,133","1,185","1,990","1,937","1,254",541,"2,422","1,234","1,604","2,240","1,499","1,527","1,341","1,931","1,024","1,093","1,927"
2021,5,70,"17,230","1,203",667,648,"1,190",988,563,588,857,"1,045",599,258,"1,052",575,723,"1,097",719,847,652,910,454,601,994
2021,5,80,"9,408",675,310,346,587,516,326,340,442,669,386,134,556,284,452,752,397,379,336,538,219,290,474
2021,5,90,"1,683",124,48,70,93,91,52,70,81,143,68,29,95,57,100,133,91,49,39,96,36,48,70
2021,5,100,93,7,1,2,1,9,9,3,3,12,0,8,2,3,3,3,3,3,3,2,1,3,12
2021,6,총,"248,149","19,152","7,642","6,436","18,376","16,346","7,702","6,527","15,979","11,437","9,363","3,247","17,555","8,097","9,743","17,280","14,970","8,141","9,765","16,255","6,152","6,774","11,210"
2021,6,0,"15,475","1,137",422,292,"1,179","1,187",484,294,"1,296",549,573,168,"1,316",421,571,"1,080","1,164",406,665,886,466,356,563
2021,6,10,"20,318","1,439",566,401,"1,105","1,121",441,463,"1,774",939,837,255,"1,396",542,668,"1,717","2,007",506,880,"1,584",478,506,693
2021,6,20,"33,451","3,095",985,764,"3,003","2,573","1,110",745,"1,918","1,331","1,274",388,"2,337","1,175","1,189","2,201","1,809",974,"1,253","2,342",683,846,"1,456"
2021,6,30,"32,102","2,825",957,788,"3,049","2,727","1,189",738,"1,892","1,107","1,103",361,"2,526","1,007","1,310","1,891","1,536",916,"1,300","2,060",814,725,"1,281"
2021,6,40,"37,621","2,860","1,123",873,"2,702","2,440","1,053",883,"2,843","1,562","1,433",453,"2,554","1,108","1,202","2,866","3,064","1,074","1,503","2,665",840,"1,024","1,496"
2021,6,50,"45,439","3,223","1,345","1,144","3,089","2,706","1,334","1,210","2,876","2,122","1,837",653,"3,282","1,676","1,921","3,274","2,670","1,440","1,770","3,239","1,135","1,252","2,241"
2021,6,60,"35,291","2,557","1,221","1,108","2,369","1,999","1,136","1,194","1,995","1,952","1,260",541,"2,435","1,244","1,607","2,262","1,497","1,549","1,362","1,931","1,026","1,112","1,934"
2021,6,70,"17,235","1,206",667,648,"1,190",982,567,590,862,"1,046",595,259,"1,054",575,723,"1,094",726,844,654,906,455,604,988
2021,6,80,"9,442",676,309,347,596,513,326,335,442,677,385,133,556,288,449,762,402,380,335,541,218,297,475
2021,6,90,"1,681",126,46,68,93,89,53,72,79,140,66,28,97,57,101,130,91,50,40,99,36,49,71
2021,6,100,94,8,1,3,1,9,9,3,2,12,0,8,2,4,2,3,4,2,3,2,1,3,12
2021,7,총,"248,005","19,139","7,606","6,405","18,526","16,265","7,698","6,476","15,962","11,420","9,360","3,223","17,592","8,146","9,731","17,261","14,951","8,112","9,783","16,166","6,160","6,832","11,191"
2021,7,0,"15,382","1,135",418,289,"1,182","1,174",477,289,"1,288",543,568,164,"1,305",423,567,"1,084","1,153",404,662,876,462,366,553
2021,7,10,"20,241","1,425",556,400,"1,109","1,118",437,457,"1,775",938,837,247,"1,397",547,665,"1,711","2,008",506,876,"1,568",477,505,682
2021,7,20,"33,426","3,083",983,762,"3,095","2,576","1,107",744,"1,892","1,322","1,269",390,"2,339","1,174","1,183","2,186","1,801",962,"1,259","2,324",686,843,"1,446"
2021,7,30,"32,096","2,822",955,779,"3,072","2,718","1,184",726,"1,879","1,108","1,102",359,"2,546","1,029","1,309","1,893","1,525",901,"1,315","2,027",811,741,"1,295"
2021,7,40,"37,523","2,860","1,118",866,"2,716","2,424","1,055",874,"2,836","1,549","1,426",450,"2,544","1,110","1,202","2,853","3,050","1,073","1,498","2,648",847,"1,033","1,491"
2021,7,50,"45,348","3,219","1,333","1,132","3,095","2,673","1,350","1,202","2,879","2,119","1,844",643,"3,303","1,675","1,909","3,269","2,683","1,430","1,766","3,216","1,133","1,252","2,223"
2021,7,60,"35,492","2,574","1,219","1,111","2,376","2,000","1,133","1,194","2,017","1,961","1,273",545,"2,448","1,259","1,610","2,277","1,505","1,554","1,367","1,952","1,033","1,130","1,954"
2021,7,70,"17,222","1,205",670,645,"1,193",978,564,581,874,"1,039",590,259,"1,044",579,727,"1,093",727,842,657,909,451,612,983
2021,7,80,"9,496",679,308,350,594,511,330,337,442,686,386,129,564,288,456,764,404,386,338,540,225,297,482
2021,7,90,"1,686",129,45,68,93,84,52,69,78,143,65,29,99,59,101,129,91,52,42,104,34,50,70
2021,7,100,93,8,1,3,1,9,9,3,2,12,0,8,3,3,2,2,4,2,3,2,1,3,12
2021,8,총,"247,570","19,046","7,569","6,372","18,655","16,168","7,684","6,443","15,944","11,408","9,351","3,217","17,590","8,162","9,725","17,194","14,890","8,095","9,816","16,085","6,155","6,855","11,146"
2021,8,0,"15,243","1,121",409,288,"1,175","1,166",473,281,"1,282",540,560,160,"1,289",424,563,"1,060","1,135",404,663,864,462,365,559
2021,8,10,"20,193","1,415",553,398,"1,122","1,105",431,456,"1,775",935,835,248,"1,396",548,664,"1,698","2,013",505,876,"1,551",478,512,679
2021,8,20,"33,285","3,040",982,749,"3,155","2,571","1,098",739,"1,864","1,313","1,266",385,"2,334","1,167","1,185","2,183","1,776",950,"1,260","2,308",687,841,"1,432"
2021,8,30,"32,016","2,801",941,775,"3,078","2,700","1,188",717,"1,870","1,112","1,096",361,"2,569","1,032","1,296","1,882","1,523",909,"1,322","2,011",809,744,"1,280"
2021,8,40,"37,403","2,831","1,124",862,"2,734","2,400","1,050",874,"2,841","1,548","1,424",447,"2,533","1,124","1,209","2,839","3,021","1,063","1,498","2,629",843,"1,025","1,484"
2021,8,50,"45,283","3,227","1,319","1,125","3,114","2,665","1,354","1,195","2,868","2,115","1,842",641,"3,297","1,676","1,894","3,269","2,687","1,416","1,781","3,209","1,128","1,261","2,200"
2021,8,60,"35,609","2,585","1,220","1,107","2,384","1,993","1,137","1,190","2,036","1,965","1,286",545,"2,448","1,264","1,624","2,277","1,506","1,574","1,372","1,961","1,036","1,135","1,964"
2021,8,70,"17,214","1,208",669,647,"1,192",965,562,583,884,"1,031",587,262,"1,059",567,726,"1,084",729,836,665,908,448,618,984
2021,8,80,"9,532",680,308,352,608,508,331,334,447,690,388,129,561,298,461,769,406,383,336,538,227,301,477
2021,8,90,"1,698",130,43,67,91,86,51,71,74,147,67,31,101,59,101,131,90,53,40,104,36,50,75
2021,8,100,94,8,1,2,2,9,9,3,3,12,0,8,3,3,2,2,4,2,3,2,1,3,12
2021,9,총,"247,370","19,029","7,548","6,373","18,710","16,103","7,642","6,386","15,902","11,385","9,353","3,210","17,561","8,170","9,687","17,141","14,882","8,067","10,089","16,034","6,133","6,842","11,123"
2021,9,0,"15,165","1,118",412,290,"1,157","1,160",470,276,"1,276",537,559,160,"1,286",417,548,"1,050","1,133",404,688,851,459,357,557
2021,9,10,"20,107","1,405",552,392,"1,119","1,102",420,455,"1,755",921,832,250,"1,388",552,667,"1,688","2,003",499,895,"1,550",471,516,675
2021,9,20,"33,205","3,040",971,747,"3,167","2,581","1,078",725,"1,857","1,317","1,271",380,"2,320","1,167","1,167","2,180","1,782",930,"1,297","2,291",675,830,"1,432"
2021,9,30,"32,007","2,791",935,759,"3,094","2,698","1,189",709,"1,857","1,101","1,095",357,"2,567","1,032","1,281","1,863","1,524",913,"1,399","2,013",809,748,"1,273"
2021,9,40,"37,301","2,826","1,116",865,"2,755","2,398","1,039",868,"2,831","1,549","1,420",446,"2,509","1,121","1,210","2,808","3,010","1,057","1,547","2,592",836,"1,019","1,479"
2021,9,50,"45,263","3,245","1,322","1,126","3,090","2,641","1,354","1,176","2,873","2,112","1,838",640,"3,302","1,678","1,890","3,280","2,687","1,415","1,816","3,203","1,125","1,259","2,191"
2021,9,60,"35,758","2,583","1,216","1,109","2,408","1,989","1,139","1,195","2,048","1,968","1,290",542,"2,461","1,275","1,632","2,279","1,516","1,585","1,394","1,980","1,042","1,137","1,970"
2021,9,70,"17,219","1,212",671,655,"1,200",956,561,575,885,"1,030",591,264,"1,060",568,725,"1,084",724,828,668,908,453,617,984
2021,9,80,"9,545",674,308,360,617,492,333,333,445,695,389,132,560,296,462,775,411,382,340,536,227,304,474
2021,9,90,"1,703",127,44,67,100,78,50,70,73,143,68,31,105,61,102,132,87,52,42,108,35,52,76
2021,9,100,97,8,1,3,3,8,9,4,2,12,0,8,3,3,3,2,5,2,3,2,1,3,12
2021,10,총,"247,102","19,031","7,527","6,370","18,695","16,051","7,622","6,307","15,891","11,375","9,326","3,207","17,549","8,175","9,671","17,105","14,896","8,035","10,187","16,018","6,136","6,845","11,083"
2021,10,0,"15,064","1,112",405,285,"1,147","1,155",466,270,"1,271",538,558,161,"1,272",415,545,"1,037","1,131",404,697,835,448,358,554
2021,10,10,"20,055","1,405",553,395,"1,116","1,100",417,444,"1,757",926,829,249,"1,382",556,668,"1,669","1,996",488,897,"1,536",476,520,676
2021,10,20,"33,072","3,050",983,746,"3,148","2,570","1,067",713,"1,850","1,297","1,258",372,"2,322","1,170","1,143","2,162","1,791",921,"1,301","2,299",677,822,"1,410"
2021,10,30,"31,978","2,771",927,759,"3,117","2,684","1,181",705,"1,851","1,099","1,076",365,"2,572","1,027","1,277","1,865","1,517",909,"1,431","2,010",808,749,"1,278"
2021,10,40,"37,175","2,825","1,102",864,"2,743","2,379","1,039",858,"2,831","1,539","1,424",443,"2,495","1,122","1,222","2,779","2,996","1,059","1,573","2,580",828,"1,010","1,464"
2021,10,50,"45,233","3,253","1,323","1,121","3,090","2,634","1,355","1,160","2,857","2,116","1,832",628,"3,309","1,668","1,879","3,297","2,702","1,406","1,833","3,206","1,131","1,257","2,176"
2021,10,60,"35,905","2,576","1,208","1,112","2,407","1,997","1,145","1,196","2,062","1,971","1,296",551,"2,470","1,289","1,643","2,302","1,528","1,580","1,395","1,998","1,047","1,138","1,994"
2021,10,70,"17,249","1,223",678,652,"1,201",959,562,560,889,"1,032",596,263,"1,061",564,721,"1,086",732,830,675,908,450,627,980
2021,10,80,"9,580",679,305,368,624,488,332,327,441,701,390,135,560,301,469,773,410,384,342,536,235,307,473
2021,10,90,"1,709",130,43,65,100,79,49,70,80,145,67,31,103,59,101,133,88,52,41,108,35,54,76
2021,10,100,82,7,0,3,2,6,9,4,2,11,0,9,3,4,3,2,5,2,2,2,1,3,2
2021,11,총,"246,629","18,969","7,509","6,374","18,688","16,092","7,607","6,067","15,862","11,368","9,274","3,199","17,594","8,178","9,652","17,046","14,886","8,024","10,204","15,985","6,136","6,848","11,067"
2021,11,0,"14,977","1,107",401,283,"1,143","1,158",466,263,"1,250",529,553,157,"1,265",411,543,"1,031","1,130",392,699,838,449,359,550
2021,11,10,"20,002","1,403",553,394,"1,119","1,099",420,418,"1,760",929,822,247,"1,381",558,667,"1,667","1,984",489,896,"1,529",470,522,675
2021,11,20,"32,907","3,005",984,743,"3,131","2,587","1,063",689,"1,830","1,290","1,247",382,"2,321","1,171","1,135","2,148","1,798",911,"1,287","2,284",678,821,"1,402"
2021,11,30,"31,910","2,761",925,761,"3,128","2,699","1,170",691,"1,839","1,114","1,063",355,"2,555","1,019","1,275","1,854","1,512",916,"1,438","2,001",814,749,"1,271"
2021,11,40,"37,101","2,820","1,100",870,"2,733","2,402","1,048",822,"2,840","1,526","1,408",442,"2,521","1,124","1,226","2,762","2,976","1,043","1,585","2,562",825,"1,000","1,466"
2021,11,50,"45,160","3,261","1,315","1,120","3,084","2,613","1,353","1,114","2,855","2,114","1,827",631,"3,315","1,665","1,870","3,294","2,715","1,408","1,833","3,217","1,127","1,260","2,169"
2021,11,60,"36,007","2,581","1,202","1,116","2,424","2,008","1,145","1,155","2,065","1,985","1,303",555,"2,492","1,298","1,647","2,299","1,535","1,594","1,408","2,002","1,054","1,147","1,992"
2021,11,70,"17,217","1,224",682,649,"1,191",954,562,540,896,"1,031",590,261,"1,066",569,723,"1,086",736,831,671,903,451,618,983
2021,11,80,"9,579",670,304,370,631,491,330,304,444,699,392,135,570,304,467,769,409,384,342,535,234,315,480
2021,11,90,"1,707",131,43,66,101,76,50,68,80,144,69,32,104,55,96,134,86,54,43,111,34,54,76
2021,11,100,62,6,0,2,3,5,0,3,3,7,0,2,4,4,3,2,5,2,2,3,0,3,3
2021,12,총,"246,417","19,020","7,480","6,393","18,707","16,101","7,600","5,805","15,837","11,366","9,273","3,204","17,672","8,171","9,636","17,006","14,865","8,050","10,245","15,966","6,153","6,861","11,006"
2021,12,0,"14,889","1,111",397,288,"1,143","1,148",459,249,"1,230",531,556,156,"1,271",413,540,"1,014","1,126",388,693,833,445,357,541
2021,12,10,"19,933","1,397",557,384,"1,120","1,096",417,398,"1,760",928,818,247,"1,391",550,665,"1,661","1,976",494,902,"1,515",473,520,664
2021,12,20,"32,815","3,007",981,750,"3,137","2,593","1,067",651,"1,835","1,289","1,231",382,"2,317","1,165","1,126","2,122","1,786",915,"1,286","2,276",683,823,"1,393"
2021,12,30,"31,901","2,790",917,775,"3,114","2,707","1,171",662,"1,808","1,128","1,062",358,"2,571","1,016","1,267","1,862","1,502",919,"1,449","2,011",809,749,"1,254"
2021,12,40,"37,027","2,806","1,089",868,"2,743","2,399","1,046",795,"2,848","1,518","1,413",438,"2,522","1,124","1,227","2,747","2,964","1,048","1,586","2,550",838,998,"1,460"
2021,12,50,"45,103","3,285","1,311","1,123","3,096","2,615","1,348","1,060","2,854","2,105","1,823",632,"3,326","1,663","1,864","3,288","2,714","1,416","1,837","3,214","1,117","1,260","2,152"
2021,12,60,"36,138","2,585","1,200","1,116","2,425","2,017","1,153","1,106","2,076","1,998","1,313",562,"2,511","1,304","1,654","2,321","1,550","1,592","1,423","2,009","1,069","1,157","1,997"
2021,12,70,"17,203","1,231",679,646,"1,192",952,563,516,897,"1,022",587,258,"1,063",572,726,"1,082",739,830,679,908,452,620,989
2021,12,80,"9,636",672,308,374,635,494,325,296,449,694,399,137,592,303,471,771,416,390,347,535,233,317,478
2021,12,90,"1,713",130,41,67,100,78,51,68,77,146,71,32,104,57,93,136,87,56,41,112,34,57,75
2021,12,100,59,6,0,2,2,2,0,4,3,7,0,2,4,4,3,2,5,2,2,3,0,3,3
