년도,월,나이,경상북도 김천시,경상북도 김천시 아포읍,경상북도 김천시 농소면,경상북도 김천시 남면,경상북도 김천시 개령면,경상북도 김천시 감문면,경상북도 김천시 어모면,경상북도 김천시 봉산면,경상북도 김천시 대항면,경상북도 김천시 감천면,경상북도 김천시 조마면,경상북도 김천시 구성면,경상북도 김천시 지례면,경상북도 김천시 부항면,경상북도 김천시 대덕면,경상북도 김천시 증산면,경상북도 김천시 자산동,경상북도 김천시 평화남산동,경상북도 김천시 양금동,경상북도 김천시 대신동,경상북도 김천시 대곡동,경상북도 김천시 지좌동,경상북도 김천시 율곡동
2021,8,60,"11,678",727,329,331,306,390,449,381,390,217,269,337,173,143,240,147,855,919,475,"1,476","1,720",812,592
2021,8,70,"7,509",486,253,259,210,322,345,267,256,156,175,280,177,132,195,93,530,623,381,839,887,421,222
2021,8,80,"5,600",369,184,243,183,328,271,191,209,159,199,270,164,137,210,115,306,353,228,571,554,232,124
2021,8,90,986,77,27,53,34,66,60,29,51,30,30,56,21,21,33,15,42,60,34,75,100,43,29
2021,8,100,29,1,1,2,1,0,1,0,3,0,2,0,1,2,2,0,0,3,1,6,1,1,1
2021,9,총,"69,798","3,612","1,445","1,510","1,189","1,655","1,954","1,489","1,670",947,"1,098","1,409",761,622,"1,147",538,"3,232","3,875","2,004","12,728","10,132","5,412","11,369"
2021,9,0,"4,853",172,63,32,21,27,66,43,39,19,24,29,20,9,15,3,82,108,53,962,650,419,"1,997"
2021,9,10,"5,617",199,54,60,46,48,63,50,85,30,40,29,19,17,150,15,177,181,102,"1,531",910,477,"1,334"
2021,9,20,"6,276",244,107,78,62,50,106,105,103,65,56,72,28,26,38,14,254,332,145,"1,642",949,629,"1,171"
2021,9,30,"6,890",264,87,88,57,70,92,63,82,35,48,48,21,20,43,13,197,267,113,"1,379",956,563,"2,384"
2021,9,40,"9,097",364,112,105,69,93,168,96,129,68,73,68,37,34,60,40,319,388,173,"2,071","1,486",876,"2,268"
2021,9,50,"11,224",699,223,255,204,259,327,262,325,170,181,221,101,84,163,84,466,631,303,"2,175","1,914",935,"1,242"
2021,9,60,"11,706",737,333,334,302,392,451,387,388,213,271,336,173,141,240,145,854,920,473,"1,478","1,719",819,600
2021,9,70,"7,510",485,251,259,211,319,346,265,255,156,177,280,177,132,194,93,533,628,376,836,897,419,221
2021,9,80,"5,619",371,186,243,182,330,275,189,210,161,197,267,163,137,209,116,307,360,231,574,554,233,124
2021,9,90,976,76,28,54,34,67,59,29,51,30,29,59,21,19,33,15,43,57,34,74,96,41,27
2021,9,100,30,1,1,2,1,0,1,0,3,0,2,0,1,3,2,0,0,3,1,6,1,1,1
2021,10,총,"69,851","3,691","1,445","1,513","1,178","1,646","1,951","1,487","1,675",944,"1,092","1,397",760,622,"1,145",536,"3,229","3,861","1,998","12,736","10,122","5,429","11,394"
2021,10,0,"4,839",178,61,35,20,26,66,43,39,18,24,27,20,9,15,3,83,105,55,958,642,420,"1,992"
2021,10,10,"5,624",209,53,60,46,47,59,50,83,30,40,29,19,17,150,15,174,176,103,"1,529",913,480,"1,342"
2021,10,20,"6,259",254,110,76,60,49,108,101,106,60,53,71,29,24,37,15,249,333,136,"1,650",939,633,"1,166"
2021,10,30,"6,910",273,88,89,55,69,85,67,85,37,48,43,21,20,45,12,205,266,114,"1,375",949,568,"2,396"
2021,10,40,"9,063",375,109,105,66,92,171,97,129,66,71,68,35,32,58,40,316,382,174,"2,062","1,481",874,"2,260"
2021,10,50,"11,245",720,227,250,206,256,328,260,319,171,179,222,102,86,158,86,464,628,299,"2,181","1,912",936,"1,255"
2021,10,60,"11,767",746,329,337,299,394,454,386,392,216,272,331,171,142,246,143,853,922,478,"1,497","1,730",820,609
2021,10,70,"7,504",485,251,255,207,319,347,265,252,154,178,279,175,132,194,95,534,633,375,830,901,421,222
2021,10,80,"5,621",375,186,250,183,326,272,188,215,160,196,266,164,136,206,111,308,356,231,576,555,235,126
2021,10,90,988,75,30,54,35,68,60,30,52,32,29,60,23,21,34,16,43,57,32,72,99,41,25
2021,10,100,31,1,1,2,1,0,1,0,3,0,2,1,1,3,2,0,0,3,1,6,1,1,1
2021,11,총,"69,860","3,737","1,453","1,506","1,178","1,642","1,960","1,486","1,677",939,"1,093","1,389",754,622,"1,136",538,"3,228","3,859","1,977","12,790","10,083","5,406","11,407"
2021,11,0,"4,830",184,62,31,20,25,64,44,41,17,23,26,18,7,15,3,83,104,50,961,649,412,"1,991"
2021,11,10,"5,598",212,56,60,43,48,58,49,83,30,39,27,19,18,147,13,176,175,101,"1,539",881,479,"1,345"
2021,11,20,"6,242",262,112,76,60,50,108,101,103,58,54,67,28,25,36,17,244,330,131,"1,680",911,633,"1,156"
2021,11,30,"6,903",274,86,87,57,69,87,67,88,37,48,43,21,22,45,13,206,265,112,"1,370",957,570,"2,379"
2021,11,40,"9,079",384,111,104,62,90,175,96,126,65,70,68,35,32,57,42,320,381,167,"2,071","1,472",864,"2,287"
2021,11,50,"11,251",729,228,250,209,256,334,258,315,173,178,225,99,86,158,85,462,632,297,"2,173","1,922",930,"1,252"
2021,11,60,"11,796",748,329,339,302,392,453,387,394,216,273,325,173,141,247,143,848,921,478,"1,506","1,734",823,624
2021,11,70,"7,511",493,249,253,207,320,350,265,256,152,180,284,174,130,189,96,536,628,377,831,900,420,221
2021,11,80,"5,638",376,189,252,182,324,271,189,215,158,197,265,163,137,207,111,311,363,231,582,556,236,123
2021,11,90,977,74,30,51,35,68,59,30,53,33,29,58,23,21,33,15,41,57,31,70,99,39,28
2021,11,100,35,1,1,3,1,0,1,0,3,0,2,1,1,3,2,0,1,3,2,7,2,0,1
2021,12,총,"69,934","3,901","1,460","1,490","1,178","1,647","1,961","1,486","1,682",939,"1,087","1,384",764,616,"1,123",539,"3,231","3,830","1,956","12,772","10,061","5,400","11,427"
2021,12,0,"4,835",194,66,32,20,26,63,47,42,18,21,23,18,7,15,3,86,103,49,959,640,411,"1,992"
2021,12,10,"5,579",224,55,60,43,44,58,51,82,31,39,27,20,18,144,13,174,172,97,"1,532",867,481,"1,347"
2021,12,20,"6,246",289,114,71,61,54,109,102,104,56,54,62,28,24,36,17,245,323,128,"1,669",907,629,"1,164"
2021,12,30,"6,890",297,83,84,56,69,92,67,89,37,46,42,23,21,45,13,210,262,110,"1,356",941,572,"2,375"
2021,12,40,"9,109",416,111,105,63,91,171,96,125,67,68,66,35,32,56,43,321,377,162,"2,078","1,474",864,"2,288"
2021,12,50,"11,261",768,236,247,205,255,331,256,311,171,176,226,102,85,156,83,460,627,292,"2,168","1,930",921,"1,255"
2021,12,60,"11,815",763,324,334,301,394,457,384,399,215,274,330,176,141,245,144,844,914,478,"1,509","1,734",826,629
2021,12,70,"7,519",499,251,250,206,319,350,266,253,155,179,286,171,127,187,97,539,630,381,837,898,418,220
2021,12,80,"5,667",376,189,255,187,326,270,187,220,156,195,263,164,139,206,111,310,366,226,588,568,238,127
2021,12,90,982,74,30,50,35,68,59,30,54,33,33,58,26,20,32,15,41,54,32,69,100,40,29
2021,12,100,31,1,1,2,1,1,1,0,3,0,2,1,1,2,1,0,1,2,1,7,2,0,1
