년도,월,나이,경기도 용인시,경기도 용인시 처인구,경기도 용인시 처인구 포곡읍,경기도 용인시 처인구 모현읍,경기도 용인시 처인구 이동읍,경기도 용인시 처인구 남사면,경기도 용인시 처인구 원삼면,경기도 용인시 처인구 백암면,경기도 용인시 처인구 양지면,경기도 용인시 처인구 중앙동,경기도 용인시 처인구 역삼동,경기도 용인시 처인구 유림동,경기도 용인시 처인구 동부동,경기도 용인시 기흥구,경기도 용인시 기흥구 신갈동,경기도 용인시 기흥구 영덕동,경기도 용인시 기흥구 영덕1동,경기도 용인시 기흥구 영덕2동,경기도 용인시 기흥구 구갈동,경기도 용인시 기흥구 상갈동,경기도 용인시 기흥구 보라동,경기도 용인시 기흥구 기흥동,경기도 용인시 기흥구 서농동,경기도 용인시 기흥구 구성동,경기도 용인시 기흥구 마북동,경기도 용인시 기흥구 동백1동,경기도 용인시 기흥구 동백2동,경기도 용인시 기흥구 동백3동,경기도 용인시 기흥구 동백동,경기도 용인시 기흥구 상하동,경기도 용인시 기흥구 보정동,경기도 용인시 수지구,경기도 용인시 수지구 풍덕천1동,경기도 용인시 수지구 풍덕천2동,경기도 용인시 수지구 신봉동,경기도 용인시 수지구 죽전1동,경기도 용인시 수지구 죽전2동,경기도 용인시 수지구 동천동,경기도 용인시 수지구 상현1동,경기도 용인시 수지구 상현2동,경기도 용인시 수지구 성복동,경기도 용인시 처인구 남사읍,경기도 용인시 처인구 역북동,경기도 용인시 처인구 삼가동,경기도 용인시 수지구 죽전3동,경기도 용인시 수지구 상현3동
2020,7,60,"103,259","30,047","3,522","3,459","2,818","2,779","1,618","1,736","2,492","2,848","3,664","3,196","1,915","40,216","3,865",,"2,485","1,630","3,451","1,248","3,275","2,550","1,758","4,268","3,673","2,031","1,906","1,969",,"2,632","3,475","32,996","3,543","2,390","3,402","4,951","1,742","4,526","4,030","3,030","5,382",,,,,
2020,7,70,"65,301","15,911","1,889","1,855","1,501","1,515",933,974,"1,182","1,451","1,859","1,805",947,"26,146","2,374",,"1,139",743,"1,882",917,"2,184","1,423",801,"3,183","2,790","1,461","1,229","1,658",,"1,525","2,837","23,244","2,317","1,744","2,762","3,339","1,051","2,544","2,812","2,495","4,180",,,,,
2020,7,80,"26,807","7,256",934,778,739,584,481,635,593,649,741,766,356,"10,620","1,006",,449,556,648,395,827,551,320,"1,259","1,136",597,512,655,,640,"1,069","8,931",958,896,"1,032","1,468",451,847,"1,052",889,"1,338",,,,,
2020,7,90,"4,005","1,121",110,110,128,101,77,95,116,99,123,94,68,"1,575",135,,71,146,101,39,114,83,41,194,155,87,78,81,,92,158,"1,309",121,107,128,204,85,150,169,139,206,,,,,
2020,7,100,193,70,1,7,8,5,4,5,10,12,9,3,6,67,8,,2,2,7,2,8,3,2,6,6,2,5,1,,5,8,56,13,5,2,5,1,4,10,6,10,,,,,
2020,8,총,"1,075,659","258,291","33,271","25,852","20,157","23,385","8,253","9,298","20,186","24,469","44,404","35,854","13,162","441,109","38,948",,"30,815","17,501","42,341","13,514","33,656","21,207","25,701","39,466","32,473","33,004","27,338","23,451",,"25,032","36,662","376,259","36,899","41,943","38,330","57,055","18,567","49,342","48,930","34,175","51,018",,,,,
2020,8,0,"102,947","21,519","2,367","1,936","1,611","3,199",341,235,"1,307","1,606","4,970","3,237",710,"43,937","3,468",,"3,636","1,909","4,451","1,026","3,156","1,874","3,278","3,435","2,783","3,627","2,742","3,002",,"2,070","3,480","37,491","2,838","4,833","3,669","5,278","1,551","5,827","4,885","3,456","5,154",,,,,
2020,8,10,"124,029","27,210","3,909","2,348","1,809","1,810",586,"1,260","3,202","2,214","4,489","4,407","1,176","51,217","3,684",,"3,573","1,285","3,478","1,310","4,390","2,146","2,450","4,888","3,120","5,738","4,742","2,996",,"2,855","4,562","45,602","3,744","5,845","5,301","7,186","1,607","5,331","6,236","4,271","6,081",,,,,
2020,8,20,"136,766","34,327","4,702","3,266","2,120","1,987",758,913,"2,483","4,334","7,031","4,833","1,900","56,051","5,162",,"3,790","2,492","6,678","1,960","3,981","2,472","4,805","4,267","4,095","3,474","3,066","2,233",,"3,419","4,157","46,388","5,464","4,930","4,094","7,830","2,824","5,549","6,372","3,870","5,455",,,,,
2020,8,30,"147,568","34,126","3,988","3,070","2,344","4,262",740,748,"2,313","3,173","7,457","4,604","1,427","60,889","6,291",,"4,881","3,235","8,049","1,915","4,034","2,801","4,657","4,357","4,207","3,512","2,561","3,186",,"2,904","4,299","52,553","6,248","6,360","4,146","7,110","3,322","8,077","6,923","4,412","5,955",,,,,
2020,8,40,"200,620","43,424","6,020","4,400","3,335","4,007","1,084","1,033","3,071","3,882","7,719","6,828","2,045","84,333","6,712",,"6,046","2,768","7,110","2,435","6,596","3,803","4,384","7,828","5,451","7,986","6,332","4,960",,"4,552","7,370","72,863","6,197","9,107","8,084","11,047","3,051","9,533","9,398","6,602","9,844",,,,,
2020,8,50,"163,261","42,992","5,797","4,593","3,716","3,116","1,618","1,649","3,392","4,179","6,298","6,038","2,596","65,728","6,222",,"4,720","2,720","6,467","2,262","5,060","3,454","3,191","5,751","5,039","4,475","4,161","2,648",,"4,325","5,233","54,541","5,417","5,710","5,677","8,596","2,861","6,926","7,022","4,982","7,350",,,,,
2020,8,60,"103,834","30,258","3,545","3,488","2,837","2,792","1,627","1,751","2,516","2,860","3,694","3,219","1,929","40,427","3,856",,"2,497","1,641","3,475","1,251","3,297","2,598","1,762","4,291","3,687","2,048","1,914","1,996",,"2,640","3,474","33,149","3,569","2,394","3,419","4,984","1,754","4,537","4,062","3,034","5,396",,,,,
2020,8,70,"65,414","15,935","1,896","1,856","1,501","1,518",934,967,"1,183","1,451","1,869","1,811",949,"26,155","2,399",,"1,143",746,"1,868",914,"2,184","1,420",802,"3,189","2,792","1,458","1,222","1,658",,"1,527","2,833","23,324","2,328","1,751","2,772","3,352","1,058","2,554","2,791","2,505","4,213",,,,,
2020,8,80,"26,961","7,288",931,771,745,589,480,643,593,657,748,774,357,"10,705","1,010",,455,557,650,395,834,552,328,"1,259","1,133",599,512,690,,642,"1,089","8,968",957,900,"1,035","1,464",451,851,"1,063",896,"1,351",,,,,
2020,8,90,"4,063","1,141",116,116,130,99,81,94,116,101,120,100,68,"1,599",135,,72,146,108,44,116,84,42,195,161,84,81,81,,93,157,"1,323",124,108,131,203,86,153,168,141,209,,,,,
2020,8,100,196,71,0,8,9,6,4,5,10,12,9,3,5,68,9,,2,2,7,2,8,3,2,6,5,3,5,1,,5,8,57,13,5,2,5,2,4,10,6,10,,,,,
2020,9,총,"1,075,697","258,455","33,298","25,913","20,193","23,379","8,231","9,158","20,276","24,482","44,521","35,880","13,124","440,923","38,896",,"30,800","17,553","42,255","13,481","33,640","21,281","25,695","39,459","32,486","33,026","27,301","23,450",,"24,967","36,633","376,319","36,835","41,889","38,330","57,050","18,500","49,396","48,854","34,169","51,296",,,,,
2020,9,0,"102,350","21,405","2,344","1,933","1,595","3,203",337,232,"1,295","1,598","4,949","3,221",698,"43,650","3,449",,"3,603","1,910","4,433","1,018","3,145","1,867","3,247","3,417","2,768","3,608","2,704","2,992",,"2,029","3,460","37,295","2,804","4,797","3,646","5,232","1,535","5,807","4,865","3,458","5,151",,,,,
2020,9,10,"123,747","27,015","3,913","2,351","1,805","1,817",579,"1,145","3,159","2,216","4,473","4,384","1,173","51,105","3,667",,"3,566","1,291","3,455","1,312","4,360","2,151","2,444","4,866","3,109","5,737","4,744","2,997",,"2,851","4,555","45,627","3,715","5,840","5,310","7,177","1,608","5,360","6,231","4,250","6,136",,,,,
2020,9,20,"136,992","34,423","4,700","3,283","2,128","1,958",752,909,"2,526","4,328","7,101","4,848","1,890","56,204","5,134",,"3,812","2,486","6,692","1,947","3,984","2,507","4,869","4,284","4,103","3,492","3,091","2,200",,"3,424","4,179","46,365","5,456","4,916","4,077","7,810","2,808","5,558","6,353","3,886","5,501",,,,,
2020,9,30,"146,871","33,992","3,966","3,035","2,344","4,234",732,736,"2,339","3,151","7,453","4,590","1,412","60,501","6,291",,"4,848","3,233","7,968","1,896","3,997","2,787","4,625","4,332","4,186","3,503","2,526","3,177",,"2,876","4,256","52,378","6,228","6,358","4,137","7,108","3,287","8,026","6,900","4,385","5,949",,,,,
2020,9,40,"200,558","43,464","6,026","4,406","3,342","4,016","1,082","1,023","3,096","3,875","7,744","6,816","2,038","84,190","6,690",,"6,044","2,769","7,101","2,436","6,601","3,798","4,395","7,821","5,430","7,958","6,335","4,952",,"4,510","7,350","72,904","6,169","9,105","8,073","11,031","3,045","9,575","9,388","6,612","9,906",,,,,
2020,9,50,"163,743","43,059","5,813","4,613","3,704","3,117","1,612","1,637","3,407","4,184","6,317","6,061","2,594","66,002","6,217",,"4,732","2,751","6,498","2,271","5,081","3,488","3,168","5,773","5,075","4,520","4,156","2,650",,"4,352","5,270","54,682","5,432","5,714","5,679","8,623","2,868","6,950","7,012","4,998","7,406",,,,,
2020,9,60,"104,504","30,578","3,582","3,539","2,885","2,814","1,633","1,770","2,538","2,887","3,733","3,255","1,942","40,637","3,891",,"2,519","1,648","3,493","1,246","3,312","2,621","1,770","4,292","3,706","2,064","1,932","2,005",,"2,652","3,486","33,289","3,587","2,404","3,437","5,023","1,745","4,556","4,078","3,031","5,428",,,,,
2020,9,70,"65,448","15,948","1,904","1,847","1,507","1,499",935,961,"1,186","1,464","1,870","1,823",952,"26,162","2,386",,"1,149",744,"1,853",908,"2,188","1,427",808,"3,198","2,793","1,455","1,212","1,681",,"1,537","2,823","23,338","2,330","1,745","2,794","3,356","1,058","2,550","2,784","2,498","4,223",,,,,
2020,9,80,"27,170","7,344",930,782,740,611,485,645,603,667,750,778,353,"10,782","1,023",,450,567,643,398,844,548,327,"1,277","1,148",602,515,715,,638,"1,087","9,044",974,899,"1,037","1,481",455,850,"1,068",903,"1,377",,,,,
2020,9,90,"4,118","1,155",120,116,133,105,80,94,117,100,122,101,67,"1,620",139,,75,152,112,47,120,84,40,193,161,84,81,80,,93,159,"1,343",127,106,138,204,89,160,165,143,211,,,,,
2020,9,100,196,72,0,8,10,5,4,6,10,12,9,3,5,70,9,,2,2,7,2,8,3,2,6,7,3,5,1,,5,8,54,13,5,2,5,2,4,10,5,8,,,,,
2020,10,총,"1,075,490","258,355","33,392","25,975","20,173","23,447","8,227","8,954","20,077","24,528","44,547","35,912","13,123","440,826","38,837",,"30,757","17,570","42,183","13,459","33,687","21,309","25,741","39,462","32,447","33,070","27,302","23,480",,"24,945","36,577","376,309","36,801","41,799","38,268","56,974","18,526","49,463","48,820","34,174","51,484",,,,,
2020,10,0,"101,647","21,356","2,340","1,926","1,595","3,221",332,236,"1,294","1,596","4,921","3,204",691,"43,259","3,415",,"3,569","1,899","4,399","1,001","3,118","1,859","3,223","3,404","2,727","3,565","2,683","2,980",,"2,021","3,396","37,032","2,784","4,751","3,591","5,177","1,532","5,764","4,852","3,433","5,148",,,,,
2020,10,10,"123,211","26,553","3,901","2,353","1,796","1,836",576,949,"2,954","2,217","4,451","4,363","1,157","51,035","3,644",,"3,569","1,296","3,419","1,304","4,360","2,150","2,446","4,861","3,118","5,746","4,730","2,992",,"2,841","4,559","45,623","3,716","5,822","5,312","7,167","1,618","5,378","6,208","4,242","6,160",,,,,
2020,10,20,"137,286","34,486","4,743","3,294","2,118","1,945",750,906,"2,517","4,341","7,119","4,859","1,894","56,418","5,152",,"3,815","2,477","6,702","1,951","4,017","2,512","4,913","4,287","4,101","3,520","3,136","2,206",,"3,419","4,210","46,382","5,427","4,901","4,079","7,805","2,794","5,564","6,356","3,900","5,556",,,,,
2020,10,30,"146,212","33,938","3,957","3,037","2,343","4,226",729,730,"2,346","3,148","7,425","4,581","1,416","60,051","6,216",,"4,788","3,220","7,926","1,895","3,965","2,777","4,603","4,310","4,137","3,471","2,495","3,176",,"2,840","4,232","52,223","6,216","6,327","4,131","7,093","3,295","7,992","6,858","4,366","5,945",,,,,
2020,10,40,"200,386","43,526","6,015","4,416","3,336","4,067","1,086","1,014","3,097","3,885","7,780","6,818","2,012","84,080","6,664",,"6,062","2,774","7,078","2,436","6,589","3,800","4,387","7,814","5,431","7,952","6,302","4,950",,"4,515","7,326","72,780","6,158","9,064","8,037","10,955","3,049","9,587","9,407","6,612","9,911",,,,,
2020,10,50,"164,329","43,107","5,843","4,629","3,700","3,107","1,612","1,629","3,386","4,199","6,338","6,066","2,598","66,322","6,245",,"4,749","2,764","6,539","2,262","5,135","3,488","3,182","5,788","5,070","4,565","4,196","2,666",,"4,366","5,307","54,900","5,441","5,740","5,698","8,655","2,888","6,981","7,022","5,026","7,449",,,,,
2020,10,60,"105,111","30,836","3,628","3,556","2,903","2,826","1,637","1,785","2,577","2,907","3,743","3,309","1,965","40,829","3,924",,"2,533","1,661","3,500","1,250","3,303","2,648","1,803","4,308","3,730","2,080","1,943","2,003",,"2,670","3,473","33,446","3,611","2,420","3,447","5,056","1,744","4,584","4,074","3,045","5,465",,,,,
2020,10,70,"65,580","15,968","1,914","1,854","1,501","1,495",941,956,"1,183","1,457","1,884","1,822",961,"26,215","2,384",,"1,147",742,"1,857",907,"2,218","1,426",809,"3,193","2,810","1,474","1,206","1,684",,"1,535","2,823","23,397","2,328","1,754","2,791","3,368","1,052","2,591","2,797","2,486","4,230",,,,,
2020,10,80,"27,385","7,350",930,782,739,614,482,649,598,666,753,780,357,"10,904","1,045",,447,579,649,405,851,558,334,"1,294","1,149",607,525,740,,638,"1,083","9,131",979,907,"1,041","1,488",463,860,"1,074",921,"1,398",,,,,
2020,10,90,"4,141","1,159",121,120,133,105,78,94,114,99,123,107,65,"1,641",139,,76,156,107,46,123,88,39,197,167,87,81,81,,94,160,"1,341",128,108,139,204,89,158,162,139,214,,,,,
2020,10,100,202,76,0,8,9,5,4,6,11,13,10,3,7,72,9,,2,2,7,2,8,3,2,6,7,3,5,2,,6,8,54,13,5,2,6,2,4,10,4,8,,,,,
2020,11,총,"1,074,790","258,079","33,415","26,105","20,230","23,470","8,211","8,621","19,732","24,543","44,694","35,933","13,125","440,764","38,843",,"30,686","17,632","42,140","13,430","33,684","21,359","25,821","39,415","32,396","33,043","27,260","23,498",,"24,957","36,600","375,947","36,725","41,737","38,187","56,913","18,522","49,534","48,759","34,065","51,505",,,,,
2020,11,0,"101,101","21,271","2,337","1,932","1,592","3,195",328,236,"1,296","1,582","4,929","3,162",682,"43,007","3,412",,"3,543","1,901","4,379",984,"3,093","1,847","3,205","3,353","2,717","3,530","2,668","2,988",,"1,994","3,393","36,823","2,757","4,724","3,553","5,137","1,525","5,760","4,844","3,396","5,127",,,,,
2020,11,10,"122,298","25,843","3,870","2,354","1,779","1,865",566,655,"2,584","2,205","4,438","4,365","1,162","50,921","3,623",,"3,547","1,291","3,396","1,294","4,343","2,159","2,446","4,876","3,114","5,740","4,717","2,976",,"2,836","4,563","45,534","3,719","5,812","5,310","7,128","1,616","5,361","6,189","4,230","6,169",,,,,
2020,11,20,"137,632","34,602","4,777","3,324","2,141","1,937",753,874,"2,490","4,369","7,181","4,881","1,875","56,609","5,147",,"3,817","2,482","6,711","1,959","4,048","2,527","4,978","4,300","4,098","3,522","3,143","2,215",,"3,437","4,225","46,421","5,438","4,923","4,084","7,841","2,771","5,585","6,328","3,883","5,568",,,,,
2020,11,30,"145,734","33,935","3,953","3,039","2,371","4,205",724,725,"2,364","3,136","7,440","4,555","1,423","59,777","6,222",,"4,746","3,250","7,884","1,887","3,959","2,777","4,566","4,281","4,114","3,448","2,443","3,175",,"2,825","4,200","52,022","6,218","6,261","4,114","7,068","3,295","7,988","6,846","4,341","5,891",,,,,
2020,11,40,"200,106","43,479","5,994","4,445","3,320","4,093","1,068","1,008","3,105","3,863","7,776","6,807","2,000","83,987","6,665",,"6,038","2,770","7,083","2,425","6,550","3,794","4,427","7,790","5,422","7,934","6,297","4,936",,"4,513","7,343","72,640","6,099","9,068","8,006","10,924","3,051","9,615","9,382","6,584","9,911",,,,,
2020,11,50,"164,719","43,211","5,856","4,647","3,699","3,105","1,620","1,620","3,385","4,208","6,365","6,103","2,603","66,499","6,238",,"4,768","2,769","6,543","2,262","5,161","3,502","3,183","5,806","5,076","4,586","4,226","2,675",,"4,387","5,317","55,009","5,422","5,747","5,707","8,688","2,893","6,998","7,031","5,038","7,485",,,,,
2020,11,60,"105,706","31,131","3,669","3,590","2,942","2,846","1,643","1,807","2,594","2,933","3,788","3,337","1,982","41,005","3,941",,"2,550","1,666","3,519","1,260","3,329","2,660","1,823","4,297","3,728","2,098","1,947","2,005",,"2,683","3,499","33,570","3,620","2,426","3,450","5,075","1,760","4,614","4,090","3,048","5,487",,,,,
2020,11,70,"65,568","15,986","1,912","1,860","1,497","1,496",946,946,"1,184","1,464","1,889","1,825",967,"26,244","2,398",,"1,150",752,"1,858",901,"2,209","1,435",816,"3,194","2,804","1,479","1,204","1,698",,"1,541","2,805","23,338","2,324","1,749","2,786","3,343","1,051","2,579","2,796","2,477","4,233",,,,,
2020,11,80,"27,557","7,370",926,782,744,615,484,650,606,667,755,784,357,"10,981","1,049",,447,589,653,410,859,568,333,"1,312","1,151",615,527,742,,639,"1,087","9,206",988,914,"1,041","1,504",469,871,"1,082",924,"1,413",,,,,
2020,11,90,"4,167","1,173",121,124,136,107,75,94,113,103,123,110,67,"1,663",138,,77,160,107,46,125,87,42,200,165,89,84,86,,96,161,"1,331",129,108,134,198,89,158,162,140,213,,,,,
2020,11,100,202,78,0,8,9,6,4,6,11,13,10,4,7,71,10,,3,2,7,2,8,3,2,6,7,2,4,2,,6,7,53,11,5,2,7,2,5,9,4,8,,,,,
2020,12,총,"1,074,176","257,498","33,300","26,202","20,265","23,547","8,252","8,461","19,084","24,635","44,675","35,949","13,128","440,835","38,844",,"30,729","17,623","42,070","13,432","33,685","21,332","25,962","39,372","32,392","33,055","27,235","23,521",,"24,970","36,613","375,843","36,762","41,680","38,172","56,882","18,533","49,521","48,649","34,092","51,552",,,,,
2020,12,0,"100,771","21,222","2,317","1,943","1,586","3,195",326,239,"1,308","1,567","4,897","3,159",685,"42,799","3,410",,"3,524","1,891","4,354",977,"3,068","1,839","3,189","3,332","2,696","3,507","2,652","2,979",,"1,995","3,386","36,750","2,760","4,726","3,548","5,098","1,528","5,761","4,816","3,387","5,126",,,,,
2020,12,10,"121,165","24,883","3,704","2,359","1,789","1,870",575,509,"1,946","2,199","4,435","4,355","1,142","50,832","3,604",,"3,548","1,270","3,390","1,288","4,352","2,160","2,472","4,848","3,109","5,724","4,699","2,977",,"2,817","4,574","45,450","3,704","5,762","5,319","7,094","1,619","5,354","6,183","4,234","6,181",,,,,
2020,12,20,"137,762","34,504","4,791","3,349","2,135","1,934",743,867,"2,383","4,388","7,184","4,852","1,878","56,781","5,138",,"3,839","2,480","6,708","1,960","4,045","2,509","5,064","4,309","4,116","3,552","3,165","2,225",,"3,440","4,231","46,477","5,439","4,936","4,078","7,879","2,765","5,553","6,338","3,913","5,576",,,,,
2020,12,30,"145,303","34,006","3,942","3,047","2,370","4,227",731,728,"2,408","3,150","7,418","4,569","1,416","59,526","6,238",,"4,721","3,259","7,827","1,888","3,936","2,762","4,562","4,230","4,117","3,438","2,394","3,147",,"2,820","4,187","51,771","6,239","6,278","4,074","6,999","3,303","7,957","6,785","4,306","5,830",,,,,
2020,12,40,"200,015","43,528","5,976","4,452","3,334","4,100","1,093","1,011","3,125","3,875","7,762","6,798","2,002","83,883","6,646",,"6,017","2,759","7,109","2,410","6,549","3,794","4,441","7,783","5,394","7,919","6,292","4,934",,"4,500","7,336","72,604","6,098","9,027","8,014","10,907","3,055","9,610","9,361","6,592","9,940",,,,,
2020,12,50,"165,072","43,270","5,904","4,664","3,696","3,112","1,616","1,602","3,388","4,209","6,374","6,108","2,597","66,733","6,236",,"4,824","2,761","6,516","2,277","5,179","3,486","3,194","5,843","5,104","4,613","4,257","2,696",,"4,406","5,341","55,069","5,413","5,747","5,728","8,712","2,876","6,990","7,030","5,066","7,507",,,,,
2020,12,60,"106,264","31,378","3,696","3,605","2,959","2,878","1,652","1,810","2,607","2,984","3,820","3,369","1,998","41,167","3,960",,"2,555","1,690","3,530","1,267","3,353","2,678","1,845","4,294","3,715","2,113","1,946","2,023",,"2,709","3,489","33,719","3,653","2,428","3,444","5,127","1,779","4,659","4,094","3,044","5,491",,,,,
2020,12,70,"65,624","16,025","1,916","1,862","1,512","1,494",950,939,"1,187","1,473","1,886","1,835",971,"26,278","2,404",,"1,158",755,"1,865",900,"2,198","1,443",813,"3,204","2,799","1,480","1,203","1,700",,"1,545","2,811","23,321","2,328","1,749","2,775","3,341","1,046","2,583","2,791","2,464","4,244",,,,,
2020,12,80,"27,806","7,426",931,786,744,622,485,657,609,672,763,791,366,"11,085","1,059",,458,594,656,417,870,572,336,"1,322","1,167",618,537,751,,636,"1,092","9,295",991,917,"1,050","1,518",470,888,"1,083",941,"1,437",,,,,
2020,12,90,"4,189","1,178",123,127,131,109,77,92,113,105,126,109,66,"1,678",139,,81,161,108,46,127,86,43,200,169,89,86,87,,96,160,"1,333",127,105,140,200,90,161,158,141,211,,,,,
2020,12,100,205,78,0,8,9,6,4,7,10,13,10,4,7,73,10,,4,3,7,2,8,3,3,7,6,2,4,2,,6,6,54,10,5,2,7,2,5,10,4,9,,,,,
2021,1,총,"1,075,045","257,773","33,275","26,342","20,313","23,628","8,244","8,405","18,942","24,704","44,747","36,018","13,155","440,940","38,811",,"30,709","17,633","42,036","13,384","33,706","21,421","26,157","39,334","32,356","33,013","27,269","23,526",,"24,925","36,660","376,332","36,834","41,700","38,244","56,875","18,536","49,673","48,599","34,108","51,763",,,,,
2021,1,0,"100,084","21,080","2,297","1,949","1,564","3,178",332,231,"1,286","1,545","4,872","3,142",684,"42,435","3,374",,"3,488","1,886","4,325",954,"3,043","1,817","3,162","3,309","2,687","3,453","2,629","2,971",,"1,966","3,371","36,569","2,765","4,708","3,526","5,033","1,522","5,751","4,804","3,375","5,085",,,,,
2021,1,10,"121,078","24,731","3,663","2,372","1,794","1,895",561,481,"1,835","2,207","4,448","4,340","1,135","50,790","3,601",,"3,539","1,275","3,378","1,269","4,368","2,170","2,483","4,822","3,103","5,717","4,707","2,964",,"2,803","4,591","45,557","3,683","5,766","5,332","7,103","1,619","5,376","6,164","4,247","6,267",,,,,
2021,1,20,"137,984","34,485","4,780","3,384","2,135","1,933",740,854,"2,341","4,412","7,163","4,874","1,869","57,003","5,135",,"3,850","2,467","6,680","1,979","4,043","2,541","5,198","4,338","4,103","3,560","3,198","2,224",,"3,445","4,242","46,496","5,436","4,939","4,106","7,856","2,773","5,575","6,319","3,901","5,591",,,,,
2021,1,30,"144,750","33,964","3,939","3,049","2,365","4,213",727,722,"2,406","3,161","7,402","4,543","1,437","59,161","6,198",,"4,695","3,231","7,801","1,877","3,908","2,765","4,575","4,183","4,061","3,396","2,380","3,137",,"2,816","4,138","51,625","6,275","6,270","4,047","6,980","3,281","7,924","6,751","4,285","5,812",,,,,
2021,1,40,"199,921","43,651","5,970","4,469","3,346","4,162","1,089","1,009","3,126","3,886","7,806","6,808","1,980","83,722","6,647",,"5,980","2,780","7,095","2,387","6,527","3,789","4,473","7,731","5,419","7,883","6,282","4,921",,"4,450","7,358","72,548","6,081","9,003","8,009","10,857","3,046","9,646","9,341","6,586","9,979",,,,,
2021,1,50,"165,706","43,343","5,920","4,690","3,712","3,093","1,601","1,583","3,384","4,215","6,400","6,141","2,604","66,986","6,205",,"4,846","2,764","6,526","2,266","5,222","3,522","3,196","5,886","5,099","4,674","4,281","2,708",,"4,438","5,353","55,377","5,438","5,791","5,767","8,758","2,881","7,022","7,051","5,081","7,588",,,,,
2021,1,60,"107,144","31,715","3,728","3,630","2,984","2,918","1,677","1,828","2,642","3,005","3,866","3,414","2,023","41,485","4,023",,"2,596","1,702","3,572","1,281","3,374","2,688","1,853","4,327","3,719","2,124","1,965","2,034",,"2,716","3,511","33,944","3,679","2,454","3,450","5,178","1,800","4,689","4,117","3,072","5,505",,,,,
2021,1,70,"65,857","16,083","1,932","1,859","1,521","1,505",951,943,"1,192","1,473","1,888","1,843",976,"26,371","2,407",,"1,170",759,"1,879",905,"2,197","1,454",829,"3,193","2,806","1,496","1,200","1,707",,"1,554","2,815","23,403","2,345","1,734","2,797","3,355","1,049","2,613","2,786","2,463","4,261",,,,,
2021,1,80,"28,103","7,463",922,801,751,614,484,656,607,685,773,799,371,"11,224","1,070",,459,600,663,419,884,582,342,"1,338","1,184",619,539,771,,639,"1,115","9,416",994,923,"1,069","1,547",476,901,"1,098",956,"1,452",,,,,
2021,1,90,"4,209","1,176",124,131,131,110,77,91,112,102,119,110,69,"1,689",139,,82,166,110,45,132,90,43,200,169,89,84,87,,92,161,"1,344",127,107,140,201,87,170,158,139,215,,,,,
2021,1,100,209,82,0,8,10,7,5,7,11,13,10,4,7,74,12,,4,3,7,2,8,3,3,7,6,2,4,2,,6,5,53,11,5,1,7,2,6,10,3,8,,,,,
2021,2,총,"1,075,918","258,065","33,315","26,498","20,343",0,"8,247","8,430","18,931","24,736","44,696","36,056","13,132","440,649","38,762",,"30,616","17,576","41,963","13,352","33,701","21,499","26,261","39,361","32,279","32,964","27,303","23,496",,"24,939","36,577","377,204","36,765","41,618","38,132","56,710","18,481","49,681","48,551","33,981","53,285","23,681",,,,
2021,2,0,"99,798","21,005","2,308","1,953","1,553",0,339,238,"1,278","1,531","4,821","3,121",679,"42,091","3,354",,"3,441","1,859","4,287",939,"3,014","1,818","3,140","3,300","2,653","3,408","2,641","2,961",,"1,942","3,334","36,702","2,740","4,685","3,505","4,952","1,495","5,741","4,797","3,344","5,443","3,184",,,,
2021,2,10,"120,875","24,635","3,630","2,408","1,782",0,530,476,"1,768","2,218","4,438","4,348","1,121","50,693","3,588",,"3,543","1,253","3,358","1,260","4,347","2,189","2,504","4,816","3,073","5,718","4,699","2,963",,"2,804","4,578","45,547","3,664","5,714","5,305","7,052","1,603","5,376","6,142","4,230","6,461","1,916",,,,
2021,2,20,"137,900","34,453","4,754","3,395","2,153",0,737,848,"2,349","4,409","7,166","4,881","1,858","56,956","5,122",,"3,820","2,462","6,670","1,980","4,057","2,527","5,279","4,333","4,091","3,559","3,200","2,217",,"3,418","4,221","46,491","5,409","4,951","4,078","7,854","2,777","5,555","6,306","3,889","5,672","1,903",,,,
2021,2,30,"144,241","33,939","3,941","3,064","2,367",0,735,735,"2,411","3,170","7,364","4,519","1,441","58,769","6,174",,"4,649","3,219","7,767","1,857","3,873","2,756","4,568","4,153","4,038","3,351","2,351","3,108",,"2,825","4,080","51,533","6,237","6,226","4,029","6,918","3,239","7,871","6,707","4,226","6,080","4,192",,,,
2021,2,40,"199,996","43,621","5,964","4,489","3,329",0,"1,094","1,010","3,125","3,892","7,767","6,784","1,962","83,696","6,633",,"5,978","2,763","7,093","2,393","6,520","3,819","4,477","7,747","5,410","7,881","6,288","4,897",,"4,435","7,362","72,679","6,055","8,973","7,955","10,791","3,040","9,642","9,347","6,554","10,322","4,205",,,,
2021,2,50,"166,394","43,449","5,956","4,706","3,721",0,"1,597","1,584","3,385","4,199","6,435","6,185","2,601","67,233","6,205",,"4,839","2,778","6,542","2,272","5,245","3,540","3,204","5,901","5,103","4,711","4,306","2,728",,"4,475","5,384","55,712","5,459","5,817","5,793","8,779","2,893","7,063","7,061","5,101","7,746","3,080",,,,
2021,2,60,"107,954","32,033","3,767","3,657","3,011",0,"1,696","1,841","2,687","3,045","3,891","3,447","2,039","41,696","4,052",,"2,626","1,708","3,587","1,283","3,408","2,708","1,866","4,339","3,736","2,126","1,984","2,039",,"2,734","3,500","34,225","3,717","2,475","3,460","5,249","1,817","4,738","4,130","3,066","5,573","2,952",,,,
