년도,월,나이,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2021,2,70,"109,196","29,363","6,404","3,343","7,466","6,801","5,349","11,198","5,045","4,579","11,550","5,530","5,177","9,569","1,640","2,959","3,509","2,999","2,909","2,764","2,319","2,271","2,890","2,925"
2021,2,80,"39,782","8,912","1,808",866,"2,405","1,948","1,885","3,898","1,512","1,818","3,649","2,131","1,546","3,112",906,"1,240","1,508","1,322","1,477","1,332","1,093","1,167","1,543","1,616"
2021,2,90,"3,316",663,139,79,203,110,132,310,124,127,274,179,130,244,93,108,106,120,148,156,108,120,169,137
2021,2,100,184,45,7,7,17,9,5,22,8,9,26,9,10,11,2,5,2,4,2,5,2,8,10,4
2021,3,총,"1,677,021","524,419","132,831","108,787","88,979","95,030","98,792","171,573","63,843","55,785","273,581","51,206","128,130","176,987","13,111","32,325","30,399","25,621","20,599","22,166","17,058","18,820","30,326","21,072"
2021,3,0,"135,499","42,463","10,806","8,259","6,819","6,694","9,885","14,447","4,675","4,151","24,653","2,823","13,430","17,418",536,"1,967","1,629","1,260",822,922,684,885,"1,920",814
2021,3,10,"168,658","51,668","12,317","11,904","7,227","9,354","10,866","18,403","6,571","5,234","31,587","4,054","14,614","17,761",796,"3,155","2,282","2,276","1,587","1,528","1,122","1,545","3,222","1,253"
2021,3,20,"208,326","71,768","19,647","17,796","10,583","12,121","11,621","24,657","6,123","6,346","37,447","5,205","13,507","21,679","1,133","3,143","2,743","2,255","1,965","1,982","1,370","1,744","3,563","1,696"
2021,3,30,"205,771","70,282","18,508","15,504","11,180","11,246","13,844","21,164","6,842","6,288","35,288","4,640","18,728","24,914",908,"2,751","2,753","2,050","1,247","1,510","1,119","1,338","2,554","1,395"
2021,3,40,"274,572","85,014","20,531","16,916","13,782","15,169","18,616","26,800","11,360","9,347","48,670","6,804","25,824","31,051","1,632","4,988","3,917","3,472","2,430","2,696","1,897","2,365","3,922","2,383"
2021,3,50,"296,162","92,137","24,602","20,925","14,730","17,049","14,831","28,285","11,442","9,758","49,861","9,394","21,097","29,644","2,546","6,154","5,787","4,918","3,891","4,552","3,477","3,650","5,425","4,144"
2021,3,60,"235,216","71,889","18,017","13,157","14,505","14,477","11,733","22,395","10,124","8,111","30,601","10,411","14,052","21,574","2,916","5,829","6,131","4,949","4,111","4,712","3,868","3,731","5,114","4,698"
2021,3,70,"109,456","29,493","6,433","3,372","7,510","6,820","5,358","11,190","5,058","4,593","11,561","5,551","5,204","9,585","1,644","2,964","3,521","3,002","2,912","2,757","2,314","2,275","2,891","2,941"
2021,3,80,"39,941","9,000","1,819",874,"2,426","1,982","1,899","3,906","1,521","1,822","3,640","2,148","1,543","3,119",903,"1,257","1,528","1,319","1,486","1,345","1,095","1,163","1,540","1,606"
2021,3,90,"3,305",675,144,78,207,111,135,310,123,128,260,170,122,239,96,112,108,119,147,157,110,121,169,139
2021,3,100,115,30,7,2,10,7,4,16,4,7,13,6,9,3,1,5,0,1,1,5,2,3,6,3
2021,4,총,"1,676,550","524,287","132,638","108,658","89,323","94,775","98,893","171,584","63,718","55,738","273,479","51,224","127,950","177,200","13,069","32,279","30,349","25,603","20,629","22,133","17,048","18,824","30,361","21,075"
2021,4,0,"134,678","42,250","10,745","8,180","6,862","6,612","9,851","14,354","4,629","4,128","24,511","2,797","13,318","17,357",529,"1,941","1,620","1,236",811,914,671,885,"1,915",812
2021,4,10,"168,347","51,601","12,270","11,889","7,259","9,345","10,838","18,380","6,558","5,251","31,495","4,041","14,592","17,744",795,"3,135","2,250","2,282","1,611","1,515","1,116","1,525","3,214","1,242"
2021,4,20,"208,160","71,724","19,575","17,807","10,601","12,080","11,661","24,669","6,085","6,305","37,452","5,201","13,488","21,669","1,127","3,129","2,731","2,251","1,976","1,966","1,359","1,749","3,579","1,700"
2021,4,30,"205,068","70,087","18,452","15,449","11,240","11,143","13,803","21,141","6,795","6,244","35,180","4,618","18,541","24,932",908,"2,729","2,738","2,041","1,245","1,503","1,108","1,328","2,546","1,384"
2021,4,40,"274,435","85,057","20,515","16,871","13,858","15,169","18,644","26,818","11,332","9,335","48,618","6,802","25,788","31,079","1,616","4,964","3,902","3,464","2,421","2,676","1,896","2,365","3,921","2,381"
2021,4,50,"295,775","91,941","24,504","20,848","14,744","16,964","14,881","28,192","11,429","9,752","49,872","9,379","21,152","29,645","2,527","6,142","5,787","4,904","3,869","4,546","3,462","3,650","5,418","4,108"
2021,4,60,"236,673","72,261","18,125","13,257","14,564","14,534","11,781","22,557","10,158","8,140","30,825","10,476","14,132","21,769","2,929","5,883","6,146","4,967","4,114","4,737","3,904","3,765","5,151","4,759"
2021,4,70,"109,745","29,586","6,471","3,397","7,531","6,813","5,374","11,213","5,077","4,608","11,589","5,572","5,244","9,620","1,640","2,976","3,512","3,012","2,928","2,753","2,321","2,268","2,896","2,930"
2021,4,80,"40,223","9,077","1,828",880,"2,449","1,998","1,922","3,928","1,525","1,839","3,666","2,162","1,559","3,135",902,"1,263","1,555","1,332","1,504","1,355","1,098","1,166","1,543","1,614"
2021,4,90,"3,334",674,146,78,205,111,134,316,126,129,258,171,127,247,95,113,108,113,149,163,111,120,172,142
2021,4,100,112,29,7,2,10,6,4,16,4,7,13,5,9,3,1,4,0,1,1,5,2,3,6,3
2021,5,총,"1,675,389","524,029","132,480","108,541","89,458","94,581","98,969","171,697","63,585","55,696","273,340","51,149","127,683","177,197","13,089","32,137","30,363","25,578","20,649","22,080","17,016","18,778","30,255","21,068"
2021,5,0,"133,891","42,049","10,700","8,122","6,869","6,569","9,789","14,290","4,588","4,087","24,353","2,790","13,213","17,269",532,"1,928","1,611","1,217",809,903,661,890,"1,900",801
2021,5,10,"168,063","51,594","12,254","11,847","7,279","9,348","10,866","18,337","6,544","5,260","31,468","4,029","14,551","17,711",791,"3,105","2,244","2,275","1,596","1,507","1,108","1,513","3,197","1,233"
2021,5,20,"207,779","71,598","19,516","17,768","10,598","12,050","11,666","24,721","6,075","6,325","37,345","5,184","13,404","21,656","1,114","3,102","2,744","2,254","1,977","1,946","1,343","1,735","3,561","1,695"
2021,5,30,"204,210","69,926","18,396","15,426","11,269","11,058","13,777","21,134","6,703","6,194","35,043","4,608","18,367","24,814",919,"2,705","2,718","2,026","1,244","1,480","1,101","1,317","2,535","1,376"
2021,5,40,"273,754","84,984","20,475","16,826","13,902","15,140","18,641","26,778","11,294","9,318","48,458","6,783","25,719","31,054","1,599","4,922","3,866","3,447","2,416","2,667","1,883","2,341","3,870","2,355"
2021,5,50,"295,652","91,766","24,401","20,802","14,729","16,899","14,935","28,147","11,430","9,717","49,983","9,346","21,212","29,681","2,517","6,125","5,785","4,903","3,864","4,511","3,465","3,658","5,424","4,118"
2021,5,60,"238,250","72,692","18,253","13,368","14,646","14,578","11,847","22,762","10,190","8,209","31,095","10,503","14,226","21,924","2,983","5,904","6,202","4,990","4,142","4,770","3,925","3,773","5,159","4,801"
2021,5,70,"110,010","29,647","6,505","3,417","7,522","6,816","5,387","11,237","5,089","4,608","11,645","5,574","5,284","9,690","1,635","2,980","3,525","3,012","2,941","2,768","2,307","2,254","2,888","2,926"
2021,5,80,"40,341","9,090","1,826",886,"2,441","2,011","1,926","3,958","1,545","1,842","3,682","2,153","1,565","3,142",904,"1,257","1,553","1,337","1,508","1,360","1,106","1,173","1,545","1,621"
2021,5,90,"3,345",669,149,77,200,110,133,317,124,130,255,174,133,253,94,106,115,115,151,163,115,121,171,139
2021,5,100,94,14,5,2,3,2,2,16,3,6,13,5,9,3,1,3,0,2,1,5,2,3,5,3
2021,6,총,"1,674,612","524,225","132,314","108,457","89,785","94,463","99,206","171,653","63,516","55,729","273,017","51,109","127,510","177,308","13,035","32,088","30,247","25,551","20,633","22,015","16,992","18,746","30,214","21,024"
2021,6,0,"133,219","41,910","10,667","8,061","6,898","6,527","9,757","14,226","4,560","4,071","24,189","2,773","13,130","17,205",537,"1,915","1,588","1,205",797,892,652,886,"1,893",790
2021,6,10,"167,798","51,530","12,225","11,793","7,309","9,308","10,895","18,294","6,544","5,271","31,387","4,020","14,554","17,695",773,"3,094","2,245","2,271","1,595","1,497","1,105","1,502","3,193","1,228"
2021,6,20,"207,472","71,608","19,453","17,768","10,639","12,014","11,734","24,702","6,064","6,333","37,269","5,167","13,355","21,613","1,104","3,080","2,710","2,248","1,969","1,945","1,338","1,724","3,538","1,705"
2021,6,30,"203,469","69,805","18,296","15,411","11,305","11,019","13,774","21,109","6,666","6,180","34,891","4,586","18,189","24,778",909,"2,677","2,691","2,015","1,240","1,463","1,092","1,307","2,513","1,358"
2021,6,40,"273,671","85,076","20,477","16,791","13,988","15,129","18,691","26,747","11,256","9,325","48,376","6,789","25,735","31,084","1,580","4,908","3,871","3,438","2,413","2,655","1,874","2,339","3,864","2,341"
2021,6,50,"295,138","91,605","24,305","20,746","14,725","16,837","14,992","28,119","11,405","9,680","49,957","9,286","21,227","29,676","2,511","6,113","5,750","4,878","3,852","4,483","3,451","3,636","5,413","4,096"
2021,6,60,"239,755","73,159","18,376","13,496","14,734","14,656","11,897","22,878","10,244","8,276","31,318","10,580","14,308","22,091","2,996","5,940","6,229","5,035","4,172","4,777","3,948","3,800","5,189","4,815"
2021,6,70,"110,174","29,722","6,529","3,422","7,532","6,834","5,405","11,259","5,096","4,609","11,675","5,575","5,300","9,734","1,628","2,990","3,503","3,001","2,928","2,776","2,313","2,256","2,878","2,931"
2021,6,80,"40,465","9,136","1,833",892,"2,456","2,026","1,929","3,980","1,553","1,841","3,684","2,155","1,573","3,173",902,"1,259","1,546","1,343","1,509","1,365","1,102","1,173","1,552","1,619"
2021,6,90,"3,362",660,148,75,196,111,130,323,125,137,259,173,131,256,94,109,114,115,157,158,115,121,176,139
2021,6,100,89,14,5,2,3,2,2,16,3,6,12,5,8,3,1,3,0,2,1,4,2,2,5,2
2021,7,총,"1,674,003","524,211","111,364","129,261","89,869","94,325","99,392","171,664","63,445","55,697","272,845","51,065","127,340","177,443","13,055","32,100","30,156","25,537","20,597","21,976","16,975","18,737","30,169","20,991"
2021,7,0,"132,593","41,744","8,965","9,673","6,889","6,472","9,745","14,182","4,518","4,049","24,075","2,757","13,023","17,158",537,"1,898","1,573","1,196",793,890,648,883,"1,884",785
2021,7,10,"167,616","51,468","10,210","13,743","7,301","9,308","10,906","18,292","6,552","5,274","31,313","3,988","14,554","17,746",776,"3,105","2,216","2,265","1,572","1,496","1,096","1,491","3,186","1,226"
2021,7,20,"206,798","71,442","15,945","21,172","10,597","11,970","11,758","24,648","6,016","6,319","37,207","5,147","13,308","21,472","1,107","3,084","2,683","2,245","1,948","1,929","1,332","1,713","3,510","1,688"
2021,7,30,"202,780","69,683","15,166","18,464","11,336","10,948","13,769","21,061","6,633","6,149","34,747","4,571","18,027","24,728",897,"2,679","2,663","2,016","1,236","1,447","1,083","1,306","2,505","1,349"
2021,7,40,"273,344","85,116","17,478","19,787","14,027","15,099","18,725","26,699","11,259","9,298","48,228","6,751","25,730","31,163","1,568","4,888","3,852","3,419","2,392","2,629","1,852","2,322","3,841","2,337"
2021,7,50,"295,036","91,514","20,210","24,784","14,719","16,784","15,017","28,146","11,380","9,666","50,028","9,277","21,252","29,644","2,500","6,086","5,749","4,867","3,847","4,464","3,457","3,654","5,421","4,084"
2021,7,60,"241,299","73,583","15,866","16,207","14,786","14,750","11,974","22,987","10,306","8,334","31,555","10,633","14,417","22,294","3,042","5,994","6,263","5,064","4,189","4,811","3,971","3,808","5,209","4,839"
2021,7,70,"110,365","29,769","5,742","4,238","7,541","6,833","5,415","11,292","5,093","4,611","11,709","5,608","5,305","9,783","1,620","2,984","3,497","3,001","2,937","2,777","2,312","2,254","2,884","2,929"
2021,7,80,"40,697","9,213","1,647","1,097","2,471","2,049","1,949","4,013","1,560","1,857","3,710","2,153","1,586","3,194",905,"1,270","1,546","1,348","1,523","1,368","1,105","1,184","1,547","1,615"
2021,7,90,"3,386",665,131,93,200,110,131,328,125,134,261,176,130,258,102,109,113,114,159,161,117,120,177,137
2021,7,100,89,14,4,3,2,2,3,16,3,6,12,4,8,3,1,3,1,2,1,4,2,2,5,2
2021,8,총,"1,672,737","523,919","111,226","129,076","89,940","94,123","99,554","171,691","63,327","55,613","272,767","51,010","127,156","177,367","13,039","32,084","30,044","25,509","20,581","21,927","16,967","18,706","30,116","20,914"
2021,8,0,"131,873","41,534","8,896","9,634","6,878","6,420","9,706","14,115","4,476","4,037","23,963","2,756","12,931","17,067",532,"1,886","1,554","1,186",791,886,641,878,"1,872",768
2021,8,10,"167,425","51,406","10,205","13,690","7,302","9,293","10,916","18,304","6,543","5,253","31,293","3,968","14,547","17,729",774,"3,102","2,195","2,263","1,571","1,488","1,097","1,488","3,180","1,224"
2021,8,20,"205,957","71,156","15,838","21,061","10,566","11,878","11,813","24,626","6,002","6,272","37,067","5,128","13,243","21,404","1,097","3,081","2,641","2,227","1,944","1,898","1,324","1,700","3,471","1,676"
2021,8,30,"202,080","69,562","15,135","18,460","11,341","10,913","13,713","21,064","6,565","6,141","34,684","4,529","17,839","24,633",889,"2,670","2,644","2,004","1,227","1,434","1,069","1,290","2,501","1,335"
2021,8,40,"272,714","84,990","17,463","19,700","14,071","15,020","18,736","26,635","11,227","9,239","48,083","6,746","25,696","31,160","1,560","4,850","3,842","3,400","2,375","2,616","1,853","2,303","3,820","2,319"
2021,8,50,"295,258","91,479","20,197","24,747","14,681","16,765","15,089","28,182","11,352","9,688","50,209","9,244","21,351","29,658","2,504","6,090","5,745","4,853","3,851","4,455","3,452","3,656","5,423","4,066"
2021,8,60,"242,352","73,968","15,946","16,324","14,855","14,799","12,044","23,065","10,347","8,356","31,713","10,680","14,482","22,402","3,062","6,028","6,265","5,085","4,198","4,824","3,992","3,826","5,224","4,835"
2021,8,70,"110,654","29,891","5,750","4,272","7,563","6,863","5,443","11,297","5,116","4,610","11,745","5,632","5,338","9,817","1,613","2,979","3,490","3,021","2,944","2,783","2,307","2,254","2,884","2,933"
2021,8,80,"40,921","9,254","1,662","1,093","2,482","2,059","1,958","4,051","1,574","1,870","3,728","2,144","1,593","3,232",906,"1,287","1,551","1,356","1,520","1,378","1,113","1,187","1,557","1,620"
2021,8,90,"3,409",664,130,92,199,111,132,337,122,139,270,178,128,262,101,108,116,112,159,160,116,122,179,136
2021,8,100,94,15,4,3,2,2,4,15,3,8,12,5,8,3,1,3,1,2,1,5,3,2,5,2
2021,9,총,"1,671,042","523,791","111,195","128,929","90,018","93,975","99,674","171,782","63,201","55,543","272,581","50,907","126,877","177,286","13,001","32,003","29,926","25,444","20,497","21,785","16,939","18,647","30,018","20,814"
2021,9,0,"131,099","41,347","8,849","9,588","6,850","6,389","9,671","14,058","4,418","4,025","23,823","2,746","12,797","17,002",533,"1,875","1,527","1,186",776,869,626,872,"1,866",753
2021,9,10,"167,120","51,336","10,202","13,637","7,320","9,273","10,904","18,330","6,534","5,215","31,267","3,939","14,554","17,683",776,"3,090","2,165","2,252","1,554","1,486","1,101","1,475","3,156","1,207"
2021,9,20,"204,838","71,013","15,803","20,977","10,560","11,817","11,856","24,639","5,948","6,229","36,856","5,079","13,114","21,326","1,069","3,026","2,602","2,201","1,894","1,834","1,303","1,678","3,391","1,636"
2021,9,30,"201,297","69,398","15,090","18,470","11,331","10,848","13,659","21,063","6,499","6,133","34,624","4,512","17,692","24,478",878,"2,657","2,604","1,975","1,221","1,406","1,064","1,278","2,494","1,321"
2021,9,40,"272,176","84,911","17,420","19,622","14,076","15,026","18,767","26,606","11,221","9,198","47,974","6,699","25,647","31,221","1,558","4,824","3,809","3,357","2,359","2,575","1,836","2,269","3,812","2,300"
2021,9,50,"295,719","91,564","20,224","24,707","14,711","16,745","15,177","28,211","11,367","9,719","50,339","9,250","21,438","29,741","2,505","6,079","5,733","4,880","3,856","4,453","3,454","3,664","5,422","4,044"
2021,9,60,"243,073","74,183","16,027","16,421","14,867","14,812","12,056","23,125","10,373","8,369","31,841","10,699","14,523","22,462","3,067","6,073","6,309","5,081","4,199","4,816","4,015","3,846","5,247","4,845"
2021,9,70,"111,004","30,021","5,773","4,314","7,589","6,875","5,470","11,303","5,136","4,618","11,820","5,636","5,373","9,863","1,610","2,981","3,491","3,029","2,950","2,799","2,307","2,252","2,874","2,941"
2021,9,80,"41,196","9,333","1,673","1,098","2,509","2,079","1,974","4,096","1,577","1,888","3,761","2,163","1,600","3,249",903,"1,286","1,565","1,367","1,527","1,383","1,116","1,191","1,565","1,626"
2021,9,90,"3,424",671,130,92,203,109,137,336,125,140,263,179,131,258,101,109,120,114,160,159,114,120,185,139
2021,9,100,96,14,4,3,2,2,3,15,3,9,13,5,8,3,1,3,1,2,1,5,3,2,6,2
2021,10,총,"1,670,394","523,629","111,085","128,793","90,077","93,919","99,755","171,749","63,116","55,531","272,490","50,916","126,734","177,336","12,992","31,954","29,925","25,379","20,491","21,741","16,935","18,608","30,050","20,818"
2021,10,0,"130,428","41,133","8,784","9,537","6,850","6,362","9,600","14,003","4,388","4,003","23,741","2,731","12,703","16,931",529,"1,848","1,519","1,171",777,871,610,871,"1,849",750
2021,10,10,"166,864","51,279","10,186","13,598","7,325","9,243","10,927","18,274","6,531","5,204","31,190","3,923","14,583","17,653",776,"3,076","2,161","2,244","1,558","1,484","1,088","1,470","3,154","1,216"
2021,10,20,"204,289","70,827","15,734","20,899","10,530","11,783","11,881","24,622","5,913","6,230","36,726","5,077","13,069","21,272","1,063","3,009","2,584","2,172","1,896","1,800","1,309","1,662","3,427","1,631"
2021,10,30,"200,594","69,258","15,034","18,453","11,300","10,848","13,623","21,078","6,424","6,127","34,528","4,471","17,519","24,435",873,"2,639","2,592","1,938","1,212","1,390","1,051","1,262","2,489","1,308"
2021,10,40,"271,640","84,846","17,392","19,568","14,104","14,998","18,784","26,551","11,167","9,162","47,867","6,684","25,554","31,196","1,543","4,812","3,821","3,346","2,334","2,560","1,829","2,268","3,813","2,287"
2021,10,50,"296,187","91,618","20,222","24,691","14,726","16,755","15,224","28,259","11,407","9,739","50,471","9,249","21,556","29,829","2,509","6,068","5,724","4,902","3,861","4,439","3,468","3,643","5,407","4,038"
2021,10,60,"244,019","74,397","16,096","16,477","14,889","14,842","12,093","23,161","10,403","8,389","31,993","10,753","14,608","22,582","3,087","6,110","6,343","5,083","4,218","4,840","4,031","3,863","5,278","4,880"
2021,10,70,"111,452","30,207","5,823","4,366","7,623","6,896","5,499","11,321","5,167","4,630","11,924","5,669","5,395","9,886","1,611","2,984","3,497","3,043","2,944","2,807","2,310","2,255","2,869","2,933"
2021,10,80,"41,406","9,374","1,680","1,107","2,522","2,081","1,984","4,132","1,586","1,902","3,776","2,175","1,616","3,293",899,"1,297","1,561","1,361","1,530","1,382","1,122","1,193","1,576","1,631"
2021,10,90,"3,426",675,130,94,205,109,137,332,127,138,266,179,124,256,101,108,122,117,159,163,115,119,183,142
2021,10,100,89,15,4,3,3,2,3,16,3,7,8,5,7,3,1,3,1,2,2,5,2,2,5,2
2021,11,총,"1,669,512","523,465","111,038","128,576","90,123","93,813","99,915","171,710","63,042","55,498","272,256","50,910","126,496","177,478","12,979","31,882","29,942","25,327","20,471","21,732","16,923","18,592","29,992","20,817"
2021,11,0,"129,748","40,984","8,755","9,485","6,840","6,338","9,566","13,944","4,351","3,982","23,589","2,713","12,596","16,870",521,"1,840","1,509","1,153",780,860,603,868,"1,837",748
2021,11,10,"166,679","51,214","10,197","13,557","7,338","9,188","10,934","18,285","6,522","5,215","31,157","3,918","14,568","17,638",766,"3,051","2,147","2,245","1,576","1,460","1,088","1,470","3,148","1,211"
2021,11,20,"203,555","70,589","15,658","20,776","10,464","11,762","11,929","24,559","5,895","6,205","36,551","5,067","13,021","21,215","1,065","3,000","2,583","2,165","1,872","1,810","1,296","1,660","3,372","1,630"
2021,11,30,"199,801","69,110","14,997","18,420","11,270","10,822","13,601","21,040","6,365","6,074","34,420","4,452","17,297","24,370",875,"2,602","2,590","1,906","1,203","1,394","1,044","1,251","2,495","1,313"
2021,11,40,"271,367","84,755","17,406","19,497","14,142","14,945","18,765","26,517","11,169","9,166","47,808","6,679","25,527","31,252","1,533","4,795","3,819","3,336","2,321","2,554","1,824","2,253","3,795","2,264"
2021,11,50,"296,586","91,706","20,218","24,664","14,712","16,794","15,318","28,299","11,415","9,762","50,558","9,257","21,651","29,900","2,510","6,067","5,714","4,909","3,862","4,431","3,464","3,639","5,396","4,046"
2021,11,60,"244,914","74,632","16,128","16,581","14,948","14,838","12,137","23,234","10,430","8,394","32,129","10,776","14,662","22,720","3,084","6,136","6,381","5,088","4,245","4,866","4,051","3,888","5,301","4,897"
2021,11,70,"111,711","30,330","5,857","4,390","7,646","6,926","5,511","11,317","5,174","4,647","11,972","5,691","5,423","9,929","1,620","2,980","3,515","3,037","2,932","2,792","2,309","2,235","2,874","2,934"
2021,11,80,"41,626","9,452","1,689","1,110","2,553","2,088","2,012","4,161","1,595","1,909","3,805","2,174","1,621","3,326",901,"1,299","1,559","1,367","1,517","1,396","1,124","1,204","1,587","1,629"
2021,11,90,"3,450",680,129,93,207,111,140,344,125,137,262,178,123,254,103,109,124,119,162,165,118,122,182,143
2021,11,100,75,13,4,3,3,1,2,10,1,7,5,5,7,4,1,3,1,2,1,4,2,2,5,2
2021,12,총,"1,668,338","523,223","110,998","128,346","90,141","93,661","100,077","171,601","62,928","55,433","271,899","50,849","126,291","177,759","12,966","31,816","29,948","25,297","20,450","21,696","16,931","18,531","29,955","20,765"
2021,12,0,"128,993","40,798","8,723","9,427","6,833","6,286","9,529","13,872","4,299","3,958","23,430","2,690","12,495","16,819",515,"1,818","1,491","1,148",778,853,601,858,"1,827",743
2021,12,10,"166,472","51,201","10,169","13,512","7,355","9,183","10,982","18,251","6,531","5,215","31,096","3,892","14,569","17,667",758,"3,055","2,147","2,206","1,555","1,452","1,083","1,459","3,125","1,210"
2021,12,20,"202,593","70,239","15,581","20,618","10,394","11,714","11,932","24,457","5,863","6,167","36,374","5,043","12,926","21,154","1,060","2,992","2,569","2,181","1,870","1,806","1,296","1,650","3,347","1,599"
2021,12,30,"198,989","68,959","14,947","18,424","11,258","10,744","13,586","21,008","6,317","6,054","34,264","4,428","17,068","24,314",874,"2,568","2,566","1,885","1,208","1,390","1,048","1,242","2,485","1,311"
2021,12,40,"271,358","84,833","17,415","19,491","14,158","14,962","18,807","26,502","11,141","9,167","47,783","6,672","25,564","31,359","1,522","4,780","3,807","3,323","2,296","2,535","1,816","2,224","3,787","2,247"
2021,12,50,"296,690","91,651","20,227","24,584","14,705","16,753","15,382","28,316","11,426","9,775","50,538","9,259","21,713","29,985","2,505","6,061","5,745","4,918","3,867","4,420","3,452","3,639","5,389","4,031"
2021,12,60,"245,713","74,838","16,197","16,664","14,989","14,834","12,154","23,308","10,425","8,373","32,282","10,809","14,731","22,871","3,102","6,140","6,407","5,094","4,244","4,885","4,068","3,887","5,328","4,921"
2021,12,70,"112,084","30,477","5,894","4,419","7,665","6,966","5,533","11,348","5,189","4,661","12,018","5,695","5,458","9,971","1,611","2,996","3,512","3,054","2,942","2,792","2,312","2,230","2,888","2,930"
2021,12,80,"41,890","9,528","1,714","1,109","2,570","2,106","2,029","4,184","1,612","1,913","3,837","2,177","1,638","3,362",915,"1,290","1,578","1,364","1,520","1,401","1,133","1,219","1,593","1,626"
2021,12,90,"3,497",687,128,95,211,112,141,348,124,145,272,180,124,253,103,115,126,122,169,159,120,121,183,146
2021,12,100,59,12,3,3,3,1,2,7,1,5,5,4,5,4,1,1,0,2,1,3,2,2,3,1
