년도,월,나이,서울특별시 동대문구,서울특별시 동대문구 용신동,서울특별시 동대문구 제기동,서울특별시 동대문구 전농제1동,서울특별시 동대문구 전농제2동,서울특별시 동대문구 답십리제1동,서울특별시 동대문구 답십리제2동,서울특별시 동대문구 장안제1동,서울특별시 동대문구 장안제2동,서울특별시 동대문구 청량리동,서울특별시 동대문구 회기동,서울특별시 동대문구 휘경제1동,서울특별시 동대문구 휘경제2동,서울특별시 동대문구 이문제1동,서울특별시 동대문구 이문제2동
2021,8,90,"1,048",90,102,97,56,70,96,83,83,98,38,39,63,58,75
2021,8,100,62,4,9,6,2,7,2,10,5,5,0,2,3,4,3
2021,9,총,"170,763","15,359","12,048","14,655","9,702","15,006","14,652","19,282","16,289","9,512","5,531","7,170","12,141","9,067","10,349"
2021,9,0,"9,595",580,481,878,579,"1,310",899,"1,166","1,323",347,204,396,538,327,567
2021,9,10,"11,359",665,652,916,872,963,938,"1,275","1,297",491,380,402,"1,054",587,867
2021,9,20,"28,864","3,350","2,063","2,241","1,085","2,279","1,821","2,812","1,862","1,054","1,804","1,987","2,585","2,462","1,459"
2021,9,30,"23,707","2,626","1,426","2,030","1,071","2,747","2,121","3,016","2,446",962,703,"1,032","1,360",928,"1,239"
2021,9,40,"23,824","1,850","1,356","1,993","1,551","2,289","2,021","2,977","2,819","1,134",658,800,"1,734","1,113","1,529"
2021,9,50,"25,723","2,089","1,785","2,326","1,635","2,154","2,464","2,965","2,479","1,585",590,981,"1,764","1,232","1,674"
2021,9,60,"24,364","2,080","2,021","2,146","1,516","1,725","2,296","2,881","2,282","1,914",541,775,"1,574","1,142","1,471"
2021,9,70,"14,989","1,340","1,415","1,352",893,957,"1,332","1,483","1,191","1,283",382,519,999,811,"1,032"
2021,9,80,"7,235",685,739,668,444,505,660,614,504,638,233,236,468,405,436
2021,9,90,"1,039",89,101,98,54,70,98,83,80,99,36,40,62,56,73
2021,9,100,64,5,9,7,2,7,2,10,6,5,0,2,3,4,2
2021,10,총,"170,696","15,395","12,043","14,629","9,676","15,018","14,614","19,300","16,286","9,505","5,507","7,225","12,118","9,030","10,350"
2021,10,0,"9,576",587,486,867,578,"1,313",895,"1,152","1,317",348,198,405,536,324,570
2021,10,10,"11,309",662,646,911,868,965,932,"1,282","1,290",492,374,393,"1,059",572,863
2021,10,20,"28,829","3,380","2,073","2,237","1,083","2,268","1,809","2,801","1,866","1,038","1,788","2,012","2,575","2,449","1,450"
2021,10,30,"23,734","2,629","1,436","2,036","1,060","2,745","2,122","3,015","2,457",968,704,"1,046","1,348",935,"1,233"
2021,10,40,"23,744","1,851","1,341","1,974","1,537","2,291","2,013","2,983","2,807","1,133",649,811,"1,729","1,096","1,529"
2021,10,50,"25,730","2,090","1,774","2,322","1,644","2,159","2,452","2,985","2,479","1,588",592,979,"1,754","1,239","1,673"
2021,10,60,"24,392","2,075","2,022","2,159","1,512","1,728","2,297","2,886","2,282","1,908",546,780,"1,577","1,140","1,480"
2021,10,70,"15,017","1,337","1,416","1,353",893,965,"1,333","1,485","1,197","1,284",384,522,"1,007",807,"1,034"
2021,10,80,"7,255",689,739,665,445,504,662,619,503,640,235,233,470,410,441
2021,10,90,"1,049",90,102,97,54,73,98,82,82,102,37,42,60,55,75
2021,10,100,61,5,8,8,2,7,1,10,6,4,0,2,3,3,2
2021,11,총,"170,725","15,406","12,033","14,621","9,660","15,040","14,598","19,333","16,276","9,489","5,517","7,280","12,107","9,019","10,346"
2021,11,0,"9,551",591,482,863,578,"1,312",903,"1,136","1,319",348,195,406,528,319,571
2021,11,10,"11,255",660,641,913,857,971,934,"1,282","1,278",491,365,392,"1,050",565,856
2021,11,20,"28,828","3,374","2,063","2,221","1,081","2,254","1,765","2,822","1,874","1,036","1,809","2,051","2,583","2,445","1,450"
2021,11,30,"23,789","2,639","1,453","2,034","1,061","2,743","2,130","3,033","2,453",967,704,"1,056","1,346",935,"1,235"
2021,11,40,"23,729","1,865","1,328","1,966","1,530","2,308","2,025","2,981","2,802","1,121",639,819,"1,732","1,091","1,522"
2021,11,50,"25,743","2,078","1,784","2,333","1,641","2,167","2,438","2,991","2,474","1,590",600,970,"1,751","1,249","1,677"
2021,11,60,"24,420","2,085","2,023","2,157","1,518","1,736","2,297","2,886","2,284","1,912",546,780,"1,583","1,135","1,478"
2021,11,70,"14,985","1,332","1,409","1,354",889,961,"1,336","1,488","1,200","1,274",385,527,999,797,"1,034"
2021,11,80,"7,309",685,743,674,447,509,668,620,502,644,236,237,474,423,447
2021,11,90,"1,062",92,101,98,56,71,101,87,84,102,38,40,59,58,75
2021,11,100,54,5,6,8,2,8,1,7,6,4,0,2,2,2,1
2021,12,총,"170,754","15,722","12,005","14,571","9,622","15,007","14,553","19,311","16,274","9,470","5,498","7,294","12,072","9,026","10,329"
2021,12,0,"9,558",644,476,857,570,"1,310",897,"1,121","1,318",351,194,401,531,318,570
2021,12,10,"11,200",676,632,911,850,960,936,"1,285","1,272",483,354,390,"1,035",562,854
2021,12,20,"28,765","3,381","2,063","2,209","1,071","2,238","1,735","2,804","1,867","1,033","1,816","2,070","2,574","2,442","1,462"
2021,12,30,"23,827","2,738","1,438","2,026","1,056","2,736","2,129","3,026","2,436",958,694,"1,059","1,359",948,"1,224"
2021,12,40,"23,737","1,933","1,331","1,945","1,513","2,310","2,016","2,986","2,812","1,108",635,818,"1,713","1,087","1,530"
2021,12,50,"25,752","2,119","1,790","2,334","1,639","2,157","2,425","2,985","2,468","1,585",598,978,"1,750","1,260","1,664"
2021,12,60,"24,489","2,107","2,015","2,148","1,529","1,747","2,312","2,903","2,302","1,921",548,773,"1,576","1,128","1,480"
2021,12,70,"14,967","1,337","1,414","1,353",886,956,"1,332","1,479","1,202","1,275",378,527,999,799,"1,030"
2021,12,80,"7,327",689,738,678,448,514,671,626,504,649,241,232,472,423,442
2021,12,90,"1,082",93,102,103,58,71,99,89,87,105,40,44,61,57,73
2021,12,100,50,5,6,7,2,8,1,7,6,2,0,2,2,2,0
