년도,월,나이,부산광역시 금정구,부산광역시 금정구 서제1동,부산광역시 금정구 서제2동,부산광역시 금정구 서제3동,부산광역시 금정구 금사회동동,부산광역시 금정구 부곡제1동,부산광역시 금정구 부곡제2동,부산광역시 금정구 부곡제3동,부산광역시 금정구 부곡제4동,부산광역시 금정구 장전제1동,부산광역시 금정구 장전제2동,부산광역시 금정구 장전제3동,부산광역시 금정구 선두구동,부산광역시 금정구 청룡노포동,부산광역시 금정구 남산동,부산광역시 금정구 구서제1동,부산광역시 금정구 구서제2동,부산광역시 금정구 금성동
2021,8,70,"9,920",349,501,651,508,513,662,552,700,510,909,,154,596,"1,315",689,"1,260",51
2021,8,80,"3,376",124,133,213,137,164,243,201,192,205,332,,64,219,487,215,435,12
2021,8,90,268,3,7,8,6,15,26,20,9,15,21,,6,28,34,16,51,3
2021,8,100,9,2,0,0,1,1,0,1,0,0,1,,0,0,1,0,1,1
2021,9,총,"112,095","2,806","4,635","5,650","4,185","4,008","8,477","7,638","6,217","9,396","12,954",,"1,252","4,800","14,189","9,411","15,967",510
2021,9,0,"6,348",49,146,167,142,155,505,561,257,397,"1,344",,41,255,574,672,"1,053",30
2021,9,10,"8,889",139,228,256,175,213,779,661,425,605,"1,362",,55,359,988,940,"1,639",65
2021,9,20,"17,520",278,592,685,442,450,"1,319","1,138",804,"3,440","1,705",,114,589,"2,367","1,284","2,268",45
2021,9,30,"12,846",274,484,630,428,431,"1,009",991,749,"1,126","1,724",,127,472,"1,596","1,106","1,664",35
2021,9,40,"15,635",423,600,731,560,594,"1,211","1,061",900,"1,128","2,300",,135,563,"1,751","1,405","2,196",77
2021,9,50,"18,715",550,908,"1,097",784,671,"1,417","1,294","1,022","1,072","1,720",,245,829,"2,584","1,649","2,788",85
2021,9,60,"18,528",617,"1,033","1,210",997,794,"1,304","1,152","1,155",897,"1,535",,311,892,"2,490","1,436","2,598",107
2021,9,70,"9,940",345,503,651,511,516,667,558,706,513,907,,155,591,"1,315",685,"1,266",51
2021,9,80,"3,393",126,134,215,139,167,239,202,190,204,336,,63,222,489,216,440,11
2021,9,90,272,3,7,8,6,16,27,19,9,14,20,,6,28,34,18,54,3
2021,9,100,9,2,0,0,1,1,0,1,0,0,1,,0,0,1,0,1,1
2021,10,총,"111,981","2,766","4,624","5,633","4,166","4,002","8,526","7,642","6,207","9,399","12,976",,"1,254","4,779","14,173","9,405","15,923",506
2021,10,0,"6,293",49,143,168,138,156,501,558,254,389,"1,330",,44,253,570,668,"1,045",27
2021,10,10,"8,913",136,231,256,177,216,788,659,429,608,"1,378",,55,357,976,941,"1,639",67
2021,10,20,"17,446",272,581,684,432,442,"1,331","1,127",789,"3,431","1,706",,114,585,"2,392","1,279","2,238",43
2021,10,30,"12,817",265,485,626,423,427,"1,006",996,758,"1,139","1,717",,130,471,"1,587","1,102","1,652",33
2021,10,40,"15,577",418,604,722,555,593,"1,219","1,063",896,"1,117","2,307",,134,555,"1,723","1,407","2,187",77
2021,10,50,"18,723",545,905,"1,085",786,673,"1,435","1,290","1,022","1,075","1,727",,243,828,"2,583","1,638","2,803",85
2021,10,60,"18,548",609,"1,032","1,211",986,792,"1,307","1,165","1,157",907,"1,537",,311,891,"2,498","1,445","2,594",106
2021,10,70,"9,953",343,502,658,521,518,670,557,700,512,910,,154,588,"1,310",689,"1,268",53
2021,10,80,"3,431",126,134,214,141,167,242,206,192,206,343,,63,225,499,219,443,11
2021,10,90,273,3,7,9,6,17,27,20,10,15,20,,6,26,34,17,53,3
2021,10,100,7,0,0,0,1,1,0,1,0,0,1,,0,0,1,0,1,1
2021,11,총,"111,882","2,750","4,619","5,620","4,161","3,979","8,598","7,634","6,200","9,411","12,941",,"1,253","4,776","14,147","9,392","15,894",507
2021,11,0,"6,265",46,142,166,139,155,512,558,251,386,"1,317",,45,250,562,658,"1,052",26
2021,11,10,"8,917",134,234,258,178,205,785,660,436,608,"1,393",,56,354,972,939,"1,637",68
2021,11,20,"17,411",273,579,681,425,443,"1,334","1,126",786,"3,447","1,685",,114,584,"2,388","1,273","2,229",44
2021,11,30,"12,770",264,482,623,418,433,"1,018",988,746,"1,138","1,709",,125,474,"1,580","1,100","1,639",33
2021,11,40,"15,562",414,599,723,550,585,"1,248","1,068",896,"1,120","2,298",,132,548,"1,710","1,408","2,187",76
2021,11,50,"18,710",538,902,"1,081",782,678,"1,439","1,294","1,021","1,070","1,728",,243,835,"2,581","1,637","2,797",84
2021,11,60,"18,557",608,"1,036","1,206",995,784,"1,315","1,156","1,162",907,"1,538",,315,890,"2,503","1,444","2,590",108
2021,11,70,"9,977",344,504,657,528,509,678,550,695,515,909,,152,593,"1,319",696,"1,274",54
2021,11,80,"3,439",126,134,216,140,170,242,213,198,207,343,,65,221,497,220,436,11
2021,11,90,269,3,7,9,6,16,27,20,9,13,20,,6,27,34,17,52,3
2021,11,100,5,0,0,0,0,1,0,1,0,0,1,,0,0,1,0,1,0
2021,12,총,"111,513","2,747","4,600","5,607","4,154","3,968","8,579","7,605","6,182","9,415","12,886",,"1,249","4,762","14,072","9,357","15,829",501
2021,12,0,"6,205",48,140,164,139,151,501,546,252,378,"1,301",,45,250,554,660,"1,050",26
2021,12,10,"8,876",131,232,253,179,204,783,656,440,602,"1,402",,54,350,967,928,"1,627",68
2021,12,20,"17,291",263,563,676,421,437,"1,343","1,118",782,"3,453","1,664",,117,584,"2,359","1,264","2,205",42
2021,12,30,"12,685",267,493,626,420,435,"1,001",984,743,"1,146","1,664",,122,476,"1,564","1,082","1,629",33
2021,12,40,"15,550",419,591,718,547,581,"1,244","1,071",892,"1,118","2,316",,130,550,"1,704","1,409","2,186",74
2021,12,50,"18,643",538,896,"1,081",781,678,"1,433","1,286","1,019","1,071","1,733",,244,820,"2,562","1,638","2,779",84
2021,12,60,"18,522",607,"1,034","1,207",988,786,"1,325","1,158","1,152",910,"1,524",,314,882,"2,505","1,435","2,587",108
2021,12,70,"10,001",344,506,656,530,512,680,552,692,514,912,,150,597,"1,325",705,"1,271",55
2021,12,80,"3,468",127,137,218,143,169,241,214,201,209,350,,67,226,497,219,441,9
2021,12,90,270,3,8,8,6,15,28,20,9,14,20,,6,27,34,17,53,2
2021,12,100,2,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0
