년도,월,나이,전라남도 목포시,전라남도 목포시 용당1동,전라남도 목포시 용당2동,전라남도 목포시 연동,전라남도 목포시 산정동,전라남도 목포시 연산동,전라남도 목포시 원산동,전라남도 목포시 대성동,전라남도 목포시 목원동,전라남도 목포시 동명동,전라남도 목포시 삼학동,전라남도 목포시 만호동,전라남도 목포시 유달동,전라남도 목포시 죽교동,전라남도 목포시 북항동,전라남도 목포시 용해동,전라남도 목포시 이로동,전라남도 목포시 상동,전라남도 목포시 하당동,전라남도 목포시 신흥동,전라남도 목포시 삼향동,전라남도 목포시 옥암동,전라남도 목포시 부흥동,전라남도 목포시 부주동
2021,5,30,"11,921",401,200,139,458,873,619,325,246,162,281,69,95,96,430,"1,012",590,"1,172",722,940,255,761,509,"1,566"
2021,5,40,"17,755",589,274,228,741,903,"1,075",372,399,261,419,122,155,164,686,"1,597",948,"1,804",946,"1,373",381,"1,144",688,"2,486"
2021,5,50,"17,859",824,394,351,826,619,"1,161",389,588,382,496,195,258,209,813,"1,259",830,"1,803",924,"1,608",371,960,855,"1,744"
2021,5,60,"15,429","1,140",587,455,720,452,895,352,776,566,545,328,406,276,738,"1,002",780,"1,493",646,976,343,564,532,857
2021,5,70,"9,842",816,429,455,412,221,543,238,710,502,350,285,425,281,425,607,406,853,312,442,205,278,282,365
2021,5,80,"4,845",361,156,235,234,110,277,138,330,195,147,127,250,149,207,319,204,456,182,230,118,124,138,158
2021,5,90,760,58,36,29,36,23,30,13,70,25,19,22,28,21,24,39,39,75,28,39,24,25,20,37
2021,5,100,33,2,1,2,1,0,0,2,5,1,0,1,2,0,0,2,5,3,3,2,0,0,0,1
2021,6,총,"110,799","5,180","2,531","2,296","4,846","5,198","6,464","2,516","3,712","2,543","3,062","1,305","1,915","1,494","4,584","8,593","5,460","10,864","5,719","8,259","2,381","5,917","4,307","11,653"
2021,6,0,"8,330",199,96,81,341,710,424,195,96,88,190,26,58,68,298,820,436,865,373,598,190,550,327,"1,301"
2021,6,10,"11,728",349,154,153,496,594,704,226,200,151,307,53,99,111,493,"1,172",710,"1,151",503,878,232,796,396,"1,800"
2021,6,20,"12,295",460,208,171,555,610,750,256,300,218,323,82,145,118,470,793,523,"1,190","1,081","1,180",260,707,584,"1,311"
2021,6,30,"11,857",388,194,139,461,904,609,328,243,158,274,68,95,101,430,995,584,"1,163",721,941,254,760,490,"1,557"
2021,6,40,"17,754",588,273,223,742,928,"1,054",375,393,260,419,122,155,164,686,"1,582",954,"1,807",949,"1,363",387,"1,141",686,"2,503"
2021,6,50,"17,816",815,396,347,829,636,"1,171",388,589,375,488,194,257,205,804,"1,255",820,"1,799",926,"1,601",367,959,849,"1,746"
2021,6,60,"15,501","1,142",584,454,737,459,896,357,775,566,544,326,401,273,747,"1,007",782,"1,501",639,988,344,572,537,870
2021,6,70,"9,842",817,428,456,412,225,542,235,709,504,351,283,422,285,423,610,399,850,315,438,203,283,280,372
2021,6,80,"4,883",362,160,240,236,110,284,142,332,197,148,128,254,147,210,317,206,459,182,232,119,125,138,155
2021,6,90,759,58,37,30,36,22,30,12,71,25,18,22,27,22,23,39,41,76,27,38,25,24,20,36
2021,6,100,34,2,1,2,1,0,0,2,4,1,0,1,2,0,0,3,5,3,3,2,0,0,0,2
2021,7,총,"110,617","5,174","2,531","2,291","4,834","5,244","6,438","2,511","3,699","2,544","3,051","1,302","1,903","1,500","4,588","8,558","5,458","10,858","5,697","8,243","2,376","5,926","4,291","11,600"
2021,7,0,"8,237",199,94,76,334,709,422,200,93,88,187,26,57,69,292,803,432,861,366,585,187,547,327,"1,283"
2021,7,10,"11,721",347,153,157,495,605,703,227,200,150,303,53,98,113,487,"1,170",709,"1,154",502,879,233,795,391,"1,797"
2021,7,20,"12,241",459,207,167,550,608,741,252,300,220,325,83,142,115,478,795,524,"1,180","1,080","1,167",256,707,587,"1,298"
2021,7,30,"11,780",385,192,137,464,915,606,326,242,160,268,65,93,102,428,976,574,"1,168",715,938,253,759,483,"1,531"
2021,7,40,"17,671",582,270,221,735,936,"1,050",374,394,258,417,124,150,163,681,"1,570",957,"1,795",950,"1,358",385,"1,136",678,"2,487"
2021,7,50,"17,811",818,392,342,829,645,"1,156",386,583,373,483,192,255,205,809,"1,260",825,"1,799",922,"1,603",370,957,851,"1,756"
2021,7,60,"15,579","1,135",591,463,739,471,905,355,766,565,548,327,401,276,756,"1,012",780,"1,515",636,996,343,583,536,880
2021,7,70,"9,851",817,429,453,412,221,543,235,710,509,350,285,422,285,425,610,404,846,316,436,203,289,280,371
2021,7,80,"4,926",371,163,243,236,112,283,143,337,192,152,125,254,150,209,321,207,462,179,242,120,129,137,159
2021,7,90,766,59,39,30,39,22,29,11,70,28,18,21,29,22,23,38,41,75,28,37,26,24,21,36
2021,7,100,34,2,1,2,1,0,0,2,4,1,0,1,2,0,0,3,5,3,3,2,0,0,0,2
2021,8,총,"110,409","5,161","2,537","2,284","4,845","5,274","6,438","2,513","3,676","2,533","3,043","1,304","1,888","1,486","4,573","8,521","5,428","10,884","5,716","8,240","2,374","5,887","4,258","11,546"
2021,8,0,"8,163",195,92,76,333,716,421,198,90,88,188,28,56,67,283,793,423,857,369,576,185,533,326,"1,270"
2021,8,10,"11,682",346,154,160,498,608,701,227,201,144,304,52,97,113,484,"1,163",711,"1,154",500,879,231,784,390,"1,781"
2021,8,20,"12,201",460,210,162,548,597,742,252,292,219,322,81,142,110,473,793,518,"1,187","1,082","1,174",255,707,577,"1,298"
2021,8,30,"11,696",387,194,138,465,927,606,324,238,165,269,68,92,101,428,952,560,"1,155",708,929,251,755,478,"1,506"
2021,8,40,"17,597",571,265,220,739,938,"1,045",372,393,256,417,124,146,161,681,"1,573",949,"1,794",951,"1,346",387,"1,129",662,"2,478"
2021,8,50,"17,817",815,391,338,830,649,"1,159",387,576,367,479,188,254,203,806,"1,259",825,"1,816",933,"1,606",369,953,847,"1,767"
2021,8,60,"15,630","1,137",595,466,742,480,902,359,765,559,548,328,396,270,757,"1,011",785,"1,528",644,"1,008",346,584,546,874
2021,8,70,"9,882",818,431,449,415,225,542,236,708,511,352,287,420,290,428,611,403,853,320,439,204,289,274,377
2021,8,80,"4,937",372,162,243,236,112,290,145,338,195,146,126,255,149,211,324,207,461,177,244,120,129,137,158
2021,8,90,770,58,42,30,38,22,30,11,71,28,18,21,28,22,22,39,42,76,29,37,26,24,21,35
2021,8,100,34,2,1,2,1,0,0,2,4,1,0,1,2,0,0,3,5,3,3,2,0,0,0,2
2021,9,총,"110,252","5,157","2,533","2,270","4,849","5,293","6,434","2,502","3,670","2,519","3,039","1,289","1,871","1,485","4,584","8,489","5,415","10,887","5,720","8,227","2,363","5,878","4,232","11,546"
2021,9,0,"8,103",190,92,75,337,717,422,198,92,88,185,26,55,67,280,773,417,849,366,570,178,530,319,"1,277"
2021,9,10,"11,666",348,146,156,499,610,704,226,197,144,306,52,93,112,484,"1,161",713,"1,163",497,880,228,786,390,"1,771"
2021,9,20,"12,154",463,212,160,538,597,736,249,292,212,316,77,140,112,476,791,515,"1,186","1,088","1,160",259,696,569,"1,310"
2021,9,30,"11,618",375,193,134,465,938,595,323,237,160,261,69,91,98,429,942,552,"1,150",710,927,247,752,474,"1,496"
2021,9,40,"17,572",577,266,221,735,941,"1,050",370,388,255,424,122,144,162,679,"1,575",947,"1,786",944,"1,354",385,"1,130",649,"2,468"
2021,9,50,"17,782",814,390,333,837,649,"1,149",386,576,363,481,185,249,203,801,"1,255",829,"1,814",931,"1,592",370,952,843,"1,780"
2021,9,60,"15,685","1,139",591,470,745,482,905,358,764,562,543,328,392,272,769,"1,013",785,"1,546",650,"1,017",348,588,547,871
2021,9,70,"9,899",824,436,446,415,223,549,236,711,506,359,286,420,290,427,608,403,853,321,434,204,291,280,377
2021,9,80,"4,962",367,164,241,239,114,291,142,341,201,147,122,258,149,215,329,209,458,181,253,117,128,138,158
2021,9,90,777,58,42,32,38,22,33,12,68,27,17,21,27,20,24,39,40,79,29,38,27,25,23,36
2021,9,100,34,2,1,2,1,0,0,2,4,1,0,1,2,0,0,3,5,3,3,2,0,0,0,2
2021,10,총,"110,047","5,147","2,524","2,257","4,846","5,315","6,419","2,503","3,660","2,512","3,032","1,285","1,858","1,480","4,552","8,474","5,407","10,864","5,722","8,226","2,356","5,869","4,215","11,524"
2021,10,0,"8,059",189,94,73,331,724,417,205,96,89,186,26,51,69,271,762,419,845,364,572,171,525,312,"1,268"
2021,10,10,"11,636",342,140,152,501,612,702,226,197,144,305,52,92,110,482,"1,157",707,"1,161",499,882,228,795,383,"1,767"
2021,10,20,"12,088",465,207,158,546,597,723,244,292,209,321,76,136,110,470,788,517,"1,174","1,088","1,146",258,689,572,"1,302"
2021,10,30,"11,567",367,197,132,457,939,595,328,235,161,259,69,89,94,415,941,543,"1,147",707,929,246,745,477,"1,495"
2021,10,40,"17,497",574,268,220,733,945,"1,045",367,384,256,423,120,143,163,675,"1,569",940,"1,779",942,"1,348",384,"1,127",645,"2,447"
2021,10,50,"17,748",818,381,332,839,651,"1,147",381,571,361,471,182,247,201,799,"1,259",829,"1,816",931,"1,591",371,948,837,"1,785"
2021,10,60,"15,712","1,126",589,468,744,486,912,361,760,561,544,329,389,271,768,"1,010",794,"1,553",652,"1,025",349,588,550,883
2021,10,70,"9,957",835,442,450,416,223,555,235,711,506,360,285,422,291,428,616,407,849,324,439,206,299,277,381
2021,10,80,"4,974",371,164,237,239,115,288,142,343,198,146,124,260,149,221,328,206,461,185,254,116,128,140,159
2021,10,90,773,57,41,32,39,23,35,12,67,26,17,21,27,22,23,41,40,76,27,38,27,25,22,35
2021,10,100,36,3,1,3,1,0,0,2,4,1,0,1,2,0,0,3,5,3,3,2,0,0,0,2
2021,11,총,"109,869","5,130","2,514","2,257","4,842","5,311","6,417","2,514","3,648","2,500","3,040","1,282","1,847","1,471","4,554","8,468","5,405","10,832","5,696","8,230","2,343","5,857","4,198","11,513"
2021,11,0,"7,988",185,93,73,331,714,409,204,96,84,188,27,49,69,278,757,419,831,356,571,164,519,315,"1,256"
2021,11,10,"11,627",336,142,149,498,622,702,230,195,140,307,52,92,111,481,"1,156",708,"1,153",497,884,228,796,383,"1,765"
2021,11,20,"12,031",459,204,159,542,593,727,241,289,211,320,71,138,111,467,794,522,"1,176","1,072","1,140",252,676,563,"1,304"
2021,11,30,"11,510",372,189,131,460,934,589,328,233,154,259,67,86,93,413,939,545,"1,141",702,934,250,734,477,"1,480"
2021,11,40,"17,482",565,272,225,728,942,"1,051",370,384,260,425,119,140,159,678,"1,568",938,"1,773",947,"1,339",384,"1,133",639,"2,443"
2021,11,50,"17,732",823,379,332,842,656,"1,142",382,570,354,474,181,247,202,796,"1,259",822,"1,815",936,"1,589",364,946,832,"1,789"
2021,11,60,"15,732","1,115",588,465,742,488,919,365,759,561,545,329,383,267,767,"1,006",795,"1,554",653,"1,041",350,596,553,891
2021,11,70,"9,975",846,439,448,417,221,558,232,712,506,361,288,426,290,430,618,405,850,319,437,209,300,275,388
2021,11,80,"4,993",368,166,241,241,120,285,148,344,202,142,126,257,148,220,328,208,461,186,256,115,130,139,162
2021,11,90,773,59,41,33,40,21,35,12,64,27,19,21,27,21,24,42,40,76,25,37,27,27,22,33
2021,11,100,26,2,1,1,1,0,0,2,2,1,0,1,2,0,0,1,3,2,3,2,0,0,0,2
2021,12,총,"109,781","5,097","2,498","2,251","4,843","5,307","6,411","2,499","3,635","2,489","3,027","1,278","1,851","1,460","4,527","8,542","5,419","10,835","5,682","8,231","2,340","5,874","4,174","11,511"
2021,12,0,"7,913",176,90,74,334,713,407,205,96,81,185,26,48,69,273,742,417,827,352,564,167,517,313,"1,237"
2021,12,10,"11,632",338,144,148,497,616,704,233,194,141,306,52,94,112,478,"1,166",708,"1,149",497,878,226,800,380,"1,771"
2021,12,20,"12,022",452,194,156,531,595,729,234,279,213,316,68,139,104,463,842,525,"1,176","1,077","1,134",248,674,552,"1,321"
2021,12,30,"11,444",366,191,127,462,919,587,316,238,150,257,65,86,94,404,938,550,"1,140",701,941,252,727,474,"1,459"
2021,12,40,"17,475",567,266,223,729,949,"1,037",370,382,257,420,123,141,153,673,"1,579",935,"1,777",944,"1,339",382,"1,138",638,"2,453"
2021,12,50,"17,728",823,384,332,846,660,"1,145",384,569,351,468,178,251,204,800,"1,250",827,"1,814",929,"1,584",362,954,823,"1,790"
2021,12,60,"15,746","1,102",584,463,734,490,923,364,753,559,550,328,387,265,758,"1,021",792,"1,557",653,"1,052",354,608,553,896
2021,12,70,"10,010",847,441,448,427,220,561,232,708,506,360,291,423,289,434,625,413,852,319,441,210,300,277,386
2021,12,80,"5,015",363,164,243,243,124,284,146,347,205,145,125,255,149,220,336,211,465,185,257,111,131,143,163
2021,12,90,775,61,39,36,39,21,34,13,67,26,20,21,26,21,24,42,38,76,23,40,28,25,21,34
2021,12,100,21,2,1,1,1,0,0,2,2,0,0,1,1,0,0,1,3,2,2,1,0,0,0,1
