년도,월,나이,강원도 강릉시,강원도 강릉시 주문진읍,강원도 강릉시 성산면,강원도 강릉시 왕산면,강원도 강릉시 구정면,강원도 강릉시 강동면,강원도 강릉시 옥계면,강원도 강릉시 사천면,강원도 강릉시 연곡면,강원도 강릉시 홍제동,강원도 강릉시 중앙동,강원도 강릉시 옥천동,강원도 강릉시 교1동,강원도 강릉시 교2동,강원도 강릉시 포남1동,강원도 강릉시 포남2동,강원도 강릉시 초당동,강원도 강릉시 송정동,강원도 강릉시 내곡동,강원도 강릉시 강남동,강원도 강릉시 성덕동,강원도 강릉시 경포동
2021,8,10,"8,841",430,91,23,127,84,59,108,225,743,159,71,"1,392",288,329,527,187,494,741,668,"1,610",485
2021,8,20,"11,233",613,110,34,136,136,97,175,222,842,270,146,"1,690",457,596,759,220,538,"1,090",854,"1,557",691
2021,8,30,"10,082",545,94,22,159,103,76,182,245,963,169,112,"1,252",335,400,563,256,652,"1,026",721,"1,539",668
2021,8,40,"15,661",924,162,36,213,140,131,251,441,"1,330",296,166,"2,340",511,633,874,363,860,"1,295","1,152","2,628",915
2021,8,50,"18,047","1,436",321,142,313,330,286,398,524,"1,250",353,266,"2,200",698,985,"1,228",487,899,"1,312","1,484","2,327",808
2021,8,60,"18,413","1,893",388,234,463,460,417,538,707,"1,048",555,380,"1,792",769,"1,123","1,283",396,747,"1,146","1,609","1,811",654
2021,8,70,"10,780","1,318",216,127,264,370,303,275,392,599,376,296,"1,010",426,614,606,210,345,576,"1,164",993,300
2021,8,80,"6,553",769,221,86,201,267,237,186,250,335,222,142,581,236,295,341,137,194,347,667,642,197
2021,8,90,"1,350",159,45,20,65,47,40,50,49,71,57,21,104,54,51,84,24,49,63,130,120,47
2021,8,100,45,5,2,0,1,1,1,2,1,6,1,2,5,1,2,3,0,2,2,4,4,0
2021,9,총,"107,390","8,473","1,707",736,"2,046","1,987","1,686","2,258","3,195","7,801","2,516","1,644","13,186","3,917","5,271","6,535","2,431","5,239","8,232","8,887","14,259","5,384"
2021,9,0,"6,313",318,62,6,100,46,45,89,168,625,76,38,815,159,203,269,155,458,664,459,"1,054",504
2021,9,10,"8,818",438,89,22,125,84,60,105,216,740,153,69,"1,395",286,344,519,188,485,734,663,"1,596",507
2021,9,20,"11,190",601,110,36,138,136,95,175,219,836,265,150,"1,682",451,592,763,220,548,"1,083",843,"1,548",699
2021,9,30,"10,089",566,89,21,161,105,72,183,238,956,173,111,"1,258",337,399,565,250,647,"1,019",718,"1,538",683
2021,9,40,"15,632",946,159,35,211,141,132,249,434,"1,331",290,163,"2,326",507,644,866,365,855,"1,271","1,145","2,611",951
2021,9,50,"18,091","1,443",324,144,315,330,284,398,524,"1,257",352,270,"2,205",693,987,"1,217",488,899,"1,319","1,477","2,332",833
2021,9,60,"18,510","1,904",390,238,466,461,417,546,705,"1,047",554,377,"1,803",768,"1,138","1,295",399,749,"1,147","1,620","1,826",660
2021,9,70,"10,756","1,321",215,124,262,367,305,271,391,589,369,299,"1,010",422,618,609,210,354,573,"1,153",991,303
2021,9,80,"6,589",775,222,88,202,269,235,189,248,344,227,144,583,239,295,347,134,191,349,672,637,199
2021,9,90,"1,356",156,45,22,64,47,40,49,51,70,56,21,104,54,49,83,22,51,71,133,123,45
2021,9,100,46,5,2,0,2,1,1,4,1,6,1,2,5,1,2,2,0,2,2,4,3,0
2021,10,총,"107,372","8,472","1,701",735,"2,059","1,982","1,687","2,245","3,185","7,778","2,506","1,647","13,232","3,919","5,292","6,522","2,427","5,246","8,232","8,853","14,206","5,446"
2021,10,0,"6,268",315,60,6,100,47,46,85,170,614,77,41,813,154,200,267,154,456,663,451,"1,035",514
2021,10,10,"8,817",429,93,21,128,82,59,105,210,740,151,67,"1,404",288,349,519,190,483,727,658,"1,596",518
2021,10,20,"11,158",605,102,36,139,137,93,175,216,836,259,151,"1,687",456,592,752,217,548,"1,076",840,"1,533",708
2021,10,30,"10,059",570,88,21,161,103,75,175,244,939,174,112,"1,260",335,406,556,239,642,"1,025",704,"1,537",693
2021,10,40,"15,600",940,160,35,211,140,133,246,423,"1,339",283,164,"2,337",506,639,875,370,859,"1,268","1,137","2,581",954
2021,10,50,"18,104","1,451",323,142,321,331,283,399,524,"1,245",357,274,"2,206",691,999,"1,205",489,891,"1,323","1,471","2,333",846
2021,10,60,"18,600","1,910",392,237,469,456,422,546,705,"1,054",553,374,"1,814",777,"1,140","1,298",401,764,"1,154","1,633","1,835",666
2021,10,70,"10,762","1,315",217,127,261,366,304,275,396,590,367,297,"1,007",418,617,616,210,359,572,"1,149",992,307
2021,10,80,"6,603",778,219,88,202,272,233,187,247,343,228,143,592,239,300,348,135,191,350,672,638,198
2021,10,90,"1,358",157,45,22,65,47,38,49,49,72,57,22,107,53,48,84,22,51,71,134,123,42
2021,10,100,43,2,2,0,2,1,1,3,1,6,0,2,5,2,2,2,0,2,3,4,3,0
2021,11,총,"107,344","8,496","1,713",732,"2,064","1,973","1,694","2,241","3,164","7,774","2,499","1,648","13,263","3,905","5,284","6,520","2,422","5,260","8,218","8,838","14,183","5,453"
2021,11,0,"6,254",317,62,6,97,46,46,84,165,608,76,40,824,155,197,257,152,459,667,445,"1,037",514
2021,11,10,"8,797",424,92,21,126,82,58,104,213,740,153,67,"1,404",288,349,523,186,484,723,652,"1,585",523
2021,11,20,"11,122",604,104,37,137,136,94,170,209,837,257,142,"1,683",459,586,753,214,556,"1,070",839,"1,531",704
2021,11,30,"10,029",577,89,19,162,102,80,174,242,937,171,115,"1,259",326,399,559,239,642,"1,012",701,"1,533",691
2021,11,40,"15,566",932,160,35,211,140,131,246,426,"1,329",283,161,"2,330",498,645,869,371,860,"1,276","1,133","2,576",954
2021,11,50,"18,139","1,460",328,141,323,327,284,403,518,"1,249",356,280,"2,226",693,"1,004","1,211",491,890,"1,307","1,470","2,326",852
2021,11,60,"18,645","1,924",389,239,475,459,425,545,705,"1,057",556,376,"1,820",772,"1,137","1,299",401,768,"1,166","1,631","1,835",666
2021,11,70,"10,752","1,317",219,126,263,361,303,278,389,594,362,297,"1,007",414,620,611,209,361,572,"1,153",991,305
2021,11,80,"6,637",783,223,87,201,270,235,183,249,348,227,146,594,245,298,353,137,186,351,675,644,202
2021,11,90,"1,359",153,45,21,67,49,37,51,47,70,58,22,111,53,47,84,22,52,70,136,122,42
2021,11,100,44,5,2,0,2,1,1,3,1,5,0,2,5,2,2,1,0,2,4,3,3,0
2021,12,총,"107,298","8,505","1,701",731,"2,072","1,977","1,697","2,240","3,174","7,782","2,493","1,631","13,262","3,905","5,299","6,509","2,420","5,248","8,187","8,821","14,167","5,477"
2021,12,0,"6,220",314,57,6,97,49,46,84,167,611,71,37,821,156,196,256,150,463,657,439,"1,027",516
2021,12,10,"8,757",419,93,21,125,81,56,104,208,734,149,65,"1,405",285,349,519,187,486,711,655,"1,574",531
2021,12,20,"11,111",607,103,37,138,136,93,169,213,840,260,140,"1,676",466,595,752,217,549,"1,058",835,"1,527",700
2021,12,30,"10,003",575,89,19,163,102,78,171,242,941,172,114,"1,256",323,391,563,240,637,"1,007",694,"1,531",695
2021,12,40,"15,572",938,160,36,211,135,131,251,431,"1,331",283,159,"2,342",499,652,859,367,856,"1,275","1,127","2,574",955
2021,12,50,"18,127","1,457",327,141,326,329,284,403,519,"1,250",355,281,"2,219",690,"1,018","1,203",487,884,"1,306","1,461","2,332",855
2021,12,60,"18,682","1,932",388,238,477,464,431,542,707,"1,057",557,367,"1,818",769,"1,133","1,307",400,767,"1,169","1,648","1,837",674
2021,12,70,"10,766","1,318",216,127,265,359,303,279,391,592,359,301,"1,012",411,617,611,213,366,576,"1,152",992,306
2021,12,80,"6,653",790,221,86,201,268,236,184,245,348,230,145,596,250,297,356,136,185,356,671,649,203
2021,12,90,"1,365",151,45,20,67,52,38,51,50,73,57,20,112,54,49,82,23,53,68,137,121,42
2021,12,100,42,4,2,0,2,2,1,2,1,5,0,2,5,2,2,1,0,2,4,2,3,0
