년도,월,나이,대전광역시 중구,대전광역시 중구 은행선화동,대전광역시 중구 목동,대전광역시 중구 중촌동,대전광역시 중구 대흥동,대전광역시 중구 문창동,대전광역시 중구 석교동,대전광역시 중구 대사동,대전광역시 중구 부사동,대전광역시 중구 용두동,대전광역시 중구 오류동,대전광역시 중구 태평1동,대전광역시 중구 태평2동,대전광역시 중구 유천1동,대전광역시 중구 유천2동,대전광역시 중구 문화1동,대전광역시 중구 문화2동,대전광역시 중구 산성동
2021,8,30,"12,294","1,061",808,605,937,194,685,273,274,611,668,768,"1,206",394,755,"1,252",563,"1,240"
2021,8,40,"17,661","1,066","1,716",962,"1,005",237,924,264,392,662,762,"1,270","2,276",396,910,"2,064",911,"1,844"
2021,8,50,"19,270","1,092",994,"1,164",951,351,"1,382",430,588,690,931,"1,098","2,306",543,"1,136","1,820","1,240","2,554"
2021,8,60,"18,121","1,048",695,"1,132",957,452,"1,604",504,648,621,794,832,"1,950",591,"1,230","1,387","1,137","2,539"
2021,8,70,"11,351",604,404,689,604,349,"1,019",353,404,462,552,585,"1,196",348,752,926,729,"1,375"
2021,8,80,"5,894",291,197,392,288,196,451,198,225,260,354,285,618,170,387,471,440,671
2021,8,90,"1,001",64,30,58,67,35,72,30,53,45,72,42,107,25,59,76,64,102
2021,8,100,41,2,4,2,2,1,6,2,1,2,0,0,7,1,1,2,4,4
2021,9,총,"117,716","7,660","7,542","6,489","7,005","2,238","7,837","2,808","3,303","4,935","5,656","6,914","13,447","3,152","6,973","11,673","6,573","13,511"
2021,9,0,"6,987",462,692,324,379,76,331,68,127,259,325,520,912,151,448,891,300,722
2021,9,10,"10,247",501,"1,227",534,508,128,542,107,187,396,390,820,"1,450",136,437,"1,334",488,"1,062"
2021,9,20,"14,903","1,453",790,666,"1,300",222,824,587,387,933,800,711,"1,420",397,871,"1,446",697,"1,399"
2021,9,30,"12,262","1,071",789,605,951,187,683,276,278,608,671,761,"1,202",388,755,"1,250",554,"1,233"
2021,9,40,"17,592","1,069","1,722",943,"1,007",240,910,266,387,653,763,"1,256","2,271",393,903,"2,062",917,"1,830"
2021,9,50,"19,258","1,086",993,"1,156",954,351,"1,386",423,594,696,931,"1,100","2,299",546,"1,131","1,807","1,237","2,568"
2021,9,60,"18,141","1,049",699,"1,127",949,449,"1,607",504,654,623,798,838,"1,959",594,"1,223","1,400","1,141","2,527"
2021,9,70,"11,342",603,399,680,600,351,"1,020",345,409,459,551,586,"1,199",347,751,928,729,"1,385"
2021,9,80,"5,933",299,196,393,286,196,455,202,227,261,353,283,619,174,395,480,436,678
2021,9,90,"1,011",65,31,59,69,37,73,28,52,45,74,39,109,25,58,74,70,103
2021,9,100,40,2,4,2,2,1,6,2,1,2,0,0,7,1,1,1,4,4
2021,10,총,"117,594","7,643","7,546","6,465","7,014","2,244","7,823","2,799","3,325","4,930","5,654","6,907","13,403","3,140","6,983","11,664","6,553","13,501"
2021,10,0,"6,940",463,683,321,376,74,332,67,129,258,334,514,905,148,437,884,299,716
2021,10,10,"10,210",500,"1,223",525,516,128,541,106,184,395,384,823,"1,436",139,447,"1,329",483,"1,051"
2021,10,20,"14,891","1,434",792,668,"1,304",221,817,586,397,924,796,704,"1,404",404,874,"1,457",701,"1,408"
2021,10,30,"12,234","1,073",793,607,947,189,680,280,281,632,673,747,"1,181",393,749,"1,243",548,"1,218"
2021,10,40,"17,531","1,057","1,714",935,"1,019",238,911,258,386,648,752,"1,258","2,272",387,906,"2,055",912,"1,823"
2021,10,50,"19,254","1,098","1,001","1,154",956,356,"1,379",412,593,693,947,"1,103","2,297",537,"1,128","1,807","1,232","2,561"
2021,10,60,"18,182","1,047",706,"1,114",944,451,"1,607",511,668,621,795,844,"1,963",593,"1,226","1,407","1,138","2,547"
2021,10,70,"11,353",607,399,683,596,349,"1,022",346,408,459,553,588,"1,210",341,755,926,727,"1,384"
2021,10,80,"5,957",298,200,396,284,200,458,203,227,259,349,286,615,173,401,481,441,686
2021,10,90,"1,011",64,31,60,70,37,75,29,51,41,71,40,114,24,59,74,68,103
2021,10,100,31,2,4,2,2,1,1,1,1,0,0,0,6,1,1,1,4,4
2021,11,총,"117,329","7,644","7,533","6,437","7,008","2,251","7,792","2,799","3,330","4,931","5,626","6,894","13,340","3,143","6,953","11,645","6,541","13,462"
2021,11,0,"6,865",461,674,314,378,70,329,69,130,265,330,506,885,146,422,873,300,713
2021,11,10,"10,178",493,"1,231",521,515,135,529,103,184,391,384,812,"1,436",139,444,"1,333",477,"1,051"
2021,11,20,"14,840","1,437",788,667,"1,328",225,808,586,394,922,774,704,"1,393",404,859,"1,460",703,"1,388"
2021,11,30,"12,179","1,083",786,594,948,182,677,280,286,640,679,741,"1,173",393,747,"1,224",541,"1,205"
2021,11,40,"17,504","1,051","1,710",939,"1,014",238,909,256,386,650,736,"1,259","2,256",391,909,"2,063",905,"1,832"
2021,11,50,"19,231","1,098","1,013","1,146",945,358,"1,373",414,598,688,952,"1,112","2,290",535,"1,130","1,799","1,226","2,554"
2021,11,60,"18,187","1,051",699,"1,116",933,455,"1,615",510,667,613,798,844,"1,964",597,"1,223","1,409","1,143","2,550"
2021,11,70,"11,343",608,401,682,593,347,"1,014",346,407,460,553,591,"1,215",338,755,922,732,"1,379"
2021,11,80,"5,966",298,198,396,283,202,464,204,223,262,349,285,610,176,404,486,441,685
2021,11,90,"1,005",62,29,60,69,38,73,30,54,40,71,40,111,23,59,75,70,101
2021,11,100,31,2,4,2,2,1,1,1,1,0,0,0,7,1,1,1,3,4
2021,12,총,"116,834","7,610","7,499","6,443","6,937","2,244","7,763","2,822","3,342","4,880","5,597","6,845","13,300","3,128","6,928","11,585","6,506","13,405"
2021,12,0,"6,784",450,661,317,379,69,325,70,128,264,323,500,888,141,416,856,290,707
2021,12,10,"10,132",493,"1,231",520,514,134,521,105,187,381,382,799,"1,437",137,445,"1,329",473,"1,044"
2021,12,20,"14,754","1,426",781,679,"1,309",220,808,593,396,915,771,698,"1,380",402,849,"1,448",702,"1,377"
2021,12,30,"12,072","1,074",783,592,926,184,669,289,290,636,670,736,"1,149",388,740,"1,202",540,"1,204"
2021,12,40,"17,405","1,051","1,696",943,"1,010",238,895,261,389,640,729,"1,248","2,247",387,900,"2,057",893,"1,821"
2021,12,50,"19,166","1,097","1,021","1,132",937,351,"1,368",415,592,688,954,"1,102","2,288",536,"1,134","1,794","1,226","2,531"
2021,12,60,"18,152","1,053",698,"1,115",929,455,"1,614",510,671,605,798,845,"1,954",596,"1,218","1,410","1,136","2,545"
2021,12,70,"11,332",604,400,685,581,351,"1,012",345,405,453,552,588,"1,223",337,757,925,731,"1,383"
2021,12,80,"5,995",296,197,394,283,201,472,203,228,259,349,289,618,181,409,486,441,689
2021,12,90,"1,014",64,29,64,67,40,78,30,55,39,69,40,110,22,59,77,71,100
2021,12,100,28,2,2,2,2,1,1,1,1,0,0,0,6,1,1,1,3,4
