년도,월,나이,창원시,의창구,동읍,북면,대산면,의창동,팔룡동,명곡동,봉림동,용지동,성산구,반송동,중앙동,상남동,사파동,가음정동,성주동,웅남동,마산합포구,구산면,진동면,진북면,진전면,현동,가포동,월영동,문화동,반월중앙동,완월동,자산동,교방동,노산동,오동동,합포동,산호동,마산회원구,내서읍,회원1동,회원2동,석전동,회성동,양덕1동,양덕2동,합성1동,합성2동,구암1동,구암2동,봉암동,진해구,중앙동,태평동,충무동,여좌동,태백동,경화동,병암동,석동,이동,자은동,덕산동,풍호동,웅천동,웅동1동,웅동2동,용지동
2020,6,0,"85,822","22,105","1,275","6,605",271,"4,475","3,094","2,558","1,612","2,215","17,246","3,350","1,306","2,218","3,709","3,874","2,266",523,"12,635",125,"1,203",77,67,"2,324",30,"2,856",559,"1,021",447,551,"1,020",,"1,198",359,798,"13,844","5,501",460,326,"1,179",171,653,"3,316",693,322,484,577,162,"19,992",,,"1,621",382,207,"1,134",584,"1,556",408,"2,541","1,107","3,716","1,810",573,"4,353",
2020,6,10,"101,118","23,993","1,971","3,459",425,"4,751","3,962","4,245","2,317","2,863","23,700","5,408","1,487","3,532","4,978","4,257","3,236",802,"13,865",169,"1,025",173,154,"1,204",27,"3,254",821,"1,395",838,966,"1,212",,"1,202",431,994,"18,603","8,405",662,607,"1,269",375,874,"3,518",635,505,683,838,232,"20,957",,,"1,910",708,307,"1,034",744,"2,420",550,"2,240","1,216","3,188",907,711,"5,022",
2020,6,20,"131,642","36,487","2,357","4,017",692,"7,234","5,652","6,886","4,852","4,797","32,973","5,889","4,461","4,304","6,725","6,306","4,244","1,044","19,126",326,"1,112",307,259,"1,263",68,"4,259","1,668","1,684","1,178","1,267","1,430",,"2,089",672,"1,544","22,677","8,433","1,037",780,"1,914",646,"1,358","3,551","1,175","1,044","1,041","1,346",352,"20,379",,,"2,156",899,526,"1,151",794,"2,211","1,012","2,409","1,147","2,325","1,268",596,"3,885",
2020,6,30,"137,263","35,951","1,894","8,303",678,"7,298","5,311","4,431","3,898","4,138","30,150","4,750","4,324","3,610","6,646","6,313","3,477","1,030","20,706",326,"1,621",218,175,"2,772",61,"4,081","1,248","1,645",914,"1,074","1,672",,"2,503",808,"1,588","22,489","7,142","1,080",701,"2,407",596,"1,402","4,331","1,400",860,965,"1,180",425,"27,967",,,"2,342",750,408,"1,678",854,"2,232","1,054","3,400","1,421","4,297","2,511",758,"6,262",
2020,6,40,"168,978","41,361","3,299","6,825",845,"7,928","6,343","6,882","4,431","4,808","36,574","7,630","3,693","4,855","7,933","6,757","4,431","1,275","25,617",404,"1,974",346,324,"2,418",75,"5,105","1,489","2,352","1,307","1,521","2,175",,"3,129","1,035","1,963","30,541","11,840","1,481","1,026","2,361",774,"1,666","5,658","1,319","1,134","1,265","1,452",565,"34,885",,,"3,018","1,269",647,"1,772","1,290","3,426","1,314","3,775","1,725","4,926","1,965","1,131","8,627",
2020,6,50,"187,510","50,807","3,955","6,123","1,383","9,772","7,525","9,466","6,348","6,235","43,786","8,454","4,221","6,118","9,226","8,402","5,896","1,469","29,665",810,"2,052",760,747,"1,920",116,"5,688","1,957","2,560","1,809","2,050","2,376",,"3,353","1,228","2,239","34,971","12,450","1,881","1,360","3,015","1,274","2,024","5,461","1,724","1,469","1,888","1,758",667,"28,281",,,"2,244","1,442",949,"1,838","1,197","2,677","1,544","3,427","1,407","3,522","1,708","1,100","5,226",
2020,6,60,"136,410","33,016","3,061","4,537","1,558","6,144","3,845","5,703","4,660","3,508","22,479","4,703","2,474","2,769","4,831","4,075","2,471","1,156","29,171","1,123","1,963",857,961,"1,590",158,"4,452","2,021","2,404","1,693","2,100","2,588",,"3,686","1,379","2,196","29,062","7,281","2,284","1,564","2,946","1,436","2,154","4,129","1,514","1,577","1,869","1,671",637,"22,682",,,"2,114","1,564","1,021","1,616","1,124","1,849","1,597","2,424","1,261","2,715","1,330",943,"3,124",
2020,6,70,"62,309","13,072","1,644","1,795",922,"2,348","1,176","2,161","1,750","1,276","6,728","1,541",775,734,"1,449","1,148",557,524,"16,362",709,"1,022",529,748,727,71,"2,131","1,210","1,500",903,"1,169","1,492",,"2,141",793,"1,217","14,504","3,368","1,412",902,"1,625",832,"1,040","1,714",852,819,844,794,302,"11,643",,,"1,417","1,242",764,853,649,728,787,952,666,"1,083",632,450,"1,420",
2020,6,80,"25,634","5,611",797,917,489,892,477,831,694,514,"2,897",583,294,343,664,522,269,222,"6,812",327,461,311,491,265,38,717,516,665,427,419,539,,859,362,415,"5,146","1,349",564,315,513,359,322,573,268,239,302,232,110,"5,168",,,683,633,366,350,315,268,300,431,305,467,328,239,483,
2020,6,90,"3,255",748,99,133,71,119,60,95,91,80,428,89,56,64,93,71,25,30,932,60,59,58,79,36,6,101,75,76,43,52,84,,105,45,53,557,140,55,37,46,43,36,78,32,16,39,26,9,590,,,85,60,43,42,29,36,41,47,24,48,39,37,59,
2020,6,100,177,33,3,6,2,7,2,7,5,1,21,7,4,3,5,2,0,0,65,0,3,2,1,0,2,5,5,8,3,3,20,,6,3,4,39,2,6,3,3,6,3,1,4,2,3,3,3,19,,,4,1,2,4,2,2,0,1,0,1,1,0,1,
2020,7,총,"1,039,595","263,373","20,334","42,847","7,303","51,027","37,696","43,147","30,621","30,398","216,658","42,364","23,066","28,505","46,214","41,627","26,815","8,067","174,791","4,379","12,514","3,600","4,001","14,505",654,"32,774","11,538","15,252","9,528","11,174","14,565",,"20,190","7,118","12,999","192,132","65,780","10,889","7,596","17,407","6,459","11,475","32,345","9,613","7,953","9,343","9,833","3,439","192,641",,,"17,578","8,908","5,227","11,454","7,572","17,426","8,625","21,611","10,271","26,263","12,580","6,520","38,606",
2020,7,0,"85,473","22,052","1,255","6,588",269,"4,472","3,125","2,546","1,604","2,193","17,168","3,344","1,301","2,208","3,693","3,856","2,249",517,"12,585",125,"1,197",74,66,"2,322",31,"2,855",552,"1,018",443,546,"1,023",,"1,172",360,801,"13,770","5,451",461,320,"1,182",169,641,"3,324",691,322,479,569,161,"19,898",,,"1,611",380,204,"1,129",578,"1,551",402,"2,522","1,105","3,697","1,819",568,"4,332",
2020,7,10,"100,901","23,920","1,952","3,508",417,"4,753","3,935","4,206","2,298","2,851","23,621","5,411","1,478","3,525","4,961","4,227","3,229",790,"13,827",168,"1,038",167,154,"1,204",28,"3,270",807,"1,392",826,957,"1,197",,"1,192",434,993,"18,544","8,363",657,613,"1,271",365,867,"3,538",632,492,681,836,229,"20,989",,,"1,898",703,305,"1,028",754,"2,427",557,"2,244","1,218","3,191",921,702,"5,041",
2020,7,20,"131,368","36,472","2,363","4,041",681,"7,228","5,689","6,858","4,844","4,768","32,869","5,869","4,444","4,289","6,695","6,293","4,239","1,040","19,065",322,"1,110",302,256,"1,258",67,"4,258","1,669","1,667","1,177","1,272","1,418",,"2,082",673,"1,534","22,587","8,425","1,029",765,"1,938",631,"1,365","3,533","1,168","1,041","1,026","1,319",347,"20,375",,,"2,163",891,526,"1,148",788,"2,205","1,012","2,396","1,150","2,314","1,265",602,"3,915",
2020,7,30,"136,737","35,932","1,884","8,241",672,"7,270","5,423","4,414","3,892","4,136","30,038","4,722","4,320","3,602","6,617","6,295","3,450","1,032","20,572",325,"1,614",212,175,"2,736",62,"4,088","1,238","1,632",902,"1,065","1,662",,"2,465",807,"1,589","22,359","7,097","1,062",695,"2,425",587,"1,373","4,315","1,397",854,948,"1,188",418,"27,836",,,"2,323",745,403,"1,668",847,"2,235","1,052","3,358","1,399","4,286","2,516",753,"6,251",
2020,7,40,"169,023","41,378","3,296","6,892",835,"7,954","6,347","6,840","4,415","4,799","36,456","7,599","3,686","4,833","7,918","6,716","4,424","1,280","25,639",402,"1,979",339,324,"2,437",74,"5,135","1,484","2,343","1,301","1,525","2,176",,"3,141","1,026","1,953","30,511","11,814","1,467","1,029","2,385",772,"1,650","5,674","1,325","1,126","1,263","1,450",556,"35,039",,,"3,031","1,263",647,"1,776","1,285","3,430","1,323","3,792","1,738","4,935","1,990","1,131","8,698",
2020,7,50,"187,324","50,845","3,967","6,132","1,385","9,774","7,571","9,425","6,336","6,255","43,745","8,467","4,208","6,106","9,228","8,382","5,887","1,467","29,606",805,"2,057",752,743,"1,920",117,"5,707","1,939","2,549","1,804","2,052","2,363",,"3,334","1,232","2,232","34,889","12,437","1,873","1,352","3,034","1,250","2,023","5,449","1,718","1,461","1,877","1,748",667,"28,239",,,"2,240","1,429",948,"1,838","1,189","2,679","1,540","3,415","1,404","3,492","1,722","1,094","5,249",
2020,7,60,"137,022","33,220","3,069","4,580","1,558","6,192","3,870","5,748","4,681","3,522","22,649","4,726","2,491","2,787","4,893","4,103","2,486","1,163","29,230","1,133","1,965",853,965,"1,593",158,"4,484","2,028","2,399","1,692","2,106","2,585",,"3,680","1,383","2,206","29,133","7,319","2,294","1,561","2,964","1,442","2,159","4,136","1,526","1,569","1,867","1,662",634,"22,790",,,"2,117","1,556","1,026","1,613","1,125","1,860","1,607","2,448","1,268","2,743","1,343",938,"3,146",
2020,7,70,"62,561","13,140","1,643","1,808",930,"2,357","1,192","2,170","1,761","1,279","6,759","1,544",785,737,"1,447","1,159",560,527,"16,430",710,"1,027",530,746,733,71,"2,147","1,222","1,502",912,"1,173","1,499",,"2,149",791,"1,218","14,569","3,370","1,415",905,"1,638",834,"1,034","1,729",852,829,858,799,306,"11,663",,,"1,425","1,240",757,856,653,728,787,955,668,"1,083",635,454,"1,422",
2020,7,80,"25,727","5,623",801,918,485,899,479,836,693,512,"2,900",584,293,349,667,522,264,221,"6,833",329,465,311,490,266,38,724,517,665,426,422,539,,860,365,416,"5,175","1,359",570,314,519,361,324,573,268,240,302,236,109,"5,196",,,681,638,367,353,320,272,301,431,298,472,330,243,490,
2020,7,90,"3,282",757,100,133,69,121,63,97,92,82,432,91,56,66,90,72,27,30,939,60,59,58,81,36,6,101,77,77,42,53,83,,109,44,53,557,143,55,39,48,42,36,73,32,17,39,24,9,597,,,86,62,42,41,31,37,43,49,23,49,38,35,61,
2020,7,100,177,34,4,6,2,7,2,7,5,1,21,7,4,3,5,2,0,0,65,0,3,2,1,0,2,5,5,8,3,3,20,,6,3,4,38,2,6,3,3,6,3,1,4,2,3,2,3,19,,,3,1,2,4,2,2,1,1,0,1,1,0,1,
2020,8,총,"1,038,677","263,432","20,265","42,992","7,265","50,984","37,949","43,084","30,586","30,307","216,218","42,286","23,037","28,460","46,070","41,544","26,778","8,043","174,879","4,377","12,470","3,595","4,007","14,483",654,"33,074","11,468","15,164","9,494","11,119","14,779",,"20,129","7,101","12,965","191,618","65,626","10,855","7,530","17,433","6,441","11,433","32,254","9,561","7,946","9,291","9,819","3,429","192,530",,,"17,521","8,909","5,194","11,444","7,560","17,433","8,618","21,591","10,214","26,248","12,560","6,512","38,726",
2020,8,0,"85,111","21,992","1,230","6,587",258,"4,458","3,141","2,531","1,596","2,191","17,042","3,333","1,290","2,189","3,655","3,829","2,238",508,"12,609",126,"1,181",73,66,"2,309",30,"2,906",550,"1,002",437,545,"1,065",,"1,170",354,795,"13,669","5,409",449,315,"1,181",168,638,"3,308",684,327,468,559,163,"19,799",,,"1,579",374,200,"1,122",572,"1,542",403,"2,517","1,091","3,681","1,812",567,"4,339",
2020,8,10,"100,611","23,867","1,947","3,540",414,"4,730","3,943","4,189","2,288","2,816","23,524","5,394","1,471","3,511","4,938","4,198","3,212",800,"13,776",168,"1,036",162,155,"1,205",30,"3,287",791,"1,377",815,934,"1,210",,"1,185",436,985,"18,485","8,342",658,604,"1,271",365,860,"3,523",634,485,677,840,226,"20,959",,,"1,887",715,300,"1,018",754,"2,430",552,"2,235","1,212","3,175",923,705,"5,053",
2020,8,20,"130,998","36,417","2,335","4,047",673,"7,207","5,724","6,838","4,851","4,742","32,705","5,837","4,436","4,267","6,652","6,285","4,214","1,014","19,046",322,"1,101",302,254,"1,253",66,"4,271","1,662","1,655","1,182","1,263","1,438",,"2,080",670,"1,527","22,460","8,394","1,021",750,"1,943",622,"1,365","3,514","1,146","1,024","1,017","1,319",345,"20,370",,,"2,172",880,521,"1,157",781,"2,208","1,016","2,375","1,142","2,331","1,256",600,"3,931",
2020,8,30,"136,110","35,889","1,870","8,212",674,"7,235","5,490","4,395","3,878","4,135","29,915","4,704","4,323","3,598","6,568","6,273","3,421","1,028","20,551",321,"1,588",207,177,"2,724",62,"4,142","1,222","1,614",891,"1,053","1,716",,"2,456",800,"1,578","22,106","6,999","1,046",692,"2,422",581,"1,354","4,281","1,365",849,933,"1,169",415,"27,649",,,"2,297",746,398,"1,644",846,"2,219","1,035","3,347","1,385","4,248","2,486",749,"6,249",
2020,8,40,"168,866","41,370","3,285","6,967",823,"7,951","6,380","6,815","4,373","4,776","36,375","7,566","3,683","4,827","7,904","6,680","4,434","1,281","25,637",401,"1,978",337,322,"2,435",76,"5,193","1,469","2,330","1,295","1,520","2,199",,"3,110","1,028","1,944","30,467","11,799","1,456","1,021","2,395",769,"1,644","5,660","1,329","1,131","1,257","1,451",555,"35,017",,,"3,016","1,264",642,"1,769","1,278","3,433","1,315","3,782","1,732","4,959","2,000","1,123","8,704",
2020,8,50,"186,988","50,796","3,955","6,122","1,372","9,775","7,611","9,398","6,306","6,257","43,679","8,454","4,206","6,095","9,186","8,389","5,900","1,449","29,528",802,"2,044",750,742,"1,903",114,"5,739","1,918","2,534","1,788","2,029","2,390",,"3,333","1,217","2,225","34,752","12,427","1,864","1,336","3,014","1,235","2,018","5,426","1,707","1,462","1,862","1,738",663,"28,233",,,"2,249","1,414",937,"1,836","1,186","2,679","1,538","3,422","1,390","3,488","1,722","1,094","5,278",
2020,8,60,"138,037","33,519","3,086","4,648","1,567","6,248","3,907","5,807","4,741","3,515","22,855","4,757","2,496","2,822","4,962","4,133","2,501","1,184","29,407","1,141","1,982",859,966,"1,615",160,"4,533","2,033","2,405","1,700","2,121","2,606",,"3,667","1,394","2,225","29,265","7,368","2,303","1,554","2,985","1,453","2,151","4,155","1,536","1,571","1,878","1,679",632,"22,991",,,"2,129","1,572","1,029","1,635","1,137","1,874","1,624","2,475","1,276","2,762","1,354",940,"3,184",
2020,8,70,"62,660","13,152","1,644","1,812",926,"2,355","1,205","2,178","1,753","1,279","6,767","1,559",779,734,"1,446","1,163",564,522,"16,443",699,"1,030",529,747,733,71,"2,175","1,220","1,500",911,"1,173","1,501",,"2,152",788,"1,214","14,621","3,371","1,427",902,"1,647",841,"1,039","1,739",854,832,856,805,308,"11,677",,,"1,423","1,239",758,860,649,730,788,957,662,"1,083",637,456,"1,435",
2020,8,80,"25,807","5,631",807,913,486,897,480,831,702,515,"2,903",585,294,348,664,521,266,225,"6,866",337,467,314,495,270,38,719,519,666,429,426,548,,860,366,412,"5,196","1,369",572,313,523,358,325,574,270,245,304,233,110,"5,211",,,681,640,364,358,324,276,303,430,301,469,331,241,493,
2020,8,90,"3,309",763,101,138,70,121,66,95,93,79,433,90,55,66,91,71,28,32,951,60,60,60,82,36,5,104,79,73,43,52,86,,110,45,56,558,146,53,39,49,43,36,73,32,18,36,24,9,604,,,85,64,43,41,31,40,43,50,22,51,38,37,59,
2020,8,100,180,36,5,6,2,7,2,7,5,2,20,7,4,3,4,2,0,0,65,0,3,2,1,0,2,5,5,8,3,3,20,,6,3,4,39,2,6,4,3,6,3,1,4,2,3,2,3,20,,,3,1,2,4,2,2,1,1,1,1,1,0,1,
2020,9,총,"1,038,101","263,271","20,191","43,096","7,230","51,034","38,070","42,896","30,527","30,227","215,811","42,199","22,987","28,401","46,026","41,462","26,716","8,020","174,916","4,353","12,439","3,594","4,008","14,435",647,"33,467","11,429","15,113","9,458","11,044","15,018",,"19,980","7,042","12,889","191,582","65,440","10,698","8,363","17,331","6,393","11,353","32,129","9,545","7,890","9,226","9,799","3,415","192,521",,,"17,456","8,853","5,179","11,477","7,550","17,450","8,587","21,565","10,201","26,224","12,567","6,494","38,918",
2020,9,0,"84,717","21,894","1,205","6,589",252,"4,469","3,140","2,488","1,577","2,174","16,906","3,301","1,271","2,177","3,625","3,800","2,224",508,"12,592",119,"1,181",75,65,"2,297",31,"2,963",533,985,433,525,"1,099",,"1,149",352,785,"13,614","5,366",436,409,"1,164",161,618,"3,293",680,316,458,549,164,"19,711",,,"1,570",367,200,"1,121",569,"1,544",396,"2,496","1,092","3,655","1,815",557,"4,329",
2020,9,10,"100,404","23,819","1,940","3,571",412,"4,738","3,928","4,149","2,280","2,801","23,448","5,395","1,462","3,484","4,931","4,175","3,202",799,"13,780",171,"1,034",163,151,"1,208",30,"3,318",782,"1,376",799,933,"1,227",,"1,176",431,981,"18,408","8,298",646,651,"1,255",362,851,"3,512",621,481,670,836,225,"20,949",,,"1,867",694,297,"1,026",754,"2,433",546,"2,231","1,213","3,193",919,706,"5,070",
2020,9,20,"130,723","36,340","2,324","4,032",660,"7,182","5,769","6,784","4,858","4,731","32,615","5,801","4,443","4,269","6,640","6,278","4,180","1,004","18,963",314,"1,087",299,255,"1,231",64,"4,323","1,673","1,636","1,174","1,248","1,463",,"2,032",655,"1,509","22,429","8,337",997,906,"1,930",607,"1,354","3,486","1,159","1,011",994,"1,305",343,"20,376",,,"2,180",867,526,"1,163",783,"2,192","1,022","2,371","1,131","2,311","1,241",609,"3,980",
2020,9,30,"135,620","35,778","1,844","8,186",664,"7,233","5,521","4,375","3,843","4,112","29,742","4,682","4,320","3,567","6,517","6,245","3,396","1,015","20,527",316,"1,580",208,175,"2,683",60,"4,237","1,203","1,607",885,"1,041","1,752",,"2,419",787,"1,574","22,065","6,931","1,016",910,"2,399",575,"1,328","4,233","1,346",844,918,"1,154",411,"27,508",,,"2,274",729,391,"1,639",841,"2,206","1,020","3,334","1,377","4,233","2,500",746,"6,218",
2020,9,40,"168,514","41,270","3,274","7,007",823,"7,945","6,376","6,756","4,349","4,740","36,220","7,534","3,661","4,804","7,877","6,650","4,412","1,282","25,603",399,"1,952",335,319,"2,449",77,"5,239","1,448","2,314","1,291","1,506","2,252",,"3,086","1,017","1,919","30,417","11,717","1,434","1,118","2,388",764,"1,635","5,655","1,332","1,124","1,251","1,455",544,"35,004",,,"2,991","1,244",640,"1,765","1,280","3,431","1,309","3,765","1,731","4,977","2,004","1,103","8,764",
2020,9,50,"186,814","50,731","3,937","6,137","1,358","9,758","7,646","9,370","6,273","6,252","43,625","8,445","4,180","6,090","9,195","8,386","5,884","1,445","29,484",795,"2,052",742,747,"1,909",108,"5,777","1,906","2,528","1,778","2,028","2,404",,"3,314","1,197","2,199","34,705","12,467","1,821","1,432","2,990","1,217","2,003","5,390","1,688","1,446","1,850","1,738",663,"28,269",,,"2,242","1,428",923,"1,834","1,182","2,695","1,536","3,433","1,386","3,469","1,712","1,085","5,344",
2020,9,60,"139,082","33,808","3,109","4,697","1,577","6,321","3,938","5,854","4,774","3,538","23,103","4,794","2,510","2,857","5,029","4,172","2,551","1,190","29,555","1,146","1,991",869,970,"1,616",159,"4,586","2,056","2,410","1,708","2,112","2,636",,"3,666","1,394","2,236","29,470","7,438","2,285","1,641","2,985","1,460","2,163","4,172","1,554","1,572","1,876","1,689",635,"23,146",,,"2,132","1,573","1,030","1,661","1,139","1,894","1,625","2,496","1,281","2,778","1,366",958,"3,213",
2020,9,70,"62,758","13,177","1,642","1,825",924,"2,356","1,206","2,177","1,765","1,282","6,771","1,563",784,731,"1,447","1,162",567,517,"16,470",699,"1,024",528,738,744,72,"2,193","1,224","1,505",911,"1,160","1,524",,"2,143",791,"1,214","14,635","3,360","1,428",926,"1,648",838,"1,034","1,740",855,831,862,806,307,"11,705",,,"1,430","1,242",758,861,648,738,788,955,664,"1,085",640,454,"1,442",
2020,9,80,"25,907","5,643",807,906,487,900,478,841,707,517,"2,923",589,297,353,669,520,268,227,"6,902",332,471,314,500,262,38,723,517,666,433,434,555,,877,369,411,"5,230","1,376",574,325,520,359,330,573,273,244,306,240,110,"5,209",,,682,638,368,360,318,273,301,431,303,470,331,237,497,
2020,9,90,"3,380",774,104,140,71,124,66,95,96,78,438,88,55,66,92,72,32,33,975,62,64,59,87,36,6,103,82,78,43,54,86,,112,46,57,569,148,55,41,49,44,34,73,33,19,38,25,10,624,,,85,70,44,43,34,42,43,52,22,52,38,39,60,
2020,9,100,182,37,5,6,2,8,2,7,5,2,20,7,4,3,4,2,0,0,65,0,3,2,1,0,2,5,5,8,3,3,20,,6,3,4,40,2,6,4,3,6,3,2,4,2,3,2,3,20,,,3,1,2,4,2,2,1,1,1,1,1,0,1,
2020,10,총,"1,037,709","263,161","20,166","43,200","7,226","51,059","38,143","42,740","30,434","30,193","215,523","42,173","22,979","28,364","45,936","41,365","26,711","7,995","174,830","4,343","12,399","3,574","4,009","14,386",646,"33,810","11,395","15,056","9,380","10,992","15,127",,"19,877","7,011","12,825","191,697","65,241","10,591","9,170","17,281","6,370","11,331","32,015","9,537","7,847","9,182","9,734","3,398","192,498",,,"17,412","8,815","5,124","11,442","7,528","17,451","8,578","21,551","10,191","26,191","12,650","6,493","39,072",
2020,10,0,"84,174","21,737","1,187","6,573",251,"4,456","3,134","2,450","1,538","2,148","16,799","3,309","1,248","2,158","3,603","3,768","2,212",501,"12,527",119,"1,167",74,64,"2,278",32,"3,023",517,956,417,519,"1,116",,"1,128",349,768,"13,567","5,307",421,524,"1,151",156,602,"3,258",675,307,460,543,163,"19,544",,,"1,558",359,194,"1,105",569,"1,536",388,"2,472","1,065","3,617","1,821",552,"4,308",
2020,10,10,"100,175","23,764","1,924","3,606",406,"4,739","3,928","4,098","2,281","2,782","23,320","5,375","1,461","3,470","4,888","4,147","3,185",794,"13,744",171,"1,034",161,148,"1,214",27,"3,328",772,"1,377",794,925,"1,221",,"1,170",420,982,"18,364","8,215",644,729,"1,258",353,854,"3,498",627,476,658,830,222,"20,983",,,"1,858",688,295,"1,022",750,"2,426",548,"2,244","1,215","3,210",930,711,"5,086",
2020,10,20,"130,685","36,292","2,327","4,034",668,"7,163","5,773","6,751","4,846","4,730","32,564","5,783","4,458","4,244","6,641","6,263","4,181",994,"18,941",312,"1,089",292,255,"1,218",65,"4,365","1,685","1,641","1,154","1,233","1,481",,"2,024",646,"1,481","22,462","8,362",975,"1,026","1,912",606,"1,361","3,459","1,141",998,981,"1,299",342,"20,426",,,"2,186",865,516,"1,158",778,"2,200","1,024","2,361","1,142","2,309","1,247",602,"4,038",
2020,10,30,"135,010","35,667","1,834","8,160",657,"7,225","5,526","4,367","3,810","4,088","29,622","4,667","4,299","3,552","6,469","6,224","3,402","1,009","20,412",310,"1,555",203,173,"2,651",59,"4,297","1,187","1,580",875,"1,026","1,765",,"2,386",773,"1,572","22,029","6,857",992,"1,090","2,377",572,"1,309","4,202","1,331",836,918,"1,136",409,"27,280",,,"2,264",719,383,"1,631",831,"2,191","1,014","3,307","1,365","4,157","2,503",740,"6,175",
2020,10,40,"168,292","41,188","3,242","7,086",808,"7,943","6,377","6,683","4,322","4,727","36,083","7,512","3,668","4,802","7,840","6,617","4,371","1,273","25,576",399,"1,948",329,316,"2,454",80,"5,294","1,432","2,311","1,271","1,494","2,268",,"3,064","1,014","1,902","30,401","11,649","1,411","1,247","2,387",756,"1,635","5,631","1,349","1,113","1,244","1,438",541,"35,044",,,"2,973","1,234",630,"1,761","1,272","3,423","1,304","3,776","1,710","5,017","2,034","1,105","8,805",
2020,10,50,"186,784","50,705","3,941","6,128","1,361","9,762","7,667","9,350","6,235","6,261","43,585","8,445","4,164","6,083","9,163","8,375","5,904","1,451","29,474",793,"2,045",741,742,"1,907",106,"5,823","1,913","2,518","1,769","2,007","2,427",,"3,306","1,186","2,191","34,681","12,475","1,808","1,516","2,965","1,211","1,989","5,381","1,676","1,437","1,830","1,737",656,"28,339",,,"2,252","1,425",920,"1,822","1,179","2,717","1,533","3,420","1,412","3,461","1,724","1,074","5,400",
2020,10,60,"140,053","34,090","3,133","4,734","1,586","6,370","3,984","5,893","4,819","3,571","23,364","4,833","2,539","2,902","5,100","4,215","2,586","1,189","29,651","1,150","1,992",873,977,"1,627",159,"4,627","2,057","2,405","1,712","2,124","2,655",,"3,654","1,405","2,234","29,664","7,496","2,285","1,714","2,996","1,460","2,179","4,187","1,567","1,582","1,883","1,682",633,"23,284",,,"2,122","1,572","1,023","1,673","1,153","1,900","1,633","2,519","1,286","2,804","1,376",971,"3,252",
2020,10,70,"62,959","13,246","1,656","1,820",923,"2,369","1,205","2,205","1,779","1,289","6,803","1,571",781,736,"1,461","1,161",571,522,"16,522",696,"1,029",531,741,738,72,"2,210","1,222","1,511",907,"1,167","1,525",,"2,150",800,"1,223","14,675","3,359","1,426",944,"1,660",842,"1,033","1,744",857,834,867,803,306,"11,713",,,"1,429","1,241",749,864,642,740,786,965,668,"1,085",641,460,"1,443",
2020,10,80,"25,995","5,670",819,908,495,902,482,840,705,519,"2,924",583,303,349,672,520,268,229,"6,932",335,469,312,505,260,38,729,525,667,435,441,562,,875,370,409,"5,233","1,370",568,334,522,361,330,578,275,243,301,238,113,"5,236",,,680,639,369,358,317,275,305,436,304,477,335,239,502,
2020,10,90,"3,395",764,98,144,69,122,65,96,94,76,439,88,54,65,95,73,31,33,984,58,68,56,87,39,6,110,80,82,43,53,85,,114,45,58,579,147,55,42,50,47,36,75,35,19,37,26,10,629,,,87,72,43,44,35,41,42,50,23,53,38,39,62,
2020,10,100,187,38,5,7,2,8,2,7,5,2,20,7,4,3,4,2,0,0,67,0,3,2,1,0,2,4,5,8,3,3,22,,6,3,5,42,4,6,4,3,6,3,2,4,2,3,2,3,20,,,3,1,2,4,2,2,1,1,1,1,1,0,1,
2020,11,총,"1,037,161","262,743","20,119","43,286","7,229","50,992","38,072","42,576","30,352","30,117","215,143","42,064","22,949","28,340","45,774","41,322","26,725","7,969","174,933","4,331","12,374","3,557","4,008","14,366",662,"34,235","11,355","14,996","9,326","10,941","15,280",,"19,761","6,980","12,761","191,730","65,076","10,534","9,774","17,230","6,346","11,296","31,932","9,511","7,798","9,126","9,712","3,395","192,612",,,"17,335","8,785","5,100","11,424","7,532","17,471","8,565","21,525","10,185","26,149","12,711","6,506","39,324",
2020,11,0,"83,759","21,588","1,173","6,561",250,"4,423","3,130","2,402","1,524","2,125","16,673","3,303","1,244","2,131","3,550","3,741","2,206",498,"12,519",120,"1,149",73,62,"2,257",35,"3,095",515,930,422,510,"1,135",,"1,103",342,771,"13,526","5,257",413,609,"1,142",154,593,"3,240",682,295,445,534,162,"19,453",,,"1,553",354,192,"1,092",563,"1,528",377,"2,454","1,058","3,583","1,824",549,"4,326",
2020,11,10,"99,905","23,664","1,913","3,625",404,"4,715","3,896","4,074","2,251","2,786","23,219","5,341","1,454","3,463","4,870","4,128","3,173",790,"13,727",165,"1,044",157,143,"1,222",27,"3,376",759,"1,381",761,917,"1,232",,"1,157",418,968,"18,323","8,185",635,773,"1,248",344,854,"3,487",617,470,661,831,218,"20,972",,,"1,841",684,295,"1,017",750,"2,435",544,"2,230","1,216","3,220",936,709,"5,095",
2020,11,20,"130,351","36,120","2,306","4,015",660,"7,138","5,757","6,713","4,827","4,704","32,460","5,728","4,476","4,242","6,599","6,242","4,181",992,"18,890",312,"1,078",286,260,"1,208",69,"4,388","1,692","1,623","1,148","1,221","1,502",,"2,007",638,"1,458","22,440","8,310",961,"1,116","1,887",605,"1,351","3,461","1,138",993,976,"1,298",344,"20,441",,,"2,171",863,508,"1,161",770,"2,200","1,017","2,336","1,155","2,297","1,256",609,"4,098",
