년도,월,나이,경기도 파주시,경기도 파주시 문산읍,경기도 파주시 파주읍,경기도 파주시 법원읍,경기도 파주시 조리읍,경기도 파주시 월롱면,경기도 파주시 탄현면,경기도 파주시 광탄면,경기도 파주시 파평면,경기도 파주시 적성면,경기도 파주시 군내면,경기도 파주시 장단출장소,경기도 파주시 장단면,경기도 파주시 진동면,경기도 파주시 진서면,경기도 파주시 금촌1동,경기도 파주시 금촌2동,경기도 파주시 금촌3동,경기도 파주시 교하동,경기도 파주시 운정1동,경기도 파주시 운정2동,경기도 파주시 운정3동
2021,5,10,"25,396","2,463",418,373,"1,369",157,516,343,95,300,0.0,13.0,0,6.0,0.0,792,"2,171","1,448","2,884","3,082","3,843","5,123"
2021,5,20,"30,729","3,152",924,811,"2,010","1,184",890,769,281,613,0.0,26.0,0,3.0,0.0,"1,939","2,120","2,129","2,761","2,957","3,156","5,004"
2021,5,30,"35,451","4,162",765,496,"1,616","1,767",857,604,142,500,0.0,23.0,0,6.0,0.0,"1,641","2,202","1,918","2,750","3,661","5,685","6,656"
2021,5,40,"41,645","3,998",994,661,"2,294",715,"1,190",760,199,460,0.0,48.0,0,7.0,0.0,"1,765","2,875","2,228","4,100","4,694","6,286","8,371"
2021,5,50,"38,982","3,659","1,447","1,147","3,095",835,"1,473","1,277",431,644,0.0,55.0,0,19.0,0.0,"2,364","2,720","2,493","3,783","3,734","3,830","5,976"
2021,5,60,"25,855","2,659","1,266","1,106","2,362",661,"1,149","1,289",425,679,0.0,53.0,0,17.0,0.0,"1,634","1,364","1,640","2,137","2,174","2,015","3,225"
2021,5,70,"12,708","1,491",617,596,"1,128",283,550,612,267,415,0.0,34.0,0,18.0,0.0,776,725,794,968,962,"1,002","1,470"
2021,5,80,"5,371",649,300,218,483,114,263,243,131,157,0.0,17.0,0,11.0,0.0,288,318,350,403,380,411,635
2021,5,90,529,84,34,33,38,11,24,32,12,21,0.0,3.0,0,2.0,0.0,29,23,30,32,30,43,48
2021,5,100,19,3,2,0,3,0,0,1,3,0,0.0,0.0,0,0.0,0.0,0,2,1,1,0,2,1
2021,6,총,"239,454","24,758","7,116","5,627","15,245","5,954","7,276","6,168","2,040","4,070",0.0,278.0,0,90.0,0.0,"11,751","16,150","14,168","21,822","24,487","30,813","41,641"
2021,6,0,"22,225","2,407",327,178,846,89,341,236,51,287,0.0,8.0,0,1.0,0.0,553,"1,624","1,106","1,965","2,675","4,501","5,030"
2021,6,10,"25,405","2,477",422,377,"1,366",156,517,343,98,295,0.0,13.0,0,6.0,0.0,782,"2,167","1,446","2,876","3,080","3,864","5,120"
2021,6,20,"30,868","3,144",934,805,"2,005","1,284",882,773,285,620,0.0,24.0,0,3.0,0.0,"1,931","2,122","2,130","2,774","3,001","3,148","5,003"
2021,6,30,"35,411","4,154",769,500,"1,604","1,778",869,602,139,493,0.0,23.0,0,6.0,0.0,"1,645","2,198","1,907","2,765","3,678","5,640","6,641"
2021,6,40,"41,760","4,009",997,663,"2,302",720,"1,191",752,198,455,0.0,49.0,0,6.0,0.0,"1,766","2,863","2,250","4,095","4,718","6,302","8,424"
2021,6,50,"39,057","3,660","1,445","1,136","3,082",842,"1,476","1,285",425,643,0.0,55.0,0,20.0,0.0,"2,343","2,720","2,497","3,789","3,757","3,870","6,012"
2021,6,60,"26,093","2,687","1,269","1,120","2,387",671,"1,162","1,290",427,686,0.0,53.0,0,17.0,0.0,"1,652","1,381","1,658","2,156","2,193","2,029","3,255"
2021,6,70,"12,665","1,485",612,587,"1,121",287,549,613,270,410,0.0,32.0,0,18.0,0.0,761,726,795,966,967,"1,003","1,463"
2021,6,80,"5,420",650,305,228,490,114,265,242,132,159,0.0,18.0,0,11.0,0.0,288,322,350,404,386,412,644
2021,6,90,532,82,34,33,39,13,24,31,12,22,0.0,3.0,0,2.0,0.0,30,25,28,32,32,42,48
2021,6,100,18,3,2,0,3,0,0,1,3,0,0.0,0.0,0,0.0,0.0,0,2,1,0,0,2,1
2021,7,총,"240,306","24,762","7,178","5,627","15,230","6,254","7,308","6,149","2,037","4,074",0.0,0.0,366,0.0,0.0,"11,761","16,131","14,190","22,081","24,599","30,831","41,728"
2021,7,0,"22,196","2,393",334,169,849,86,338,233,52,286,0.0,0.0,9,0.0,0.0,552,"1,608","1,100","1,993","2,663","4,519","5,012"
2021,7,10,"25,432","2,469",430,375,"1,356",153,511,339,99,295,0.0,0.0,19,0.0,0.0,776,"2,165","1,448","2,892","3,095","3,862","5,148"
2021,7,20,"31,181","3,142",949,804,"1,993","1,541",878,762,284,627,0.0,0.0,27,0.0,0.0,"1,944","2,131","2,124","2,802","3,048","3,114","5,011"
2021,7,30,"35,527","4,158",765,501,"1,598","1,819",885,595,137,501,0.0,0.0,29,0.0,0.0,"1,660","2,177","1,910","2,870","3,687","5,627","6,608"
2021,7,40,"41,756","4,017","1,014",658,"2,298",727,"1,186",745,198,451,0.0,0.0,51,0.0,0.0,"1,750","2,857","2,248","4,106","4,711","6,292","8,447"
2021,7,50,"39,159","3,645","1,451","1,138","3,063",839,"1,484","1,294",421,633,0.0,0.0,78,0.0,0.0,"2,322","2,727","2,510","3,824","3,774","3,908","6,048"
2021,7,60,"26,372","2,720","1,282","1,124","2,413",678,"1,182","1,296",431,695,0.0,0.0,70,0.0,0.0,"1,677","1,390","1,675","2,189","2,228","2,031","3,291"
2021,7,70,"12,700","1,485",617,595,"1,128",286,556,607,265,407,0.0,0.0,51,0.0,0.0,753,729,798,965,966,"1,018","1,474"
2021,7,80,"5,428",648,300,230,491,111,263,246,134,158,0.0,0.0,28,0.0,0.0,297,320,348,407,394,415,638
2021,7,90,538,82,34,33,38,14,25,31,13,21,0.0,0.0,4,0.0,0.0,30,26,28,33,33,43,50
2021,7,100,17,3,2,0,3,0,0,1,3,0,0.0,0.0,0,0.0,0.0,0,1,1,0,0,2,1
2021,8,총,"241,438","24,780","7,189","5,597","15,210","6,320","7,322","6,183","2,049","4,077",,,368,,,"11,785","16,044","14,181","23,101","24,626","30,770","41,836"
2021,8,0,"22,226","2,383",330,162,847,80,335,230,49,282,,,9,,,560,"1,580","1,088","2,194","2,636","4,469","4,992"
2021,8,10,"25,509","2,487",428,363,"1,358",154,513,340,100,295,,,18,,,761,"2,159","1,456","2,948","3,095","3,886","5,148"
2021,8,20,"31,374","3,150",949,805,"1,975","1,633",876,766,289,636,,,28,,,"1,945","2,110","2,122","2,899","3,061","3,087","5,043"
2021,8,30,"35,658","4,120",767,500,"1,601","1,786",880,604,137,500,,,27,,,"1,664","2,160","1,897","3,192","3,693","5,565","6,565"
2021,8,40,"41,928","4,025","1,002",654,"2,285",732,"1,185",747,198,453,,,51,,,"1,748","2,835","2,244","4,293","4,703","6,297","8,476"
2021,8,50,"39,374","3,662","1,463","1,125","3,051",837,"1,502","1,299",424,624,,,77,,,"2,334","2,721","2,518","3,908","3,787","3,928","6,114"
2021,8,60,"26,655","2,743","1,298","1,133","2,431",688,"1,196","1,309",435,702,,,74,,,"1,685","1,405","1,684","2,253","2,245","2,052","3,322"
2021,8,70,"12,706","1,481",617,590,"1,127",286,543,610,265,405,,,52,,,757,734,795,964,983,"1,021","1,476"
2021,8,80,"5,449",645,299,232,492,110,268,246,136,158,,,28,,,299,316,347,418,391,419,645
2021,8,90,541,81,33,33,40,14,24,31,13,22,,,4,,,32,23,29,32,32,44,54
2021,8,100,18,3,3,0,3,0,0,1,3,0,,,0,,,0,1,1,0,0,2,1
2021,9,총,"242,418","24,807","7,222","5,586","15,180","6,507","7,316","6,192","2,045","4,075",,,369,,,"11,851","16,063","14,198","23,641","24,679","30,724","41,963"
2021,9,0,"22,176","2,378",322,163,838,81,330,229,47,280,,,10,,,557,"1,586","1,084","2,245","2,607","4,444","4,975"
2021,9,10,"25,581","2,491",416,363,"1,361",152,500,342,99,295,,,18,,,762,"2,151","1,450","2,994","3,100","3,901","5,186"
2021,9,20,"31,628","3,159",962,800,"1,969","1,797",889,771,284,637,,,29,,,"1,964","2,090","2,133","2,961","3,072","3,059","5,052"
2021,9,30,"35,777","4,111",789,495,"1,592","1,771",873,602,139,505,,,27,,,"1,687","2,169","1,905","3,375","3,682","5,506","6,549"
2021,9,40,"42,061","4,039","1,001",645,"2,272",744,"1,179",754,199,453,,,50,,,"1,754","2,840","2,245","4,370","4,726","6,299","8,491"
2021,9,50,"39,574","3,657","1,470","1,124","3,051",856,"1,495","1,296",423,615,,,78,,,"2,341","2,714","2,520","3,966","3,817","3,969","6,182"
2021,9,60,"26,863","2,769","1,310","1,141","2,439",691,"1,213","1,308",436,706,,,74,,,"1,696","1,432","1,690","2,296","2,258","2,056","3,348"
2021,9,70,"12,693","1,476",614,582,"1,118",290,543,611,265,405,,,51,,,754,736,792,978,981,"1,021","1,476"
2021,9,80,"5,504",644,302,239,494,111,270,246,137,157,,,28,,,303,321,350,425,403,426,648
2021,9,90,542,80,33,34,43,13,24,32,13,22,,,4,,,33,23,28,31,33,41,55
2021,9,100,19,3,3,0,3,1,0,1,3,0,,,0,,,0,1,1,0,0,2,1
2021,10,총,"243,139","24,874","7,237","5,576","15,160","6,491","7,305","6,196","2,054","4,071",,,372,,,"11,924","16,036","14,232","23,968","24,786","30,714","42,143"
2021,10,0,"22,123","2,371",316,162,836,76,324,224,47,277,,,10,,,546,"1,567","1,084","2,287","2,601","4,413","4,982"
2021,10,10,"25,610","2,484",422,352,"1,365",149,500,345,98,299,,,19,,,766,"2,162","1,446","3,017","3,084","3,912","5,190"
2021,10,20,"31,774","3,173",956,803,"1,960","1,839",893,774,291,637,,,29,,,"1,994","2,081","2,129","2,999","3,087","3,049","5,080"
2021,10,30,"35,824","4,131",796,500,"1,580","1,704",877,604,141,506,,,27,,,"1,703","2,155","1,921","3,458","3,684","5,463","6,574"
2021,10,40,"42,139","4,035","1,006",638,"2,264",754,"1,164",743,198,452,,,50,,,"1,768","2,822","2,247","4,412","4,766","6,330","8,490"
2021,10,50,"39,808","3,694","1,462","1,126","3,056",857,"1,499","1,302",423,611,,,79,,,"2,334","2,723","2,537","4,022","3,841","3,989","6,253"
2021,10,60,"27,055","2,779","1,327","1,141","2,439",698,"1,207","1,316",433,709,,,75,,,"1,709","1,443","1,694","2,339","2,296","2,072","3,378"
2021,10,70,"12,699","1,474",617,581,"1,110",288,540,604,270,403,,,50,,,759,735,794,982,987,"1,012","1,493"
2021,10,80,"5,544",650,296,238,506,112,277,252,137,158,,,28,,,313,325,350,420,406,430,646
2021,10,90,545,80,36,35,41,13,24,31,13,19,,,5,,,32,23,29,32,34,42,56
2021,10,100,18,3,3,0,3,1,0,1,3,0,,,0,,,0,0,1,0,0,2,1
2021,11,총,"244,290","24,838","7,266","5,579","15,118","6,427","7,289","6,171","2,054","4,065",,,375,,,"11,862","15,984","14,206","25,193","25,155","30,578","42,130"
2021,11,0,"22,157","2,340",319,160,830,73,324,224,47,270,,,13,,,533,"1,540","1,075","2,565","2,570","4,363","4,911"
2021,11,10,"25,695","2,505",424,353,"1,355",147,495,330,96,295,,,18,,,763,"2,165","1,440","3,095","3,106","3,917","5,191"
2021,11,20,"31,863","3,163",957,810,"1,947","1,846",891,760,292,637,,,29,,,"1,963","2,072","2,120","3,110","3,144","3,013","5,109"
2021,11,30,"35,997","4,113",789,501,"1,570","1,624",883,605,141,509,,,28,,,"1,722","2,130","1,915","3,798","3,729","5,402","6,538"
2021,11,40,"42,327","4,049","1,006",638,"2,251",772,"1,152",745,196,449,,,48,,,"1,752","2,804","2,239","4,603","4,821","6,323","8,479"
2021,11,50,"40,053","3,692","1,476","1,116","3,059",853,"1,505","1,301",423,614,,,79,,,"2,324","2,721","2,544","4,145","3,918","3,995","6,288"
2021,11,60,"27,289","2,771","1,342","1,147","2,444",697,"1,206","1,319",439,710,,,76,,,"1,702","1,464","1,694","2,401","2,387","2,075","3,415"
2021,11,70,"12,752","1,469",615,578,"1,106",287,541,599,270,402,,,51,,,757,737,796,"1,019","1,021","1,014","1,490"
2021,11,80,"5,596",655,301,242,511,111,271,258,137,161,,,28,,,311,330,353,425,424,428,650
2021,11,90,546,78,35,34,42,16,21,29,12,18,,,5,,,35,21,29,32,35,46,58
2021,11,100,15,3,2,0,3,1,0,1,1,0,,,0,,,0,0,1,0,0,2,1
2021,12,총,"245,085","24,852","7,290","5,585","15,126","6,324","7,288","6,143","2,060","4,044",,,380,,,"11,873","15,988","14,155","25,882","25,361","30,556","42,178"
2021,12,0,"22,142","2,309",323,159,821,73,322,223,49,272,,,13,,,521,"1,532","1,063","2,691","2,563","4,339","4,869"
2021,12,10,"25,733","2,508",422,348,"1,348",141,500,320,99,289,,,19,,,761,"2,155","1,427","3,158","3,110","3,938","5,190"
2021,12,20,"31,937","3,156",951,820,"1,957","1,828",897,764,288,636,,,30,,,"1,961","2,075","2,117","3,154","3,179","3,004","5,120"
2021,12,30,"36,042","4,116",797,502,"1,559","1,523",884,599,146,512,,,29,,,"1,736","2,136","1,890","3,983","3,760","5,350","6,520"
2021,12,40,"42,536","4,055","1,012",631,"2,257",778,"1,153",750,192,443,,,48,,,"1,757","2,786","2,234","4,729","4,856","6,348","8,507"
2021,12,50,"40,292","3,725","1,479","1,112","3,065",862,"1,503","1,287",432,613,,,80,,,"2,319","2,741","2,545","4,231","3,973","4,006","6,319"
2021,12,60,"27,464","2,781","1,347","1,158","2,457",703,"1,201","1,313",436,703,,,77,,,"1,716","1,475","1,703","2,454","2,423","2,079","3,438"
2021,12,70,"12,743","1,463",620,574,"1,104",284,533,603,272,395,,,50,,,758,735,795,"1,024","1,027","1,010","1,496"
2021,12,80,"5,627",659,301,246,512,116,273,252,134,163,,,29,,,309,330,350,426,434,434,659
2021,12,90,555,77,36,35,43,16,22,31,11,18,,,5,,,35,23,30,32,36,46,59
2021,12,100,14,3,2,0,3,0,0,1,1,0,,,0,,,0,0,1,0,0,2,1
