년도,월,나이,서울특별시 중랑구,서울특별시 중랑구 면목제2동,서울특별시 중랑구 면목제4동,서울특별시 중랑구 면목제5동,서울특별시 중랑구 면목본동,서울특별시 중랑구 면목제7동,서울특별시 중랑구 면목제3.8동,서울특별시 중랑구 상봉제1동,서울특별시 중랑구 상봉제2동,서울특별시 중랑구 중화제1동,서울특별시 중랑구 중화제2동,서울특별시 중랑구 묵제1동,서울특별시 중랑구 묵제2동,서울특별시 중랑구 망우본동,서울특별시 중랑구 망우제3동,서울특별시 중랑구 신내1동,서울특별시 중랑구 신내2동
2021,6,80,"4,757",293,220,137,404,267,341,261,210,227,366,443,233,367,235,482,271
2021,6,90,351,25,21,10,18,19,32,15,17,12,26,22,13,35,17,37,32
2021,6,100,20,0,1,1,1,0,1,0,2,1,2,6,1,2,0,0,2
2021,7,총,"192,355","12,125","9,584","7,399","16,813","11,034","12,488","11,967","9,820","9,786","12,908","16,840","9,368","15,054","8,346","18,920","9,903"
2021,7,0,"11,332",604,559,666,759,623,551,923,379,616,573,"1,155",514,741,393,"1,619",657
2021,7,10,"13,116",761,623,463,892,622,748,"1,013",416,642,605,"1,541",611,904,508,"1,931",836
2021,7,20,"27,359","1,654","1,303",900,"2,686","1,540","1,872","1,746","1,795","1,399","1,813","2,365","1,296","2,076","1,167","2,472","1,275"
2021,7,30,"29,294","1,694","1,411","1,346","2,736","1,700","1,878","1,829","2,199","1,645","1,945","2,408","1,544","2,129","1,110","2,326","1,394"
2021,7,40,"29,090","1,889","1,567","1,225","2,562","1,663","1,790","1,749","1,367","1,461","1,841","2,788","1,433","2,124","1,159","2,923","1,549"
2021,7,50,"33,665","2,450","1,665","1,238","3,109","1,896","2,247","2,033","1,554","1,549","2,557","2,660","1,578","2,814","1,636","3,047","1,632"
2021,7,60,"29,105","1,829","1,411",967,"2,450","1,778","2,003","1,702","1,234","1,502","2,171","2,262","1,411","2,614","1,437","2,779","1,555"
2021,7,70,"14,216",920,796,449,"1,193",913,"1,020",690,649,730,"1,003","1,186",730,"1,251",682,"1,304",700
2021,7,80,"4,808",301,227,135,406,280,345,266,208,230,372,447,237,364,236,483,271
2021,7,90,350,23,21,9,19,19,33,16,17,11,26,22,13,35,18,36,32
2021,7,100,20,0,1,1,1,0,1,0,2,1,2,6,1,2,0,0,2
2021,8,총,"192,060","12,089","9,558","7,411","16,792","10,989","12,463","11,915","9,838","9,749","12,893","16,767","9,323","15,367","8,295","18,754","9,857"
2021,8,0,"11,243",593,552,668,735,615,544,907,376,606,568,"1,148",508,806,378,"1,591",648
2021,8,10,"13,064",753,625,464,895,623,740,"1,005",406,633,597,"1,532",605,947,499,"1,910",830
2021,8,20,"27,233","1,644","1,292",903,"2,690","1,514","1,871","1,732","1,814","1,394","1,812","2,322","1,293","2,093","1,161","2,444","1,254"
2021,8,30,"29,293","1,690","1,409","1,342","2,725","1,698","1,877","1,828","2,215","1,642","1,951","2,401","1,515","2,197","1,108","2,291","1,404"
2021,8,40,"29,015","1,868","1,559","1,234","2,563","1,655","1,780","1,726","1,365","1,450","1,833","2,774","1,437","2,202","1,149","2,892","1,528"
2021,8,50,"33,593","2,451","1,657","1,234","3,104","1,891","2,255","2,024","1,549","1,542","2,560","2,651","1,576","2,824","1,620","3,028","1,627"
2021,8,60,"29,190","1,844","1,416",970,"2,456","1,782","1,994","1,715","1,235","1,506","2,181","2,269","1,409","2,632","1,446","2,780","1,555"
2021,8,70,"14,191",915,796,448,"1,191",912,"1,021",696,645,729,990,"1,190",718,"1,258",680,"1,300",702
2021,8,80,"4,872",307,230,139,413,281,348,266,213,235,375,452,248,369,237,484,275
2021,8,90,345,24,21,8,19,18,32,16,18,11,24,22,13,37,16,34,32
2021,8,100,21,0,1,1,1,0,1,0,2,1,2,6,1,2,1,0,2
2021,9,총,"191,832","12,068","9,527","7,431","16,721","10,962","12,392","11,862","9,822","9,702","12,873","16,724","9,319","15,636","8,260","18,713","9,820"
2021,9,0,"11,161",594,549,671,722,612,537,888,375,594,564,"1,126",509,848,369,"1,567",636
2021,9,10,"13,059",746,616,458,895,619,729,"1,007",411,629,598,"1,521",600,990,493,"1,921",826
2021,9,20,"27,053","1,635","1,280",903,"2,665","1,506","1,847","1,711","1,796","1,376","1,814","2,320","1,290","2,101","1,141","2,423","1,245"
2021,9,30,"29,283","1,691","1,400","1,352","2,717","1,690","1,867","1,817","2,219","1,637","1,948","2,392","1,509","2,259","1,103","2,282","1,400"
2021,9,40,"28,971","1,862","1,555","1,238","2,551","1,648","1,776","1,738","1,354","1,441","1,817","2,745","1,435","2,254","1,146","2,884","1,527"
2021,9,50,"33,586","2,433","1,657","1,237","3,093","1,884","2,248","2,020","1,545","1,539","2,558","2,665","1,581","2,863","1,623","3,016","1,624"
2021,9,60,"29,269","1,854","1,423",971,"2,445","1,789","1,987","1,708","1,244","1,505","2,184","2,281","1,413","2,667","1,449","2,796","1,553"
2021,9,70,"14,175",919,792,453,"1,193",911,"1,016",691,639,733,989,"1,192",719,"1,243",682,"1,306",697
2021,9,80,"4,905",310,234,138,419,283,353,265,219,235,375,452,249,373,238,485,277
2021,9,90,349,24,20,9,20,20,31,17,18,12,25,24,13,36,15,32,33
2021,9,100,21,0,1,1,1,0,1,0,2,1,1,6,1,2,1,1,2
2021,10,총,"191,601","12,036","9,539","7,427","16,653","10,961","12,364","11,810","9,822","9,677","12,842","16,703","9,297","15,735","8,223","18,700","9,812"
2021,10,0,"11,098",593,544,676,718,619,528,872,370,586,553,"1,113",510,870,364,"1,546",636
2021,10,10,"13,039",735,618,457,887,609,728,"1,001",410,623,593,"1,518",602,"1,000",484,"1,947",827
2021,10,20,"26,873","1,616","1,286",892,"2,626","1,501","1,829","1,695","1,787","1,370","1,812","2,303","1,280","2,102","1,131","2,393","1,250"
2021,10,30,"29,285","1,686","1,399","1,344","2,721","1,687","1,870","1,807","2,225","1,648","1,942","2,398","1,499","2,281","1,099","2,288","1,391"
2021,10,40,"28,917","1,866","1,564","1,239","2,528","1,644","1,770","1,740","1,353","1,415","1,799","2,737","1,427","2,272","1,139","2,894","1,530"
2021,10,50,"33,517","2,431","1,645","1,242","3,081","1,878","2,250","2,014","1,546","1,538","2,554","2,672","1,579","2,865","1,606","3,002","1,614"
2021,10,60,"29,367","1,852","1,434",975,"2,456","1,797","1,990","1,711","1,257","1,510","2,194","2,284","1,414","2,683","1,455","2,803","1,552"
2021,10,70,"14,185",920,786,455,"1,197",915,"1,016",684,633,735,988,"1,189",722,"1,246",687,"1,310",702
2021,10,80,"4,950",313,242,136,418,291,352,268,221,239,379,458,250,379,240,486,278
2021,10,90,348,24,20,10,20,20,29,18,18,12,27,25,13,34,17,31,30
2021,10,100,22,0,1,1,1,0,2,0,2,1,1,6,1,3,1,0,2
2021,11,총,"191,305","11,996","9,504","7,431","16,615","10,951","12,315","11,776","9,841","9,650","12,790","16,666","9,235","15,876","8,196","18,690","9,773"
2021,11,0,"11,029",593,529,686,718,620,522,860,369,579,546,"1,101",495,905,369,"1,520",617
2021,11,10,"12,968",726,622,453,874,602,718,991,401,617,590,"1,523",598,"1,007",469,"1,948",829
2021,11,20,"26,755","1,605","1,275",888,"2,599","1,498","1,827","1,685","1,776","1,355","1,799","2,299","1,286","2,102","1,125","2,404","1,232"
2021,11,30,"29,256","1,689","1,394","1,345","2,732","1,672","1,861","1,815","2,253","1,635","1,933","2,383","1,471","2,295","1,087","2,291","1,400"
2021,11,40,"28,877","1,850","1,560","1,249","2,518","1,648","1,758","1,740","1,349","1,419","1,788","2,732","1,409","2,318","1,141","2,876","1,522"
2021,11,50,"33,456","2,425","1,643","1,224","3,072","1,870","2,267","2,010","1,552","1,530","2,544","2,653","1,574","2,865","1,601","3,010","1,616"
2021,11,60,"29,420","1,850","1,434",984,"2,457","1,812","1,974","1,704","1,270","1,522","2,199","2,282","1,411","2,712","1,456","2,812","1,541"
2021,11,70,"14,192",918,778,456,"1,206",920,"1,007",685,628,740,987,"1,200",725,"1,248",687,"1,304",703
2021,11,80,"4,980",316,248,136,417,288,353,269,222,239,378,461,251,386,243,493,280
2021,11,90,352,24,20,10,20,21,27,17,19,13,25,26,14,35,18,32,31
2021,11,100,20,0,1,0,2,0,1,0,2,1,1,6,1,3,0,0,2
2021,12,총,"191,112","12,000","9,470","7,421","16,582","10,934","12,272","11,714","9,801","9,624","12,781","16,639","9,173","16,110","8,204","18,652","9,735"
2021,12,0,"10,961",595,527,683,718,617,524,849,370,565,549,"1,094",481,941,367,"1,479",602
2021,12,10,"12,917",719,623,446,866,601,711,981,392,621,587,"1,520",598,"1,012",467,"1,945",828
2021,12,20,"26,637","1,610","1,266",888,"2,578","1,487","1,811","1,675","1,759","1,345","1,798","2,289","1,275","2,104","1,115","2,415","1,222"
2021,12,30,"29,325","1,680","1,387","1,331","2,745","1,680","1,867","1,800","2,261","1,637","1,939","2,380","1,452","2,397","1,095","2,282","1,392"
2021,12,40,"28,844","1,852","1,544","1,255","2,515","1,637","1,738","1,732","1,328","1,414","1,774","2,732","1,408","2,376","1,145","2,882","1,512"
2021,12,50,"33,407","2,426","1,642","1,230","3,049","1,869","2,261","1,999","1,549","1,515","2,541","2,665","1,567","2,869","1,597","3,014","1,614"
2021,12,60,"29,431","1,856","1,433",987,"2,464","1,812","1,965","1,702","1,279","1,530","2,197","2,257","1,399","2,735","1,463","2,808","1,544"
2021,12,70,"14,208",918,777,457,"1,205",922,"1,011",691,616,744,989,"1,211",725,"1,245",686,"1,306",705
2021,12,80,"5,012",318,249,135,421,287,353,269,227,240,384,460,253,393,251,488,284
2021,12,90,352,26,21,9,19,22,30,16,19,13,22,25,14,35,18,33,30
2021,12,100,18,0,1,0,2,0,1,0,1,0,1,6,1,3,0,0,2
