년도,월,나이,서울특별시 강북구,서울특별시 강북구 삼양동,서울특별시 강북구 미아동,서울특별시 강북구 송중동,서울특별시 강북구 송천동,서울특별시 강북구 삼각산동,서울특별시 강북구 번1동,서울특별시 강북구 번2동,서울특별시 강북구 번3동,서울특별시 강북구 수유1동,서울특별시 강북구 수유2동,서울특별시 강북구 수유3동,서울특별시 강북구 우이동,서울특별시 강북구 인수동
2021,10,40,"44,259","3,444","2,912","4,378","3,685","6,245","2,729","2,248","2,461","2,862","2,978","3,191","2,895","4,231"
2021,10,50,"51,586","4,287","3,711","5,094","4,871","5,091","3,073","2,698","2,787","3,499","3,736","3,942","3,539","5,258"
2021,10,60,"47,218","3,820","3,434","4,718","4,724","3,458","2,723","2,697","2,698","3,397","3,501","3,515","3,393","5,140"
2021,10,70,"29,381","2,210","2,034","2,705","2,848","1,998","1,722","1,946","2,441","1,969","2,148","2,137","2,108","3,115"
2021,10,80,"12,323",879,889,"1,072","1,161",852,664,747,857,867,"1,047",891,"1,012","1,385"
2021,10,90,"1,439",119,98,116,125,98,73,73,85,105,135,93,130,189
2021,10,100,51,6,1,3,11,6,2,2,2,4,1,2,5,6
2021,11,총,"299,792","23,688","21,597","29,563","26,448","31,395","18,383","15,856","16,898","20,603","21,292","23,042","20,581","30,446"
2021,11,0,"14,241","1,176",694,"1,431",965,"2,776",610,609,865,923,"1,003",741,"1,012","1,436"
2021,11,10,"20,886","1,853","1,260","1,952","1,533","3,904","1,014","1,001","1,245","1,285","1,351","1,083","1,364","2,041"
2021,11,20,"41,222","3,059","3,699","4,170","3,441","3,318","3,142","2,144","1,827","2,982","2,891","4,120","2,539","3,890"
2021,11,30,"37,237","2,858","2,856","3,932","3,115","3,612","2,642","1,700","1,639","2,727","2,502","3,336","2,586","3,732"
2021,11,40,"44,083","3,429","2,909","4,370","3,671","6,232","2,740","2,224","2,448","2,841","2,961","3,170","2,872","4,216"
2021,11,50,"51,687","4,287","3,699","5,110","4,864","5,131","3,071","2,708","2,788","3,503","3,744","3,963","3,539","5,280"
2021,11,60,"47,182","3,820","3,443","4,693","4,714","3,456","2,714","2,695","2,695","3,400","3,503","3,511","3,396","5,142"
2021,11,70,"29,342","2,199","2,037","2,707","2,836","2,006","1,705","1,936","2,431","1,969","2,147","2,130","2,119","3,120"
2021,11,80,"12,412",884,903,"1,075","1,176",857,670,760,871,866,"1,055",889,"1,015","1,391"
2021,11,90,"1,452",117,96,120,124,99,73,77,87,103,134,95,134,193
2021,11,100,48,6,1,3,9,4,2,2,2,4,1,4,5,5
2021,12,총,"299,182","23,629","21,504","29,478","26,380","31,361","18,353","15,847","16,846","20,639","21,278","22,983","20,542","30,342"
2021,12,0,"14,148","1,166",681,"1,422",964,"2,769",599,616,850,913,"1,003",744,"1,005","1,416"
2021,12,10,"20,796","1,855","1,254","1,944","1,519","3,891",997,990,"1,251","1,283","1,340","1,065","1,373","2,034"
2021,12,20,"41,001","3,021","3,652","4,154","3,429","3,297","3,118","2,141","1,825","3,022","2,884","4,087","2,520","3,851"
2021,12,30,"37,120","2,864","2,843","3,902","3,116","3,582","2,647","1,701","1,620","2,722","2,509","3,339","2,566","3,709"
2021,12,40,"43,923","3,431","2,896","4,352","3,647","6,216","2,736","2,215","2,420","2,843","2,965","3,160","2,857","4,185"
2021,12,50,"51,700","4,263","3,685","5,108","4,873","5,143","3,074","2,723","2,803","3,514","3,740","3,955","3,538","5,281"
2021,12,60,"47,172","3,806","3,438","4,687","4,695","3,483","2,713","2,684","2,677","3,400","3,511","3,527","3,409","5,142"
2021,12,70,"29,304","2,202","2,036","2,705","2,817","2,011","1,713","1,935","2,436","1,968","2,123","2,111","2,114","3,133"
2021,12,80,"12,507",896,918,"1,084","1,187",861,679,761,870,868,"1,066",893,"1,023","1,401"
2021,12,90,"1,466",122,100,118,124,104,75,79,91,102,136,98,134,183
2021,12,100,45,3,1,2,9,4,2,2,3,4,1,4,3,7
