년도,월,나이,서울특별시 영등포구,서울특별시 영등포구 영등포본동,서울특별시 영등포구 영등포동,서울특별시 영등포구 여의동,서울특별시 영등포구 당산제1동,서울특별시 영등포구 당산제2동,서울특별시 영등포구 도림동,서울특별시 영등포구 문래동,서울특별시 영등포구 양평제1동,서울특별시 영등포구 양평제2동,서울특별시 영등포구 신길제1동,서울특별시 영등포구 신길제3동,서울특별시 영등포구 신길제4동,서울특별시 영등포구 신길제5동,서울특별시 영등포구 신길제6동,서울특별시 영등포구 신길제7동,서울특별시 영등포구 대림제1동,서울특별시 영등포구 대림제2동,서울특별시 영등포구 대림제3동
2021,7,50,"27,494","1,711","1,306","2,635","1,456","2,477","1,376","2,091",982,"1,457","1,185","1,433","1,002",940,"1,549","1,503","1,279","1,086","2,026"
2021,7,60,"24,573","1,606","1,189","2,180","1,402","1,970","1,212","1,923",941,"1,128","1,196","1,303",978,926,"1,427","1,129","1,172","1,027","1,864"
2021,7,70,"14,507",970,688,"1,398",774,"1,046",769,"1,033",588,596,857,760,547,470,744,590,810,786,"1,081"
2021,7,80,"6,913",420,324,835,386,531,405,510,278,293,393,344,260,213,354,280,324,300,463
2021,7,90,"1,088",61,55,122,63,100,59,82,44,49,53,53,41,39,55,41,60,44,67
2021,7,100,52,7,1,6,3,3,3,7,3,2,3,4,1,2,1,2,1,2,1
2021,8,총,"191,129","10,322","13,686","17,607","10,340","19,926","8,866","16,731","9,238","11,328","8,473","8,429","6,193","5,519","9,801","9,989","7,352","6,133","11,196"
2021,8,0,"12,345",675,618,"1,393",511,"1,335",455,"1,608",606,783,287,551,430,402,565,975,407,195,549
2021,8,10,"11,413",569,414,"1,433",473,"1,140",435,"1,408",495,710,402,525,381,368,536,794,384,294,652
2021,8,20,"31,731","1,333","4,298","2,022","1,870","4,382","1,391","1,917","1,672","2,108","1,718","1,105",747,654,"1,721","1,356","1,034",915,"1,488"
2021,8,30,"33,853","1,516","3,292","2,706","2,069","4,294","1,516","3,178","2,245","2,569","1,298","1,198",886,733,"1,534","1,650",933,729,"1,507"
2021,8,40,"27,014","1,452","1,488","2,867","1,340","2,636","1,223","2,974","1,382","1,620","1,061","1,160",906,773,"1,296","1,650",946,753,"1,487"
2021,8,50,"27,537","1,716","1,316","2,634","1,448","2,491","1,387","2,100",981,"1,467","1,191","1,417","1,007",933,"1,558","1,506","1,276","1,079","2,030"
2021,8,60,"24,631","1,609","1,192","2,181","1,412","1,967","1,218","1,915",946,"1,134","1,199","1,304",980,928,"1,432","1,138","1,175","1,031","1,870"
2021,8,70,"14,511",961,686,"1,405",771,"1,050",769,"1,032",584,592,856,766,554,474,746,589,811,785,"1,080"
2021,8,80,"6,945",423,323,840,379,531,408,512,280,292,402,344,261,213,355,288,323,306,465
2021,8,90,"1,099",61,59,121,64,98,61,80,43,51,56,55,40,39,57,41,62,44,67
2021,8,100,50,7,0,5,3,2,3,7,4,2,3,4,1,2,1,2,1,2,1
2021,9,총,"191,122","10,333","13,760","17,573","10,332","19,936","8,838","16,735","9,240","11,336","8,482","8,417","6,193","5,512","9,838","9,974","7,339","6,098","11,186"
2021,9,0,"12,284",676,606,"1,379",508,"1,328",446,"1,602",602,781,282,546,429,397,572,977,413,190,550
2021,9,10,"11,397",573,416,"1,439",472,"1,137",433,"1,417",496,706,395,522,378,366,539,789,384,291,644
2021,9,20,"31,704","1,323","4,351","2,006","1,866","4,374","1,385","1,899","1,666","2,103","1,727","1,106",747,656,"1,724","1,337","1,035",918,"1,481"
2021,9,30,"33,904","1,517","3,306","2,693","2,066","4,308","1,507","3,181","2,251","2,575","1,315","1,206",897,725,"1,544","1,664",922,725,"1,502"
2021,9,40,"26,965","1,450","1,489","2,860","1,352","2,635","1,224","2,963","1,383","1,624","1,055","1,151",894,771,"1,289","1,650",933,749,"1,493"
2021,9,50,"27,545","1,728","1,327","2,633","1,432","2,494","1,383","2,113",984,"1,465","1,187","1,411","1,008",940,"1,567","1,496","1,287","1,066","2,024"
2021,9,60,"24,683","1,604","1,195","2,189","1,418","1,978","1,223","1,921",948,"1,145","1,208","1,310",980,923,"1,444","1,141","1,169","1,020","1,867"
2021,9,70,"14,523",967,690,"1,404",771,"1,051",765,"1,038",586,585,849,767,556,476,748,590,812,785,"1,083"
2021,9,80,"6,959",426,319,842,376,534,405,512,277,301,406,342,264,217,352,286,319,309,472
2021,9,90,"1,108",62,61,123,68,95,64,82,43,49,55,52,39,39,58,42,64,43,69
2021,9,100,50,7,0,5,3,2,3,7,4,2,3,4,1,2,1,2,1,2,1
2021,10,총,"191,134","10,369","13,798","17,570","10,354","19,917","8,808","16,705","9,262","11,366","8,472","8,443","6,193","5,505","9,807","10,008","7,326","6,086","11,145"
2021,10,0,"12,239",676,599,"1,372",511,"1,322",440,"1,587",601,776,280,552,427,393,564,990,411,192,546
2021,10,10,"11,361",587,406,"1,434",474,"1,138",428,"1,431",497,700,389,522,376,363,529,783,381,290,633
2021,10,20,"31,628","1,319","4,376","2,001","1,876","4,333","1,379","1,876","1,661","2,127","1,723","1,104",748,656,"1,704","1,335","1,018",916,"1,476"
2021,10,30,"33,974","1,533","3,330","2,693","2,074","4,327","1,506","3,169","2,278","2,580","1,314","1,221",890,719,"1,539","1,667",925,723,"1,486"
2021,10,40,"26,918","1,442","1,495","2,862","1,353","2,625","1,206","2,980","1,375","1,612","1,050","1,156",897,766,"1,301","1,641",927,743,"1,487"
2021,10,50,"27,564","1,733","1,312","2,630","1,434","2,507","1,379","2,106",985,"1,480","1,186","1,407","1,010",947,"1,561","1,511","1,291","1,057","2,028"
2021,10,60,"24,772","1,604","1,209","2,198","1,417","1,994","1,235","1,920",954,"1,153","1,217","1,309",986,926,"1,442","1,156","1,166","1,025","1,861"
2021,10,70,"14,516",970,687,"1,402",770,"1,043",763,"1,032",587,586,848,769,554,476,749,588,823,787,"1,082"
2021,10,80,"6,999",433,321,845,373,535,407,516,275,301,406,345,266,220,358,292,321,308,477
2021,10,90,"1,112",65,63,127,69,91,64,81,46,49,56,53,38,37,59,43,62,43,66
2021,10,100,51,7,0,6,3,2,1,7,3,2,3,5,1,2,1,2,1,2,3
2021,11,총,"191,001","10,361","13,866","17,532","10,353","19,898","8,794","16,692","9,271","11,354","8,484","8,417","6,202","5,472","9,796","10,016","7,313","6,067","11,113"
2021,11,0,"12,152",673,590,"1,358",506,"1,309",436,"1,578",598,775,282,543,430,390,563,983,406,190,542
2021,11,10,"11,344",586,406,"1,430",468,"1,142",424,"1,426",505,701,389,529,371,363,527,789,370,284,634
2021,11,20,"31,552","1,323","4,421","1,991","1,873","4,299","1,382","1,873","1,653","2,112","1,704","1,088",752,646,"1,695","1,351","1,009",918,"1,462"
2021,11,30,"34,006","1,529","3,360","2,684","2,071","4,330","1,501","3,159","2,289","2,593","1,334","1,220",887,713,"1,537","1,668",924,728,"1,479"
2021,11,40,"26,899","1,439","1,500","2,851","1,351","2,641","1,199","2,988","1,380","1,618","1,054","1,152",898,754,"1,294","1,639",931,732,"1,478"
2021,11,50,"27,528","1,727","1,320","2,627","1,437","2,507","1,382","2,115",979,"1,468","1,182","1,402","1,014",937,"1,556","1,507","1,283","1,061","2,024"
2021,11,60,"24,814","1,605","1,205","2,218","1,422","1,995","1,230","1,913",954,"1,149","1,224","1,316",989,935,"1,449","1,159","1,169","1,018","1,864"
2021,11,70,"14,506",970,679,"1,400",781,"1,047",768,"1,033",583,585,848,761,551,472,748,584,832,782,"1,082"
2021,11,80,"7,036",432,322,843,374,535,404,521,279,303,409,348,271,225,368,290,324,309,479
2021,11,90,"1,116",70,63,124,68,91,67,79,48,48,55,54,38,36,58,44,64,43,66
2021,11,100,48,7,0,6,2,2,1,7,3,2,3,4,1,1,1,2,1,2,3
2021,12,총,"190,911","10,358","13,886","17,552","10,352","19,922","8,784","16,663","9,313","11,344","8,511","8,377","6,198","5,449","9,764","10,007","7,292","6,033","11,106"
2021,12,0,"12,086",672,581,"1,350",502,"1,317",431,"1,575",599,765,291,541,430,387,554,969,398,189,535
2021,12,10,"11,333",581,408,"1,444",460,"1,146",425,"1,434",509,702,388,522,366,359,524,793,361,281,630
2021,12,20,"31,506","1,319","4,440","1,991","1,879","4,290","1,369","1,862","1,670","2,093","1,709","1,067",755,655,"1,680","1,340","1,015",910,"1,462"
2021,12,30,"34,003","1,524","3,386","2,674","2,076","4,339","1,502","3,131","2,281","2,612","1,354","1,213",886,703,"1,534","1,674",916,728,"1,470"
2021,12,40,"26,879","1,441","1,504","2,847","1,344","2,636","1,202","2,988","1,397","1,607","1,048","1,153",893,758,"1,290","1,635",939,722,"1,475"
2021,12,50,"27,539","1,738","1,311","2,644","1,441","2,506","1,378","2,117",985,"1,472","1,187","1,402","1,019",927,"1,552","1,505","1,279","1,052","2,024"
2021,12,60,"24,818","1,614","1,201","2,220","1,414","2,007","1,236","1,906",956,"1,154","1,224","1,314",982,939,"1,441","1,158","1,170","1,016","1,866"
2021,12,70,"14,532",972,667,"1,412",784,"1,053",771,"1,038",587,589,844,753,557,466,758,593,824,779,"1,085"
2021,12,80,"7,074",429,323,846,381,535,403,522,280,301,413,356,271,220,373,295,327,309,490
2021,12,90,"1,101",67,65,119,69,91,66,83,46,47,50,52,38,34,58,43,63,45,65
2021,12,100,40,1,0,5,2,2,1,7,3,2,3,4,1,1,0,2,0,2,4
