년도,월,나이,전라남도 신안군,전라남도 신안군 지도읍,전라남도 신안군 지도읍선도출장소,전라남도 신안군 압해읍,전라남도 신안군 압해읍매화출장소,전라남도 신안군 압해읍고이도출장소,전라남도 신안군 증도면,전라남도 신안군 증도면병풍출장소,전라남도 신안군 임자면,전라남도 신안군 자은면,전라남도 신안군 비금면,전라남도 신안군 도초면,전라남도 신안군 도초면우이도출장소,전라남도 신안군 흑산면,전라남도 신안군 흑산면가거도출장소,전라남도 신안군 흑산면태도출장소,전라남도 신안군 흑산면홍도출장소,전라남도 신안군 흑산면대둔도출장소,전라남도 신안군 하의면,전라남도 신안군 신의면,전라남도 신안군 장산면,전라남도 신안군 안좌면,전라남도 신안군 안좌면자라출장소,전라남도 신안군 팔금면,전라남도 신안군 암태면
2021,6,50,"6,950",757,46,"1,091",33,32,292,64,585,428,623,375,60,422,100,40,108,65,314,266,238,449,44,150,368
2021,6,60,"7,822",894,57,"1,275",62,49,255,69,604,488,712,462,43,373,70,43,71,62,324,286,333,567,65,218,440
2021,6,70,"6,254",716,38,817,52,51,269,62,505,397,607,399,31,322,37,23,38,41,284,211,284,473,45,211,341
2021,6,80,"4,092",472,40,499,25,27,181,29,256,275,351,315,15,197,23,19,32,18,197,122,195,362,27,141,274
2021,6,90,524,62,2,73,2,2,17,1,19,24,52,28,2,45,1,2,1,8,25,15,24,63,3,22,31
2021,6,100,12,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021,7,총,"38,614","4,225",240,"5,742",228,220,"1,458",315,"3,206","2,292","3,503","2,479",216,"2,216",441,207,472,317,"1,726","1,540","1,550","2,723",284,985,"2,029"
2021,7,0,"1,491",141,6,207,9,15,38,11,161,75,135,109,9,69,13,11,20,10,64,66,76,113,16,21,96
2021,7,10,"2,010",228,6,289,3,5,43,9,235,103,202,205,6,111,21,17,27,20,98,104,69,100,8,28,73
2021,7,20,"2,665",268,12,455,7,6,99,19,225,137,213,161,9,188,51,13,45,29,120,138,76,203,21,50,120
2021,7,30,"2,585",253,13,420,15,14,81,16,208,134,216,165,14,190,45,15,49,24,111,121,100,176,29,61,115
2021,7,40,"4,204",440,18,612,19,20,171,37,400,217,393,267,27,293,81,23,83,40,191,208,159,219,27,82,177
2021,7,50,"6,924",752,48,"1,087",34,33,298,62,586,431,620,373,59,424,99,40,105,65,311,265,233,444,43,147,365
2021,7,60,"7,847",891,56,"1,284",62,47,260,71,606,495,712,459,44,374,70,44,73,62,322,287,333,570,65,221,439
2021,7,70,"6,264",717,39,816,52,51,268,59,509,397,610,397,30,323,37,23,38,42,286,212,284,477,45,212,340
2021,7,80,"4,093",473,40,497,25,27,182,30,257,279,352,316,16,198,23,18,31,17,197,122,193,358,27,141,274
2021,7,90,519,62,2,74,2,2,17,1,19,23,50,26,2,43,1,3,1,8,26,15,25,62,3,22,30
2021,7,100,12,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021,8,총,"38,551","4,216",239,"5,726",228,222,"1,452",317,"3,205","2,284","3,506","2,482",217,"2,206",434,203,457,317,"1,727","1,548","1,546","2,742",283,986,"2,008"
2021,8,0,"1,476",142,6,205,10,15,36,11,157,75,138,109,9,66,13,11,19,9,63,66,74,112,16,21,93
2021,8,10,"1,989",229,6,285,3,5,44,9,237,96,199,204,6,107,19,17,27,20,99,105,69,96,8,28,71
2021,8,20,"2,672",270,12,454,7,7,99,19,227,141,214,161,9,191,48,13,44,29,117,138,72,212,21,48,119
2021,8,30,"2,554",252,12,415,14,14,80,16,203,134,211,163,14,188,45,15,46,23,109,123,97,177,27,60,116
2021,8,40,"4,175",430,18,613,20,20,164,37,403,212,389,265,27,283,80,23,78,41,194,210,159,225,28,82,174
2021,8,50,"6,941",745,48,"1,084",34,34,297,63,583,433,631,384,60,426,99,39,103,65,312,270,235,444,44,151,357
2021,8,60,"7,865",895,56,"1,289",62,45,264,71,608,495,709,458,44,380,70,41,71,63,324,284,335,575,65,222,439
2021,8,70,"6,247",715,40,814,53,53,267,58,507,398,614,394,28,323,33,23,38,42,286,211,283,473,45,211,338
2021,8,80,"4,106",476,39,492,24,27,183,31,261,275,350,318,17,199,27,18,30,17,197,124,195,367,26,142,271
2021,8,90,514,62,2,74,1,2,17,2,19,24,51,25,3,40,0,3,1,8,26,15,25,60,3,21,30
2021,8,100,12,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021,9,총,"38,391","4,196",236,"5,708",228,222,"1,448",311,"3,204","2,282","3,482","2,465",217,"2,203",429,199,453,311,"1,705","1,552","1,536","2,734",282,984,"2,004"
2021,9,0,"1,456",142,6,196,11,15,35,11,156,75,129,108,9,70,13,11,18,9,62,65,73,111,16,21,94
2021,9,10,"1,993",225,6,289,3,5,45,9,238,95,196,203,6,110,19,17,26,19,102,105,69,99,8,28,71
2021,9,20,"2,578",266,12,440,6,7,92,19,226,133,205,156,7,182,46,12,44,25,108,137,67,209,21,45,113
2021,9,30,"2,530",247,11,408,15,14,79,16,202,134,213,159,14,187,45,15,44,24,105,124,98,173,27,60,116
2021,9,40,"4,150",429,17,619,20,20,161,34,405,213,381,263,27,281,77,21,79,40,193,210,156,223,26,81,174
2021,9,50,"6,918",745,48,"1,076",34,33,299,60,579,429,634,385,61,429,98,37,100,62,311,271,233,443,44,153,354
2021,9,60,"7,885",894,54,"1,298",60,46,266,73,606,498,711,455,44,378,71,42,73,64,318,288,336,575,66,223,446
2021,9,70,"6,255",719,40,808,54,53,269,57,510,403,612,395,29,327,33,23,38,43,287,208,283,476,44,209,335
2021,9,80,"4,096",468,40,499,24,26,185,29,262,276,351,314,17,194,27,18,30,17,195,127,194,363,27,144,269
2021,9,90,518,61,2,74,1,3,16,3,20,25,50,26,3,42,0,3,1,8,24,15,25,61,3,20,32
2021,9,100,12,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021,10,총,"38,326","4,184",235,"5,704",229,220,"1,446",311,"3,199","2,281","3,477","2,463",218,"2,186",429,193,450,311,"1,705","1,547","1,538","2,741",281,979,"1,999"
2021,10,0,"1,441",142,5,197,11,15,35,11,156,75,126,107,9,65,13,11,18,11,62,65,71,109,16,20,91
2021,10,10,"1,981",221,6,286,3,5,43,9,239,94,195,205,6,110,20,16,24,19,101,104,70,99,8,27,71
2021,10,20,"2,557",275,13,434,6,6,89,18,218,135,211,154,6,177,43,10,45,23,107,135,66,208,20,46,112
2021,10,30,"2,494",235,11,407,14,14,77,16,205,136,210,160,14,178,45,15,43,23,105,122,96,173,27,56,112
2021,10,40,"4,131",425,17,611,21,19,164,32,400,213,383,267,28,283,77,20,78,40,191,206,153,222,25,80,176
2021,10,50,"6,921",743,46,"1,084",34,34,298,62,581,424,628,381,61,429,99,37,100,63,310,276,232,448,45,151,355
2021,10,60,"7,919",896,55,"1,301",61,46,269,73,608,504,711,456,45,379,72,38,73,64,322,284,344,584,65,225,444
2021,10,70,"6,246",716,40,813,54,53,268,58,508,398,611,393,29,325,34,25,37,43,286,211,280,473,45,209,337
2021,10,80,"4,110",472,40,499,24,25,186,29,265,276,351,313,17,195,26,18,31,17,196,128,199,363,27,144,269
2021,10,90,514,59,2,71,1,3,16,3,19,25,51,26,3,42,0,3,1,8,25,14,25,61,3,21,32
2021,10,100,12,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021,11,총,"38,243","4,183",236,"5,697",225,220,"1,448",311,"3,188","2,287","3,459","2,464",218,"2,187",428,194,447,306,"1,699","1,529","1,529","2,744",281,968,"1,995"
2021,11,0,"1,418",138,5,194,10,14,34,11,156,72,123,108,9,65,13,11,17,11,60,63,71,110,16,19,88
2021,11,10,"1,965",218,6,291,3,5,43,9,234,92,194,200,5,109,20,16,24,18,102,105,68,97,8,28,70
2021,11,20,"2,534",278,14,428,6,6,90,18,216,139,205,158,6,172,45,9,43,23,103,130,62,208,20,44,111
2021,11,30,"2,491",233,11,415,13,14,77,17,205,132,210,159,14,178,44,17,42,22,107,121,95,174,27,54,110
2021,11,40,"4,105",426,16,603,20,18,166,32,397,216,385,267,28,284,75,21,78,40,190,199,152,217,25,78,172
2021,11,50,"6,898",741,46,"1,077",33,35,296,61,584,423,622,381,60,434,98,37,101,60,306,274,230,447,44,150,358
2021,11,60,"7,951",900,56,"1,306",61,47,273,72,607,510,709,458,47,379,74,36,73,63,327,285,344,589,65,222,448
2021,11,70,"6,225",716,40,810,54,52,267,59,502,400,606,392,28,324,34,25,37,43,285,211,282,474,45,204,335
2021,11,80,"4,129",473,40,504,24,25,183,29,267,278,355,313,18,198,25,19,31,18,195,126,197,364,28,148,271
2021,11,90,516,59,2,69,1,4,18,3,20,25,50,27,3,41,0,3,1,8,24,13,26,63,3,21,32
2021,11,100,11,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021,12,총,"38,217","4,198",234,"5,672",226,217,"1,455",312,"3,190","2,285","3,459","2,467",219,"2,173",426,193,448,300,"1,699","1,529","1,520","2,752",285,969,"1,989"
2021,12,0,"1,412",141,5,192,10,14,36,12,158,70,122,108,9,62,12,11,16,9,58,63,70,112,15,19,88
2021,12,10,"1,957",214,6,292,4,5,43,9,235,88,193,198,5,106,21,16,26,17,103,103,68,99,8,28,70
2021,12,20,"2,538",284,14,431,6,5,87,20,214,138,204,160,6,175,45,9,41,25,101,132,56,206,20,45,114
2021,12,30,"2,469",235,11,409,13,14,80,17,204,131,210,157,13,170,44,17,43,18,107,119,94,173,26,54,110
2021,12,40,"4,102",425,15,597,20,18,165,33,395,215,381,273,28,280,75,20,78,40,190,201,156,222,25,80,170
2021,12,50,"6,903",744,45,"1,072",32,33,300,59,588,430,627,377,62,432,97,37,102,59,306,276,229,446,49,150,351
2021,12,60,"7,970",909,56,"1,300",62,46,279,72,608,514,710,461,48,384,74,36,72,63,331,281,340,585,66,220,453
2021,12,70,"6,209",712,39,808,54,52,258,57,500,399,602,394,28,322,33,26,38,43,286,212,284,479,45,207,331
2021,12,80,"4,131",472,41,502,23,26,189,30,268,274,360,311,17,198,25,19,31,18,195,126,195,366,28,146,271
2021,12,90,515,61,2,69,2,4,17,3,20,26,50,27,3,41,0,2,1,8,22,14,26,63,3,20,31
2021,12,100,11,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
