년도,월,나이,강원도 강릉시,강원도 강릉시 주문진읍,강원도 강릉시 성산면,강원도 강릉시 왕산면,강원도 강릉시 구정면,강원도 강릉시 강동면,강원도 강릉시 옥계면,강원도 강릉시 사천면,강원도 강릉시 연곡면,강원도 강릉시 홍제동,강원도 강릉시 중앙동,강원도 강릉시 옥천동,강원도 강릉시 교1동,강원도 강릉시 교2동,강원도 강릉시 포남1동,강원도 강릉시 포남2동,강원도 강릉시 초당동,강원도 강릉시 송정동,강원도 강릉시 내곡동,강원도 강릉시 강남동,강원도 강릉시 성덕동,강원도 강릉시 경포동
2021,8,50,"18,477","1,526",336,171,375,419,367,440,548,"1,247",403,327,"2,239",704,970,"1,189",440,771,"1,257","1,616","2,288",844
2021,8,60,"16,828","1,686",407,261,506,506,461,530,679,935,436,326,"1,548",697,901,"1,088",368,697,"1,072","1,432","1,670",622
2021,8,70,"8,759",964,218,138,233,295,248,256,365,483,272,262,771,371,504,510,158,269,486,899,732,325
2021,8,80,"3,689",422,98,61,104,121,96,126,143,179,115,116,379,155,211,179,80,124,179,403,300,98
2021,8,90,330,47,8,5,13,16,11,9,11,21,20,3,23,9,16,12,7,12,18,32,26,11
2021,8,100,13,2,0,0,2,1,0,0,2,0,1,0,0,0,1,1,0,0,0,1,1,1
2021,9,총,"105,761","8,106","1,741",846,"2,132","2,256","1,794","2,385","3,208","7,385","2,306","1,761","12,590","3,863","5,141","6,338","2,320","4,865","8,225","8,950","13,941","5,608"
2021,9,0,"6,698",329,67,22,113,53,49,98,158,664,79,48,842,185,220,273,126,433,687,456,"1,234",562
2021,9,10,"9,760",543,101,13,146,108,88,136,233,740,134,89,"1,508",318,387,593,198,517,780,820,"1,778",530
2021,9,20,"13,601",823,171,51,192,272,168,237,279,879,274,192,"1,901",464,668,876,324,598,"1,327","1,137","1,850",918
2021,9,30,"11,241",660,115,57,166,180,128,219,294,"1,008",248,152,"1,320",442,495,684,292,634,"1,033",831,"1,591",692
2021,9,40,"16,210","1,081",216,61,281,280,180,322,502,"1,228",321,237,"2,051",520,757,927,324,801,"1,372","1,328","2,451",970
2021,9,50,"18,549","1,544",341,173,375,422,366,444,546,"1,250",407,330,"2,244",703,972,"1,186",438,776,"1,257","1,618","2,292",865
2021,9,60,"16,903","1,695",404,264,505,511,461,537,679,934,438,328,"1,553",694,909,"1,094",374,695,"1,083","1,431","1,685",629
2021,9,70,"8,743",962,220,139,234,292,245,259,365,479,267,264,770,377,504,508,155,273,488,886,726,330
2021,9,80,"3,710",421,98,61,104,121,98,124,139,181,117,118,377,150,211,184,82,127,180,410,307,100
2021,9,90,333,46,8,5,14,16,11,9,11,22,20,3,24,10,17,12,7,11,18,32,26,11
2021,9,100,13,2,0,0,2,1,0,0,2,0,1,0,0,0,1,1,0,0,0,1,1,1
2021,10,총,"105,783","8,112","1,745",842,"2,139","2,238","1,797","2,405","3,207","7,384","2,296","1,749","12,622","3,850","5,136","6,332","2,329","4,870","8,229","8,931","13,909","5,661"
2021,10,0,"6,664",333,67,22,114,52,49,99,154,658,78,48,850,185,216,272,125,430,679,451,"1,217",565
2021,10,10,"9,749",537,103,12,148,107,87,139,229,741,131,89,"1,505",316,387,594,207,515,786,816,"1,768",532
2021,10,20,"13,613",822,173,51,196,269,172,246,279,891,274,189,"1,901",465,677,874,319,600,"1,320","1,126","1,840",929
2021,10,30,"11,236",657,118,58,165,180,127,218,294,"1,009",242,150,"1,335",437,489,684,299,639,"1,022",831,"1,583",699
2021,10,40,"16,184","1,085",214,59,277,279,175,324,499,"1,224",320,239,"2,052",516,753,925,327,788,"1,391","1,315","2,441",981
2021,10,50,"18,543","1,536",338,171,379,419,363,449,545,"1,244",403,327,"2,251",702,972,"1,180",435,785,"1,251","1,624","2,302",867
2021,10,60,"16,981","1,706",402,264,511,505,468,539,685,938,443,329,"1,558",695,905,"1,097",374,698,"1,084","1,440","1,699",641
2021,10,70,"8,737",965,223,139,230,288,246,260,366,474,267,256,770,371,508,509,154,274,495,884,725,333
2021,10,80,"3,728",422,99,61,102,124,99,121,143,183,116,119,375,152,212,184,82,130,184,411,306,103
2021,10,90,336,47,8,5,15,15,11,10,11,22,21,3,25,11,16,12,7,11,17,31,27,11
2021,10,100,12,2,0,0,2,0,0,0,2,0,1,0,0,0,1,1,0,0,0,2,1,0
2021,11,총,"105,749","8,133","1,753",846,"2,144","2,246","1,799","2,406","3,177","7,386","2,291","1,744","12,618","3,832","5,138","6,320","2,320","4,853","8,220","8,907","13,916","5,700"
2021,11,0,"6,641",336,71,22,114,54,47,99,148,658,77,48,847,182,219,269,124,427,681,447,"1,205",566
2021,11,10,"9,731",529,105,10,146,103,89,135,228,735,130,86,"1,503",316,386,596,205,511,785,811,"1,786",536
2021,11,20,"13,554",827,171,53,200,268,169,250,273,886,272,187,"1,888",461,678,867,316,603,"1,302","1,122","1,834",927
2021,11,30,"11,238",649,118,60,164,183,128,212,290,"1,008",239,152,"1,338",436,486,685,300,635,"1,021",834,"1,582",718
2021,11,40,"16,160","1,086",215,57,277,285,175,329,487,"1,229",318,234,"2,054",506,753,919,321,784,"1,400","1,300","2,446",985
2021,11,50,"18,567","1,551",341,171,385,414,365,448,545,"1,243",405,327,"2,253",705,973,"1,172",437,784,"1,247","1,633","2,296",872
2021,11,60,"17,034","1,710",401,267,506,511,472,539,684,948,444,337,"1,566",688,904,"1,106",375,698,"1,088","1,439","1,707",644
2021,11,70,"8,717",966,223,138,232,286,244,260,367,473,267,251,764,376,506,506,154,272,497,874,725,336
2021,11,80,"3,761",431,100,63,103,128,99,124,143,183,117,118,380,152,214,186,81,128,182,416,308,105
2021,11,90,335,47,8,5,15,14,11,10,10,23,21,4,25,10,18,13,7,11,17,29,26,11
2021,11,100,11,1,0,0,2,0,0,0,2,0,1,0,0,0,1,1,0,0,0,2,1,0
2021,12,총,"105,667","8,122","1,748",843,"2,153","2,246","1,798","2,412","3,181","7,387","2,299","1,735","12,620","3,841","5,149","6,283","2,323","4,827","8,177","8,897","13,900","5,726"
2021,12,0,"6,617",330,72,22,115,53,46,101,146,663,78,47,847,179,218,264,122,430,671,447,"1,193",573
2021,12,10,"9,692",525,106,10,145,97,88,133,223,728,134,86,"1,500",312,392,593,201,508,777,815,"1,782",537
2021,12,20,"13,449",821,164,52,200,268,167,250,268,876,267,184,"1,898",468,679,854,316,590,"1,267","1,110","1,831",919
2021,12,30,"11,218",641,113,58,163,184,128,217,296,"1,011",239,150,"1,339",434,490,684,304,619,"1,012",828,"1,587",721
2021,12,40,"16,190","1,087",218,57,282,276,178,326,491,"1,233",318,232,"2,052",506,755,915,326,792,"1,412","1,307","2,437",990
2021,12,50,"18,543","1,543",344,174,386,419,361,446,545,"1,241",409,332,"2,241",707,967,"1,162",435,779,"1,245","1,631","2,297",879
2021,12,60,"17,084","1,723",399,267,505,519,475,540,687,948,438,334,"1,576",697,910,"1,100",376,696,"1,086","1,436","1,718",654
2021,12,70,"8,746",971,224,132,235,285,245,261,370,478,274,248,765,375,506,509,153,275,509,872,727,332
2021,12,80,"3,785",434,99,67,104,131,99,129,143,186,120,118,377,153,214,187,84,127,181,421,302,109
2021,12,90,333,46,9,4,16,14,11,9,10,23,21,4,25,10,17,14,6,11,17,28,26,12
2021,12,100,10,1,0,0,2,0,0,0,2,0,1,0,0,0,1,1,0,0,0,2,0,0
