년도,월,나이,충청남도 서산시,충청남도 서산시 대산읍,충청남도 서산시 인지면,충청남도 서산시 부석면,충청남도 서산시 팔봉면,충청남도 서산시 지곡면,충청남도 서산시 성연면,충청남도 서산시 음암면,충청남도 서산시 운산면,충청남도 서산시 해미면,충청남도 서산시 고북면,충청남도 서산시 부춘동,충청남도 서산시 동문1동,충청남도 서산시 동문2동,충청남도 서산시 수석동,충청남도 서산시 석남동
2021,11,10,"9,070",518,370,107,55,393,643,395,137,235,218,"1,027","1,318",480,928,"2,246"
2021,11,20,"11,304","1,204",365,169,90,415,874,500,147,413,384,"1,486","1,236",588,"1,136","2,297"
2021,11,30,"12,076",964,307,163,88,568,"2,013",431,138,278,279,"1,499","1,087",453,"1,071","2,737"
2021,11,40,"14,836","1,192",553,295,165,715,"1,359",709,307,490,479,"1,614","1,656",731,"1,385","3,186"
2021,11,50,"15,450","1,821",735,454,327,764,852,913,451,713,434,"1,677","1,671",788,"1,326","2,524"
2021,11,60,"11,912","1,167",587,671,456,680,553,828,577,752,537,"1,075","1,067",647,930,"1,385"
2021,11,70,"6,643",473,362,489,334,384,235,503,473,539,394,509,554,316,463,615
2021,11,80,"2,982",190,187,269,142,165,99,258,227,212,220,220,237,133,166,257
2021,11,90,272,28,15,18,8,16,9,21,18,23,21,14,22,16,19,24
2021,11,100,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021,12,총,"92,122","7,864","3,715","2,680","1,701","4,392","8,099","4,797","2,542","3,760","3,129","9,956","9,693","4,425","8,075","17,294"
2021,12,0,"7,505",352,233,47,35,271,"1,458",228,61,116,170,836,839,266,622,"1,971"
2021,12,10,"9,080",516,370,104,57,394,652,395,133,234,219,"1,015","1,323",478,929,"2,261"
2021,12,20,"11,297","1,200",364,171,88,418,860,497,146,405,386,"1,493","1,232",591,"1,147","2,299"
2021,12,30,"12,055",962,300,160,88,570,"2,007",430,138,273,284,"1,494","1,077",453,"1,078","2,741"
2021,12,40,"14,839","1,175",556,298,162,707,"1,377",719,308,483,470,"1,613","1,655",726,"1,393","3,197"
2021,12,50,"15,480","1,800",731,451,329,774,852,917,457,717,435,"1,685","1,675",794,"1,324","2,539"
2021,12,60,"11,936","1,163",595,672,458,688,552,830,575,755,532,"1,078","1,070",641,935,"1,392"
2021,12,70,"6,640",474,360,486,332,388,231,499,467,540,394,509,560,325,465,610
2021,12,80,"3,018",194,192,273,144,166,101,262,238,213,217,219,241,135,163,260
2021,12,90,269,28,14,18,8,16,9,19,18,24,22,14,21,15,19,24
2021,12,100,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
