년도,월,나이,군포시,군포1동,군포2동,산본1동,산본2동,금정동,재궁동,오금동,수리동,궁내동,대야동,광정동,송부동
2021,11,30,"37,186","4,703","5,705","2,175","3,402","2,336","3,044","3,635","2,078","2,122","1,088","3,177","3,721"
2021,11,40,"42,626","4,850","7,181","1,958","4,294","2,394","2,633","3,564","2,545","3,944","1,531","4,009","3,723"
2021,11,50,"47,529","6,513","7,883","2,927","4,683","3,384","3,088","3,461","2,893","3,638","1,773","4,421","2,865"
2021,11,60,"36,037","4,846","5,546","2,760","3,825","2,916","2,679","2,495","2,240","2,119","1,382","2,999","2,230"
2021,11,70,"15,124","1,906","2,048","1,364","1,392","1,101","1,279","1,112","1,193",907,650,"1,353",819
2021,11,80,"7,974",807,958,609,726,470,739,672,807,633,281,944,328
2021,11,90,"1,237",130,148,102,122,72,106,91,110,81,56,166,53
2021,11,100,47,6,6,6,2,2,5,1,1,3,4,9,2
2021,12,총,"268,535","33,573","43,789","15,734","26,686","17,228","18,513","21,395","16,263","20,554","9,518","24,718","20,564"
2021,12,0,"18,634","1,869","3,443",600,"2,018",730,"1,030","1,687",943,"1,669",617,"1,543","2,485"
2021,12,10,"25,451","2,547","4,867",775,"2,722","1,115","1,340","2,009","1,491","2,997",950,"2,609","2,029"
2021,12,20,"36,836","5,412","5,990","2,448","3,537","2,714","2,628","2,680","1,959","2,484","1,123","3,549","2,312"
2021,12,30,"37,102","4,689","5,692","2,200","3,397","2,335","3,014","3,621","2,092","2,084","1,113","3,160","3,705"
2021,12,40,"42,586","4,854","7,183","1,955","4,288","2,396","2,616","3,560","2,546","3,936","1,544","3,984","3,724"
2021,12,50,"47,483","6,526","7,877","2,912","4,678","3,372","3,090","3,463","2,876","3,627","1,786","4,401","2,875"
2021,12,60,"36,014","4,824","5,550","2,770","3,793","2,913","2,656","2,497","2,255","2,140","1,389","3,000","2,227"
2021,12,70,"15,118","1,907","2,071","1,353","1,397","1,107","1,280","1,107","1,178",901,651,"1,345",821
2021,12,80,"8,014",806,957,617,728,469,747,680,809,633,286,952,330
2021,12,90,"1,255",133,153,104,126,72,108,90,113,80,55,167,54
2021,12,100,42,6,6,0,2,5,4,1,1,3,4,8,2
