년도,월,나이,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2020,8,60,"75,174","41,451","1,417",861,"2,194",860,"1,262","1,599","2,145","1,876","3,822","2,220","5,645","1,717","2,245","2,749","1,793","1,667","2,069","3,340","1,970","33,723","2,339","2,225","1,877","2,731","2,091",962,"1,637","1,374","1,472","1,796","2,717","4,075","3,035","1,693","2,821",878,0
2020,8,70,"43,518","23,578",969,706,"1,553",709,816,"1,105","1,156",868,"2,133","1,562","2,855",940,"1,124","1,416","1,225","1,000","1,166","1,346",929,"19,940","1,979","1,520","1,366","1,720","1,330",666,"1,248",927,767,966,"1,328","1,819","1,607",966,"1,392",339,0
2020,8,80,"19,256","10,508",460,319,786,343,409,457,520,370,982,731,"1,266",391,412,730,488,342,527,579,396,"8,748",972,581,554,731,553,307,479,355,340,460,645,779,701,529,610,152,0
2020,8,90,"2,725","1,563",61,62,115,49,53,53,69,62,111,116,179,62,52,125,70,60,92,115,57,"1,162",123,74,53,86,79,40,49,43,48,65,80,135,105,64,85,33,0
2020,8,100,163,82,9,5,15,1,2,6,3,3,4,2,9,3,1,3,3,3,1,4,5,81,8,7,6,5,19,1,1,5,2,2,5,3,2,7,8,0,0
2020,9,총,"656,688","339,975","7,725","4,306","12,658","4,988","6,503","8,831","14,803","19,618","41,335","12,918","46,022","11,919","13,685","22,355","11,145","10,397","14,925","39,340","36,502","316,713","14,487","18,696","11,520","32,051","20,066","7,636","10,015","7,807","9,794","14,625","20,729","61,018","26,677","12,427","30,592","18,573",0
2020,9,0,"54,681","25,156",333,107,634,187,313,351,999,"1,448","3,380",616,"4,092",723,677,"1,580",640,547,"1,013","4,463","3,053","29,525",647,"1,488",574,"2,685","2,023",208,459,332,655,906,"1,571","8,123","2,183",862,"3,796","3,013",0
2020,9,10,"72,244","36,549",471,191,830,364,463,681,"1,314","2,667","5,082",858,"5,427","1,144","1,287","2,577",943,924,"1,582","5,000","4,744","35,695","1,096","2,413",775,"4,189","1,584",346,671,542,788,"1,304","2,613","8,678","3,167","1,024","3,135","3,370",0
2020,9,20,"92,650","49,394",943,394,"1,440",530,701,"1,026","2,356","3,176","6,359","1,380","5,870","1,728","2,092","3,119","1,447","1,519","2,103","6,183","7,028","43,256","1,743","2,379","1,576","4,657","3,226","2,204","1,546",860,"1,325","2,017","2,793","7,829","3,991","1,558","3,867","1,685",0
2020,9,30,"82,186","40,172",790,394,"1,364",432,582,768,"1,704","2,348","5,131","1,333","5,341","1,229","1,346","2,192","1,148","1,076","1,674","5,352","5,968","42,014","1,345","1,957","1,323","4,043","3,398",927,"1,045",758,"1,270","1,992","2,100","9,392","2,987","1,702","5,242","2,533",0
2020,9,40,"107,600","54,020",939,541,"1,715",697,824,"1,208","1,959","3,541","7,163","1,750","7,566","1,709","1,794","3,577","1,548","1,449","2,159","6,956","6,925","53,580","1,838","3,158","1,512","6,107","3,026",863,"1,288","1,133","1,465","2,506","3,244","11,781","4,213","1,857","5,181","4,408",0
2020,9,50,"105,799","57,090","1,323",724,"2,029",813,"1,074","1,562","2,566","3,234","7,055","2,332","7,645","2,279","2,647","4,260","1,845","1,801","2,524","5,948","5,429","48,709","2,407","2,855","1,892","5,050","2,722","1,108","1,599","1,479","1,669","2,589","3,625","8,332","4,642","2,149","4,450","2,141",0
2020,9,60,"75,617","41,714","1,418",861,"2,185",863,"1,269","1,609","2,149","1,883","3,882","2,235","5,735","1,719","2,249","2,766","1,785","1,668","2,086","3,381","1,971","33,903","2,329","2,246","1,880","2,747","2,101",957,"1,626","1,373","1,474","1,815","2,720","4,129","3,065","1,708","2,840",893,0
2020,9,70,"43,675","23,694",974,710,"1,554",710,816,"1,105","1,162",877,"2,166","1,562","2,883",932,"1,131","1,429","1,225","1,005","1,165","1,362",926,"19,981","1,975","1,534","1,373","1,736","1,334",674,"1,248",926,761,963,"1,331","1,832","1,608",964,"1,381",341,0
2020,9,80,"19,326","10,518",463,317,780,342,402,459,522,374,997,732,"1,268",388,410,732,489,344,528,574,397,"8,808",977,584,555,743,554,307,484,358,338,463,649,785,709,535,612,155,0
2020,9,90,"2,746","1,585",62,62,112,50,57,56,69,67,115,118,185,65,51,120,72,60,91,117,56,"1,161",122,74,54,89,79,41,48,41,47,68,78,134,110,62,80,34,0
2020,9,100,164,83,9,5,15,0,2,6,3,3,5,2,10,3,1,3,3,4,0,4,5,81,8,8,6,5,19,1,1,5,2,2,5,3,2,6,8,0,0
2020,10,총,"657,185","339,877","7,673","4,282","12,628","4,951","6,468","8,796","14,775","19,568","41,523","12,858","46,212","11,901","13,641","22,292","11,100","10,345","14,915","39,556","36,393","317,308","14,479","18,626","11,478","32,360","20,099","7,622","9,990","7,792","9,776","14,623","20,676","60,984","26,690","12,482","30,600","19,031",0
2020,10,0,"54,476","24,993",328,102,636,181,308,343,986,"1,434","3,395",597,"4,078",711,678,"1,573",626,540,"1,003","4,470","3,004","29,483",641,"1,476",562,"2,708","2,035",201,458,327,652,888,"1,552","8,083","2,165",866,"3,786","3,083",0
2020,10,10,"72,137","36,472",466,192,829,360,456,672,"1,318","2,652","5,094",856,"5,441","1,140","1,277","2,549",940,924,"1,563","5,022","4,721","35,665","1,097","2,391",757,"4,229","1,581",338,657,540,794,"1,282","2,598","8,677","3,152","1,026","3,114","3,432",0
2020,10,20,"92,787","49,431",930,392,"1,434",521,700,"1,017","2,349","3,173","6,406","1,374","5,918","1,726","2,071","3,119","1,442","1,517","2,116","6,205","7,021","43,356","1,727","2,373","1,566","4,701","3,220","2,218","1,537",856,"1,323","2,039","2,793","7,814","3,997","1,562","3,878","1,752",0
2020,10,30,"82,076","40,077",778,389,"1,348",437,579,775,"1,692","2,327","5,165","1,325","5,321","1,223","1,335","2,188","1,129","1,063","1,671","5,383","5,949","41,999","1,343","1,924","1,317","4,089","3,404",934,"1,045",758,"1,277","1,968","2,081","9,330","2,995","1,689","5,231","2,614",0
2020,10,40,"107,499","53,818",936,544,"1,715",681,809,"1,201","1,954","3,521","7,157","1,728","7,581","1,697","1,792","3,523","1,542","1,438","2,142","6,972","6,885","53,681","1,849","3,131","1,503","6,154","3,041",851,"1,281","1,124","1,438","2,510","3,221","11,800","4,206","1,874","5,195","4,503",0
2020,10,50,"105,953","57,117","1,305",697,"2,026",809,"1,066","1,551","2,562","3,238","7,076","2,322","7,696","2,264","2,623","4,261","1,840","1,801","2,527","6,006","5,447","48,836","2,399","2,857","1,889","5,094","2,715","1,102","1,592","1,479","1,669","2,593","3,627","8,369","4,644","2,151","4,461","2,195",0
2020,10,60,"76,068","41,949","1,422",876,"2,176",860,"1,270","1,617","2,145","1,890","3,934","2,238","5,799","1,735","2,262","2,787","1,796","1,653","2,100","3,413","1,976","34,119","2,327","2,259","1,896","2,787","2,122",957,"1,626","1,371","1,475","1,831","2,726","4,157","3,087","1,733","2,851",914,0
2020,10,70,"43,830","23,790",975,709,"1,560",711,820,"1,105","1,165",877,"2,170","1,569","2,907",942,"1,133","1,439","1,223","1,000","1,169","1,386",930,"20,040","1,979","1,542","1,365","1,756","1,323",671,"1,254",930,758,974,"1,346","1,829","1,617",965,"1,385",346,0
2020,10,80,"19,426","10,560",461,315,779,339,401,457,534,384,"1,005",730,"1,276",394,416,727,489,344,536,574,399,"8,866",985,589,562,745,559,309,491,360,338,466,648,784,714,545,612,159,0
2020,10,90,"2,770","1,587",63,61,110,52,57,52,67,69,116,117,185,66,53,123,70,61,88,121,56,"1,183",123,76,55,92,80,40,48,42,51,70,79,138,111,65,80,33,0
2020,10,100,163,83,9,5,15,0,2,6,3,3,5,2,10,3,1,3,3,4,0,4,5,80,9,8,6,5,19,1,1,5,1,2,5,3,2,6,7,0,0
2020,11,총,"657,745","339,973","7,639","4,266","12,571","4,950","6,451","8,783","14,756","19,589","41,545","12,883","46,341","11,860","13,570","22,356","11,102","10,319","14,876","39,658","36,458","317,772","14,424","18,621","11,465","32,446","20,151","7,651","9,999","7,734","9,778","14,560","20,679","61,069","26,711","12,497","30,656","19,331",0
2020,11,0,"54,320","24,902",321,102,627,182,303,343,975,"1,420","3,385",593,"4,075",699,683,"1,579",619,541,989,"4,462","3,004","29,418",636,"1,478",563,"2,697","2,015",206,455,314,658,865,"1,547","8,049","2,169",855,"3,797","3,114",0
2020,11,10,"72,022","36,392",469,186,825,354,454,668,"1,312","2,652","5,076",850,"5,430","1,137","1,266","2,545",948,919,"1,559","5,034","4,708","35,630","1,096","2,391",759,"4,218","1,582",335,661,522,786,"1,269","2,593","8,667","3,128","1,015","3,120","3,488",0
2020,11,20,"92,977","49,495",927,385,"1,422",523,693,"1,020","2,349","3,197","6,419","1,381","5,948","1,724","2,046","3,136","1,430","1,493","2,122","6,226","7,054","43,482","1,717","2,364","1,562","4,708","3,273","2,236","1,548",845,"1,331","2,051","2,781","7,843","4,006","1,564","3,858","1,795",0
2020,11,30,"82,061","40,089",776,384,"1,342",442,575,777,"1,689","2,328","5,203","1,329","5,333","1,210","1,320","2,189","1,125","1,071","1,653","5,386","5,957","41,972","1,327","1,919","1,318","4,069","3,408",944,"1,037",752,"1,273","1,950","2,069","9,307","2,992","1,695","5,244","2,668",0
2020,11,40,"107,441","53,699",933,544,"1,707",672,807,"1,190","1,944","3,516","7,160","1,722","7,579","1,685","1,770","3,525","1,539","1,428","2,127","6,983","6,868","53,742","1,840","3,135","1,493","6,172","3,035",845,"1,286","1,112","1,438","2,480","3,214","11,828","4,201","1,876","5,211","4,576",0
2020,11,50,"105,972","57,074","1,291",694,"2,015",810,"1,068","1,541","2,546","3,230","7,052","2,323","7,721","2,245","2,616","4,282","1,838","1,789","2,525","6,025","5,463","48,898","2,375","2,846","1,884","5,133","2,721","1,100","1,595","1,476","1,661","2,586","3,630","8,377","4,667","2,149","4,469","2,229",0
2020,11,60,"76,541","42,227","1,414",877,"2,178",861,"1,269","1,622","2,165","1,912","3,952","2,248","5,854","1,757","2,271","2,794","1,817","1,670","2,109","3,449","2,008","34,314","2,329","2,276","1,898","2,826","2,128",961,"1,619","1,368","1,469","1,854","2,750","4,220","3,090","1,752","2,856",918,0
2020,11,70,"43,981","23,830",982,713,"1,558",709,823,"1,110","1,164",874,"2,171","1,583","2,923",938,"1,133","1,441","1,218",999,"1,167","1,397",927,"20,151","1,978","1,542","1,369","1,776","1,324",674,"1,260",938,770,965,"1,358","1,850","1,632",969,"1,398",348,0
2020,11,80,"19,498","10,607",458,315,773,346,400,454,542,389,"1,009",735,"1,287",393,413,736,494,347,537,572,407,"8,891",993,586,560,748,562,306,490,360,342,466,649,788,712,549,618,162,0
2020,11,90,"2,769","1,576",59,61,109,51,57,52,67,68,113,117,182,69,51,126,71,59,87,121,56,"1,193",124,76,53,94,84,43,47,42,49,72,83,137,111,67,78,33,0
2020,11,100,163,82,9,5,15,0,2,6,3,3,5,2,9,3,1,3,3,3,1,3,6,81,9,8,6,5,19,1,1,5,1,2,5,3,3,6,7,0,0
2020,12,총,"657,432","339,718","7,597","4,243","12,535","4,914","6,446","8,765","14,675","19,608","41,431","12,903","46,396","11,783","13,529","22,337","11,089","10,295","14,850","39,796","36,526","317,714","14,373","18,551","11,459","32,411","20,230","7,654","9,982","7,691","9,743","14,573","20,644","60,980","26,746","12,524","30,597","19,556",0
2020,12,0,"54,217","24,846",322,96,622,184,305,345,964,"1,418","3,368",582,"4,075",687,681,"1,567",627,541,985,"4,482","2,995","29,371",633,"1,477",559,"2,690","2,018",210,444,307,659,843,"1,545","8,020","2,165",851,"3,806","3,144",0
2020,12,10,"71,736","36,192",452,186,815,355,455,658,"1,304","2,657","5,052",846,"5,417","1,126","1,248","2,526",943,904,"1,542","5,031","4,675","35,544","1,108","2,360",752,"4,188","1,594",330,653,511,782,"1,274","2,569","8,657","3,135",997,"3,096","3,538",0
2020,12,20,"92,971","49,504",926,387,"1,435",510,689,"1,009","2,327","3,202","6,416","1,376","5,941","1,714","2,033","3,119","1,433","1,494","2,106","6,254","7,133","43,467","1,706","2,337","1,566","4,704","3,292","2,261","1,561",847,"1,323","2,049","2,759","7,823","4,009","1,580","3,842","1,808",0
2020,12,30,"81,910","39,993",768,387,"1,318",445,573,781,"1,668","2,336","5,193","1,334","5,318","1,197","1,310","2,189","1,113","1,062","1,645","5,392","5,964","41,917","1,316","1,921","1,318","4,076","3,425",934,"1,019",740,"1,274","1,957","2,039","9,244","2,999","1,712","5,247","2,696",0
2020,12,40,"107,117","53,471",915,537,"1,708",664,804,"1,184","1,921","3,494","7,093","1,720","7,582","1,649","1,744","3,513","1,554","1,420","2,126","6,999","6,844","53,646","1,829","3,117","1,484","6,148","3,028",854,"1,281","1,110","1,435","2,467","3,213","11,811","4,194","1,867","5,175","4,633",0
2020,12,50,"105,997","57,050","1,284",681,"1,995",804,"1,058","1,541","2,537","3,240","7,038","2,318","7,715","2,252","2,619","4,284","1,814","1,792","2,531","6,061","5,486","48,947","2,352","2,859","1,887","5,161","2,724","1,090","1,592","1,459","1,652","2,587","3,629","8,398","4,658","2,162","4,472","2,265",0
2020,12,60,"76,853","42,407","1,418",879,"2,185",855,"1,273","1,624","2,174","1,926","3,966","2,263","5,905","1,754","2,284","2,820","1,820","1,664","2,116","3,461","2,020","34,446","2,342","2,259","1,897","2,817","2,149",960,"1,617","1,374","1,462","1,878","2,788","4,242","3,114","1,763","2,857",927,0
2020,12,70,"44,098","23,936",985,712,"1,563",700,835,"1,111","1,172",879,"2,165","1,602","2,950",934,"1,136","1,452","1,215","1,008","1,171","1,416",930,"20,162","1,962","1,551","1,370","1,778","1,333",667,"1,275",934,768,971,"1,348","1,848","1,637",967,"1,400",353,0
2020,12,80,"19,593","10,652",459,312,772,345,393,452,539,386,"1,016",744,"1,300",399,422,734,496,352,539,578,414,"8,941",995,589,566,748,565,304,493,361,340,473,666,794,721,551,617,158,0
2020,12,90,"2,779","1,585",59,61,107,52,59,54,66,67,120,116,184,67,51,130,71,55,88,119,59,"1,194",121,73,54,97,83,43,46,43,47,72,84,140,111,68,78,34,0
2020,12,100,161,82,9,5,15,0,2,6,3,3,4,2,9,4,1,3,3,3,1,3,6,79,9,8,6,4,19,1,1,5,1,2,4,3,3,6,7,0,0
2021,1,총,"657,661","339,406","7,576","4,227","12,523","4,925","6,412","8,772","14,675","19,614","41,400","12,898","46,385","11,689","13,498","22,320","11,058","10,290","14,838","39,760","36,546","318,255","14,360","18,534","11,422","32,315","20,267","7,661","9,959","7,709","9,727","14,565","20,577","61,576","26,710","12,578","30,600","19,695",0
2021,1,0,"53,808","24,573",320,95,622,177,300,345,940,"1,410","3,328",579,"4,023",677,666,"1,548",622,530,977,"4,449","2,965","29,235",633,"1,460",554,"2,657","2,020",207,424,301,648,837,"1,522","8,067","2,119",854,"3,794","3,138",0
2021,1,10,"71,627","36,056",450,183,803,352,447,656,"1,308","2,655","5,035",845,"5,403","1,105","1,238","2,503",942,904,"1,537","5,034","4,656","35,571","1,102","2,360",745,"4,142","1,597",323,659,505,788,"1,267","2,554","8,720","3,151","1,003","3,089","3,566",0
2021,1,20,"92,972","49,474",922,387,"1,444",526,678,"1,020","2,330","3,199","6,429","1,376","5,915","1,686","2,027","3,119","1,419","1,481","2,091","6,251","7,174","43,498","1,695","2,339","1,568","4,710","3,297","2,268","1,551",841,"1,308","2,040","2,772","7,885","3,995","1,587","3,809","1,833",0
2021,1,30,"81,874","39,883",761,377,"1,325",440,566,777,"1,674","2,347","5,176","1,321","5,312","1,195","1,297","2,186","1,113","1,058","1,650","5,360","5,948","41,991","1,309","1,909","1,316","4,048","3,425",931,"1,016",753,"1,275","1,955","2,011","9,338","2,981","1,736","5,264","2,724",0
2021,1,40,"106,862","53,230",908,531,"1,684",657,789,"1,180","1,927","3,479","7,052","1,722","7,578","1,623","1,737","3,487","1,528","1,414","2,117","6,964","6,853","53,632","1,827","3,131","1,471","6,108","3,049",859,"1,272","1,118","1,430","2,447","3,170","11,905","4,162","1,868","5,155","4,660",0
2021,1,50,"106,210","57,136","1,283",675,"1,996",812,"1,060","1,536","2,536","3,242","7,062","2,304","7,723","2,239","2,627","4,297","1,816","1,806","2,520","6,090","5,512","49,074","2,340","2,846","1,864","5,161","2,735","1,086","1,597","1,454","1,646","2,606","3,607","8,510","4,688","2,159","4,493","2,282",0
2021,1,60,"77,369","42,655","1,420",886,"2,184",856,"1,281","1,634","2,175","1,939","4,003","2,280","5,952","1,765","2,290","2,851","1,821","1,668","2,125","3,489","2,036","34,714","2,350","2,253","1,899","2,851","2,146",970,"1,616","1,386","1,471","1,883","2,829","4,332","3,131","1,770","2,874",953,0
2021,1,70,"44,310","24,049",985,711,"1,576",703,833,"1,109","1,174",880,"2,176","1,608","2,983",928,"1,139","1,458","1,226","1,021","1,185","1,423",931,"20,261","1,972","1,557","1,374","1,774","1,328",669,"1,283",936,770,979,"1,352","1,873","1,648",978,"1,417",351,0
2021,1,80,"19,671","10,682",458,317,766,350,396,453,543,393,"1,018",745,"1,305",399,423,733,499,349,550,577,408,"8,989","1,005",596,570,759,566,304,494,368,343,475,668,799,722,548,618,154,0
2021,1,90,"2,800","1,589",60,61,108,52,60,56,65,67,117,116,182,68,53,136,69,56,85,121,57,"1,211",118,75,55,101,85,43,46,42,47,74,88,144,110,69,80,34,0
2021,1,100,158,79,9,4,15,0,2,6,3,3,4,2,9,4,1,2,3,3,1,2,6,79,9,8,6,4,19,1,1,5,1,2,4,3,3,6,7,0,0
2021,2,총,"657,998","339,227","7,556","4,225","12,476","4,910","6,389","8,741","14,639","19,613","41,437","12,904","46,305","11,668","13,530","22,271","11,039","10,317","14,846","39,732","36,629","318,771","14,344","18,490","11,396","32,318","20,302","7,713","9,944","7,712","9,826","14,513","20,476","62,035","26,656","12,583","30,620","19,843",0
2021,2,0,"53,634","24,439",318,96,616,175,301,334,933,"1,412","3,320",573,"3,984",678,672,"1,533",617,533,980,"4,420","2,944","29,195",626,"1,458",550,"2,626","2,017",204,420,299,645,819,"1,495","8,135","2,098",855,"3,809","3,139",0
2021,2,10,"71,519","35,962",452,176,800,352,441,648,"1,308","2,635","5,030",845,"5,381","1,091","1,243","2,488",935,902,"1,539","5,052","4,644","35,557","1,109","2,340",743,"4,132","1,594",327,656,491,798,"1,250","2,520","8,791","3,158","1,003","3,054","3,591",0
2021,2,20,"92,825","49,301",911,388,"1,429",517,673,"1,019","2,310","3,199","6,413","1,371","5,889","1,668","2,003","3,112","1,411","1,485","2,074","6,194","7,235","43,524","1,688","2,348","1,555","4,731","3,318","2,308","1,552",860,"1,323","2,020","2,754","7,880","3,960","1,567","3,801","1,859",0
2021,2,30,"81,735","39,736",763,379,"1,320",436,561,760,"1,677","2,333","5,181","1,325","5,261","1,201","1,318","2,179","1,096","1,062","1,638","5,307","5,939","41,999","1,305","1,879","1,315","4,024","3,423",940,"1,005",762,"1,302","1,950","2,011","9,390","2,961","1,745","5,250","2,737",0
2021,2,40,"106,958","53,225",905,524,"1,680",661,791,"1,176","1,910","3,483","7,070","1,719","7,545","1,625","1,743","3,461","1,524","1,417","2,124","7,001","6,866","53,733","1,816","3,130","1,470","6,120","3,044",852,"1,259","1,105","1,460","2,428","3,135","12,028","4,149","1,855","5,178","4,704",0
2021,2,50,"106,419","57,222","1,269",675,"1,994",801,"1,057","1,534","2,523","3,244","7,088","2,305","7,756","2,228","2,624","4,309","1,824","1,814","2,521","6,116","5,540","49,197","2,329","2,839","1,856","5,172","2,741","1,086","1,597","1,447","1,646","2,616","3,617","8,586","4,676","2,174","4,507","2,308",0
2021,2,60,"77,735","42,816","1,417",891,"2,174",862,"1,272","1,650","2,178","1,949","4,012","2,295","5,986","1,773","2,298","2,852","1,827","1,676","2,144","3,513","2,047","34,919","2,360","2,255","1,895","2,865","2,158",979,"1,631","1,395","1,478","1,889","2,834","4,396","3,160","1,770","2,895",959,0
2021,2,70,"44,403","24,116",987,710,"1,573",712,835,"1,104","1,180",887,"2,184","1,607","2,994",930,"1,146","1,463","1,231","1,019","1,189","1,426",939,"20,287","1,974","1,564","1,377","1,768","1,329",669,"1,272",938,781,978,"1,353","1,877","1,657",983,"1,415",352,0
2021,2,80,"19,780","10,727",463,321,768,344,396,454,551,400,"1,019",744,"1,316",401,427,734,501,352,546,579,411,"9,053","1,008",594,573,771,573,303,504,364,342,488,667,804,723,556,623,160,0
2021,2,90,"2,831","1,603",62,61,107,50,60,56,66,68,116,118,185,68,55,138,70,54,89,122,58,"1,228",120,76,56,105,86,44,46,46,50,73,86,145,111,69,81,34,0
2021,2,100,159,80,9,4,15,0,2,6,3,3,4,2,8,5,1,2,3,3,2,2,6,79,9,7,6,4,19,1,2,5,1,2,4,3,3,6,7,0,0
2021,3,총,"657,064","338,363","7,525","4,139","12,382","4,852","6,360","8,681","14,613","19,623","41,345","12,892","46,230","11,649","13,493","22,165","10,991","10,220","14,830","39,707","36,666","318,701","14,257","18,484","11,341","32,137","20,388","7,685","9,900","7,640","10,059","14,560","20,347","62,272","26,529","12,555","30,611","19,936",0
2021,3,0,"53,371","24,291",318,93,617,170,301,326,927,"1,406","3,299",569,"3,964",683,676,"1,516",611,525,965,"4,390","2,935","29,080",620,"1,466",546,"2,571","2,021",206,417,301,658,839,"1,468","8,143","2,065",848,"3,774","3,137",0
2021,3,10,"71,208","35,725",454,176,804,348,437,637,"1,297","2,625","4,995",845,"5,338","1,082","1,230","2,449",936,890,"1,537","5,034","4,611","35,483","1,093","2,344",736,"4,094","1,597",336,644,487,814,"1,238","2,505","8,790","3,131","1,007","3,067","3,600",0
2021,3,20,"92,850","49,240",895,383,"1,426",509,666,"1,014","2,301","3,198","6,407","1,369","5,881","1,671","1,992","3,104","1,397","1,472","2,068","6,194","7,293","43,610","1,706","2,347","1,547","4,706","3,365","2,298","1,550",864,"1,372","2,036","2,725","7,922","3,931","1,557","3,810","1,874",0
2021,3,30,"81,538","39,603",764,361,"1,314",428,563,754,"1,679","2,341","5,185","1,306","5,237","1,200","1,306","2,149","1,083","1,039","1,645","5,302","5,947","41,935","1,292","1,880","1,313","3,978","3,445",938,992,753,"1,352","1,949","1,978","9,396","2,955","1,747","5,217","2,750",0
2021,3,40,"106,584","52,918",901,508,"1,677",648,784,"1,164","1,903","3,467","7,028","1,721","7,494","1,620","1,727","3,415","1,521","1,412","2,109","6,997","6,822","53,666","1,787","3,120","1,454","6,092","3,063",846,"1,237","1,093","1,489","2,427","3,111","12,074","4,117","1,844","5,193","4,719",0
2021,3,50,"106,291","57,070","1,253",663,"1,963",793,"1,046","1,514","2,509","3,249","7,093","2,289","7,759","2,210","2,605","4,315","1,817","1,802","2,514","6,103","5,573","49,221","2,301","2,832","1,854","5,160","2,737","1,079","1,596","1,429","1,692","2,606","3,596","8,645","4,665","2,178","4,530","2,321",0
2021,3,60,"78,134","42,988","1,417",880,"2,143",861,"1,274","1,656","2,179","1,967","4,015","2,310","6,044","1,776","2,317","2,884","1,814","1,658","2,159","3,562","2,072","35,146","2,360","2,249","1,882","2,893","2,173",978,"1,634","1,382","1,499","1,918","2,849","4,483","3,175","1,771","2,916",984,0
2021,3,70,"44,315","24,108",983,697,"1,565",704,831,"1,104","1,196",893,"2,181","1,619","3,004",932,"1,152","1,454","1,238","1,014","1,185","1,423",933,"20,207","1,959","1,567","1,368","1,762","1,326",655,"1,269",922,783,990,"1,347","1,865","1,660",979,"1,396",359,0
2021,3,80,"19,868","10,753",468,321,762,343,397,452,549,404,"1,018",744,"1,321",406,431,733,502,356,554,575,417,"9,115","1,021",603,580,776,576,307,513,363,346,487,678,812,725,552,618,158,0
2021,3,90,"2,818","1,614",63,57,107,48,59,56,70,70,122,118,182,66,56,145,70,51,92,125,57,"1,204",115,73,58,102,82,42,46,45,53,68,87,139,102,72,86,34,0
2021,3,100,87,53,9,0,4,0,2,4,3,3,2,2,6,3,1,1,2,1,2,2,6,34,3,3,3,3,3,0,2,1,1,2,3,3,3,0,4,0,0
2021,4,총,"656,755","338,010","7,530","4,111","12,322","4,832","6,358","8,660","14,595","19,619","41,333","12,913","46,222","11,652","13,449","22,112","10,953","10,200","14,779","39,653","36,717","318,745","14,216","18,484","11,327","32,096","20,468","7,670","9,888","7,645","10,152","14,520","20,320","62,290","26,452","12,560","30,676","19,981",0
2021,4,0,"53,121","24,193",321,92,618,170,300,312,925,"1,394","3,306",571,"3,932",686,671,"1,511",603,515,958,"4,368","2,940","28,928",604,"1,462",543,"2,559","2,031",205,411,292,662,834,"1,459","8,096","2,031",853,"3,772","3,114",0
2021,4,10,"70,926","35,530",458,172,802,349,431,643,"1,291","2,626","4,947",831,"5,329","1,084","1,211","2,432",936,894,"1,510","5,010","4,574","35,396","1,086","2,347",725,"4,060","1,595",333,639,487,826,"1,223","2,483","8,793","3,111",997,"3,070","3,621",0
2021,4,20,"92,833","49,187",887,386,"1,423",505,666,"1,003","2,291","3,215","6,389","1,375","5,896","1,666","1,986","3,096","1,378","1,472","2,069","6,176","7,308","43,646","1,704","2,337","1,547","4,722","3,378","2,298","1,554",871,"1,380","2,040","2,717","7,923","3,925","1,547","3,815","1,888",0
2021,4,30,"81,467","39,589",761,352,"1,291",423,566,747,"1,685","2,318","5,235","1,308","5,207","1,207","1,315","2,135","1,082","1,040","1,627","5,286","6,004","41,878","1,286","1,874","1,317","3,966","3,481",930,993,745,"1,368","1,930","1,971","9,373","2,943","1,745","5,220","2,736",0
2021,4,40,"106,459","52,752",905,502,"1,667",643,788,"1,161","1,895","3,469","6,979","1,714","7,484","1,619","1,711","3,402","1,516","1,397","2,099","6,984","6,817","53,707","1,787","3,125","1,444","6,075","3,065",835,"1,232","1,101","1,506","2,427","3,116","12,095","4,096","1,846","5,213","4,744",0
2021,4,50,"106,224","57,048","1,252",660,"1,960",789,"1,048","1,511","2,511","3,256","7,095","2,300","7,758","2,201","2,580","4,316","1,803","1,801","2,507","6,115","5,585","49,176","2,280","2,831","1,852","5,150","2,743","1,082","1,582","1,423","1,703","2,605","3,581","8,629","4,664","2,172","4,540","2,339",0
2021,4,60,"78,480","43,135","1,420",876,"2,130",858,"1,262","1,657","2,182","1,976","4,055","2,316","6,094","1,782","2,324","2,889","1,825","1,663","2,168","3,583","2,075","35,345","2,377","2,263","1,883","2,905","2,190",989,"1,642","1,391","1,509","1,918","2,865","4,535","3,179","1,785","2,925",989,0
