년도,월,나이,중랑구,면목제2동,면목제4동,면목제5동,면목본동,면목제7동,면목제3.8동,상봉제1동,상봉제2동,중화제1동,중화제2동,묵제1동,묵제2동,망우본동,망우제3동,신내1동,신내2동
2021,5,70,"31,122","2,043","1,818",972,"2,762","1,924","2,255","1,576","1,361","1,574","2,217","2,590","1,529","2,613","1,456","2,803","1,629"
2021,5,80,"12,074",769,560,356,"1,016",675,832,684,477,555,892,"1,034",577,"1,016",566,"1,275",790
2021,5,90,"1,582",110,70,34,105,92,112,89,64,68,86,126,61,151,91,223,100
2021,5,100,77,4,4,1,2,1,4,2,11,1,7,13,3,8,2,10,4
2021,6,총,"389,972","24,350","19,191","14,693","34,053","22,045","25,206","24,531","20,237","19,987","25,075","34,899","19,078","30,145","16,672","38,974","20,836"
2021,6,0,"22,029","1,181","1,061","1,345","1,487","1,156","1,075","1,785",782,"1,214","1,015","2,260","1,005","1,456",747,"3,158","1,302"
2021,6,10,"25,952","1,557","1,198",889,"1,876","1,213","1,451","1,923",762,"1,310","1,160","3,057","1,191","1,832","1,118","3,746","1,669"
2021,6,20,"55,480","3,311","2,522","1,775","5,341","3,064","3,758","3,544","4,227","2,841","3,679","4,966","2,671","4,158","2,280","4,846","2,497"
2021,6,30,"57,050","3,215","2,718","2,667","5,265","3,343","3,528","3,613","4,301","3,149","3,649","4,797","3,001","4,063","2,030","4,838","2,873"
2021,6,40,"56,493","3,594","2,940","2,248","4,919","3,138","3,432","3,558","2,592","2,815","3,363","5,703","2,816","4,032","2,317","5,896","3,130"
2021,6,50,"68,222","4,803","3,324","2,456","6,248","3,837","4,612","4,272","3,110","3,284","4,799","5,526","3,208","5,577","3,242","6,434","3,490"
2021,6,60,"59,813","3,763","2,967","1,945","5,026","3,612","4,148","3,483","2,558","3,158","4,206","4,831","3,001","5,225","2,817","5,736","3,337"
2021,6,70,"31,123","2,049","1,817",972,"2,760","1,913","2,250","1,577","1,350","1,582","2,207","2,583","1,546","2,614","1,460","2,812","1,631"
2021,6,80,"12,146",762,570,360,"1,026",677,838,684,477,566,902,"1,038",572,"1,028",566,"1,278",802
2021,6,90,"1,587",111,70,35,103,91,110,90,67,67,88,125,64,152,93,220,101
2021,6,100,77,4,4,1,2,1,4,2,11,1,7,13,3,8,2,10,4
2021,7,총,"389,428","24,311","19,231","14,704","33,943","21,973","25,132","24,503","20,317","19,979","25,130","34,844","19,054","30,033","16,613","38,876","20,785"
2021,7,0,"21,951","1,190","1,055","1,356","1,478","1,140","1,071","1,785",779,"1,207","1,041","2,252","1,000","1,450",736,"3,123","1,288"
2021,7,10,"25,836","1,544","1,208",894,"1,843","1,202","1,433","1,911",761,"1,312","1,147","3,053","1,186","1,819","1,103","3,750","1,670"
2021,7,20,"55,309","3,292","2,516","1,775","5,329","3,044","3,751","3,528","4,261","2,844","3,681","4,943","2,661","4,115","2,270","4,820","2,479"
2021,7,30,"56,942","3,222","2,713","2,658","5,227","3,321","3,511","3,631","4,341","3,148","3,669","4,786","2,993","4,057","2,028","4,786","2,851"
2021,7,40,"56,286","3,586","2,945","2,251","4,887","3,125","3,410","3,528","2,608","2,798","3,374","5,682","2,802","3,996","2,289","5,887","3,118"
2021,7,50,"68,060","4,805","3,321","2,442","6,220","3,821","4,600","4,254","3,098","3,291","4,775","5,527","3,211","5,572","3,220","6,425","3,478"
2021,7,60,"59,980","3,751","2,999","1,956","5,070","3,621","4,146","3,504","2,548","3,157","4,228","4,834","2,994","5,226","2,836","5,747","3,363"
2021,7,70,"31,174","2,047","1,819",978,"2,747","1,913","2,251","1,579","1,368","1,589","2,206","2,582","1,562","2,613","1,466","2,828","1,626"
2021,7,80,"12,214",758,581,359,"1,037",695,844,689,477,566,912,"1,046",576,"1,022",568,"1,279",805
2021,7,90,"1,597",112,70,34,102,90,111,92,65,66,90,125,66,155,95,221,103
2021,7,100,79,4,4,1,3,1,4,2,11,1,7,14,3,8,2,10,4
2021,8,총,"388,911","24,247","19,172","14,719","33,873","21,871","25,081","24,400","20,357","19,869","25,116","34,761","18,971","30,675","16,506","38,602","20,691"
2021,8,0,"21,784","1,168","1,042","1,357","1,444","1,126","1,056","1,759",766,"1,176","1,037","2,231",991,"1,599",703,"3,065","1,264"
2021,8,10,"25,740","1,534","1,205",890,"1,844","1,195","1,417","1,897",750,"1,301","1,139","3,056","1,168","1,887","1,080","3,724","1,653"
2021,8,20,"55,124","3,273","2,498","1,781","5,317","3,011","3,742","3,496","4,300","2,815","3,672","4,905","2,659","4,159","2,253","4,779","2,464"
2021,8,30,"56,925","3,213","2,696","2,656","5,202","3,310","3,512","3,614","4,388","3,144","3,671","4,754","2,963","4,199","2,027","4,724","2,852"
2021,8,40,"56,115","3,549","2,940","2,263","4,870","3,105","3,391","3,499","2,594","2,779","3,380","5,656","2,792","4,140","2,259","5,830","3,068"
2021,8,50,"67,915","4,801","3,314","2,440","6,222","3,801","4,606","4,231","3,086","3,268","4,771","5,514","3,198","5,593","3,203","6,389","3,478"
2021,8,60,"60,159","3,782","2,994","1,957","5,075","3,616","4,136","3,536","2,549","3,155","4,255","4,860","3,003","5,272","2,847","5,751","3,371"
2021,8,70,"31,143","2,045","1,823",982,"2,743","1,920","2,253","1,583","1,357","1,589","2,175","2,589","1,539","2,629","1,460","2,831","1,625"
2021,8,80,"12,329",769,587,359,"1,047",694,850,690,489,577,922,"1,056",589,"1,034",579,"1,284",803
2021,8,90,"1,598",109,70,33,106,92,113,93,67,63,88,126,66,156,92,215,109
2021,8,100,79,4,3,1,3,1,5,2,11,2,6,14,3,7,3,10,4
2021,9,총,"388,554","24,171","19,136","14,753","33,769","21,804","24,957","24,281","20,363","19,793","25,077","34,677","18,944","31,236","16,453","38,524","20,616"
2021,9,0,"21,669","1,160","1,032","1,365","1,431","1,112","1,039","1,733",762,"1,168","1,036","2,193",992,"1,690",690,"3,031","1,235"
2021,9,10,"25,714","1,513","1,200",883,"1,842","1,185","1,401","1,894",756,"1,289","1,138","3,042","1,161","1,960","1,074","3,732","1,644"
2021,9,20,"54,857","3,243","2,483","1,770","5,289","2,996","3,708","3,463","4,271","2,794","3,652","4,906","2,659","4,182","2,223","4,753","2,465"
2021,9,30,"56,905","3,211","2,674","2,674","5,191","3,285","3,502","3,590","4,413","3,129","3,678","4,728","2,938","4,339","2,020","4,702","2,831"
2021,9,40,"55,995","3,527","2,939","2,271","4,853","3,079","3,373","3,504","2,585","2,770","3,355","5,611","2,780","4,243","2,244","5,816","3,045"
2021,9,50,"67,843","4,776","3,308","2,441","6,187","3,801","4,578","4,213","3,077","3,245","4,768","5,530","3,196","5,659","3,216","6,367","3,481"
2021,9,60,"60,365","3,800","3,013","1,965","5,064","3,632","4,143","3,532","2,570","3,166","4,258","4,873","3,010","5,322","2,854","5,784","3,379"
2021,9,70,"31,107","2,052","1,821",990,"2,743","1,921","2,237","1,568","1,346","1,588","2,166","2,592","1,546","2,617","1,464","2,837","1,619"
2021,9,80,"12,411",773,594,359,"1,060",699,859,688,505,578,930,"1,062",592,"1,056",576,"1,279",801
2021,9,90,"1,606",111,69,34,105,93,112,94,67,64,91,126,67,160,89,213,111
2021,9,100,82,5,3,1,4,1,5,2,11,2,5,14,3,8,3,10,5
2021,10,총,"388,218","24,106","19,148","14,760","33,625","21,795","24,933","24,214","20,379","19,745","25,032","34,608","18,904","31,441","16,381","38,558","20,589"
2021,10,0,"21,552","1,149","1,020","1,377","1,416","1,119","1,026","1,704",760,"1,151","1,021","2,172",991,"1,720",684,"3,006","1,236"
2021,10,10,"25,678","1,486","1,196",883,"1,836","1,182","1,397","1,888",756,"1,279","1,128","3,029","1,153","1,981","1,062","3,781","1,641"
2021,10,20,"54,531","3,229","2,474","1,760","5,221","2,980","3,669","3,439","4,264","2,784","3,649","4,875","2,645","4,189","2,196","4,704","2,453"
2021,10,30,"56,970","3,199","2,679","2,670","5,180","3,274","3,521","3,581","4,434","3,147","3,681","4,729","2,924","4,399","2,022","4,710","2,820"
2021,10,40,"55,899","3,512","2,948","2,283","4,817","3,075","3,373","3,488","2,586","2,725","3,334","5,585","2,775","4,267","2,228","5,850","3,053"
2021,10,50,"67,728","4,770","3,301","2,437","6,171","3,788","4,576","4,216","3,074","3,236","4,747","5,543","3,185","5,673","3,192","6,358","3,461"
2021,10,60,"60,530","3,811","3,025","1,970","5,067","3,646","4,152","3,546","2,586","3,173","4,281","4,876","3,016","5,345","2,864","5,789","3,383"
2021,10,70,"31,148","2,053","1,827",988,"2,740","1,928","2,244","1,558","1,333","1,599","2,163","2,584","1,552","2,640","1,464","2,849","1,626"
2021,10,80,"12,488",782,604,355,"1,065",708,859,698,508,585,932,"1,074",595,"1,059",575,"1,289",800
2021,10,90,"1,612",111,70,36,108,93,111,93,66,64,93,127,65,160,91,213,111
2021,10,100,82,4,4,1,4,2,5,3,12,2,3,14,3,8,3,9,5
2021,11,총,"387,667","24,032","19,085","14,792","33,525","21,770","24,842","24,150","20,413","19,695","24,946","34,505","18,807","31,713","16,344","38,534","20,514"
2021,11,0,"21,419","1,141","1,007","1,389","1,402","1,117","1,011","1,693",761,"1,140","1,006","2,148",965,"1,796",694,"2,949","1,200"
2021,11,10,"25,540","1,464","1,196",880,"1,807","1,172","1,389","1,865",751,"1,266","1,124","3,021","1,153","2,004","1,036","3,778","1,634"
2021,11,20,"54,312","3,209","2,458","1,761","5,203","2,972","3,652","3,412","4,247","2,770","3,625","4,846","2,645","4,192","2,180","4,711","2,429"
2021,11,30,"56,942","3,212","2,665","2,676","5,175","3,269","3,500","3,591","4,471","3,132","3,666","4,720","2,888","4,436","2,015","4,710","2,816"
2021,11,40,"55,755","3,489","2,945","2,293","4,778","3,064","3,358","3,471","2,587","2,720","3,313","5,548","2,757","4,328","2,224","5,842","3,038"
2021,11,50,"67,614","4,757","3,291","2,419","6,157","3,781","4,590","4,215","3,074","3,215","4,742","5,528","3,164","5,677","3,178","6,364","3,462"
2021,11,60,"60,625","3,806","3,022","1,985","5,077","3,652","4,128","3,541","2,592","3,188","4,283","4,882","3,018","5,392","2,868","5,815","3,376"
2021,11,70,"31,161","2,048","1,813",995,"2,744","1,941","2,228","1,565","1,332","1,610","2,154","2,594","1,549","2,653","1,468","2,835","1,632"
2021,11,80,"12,611",789,616,358,"1,069",707,869,704,518,589,940,"1,078",600,"1,069",586,"1,309",810
2021,11,90,"1,608",113,68,36,108,94,113,90,67,63,90,126,65,158,94,211,112
2021,11,100,80,4,4,0,5,1,4,3,13,2,3,14,3,8,1,10,5
2021,12,총,"387,350","24,049","19,029","14,784","33,478","21,756","24,759","24,046","20,341","19,611","24,875","34,443","18,718","32,155","16,359","38,512","20,435"
2021,12,0,"21,285","1,144","1,003","1,385","1,399","1,113","1,006","1,676",751,"1,110","1,006","2,136",942,"1,858",691,"2,893","1,172"
2021,12,10,"25,432","1,450","1,192",872,"1,791","1,171","1,373","1,848",734,"1,262","1,108","2,991","1,149","2,031","1,040","3,790","1,630"
2021,12,20,"54,128","3,212","2,445","1,757","5,187","2,967","3,627","3,387","4,228","2,747","3,611","4,829","2,628","4,206","2,163","4,726","2,408"
2021,12,30,"57,025","3,221","2,655","2,658","5,184","3,265","3,500","3,569","4,492","3,133","3,664","4,706","2,850","4,608","2,029","4,690","2,801"
2021,12,40,"55,710","3,473","2,927","2,313","4,761","3,056","3,332","3,461","2,559","2,702","3,290","5,546","2,763","4,433","2,221","5,857","3,016"
2021,12,50,"67,518","4,768","3,289","2,425","6,136","3,779","4,574","4,192","3,055","3,193","4,733","5,536","3,152","5,689","3,180","6,360","3,457"
2021,12,60,"60,705","3,819","3,021","1,984","5,086","3,661","4,131","3,536","2,608","3,194","4,276","4,873","3,005","5,423","2,873","5,830","3,385"
2021,12,70,"31,176","2,049","1,806",995,"2,746","1,945","2,222","1,576","1,316","1,609","2,152","2,611","1,554","2,645","1,475","2,835","1,640"
2021,12,80,"12,702",795,621,363,"1,075",705,873,708,526,595,947,"1,078",606,"1,097",591,"1,313",809
2021,12,90,"1,602",115,66,32,109,93,117,90,68,65,87,123,66,157,94,208,112
2021,12,100,67,3,4,0,4,1,4,3,4,1,1,14,3,8,2,10,5
