년도,월,나이,서울특별시 강동구,서울특별시 강동구 강일동,서울특별시 강동구 상일동,서울특별시 강동구 명일제1동,서울특별시 강동구 명일제2동,서울특별시 강동구 고덕제1동,서울특별시 강동구 고덕제2동,서울특별시 강동구 암사제1동,서울특별시 강동구 암사제2동,서울특별시 강동구 암사제3동,서울특별시 강동구 천호제1동,서울특별시 강동구 천호제2동,서울특별시 강동구 천호제3동,서울특별시 강동구 성내제1동,서울특별시 강동구 성내제2동,서울특별시 강동구 성내제3동,서울특별시 강동구 길동,서울특별시 강동구 둔촌제1동,서울특별시 강동구 둔촌제2동,서울특별시 강동구 상일제1동,서울특별시 강동구 상일제2동
2021,6,50,"36,703","3,101","2,809","2,085","1,368","1,668","1,589","2,986","1,166","1,344","2,394","2,718","1,994","1,571","1,883","2,075","3,787",7,"2,158",,
2021,6,60,"34,738","2,971","2,461","1,964","1,305","1,422","1,481","2,685","1,079","1,243","2,385","2,603","2,049","1,449","1,954","1,860","3,831",13,"1,983",,
2021,6,70,"16,103","1,450",801,834,451,558,565,"1,486",569,531,"1,206","1,406","1,057",700,969,900,"1,741",4,875,,
2021,6,80,"6,696",707,297,352,203,272,230,573,209,205,477,565,470,270,406,353,708,0,399,,
2021,6,90,"1,474",167,83,90,68,91,60,113,37,55,110,105,77,48,63,62,153,2,90,,
2021,6,100,89,8,2,2,3,19,1,7,2,0,4,2,5,1,7,4,9,1,12,,
2021,7,총,"236,549","16,819",0,"13,337","8,863","12,305","11,184","17,541","7,879","9,137","13,802","16,867","13,364","10,422","12,151","11,874","23,508",57,"12,631","19,655","5,153"
2021,7,0,"16,958","1,447",0,"1,040",550,"1,334","1,232","1,040",674,926,696,796,584,724,507,576,"1,142",1,801,"2,440",448
2021,7,10,"18,448","1,764",0,"1,176","1,100","1,503",942,"1,231",494,909,823,842,605,840,589,714,"1,372",3,960,"1,948",633
2021,7,20,"31,272","1,794",0,"1,547","1,137","1,060","1,129","2,281","1,026",962,"1,895","2,557","2,382","1,393","2,131","1,779","3,780",7,"1,729","1,951",732
2021,7,30,"36,448","2,475",0,"2,011",970,"1,702","2,043","2,454","1,445","1,314","1,902","2,953","2,353","1,690","2,042","1,689","3,653",6,"1,776","3,256",714
2021,7,40,"37,446","2,700",0,"2,214","1,698","2,682","1,896","2,666","1,170","1,629","1,899","2,340","1,791","1,724","1,606","1,842","3,320",13,"1,860","3,582",814
2021,7,50,"36,660","2,392",0,"2,077","1,365","1,665","1,593","2,995","1,165","1,344","2,384","2,701","1,990","1,571","1,874","2,070","3,786",7,"2,149","2,822",710
2021,7,60,"34,851","2,452",0,"1,982","1,316","1,415","1,489","2,687","1,080","1,257","2,399","2,603","2,046","1,460","1,950","1,866","3,837",13,"1,985","2,473",541
2021,7,70,"16,185","1,129",0,848,452,558,567,"1,494",577,533,"1,210","1,405","1,068",704,968,910,"1,750",4,869,799,340
2021,7,80,"6,718",534,0,348,202,274,234,575,209,206,476,566,464,268,415,360,709,0,401,299,178
2021,7,90,"1,473",128,0,92,70,93,58,111,37,57,114,102,75,47,63,64,150,2,88,83,39
2021,7,100,90,4,0,2,3,19,1,7,2,0,4,2,6,1,6,4,9,1,13,2,4
2021,8,총,"236,215","16,811",,"13,276","8,891","12,236","11,156","17,450","7,828","9,142","13,774","16,912","13,338","10,424","12,100","11,854","23,443",57,"12,596","19,696","5,231"
2021,8,0,"16,847","1,429",,"1,040",546,"1,314","1,238","1,028",656,914,688,791,588,717,502,571,"1,136",1,801,"2,444",443
2021,8,10,"18,393","1,766",,"1,151","1,104","1,492",937,"1,221",495,922,819,840,600,840,575,721,"1,359",3,957,"1,961",630
2021,8,20,"31,246","1,780",,"1,533","1,157","1,052","1,112","2,266","1,017",958,"1,889","2,613","2,377","1,400","2,127","1,770","3,763",7,"1,705","1,935",785
2021,8,30,"36,271","2,481",,"1,996",970,"1,676","2,015","2,414","1,432","1,298","1,894","2,959","2,352","1,682","2,028","1,690","3,627",6,"1,774","3,250",727
2021,8,40,"37,358","2,686",,"2,184","1,693","2,685","1,910","2,660","1,166","1,633","1,899","2,334","1,786","1,714","1,586","1,835","3,306",13,"1,849","3,602",817
2021,8,50,"36,609","2,401",,"2,072","1,375","1,658","1,591","2,984","1,161","1,348","2,358","2,689","1,990","1,589","1,879","2,064","3,772",7,"2,141","2,819",711
2021,8,60,"34,970","2,463",,"2,012","1,314","1,424","1,489","2,691","1,080","1,268","2,421","2,602","2,026","1,459","1,946","1,860","3,858",13,"1,993","2,497",554
2021,8,70,"16,194","1,137",,847,459,553,566,"1,495",574,532,"1,201","1,409","1,072",703,974,911,"1,747",4,871,800,339
2021,8,80,"6,763",536,,346,201,270,238,577,209,212,484,572,465,267,415,365,717,0,406,302,181
2021,8,90,"1,472",128,,93,69,93,59,107,36,56,117,101,76,52,62,63,148,2,86,84,40
2021,8,100,92,4,,2,3,19,1,7,2,1,4,2,6,1,6,4,10,1,13,2,4
2021,9,총,"236,161","16,889",,"13,271","8,885","12,187","11,093","17,446","7,819","9,135","13,727","16,951","13,461","10,380","12,043","11,815","23,396",58,"12,564","19,725","5,316"
2021,9,0,"16,735","1,426",,"1,046",541,"1,289","1,227","1,014",650,913,678,778,589,711,485,565,"1,122",1,795,"2,459",446
2021,9,10,"18,390","1,769",,"1,149","1,102","1,509",932,"1,225",503,921,820,842,599,838,569,722,"1,350",3,944,"1,960",633
2021,9,20,"31,266","1,780",,"1,512","1,153","1,048","1,096","2,267","1,006",952,"1,887","2,664","2,441","1,390","2,116","1,753","3,739",7,"1,701","1,933",821
2021,9,30,"36,153","2,466",,"2,016",972,"1,637","1,977","2,406","1,424","1,287","1,862","2,976","2,397","1,666","2,001","1,686","3,612",6,"1,781","3,238",743
2021,9,40,"37,393","2,702",,"2,182","1,708","2,686","1,920","2,664","1,171","1,632","1,899","2,334","1,789","1,693","1,589","1,826","3,301",13,"1,833","3,631",820
2021,9,50,"36,587","2,431",,"2,068","1,360","1,653","1,587","2,980","1,159","1,366","2,348","2,675","1,991","1,598","1,874","2,068","3,761",8,"2,138","2,804",718
2021,9,60,"35,062","2,493",,"2,007","1,317","1,424","1,497","2,710","1,083","1,264","2,423","2,599","2,033","1,456","1,948","1,859","3,870",12,"2,005","2,502",560
2021,9,70,"16,208","1,151",,846,462,561,560,"1,479",576,530,"1,203","1,407","1,074",707,978,904,"1,756",5,860,804,345
2021,9,80,"6,802",540,,349,199,270,238,582,211,215,488,572,468,266,413,363,729,0,407,306,186
2021,9,90,"1,475",127,,94,68,92,58,112,35,54,115,102,74,54,64,65,147,2,87,85,40
2021,9,100,90,4,,2,3,18,1,7,1,1,4,2,6,1,6,4,9,1,13,3,4
2021,10,총,"235,997","16,916",,"13,259","8,930","12,150","11,017","17,396","7,829","9,142","13,667","16,939","13,568","10,348","12,008","11,781","23,349",58,"12,573","19,720","5,347"
2021,10,0,"16,629","1,428",,"1,046",542,"1,282","1,213",997,648,907,674,774,584,703,485,554,"1,114",1,793,"2,441",443
2021,10,10,"18,378","1,765",,"1,148","1,107","1,522",925,"1,224",512,925,809,830,596,840,561,711,"1,345",3,948,"1,974",633
2021,10,20,"31,144","1,766",,"1,502","1,159","1,036","1,077","2,258","1,005",931,"1,864","2,693","2,486","1,371","2,089","1,749","3,704",7,"1,699","1,922",826
2021,10,30,"36,095","2,456",,"2,013",986,"1,607","1,951","2,389","1,429","1,293","1,857","2,970","2,441","1,664","2,011","1,685","3,596",6,"1,774","3,219",748
2021,10,40,"37,414","2,708",,"2,191","1,717","2,688","1,915","2,637","1,177","1,645","1,884","2,337","1,796","1,688","1,581","1,817","3,314",13,"1,838","3,647",821
2021,10,50,"36,577","2,452",,"2,062","1,364","1,652","1,590","2,992","1,158","1,363","2,340","2,662","2,001","1,592","1,863","2,061","3,747",8,"2,129","2,805",736
2021,10,60,"35,125","2,512",,"2,009","1,319","1,423","1,484","2,712","1,083","1,273","2,426","2,590","2,039","1,456","1,950","1,860","3,885",12,"2,018","2,511",563
2021,10,70,"16,258","1,157",,840,465,562,565,"1,482",569,535,"1,211","1,407","1,076",711,985,918,"1,762",5,855,810,343
2021,10,80,"6,821",544,,349,198,263,242,589,213,214,485,573,467,269,416,357,727,0,417,307,191
2021,10,90,"1,469",124,,97,70,97,54,110,34,55,113,102,76,53,61,65,147,2,89,81,39
2021,10,100,87,4,,2,3,18,1,6,1,1,4,1,6,1,6,4,8,1,13,3,4
2021,11,총,"235,829","17,007",,"13,286","8,920","12,100","10,997","17,368","7,809","9,144","13,634","16,880","13,609","10,311","11,974","11,738","23,365",58,"12,549","19,708","5,372"
2021,11,0,"16,574","1,428",,"1,069",540,"1,266","1,207",989,653,904,661,768,584,698,473,552,"1,124",1,785,"2,433",439
2021,11,10,"18,366","1,773",,"1,147","1,100","1,532",927,"1,223",512,927,797,823,595,828,563,706,"1,347",3,955,"1,976",632
2021,11,20,"31,025","1,762",,"1,493","1,153","1,023","1,071","2,238",982,940,"1,864","2,670","2,505","1,377","2,064","1,745","3,692",7,"1,695","1,910",834
2021,11,30,"36,013","2,456",,"2,020",999,"1,581","1,936","2,381","1,430","1,279","1,851","2,964","2,461","1,649","2,006","1,665","3,607",5,"1,775","3,205",743
2021,11,40,"37,434","2,719",,"2,206","1,703","2,689","1,915","2,632","1,181","1,651","1,881","2,330","1,812","1,688","1,572","1,820","3,306",14,"1,831","3,662",822
2021,11,50,"36,555","2,468",,"2,050","1,363","1,635","1,589","2,996","1,156","1,369","2,338","2,652","1,992","1,588","1,872","2,046","3,759",8,"2,127","2,804",743
2021,11,60,"35,165","2,550",,"2,007","1,323","1,429","1,503","2,709","1,076","1,267","2,418","2,586","2,043","1,450","1,943","1,874","3,886",12,"2,006","2,510",573
2021,11,70,"16,292","1,160",,842,467,563,554,"1,495",566,540,"1,217","1,405","1,078",706,994,903,"1,768",5,860,819,350
2021,11,80,"6,860",561,,352,199,269,240,589,216,212,489,581,460,272,419,362,725,0,415,307,192
2021,11,90,"1,459",126,,98,70,95,54,111,36,53,114,100,74,54,62,62,143,2,86,79,40
2021,11,100,86,4,,2,3,18,1,5,1,2,4,1,5,1,6,3,8,1,14,3,4
2021,12,총,"235,662","17,054",,"13,267","8,934","11,957","11,008","17,372","7,830","9,135","13,615","16,874","13,640","10,304","11,920","11,753","23,354",58,"12,514","19,680","5,393"
2021,12,0,"16,489","1,416",,"1,061",552,"1,241","1,206",982,643,896,652,767,581,695,463,560,"1,112",1,776,"2,446",439
2021,12,10,"18,359","1,785",,"1,143","1,109","1,523",931,"1,226",517,932,792,821,588,832,565,697,"1,334",3,952,"1,975",634
2021,12,20,"30,913","1,764",,"1,476","1,153","1,000","1,068","2,244",988,937,"1,855","2,674","2,528","1,353","2,038","1,748","3,701",7,"1,673","1,880",826
2021,12,30,"35,914","2,440",,"2,010","1,003","1,535","1,922","2,363","1,424","1,274","1,851","2,968","2,489","1,648","1,998","1,667","3,599",5,"1,777","3,190",751
2021,12,40,"37,457","2,733",,"2,211","1,702","2,683","1,924","2,624","1,192","1,648","1,881","2,332","1,802","1,696","1,567","1,826","3,296",14,"1,832","3,675",819
2021,12,50,"36,508","2,474",,"2,045","1,354","1,622","1,576","3,006","1,161","1,371","2,337","2,641","2,000","1,585","1,859","2,040","3,753",8,"2,129","2,792",755
2021,12,60,"35,283","2,581",,"2,022","1,325","1,425","1,532","2,713","1,086","1,267","2,421","2,587","2,038","1,453","1,947","1,883","3,905",11,"2,002","2,506",579
2021,12,70,"16,337","1,165",,851,465,565,554,"1,494",570,539,"1,217","1,399","1,072",713,997,903,"1,782",6,865,829,351
2021,12,80,"6,882",565,,351,198,267,243,597,212,216,490,585,462,275,417,364,722,0,420,303,195
2021,12,90,"1,460",127,,95,70,93,51,118,36,53,115,98,75,53,63,63,143,2,84,81,40
2021,12,100,60,4,,2,3,3,1,5,1,2,4,2,5,1,6,2,7,1,4,3,4
