년도,월,나이,충청남도 아산시,충청남도 아산시 염치읍,충청남도 아산시 배방읍,충청남도 아산시 송악면,충청남도 아산시 탕정면,충청남도 아산시 음봉면,충청남도 아산시 둔포면,충청남도 아산시 영인면,충청남도 아산시 인주면,충청남도 아산시 선장면,충청남도 아산시 도고면,충청남도 아산시 신창면,충청남도 아산시 온양1동,충청남도 아산시 온양2동,충청남도 아산시 온양3동,충청남도 아산시 온양4동,충청남도 아산시 온양5동,충청남도 아산시 온양6동
2021,9,20,"20,862",330,"5,349",157,"1,799","1,328","1,476",255,327,92,193,"1,436",590,958,"2,348","1,193","1,532","1,499"
2021,9,30,"25,869",356,"7,736",142,"2,285","1,920","2,835",246,383,114,172,"1,128",924,731,"2,405","1,071","1,462","1,959"
2021,9,40,"31,313",518,"8,117",292,"2,977","2,093","2,367",328,572,156,238,"1,832",875,792,"3,561","1,729","2,033","2,833"
2021,9,50,"25,930",615,"5,629",413,"1,628","1,579","1,776",551,726,301,463,"1,827",702,"1,030","2,850","1,680","1,785","2,375"
2021,9,60,"17,361",614,"3,017",444,630,"1,206","1,336",706,643,377,541,"1,350",574,835,"1,624","1,063",980,"1,421"
2021,9,70,"8,173",338,"1,232",282,262,488,540,384,311,283,323,668,300,437,761,501,444,619
2021,9,80,"3,560",186,439,123,121,186,208,206,180,158,190,300,99,171,317,197,208,271
2021,9,90,305,12,38,12,9,17,20,19,16,13,14,25,8,19,30,17,14,22
2021,9,100,10,0,5,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
2021,10,총,"168,355","3,404","41,741","2,156","13,271","11,016","12,697","2,920","3,510","1,581","2,260","10,308","4,894","5,600","18,247","9,467","10,971","14,312"
2021,10,0,"16,339",171,"4,993",91,"1,650","1,213","1,320",66,145,36,45,739,432,195,"1,871",771,"1,080","1,521"
2021,10,10,"18,220",262,"5,027",194,"1,772",954,772,152,206,58,83,"1,021",393,408,"2,445","1,239","1,441","1,793"
2021,10,20,"20,846",333,"5,353",158,"1,817","1,333","1,460",256,328,89,191,"1,419",585,967,"2,350","1,192","1,526","1,489"
2021,10,30,"25,915",352,"7,775",142,"2,297","1,928","2,863",247,382,112,172,"1,129",933,736,"2,398","1,066","1,449","1,934"
2021,10,40,"31,372",515,"8,141",292,"3,043","2,095","2,375",325,571,153,235,"1,824",866,789,"3,559","1,726","2,035","2,828"
2021,10,50,"26,101",620,"5,683",415,"1,657","1,583","1,788",557,727,300,465,"1,821",702,"1,041","2,868","1,689","1,786","2,399"
2021,10,60,"17,467",619,"3,044",444,636,"1,216","1,344",705,649,379,541,"1,358",574,831,"1,641","1,066",985,"1,435"
2021,10,70,"8,189",335,"1,234",283,267,492,543,383,306,283,322,666,300,440,767,507,442,619
2021,10,80,"3,589",185,448,125,123,186,210,209,180,157,193,306,100,173,316,194,213,271
2021,10,90,305,12,38,12,8,16,21,19,16,13,12,25,9,19,32,17,14,22
2021,10,100,12,0,5,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1
2021,11,총,"168,792","3,400","41,890","2,157","13,419","11,044","12,755","2,918","3,506","1,572","2,262","10,305","4,901","5,624","18,232","9,462","11,004","14,341"
2021,11,0,"16,297",166,"4,987",90,"1,659","1,206","1,325",67,141,34,46,721,429,194,"1,869",770,"1,084","1,509"
2021,11,10,"18,260",258,"5,066",191,"1,785",966,772,151,208,59,85,"1,014",393,412,"2,439","1,232","1,436","1,793"
2021,11,20,"20,886",337,"5,364",161,"1,843","1,346","1,448",253,332,88,190,"1,419",587,972,"2,347","1,196","1,525","1,478"
2021,11,30,"25,874",354,"7,764",144,"2,314","1,913","2,869",250,376,110,173,"1,121",929,735,"2,369","1,056","1,455","1,942"
2021,11,40,"31,495",506,"8,192",293,"3,080","2,109","2,410",314,573,154,235,"1,825",873,791,"3,560","1,722","2,028","2,830"
2021,11,50,"26,273",625,"5,726",418,"1,690","1,595","1,797",563,724,300,463,"1,830",703,"1,051","2,883","1,692","1,799","2,414"
2021,11,60,"17,569",618,"3,063",440,647,"1,215","1,350",706,652,376,542,"1,374",578,835,"1,650","1,069","1,005","1,449"
2021,11,70,"8,209",336,"1,237",282,263,490,550,384,304,279,324,668,298,439,768,510,445,632
2021,11,80,"3,618",187,454,126,129,188,213,211,180,158,192,306,103,176,315,199,211,270
2021,11,90,302,13,35,12,8,16,20,18,16,13,11,27,8,18,32,16,16,23
2021,11,100,9,0,2,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1
2021,12,총,"168,881","3,404","41,883","2,147","13,504","11,083","12,766","2,915","3,484","1,560","2,276","10,281","4,887","5,613","18,327","9,447","11,015","14,289"
2021,12,0,"16,200",162,"4,951",85,"1,662","1,209","1,322",66,139,34,46,706,421,196,"1,880",759,"1,071","1,491"
2021,12,10,"18,274",262,"5,067",190,"1,804",977,775,149,204,55,83,"1,017",389,414,"2,439","1,234","1,432","1,783"
2021,12,20,"20,910",332,"5,360",164,"1,857","1,359","1,430",253,327,87,196,"1,411",582,974,"2,362","1,200","1,537","1,479"
2021,12,30,"25,783",351,"7,778",143,"2,312","1,893","2,854",243,370,109,175,"1,108",929,730,"2,391","1,035","1,442","1,920"
2021,12,40,"31,589",499,"8,209",291,"3,101","2,143","2,442",317,573,153,237,"1,828",871,776,"3,572","1,726","2,031","2,820"
2021,12,50,"26,313",629,"5,728",416,"1,710","1,587","1,799",566,722,300,465,"1,830",697,"1,049","2,902","1,691","1,803","2,419"
2021,12,60,"17,629",629,"3,059",440,656,"1,218","1,359",711,650,375,540,"1,380",586,836,"1,651","1,075","1,020","1,444"
2021,12,70,"8,227",339,"1,240",281,266,495,549,380,304,276,327,661,301,438,773,509,451,637
2021,12,80,"3,632",187,452,125,126,185,214,208,179,159,196,310,104,180,323,202,211,271
2021,12,90,316,14,37,12,9,17,21,21,16,12,10,30,7,19,34,16,17,24
2021,12,100,8,0,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1
