년도,월,나이,대구광역시 서구,대구광역시 서구 내당1동,대구광역시 서구 내당2.3동,대구광역시 서구 내당4동,대구광역시 서구 비산1동,대구광역시 서구 비산2.3동,대구광역시 서구 비산4동,대구광역시 서구 비산5동,대구광역시 서구 비산6동,대구광역시 서구 비산7동,대구광역시 서구 평리1동,대구광역시 서구 평리2동,대구광역시 서구 평리3동,대구광역시 서구 평리4동,대구광역시 서구 평리5동,대구광역시 서구 평리6동,대구광역시 서구 상중이동,대구광역시 서구 원대동
2021,8,70,"17,174",857,"1,199","1,592","1,098","1,340","1,054",846,839,"1,146",829,705,"1,031","1,462",185,483,"1,585",923
2021,8,80,"7,206",374,567,659,470,609,437,354,372,440,392,268,418,549,73,208,608,408
2021,8,90,746,32,42,82,42,56,38,28,36,39,35,22,47,86,3,27,87,44
2021,8,100,32,4,0,0,0,3,0,0,7,2,2,0,1,3,5,0,5,0
2021,9,총,"166,406","8,487","9,933","16,724","9,740","9,367","9,819","6,173","7,710","10,176","7,901","8,010","9,966","18,129","1,769","4,658","20,175","7,669"
2021,9,0,"7,001",293,303,676,284,273,351,174,218,362,295,576,337,"1,203",67,111,"1,220",258
2021,9,10,"10,313",478,490,"1,168",631,471,570,303,466,519,457,584,554,"1,244",98,280,"1,627",373
2021,9,20,"20,497","1,303","1,241","2,347","1,120",989,"1,201",638,958,"1,165","1,010",863,"1,237","2,199",211,546,"2,537",932
2021,9,30,"16,912",934,938,"1,946",865,785,932,574,665,"1,008",731,919,988,"2,198",179,434,"2,132",684
2021,9,40,"21,710","1,030","1,222","2,173","1,265","1,069","1,240",714,970,"1,260",988,"1,200","1,253","2,637",234,549,"2,892","1,014"
2021,9,50,"32,701","1,602","1,922","2,992","2,052","1,826","2,010","1,255","1,596","2,174","1,595","1,409","2,074","3,441",350,"1,012","3,850","1,541"
2021,9,60,"32,069","1,573","2,007","3,077","1,896","1,949","1,981","1,285","1,575","2,070","1,566","1,460","2,018","3,092",363,"1,038","3,631","1,488"
2021,9,70,"17,187",862,"1,200","1,601","1,112","1,334","1,058",845,844,"1,138",822,707,"1,038","1,471",183,467,"1,582",923
2021,9,80,"7,232",376,566,662,473,611,437,358,374,439,400,270,417,557,76,196,609,411
2021,9,90,749,32,44,81,42,57,39,27,37,39,35,22,49,84,3,25,89,44
2021,9,100,35,4,0,1,0,3,0,0,7,2,2,0,1,3,5,0,6,1
2021,10,총,"165,862","8,471","9,899","16,717","9,733","9,306","9,802","6,160","7,711","10,129","7,897","8,017","9,941","18,097","1,755","4,388","20,188","7,651"
2021,10,0,"6,937",289,302,674,273,271,349,172,217,365,289,570,335,"1,198",63,107,"1,200",263
2021,10,10,"10,232",475,484,"1,150",626,463,564,303,456,518,459,592,546,"1,235",102,257,"1,634",368
2021,10,20,"20,334","1,297","1,228","2,336","1,111",972,"1,196",640,949,"1,158","1,005",855,"1,221","2,182",207,518,"2,544",915
2021,10,30,"16,875",925,940,"1,959",865,780,930,565,674,"1,009",734,918,976,"2,198",175,422,"2,115",690
2021,10,40,"21,567","1,022","1,206","2,168","1,259","1,069","1,237",707,965,"1,242",984,"1,191","1,246","2,631",230,508,"2,894","1,008"
2021,10,50,"32,573","1,604","1,915","2,982","2,057","1,800","2,003","1,257","1,601","2,149","1,586","1,420","2,074","3,426",349,950,"3,869","1,531"
2021,10,60,"32,058","1,580","2,010","3,095","1,905","1,954","1,984","1,284","1,572","2,066","1,570","1,459","2,027","3,094",366,976,"3,628","1,488"
2021,10,70,"17,214",866,"1,200","1,606","1,118","1,324","1,052",845,850,"1,139",828,716,"1,038","1,479",183,443,"1,601",926
2021,10,80,"7,288",376,569,667,476,613,448,360,381,442,405,274,428,570,74,182,606,417
2021,10,90,753,34,45,79,43,58,39,27,39,39,35,22,50,81,2,25,91,44
2021,10,100,31,3,0,1,0,2,0,0,7,2,2,0,0,3,4,0,6,1
2021,11,총,"165,208","8,464","9,831","16,657","9,729","9,285","9,808","6,130","7,666","10,065","7,868","8,023","9,926","18,099","1,750","4,112","20,133","7,662"
2021,11,0,"6,870",291,292,663,269,267,349,169,213,364,286,567,334,"1,203",61,97,"1,183",262
2021,11,10,"10,186",470,479,"1,143",630,463,562,296,450,513,462,594,543,"1,238",99,239,"1,628",377
2021,11,20,"20,110","1,290","1,195","2,301","1,096",957,"1,194",633,944,"1,137",994,851,"1,208","2,172",208,487,"2,530",913
2021,11,30,"16,810",930,937,"1,967",873,779,939,555,674,"1,005",725,912,976,"2,186",174,384,"2,102",692
2021,11,40,"21,428","1,016","1,189","2,156","1,252","1,061","1,235",702,956,"1,231",982,"1,193","1,235","2,632",227,475,"2,881","1,005"
2021,11,50,"32,449","1,601","1,920","2,976","2,055","1,790","1,997","1,251","1,595","2,140","1,583","1,414","2,077","3,413",351,890,"3,865","1,531"
2021,11,60,"32,025","1,578","2,004","3,099","1,917","1,955","1,994","1,284","1,568","2,049","1,563","1,472","2,033","3,107",367,925,"3,634","1,476"
2021,11,70,"17,236",872,"1,198","1,603","1,126","1,331","1,054",848,838,"1,136",829,725,"1,039","1,486",182,421,"1,610",938
2021,11,80,"7,317",382,571,667,470,622,444,363,386,448,407,274,431,577,75,170,608,422
2021,11,90,755,33,46,81,41,58,40,29,40,40,34,21,50,83,2,24,88,45
2021,11,100,22,1,0,1,0,2,0,0,2,2,3,0,0,2,4,0,4,1
2021,12,총,"164,528","8,419","9,788","16,631","9,721","9,263","9,798","6,095","7,647","10,002","7,823","8,028","9,905","18,034","1,739","3,939","20,072","7,624"
2021,12,0,"6,779",279,295,659,260,269,340,167,209,360,275,564,325,"1,200",58,96,"1,169",254
2021,12,10,"10,107",461,473,"1,135",644,461,556,291,445,506,455,591,543,"1,233",99,222,"1,618",374
2021,12,20,"19,897","1,278","1,191","2,253","1,086",949,"1,190",631,931,"1,110",985,856,"1,183","2,153",200,464,"2,528",909
2021,12,30,"16,715",919,938,"1,977",866,776,937,550,672,"1,004",723,910,968,"2,169",178,364,"2,074",690
2021,12,40,"21,323","1,009","1,171","2,166","1,238","1,058","1,240",695,953,"1,218",976,"1,190","1,235","2,616",225,456,"2,876","1,001"
2021,12,50,"32,298","1,601","1,907","2,966","2,063","1,780","1,991","1,234","1,587","2,116","1,575","1,417","2,067","3,411",351,854,"3,850","1,528"
2021,12,60,"32,000","1,577","2,004","3,097","1,910","1,960","1,994","1,291","1,583","2,050","1,558","1,472","2,054","3,092",368,892,"3,632","1,466"
2021,12,70,"17,251",875,"1,192","1,618","1,138","1,330","1,062",839,834,"1,137",824,723,"1,042","1,489",180,406,"1,619",943
2021,12,80,"7,373",383,572,678,476,617,444,367,393,459,415,283,439,582,77,161,611,416
2021,12,90,767,36,45,81,40,61,44,30,38,40,35,22,49,87,2,24,91,42
2021,12,100,18,1,0,1,0,2,0,0,2,2,2,0,0,2,1,0,4,1
