년도,월,나이,고양시,덕양구,주교동,원신동,흥도동,성사1동,성사2동,효자동,삼송동,창릉동,고양동,관산동,능곡동,화정1동,화정2동,행주동,행신1동,행신2동,행신3동,화전동,대덕동,일산동구,식사동,중산동,정발산동,풍산동,백석1동,백석2동,마두1동,마두2동,장항1동,장항2동,고봉동,일산서구,일산1동,일산2동,일산3동,탄현동,주엽1동,주엽2동,대화동,송포동,송산동
2021,11,50,"100,396","42,217","1,496","1,729","3,576","2,080","1,075",944,"1,928","1,460","2,464","3,412","1,536","3,815","2,977","1,789","2,177","3,062","4,766","1,763",168,"29,083","3,408","4,956","2,356","3,670","3,112","1,934","2,414","1,601",952,"2,502","2,178","29,096","2,709","2,052","3,408","4,983","2,722","2,778","3,593","2,076","4,775"
2021,11,60,"66,109","31,389","1,217","1,622","2,770","1,621",892,777,"1,603","1,215","2,181","3,155","1,160","2,246","1,642","1,498","1,481","1,830","2,841","1,451",187,"17,708","1,644","3,136","1,634","2,364","1,861","1,226","1,357",840,571,"1,296","1,779","17,012","1,823","1,454","1,595","2,483","1,694","1,738","2,163","1,245","2,817"
2021,11,70,"35,030","17,192",645,754,"1,437",916,515,376,834,566,"1,353","1,726",609,"1,485","1,030",794,817,"1,076","1,505",627,127,"8,759",803,"1,555",787,"1,177",873,652,647,474,201,718,872,"9,079",998,700,784,"1,392","1,003","1,191","1,015",603,"1,393"
2021,11,80,"22,475","10,180",406,342,719,531,373,229,440,276,691,925,354,975,726,505,490,706,"1,080",356,56,"5,983",474,"1,121",502,717,510,488,486,448,114,524,599,"6,312",610,469,555,961,889,974,681,361,812
2021,11,90,"3,838","1,643",65,70,108,101,54,37,64,48,92,172,65,129,96,92,77,107,181,73,12,"1,108",89,222,87,132,74,77,94,68,28,81,156,"1,087",96,82,117,174,121,152,110,72,163
2021,11,100,121,61,3,0,3,1,2,4,1,2,5,8,3,7,2,1,3,5,2,5,4,24,2,4,0,2,4,3,2,1,2,2,2,36,6,4,3,3,6,2,5,2,5
2021,12,총,"551,259","244,552","7,007","12,313","25,052","10,938","5,849","7,852","13,198","11,839","14,790","17,991","7,460","19,212","16,829","8,897","11,025","16,144","23,177","13,954","1,025","153,511","19,116","24,100","12,071","20,061","15,874","10,805","12,454","8,580","5,605","13,840","11,005","153,196","13,945","9,244","18,174","26,209","14,804","15,353","18,534","10,861","26,072"
2021,12,0,"38,227","18,207",232,"1,451","2,622",602,285,"1,037","1,289","1,341",978,953,383,854,"1,141",311,554,"1,042","1,164","1,926",42,"9,665","1,709","1,583",583,"1,471",942,432,664,541,625,471,644,"10,355",869,429,"1,156","2,100",849,934,"1,073",822,"2,123"
2021,12,10,"50,034","20,142",469,"1,111","2,181",831,472,584,832,822,"1,460","1,323",539,"1,692","1,731",542,995,"1,282","2,284",934,58,"13,985","2,391","2,025","1,003","2,118","1,275",613,"1,569","1,076",455,778,682,"15,907","1,275",685,"2,776","2,606","1,509","1,551","1,351","1,070","3,084"
2021,12,20,"71,509","29,936",896,"1,043","2,868","1,398",672,933,"1,521","1,317","1,605","1,903",932,"2,969","2,236","1,249","1,424","2,223","3,181","1,405",161,"21,692","2,464","3,123","1,811","2,579","2,418","1,834","1,781","1,097",642,"2,727","1,216","19,881","1,846","1,200","2,186","3,486","1,811","1,827","3,096","1,290","3,139"
2021,12,30,"71,614","34,234",667,"2,009","4,221","1,225",636,"1,592","2,478","2,751","1,483","1,797",797,"2,127","2,110",991,"1,292","2,415","2,516","3,028",99,"19,369","2,210","2,702","1,433","2,339","2,288","1,732","1,204",846,977,"2,317","1,321","18,011","1,572",932,"1,742","3,458","1,716","1,708","2,601","1,447","2,835"
2021,12,40,"91,432","39,093",928,"2,185","4,528","1,635",855,"1,251","2,152","2,008","2,476","2,594","1,086","2,890","3,122","1,123","1,706","2,408","3,660","2,368",118,"26,071","3,894","3,666","1,851","3,477","2,528","1,814","2,236","1,580","1,045","2,421","1,559","26,268","2,116","1,210","3,835","4,554","2,465","2,491","2,851","1,853","4,893"
2021,12,50,"100,493","42,309","1,489","1,720","3,575","2,074","1,082",986,"1,956","1,483","2,463","3,428","1,534","3,809","2,988","1,799","2,174","3,058","4,756","1,768",167,"29,063","3,417","4,947","2,369","3,667","3,104","1,924","2,404","1,601",943,"2,504","2,183","29,121","2,718","2,056","3,397","4,977","2,722","2,777","3,585","2,094","4,795"
2021,12,60,"66,396","31,487","1,220","1,628","2,781","1,621",897,796,"1,618","1,227","2,183","3,158","1,158","2,266","1,636","1,489","1,487","1,822","2,850","1,463",187,"17,805","1,659","3,156","1,637","2,384","1,859","1,243","1,368",848,575,"1,299","1,777","17,104","1,834","1,471","1,616","2,502","1,707","1,746","2,155","1,248","2,825"
2021,12,70,"34,956","17,170",636,755,"1,444",913,515,394,838,561,"1,342","1,725",601,"1,479","1,039",795,815,"1,079","1,490",625,124,"8,730",803,"1,549",791,"1,175",864,649,648,472,201,717,861,"9,056",988,700,780,"1,381","1,003","1,190","1,020",600,"1,394"
2021,12,80,"22,611","10,260",401,338,722,538,376,238,446,279,703,926,362,984,731,505,497,704,"1,090",363,57,"5,986",475,"1,121",504,711,516,482,485,450,113,525,604,"6,365",625,476,563,973,890,971,685,364,818
2021,12,90,"3,873","1,661",66,72,108,99,57,39,67,48,92,176,65,135,93,92,78,107,185,71,11,"1,122",92,224,89,138,77,79,93,69,27,78,156,"1,090",95,81,121,168,126,156,111,71,161
2021,12,100,114,53,3,1,2,2,2,2,1,2,5,8,3,7,2,1,3,4,1,3,1,23,2,4,0,2,3,3,2,0,2,3,2,38,7,4,2,4,6,2,6,2,5
