년도,월,나이,서울특별시 성북구,서울특별시 성북구 성북동,서울특별시 성북구 삼선동,서울특별시 성북구 동선동,서울특별시 성북구 돈암제1동,서울특별시 성북구 돈암제2동,서울특별시 성북구 안암동,서울특별시 성북구 보문동,서울특별시 성북구 정릉제1동,서울특별시 성북구 정릉제2동,서울특별시 성북구 정릉제3동,서울특별시 성북구 정릉제4동,서울특별시 성북구 길음제1동,서울특별시 성북구 길음제2동,서울특별시 성북구 종암동,서울특별시 성북구 월곡제1동,서울특별시 성북구 월곡제2동,서울특별시 성북구 장위제1동,서울특별시 성북구 장위제2동,서울특별시 성북구 장위제3동,서울특별시 성북구 석관동
2021,5,100,26,7,3,1,0,0,2,1,0,2,0,1,0,1,4,0,0,1,0,1,2
2021,6,총,"209,210","7,794","10,968","6,530","6,948","11,471","7,496","7,458","8,841","11,271","7,465","12,121","16,990","8,014","19,336","12,875","9,431","11,946","6,807","7,983","17,465"
2021,6,0,"14,483",371,553,270,382,976,221,479,736,764,296,819,"1,948",728,"1,330","1,005",557,885,292,889,982
2021,6,10,"18,632",609,950,414,612,"1,403",433,450,880,945,484,"1,103","2,402",762,"1,976","1,238",728,996,427,674,"1,146"
2021,6,20,"31,759","1,263","1,881","1,449",921,"1,423","2,624","1,257","1,117","1,616","1,673","1,693","1,645",961,"3,022","1,463","1,494","1,731",976,993,"2,557"
2021,6,30,"29,576","1,173","1,582","1,145",971,"1,391","1,138","1,338","1,296","1,606","1,052","1,502","1,981","1,168","2,553","1,755","1,400","1,774",932,"1,275","2,544"
2021,6,40,"33,885","1,214","1,722",953,963,"2,064",835,"1,181","1,498","1,740",911,"2,033","3,741","1,382","3,113","2,257","1,420","1,849","1,028","1,348","2,633"
2021,6,50,"34,055","1,302","1,823",973,"1,285","1,963",979,"1,203","1,404","1,811","1,144","1,990","2,591","1,361","3,134","2,114","1,514","2,052","1,216","1,292","2,904"
2021,6,60,"26,347",974,"1,358",685,"1,027","1,304",697,910,"1,062","1,564","1,012","1,644","1,479",998,"2,338","1,735","1,305","1,596","1,065",923,"2,671"
2021,6,70,"14,310",543,750,446,563,638,390,462,575,877,615,954,862,476,"1,223",935,715,761,625,452,"1,448"
2021,6,80,"5,651",300,318,172,205,275,166,172,255,322,253,349,319,163,573,348,275,283,226,131,546
2021,6,90,485,38,28,22,19,34,11,5,18,24,25,33,22,13,70,25,23,18,20,5,32
2021,6,100,27,7,3,1,0,0,2,1,0,2,0,1,0,2,4,0,0,1,0,1,2
2021,7,총,"209,004","7,793","10,951","6,521","6,942","11,442","7,468","7,456","8,826","11,223","7,460","12,118","16,965","7,995","19,341","12,864","9,442","11,936","6,824","7,970","17,467"
2021,7,0,"14,414",365,546,270,391,972,222,481,734,756,299,817,"1,930",727,"1,316",987,556,878,294,891,982
2021,7,10,"18,568",602,947,409,608,"1,403",421,452,868,947,478,"1,094","2,400",764,"1,978","1,247",727,987,427,666,"1,143"
2021,7,20,"31,724","1,276","1,872","1,451",920,"1,412","2,640","1,254","1,122","1,604","1,686","1,676","1,644",946,"3,009","1,456","1,493","1,725",984,996,"2,558"
2021,7,30,"29,510","1,177","1,579","1,159",961,"1,386","1,124","1,332","1,281","1,584","1,038","1,519","1,965","1,171","2,570","1,751","1,408","1,765",935,"1,257","2,548"
2021,7,40,"33,783","1,213","1,710",943,971,"2,045",824,"1,183","1,505","1,738",903,"2,019","3,734","1,372","3,099","2,257","1,406","1,857","1,027","1,348","2,629"
2021,7,50,"34,049","1,302","1,835",967,"1,277","1,973",975,"1,197","1,405","1,796","1,149","2,005","2,600","1,358","3,132","2,115","1,516","2,043","1,220","1,286","2,898"
2021,7,60,"26,457",975,"1,361",680,"1,028","1,302",699,915,"1,061","1,579","1,009","1,649","1,478","1,000","2,365","1,741","1,321","1,612","1,064",939,"2,679"
2021,7,70,"14,282",536,750,440,563,636,388,463,576,872,614,954,870,476,"1,222",931,715,762,625,449,"1,440"
2021,7,80,"5,702",301,320,179,205,279,163,173,255,320,259,353,322,165,573,352,277,289,229,132,556
2021,7,90,488,39,28,22,18,34,10,5,19,25,25,31,22,14,73,27,23,17,19,5,32
2021,7,100,27,7,3,1,0,0,2,1,0,2,0,1,0,2,4,0,0,1,0,1,2
2021,8,총,"208,711","7,786","10,962","6,522","6,932","11,409","7,518","7,433","8,793","11,180","7,479","12,046","16,924","7,991","19,370","12,814","9,421","11,913","6,821","7,938","17,459"
2021,8,0,"14,313",364,545,267,389,962,218,479,718,749,296,807,"1,917",726,"1,308",984,558,882,294,874,976
2021,8,10,"18,505",600,947,401,610,"1,399",426,446,863,936,483,"1,081","2,393",761,"1,985","1,236",722,979,429,676,"1,132"
2021,8,20,"31,683","1,281","1,873","1,476",912,"1,414","2,679","1,243","1,118","1,595","1,700","1,669","1,632",948,"3,001","1,432","1,488","1,711",980,986,"2,545"
2021,8,30,"29,482","1,183","1,584","1,159",955,"1,385","1,133","1,336","1,280","1,570","1,039","1,502","1,947","1,162","2,584","1,751","1,400","1,758",936,"1,252","2,566"
2021,8,40,"33,591","1,201","1,695",929,971,"2,035",820,"1,170","1,502","1,727",904,"2,007","3,701","1,373","3,089","2,247","1,396","1,857","1,018","1,333","2,616"
2021,8,50,"34,037","1,301","1,844",967,"1,275","1,962",981,"1,201","1,401","1,799","1,147","1,996","2,620","1,361","3,142","2,103","1,510","2,035","1,219","1,281","2,892"
2021,8,60,"26,618",980,"1,374",683,"1,031","1,308",703,917,"1,064","1,589","1,022","1,640","1,494","1,009","2,390","1,749","1,331","1,619","1,069",945,"2,701"
2021,8,70,"14,242",532,748,440,565,629,384,459,571,865,609,956,873,472,"1,217",925,715,765,626,451,"1,440"
2021,8,80,"5,723",298,321,178,206,280,162,176,258,322,255,354,323,167,578,359,278,287,231,133,557
2021,8,90,491,39,28,21,18,35,10,5,18,26,24,33,24,11,72,28,23,19,19,6,32
2021,8,100,26,7,3,1,0,0,2,1,0,2,0,1,0,1,4,0,0,1,0,1,2
2021,9,총,"208,592","7,774","10,970","6,528","6,913","11,383","7,524","7,433","8,799","11,157","7,518","12,047","16,925","7,971","19,341","12,798","9,427","11,930","6,813","7,914","17,427"
2021,9,0,"14,232",357,543,264,385,961,218,475,721,738,293,804,"1,903",726,"1,296",988,544,872,296,872,976
2021,9,10,"18,475",598,947,399,608,"1,377",421,436,869,933,485,"1,073","2,402",759,"1,986","1,230",727,982,430,673,"1,140"
2021,9,20,"31,673","1,275","1,881","1,494",904,"1,411","2,686","1,243","1,125","1,585","1,732","1,679","1,626",938,"2,985","1,434","1,490","1,713",976,982,"2,514"
2021,9,30,"29,407","1,191","1,587","1,157",949,"1,383","1,133","1,331","1,264","1,571","1,045","1,490","1,935","1,164","2,568","1,746","1,405","1,764",935,"1,229","2,560"
2021,9,40,"33,504","1,200","1,683",931,977,"2,021",821,"1,170","1,502","1,727",901,"1,998","3,701","1,360","3,069","2,225","1,394","1,864","1,011","1,341","2,608"
2021,9,50,"34,082","1,300","1,846",963,"1,266","1,972",980,"1,212","1,400","1,796","1,142","2,007","2,636","1,361","3,143","2,112","1,521","2,040","1,212","1,272","2,901"
2021,9,60,"26,696",977,"1,375",683,"1,037","1,310",705,925,"1,072","1,592","1,028","1,644","1,502","1,013","2,411","1,751","1,330","1,623","1,076",953,"2,689"
2021,9,70,"14,221",531,752,438,560,629,381,453,567,865,608,958,868,467,"1,227",926,714,765,622,448,"1,442"
2021,9,80,"5,775",299,323,176,209,284,168,182,261,322,260,357,327,171,577,358,280,286,235,137,563
2021,9,90,501,39,30,22,18,35,9,5,18,26,24,36,25,11,75,28,22,20,20,6,32
2021,9,100,26,7,3,1,0,0,2,1,0,2,0,1,0,1,4,0,0,1,0,1,2
2021,10,총,"208,308","7,771","10,933","6,526","6,913","11,367","7,524","7,440","8,794","11,133","7,500","12,041","16,888","7,988","19,292","12,788","9,418","11,907","6,814","7,876","17,395"
2021,10,0,"14,134",357,537,258,385,964,217,466,734,731,294,785,"1,886",728,"1,288",983,530,872,295,854,970
2021,10,10,"18,406",592,928,391,602,"1,364",408,440,859,931,481,"1,077","2,410",759,"1,983","1,236",729,980,431,678,"1,127"
2021,10,20,"31,567","1,263","1,884","1,506",901,"1,402","2,686","1,245","1,126","1,586","1,732","1,675","1,614",940,"2,962","1,412","1,483","1,697",968,971,"2,514"
2021,10,30,"29,334","1,201","1,582","1,152",948,"1,376","1,146","1,329","1,256","1,574","1,044","1,487","1,912","1,166","2,559","1,739","1,422","1,750",940,"1,206","2,545"
2021,10,40,"33,464","1,204","1,690",929,977,"2,014",816,"1,163","1,502","1,702",889,"1,992","3,701","1,364","3,052","2,226","1,385","1,873","1,023","1,355","2,607"
2021,10,50,"34,106","1,295","1,836",965,"1,274","1,984",979,"1,225","1,402","1,798","1,141","2,018","2,644","1,350","3,146","2,118","1,521","2,042","1,208","1,269","2,891"
2021,10,60,"26,720",987,"1,367",687,"1,034","1,316",705,926,"1,070","1,597","1,023","1,647","1,502","1,025","2,411","1,757","1,330","1,626","1,070",948,"2,692"
2021,10,70,"14,209",529,749,436,560,624,387,456,564,862,608,961,865,471,"1,224",929,711,759,621,448,"1,445"
2021,10,80,"5,847",301,328,180,214,288,168,184,263,324,264,364,331,172,589,360,284,287,238,140,568
2021,10,90,504,40,30,22,18,35,10,5,18,26,24,35,23,12,75,28,23,20,20,6,34
2021,10,100,17,2,2,0,0,0,2,1,0,2,0,0,0,1,3,0,0,1,0,1,2
2021,11,총,"207,979","7,760","10,945","6,505","6,889","11,341","7,519","7,433","8,752","11,123","7,495","12,013","16,882","7,983","19,294","12,753","9,391","11,914","6,771","7,826","17,390"
2021,11,0,"14,067",354,534,253,381,959,215,469,726,722,298,768,"1,865",739,"1,291",965,534,876,287,857,974
2021,11,10,"18,365",592,921,387,598,"1,346",407,442,855,940,467,"1,093","2,420",757,"1,974","1,240",725,979,429,670,"1,123"
2021,11,20,"31,488","1,261","1,907","1,508",902,"1,405","2,688","1,237","1,105","1,577","1,725","1,649","1,624",934,"2,958","1,411","1,474","1,689",961,965,"2,508"
2021,11,30,"29,282","1,200","1,584","1,139",941,"1,385","1,161","1,321","1,253","1,568","1,054","1,477","1,902","1,163","2,571","1,729","1,420","1,757",933,"1,189","2,535"
2021,11,40,"33,362","1,198","1,683",927,974,"2,000",804,"1,160","1,500","1,699",885,"1,992","3,683","1,358","3,050","2,215","1,383","1,865","1,016","1,352","2,618"
2021,11,50,"34,136","1,297","1,833",968,"1,273","1,988",975,"1,235","1,389","1,803","1,141","2,028","2,653","1,352","3,150","2,125","1,517","2,047","1,211","1,253","2,898"
2021,11,60,"26,693",984,"1,365",684,"1,026","1,313",705,925,"1,076","1,602","1,024","1,649","1,520","1,019","2,412","1,750","1,327","1,626","1,057",950,"2,679"
2021,11,70,"14,172",526,753,435,559,623,386,450,566,858,606,950,860,473,"1,217",931,703,765,613,443,"1,455"
2021,11,80,"5,896",304,334,182,217,288,166,186,263,326,272,373,332,177,593,358,285,290,244,140,566
2021,11,90,501,42,29,22,18,34,10,7,19,26,23,34,23,11,75,29,22,19,20,6,32
2021,11,100,17,2,2,0,0,0,2,1,0,2,0,0,0,0,3,0,1,1,0,1,2
2021,12,총,"207,578","7,715","10,915","6,509","6,869","11,285","7,502","7,449","8,729","11,130","7,491","11,992","16,848","7,977","19,250","12,719","9,355","11,911","6,781","7,809","17,342"
2021,12,0,"13,968",352,525,249,377,951,214,469,725,710,289,760,"1,862",739,"1,278",959,531,873,283,858,964
2021,12,10,"18,296",571,915,389,597,"1,340",407,442,848,947,466,"1,081","2,418",760,"1,963","1,236",732,968,432,666,"1,118"
2021,12,20,"31,395","1,254","1,894","1,518",891,"1,393","2,680","1,242","1,099","1,580","1,739","1,638","1,605",927,"2,965","1,398","1,457","1,692",952,967,"2,504"
2021,12,30,"29,213","1,203","1,600","1,141",932,"1,378","1,141","1,336","1,236","1,561","1,053","1,480","1,892","1,152","2,574","1,724","1,411","1,754",945,"1,179","2,521"
2021,12,40,"33,248","1,184","1,677",928,977,"1,989",811,"1,149","1,500","1,706",882,"1,988","3,664","1,368","3,033","2,212","1,376","1,864","1,006","1,342","2,592"
2021,12,50,"34,156","1,293","1,823",965,"1,273","1,983",979,"1,243","1,390","1,800","1,136","2,037","2,662","1,355","3,152","2,124","1,512","2,052","1,216","1,261","2,900"
2021,12,60,"26,706",983,"1,368",682,"1,025","1,312",708,927,"1,078","1,607","1,025","1,649","1,521","1,015","2,402","1,748","1,329","1,636","1,061",949,"2,681"
2021,12,70,"14,133",525,741,433,556,614,384,449,568,863,607,947,863,471,"1,214",928,699,758,620,440,"1,453"
2021,12,80,"5,948",309,341,182,223,291,166,186,264,330,268,379,338,176,592,360,288,294,246,140,575
2021,12,90,504,39,29,22,18,34,11,6,21,26,26,33,23,14,74,30,19,19,20,7,33
2021,12,100,11,2,2,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,1
