년도,월,나이,전라북도 김제시,전라북도 김제시 만경읍,전라북도 김제시 죽산면,전라북도 김제시 백산면,전라북도 김제시 용지면,전라북도 김제시 백구면,전라북도 김제시 부량면,전라북도 김제시 공덕면,전라북도 김제시 청하면,전라북도 김제시 성덕면,전라북도 김제시 진봉면,전라북도 김제시 금구면,전라북도 김제시 봉남면,전라북도 김제시 황산면,전라북도 김제시 금산면,전라북도 김제시 광활면,전라북도 김제시 요촌동,전라북도 김제시 신풍동,전라북도 김제시 검산동,전라북도 김제시 교월동
2021,10,30,"6,229",142,120,146,194,240,81,146,97,91,125,310,114,85,257,77,"1,069","1,202","1,147",586
2021,10,40,"9,609",243,201,227,315,369,102,199,156,168,217,528,181,156,416,133,"1,568","1,855","1,836",739
2021,10,50,"13,301",420,338,419,543,636,189,416,276,264,371,938,305,328,829,201,"1,789","2,119","1,898","1,022"
2021,10,60,"15,039",645,592,545,782,777,288,580,376,399,587,"1,032",498,413,"1,038",284,"1,737","1,837","1,501","1,128"
2021,10,70,"11,346",432,492,484,640,654,242,406,332,341,561,761,427,333,771,274,"1,162","1,266",921,847
2021,10,80,"7,345",325,355,277,435,407,195,303,252,228,382,438,352,265,516,169,610,789,503,544
2021,10,90,"1,250",56,55,42,94,79,29,56,45,52,63,71,48,35,91,29,119,95,105,86
2021,10,100,43,1,1,5,2,1,0,4,0,2,1,1,4,1,8,0,4,0,1,7
2021,11,총,"81,012","2,614","2,409","2,454","3,475","3,715","1,297","2,449","1,725","1,745","2,553","4,953","2,193","1,873","4,518","1,327","10,976","12,713","11,652","6,371"
2021,11,0,"3,933",72,57,65,80,113,42,56,47,45,35,182,68,42,119,40,680,840,944,406
2021,11,10,"6,031",118,94,115,157,191,57,112,72,60,85,298,82,75,193,54,"1,026","1,385","1,361",496
2021,11,20,"6,956",165,108,133,251,254,79,181,75,100,121,390,109,140,291,70,"1,218","1,338","1,408",525
2021,11,30,"6,192",138,120,146,195,238,78,142,96,93,125,303,113,84,257,78,"1,062","1,196","1,142",586
2021,11,40,"9,570",240,201,229,308,368,99,199,154,166,222,533,182,155,409,130,"1,553","1,841","1,844",737
2021,11,50,"13,278",423,338,419,539,632,186,410,271,263,369,934,304,327,825,203,"1,786","2,126","1,911","1,012"
2021,11,60,"15,055",649,590,544,787,773,292,584,380,397,589,"1,036",499,412,"1,034",282,"1,749","1,825","1,509","1,124"
2021,11,70,"11,335",426,492,478,634,659,239,398,328,341,556,765,431,335,767,273,"1,165","1,275",927,846
2021,11,80,"7,373",326,353,280,429,406,197,308,257,231,388,435,351,264,522,169,613,795,501,548
2021,11,90,"1,250",56,55,42,93,81,28,55,45,49,62,76,50,38,92,28,120,92,104,84
2021,11,100,39,1,1,3,2,0,0,4,0,0,1,1,4,1,9,0,4,0,1,7
2021,12,총,"80,913","2,611","2,390","2,448","3,471","3,704","1,301","2,457","1,720","1,737","2,543","4,934","2,193","1,876","4,516","1,321","10,921","12,753","11,688","6,329"
2021,12,0,"3,874",71,56,61,79,104,42,55,46,42,35,176,68,42,120,40,661,842,930,404
2021,12,10,"6,040",117,93,116,155,195,61,115,71,58,84,299,82,75,184,56,"1,034","1,392","1,358",495
2021,12,20,"6,942",164,104,139,252,257,80,180,74,102,121,388,108,144,294,71,"1,191","1,331","1,424",518
2021,12,30,"6,196",139,119,147,199,239,79,147,95,93,124,303,112,85,253,77,"1,052","1,200","1,149",584
2021,12,40,"9,549",242,201,225,308,363,100,201,155,165,217,530,183,151,409,132,"1,533","1,864","1,844",726
2021,12,50,"13,237",419,336,420,539,626,182,412,267,260,371,927,305,332,818,198,"1,786","2,129","1,906","1,004"
2021,12,60,"15,081",646,585,543,785,775,296,582,384,400,585,"1,033",501,412,"1,044",279,"1,754","1,825","1,529","1,123"
2021,12,70,"11,203",421,478,468,627,656,233,391,322,333,547,758,427,326,760,268,"1,163","1,259",931,835
2021,12,80,"7,495",335,361,284,431,409,200,316,260,234,394,442,352,270,530,172,625,816,509,555
2021,12,90,"1,257",56,56,42,94,80,28,54,46,50,64,76,51,38,93,28,119,94,107,81
2021,12,100,39,1,1,3,2,0,0,4,0,0,1,2,4,1,11,0,3,1,1,4
