년도,월,나이,인천광역시 계양구,인천광역시 계양구 효성1동,인천광역시 계양구 효성2동,인천광역시 계양구 계산1동,인천광역시 계양구 계산2동,인천광역시 계양구 계산3동,인천광역시 계양구 계산4동,인천광역시 계양구 작전1동,인천광역시 계양구 작전2동,인천광역시 계양구 작전서운동,인천광역시 계양구 계양1동,인천광역시 계양구 계양2동,인천광역시 계양구 계양3동
2021,11,40,"22,265","1,924","2,118","1,431","1,017","1,108","1,878","2,076","1,347","2,836","1,547","2,339","2,644"
2021,11,50,"28,853","2,591","2,820","2,204","1,577","1,809","2,553","2,674","1,881","3,417","2,012","3,389","1,926"
2021,11,60,"22,056","2,247","2,308","1,768","1,465","1,511","1,564","1,993","1,644","2,058","1,608","2,486","1,404"
2021,11,70,"7,162",778,836,625,490,344,308,620,585,560,581,891,544
2021,11,80,"2,538",267,265,189,154,127,146,200,214,228,239,330,179
2021,11,90,253,29,15,21,17,16,18,24,17,24,17,32,23
2021,11,100,6,1,0,0,0,1,1,1,0,1,0,1,0
2021,12,총,"147,316","13,726","14,677","10,138","7,852","9,143","11,697","13,633","9,783","17,424","10,342","16,355","12,546"
2021,12,0,"8,785",793,884,380,277,417,725,820,468,"1,315",700,762,"1,244"
2021,12,10,"13,029","1,212","1,323",619,475,731,"1,258","1,328",689,"1,757",878,"1,255","1,504"
2021,12,20,"22,286","1,962","2,269","1,535","1,210","1,637","1,929","2,160","1,448","2,726","1,459","2,581","1,370"
2021,12,30,"19,935","1,801","1,816","1,388","1,171","1,428","1,330","1,737","1,504","2,498","1,282","2,298","1,682"
2021,12,40,"22,298","1,979","2,109","1,422","1,013","1,115","1,870","2,067","1,355","2,828","1,549","2,345","2,646"
2021,12,50,"28,800","2,617","2,833","2,190","1,569","1,803","2,535","2,670","1,871","3,415","2,013","3,361","1,923"
2021,12,60,"22,170","2,271","2,314","1,772","1,477","1,523","1,576","2,007","1,635","2,066","1,616","2,498","1,415"
2021,12,70,"7,198",788,848,620,490,345,309,618,581,567,584,892,556
2021,12,80,"2,547",273,265,191,152,127,146,200,214,224,244,330,181
2021,12,90,262,29,16,21,18,16,18,25,18,27,17,32,25
2021,12,100,6,1,0,0,0,1,1,1,0,1,0,1,0
