년도,월,나이,강원도,강원도 춘천시,강원도 원주시,강원도 강릉시,강원도 동해시,강원도 태백시,강원도 속초시,강원도 삼척시,강원도 홍천군,강원도 횡성군,강원도 영월군,강원도 평창군,강원도 정선군,강원도 철원군,강원도 화천군,강원도 양구군,강원도 인제군,강원도 고성군,강원도 양양군
2021,3,30,"164,474","34,070","45,254","21,424","8,995","3,629","9,085","5,590","5,981","3,375","2,725","3,003","2,970","4,623","2,827","2,542","3,819","2,247","2,315"
2021,3,40,"222,044","42,139","56,873","32,155","14,395","6,325","12,324","8,792","8,130","5,052","4,510","5,218","4,802","5,620","2,665","2,504","3,961","3,042","3,537"
2021,3,50,"265,217","46,737","60,723","36,466","15,538","7,246","15,011","11,145","12,472","8,634","7,251","7,893","6,820","7,048","3,826","3,496","5,144","4,750","5,017"
2021,3,60,"246,701","39,077","46,805","34,391","14,146","7,801","13,095","11,330","14,202","10,450","8,222","9,014","7,559","6,881","3,904","3,447","5,373","5,328","5,676"
2021,3,70,"134,639","20,874","21,564","19,631","8,026","4,886","6,780","7,115","7,254","5,543","4,830","4,938","4,428","4,683","2,362","2,002","2,639","3,466","3,618"
2021,3,80,"73,365","11,967","12,328","10,087","3,836","2,168","3,255","4,022","4,432","3,319","2,777","2,753","2,219","2,283","1,387","1,172","1,532","1,913","1,915"
2021,3,90,"11,279","1,899","1,843","1,677",518,291,604,579,643,516,358,370,313,364,224,158,250,344,328
2021,3,100,496,61,63,87,12,23,18,29,34,26,27,16,17,17,12,15,7,18,14
2021,4,총,"1,536,175","282,326","354,536","212,890","89,868","42,183","82,302","64,355","68,681","46,510","38,417","41,188","35,990","44,169","24,446","22,114","31,508","26,760","27,932"
2021,4,0,"103,764","21,317","27,915","13,235","6,494","2,467","5,782","3,727","3,730","2,135","1,632","1,826","1,705","3,311","1,768","1,675","2,429","1,292","1,324"
2021,4,10,"135,834","26,743","35,553","18,699","8,637","3,754","7,324","5,119","5,081","3,554","2,915","2,810","2,483","3,695","1,738","2,042","2,268","1,603","1,816"
2021,4,20,"177,456","37,239","45,269","24,920","9,284","3,596","8,908","6,974","6,728","3,797","3,153","3,337","2,717","5,596","3,755","3,064","4,063","2,707","2,349"
2021,4,30,"164,049","34,006","45,121","21,424","8,916","3,608","9,082","5,534","5,945","3,390","2,724","2,974","2,944","4,633","2,820","2,510","3,831","2,259","2,328"
2021,4,40,"221,735","42,119","56,835","32,108","14,396","6,315","12,326","8,755","8,108","5,039","4,503","5,222","4,777","5,614","2,641","2,502","3,933","3,043","3,499"
2021,4,50,"264,796","46,685","60,728","36,443","15,573","7,207","15,006","11,108","12,392","8,597","7,217","7,869","6,790","7,022","3,822","3,484","5,107","4,742","5,004"
2021,4,60,"248,600","39,409","47,253","34,572","14,182","7,846","13,190","11,393","14,327","10,566","8,270","9,059","7,586","6,958","3,933","3,495","5,445","5,392","5,724"
2021,4,70,"134,410","20,840","21,523","19,615","7,989","4,887","6,783","7,100","7,247","5,539","4,822","4,929","4,433","4,660","2,337","1,994","2,635","3,449","3,628"
2021,4,80,"73,713","12,007","12,408","10,118","3,863","2,191","3,277","4,020","4,444","3,345","2,797","2,778","2,225","2,294","1,401","1,172","1,541","1,913","1,919"
2021,4,90,"11,331","1,899","1,870","1,679",523,288,605,595,645,521,359,367,313,367,221,161,249,342,327
2021,4,100,487,62,61,77,11,24,19,30,34,27,25,17,17,19,10,15,7,18,14
2021,5,총,"1,535,491","282,482","354,768","212,681","89,968","41,718","82,241","64,188","68,597","46,589","38,099","41,164","35,991","44,011","24,397","22,094","31,633","26,864","28,006"
2021,5,0,"103,387","21,189","27,843","13,202","6,469","2,442","5,759","3,702","3,718","2,129","1,620","1,807","1,700","3,291","1,755","1,687","2,448","1,304","1,322"
2021,5,10,"135,474","26,685","35,499","18,642","8,622","3,746","7,300","5,089","5,048","3,565","2,893","2,810","2,469","3,673","1,731","2,041","2,244","1,600","1,817"
2021,5,20,"177,230","37,268","45,187","24,893","9,324","3,573","8,876","6,976","6,684","3,790","3,140","3,315","2,704","5,572","3,716","3,019","4,124","2,695","2,374"
2021,5,30,"163,622","33,990","45,009","21,365","8,898","3,552","9,077","5,477","5,903","3,367","2,703","2,956","2,935","4,610","2,804","2,520","3,863","2,280","2,313"
2021,5,40,"220,994","42,070","56,753","32,029","14,365","6,215","12,269","8,666","8,077","5,023","4,410","5,175","4,751","5,593","2,632","2,492","3,907","3,075","3,492"
2021,5,50,"264,724","46,676","60,855","36,420","15,589","7,134","14,996","11,082","12,343","8,603","7,160","7,896","6,808","7,008","3,820","3,462","5,126","4,753","4,993"
2021,5,60,"250,142","39,773","47,678","34,686","14,289","7,754","13,271","11,452","14,447","10,653","8,240","9,109","7,629","6,967","3,981","3,521","5,484","5,436","5,772"
2021,5,70,"134,102","20,780","21,522","19,580","7,975","4,835","6,782","7,084","7,241","5,534","4,781","4,919","4,430","4,623","2,302","1,991","2,629","3,443","3,651"
2021,5,80,"74,025","12,086","12,480","10,125","3,897","2,169","3,288","4,036","4,462","3,362","2,787","2,795","2,227","2,298","1,423","1,183","1,550","1,927","1,930"
2021,5,90,"11,329","1,900","1,880","1,679",528,275,603,598,641,536,343,364,320,359,223,164,251,336,329
2021,5,100,462,65,62,60,12,23,20,26,33,27,22,18,18,17,10,14,7,15,13
2021,6,총,"1,535,530","282,511","354,978","212,784","89,999","41,419","82,254","64,073","68,619","46,614","38,057","41,109","35,952","43,932","24,408","22,027","31,835","26,924","28,035"
2021,6,0,"103,005","21,109","27,761","13,131","6,442","2,412","5,753","3,681","3,691","2,123","1,609","1,799","1,700","3,263","1,753","1,688","2,464","1,308","1,318"
2021,6,10,"135,269","26,624","35,473","18,606","8,613","3,736","7,259","5,057","5,054","3,570","2,881","2,800","2,457","3,675","1,738","2,039","2,260","1,605","1,822"
2021,6,20,"177,090","37,309","45,084","24,931","9,324","3,561","8,885","6,943","6,652","3,791","3,131","3,290","2,700","5,529","3,735","2,975","4,182","2,697","2,371"
2021,6,30,"163,395","33,944","45,023","21,368","8,875","3,517","9,083","5,432","5,878","3,349","2,698","2,936","2,907","4,605","2,793","2,515","3,906","2,284","2,282"
2021,6,40,"220,674","42,006","56,740","31,971","14,360","6,164","12,253","8,637","8,074","5,014","4,389","5,175","4,744","5,564","2,619","2,486","3,918","3,062","3,498"
2021,6,50,"263,924","46,509","60,710","36,387","15,583","7,085","14,926","11,039","12,275","8,558","7,134","7,830","6,767","7,008","3,802","3,426","5,127","4,761","4,997"
2021,6,60,"252,215","40,172","48,169","34,914","14,362","7,724","13,391","11,534","14,606","10,749","8,287","9,186","7,694","6,989","4,018","3,552","5,544","5,503","5,821"
2021,6,70,"133,698","20,706","21,482","19,573","7,959","4,798","6,783","7,068","7,204","5,496","4,761","4,900","4,406","4,606","2,288","1,974","2,622","3,431","3,641"
2021,6,80,"74,448","12,174","12,576","10,166","3,930","2,144","3,301","4,045","4,507","3,397","2,796","2,806","2,243","2,317","1,431","1,193","1,554","1,930","1,938"
2021,6,90,"11,350","1,892","1,895","1,679",539,256,599,611,646,539,350,369,316,359,220,165,251,331,333
2021,6,100,462,66,65,58,12,22,21,26,32,28,21,18,18,17,11,14,7,12,14
2021,7,총,"1,536,140","282,592","355,432","212,957","90,039","41,341","82,377","63,952","68,573","46,652","38,064","41,060","35,902","43,832","24,369","21,981","31,947","26,960","28,110"
2021,7,0,"102,580","20,975","27,738","13,097","6,409","2,397","5,721","3,657","3,671","2,118","1,590","1,777","1,683","3,234","1,745","1,684","2,474","1,301","1,309"
2021,7,10,"135,021","26,635","35,424","18,570","8,566","3,721","7,257","5,018","5,034","3,561","2,859","2,789","2,459","3,673","1,724","2,026","2,270","1,614","1,821"
2021,7,20,"176,875","37,272","45,121","24,932","9,363","3,540","8,928","6,896","6,587","3,778","3,149","3,259","2,700","5,470","3,715","2,926","4,213","2,643","2,383"
2021,7,30,"163,235","33,945","45,019","21,373","8,844","3,503","9,066","5,407","5,863","3,331","2,685","2,917","2,859","4,601","2,791","2,527","3,916","2,301","2,287"
2021,7,40,"220,452","41,944","56,734","31,957","14,333","6,132","12,236","8,608","8,053","5,006","4,381","5,153","4,748","5,555","2,614","2,480","3,936","3,078","3,504"
2021,7,50,"263,759","46,437","60,759","36,432","15,611","7,074","14,954","11,010","12,209","8,558","7,123","7,807","6,734","6,990","3,781","3,410","5,098","4,777","4,995"
2021,7,60,"253,985","40,534","48,562","35,106","14,429","7,734","13,491","11,607","14,730","10,825","8,337","9,243","7,737","7,028","4,055","3,573","5,590","5,543","5,861"
2021,7,70,"133,653","20,663","21,480","19,558","7,983","4,803","6,786","7,056","7,223","5,501","4,769","4,911","4,392","4,581","2,265","1,970","2,624","3,434","3,654"
2021,7,80,"74,741","12,215","12,641","10,192","3,936","2,161","3,319","4,052","4,528","3,410","2,804","2,817","2,254","2,329","1,446","1,199","1,565","1,929","1,944"
2021,7,90,"11,374","1,902","1,890","1,684",551,254,598,614,643,535,346,369,318,355,222,172,254,328,339
2021,7,100,465,70,64,56,14,22,21,27,32,29,21,18,18,16,11,14,7,12,13
2021,8,총,"1,536,270","282,714","355,767","213,025","90,056","41,295","82,391","63,825","68,489","46,635","38,055","41,050","35,838","43,691","24,342","21,972","32,034","27,005","28,086"
2021,8,0,"102,340","20,892","27,701","13,068","6,401","2,386","5,712","3,626","3,650","2,114","1,586","1,764","1,674","3,225","1,750","1,690","2,498","1,302","1,301"
2021,8,10,"134,698","26,616","35,364","18,564","8,560","3,709","7,225","4,978","4,998","3,552","2,829","2,791","2,452","3,651","1,701","2,022","2,259","1,615","1,812"
2021,8,20,"176,503","37,312","45,064","24,888","9,325","3,527","8,907","6,867","6,516","3,745","3,164","3,251","2,683","5,397","3,704","2,898","4,218","2,656","2,381"
2021,8,30,"162,968","33,903","45,060","21,341","8,802","3,451","9,058","5,379","5,860","3,319","2,678","2,885","2,840","4,584","2,790","2,522","3,924","2,300","2,272"
2021,8,40,"220,045","41,887","56,708","31,880","14,312","6,137","12,232","8,552","8,046","4,978","4,362","5,132","4,716","5,530","2,609","2,466","3,947","3,065","3,486"
2021,8,50,"263,947","46,444","60,866","36,524","15,632","7,075","14,946","10,994","12,200","8,561","7,127","7,811","6,716","6,969","3,768","3,414","5,112","4,797","4,991"
2021,8,60,"255,310","40,795","48,867","35,241","14,513","7,756","13,581","11,676","14,806","10,885","8,355","9,274","7,765","7,057","4,076","3,595","5,620","5,564","5,884"
2021,8,70,"133,479","20,620","21,435","19,539","7,997","4,809","6,785","7,058","7,193","5,491","4,761","4,917","4,391","4,563","2,255","1,974","2,613","3,430","3,648"
2021,8,80,"75,073","12,259","12,736","10,242","3,938","2,168","3,329","4,061","4,545","3,418","2,821","2,835","2,262","2,336","1,454","1,200","1,572","1,935","1,962"
2021,8,90,"11,437","1,915","1,903","1,680",561,254,595,608,643,543,349,371,321,363,225,177,264,329,336
2021,8,100,470,71,63,58,15,23,21,26,32,29,23,19,18,16,10,14,7,12,13
2021,9,총,"1,536,765","283,312","356,134","213,151","90,073","41,145","82,476","63,864","68,452","46,566","38,012","40,971","35,717","43,579","24,313","21,924","32,033","26,981","28,062"
2021,9,0,"102,024","20,894","27,608","13,011","6,346","2,369","5,688","3,602","3,625","2,125","1,582","1,747","1,662","3,228","1,753","1,688","2,490","1,307","1,299"
2021,9,10,"134,545","26,576","35,333","18,578","8,573","3,677","7,212","5,074","4,980","3,527","2,806","2,766","2,432","3,635","1,703","1,998","2,281","1,592","1,802"
2021,9,20,"175,972","37,399","44,998","24,791","9,297","3,478","8,906","6,906","6,489","3,681","3,129","3,233","2,628","5,319","3,658","2,874","4,189","2,635","2,362"
2021,9,30,"162,827","34,048","45,117","21,330","8,780","3,415","9,062","5,329","5,819","3,291","2,666","2,833","2,819","4,548","2,774","2,513","3,916","2,290","2,277"
2021,9,40,"219,798","41,860","56,722","31,842","14,312","6,120","12,204","8,526","8,013","4,961","4,357","5,113","4,676","5,523","2,621","2,451","3,949","3,064","3,484"
2021,9,50,"264,279","46,588","60,971","36,640","15,674","7,059","14,995","10,968","12,193","8,554","7,131","7,792","6,707","6,960","3,767","3,406","5,093","4,805","4,976"
2021,9,60,"256,747","41,049","49,219","35,413","14,592","7,758","13,670","11,730","14,893","10,945","8,396","9,348","7,798","7,086","4,093","3,629","5,659","5,575","5,894"
2021,9,70,"133,190","20,541","21,414","19,499","7,960","4,813","6,788","7,025","7,188","5,482","4,733","4,908","4,383","4,548","2,253","1,968","2,603","3,439","3,645"
2021,9,80,"75,428","12,356","12,768","10,299","3,964","2,180","3,333","4,067","4,571","3,430","2,839","2,842","2,275","2,349","1,458","1,205","1,579","1,936","1,977"
2021,9,90,"11,488","1,928","1,925","1,689",561,252,598,611,650,542,349,370,319,369,223,177,266,326,333
2021,9,100,467,73,59,59,14,24,20,26,31,28,24,19,18,14,10,15,8,12,13
2021,10,총,"1,537,717","283,803","356,625","213,155","90,115","41,055","82,579","63,833","68,499","46,586","38,011","41,006","35,659","43,489","24,247","21,925","32,090","27,014","28,026"
2021,10,0,"101,658","20,876","27,521","12,932","6,336","2,344","5,666","3,582","3,605","2,113","1,581","1,744","1,660","3,192","1,735","1,680","2,502","1,301","1,288"
2021,10,10,"134,400","26,504","35,344","18,566","8,560","3,667","7,200","5,092","4,992","3,528","2,791","2,749","2,427","3,633","1,707","1,999","2,265","1,586","1,790"
2021,10,20,"175,880","37,432","44,957","24,771","9,312","3,480","8,924","6,915","6,494","3,653","3,131","3,235","2,612","5,309","3,618","2,858","4,177","2,646","2,356"
2021,10,30,"162,862","34,171","45,249","21,295","8,754","3,373","9,080","5,293","5,786","3,274","2,652","2,838","2,794","4,524","2,753","2,521","3,942","2,302","2,261"
2021,10,40,"219,415","41,854","56,654","31,784","14,288","6,112","12,179","8,485","8,007","4,943","4,341","5,080","4,664","5,492","2,617","2,439","3,963","3,056","3,457"
2021,10,50,"264,460","46,674","61,109","36,647","15,682","7,043","15,023","10,961","12,179","8,553","7,133","7,803","6,672","6,941","3,759","3,423","5,100","4,788","4,970"
2021,10,60,"258,240","41,337","49,537","35,581","14,652","7,766","13,762","11,785","14,982","11,046","8,437","9,409","7,853","7,123","4,111","3,637","5,673","5,615","5,934"
2021,10,70,"132,968","20,493","21,423","19,499","7,966","4,823","6,770","7,012","7,158","5,464","4,723","4,908","4,363","4,514","2,231","1,961","2,595","3,430","3,635"
2021,10,80,"75,824","12,453","12,811","10,331","3,986","2,173","3,356","4,076","4,613","3,440","2,845","2,849","2,282","2,380","1,477","1,211","1,600","1,950","1,991"
2021,10,90,"11,553","1,935","1,959","1,694",565,250,599,609,651,546,353,372,320,367,229,180,265,328,331
2021,10,100,457,74,61,55,14,24,20,23,32,26,24,19,12,14,10,16,8,12,13
2021,11,총,"1,538,273","284,121","357,277","213,093","90,010","40,982","82,700","63,682","68,482","46,583","37,934","41,023","35,639","43,396","24,242","21,875","32,138","27,119","27,977"
2021,11,0,"101,330","20,869","27,466","12,895","6,283","2,320","5,661","3,554","3,574","2,106","1,571","1,735","1,633","3,169","1,723","1,665","2,504","1,330","1,272"
2021,11,10,"134,178","26,465","35,355","18,528","8,549","3,671","7,197","5,058","4,981","3,517","2,773","2,739","2,422","3,616","1,712","1,987","2,243","1,585","1,780"
2021,11,20,"175,632","37,412","44,958","24,676","9,305","3,485","8,904","6,862","6,512","3,633","3,120","3,244","2,593","5,270","3,587","2,870","4,194","2,657","2,350"
2021,11,30,"162,898","34,282","45,353","21,267","8,690","3,329","9,098","5,267","5,756","3,269","2,635","2,829","2,781","4,500","2,766","2,496","3,975","2,344","2,261"
2021,11,40,"219,290","41,833","56,762","31,726","14,266","6,114","12,166","8,486","7,978","4,921","4,331","5,060","4,648","5,499","2,611","2,437","3,954","3,057","3,441"
2021,11,50,"264,619","46,725","61,198","36,706","15,693","7,015","15,064","10,943","12,178","8,521","7,113","7,804","6,678","6,931","3,768","3,419","5,107","4,792","4,964"
2021,11,60,"259,431","41,560","49,850","35,679","14,668","7,785","13,858","11,809","15,050","11,145","8,468","9,456","7,894","7,159","4,131","3,642","5,693","5,640","5,944"
2021,11,70,"132,719","20,419","21,429","19,469","7,983","4,803","6,761","7,000","7,132","5,453","4,697","4,901","4,369","4,483","2,218","1,959","2,595","3,419","3,629"
2021,11,80,"76,160","12,540","12,889","10,398","3,989","2,191","3,367","4,069","4,628","3,449","2,849","2,859","2,290","2,396","1,486","1,211","1,603","1,958","1,988"
2021,11,90,"11,598","1,945","1,959","1,694",570,252,609,614,660,543,360,378,321,361,229,180,262,326,335
2021,11,100,418,71,58,55,14,17,15,20,33,26,17,18,10,12,11,9,8,11,13
2021,12,총,"1,538,492","284,594","357,757","212,965","90,081","40,844","82,791","63,429","68,365","46,481","37,904","40,996","35,675","43,340","24,195","21,748","32,165","27,249","27,913"
2021,12,0,"100,971","20,826","27,420","12,837","6,272","2,301","5,621","3,524","3,535","2,108","1,549","1,715","1,628","3,155","1,709","1,649","2,499","1,354","1,269"
2021,12,10,"133,885","26,476","35,362","18,449","8,535","3,665","7,220","5,018","4,962","3,441","2,748","2,724","2,412","3,629","1,721","1,929","2,236","1,588","1,770"
2021,12,20,"175,424","37,437","44,938","24,560","9,361","3,452","8,958","6,721","6,495","3,622","3,136","3,240","2,625","5,242","3,567","2,856","4,209","2,678","2,327"
2021,12,30,"162,817","34,379","45,429","21,221","8,677","3,296","9,112","5,210","5,720","3,240","2,620","2,824","2,755","4,496","2,763","2,471","3,981","2,379","2,244"
2021,12,40,"219,422","41,949","56,864","31,762","14,228","6,095","12,149","8,497","7,973","4,926","4,322","5,053","4,626","5,483","2,608","2,428","3,938","3,077","3,444"
2021,12,50,"264,586","46,820","61,255","36,670","15,731","6,981","15,068","10,920","12,122","8,502","7,097","7,802","6,682","6,929","3,758","3,407","5,107","4,797","4,938"
2021,12,60,"260,158","41,669","50,069","35,766","14,679","7,804","13,878","11,843","15,114","11,158","8,503","9,485","7,925","7,159","4,133","3,649","5,730","5,651","5,943"
2021,12,70,"132,627","20,395","21,409","19,512","7,994","4,789","6,770","6,992","7,104","5,466","4,688","4,877","4,373","4,468","2,207","1,954","2,589","3,408","3,632"
2021,12,80,"76,586","12,627","12,978","10,438","4,008","2,204","3,395","4,074","4,657","3,454","2,858","2,877","2,312","2,401","1,491","1,218","1,610","1,981","2,003"
2021,12,90,"11,658","1,953","1,978","1,698",584,255,608,614,661,538,370,382,327,365,228,180,259,327,331
2021,12,100,358,63,55,52,12,2,12,16,22,26,13,17,10,13,10,7,7,9,12
