년도,월,나이,광주광역시 서구,광주광역시 서구 양동,광주광역시 서구 양3동,광주광역시 서구 농성1동,광주광역시 서구 농성2동,광주광역시 서구 광천동,광주광역시 서구 유덕동,광주광역시 서구 치평동,광주광역시 서구 상무1동,광주광역시 서구 상무2동,광주광역시 서구 화정1동,광주광역시 서구 화정2동,광주광역시 서구 화정3동,광주광역시 서구 화정4동,광주광역시 서구 서창동,광주광역시 서구 금호1동,광주광역시 서구 금호2동,광주광역시 서구 풍암동,광주광역시 서구 동천동
2021,6,100,47,1,0,4,1,3,0,3,4,9,1,1,3,3,2,2,7,2,1
2021,7,총,"292,724","3,831","4,625","10,964","4,996","8,247","10,957","30,382","24,808","23,796","15,683","20,712","10,169","15,573","5,816","20,133","28,811","37,033","16,188"
2021,7,0,"20,678",100,364,564,168,536,851,"2,111","1,585","1,146",841,"2,296",537,"1,056",388,"1,226","2,530","2,859","1,520"
2021,7,10,"30,433",141,348,629,240,584,"1,250","2,983","2,416","1,638","1,066","2,444",988,"1,524",389,"2,066","4,264","5,057","2,406"
2021,7,20,"44,905",412,467,"1,599",847,"1,057","1,748","5,530","4,693","4,419","3,102","2,372","1,547","2,154",715,"2,871","4,060","5,412","1,900"
2021,7,30,"35,544",341,550,"1,538",601,972,"1,432","4,261","3,513","2,927","2,336","2,879","1,070","1,665",677,"1,990","3,084","4,040","1,668"
2021,7,40,"47,456",424,726,"1,500",655,"1,264","1,917","4,803","3,906","3,167","2,182","3,695","1,370","2,161",719,"2,902","5,510","7,234","3,321"
2021,7,50,"49,304",601,669,"1,737",848,"1,534","1,874","5,388","3,958","3,974","2,334","2,893","1,710","2,609","1,200","3,858","5,200","6,384","2,533"
2021,7,60,"35,345",756,770,"1,585",815,"1,243",978,"2,922","2,705","3,427","1,889","2,420","1,631","2,673",948,"3,048","2,422","3,378","1,735"
2021,7,70,"19,401",711,520,"1,226",530,709,572,"1,508","1,444","2,078","1,228","1,243",870,"1,164",478,"1,428","1,155","1,746",791
2021,7,80,"8,397",310,184,519,260,303,292,784,506,888,613,397,371,493,255,662,495,809,256
2021,7,90,"1,214",34,27,63,31,42,43,89,78,123,91,72,72,71,45,80,84,112,57
2021,7,100,47,1,0,4,1,3,0,3,4,9,1,1,3,3,2,2,7,2,1
2021,8,총,"292,400","3,803","4,637","10,907","4,980","8,229","11,018","30,351","24,826","23,813","15,603","20,711","10,118","15,527","5,825","20,121","28,775","36,929","16,227"
2021,8,0,"20,611",102,376,560,162,541,845,"2,119","1,592","1,142",819,"2,296",522,"1,052",391,"1,224","2,525","2,830","1,513"
2021,8,10,"30,355",140,344,625,238,581,"1,247","2,967","2,416","1,653","1,068","2,459",981,"1,523",389,"2,052","4,221","5,032","2,419"
2021,8,20,"44,766",404,466,"1,594",850,"1,052","1,756","5,521","4,690","4,383","3,060","2,354","1,536","2,131",717,"2,879","4,067","5,395","1,911"
2021,8,30,"35,437",334,549,"1,509",605,979,"1,460","4,221","3,499","2,926","2,338","2,856","1,076","1,658",679,"1,983","3,085","4,009","1,671"
2021,8,40,"47,303",420,728,"1,492",645,"1,247","1,917","4,803","3,908","3,167","2,170","3,713","1,359","2,152",707,"2,891","5,467","7,203","3,314"
2021,8,50,"49,397",596,667,"1,739",845,"1,530","1,895","5,394","3,969","3,991","2,325","2,887","1,707","2,599","1,201","3,863","5,236","6,398","2,555"
2021,8,60,"35,431",756,774,"1,578",819,"1,247",983,"2,938","2,724","3,442","1,887","2,426","1,624","2,669",957,"3,050","2,430","3,396","1,731"
2021,8,70,"19,390",708,521,"1,218",522,706,578,"1,505","1,440","2,077","1,231","1,243",867,"1,173",482,"1,436","1,153","1,739",791
2021,8,80,"8,438",310,185,525,259,301,294,790,503,900,611,402,371,494,251,662,501,814,265
2021,8,90,"1,225",32,27,63,34,42,43,90,82,123,92,73,72,73,49,79,84,111,56
2021,8,100,47,1,0,4,1,3,0,3,3,9,2,2,3,3,2,2,6,2,1
2021,9,총,"292,180","3,801","4,622","10,885","4,949","8,202","11,004","30,334","24,874","23,877","15,626","20,638","10,068","15,510","5,812","20,117","28,739","36,882","16,240"
2021,9,0,"20,477",109,372,558,164,535,835,"2,101","1,580","1,148",814,"2,278",510,"1,035",390,"1,223","2,513","2,810","1,502"
2021,9,10,"30,261",146,345,610,235,576,"1,246","2,945","2,408","1,653","1,068","2,460",979,"1,524",382,"2,054","4,202","5,002","2,426"
2021,9,20,"44,772",397,468,"1,589",837,"1,059","1,752","5,558","4,729","4,386","3,074","2,325","1,533","2,133",720,"2,848","4,063","5,383","1,918"
2021,9,30,"35,333",332,545,"1,514",603,969,"1,450","4,174","3,503","2,954","2,333","2,851","1,063","1,656",667,"1,993","3,055","4,007","1,664"
2021,9,40,"47,219",423,726,"1,475",639,"1,239","1,921","4,801","3,910","3,186","2,179","3,705","1,350","2,148",708,"2,891","5,450","7,161","3,307"
2021,9,50,"49,373",591,662,"1,750",839,"1,525","1,900","5,384","3,970","3,978","2,329","2,865","1,689","2,585","1,196","3,862","5,256","6,419","2,573"
2021,9,60,"35,579",759,772,"1,579",823,"1,249",984,"2,976","2,726","3,457","1,895","2,433","1,627","2,673",957,"3,054","2,454","3,424","1,737"
2021,9,70,"19,403",705,520,"1,215",520,711,580,"1,498","1,443","2,076","1,223","1,247",865,"1,182",489,"1,442","1,155","1,743",789
2021,9,80,"8,498",309,187,529,254,295,293,803,521,906,619,402,379,494,248,667,503,821,268
2021,9,90,"1,217",29,25,62,34,41,43,91,81,124,90,70,70,76,53,81,82,110,55
2021,9,100,48,1,0,4,1,3,0,3,3,9,2,2,3,4,2,2,6,2,1
2021,10,총,"291,705","3,754","4,590","10,880","4,945","8,139","11,028","30,288","24,808","23,895","15,568","20,635","10,035","15,472","5,836","20,076","28,664","36,872","16,220"
2021,10,0,"20,342",105,369,553,169,533,832,"2,095","1,571","1,137",800,"2,269",509,"1,018",395,"1,201","2,496","2,794","1,496"
2021,10,10,"30,130",145,339,614,231,571,"1,247","2,917","2,378","1,651","1,063","2,478",982,"1,523",386,"2,038","4,168","4,979","2,420"
2021,10,20,"44,731",387,465,"1,582",833,"1,047","1,758","5,550","4,715","4,417","3,076","2,305","1,521","2,128",715,"2,860","4,071","5,385","1,916"
2021,10,30,"35,172",328,535,"1,517",603,957,"1,455","4,158","3,505","2,952","2,308","2,842","1,055","1,641",668,"1,970","3,039","3,996","1,643"
2021,10,40,"47,075",411,723,"1,482",645,"1,232","1,914","4,788","3,880","3,176","2,176","3,714","1,350","2,158",712,"2,887","5,395","7,132","3,300"
2021,10,50,"49,414",587,651,"1,755",830,"1,510","1,909","5,390","3,985","3,972","2,325","2,863","1,679","2,578","1,199","3,851","5,269","6,467","2,594"
2021,10,60,"35,628",748,778,"1,577",823,"1,237",996,"2,997","2,728","3,469","1,879","2,442","1,617","2,665",968,"3,067","2,475","3,431","1,731"
2021,10,70,"19,408",701,518,"1,204",523,713,582,"1,488","1,442","2,080","1,224","1,242",869,"1,186",491,"1,446","1,155","1,751",793
2021,10,80,"8,545",314,186,529,253,296,291,809,521,910,622,410,383,494,248,672,509,827,271
2021,10,90,"1,212",27,26,63,34,41,44,92,80,123,93,68,67,77,52,82,81,107,55
2021,10,100,48,1,0,4,1,2,0,4,3,8,2,2,3,4,2,2,6,3,1
2021,11,총,"291,411","3,727","4,581","10,884","4,936","8,123","11,019","30,344","24,773","23,868","15,551","20,607","10,057","15,414","5,814","20,056","28,597","36,811","16,249"
2021,11,0,"20,263",103,367,555,169,540,834,"2,109","1,557","1,122",791,"2,274",500,"1,002",392,"1,198","2,489","2,757","1,504"
2021,11,10,"30,018",143,338,611,231,565,"1,239","2,904","2,378","1,653","1,059","2,465",979,"1,528",391,"2,031","4,141","4,946","2,416"
2021,11,20,"44,594",387,457,"1,604",822,"1,034","1,742","5,543","4,695","4,426","3,044","2,287","1,536","2,108",709,"2,829","4,063","5,390","1,918"
2021,11,30,"35,080",322,539,"1,503",620,960,"1,440","4,155","3,479","2,939","2,322","2,809","1,058","1,639",668,"1,977","3,010","3,997","1,643"
2021,11,40,"47,028",405,721,"1,484",641,"1,235","1,923","4,817","3,881","3,165","2,160","3,735","1,355","2,147",705,"2,887","5,376","7,102","3,289"
2021,11,50,"49,418",582,645,"1,745",822,"1,511","1,909","5,401","4,005","3,947","2,329","2,854","1,683","2,563","1,203","3,842","5,276","6,495","2,606"
2021,11,60,"35,758",748,784,"1,577",818,"1,230","1,017","3,017","2,736","3,483","1,893","2,448","1,624","2,662",969,"3,077","2,490","3,438","1,747"
2021,11,70,"19,426",690,512,"1,208",527,708,580,"1,495","1,440","2,088","1,231","1,242",869,"1,195",478,"1,453","1,161","1,752",797
2021,11,80,"8,587",317,192,531,250,297,292,809,521,918,629,427,384,488,248,676,505,829,274
2021,11,90,"1,202",29,26,64,35,41,43,90,79,123,91,64,66,78,50,85,82,102,54
2021,11,100,37,1,0,2,1,2,0,4,2,4,2,2,3,4,1,1,4,3,1
2021,12,총,"291,231","3,686","4,578","11,008","4,900","8,084","10,975","30,293","24,802","23,861","15,542","20,604","10,068","15,428","5,792","20,012","28,572","36,781","16,245"
2021,12,0,"20,175",97,370,566,163,528,819,"2,109","1,560","1,116",788,"2,259",501,992,391,"1,195","2,475","2,749","1,497"
2021,12,10,"29,862",143,333,626,230,559,"1,226","2,877","2,359","1,656","1,047","2,464",982,"1,519",385,"2,011","4,119","4,920","2,406"
2021,12,20,"44,576",382,461,"1,641",811,"1,026","1,722","5,511","4,724","4,425","3,040","2,280","1,546","2,124",707,"2,826","4,053","5,371","1,926"
2021,12,30,"35,000",319,529,"1,530",611,951,"1,449","4,157","3,470","2,948","2,342","2,786","1,041","1,634",663,"1,955","2,983","3,998","1,634"
2021,12,40,"46,978",400,719,"1,511",634,"1,222","1,899","4,797","3,882","3,157","2,149","3,747","1,366","2,159",704,"2,878","5,385","7,085","3,284"
2021,12,50,"49,483",575,647,"1,754",827,"1,518","1,924","5,414","4,012","3,927","2,332","2,864","1,680","2,566","1,196","3,834","5,291","6,505","2,617"
2021,12,60,"35,833",738,791,"1,582",810,"1,233","1,015","3,025","2,742","3,492","1,890","2,458","1,631","2,662",974,"3,089","2,505","3,444","1,752"
2021,12,70,"19,467",684,507,"1,204",527,705,582,"1,500","1,455","2,093","1,236","1,252",862,"1,200",474,"1,459","1,162","1,765",800
2021,12,80,"8,610",314,196,528,250,298,295,809,516,920,627,429,390,490,247,677,514,833,277
2021,12,90,"1,208",33,25,64,36,42,44,91,80,122,89,63,66,77,49,87,81,108,51
2021,12,100,39,1,0,2,1,2,0,3,2,5,2,2,3,5,2,1,4,3,1
