년도,월,나이,대전광역시 중구,대전광역시 중구 은행선화동,대전광역시 중구 목동,대전광역시 중구 중촌동,대전광역시 중구 대흥동,대전광역시 중구 문창동,대전광역시 중구 석교동,대전광역시 중구 대사동,대전광역시 중구 부사동,대전광역시 중구 용두동,대전광역시 중구 오류동,대전광역시 중구 태평1동,대전광역시 중구 태평2동,대전광역시 중구 유천1동,대전광역시 중구 유천2동,대전광역시 중구 문화1동,대전광역시 중구 문화2동,대전광역시 중구 산성동
2021,10,20,"15,404","1,285",768,810,"1,113",279,941,425,412,831,742,787,"1,594",481,912,"1,397",841,"1,786"
2021,10,30,"13,028","1,258",639,669,987,241,878,353,388,688,693,721,"1,063",479,798,"1,108",688,"1,377"
2021,10,40,"17,936","1,359","1,481",979,"1,126",333,"1,101",330,459,693,699,"1,130","1,976",544,"1,000","1,775",873,"2,078"
2021,10,50,"19,818","1,437","1,118","1,090","1,038",478,"1,388",442,632,765,842,"1,139","2,181",596,"1,084","1,799","1,147","2,642"
2021,10,60,"16,627","1,156",561,952,863,466,"1,510",440,616,558,713,756,"1,630",621,"1,074","1,274",988,"2,449"
2021,10,70,"9,246",522,286,528,464,277,848,257,344,346,414,446,"1,040",277,684,726,503,"1,284"
2021,10,80,"3,688",180,126,192,183,118,285,142,152,148,206,164,423,107,264,342,253,403
2021,10,90,320,19,9,28,29,6,21,12,16,12,23,9,31,7,21,26,20,31
2021,10,100,9,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1
2021,11,총,"113,977","8,079","6,901","6,127","6,835","2,457","7,874","2,647","3,414","4,598","5,014","6,471","12,375","3,453","6,786","10,845","6,164","13,937"
2021,11,0,"7,191",412,704,309,458,94,354,92,164,248,312,581,925,178,428,940,302,690
2021,11,10,"10,886",486,"1,211",589,583,162,551,149,240,327,385,759,"1,538",188,510,"1,455",555,"1,198"
2021,11,20,"15,356","1,275",770,803,"1,124",283,949,433,409,811,734,774,"1,574",480,917,"1,401",837,"1,782"
2021,11,30,"13,009","1,254",633,658,"1,002",236,868,356,391,694,683,721,"1,070",476,797,"1,095",700,"1,375"
2021,11,40,"17,880","1,348","1,471",974,"1,126",334,"1,098",327,451,690,706,"1,126","1,964",538,"1,014","1,780",861,"2,072"
2021,11,50,"19,765","1,429","1,127","1,089","1,007",480,"1,389",438,631,764,838,"1,135","2,187",589,"1,078","1,805","1,145","2,634"
2021,11,60,"16,640","1,160",561,953,865,468,"1,511",436,621,559,714,755,"1,618",614,"1,073","1,278",990,"2,464"
2021,11,70,"9,218",515,288,526,452,269,843,259,343,346,413,447,"1,045",277,684,725,498,"1,288"
2021,11,80,"3,714",180,126,198,188,126,291,145,149,148,207,164,423,106,264,341,259,399
2021,11,90,310,19,9,27,29,5,19,12,15,11,22,9,31,7,20,24,17,34
2021,11,100,8,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1
2021,12,총,"113,507","8,034","6,880","6,084","6,815","2,455","7,859","2,652","3,406","4,585","4,980","6,446","12,313","3,427","6,783","10,793","6,125","13,870"
2021,12,0,"7,099",404,691,313,448,96,353,90,160,245,305,581,914,177,423,922,298,679
2021,12,10,"10,816",478,"1,216",572,578,158,548,150,238,320,379,748,"1,529",185,504,"1,460",551,"1,202"
2021,12,20,"15,297","1,252",768,799,"1,123",281,945,442,412,825,734,779,"1,572",466,921,"1,400",826,"1,752"
2021,12,30,"12,898","1,254",628,652,999,238,853,353,389,690,672,709,"1,061",475,797,"1,070",698,"1,360"
2021,12,40,"17,799","1,333","1,466",967,"1,123",332,"1,110",329,454,693,701,"1,117","1,943",541,"1,013","1,764",847,"2,066"
2021,12,50,"19,703","1,435","1,131","1,081","1,005",486,"1,381",437,624,762,838,"1,128","2,175",587,"1,073","1,804","1,142","2,614"
2021,12,60,"16,646","1,162",556,953,867,463,"1,516",434,625,551,713,766,"1,617",612,"1,079","1,271",992,"2,469"
2021,12,70,"9,189",515,288,518,449,269,842,260,339,341,413,442,"1,036",272,683,737,494,"1,291"
2021,12,80,"3,740",183,126,200,192,127,290,144,150,148,202,167,436,105,268,338,261,403
2021,12,90,312,17,10,28,30,5,20,13,15,10,23,9,30,7,20,26,16,33
2021,12,100,8,1,0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,1
