년도,월,나이,김해시,진영읍,주촌면,진례면,한림면,생림면,상동면,대동면,동상동,회현동,부원동,내외동,북부동,칠산서부동,활천동,삼안동,불암동,장유1동,장유2동,장유3동
2021,4,80,"11,718","1,187",279,393,602,308,163,447,294,346,276,"1,564","1,334",325,908,901,194,"1,021",530,646
2021,4,90,"1,429",156,33,73,74,32,32,75,38,49,23,161,164,29,99,92,24,112,74,89
2021,4,100,53,4,0,0,1,0,3,1,1,6,2,9,6,1,0,3,5,8,1,2
2021,5,총,"540,423","55,708","18,240","6,440","7,452","3,799","3,134","5,913","9,740","9,155","9,887","73,728","80,454","9,560","40,198","33,117","7,630","57,054","36,360","72,854"
2021,5,0,"47,744","6,336","2,793",209,183,84,76,149,551,601,571,"4,657","7,148",535,"2,465","1,494",500,"5,220","3,524","10,648"
2021,5,10,"60,636","6,121","1,261",308,320,119,140,213,666,552,631,"7,441","10,402",725,"3,814","3,001",737,"8,009","5,126","11,050"
2021,5,20,"68,432","5,320","2,117",584,588,298,261,402,"1,306","1,038","1,389","12,273","10,835","1,223","5,982","5,690",998,"7,062","4,369","6,697"
2021,5,30,"67,980","8,548","3,953",522,569,253,213,380,"1,209","1,202","1,195","8,415","9,363",970,"4,290","2,909",768,"6,884","4,431","11,906"
2021,5,40,"97,435","10,907","2,986",762,695,352,326,545,"1,353","1,200","1,401","11,546","15,215","1,343","6,253","4,864","1,201","11,924","7,741","16,821"
2021,5,50,"97,472","8,315","2,736","1,434","1,547",806,713,"1,058","1,957","1,673","2,080","16,282","14,972","1,970","8,664","7,454","1,543","9,576","6,147","8,545"
2021,5,60,"60,840","6,159","1,590","1,410","1,845",974,823,"1,685","1,641","1,608","1,606","8,202","7,807","1,684","5,473","4,769","1,164","4,885","3,001","4,514"
2021,5,70,"26,618","2,645",496,742,"1,030",573,381,956,721,873,707,"3,175","3,185",750,"2,246","1,940",495,"2,358","1,413","1,932"
2021,5,80,"11,774","1,195",271,396,599,308,164,449,295,353,281,"1,565","1,359",329,912,902,195,"1,016",534,651
2021,5,90,"1,438",158,37,72,75,32,34,75,40,49,24,163,161,30,99,92,24,112,73,88
2021,5,100,54,4,0,1,1,0,3,1,1,6,2,9,7,1,0,2,5,8,1,2
2021,6,총,"539,841","55,651","18,197","6,433","7,421","3,806","3,118","5,847","9,747","9,112","9,875","73,658","80,359","9,559","40,171","33,069","7,607","57,078","36,313","72,820"
2021,6,0,"47,416","6,295","2,793",207,178,81,75,141,557,600,566,"4,614","7,097",542,"2,443","1,483",489,"5,186","3,477","10,592"
2021,6,10,"60,511","6,127","1,256",311,316,119,137,211,664,537,634,"7,382","10,358",726,"3,803","2,991",722,"8,018","5,134","11,065"
2021,6,20,"68,290","5,305","2,081",578,592,298,257,390,"1,298","1,040","1,372","12,278","10,825","1,220","5,966","5,659",999,"7,071","4,356","6,705"
2021,6,30,"67,638","8,489","3,948",515,559,253,214,368,"1,210","1,190","1,194","8,420","9,326",970,"4,275","2,931",771,"6,860","4,380","11,765"
2021,6,40,"97,280","10,913","2,979",773,694,349,318,539,"1,355","1,195","1,391","11,501","15,166","1,339","6,248","4,823","1,197","11,907","7,755","16,838"
2021,6,50,"97,437","8,320","2,732","1,417","1,535",799,705,"1,045","1,945","1,658","2,093","16,244","14,989","1,956","8,639","7,410","1,542","9,610","6,177","8,621"
2021,6,60,"61,286","6,192","1,600","1,419","1,854",988,827,"1,679","1,661","1,616","1,603","8,282","7,874","1,690","5,522","4,827","1,165","4,927","3,018","4,542"
2021,6,70,"26,664","2,648",501,740,"1,022",580,381,950,719,871,716,"3,188","3,183",756,"2,265","1,939",499,"2,360","1,408","1,938"
2021,6,80,"11,810","1,195",272,400,595,307,169,447,297,349,280,"1,576","1,370",329,912,911,194,"1,014",530,663
2021,6,90,"1,457",164,35,72,75,32,32,76,40,50,24,164,164,30,98,93,24,118,77,89
2021,6,100,52,3,0,1,1,0,3,1,1,6,2,9,7,1,0,2,5,7,1,2
2021,7,총,"539,477","55,691","18,185","6,439","7,430","3,800","3,132","5,830","9,735","9,067","9,855","73,606","80,289","9,551","40,176","32,943","7,593","57,033","36,318","72,804"
2021,7,0,"47,144","6,255","2,793",203,180,80,75,138,554,591,567,"4,578","7,051",534,"2,436","1,471",481,"5,164","3,448","10,545"
2021,7,10,"60,454","6,163","1,265",311,326,120,137,210,657,540,631,"7,367","10,316",727,"3,781","2,960",728,"8,004","5,109","11,102"
2021,7,20,"68,134","5,314","2,049",575,591,295,261,377,"1,305","1,016","1,365","12,227","10,817","1,211","5,974","5,645","1,003","7,050","4,366","6,693"
2021,7,30,"67,350","8,429","3,938",508,555,252,217,373,"1,197","1,193","1,183","8,428","9,300",958,"4,270","2,907",753,"6,834","4,376","11,679"
2021,7,40,"96,996","10,910","2,997",773,697,345,315,536,"1,346","1,185","1,375","11,470","15,094","1,328","6,208","4,775","1,193","11,867","7,715","16,867"
2021,7,50,"97,598","8,356","2,724","1,406","1,523",796,709,"1,036","1,943","1,653","2,086","16,230","15,046","1,970","8,644","7,379","1,555","9,663","6,228","8,651"
2021,7,60,"61,716","6,233","1,606","1,440","1,864",995,834,"1,685","1,671","1,617","1,614","8,359","7,940","1,698","5,569","4,854","1,164","4,953","3,046","4,574"
2021,7,70,"26,694","2,651",508,745,"1,020",579,379,948,719,865,721,"3,195","3,183",759,"2,279","1,943",496,"2,359","1,409","1,936"
2021,7,80,"11,880","1,213",272,404,597,306,169,451,303,353,287,"1,580","1,367",333,917,912,192,"1,017",539,668
2021,7,90,"1,460",164,33,73,76,32,33,75,39,48,25,163,168,32,98,95,23,115,81,87
2021,7,100,51,3,0,1,1,0,3,1,1,6,1,9,7,1,0,2,5,7,1,2
2021,8,총,"539,226","55,726","18,307","6,403","7,396","3,797","3,135","5,806","9,719","9,064","9,869","73,516","80,178","9,539","40,107","32,925","7,579","57,007","36,292","72,861"
2021,8,0,"46,889","6,234","2,817",200,176,79,76,139,544,586,565,"4,544","6,996",528,"2,413","1,450",481,"5,122","3,416","10,523"
2021,8,10,"60,425","6,182","1,264",306,322,118,137,204,656,541,628,"7,330","10,331",725,"3,775","2,955",723,"7,983","5,125","11,120"
2021,8,20,"67,824","5,290","2,043",568,584,295,260,378,"1,293","1,019","1,370","12,173","10,747","1,200","5,942","5,646",993,"7,005","4,368","6,650"
2021,8,30,"67,193","8,404","3,964",499,551,248,220,369,"1,200","1,180","1,188","8,430","9,268",950,"4,249","2,895",761,"6,812","4,368","11,637"
2021,8,40,"96,748","10,901","3,014",773,694,343,316,530,"1,339","1,191","1,372","11,393","15,036","1,327","6,174","4,740","1,182","11,858","7,665","16,900"
2021,8,50,"97,863","8,390","2,765","1,383","1,507",790,712,"1,030","1,942","1,650","2,079","16,231","15,086","1,972","8,663","7,394","1,550","9,731","6,249","8,739"
2021,8,60,"62,064","6,273","1,624","1,443","1,872","1,006",836,"1,680","1,674","1,617","1,630","8,464","7,971","1,704","5,585","4,878","1,172","4,975","3,055","4,605"
2021,8,70,"26,761","2,654",510,754,"1,013",579,373,944,724,870,724,"3,195","3,194",766,"2,284","1,944",498,"2,377","1,424","1,934"
2021,8,80,"11,936","1,226",273,403,601,305,168,455,309,356,287,"1,583","1,375",333,924,924,191,"1,020",539,664
2021,8,90,"1,471",169,33,73,75,34,34,76,37,48,25,164,167,33,97,97,23,117,82,87
2021,8,100,52,3,0,1,1,0,3,1,1,6,1,9,7,1,1,2,5,7,1,2
2021,9,총,"538,781","55,797","18,433","6,391","7,369","3,802","3,147","5,769","9,687","9,053","9,858","73,427","80,120","9,524","40,043","32,817","7,559","56,961","36,250","72,774"
2021,9,0,"46,605","6,226","2,845",199,180,84,74,136,530,580,554,"4,524","6,965",524,"2,396","1,424",473,"5,091","3,376","10,424"
2021,9,10,"60,361","6,212","1,275",305,314,120,139,205,649,542,627,"7,287","10,311",717,"3,761","2,913",727,"7,971","5,117","11,169"
2021,9,20,"67,442","5,234","2,053",559,564,288,259,363,"1,284","1,021","1,370","12,127","10,696","1,196","5,895","5,636",986,"6,961","4,343","6,607"
2021,9,30,"67,038","8,409","3,961",502,550,246,226,368,"1,198","1,170","1,185","8,443","9,253",943,"4,239","2,885",750,"6,813","4,340","11,557"
2021,9,40,"96,468","10,933","3,043",773,697,341,321,520,"1,316","1,181","1,361","11,335","14,963","1,322","6,138","4,683","1,171","11,825","7,656","16,889"
2021,9,50,"98,164","8,418","2,788","1,373","1,501",789,711,"1,022","1,943","1,651","2,078","16,235","15,155","1,977","8,680","7,392","1,561","9,772","6,290","8,828"
2021,9,60,"62,309","6,298","1,640","1,448","1,867","1,012",835,"1,675","1,694","1,623","1,641","8,516","8,013","1,702","5,616","4,896","1,168","4,990","3,078","4,597"
2021,9,70,"26,877","2,666",515,755,"1,012",582,379,947,726,874,734,"3,199","3,198",776,"2,287","1,956",501,"2,384","1,433","1,953"
2021,9,80,"11,989","1,234",278,404,605,308,167,456,310,356,282,"1,588","1,393",333,931,929,193,"1,029",533,660
2021,9,90,"1,475",163,35,73,78,32,33,75,36,49,25,164,166,33,99,101,24,118,83,88
2021,9,100,53,4,0,0,1,0,3,2,1,6,1,9,7,1,1,2,5,7,1,2
2021,10,총,"538,682","55,799","18,570","6,381","7,341","3,819","3,141","5,752","9,686","9,020","9,856","73,391","80,059","9,514","40,005","32,779","7,551","56,892","36,286","72,840"
2021,10,0,"46,394","6,202","2,860",199,170,83,76,134,524,573,552,"4,513","6,939",517,"2,381","1,411",468,"5,030","3,385","10,377"
2021,10,10,"60,229","6,217","1,287",301,307,115,135,207,647,537,621,"7,261","10,282",709,"3,743","2,896",732,"7,928","5,090","11,214"
2021,10,20,"67,269","5,219","2,063",557,552,299,264,357,"1,298","1,014","1,370","12,028","10,663","1,201","5,871","5,606",981,"6,981","4,353","6,592"
2021,10,30,"66,842","8,345","3,978",504,549,242,225,364,"1,198","1,157","1,184","8,469","9,212",954,"4,225","2,900",745,"6,769","4,344","11,478"
2021,10,40,"96,220","10,929","3,066",764,684,339,320,514,"1,314","1,179","1,349","11,286","14,912","1,302","6,106","4,659","1,166","11,777","7,646","16,908"
2021,10,50,"98,488","8,463","2,829","1,372","1,505",790,706,"1,014","1,937","1,658","2,069","16,254","15,221","1,969","8,687","7,397","1,553","9,842","6,309","8,913"
2021,10,60,"62,643","6,328","1,660","1,448","1,870","1,021",827,"1,683","1,688","1,618","1,662","8,572","8,047","1,715","5,668","4,911","1,182","5,011","3,114","4,618"
2021,10,70,"27,004","2,687",517,755,"1,016",589,385,946,729,882,736,"3,225","3,205",774,"2,291","1,966",498,"2,401","1,420","1,982"
2021,10,80,"12,072","1,245",279,406,608,304,169,456,315,353,286,"1,613","1,406",339,933,928,196,"1,030",540,666
2021,10,90,"1,486",160,31,75,79,37,31,75,35,48,26,165,170,33,99,103,25,120,84,90
2021,10,100,35,4,0,0,1,0,3,2,1,1,1,5,2,1,1,2,5,3,1,2
2021,11,총,"538,286","55,709","18,648","6,415","7,323","3,818","3,153","5,633","9,680","8,976","9,850","73,242","80,076","9,500","39,967","32,642","7,533","56,838","36,285","72,998"
2021,11,0,"46,116","6,156","2,885",199,169,83,82,127,522,572,546,"4,468","6,891",512,"2,355","1,396",457,"5,012","3,358","10,326"
2021,11,10,"60,186","6,230","1,289",307,280,114,131,210,637,535,616,"7,247","10,294",704,"3,735","2,869",737,"7,895","5,096","11,260"
2021,11,20,"66,967","5,203","2,038",551,554,297,259,344,"1,308","1,006","1,359","11,953","10,635","1,191","5,856","5,532",974,"6,961","4,348","6,598"
2021,11,30,"66,599","8,256","4,002",508,543,242,234,352,"1,190","1,150","1,184","8,441","9,184",954,"4,204","2,902",745,"6,738","4,320","11,450"
2021,11,40,"96,128","10,952","3,089",777,682,347,319,506,"1,319","1,160","1,337","11,239","14,895","1,296","6,091","4,621","1,156","11,763","7,632","16,947"
2021,11,50,"98,650","8,470","2,848","1,378","1,509",787,706,988,"1,929","1,659","2,078","16,215","15,262","1,965","8,679","7,392","1,559","9,863","6,357","9,006"
2021,11,60,"62,909","6,334","1,665","1,458","1,883","1,020",834,"1,658","1,684","1,607","1,670","8,656","8,099","1,730","5,703","4,930","1,182","5,025","3,119","4,652"
2021,11,70,"27,092","2,699",520,751,"1,011",588,383,927,739,882,743,"3,244","3,228",774,"2,304","1,963",499,"2,422","1,423","1,992"
2021,11,80,"12,120","1,245",280,410,612,305,170,445,316,355,289,"1,614","1,414",340,937,930,199,"1,037",544,678
2021,11,90,"1,489",160,32,76,79,35,32,74,35,49,27,160,172,33,102,105,25,119,87,87
2021,11,100,30,4,0,0,1,0,3,2,1,1,1,5,2,1,1,2,0,3,1,2
2021,12,총,"537,673","55,638","18,709","6,383","7,291","3,825","3,138","5,614","9,650","8,977","9,829","73,113","79,915","9,519","39,955","32,548","7,521","56,720","36,269","73,059"
2021,12,0,"45,854","6,112","2,881",197,162,84,81,130,519,570,542,"4,437","6,860",514,"2,351","1,379",453,"4,986","3,323","10,273"
2021,12,10,"60,101","6,234","1,309",297,279,114,131,207,632,534,605,"7,221","10,276",707,"3,727","2,837",739,"7,873","5,099","11,280"
2021,12,20,"66,584","5,186","2,024",548,539,293,253,337,"1,297","1,004","1,360","11,878","10,561","1,198","5,817","5,507",968,"6,883","4,339","6,592"
2021,12,30,"66,222","8,150","3,999",498,546,245,228,347,"1,194","1,138","1,189","8,439","9,076",946,"4,199","2,908",747,"6,718","4,277","11,378"
2021,12,40,"96,078","10,985","3,128",774,684,345,319,500,"1,307","1,156","1,323","11,192","14,885","1,300","6,084","4,594","1,138","11,715","7,640","17,009"
2021,12,50,"98,718","8,477","2,855","1,364","1,495",796,706,984,"1,925","1,664","2,076","16,192","15,266","1,960","8,669","7,374","1,572","9,893","6,376","9,074"
2021,12,60,"63,217","6,366","1,675","1,459","1,884","1,015",826,"1,661","1,680","1,618","1,678","8,707","8,162","1,742","5,745","4,949","1,178","5,053","3,138","4,681"
2021,12,70,"27,140","2,708",519,759,"1,014",592,390,921,743,885,737,"3,248","3,222",772,"2,315","1,962",500,"2,423","1,431","1,999"
2021,12,80,"12,216","1,252",283,411,606,307,169,449,315,357,292,"1,632","1,431",345,944,932,201,"1,050",556,684
2021,12,90,"1,513",163,36,76,81,34,32,76,36,49,26,163,174,34,103,105,25,123,89,88
2021,12,100,30,5,0,0,1,0,3,2,2,2,1,4,2,1,1,1,0,3,1,1
