년도,월,나이,서울특별시 구로구,서울특별시 구로구 신도림동,서울특별시 구로구 구로제1동,서울특별시 구로구 구로제2동,서울특별시 구로구 구로제3동,서울특별시 구로구 구로제4동,서울특별시 구로구 구로제5동,서울특별시 구로구 가리봉동,서울특별시 구로구 고척제1동,서울특별시 구로구 고척제2동,서울특별시 구로구 개봉제1동,서울특별시 구로구 개봉제2동,서울특별시 구로구 개봉제3동,서울특별시 구로구 오류제1동,서울특별시 구로구 오류제2동,서울특별시 구로구 수궁동,서울특별시 구로구 항동
2021,8,70,"16,775",978,501,"1,454",847,"1,153","1,120",441,981,"1,245","1,492","1,527",968,960,"1,774","1,042",292
2021,8,80,"7,129",441,237,597,377,524,466,227,433,555,604,551,437,422,706,415,137
2021,8,90,"1,140",81,45,98,49,64,65,34,71,79,105,83,57,76,132,70,31
2021,8,100,36,2,3,4,1,0,2,3,1,3,3,3,3,4,1,1,2
2021,9,총,"201,479","18,306","10,648","11,815","11,458","10,222","15,033","4,036","11,312","13,539","16,978","15,927","10,380","11,689","19,881","11,966","8,289"
2021,9,0,"12,882","1,716",860,384,578,351,847,115,629,816,"1,086",973,557,598,"1,423",669,"1,280"
2021,9,10,"14,270","1,725",907,654,690,508,749,121,903,"1,073","1,128","1,114",650,593,"1,947",871,637
2021,9,20,"27,634","2,141","1,456","1,544","2,110","1,505","2,849",695,"1,488","1,674","2,193","1,883","1,233","2,311","2,279","1,452",821
2021,9,30,"29,860","3,118","1,846","1,239","2,173","1,350","2,730",507,"1,341","1,553","2,411","2,131","1,258","2,164","2,542","1,597","1,900"
2021,9,40,"30,029","3,357","1,784","1,542","1,779","1,358","1,977",463,"1,650","2,083","2,354","2,286","1,489","1,472","3,245","1,852","1,338"
2021,9,50,"31,454","2,578","1,559","2,174","1,438","1,701","2,235",709,"1,955","2,374","2,891","2,522","1,811","1,514","2,954","2,074",965
2021,9,60,"30,206","2,164","1,455","2,124","1,410","1,709","1,974",719,"1,863","2,078","2,709","2,843","1,911","1,575","2,864","1,923",885
2021,9,70,"16,786",978,497,"1,448",850,"1,146","1,134",442,980,"1,248","1,496","1,528",970,954,"1,781","1,039",295
2021,9,80,"7,170",444,237,606,380,528,470,227,432,557,603,560,440,423,711,418,134
2021,9,90,"1,151",83,43,96,49,66,66,35,70,80,104,84,58,81,134,70,32
2021,9,100,37,2,4,4,1,0,2,3,1,3,3,3,3,4,1,1,2
2021,10,총,"201,421","18,403","10,637","11,805","11,443","10,209","15,021","4,052","11,267","13,488","16,969","15,918","10,372","11,657","19,895","11,967","8,318"
2021,10,0,"12,798","1,720",855,379,575,352,839,117,618,802,"1,090",968,542,587,"1,393",669,"1,292"
2021,10,10,"14,273","1,729",908,662,682,499,747,120,905,"1,076","1,131","1,109",653,589,"1,955",870,638
2021,10,20,"27,562","2,181","1,444","1,528","2,102","1,509","2,847",699,"1,469","1,657","2,172","1,889","1,231","2,293","2,286","1,444",811
2021,10,30,"29,908","3,157","1,841","1,241","2,165","1,364","2,737",514,"1,341","1,546","2,423","2,127","1,265","2,162","2,533","1,591","1,901"
2021,10,40,"29,946","3,362","1,787","1,534","1,779","1,332","1,963",457,"1,641","2,071","2,338","2,277","1,475","1,476","3,252","1,850","1,352"
2021,10,50,"31,463","2,577","1,556","2,179","1,447","1,698","2,237",713,"1,948","2,374","2,886","2,526","1,811","1,505","2,958","2,083",965
2021,10,60,"30,265","2,164","1,461","2,137","1,403","1,712","1,972",720,"1,863","2,075","2,720","2,835","1,921","1,582","2,882","1,924",894
2021,10,70,"16,813",987,503,"1,442",855,"1,150","1,135",439,981,"1,241","1,502","1,532",961,964,"1,784","1,043",294
2021,10,80,"7,199",440,235,605,386,526,471,236,430,567,601,565,450,416,716,419,136
2021,10,90,"1,156",84,43,94,48,67,70,34,70,76,103,87,60,79,135,73,33
2021,10,100,38,2,4,4,1,0,3,3,1,3,3,3,3,4,1,1,2
2021,11,총,"201,317","18,446","10,635","11,795","11,459","10,164","15,007","4,060","11,245","13,439","16,951","15,893","10,379","11,613","19,941","11,968","8,322"
2021,11,0,"12,743","1,708",842,388,575,348,824,116,618,791,"1,095",966,539,579,"1,385",673,"1,296"
2021,11,10,"14,254","1,742",912,649,676,493,744,123,897,"1,063","1,130","1,109",661,581,"1,961",876,637
2021,11,20,"27,499","2,205","1,433","1,540","2,095","1,509","2,828",712,"1,461","1,667","2,154","1,867","1,237","2,301","2,254","1,430",806
2021,11,30,"29,931","3,173","1,858","1,236","2,177","1,356","2,750",517,"1,344","1,529","2,418","2,133","1,260","2,151","2,547","1,596","1,886"
2021,11,40,"29,864","3,353","1,784","1,532","1,783","1,311","1,965",458,"1,627","2,063","2,325","2,271","1,482","1,468","3,247","1,838","1,357"
2021,11,50,"31,457","2,589","1,548","2,174","1,444","1,694","2,244",709,"1,940","2,365","2,874","2,529","1,808","1,506","2,983","2,076",974
2021,11,60,"30,338","2,173","1,475","2,128","1,412","1,713","1,967",722,"1,867","2,079","2,730","2,835","1,923","1,572","2,910","1,935",897
2021,11,70,"16,788",983,504,"1,439",861,"1,143","1,136",434,978,"1,232","1,509","1,527",950,952,"1,785","1,055",300
2021,11,80,"7,249",435,233,611,387,528,476,234,441,574,603,568,455,421,730,418,135
2021,11,90,"1,156",83,43,93,48,69,70,31,71,73,110,85,62,78,138,70,32
2021,11,100,38,2,3,5,1,0,3,4,1,3,3,3,2,4,1,1,2
2021,12,총,"201,217","18,532","10,631","11,786","11,442","10,133","15,027","4,058","11,218","13,426","16,921","15,843","10,391","11,595","19,961","11,915","8,338"
2021,12,0,"12,712","1,702",843,387,567,353,822,116,615,782,"1,089",953,537,574,"1,397",674,"1,301"
2021,12,10,"14,202","1,754",911,638,666,485,740,122,888,"1,067","1,121","1,109",663,588,"1,958",857,635
2021,12,20,"27,412","2,232","1,417","1,534","2,120","1,507","2,830",714,"1,451","1,650","2,135","1,849","1,242","2,285","2,235","1,408",803
2021,12,30,"29,940","3,199","1,872","1,241","2,166","1,348","2,766",521,"1,345","1,526","2,423","2,113","1,255","2,149","2,534","1,608","1,874"
2021,12,40,"29,850","3,360","1,776","1,526","1,779","1,302","1,957",456,"1,619","2,074","2,321","2,279","1,480","1,475","3,261","1,812","1,373"
2021,12,50,"31,435","2,596","1,552","2,179","1,439","1,687","2,244",712,"1,927","2,349","2,882","2,528","1,805","1,498","2,996","2,066",975
2021,12,60,"30,365","2,177","1,477","2,126","1,405","1,717","1,978",719,"1,874","2,082","2,723","2,810","1,940","1,570","2,924","1,941",902
2021,12,70,"16,816",986,505,"1,434",859,"1,143","1,138",433,982,"1,239","1,512","1,537",949,948,"1,784","1,059",308
2021,12,80,"7,286",438,233,623,391,523,477,231,444,577,607,572,455,428,731,420,136
2021,12,90,"1,169",86,43,95,49,68,72,30,72,77,105,90,64,79,140,70,29
2021,12,100,30,2,2,3,1,0,3,4,1,3,3,3,1,1,1,0,2
