년도,월,나이,대구광역시 서구,대구광역시 서구 내당1동,대구광역시 서구 내당2.3동,대구광역시 서구 내당4동,대구광역시 서구 비산1동,대구광역시 서구 비산2.3동,대구광역시 서구 비산4동,대구광역시 서구 비산5동,대구광역시 서구 비산6동,대구광역시 서구 비산7동,대구광역시 서구 평리1동,대구광역시 서구 평리2동,대구광역시 서구 평리3동,대구광역시 서구 평리4동,대구광역시 서구 평리5동,대구광역시 서구 평리6동,대구광역시 서구 상중이동,대구광역시 서구 원대동
2021,12,총,"82,287","4,266","5,070","8,601","4,760","4,673","5,008","2,985","3,882","4,691","3,895","4,109","4,905","9,080",824,"1,813","9,965","3,760"
2021,12,0,"3,274",123,143,334,133,129,173,75,95,167,143,276,152,581,26,50,535,139
2021,12,10,"4,863",205,225,547,302,208,266,148,204,252,226,305,241,614,42,101,777,200
2021,12,20,"9,021",600,586,"1,048",455,418,556,281,408,473,420,407,550,999,77,194,"1,145",404
2021,12,30,"7,220",407,401,868,361,333,390,222,286,427,302,417,401,992,81,133,913,286
2021,12,40,"9,827",467,509,"1,086",545,440,576,303,474,479,425,590,557,"1,244",97,187,"1,423",425
2021,12,50,"15,966",858,956,"1,614",969,848,"1,014",547,777,924,753,727,"1,029","1,733",175,383,"1,947",712
2021,12,60,"16,977",859,"1,107","1,716",987,"1,032","1,101",676,874,"1,008",821,787,"1,063","1,644",188,422,"1,916",776
2021,12,70,"9,702",470,726,892,665,794,596,485,484,627,493,407,581,813,95,216,835,523
2021,12,80,"4,777",247,380,434,307,417,302,225,249,295,278,174,286,383,41,107,393,259
2021,12,90,643,29,37,62,36,52,34,23,29,37,32,19,45,75,1,20,77,35
2021,12,100,17,1,0,0,0,2,0,0,2,2,2,0,0,2,1,0,4,1
