년도,월,나이,경기도 의정부시,경기도 의정부시 의정부1동,경기도 의정부시 의정부2동,경기도 의정부시 의정부3동,경기도 의정부시 호원1동,경기도 의정부시 호원2동,경기도 의정부시 장암동,경기도 의정부시 신곡1동,경기도 의정부시 신곡2동,경기도 의정부시 송산1동,경기도 의정부시 송산2동,경기도 의정부시 송산3동,경기도 의정부시 자금동,경기도 의정부시 가능동,경기도 의정부시 흥선동,경기도 의정부시 녹양동
2021,6,40,"73,819","4,366","4,722",,"5,705","5,522","3,361","6,571","7,540","6,647","6,179","9,193","4,109","3,795","2,645","3,464"
2021,6,50,"80,428","5,454","5,507",,"5,910","5,976","3,421","8,541","8,875","7,108","6,028","6,170","5,077","4,924","3,501","3,936"
2021,6,60,"59,651","4,574","4,153",,"5,361","4,669","2,876","6,118","6,255","5,156","3,127","3,947","3,632","3,866","2,908","3,009"
2021,6,70,"31,099","2,218","2,091",,"3,483","3,001","1,704","2,931","2,880","2,275","1,899","1,732","1,848","2,018","1,483","1,536"
2021,6,80,"14,604","1,035",937,,"1,365","1,429",811,"1,374","1,376","1,221",958,731,960,920,729,758
2021,6,90,"1,896",133,112,,141,161,117,167,218,174,135,107,111,108,87,125
2021,6,100,76,8,5,,2,5,10,4,4,8,3,3,6,6,10,2
2021,7,총,"462,588","32,169","31,392",,"36,129","34,953","20,355","43,238","47,990","42,381","33,608","46,817","27,028","25,963","18,709","21,856"
2021,7,0,"33,649","1,125","1,729",,"2,195","2,349","1,432","2,711","3,409","3,607","2,719","6,508","1,865","1,491","1,067","1,442"
2021,7,10,"41,735","1,607","2,082",,"2,812","3,373","2,021","3,780","5,004","3,634","4,179","5,243","2,428","1,997","1,511","2,064"
2021,7,20,"64,870","6,689","5,408",,"4,670","4,514","2,374","6,041","6,878","5,831","4,590","5,078","3,781","3,547","2,508","2,961"
2021,7,30,"59,955","4,967","4,580",,"4,456","3,905","2,207","5,005","5,473","6,327","3,744","8,022","3,223","3,291","2,217","2,538"
2021,7,40,"73,889","4,362","4,738",,"5,668","5,507","3,371","6,553","7,530","6,814","6,169","9,220","4,077","3,769","2,657","3,454"
2021,7,50,"80,614","5,441","5,525",,"5,948","6,000","3,409","8,527","8,867","7,219","6,058","6,188","5,084","4,913","3,498","3,937"
2021,7,60,"60,065","4,611","4,162",,"5,388","4,684","2,898","6,130","6,301","5,257","3,149","3,965","3,661","3,894","2,931","3,034"
2021,7,70,"31,179","2,193","2,114",,"3,479","3,016","1,700","2,937","2,919","2,275","1,904","1,756","1,841","2,022","1,488","1,535"
2021,7,80,"14,657","1,033",938,,"1,368","1,436",818,"1,381","1,388","1,240",957,726,952,926,734,760
2021,7,90,"1,900",133,112,,143,162,115,169,217,169,136,108,111,107,89,129
2021,7,100,75,8,4,,2,7,10,4,4,8,3,3,5,6,9,2
2021,8,총,"463,373","32,292","31,380",,"36,124","34,957","20,314","43,159","47,852","42,817","33,565","46,892","27,087","25,990","19,176","21,768"
2021,8,0,"33,597","1,126","1,726",,"2,172","2,335","1,423","2,692","3,388","3,647","2,700","6,509","1,865","1,483","1,108","1,423"
2021,8,10,"41,795","1,610","2,079",,"2,810","3,370","2,000","3,787","4,982","3,663","4,167","5,287","2,426","2,006","1,549","2,059"
2021,8,20,"64,818","6,726","5,428",,"4,667","4,499","2,363","6,000","6,825","5,869","4,583","5,026","3,785","3,551","2,575","2,921"
2021,8,30,"60,080","4,969","4,579",,"4,432","3,873","2,205","4,974","5,466","6,464","3,730","8,006","3,237","3,301","2,325","2,519"
2021,8,40,"73,828","4,372","4,709",,"5,640","5,519","3,361","6,532","7,491","6,844","6,140","9,252","4,046","3,755","2,724","3,443"
2021,8,50,"80,779","5,492","5,502",,"5,963","6,004","3,395","8,501","8,824","7,286","6,075","6,213","5,114","4,911","3,567","3,932"
2021,8,60,"60,503","4,629","4,184",,"5,428","4,708","2,913","6,166","6,351","5,328","3,171","3,993","3,691","3,916","2,989","3,036"
2021,8,70,"31,230","2,194","2,116",,"3,486","3,034","1,711","2,934","2,910","2,277","1,903","1,765","1,850","2,016","1,497","1,537"
2021,8,80,"14,762","1,033",944,,"1,380","1,448",816,"1,399","1,391","1,257",954,729,958,939,743,771
2021,8,90,"1,905",134,108,,144,161,118,170,219,174,139,109,110,105,90,124
2021,8,100,76,7,5,,2,6,9,4,5,8,3,3,5,7,9,3
2021,9,총,"463,562","32,353","31,404",,"36,097","34,943","20,303","43,100","47,805","42,910","33,582","46,867","27,133","26,013","19,352","21,700"
2021,9,0,"33,364","1,127","1,718",,"2,154","2,312","1,403","2,674","3,349","3,640","2,682","6,446","1,846","1,484","1,131","1,398"
2021,9,10,"41,766","1,610","2,097",,"2,805","3,371","1,990","3,758","4,964","3,669","4,152","5,318","2,437","1,989","1,551","2,055"
2021,9,20,"64,724","6,732","5,430",,"4,662","4,480","2,381","5,986","6,789","5,847","4,584","4,993","3,810","3,548","2,591","2,891"
2021,9,30,"60,002","4,993","4,575",,"4,406","3,856","2,189","4,929","5,463","6,469","3,721","7,952","3,260","3,305","2,383","2,501"
2021,9,40,"73,814","4,365","4,715",,"5,618","5,510","3,357","6,538","7,452","6,857","6,139","9,287","4,033","3,744","2,769","3,430"
2021,9,50,"80,975","5,483","5,488",,"5,997","6,020","3,406","8,514","8,838","7,340","6,098","6,234","5,121","4,930","3,583","3,923"
2021,9,60,"60,824","4,643","4,197",,"5,446","4,730","2,922","6,200","6,405","5,361","3,189","4,020","3,702","3,941","3,006","3,062"
2021,9,70,"31,252","2,211","2,114",,"3,476","3,034","1,715","2,934","2,919","2,274","1,911","1,769","1,850","2,016","1,492","1,537"
2021,9,80,"14,833","1,043",957,,"1,389","1,454",814,"1,388","1,401","1,267",961,736,956,945,747,775
2021,9,90,"1,934",139,109,,142,170,117,176,220,178,142,109,113,104,90,125
2021,9,100,74,7,4,,2,6,9,3,5,8,3,3,5,7,9,3
2021,10,총,"463,665","32,384","31,425",,"36,122","34,931","20,288","42,921","47,779","42,965","33,607","46,939","27,170","26,014","19,441","21,679"
2021,10,0,"33,247","1,125","1,711",,"2,175","2,304","1,395","2,651","3,326","3,640","2,670","6,416","1,834","1,480","1,141","1,379"
2021,10,10,"41,702","1,604","2,090",,"2,778","3,364","1,997","3,734","4,954","3,671","4,144","5,339","2,437","1,973","1,560","2,057"
2021,10,20,"64,539","6,696","5,454",,"4,660","4,465","2,346","5,955","6,778","5,797","4,577","4,994","3,811","3,544","2,589","2,873"
2021,10,30,"60,084","5,029","4,588",,"4,399","3,868","2,187","4,912","5,463","6,516","3,722","7,906","3,259","3,303","2,423","2,509"
2021,10,40,"73,703","4,340","4,716",,"5,618","5,502","3,361","6,481","7,417","6,854","6,133","9,312","4,041","3,734","2,778","3,416"
2021,10,50,"81,050","5,492","5,478",,"6,013","6,007","3,408","8,498","8,870","7,359","6,108","6,254","5,127","4,940","3,574","3,922"
2021,10,60,"61,152","4,696","4,212",,"5,462","4,743","2,940","6,183","6,410","5,384","3,225","4,073","3,723","3,968","3,047","3,086"
2021,10,70,"31,260","2,203","2,108",,"3,482","3,043","1,708","2,937","2,916","2,276","1,914","1,787","1,852","2,013","1,483","1,538"
2021,10,80,"14,901","1,049",951,,"1,388","1,455",821,"1,390","1,416","1,277",970,743,971,947,750,773
2021,10,90,"1,956",142,113,,145,175,116,177,225,183,140,112,111,106,88,123
2021,10,100,71,8,4,,2,5,9,3,4,8,4,3,4,6,8,3
2021,11,총,"463,706","32,497","31,443",,"36,162","34,887","20,287","42,733","47,716","42,936","33,613","47,071","27,215","25,981","19,507","21,658"
2021,11,0,"33,099","1,124","1,682",,"2,165","2,304","1,389","2,629","3,318","3,626","2,658","6,397","1,825","1,472","1,142","1,368"
2021,11,10,"41,710","1,602","2,108",,"2,790","3,347","2,004","3,704","4,924","3,656","4,157","5,364","2,462","1,959","1,563","2,070"
2021,11,20,"64,376","6,706","5,460",,"4,672","4,454","2,338","5,901","6,753","5,757","4,562","4,977","3,833","3,521","2,579","2,863"
2021,11,30,"60,092","5,071","4,605",,"4,374","3,859","2,180","4,902","5,465","6,530","3,725","7,893","3,244","3,295","2,453","2,496"
2021,11,40,"73,674","4,370","4,707",,"5,612","5,486","3,360","6,446","7,379","6,844","6,130","9,360","4,050","3,730","2,782","3,418"
2021,11,50,"81,094","5,507","5,466",,"6,030","6,011","3,409","8,442","8,879","7,375","6,122","6,292","5,113","4,931","3,596","3,921"
2021,11,60,"61,434","4,715","4,230",,"5,486","4,742","2,951","6,209","6,430","5,412","3,235","4,124","3,749","4,002","3,057","3,092"
2021,11,70,"31,254","2,196","2,120",,"3,476","3,039","1,712","2,939","2,912","2,271","1,904","1,801","1,843","2,020","1,486","1,535"
2021,11,80,"14,965","1,059",948,,"1,409","1,468",826,"1,390","1,429","1,273",974,746,979,940,754,770
2021,11,90,"1,953",141,115,,146,171,114,170,225,184,142,114,113,105,91,122
2021,11,100,55,6,2,,2,6,4,1,2,8,4,3,4,6,4,3
2021,12,총,"463,661","32,558","31,445",,"36,130","34,803","20,259","42,560","47,622","43,420","33,524","47,014","27,215","25,939","19,569","21,603"
2021,12,0,"32,996","1,126","1,686",,"2,153","2,294","1,366","2,616","3,297","3,672","2,644","6,342","1,827","1,466","1,155","1,352"
2021,12,10,"41,616","1,595","2,083",,"2,785","3,320","2,000","3,665","4,903","3,706","4,147","5,372","2,446","1,955","1,566","2,073"
2021,12,20,"64,284","6,732","5,466",,"4,672","4,441","2,346","5,864","6,710","5,778","4,542","4,963","3,832","3,479","2,607","2,852"
2021,12,30,"60,071","5,123","4,605",,"4,350","3,833","2,171","4,900","5,458","6,627","3,696","7,821","3,257","3,304","2,454","2,472"
2021,12,40,"73,614","4,397","4,701",,"5,589","5,483","3,348","6,389","7,338","6,923","6,092","9,399","4,037","3,733","2,781","3,404"
2021,12,50,"81,152","5,485","5,462",,"6,058","5,996","3,401","8,440","8,882","7,478","6,143","6,293","5,115","4,901","3,589","3,909"
2021,12,60,"61,579","4,713","4,246",,"5,466","4,744","2,957","6,201","6,457","5,463","3,233","4,127","3,753","4,039","3,063","3,117"
2021,12,70,"31,279","2,178","2,124",,"3,488","3,044","1,720","2,929","2,901","2,298","1,905","1,820","1,841","2,003","1,494","1,534"
2021,12,80,"15,055","1,065",951,,"1,423","1,471",834,"1,388","1,449","1,282",972,762,987,947,763,761
2021,12,90,"1,960",139,119,,144,171,112,167,225,185,146,111,117,106,93,125
2021,12,100,55,5,2,,2,6,4,1,2,8,4,4,3,6,4,4
