년도,월,나이,서울특별시 도봉구,서울특별시 도봉구 창제1동,서울특별시 도봉구 창제2동,서울특별시 도봉구 창제3동,서울특별시 도봉구 창제4동,서울특별시 도봉구 창제5동,서울특별시 도봉구 도봉제1동,서울특별시 도봉구 도봉제2동,서울특별시 도봉구 쌍문제1동,서울특별시 도봉구 쌍문제2동,서울특별시 도봉구 쌍문제3동,서울특별시 도봉구 쌍문제4동,서울특별시 도봉구 방학제1동,서울특별시 도봉구 방학제2동,서울특별시 도봉구 방학제3동
2021,8,80,"4,755",370,427,228,338,322,428,465,370,286,270,191,403,319,338
2021,8,90,449,31,28,8,46,36,41,44,28,30,22,27,37,30,41
2021,8,100,36,3,0,2,5,1,1,4,5,8,1,0,1,3,2
2021,9,총,"155,212","11,798","14,208","6,981","12,827","11,815","10,659","13,184","10,331","9,011","8,022","8,859","14,298","9,959","13,260"
2021,9,0,"9,083",749,857,370,872,774,399,794,591,491,390,604,735,451,"1,006"
2021,9,10,"12,619","1,049","1,119",552,"1,287",957,599,833,740,700,526,972,"1,089",742,"1,454"
2021,9,20,"21,381","1,599","2,072",919,"1,821","1,764","1,367","1,623","1,393","1,257","1,191","1,243","1,995","1,417","1,720"
2021,9,30,"20,137","1,654","1,995",868,"1,606","1,732","1,236","1,770","1,287","1,272","1,190","1,102","1,682","1,192","1,551"
2021,9,40,"23,129","1,911","2,261","1,080","2,011","1,656","1,556","1,843","1,574","1,370","1,211","1,281","2,066","1,408","1,901"
2021,9,50,"26,765","1,958","2,419","1,267","2,283","1,972","1,836","2,163","1,796","1,469","1,341","1,536","2,664","1,849","2,212"
2021,9,60,"24,205","1,631","1,978","1,066","1,782","1,781","1,934","2,297","1,606","1,426","1,179","1,363","2,329","1,672","2,161"
2021,9,70,"12,618",845,"1,048",619,774,813,"1,260","1,346",938,704,693,541,"1,293",869,875
2021,9,80,"4,787",369,430,230,339,329,430,467,372,284,277,190,406,327,337
2021,9,90,451,30,29,8,46,36,41,44,29,30,22,27,38,30,41
2021,9,100,37,3,0,2,6,1,1,4,5,8,2,0,1,2,2
2021,10,총,"154,970","11,761","14,163","6,957","12,798","11,801","10,684","13,163","10,323","8,994","8,032","8,857","14,267","9,950","13,220"
2021,10,0,"9,024",743,847,368,877,772,392,791,588,487,388,607,730,444,990
2021,10,10,"12,558","1,040","1,107",548,"1,279",945,606,831,735,705,518,976,"1,083",732,"1,453"
2021,10,20,"21,231","1,595","2,052",911,"1,802","1,758","1,361","1,614","1,380","1,241","1,190","1,224","1,991","1,407","1,705"
2021,10,30,"20,116","1,643","1,992",853,"1,584","1,727","1,236","1,762","1,299","1,285","1,194","1,110","1,683","1,204","1,544"
2021,10,40,"23,059","1,905","2,244","1,081","2,017","1,645","1,565","1,840","1,561","1,354","1,212","1,288","2,059","1,394","1,894"
2021,10,50,"26,822","1,961","2,428","1,270","2,281","1,982","1,860","2,166","1,806","1,467","1,349","1,531","2,653","1,851","2,217"
2021,10,60,"24,225","1,631","1,982","1,074","1,794","1,792","1,926","2,288","1,608","1,429","1,176","1,360","2,332","1,682","2,151"
2021,10,70,"12,610",837,"1,048",608,771,814,"1,262","1,350",936,705,699,539,"1,288",869,884
2021,10,80,"4,828",373,435,232,339,328,435,473,374,282,281,194,408,338,336
2021,10,90,460,29,28,10,48,37,40,44,31,31,22,28,39,29,44
2021,10,100,37,4,0,2,6,1,1,4,5,8,3,0,1,0,2
2021,11,총,"154,794","11,770","14,169","6,918","12,785","11,769","10,666","13,137","10,312","8,980","8,043","8,830","14,268","9,954","13,193"
2021,11,0,"8,956",741,842,364,870,753,391,788,580,481,387,605,732,434,988
2021,11,10,"12,538","1,039","1,107",540,"1,283",946,603,822,735,700,513,981,"1,086",734,"1,449"
2021,11,20,"21,135","1,584","2,055",907,"1,788","1,739","1,354","1,600","1,380","1,242","1,190","1,210","1,989","1,402","1,695"
2021,11,30,"20,073","1,641","1,983",835,"1,587","1,734","1,235","1,758","1,304","1,295","1,191","1,097","1,679","1,196","1,538"
2021,11,40,"23,023","1,908","2,246","1,078","2,012","1,645","1,560","1,841","1,557","1,346","1,212","1,284","2,047","1,392","1,895"
2021,11,50,"26,802","1,967","2,439","1,264","2,275","1,976","1,840","2,161","1,811","1,456","1,356","1,527","2,667","1,860","2,203"
2021,11,60,"24,297","1,641","1,986","1,074","1,799","1,799","1,938","2,293","1,603","1,438","1,188","1,364","2,330","1,693","2,151"
2021,11,70,"12,611",837,"1,050",607,776,812,"1,264","1,350",934,705,697,536,"1,292",867,884
2021,11,80,"4,868",380,435,236,342,329,441,476,372,281,283,198,406,346,343
2021,11,90,456,29,26,11,47,35,39,44,31,29,23,28,39,30,45
2021,11,100,35,3,0,2,6,1,1,4,5,7,3,0,1,0,2
2021,12,총,"154,487","11,732","14,173","6,920","12,755","11,750","10,632","13,106","10,313","8,952","8,058","8,797","14,234","9,926","13,139"
2021,12,0,"8,884",730,837,361,868,743,392,785,577,479,387,604,726,423,972
2021,12,10,"12,498","1,031","1,118",542,"1,276",943,601,820,737,696,508,970,"1,087",730,"1,439"
2021,12,20,"21,033","1,583","2,050",903,"1,778","1,732","1,335","1,583","1,365","1,239","1,195","1,208","1,974","1,397","1,691"
2021,12,30,"20,073","1,614","1,974",837,"1,599","1,737","1,232","1,765","1,313","1,292","1,210","1,090","1,685","1,188","1,537"
2021,12,40,"22,922","1,909","2,248","1,072","2,001","1,638","1,545","1,835","1,546","1,337","1,220","1,281","2,035","1,379","1,876"
2021,12,50,"26,819","1,975","2,441","1,273","2,267","1,979","1,842","2,159","1,827","1,451","1,355","1,525","2,663","1,868","2,194"
2021,12,60,"24,280","1,640","1,988","1,071","1,793","1,791","1,934","2,290","1,602","1,447","1,186","1,359","2,332","1,689","2,158"
2021,12,70,"12,600",838,"1,058",606,783,822,"1,265","1,343",938,691,688,531,"1,283",873,881
2021,12,80,"4,891",380,434,240,337,329,446,480,370,285,284,202,408,350,346
2021,12,90,459,29,25,13,47,35,39,46,33,29,23,27,40,29,44
2021,12,100,28,3,0,2,6,1,1,0,5,6,2,0,1,0,1
