년도,월,나이,연수구,옥련1동,옥련2동,선학동,연수1동,연수2동,연수3동,청학동,동춘1동,동춘2동,동춘3동,송도1동,송도2동,송도3동,송도4동,송도5동
2021,7,30,"57,526","2,283","2,426","2,247","2,497","3,189","2,177","3,036","3,726","2,611","1,773","4,371","4,367","9,213","4,638","8,972"
2021,7,40,"69,064","3,074","3,268","2,352","3,191","3,014","2,159","3,553","4,190","2,876","3,343","6,609","8,558","9,983","5,241","7,653"
2021,7,50,"64,856","3,708","3,919","3,293","3,974","3,837","3,030","5,180","4,661","3,464","3,383","6,364","5,552","6,160","3,407","4,924"
2021,7,60,"41,698","2,600","2,588","3,103","2,773","2,955","2,619","4,066","3,107","2,324","2,050","3,627","2,325","3,135","1,700","2,726"
2021,7,70,"15,826","1,356","1,166","1,248","1,164","1,174","1,207","1,750",945,806,851,"1,193",767,"1,032",495,672
2021,7,80,"7,499",629,554,581,503,674,699,877,442,446,405,541,351,395,179,223
2021,7,90,"1,367",92,97,95,81,131,146,136,103,60,88,124,65,68,23,58
2021,7,100,52,0,4,6,5,4,11,6,4,2,0,2,3,2,2,1
2021,8,총,"390,107","19,477","20,480","17,276","19,631","21,238","16,313","24,862","25,511","18,412","18,694","37,791","36,821","48,966","25,184","39,451"
2021,8,0,"37,882","1,306","1,428",864,887,"1,347",918,"1,188","2,300","1,327","1,484","3,069","4,822","6,782","3,745","6,415"
2021,8,10,"43,087","1,856","2,178","1,062","1,536","1,639","1,199","1,689","2,675","1,933","2,827","5,497","6,372","6,045","2,961","3,618"
2021,8,20,"51,224","2,574","2,865","2,414","3,029","3,260","2,183","3,398","3,342","2,562","2,503","6,405","3,623","6,154","2,810","4,102"
2021,8,30,"57,231","2,257","2,394","2,230","2,499","3,197","2,148","3,040","3,714","2,613","1,764","4,332","4,366","9,155","4,599","8,923"
2021,8,40,"69,000","3,068","3,262","2,354","3,169","3,001","2,147","3,524","4,196","2,859","3,318","6,616","8,520","9,988","5,254","7,724"
2021,8,50,"64,899","3,714","3,905","3,280","3,976","3,836","3,021","5,187","4,658","3,459","3,372","6,356","5,589","6,180","3,404","4,962"
2021,8,60,"42,008","2,620","2,624","3,129","2,778","2,972","2,633","4,078","3,131","2,341","2,077","3,662","2,350","3,152","1,708","2,753"
2021,8,70,"15,820","1,360","1,165","1,252","1,164","1,180","1,209","1,738",942,803,847,"1,185",760,"1,042",499,674
2021,8,80,"7,553",626,561,590,508,676,702,881,449,452,416,544,351,395,179,223
2021,8,90,"1,353",96,93,95,81,126,143,133,100,62,86,123,65,71,23,56
2021,8,100,50,0,5,6,4,4,10,6,4,1,0,2,3,2,2,1
2021,9,총,"389,977","19,453","20,444","17,244","19,592","21,234","16,263","24,807","25,470","18,405","18,684","37,805","36,834","49,006","25,184","39,552"
2021,9,0,"37,651","1,292","1,400",859,881,"1,347",919,"1,174","2,292","1,314","1,473","3,038","4,788","6,754","3,723","6,397"
2021,9,10,"43,070","1,847","2,167","1,054","1,529","1,628","1,189","1,667","2,664","1,931","2,825","5,491","6,397","6,055","2,968","3,658"
2021,9,20,"51,219","2,577","2,857","2,409","3,015","3,245","2,184","3,371","3,324","2,554","2,502","6,481","3,615","6,198","2,794","4,093"
2021,9,30,"56,987","2,234","2,381","2,220","2,510","3,202","2,137","3,050","3,691","2,617","1,771","4,318","4,333","9,097","4,563","8,863"
2021,9,40,"68,900","3,055","3,248","2,348","3,132","3,024","2,136","3,496","4,176","2,825","3,291","6,582","8,529","9,998","5,269","7,791"
2021,9,50,"65,020","3,719","3,915","3,264","3,987","3,806","2,997","5,169","4,663","3,485","3,382","6,365","5,613","6,207","3,430","5,018"
2021,9,60,"42,335","2,642","2,647","3,144","2,794","2,996","2,642","4,098","3,168","2,350","2,088","3,681","2,380","3,185","1,734","2,786"
2021,9,70,"15,792","1,347","1,171","1,256","1,154","1,175","1,199","1,755",934,808,847,"1,185",757,"1,040",495,669
2021,9,80,"7,597",647,557,589,509,678,705,886,455,457,417,542,351,400,183,221
2021,9,90,"1,355",93,96,95,77,129,145,135,99,63,88,119,68,70,23,55
2021,9,100,51,0,5,6,4,4,10,6,4,1,0,3,3,2,2,1
2021,10,총,"389,926","19,394","20,432","17,240","19,526","21,187","16,204","24,833","25,478","18,383","18,630","37,859","36,783","49,009","25,206","39,762"
2021,10,0,"37,431","1,270","1,403",845,876,"1,328",899,"1,160","2,280","1,303","1,470","3,014","4,744","6,705","3,716","6,418"
2021,10,10,"43,158","1,842","2,151","1,060","1,520","1,634","1,188","1,669","2,678","1,922","2,796","5,490","6,411","6,087","2,985","3,725"
2021,10,20,"51,020","2,579","2,835","2,408","3,002","3,210","2,170","3,358","3,304","2,537","2,497","6,500","3,616","6,177","2,777","4,050"
2021,10,30,"56,811","2,196","2,384","2,209","2,491","3,207","2,130","3,048","3,668","2,635","1,778","4,327","4,288","9,056","4,554","8,840"
2021,10,40,"68,930","3,055","3,260","2,339","3,128","3,012","2,117","3,503","4,179","2,798","3,261","6,572","8,508","10,015","5,268","7,915"
2021,10,50,"65,084","3,704","3,900","3,270","3,964","3,802","2,987","5,172","4,668","3,493","3,376","6,396","5,633","6,234","3,441","5,044"
2021,10,60,"42,662","2,663","2,671","3,161","2,789","3,006","2,665","4,126","3,204","2,368","2,097","3,706","2,408","3,209","1,756","2,833"
2021,10,70,"15,818","1,339","1,173","1,251","1,164","1,180","1,190","1,766",939,808,849,"1,189",755,"1,048",500,667
2021,10,80,"7,594",649,552,593,510,675,707,888,454,453,420,541,348,406,182,216
2021,10,90,"1,369",97,98,98,78,128,145,137,100,65,86,121,68,70,25,53
2021,10,100,49,0,5,6,4,5,6,6,4,1,0,3,4,2,2,1
2021,11,총,"389,638","19,322","20,420","17,214","19,436","21,181","16,159","24,819","25,480","18,334","18,590","37,787","36,739","49,052","25,274","39,831"
2021,11,0,"37,234","1,260","1,382",833,870,"1,316",892,"1,161","2,278","1,290","1,454","2,990","4,714","6,672","3,713","6,409"
2021,11,10,"43,166","1,847","2,133","1,065","1,517","1,635","1,169","1,660","2,668","1,903","2,771","5,468","6,428","6,122","3,017","3,763"
2021,11,20,"50,769","2,546","2,829","2,384","2,963","3,196","2,163","3,353","3,301","2,539","2,496","6,468","3,607","6,130","2,778","4,016"
2021,11,30,"56,595","2,195","2,370","2,193","2,490","3,217","2,131","3,055","3,659","2,608","1,754","4,302","4,237","9,057","4,512","8,815"
2021,11,40,"68,948","3,037","3,278","2,346","3,090","3,010","2,103","3,480","4,178","2,797","3,238","6,563","8,527","10,033","5,306","7,962"
2021,11,50,"65,166","3,697","3,909","3,264","3,948","3,798","2,977","5,157","4,654","3,492","3,404","6,409","5,652","6,269","3,469","5,067"
2021,11,60,"42,851","2,653","2,681","3,171","2,799","3,022","2,672","4,142","3,246","2,371","2,112","3,719","2,410","3,230","1,767","2,856"
2021,11,70,"15,849","1,332","1,186","1,248","1,165","1,177","1,188","1,769",943,813,854,"1,198",742,"1,056",508,670
2021,11,80,"7,636",653,548,605,510,677,716,897,448,455,422,545,353,410,177,220
2021,11,90,"1,375",102,100,100,80,127,142,138,101,65,85,122,65,71,25,52
2021,11,100,49,0,4,5,4,6,6,7,4,1,0,3,4,2,2,1
2021,12,총,"389,644","19,332","20,365","17,176","19,404","21,168","16,112","24,815","25,462","18,328","18,558","37,659","36,729","49,052","25,468","40,016"
2021,12,0,"37,087","1,250","1,362",830,864,"1,305",889,"1,149","2,270","1,276","1,441","2,974","4,703","6,629","3,739","6,406"
2021,12,10,"43,121","1,850","2,127","1,066","1,491","1,632","1,158","1,669","2,677","1,904","2,745","5,406","6,408","6,141","3,048","3,799"
2021,12,20,"50,625","2,534","2,813","2,358","2,971","3,161","2,153","3,336","3,293","2,531","2,491","6,423","3,626","6,127","2,792","4,016"
2021,12,30,"56,494","2,186","2,356","2,185","2,483","3,240","2,144","3,073","3,635","2,619","1,748","4,290","4,212","9,014","4,510","8,799"
2021,12,40,"69,025","3,050","3,274","2,344","3,084","2,998","2,093","3,474","4,180","2,779","3,236","6,543","8,508","10,052","5,363","8,047"
2021,12,50,"65,224","3,721","3,889","3,264","3,941","3,796","2,958","5,143","4,642","3,486","3,403","6,417","5,665","6,302","3,515","5,082"
2021,12,60,"43,076","2,658","2,692","3,167","2,805","3,044","2,676","4,149","3,264","2,388","2,132","3,736","2,436","3,247","1,780","2,902"
2021,12,70,"15,856","1,320","1,196","1,250","1,165","1,178","1,177","1,770",944,821,848,"1,192",741,"1,056",515,683
2021,12,80,"7,694",657,553,607,516,682,718,903,452,457,426,551,361,409,177,225
2021,12,90,"1,393",106,99,100,81,125,141,141,101,65,88,125,65,73,27,56
2021,12,100,49,0,4,5,3,7,5,8,4,2,0,2,4,2,2,1
