년도,월,나이,전주시,완산구,중앙동,풍남동,노송동,완산동,동서학동,서서학동,중화산1동,중화산2동,서신동,평화1동,평화2동,삼천1동,삼천2동,삼천3동,효자1동,효자2동,효자3동,효자4동,효자5동,덕진구,진북동,인후1동,인후2동,인후3동,덕진동,금암1동,금암2동,팔복동,우아1동,우아2동,호성동,송천1동,송천2동,조촌동,여의동,혁신동,전주시효자출장소
2020,10,20,"44,008","23,749",413,193,678,250,336,470,"1,188","1,521","3,148",647,"2,792",797,959,"1,394",669,717,996,"3,072","3,509","20,259",818,"1,118",742,"2,252","1,477",959,726,353,638,957,"1,241","3,661","1,949",697,"1,829",842,0
2020,10,30,"40,622","19,800",363,157,668,192,267,348,821,"1,124","2,605",584,"2,709",577,639,"1,112",563,514,853,"2,807","2,897","20,822",601,997,592,"2,085","1,651",381,471,278,582,891,"1,072","4,898","1,487",764,"2,550","1,522",0
2020,10,40,"54,841","28,107",431,214,797,307,377,539,"1,061","1,859","3,875",811,"4,028",913,954,"1,919",765,733,"1,154","3,707","3,663","26,734",867,"1,636",685,"3,187","1,388",336,600,411,662,"1,179","1,715","6,102","2,221",853,"2,553","2,339",0
2020,10,50,"53,959","29,552",647,337,"1,031",375,520,780,"1,393","1,621","3,613","1,208","4,018","1,200","1,451","2,218",996,974,"1,456","3,160","2,554","24,407","1,226","1,472",936,"2,553","1,373",524,815,654,851,"1,179","1,907","4,160","2,420","1,034","2,239","1,064",0
2020,10,60,"39,760","22,152",750,466,"1,193",440,653,907,"1,136",942,"2,066","1,196","3,061",912,"1,186","1,423",981,925,"1,143","1,762","1,010","17,608","1,221","1,233","1,032","1,444","1,154",484,924,657,753,890,"1,424","2,110","1,553",842,"1,422",465,0
2020,10,70,"24,351","13,198",509,407,854,422,447,611,616,450,"1,218",961,"1,612",513,583,822,707,546,638,767,515,"11,153","1,172",843,748,999,729,386,691,509,383,524,776,"1,029",871,533,767,193,0
2020,10,80,"12,413","6,831",273,193,480,226,252,305,322,247,624,504,855,267,277,495,301,224,331,400,255,"5,582",565,349,310,489,333,173,287,236,204,293,436,532,469,384,407,115,0
2020,10,90,"2,141","1,235",46,48,85,41,47,45,45,52,86,95,143,52,43,95,54,40,70,98,50,906,83,61,41,73,60,29,34,34,37,56,61,110,85,52,62,28,0
2020,10,100,132,67,8,2,13,0,1,4,2,3,5,1,10,1,1,3,2,4,0,3,4,65,7,7,6,4,15,0,1,4,0,1,4,2,2,6,6,0,0
2020,11,총,"333,965","174,393","3,813","2,143","6,446","2,504","3,258","4,476","7,650","9,816","21,408","6,685","23,949","6,104","7,043","11,500","5,770","5,393","7,869","20,349","18,217","159,572","7,336","9,636","5,713","16,582","9,949","3,572","5,077","3,521","4,859","7,027","10,722","30,787","13,634","6,063","15,170","9,924",0
2020,11,0,"26,499","12,109",145,46,298,86,146,150,458,697,"1,652",261,"2,019",340,334,792,295,265,468,"2,180","1,477","14,390",298,755,273,"1,350",982,111,213,143,333,430,781,"3,919","1,053",413,"1,802","1,534",0
2020,11,10,"34,757","17,439",233,83,376,163,217,321,606,"1,278","2,487",401,"2,623",548,635,"1,187",427,456,776,"2,359","2,263","17,318",488,"1,161",368,"2,078",748,170,321,251,400,632,"1,289","4,192","1,510",468,"1,523","1,719",0
2020,11,20,"44,161","23,835",421,188,671,249,333,472,"1,198","1,544","3,161",647,"2,812",796,957,"1,419",666,713,"1,000","3,068","3,520","20,326",817,"1,111",743,"2,258","1,508",971,723,345,642,970,"1,240","3,675","1,948",703,"1,803",869,0
2020,11,30,"40,585","19,764",362,155,662,193,266,349,816,"1,120","2,619",589,"2,714",567,625,"1,105",566,521,836,"2,799","2,900","20,821",595,997,587,"2,081","1,648",384,467,280,584,877,"1,065","4,894","1,480",767,"2,569","1,546",0
2020,11,40,"54,819","28,036",429,213,793,307,373,536,"1,053","1,854","3,878",808,"4,017",908,946,"1,921",763,724,"1,148","3,723","3,642","26,783",863,"1,643",681,"3,190","1,393",332,601,407,666,"1,168","1,715","6,112","2,225",852,"2,557","2,378",0
2020,11,50,"53,968","29,528",639,339,"1,026",371,517,769,"1,383","1,614","3,596","1,205","4,048","1,187","1,456","2,224",995,970,"1,452","3,169","2,568","24,440","1,212","1,471",930,"2,584","1,375",523,814,653,848,"1,186","1,909","4,155","2,429","1,034","2,243","1,074",0
2020,11,60,"40,030","22,310",748,468,"1,196",442,657,914,"1,152",957,"2,082","1,199","3,086",925,"1,187","1,428",993,929,"1,147","1,783","1,017","17,720","1,226","1,242","1,028","1,456","1,154",490,924,660,749,898,"1,440","2,154","1,558",845,"1,427",469,0
2020,11,70,"24,416","13,214",516,408,851,421,446,612,612,448,"1,220",969,"1,616",512,586,825,703,545,641,768,515,"11,202","1,173",841,750,"1,012",726,387,693,510,394,516,784,"1,042",879,536,769,190,0
2020,11,80,"12,463","6,868",270,194,477,231,255,305,325,249,621,511,865,266,274,500,306,227,332,400,260,"5,595",573,348,308,495,338,172,285,234,207,293,432,532,465,385,411,117,0
2020,11,90,"2,136","1,225",42,47,83,41,47,44,45,52,87,94,140,54,42,96,54,40,68,98,51,911,84,60,39,74,62,32,35,34,36,56,63,110,84,54,60,28,0
2020,11,100,131,65,8,2,13,0,1,4,2,3,5,1,9,1,1,3,2,3,1,2,4,66,7,7,6,4,15,0,1,4,0,1,4,2,3,6,6,0,0
2020,12,총,"333,890","174,305","3,786","2,138","6,423","2,493","3,252","4,464","7,611","9,827","21,351","6,689","23,985","6,067","7,021","11,499","5,754","5,391","7,851","20,448","18,255","159,585","7,323","9,593","5,722","16,545","9,985","3,585","5,081","3,500","4,832","7,026","10,721","30,742","13,658","6,079","15,160","10,033",0
2020,12,0,"26,434","12,061",142,43,298,84,150,151,455,690,"1,632",259,"2,011",335,335,786,290,263,468,"2,196","1,473","14,373",295,754,270,"1,353",984,112,209,142,336,421,780,"3,898","1,054",410,"1,813","1,542",0
2020,12,10,"34,628","17,345",225,82,372,164,217,315,594,"1,281","2,479",402,"2,616",538,627,"1,176",430,450,766,"2,366","2,245","17,283",493,"1,146",366,"2,048",750,169,317,247,400,635,"1,284","4,187","1,513",460,"1,516","1,752",0
2020,12,20,"44,202","23,884",419,191,682,245,327,467,"1,189","1,554","3,162",645,"2,816",793,950,"1,420",664,711,992,"3,092","3,565","20,318",820,"1,092",744,"2,271","1,525",994,737,337,636,962,"1,228","3,650","1,941",709,"1,800",872,0
2020,12,30,"40,536","19,724",362,154,649,195,266,350,810,"1,130","2,603",593,"2,720",566,614,"1,100",558,523,824,"2,816","2,891","20,812",595,989,586,"2,071","1,654",385,455,279,585,877,"1,053","4,873","1,493",783,"2,573","1,561",0
2020,12,40,"54,642","27,919",419,213,791,306,373,536,"1,041","1,839","3,856",803,"4,005",888,939,"1,912",771,723,"1,141","3,726","3,637","26,723",860,"1,635",681,"3,164","1,391",336,598,408,660,"1,162","1,714","6,104","2,221",850,"2,538","2,401",0
2020,12,50,"53,977","29,514",631,336,"1,016",370,507,766,"1,376","1,618","3,593","1,189","4,056","1,190","1,455","2,236",979,969,"1,463","3,180","2,584","24,463","1,197","1,481",935,"2,606","1,372",516,815,643,839,"1,186","1,910","4,160","2,422","1,038","2,251","1,092",0
2020,12,60,"40,190","22,399",751,472,"1,186",440,663,913,"1,162",963,"2,085","1,209","3,108",924,"1,190","1,442",997,931,"1,149","1,792","1,022","17,791","1,235","1,236","1,028","1,449","1,166",488,924,662,749,909,"1,464","2,172","1,571",843,"1,421",474,0
2020,12,70,"24,487","13,268",518,408,858,417,448,614,614,452,"1,219",977,"1,627",508,588,830,700,550,646,774,520,"11,219","1,163",845,754,"1,011",728,382,703,509,389,520,780,"1,043",885,539,772,196,0
2020,12,80,"12,517","6,892",269,191,476,231,253,302,322,245,627,518,875,271,280,494,309,229,332,408,260,"5,625",577,350,312,492,339,171,287,234,205,297,440,540,471,386,411,113,0
2020,12,90,"2,147","1,234",42,46,82,41,47,46,46,52,91,93,142,52,42,100,54,39,69,96,54,913,81,58,40,77,61,32,35,35,33,56,64,113,84,55,59,30,0
2020,12,100,130,65,8,2,13,0,1,4,2,3,4,1,9,2,1,3,2,3,1,2,4,65,7,7,6,3,15,0,1,4,0,1,4,2,3,6,6,0,0
2021,1,총,"334,038","174,160","3,777","2,128","6,417","2,499","3,226","4,469","7,595","9,830","21,362","6,690","23,977","6,034","7,010","11,500","5,750","5,386","7,844","20,427","18,239","159,878","7,326","9,577","5,705","16,490","10,010","3,575","5,065","3,504","4,828","7,013","10,700","31,074","13,629","6,109","15,164","10,109",0
2021,1,0,"26,212","11,915",142,42,295,82,149,151,445,684,"1,617",261,"1,985",328,324,780,290,258,460,"2,173","1,449","14,297",293,744,264,"1,328",981,108,200,140,331,413,768,"3,938","1,036",406,"1,810","1,537",0
2021,1,10,"34,576","17,291",223,81,372,163,209,315,590,"1,278","2,481",398,"2,612",530,620,"1,167",427,452,767,"2,367","2,239","17,285",491,"1,147",360,"2,021",761,166,322,246,401,630,"1,272","4,218","1,514",466,"1,503","1,767",0
2021,1,20,"44,229","23,887",417,191,687,251,316,472,"1,174","1,572","3,173",651,"2,811",783,957,"1,416",658,705,980,"3,104","3,569","20,342",813,"1,095",751,"2,276","1,533",986,728,330,628,963,"1,238","3,685","1,936",711,"1,791",878,0
2021,1,30,"40,501","19,648",358,152,646,194,260,348,817,"1,130","2,599",589,"2,711",569,604,"1,102",559,521,827,"2,802","2,860","20,853",598,968,588,"2,054","1,659",385,457,286,585,868,"1,046","4,915","1,480",799,"2,579","1,586",0
2021,1,40,"54,531","27,808",418,207,785,301,367,536,"1,043","1,824","3,835",803,"4,004",877,941,"1,902",758,722,"1,137","3,697","3,651","26,723",856,"1,641",675,"3,137","1,401",337,593,410,664,"1,152","1,694","6,170","2,198",850,"2,528","2,417",0
2021,1,50,"54,084","29,553",631,333,"1,011",371,508,764,"1,376","1,618","3,608","1,176","4,055","1,178","1,452","2,248",982,975,"1,460","3,199","2,608","24,531","1,198","1,476",921,"2,610","1,373",511,816,637,833,"1,197","1,901","4,221","2,435","1,032","2,271","1,099",0
2021,1,60,"40,443","22,515",748,473,"1,183",442,669,914,"1,159",970,"2,100","1,219","3,128",938,"1,199","1,456","1,004",930,"1,152","1,807","1,024","17,928","1,233","1,234","1,027","1,472","1,156",497,918,670,758,909,"1,489","2,213","1,582",857,"1,425",488,0
2021,1,70,"24,607","13,332",519,408,872,418,442,616,618,450,"1,228",976,"1,644",506,587,833,704,557,652,775,527,"11,275","1,175",851,755,"1,009",731,383,709,511,390,522,779,"1,052",890,542,779,197,0
2021,1,80,"12,560","6,905",270,192,470,236,258,301,325,249,628,521,876,269,281,488,314,224,342,405,256,"5,655",584,354,317,500,338,172,287,236,205,301,441,543,472,384,411,110,0
2021,1,90,"2,167","1,243",43,47,83,41,47,48,46,52,89,95,142,54,44,106,52,39,66,97,52,924,78,60,41,80,62,30,34,34,33,57,68,117,83,56,61,30,0
2021,1,100,128,63,8,2,13,0,1,4,2,3,4,1,9,2,1,2,2,3,1,1,4,65,7,7,6,3,15,0,1,4,0,1,4,2,3,6,6,0,0
2021,2,총,"334,237","174,115","3,766","2,135","6,388","2,493","3,212","4,470","7,583","9,820","21,374","6,699","23,936","6,024","7,015","11,486","5,743","5,399","7,850","20,408","18,314","160,122","7,311","9,560","5,709","16,491","10,041","3,589","5,047","3,501","4,888","6,978","10,648","31,295","13,582","6,110","15,181","10,191",0
2021,2,0,"26,148","11,864",142,42,292,81,149,149,438,683,"1,625",258,"1,954",325,324,772,289,260,458,"2,164","1,459","14,284",286,737,258,"1,311",987,107,200,139,335,412,754,"3,971","1,029",406,"1,810","1,542",0
2021,2,10,"34,528","17,255",225,78,369,164,206,315,597,"1,268","2,475",398,"2,599",525,623,"1,156",419,453,769,"2,386","2,230","17,273",492,"1,138",363,"2,025",757,169,317,236,407,617,"1,261","4,247","1,510",474,"1,488","1,772",0
2021,2,20,"44,193","23,846",418,192,671,246,314,471,"1,163","1,568","3,152",650,"2,822",779,946,"1,420",664,709,978,"3,058","3,625","20,347",804,"1,106",747,"2,286","1,553",993,726,340,638,942,"1,224","3,686","1,910",696,"1,795",901,0
2021,2,30,"40,404","19,579",351,158,646,195,254,342,822,"1,123","2,608",592,"2,685",572,615,"1,100",548,523,815,"2,769","2,861","20,825",597,952,594,"2,023","1,660",392,448,284,592,874,"1,043","4,930","1,469",802,"2,573","1,592",0
2021,2,40,"54,577","27,756",413,206,780,302,366,540,"1,030","1,814","3,839",799,"3,977",878,938,"1,886",754,723,"1,145","3,719","3,647","26,821",857,"1,644",678,"3,155","1,397",332,585,408,689,"1,149","1,675","6,238","2,187",841,"2,544","2,442",0
2021,2,50,"54,139","29,589",624,331,"1,011",363,506,760,"1,368","1,625","3,625","1,176","4,077","1,171","1,436","2,264",982,969,"1,460","3,217","2,624","24,550","1,189","1,469",917,"2,610","1,372",508,813,632,832,"1,194","1,906","4,258","2,427","1,040","2,275","1,108",0
2021,2,60,"40,654","22,621",748,480,"1,178",450,667,926,"1,164",975,"2,100","1,230","3,141",936,"1,210","1,460","1,013",939,"1,162","1,816","1,026","18,033","1,238","1,239","1,026","1,482","1,160",503,923,673,757,903,"1,497","2,247","1,601",859,"1,433",492,0
2021,2,70,"24,662","13,365",516,403,876,421,444,614,623,453,"1,231",977,"1,648",508,593,832,707,557,654,778,530,"11,297","1,175",854,757,"1,008",731,383,704,515,398,526,779,"1,053",889,542,784,199,0
2021,2,80,"12,618","6,930",277,196,471,232,259,301,329,255,630,522,881,273,283,487,312,226,339,402,255,"5,688",587,354,320,504,345,171,295,234,204,305,439,546,472,388,411,113,0
2021,2,90,"2,185","1,246",44,47,81,39,46,48,47,53,85,96,144,54,46,107,53,37,68,98,53,939,79,61,43,84,64,31,34,36,36,55,66,117,85,56,62,30,0
2021,2,100,129,64,8,2,13,0,1,4,2,3,4,1,8,3,1,2,2,3,2,1,4,65,7,6,6,3,15,0,2,4,0,1,4,2,3,6,6,0,0
2021,3,총,"333,632","173,605","3,757","2,081","6,320","2,454","3,194","4,434","7,580","9,832","21,290","6,700","23,906","5,996","6,990","11,423","5,719","5,351","7,851","20,380","18,347","160,027","7,252","9,550","5,686","16,395","10,069","3,584","5,023","3,469","5,000","6,992","10,581","31,403","13,511","6,087","15,185","10,240",0
2021,3,0,"26,045","11,800",141,40,292,76,148,145,436,682,"1,608",264,"1,955",323,328,763,287,259,451,"2,149","1,453","14,245",283,740,259,"1,294",989,110,199,138,341,421,740,"3,975","1,021",404,"1,797","1,534",0
2021,3,10,"34,321","17,101",228,75,375,160,205,313,593,"1,261","2,447",392,"2,568",523,612,"1,132",420,440,770,"2,362","2,225","17,220",485,"1,149",356,"2,000",763,170,310,234,412,613,"1,250","4,244","1,494",476,"1,487","1,777",0
2021,3,20,"44,160","23,801",414,189,670,247,309,463,"1,162","1,568","3,132",647,"2,821",773,937,"1,416",662,709,975,"3,061","3,646","20,359",810,"1,088",749,"2,287","1,571","1,000",717,343,669,947,"1,211","3,689","1,884",683,"1,800",911,0
2021,3,30,"40,287","19,504",349,150,641,189,257,336,826,"1,127","2,607",583,"2,666",571,615,"1,082",536,513,816,"2,766","2,874","20,783",587,955,596,"1,990","1,655",388,441,279,606,872,"1,028","4,933","1,469",811,"2,574","1,599",0
2021,3,40,"54,391","27,601",413,199,771,296,360,533,"1,025","1,815","3,816",804,"3,967",871,927,"1,860",753,714,"1,143","3,707","3,627","26,790",841,"1,642",666,"3,128","1,416",331,575,405,710,"1,141","1,669","6,266","2,162",835,"2,547","2,456",0
2021,3,50,"54,039","29,491",612,321,993,357,500,750,"1,362","1,626","3,634","1,173","4,056","1,167","1,432","2,262",972,963,"1,452","3,213","2,646","24,548","1,173","1,462",914,"2,600","1,368",502,814,619,847,"1,193","1,889","4,300","2,432","1,034","2,291","1,110",0
2021,3,60,"40,867","22,704",752,472,"1,158",446,667,926,"1,161",986,"2,099","1,229","3,194",932,"1,212","1,482","1,005",934,"1,171","1,847","1,031","18,163","1,236","1,238","1,023","1,502","1,164",505,924,669,769,919,"1,507","2,291","1,606",860,"1,439",511,0
2021,3,70,"24,597","13,366",515,397,873,414,446,615,638,455,"1,226",984,"1,644",506,595,827,716,555,656,775,529,"11,231","1,164",853,749,"1,000",729,372,705,509,402,532,770,"1,043",889,542,774,198,0
2021,3,80,"12,677","6,942",281,195,463,233,255,303,326,255,628,526,889,275,286,486,312,228,344,397,260,"5,735",594,361,326,508,349,175,304,235,206,302,447,549,474,385,406,114,0
2021,3,90,"2,176","1,252",44,43,81,36,46,47,49,54,91,97,140,53,45,112,54,35,71,102,52,924,76,60,45,83,62,31,32,37,38,51,67,111,77,57,67,30,0
2021,3,100,72,43,8,0,3,0,1,3,2,3,2,1,6,2,1,1,2,1,2,1,4,29,3,2,3,3,3,0,2,1,0,1,3,2,3,0,3,0,0
2021,4,총,"333,591","173,434","3,763","2,060","6,289","2,449","3,184","4,424","7,586","9,831","21,281","6,708","23,912","5,998","6,975","11,396","5,687","5,347","7,830","20,332","18,382","160,157","7,240","9,557","5,699","16,363","10,130","3,582","5,018","3,472","5,057","6,971","10,574","31,420","13,488","6,099","15,228","10,259",0
2021,4,0,"25,928","11,751",143,39,291,76,147,140,436,674,"1,612",265,"1,934",325,325,767,285,260,444,"2,134","1,454","14,177",274,735,265,"1,289",999,110,195,135,341,422,737,"3,945","1,012",407,"1,792","1,519",0
2021,4,10,"34,232","17,016",229,73,369,160,201,318,593,"1,260","2,427",384,"2,565",524,600,"1,128",422,438,753,"2,362","2,210","17,216",489,"1,153",352,"1,986",761,166,303,236,418,609,"1,237","4,258","1,487",476,"1,490","1,795",0
2021,4,20,"44,150","23,758",409,186,667,245,305,458,"1,155","1,575","3,132",644,"2,828",781,940,"1,402",645,710,979,"3,031","3,666","20,392",811,"1,084",761,"2,292","1,583","1,002",722,342,677,946,"1,215","3,696","1,875",682,"1,794",910,0
2021,4,30,"40,243","19,501",347,146,631,189,254,336,834,"1,117","2,627",583,"2,660",574,618,"1,071",531,516,810,"2,757","2,900","20,742",580,961,588,"1,960","1,677",385,443,278,611,859,"1,023","4,919","1,462",812,"2,587","1,597",0
2021,4,40,"54,332","27,505",415,196,774,293,365,528,"1,018","1,815","3,787",802,"3,959",865,916,"1,845",754,706,"1,136","3,702","3,629","26,827",847,"1,633",668,"3,138","1,420",328,576,407,726,"1,138","1,676","6,263","2,147",833,"2,556","2,471",0
2021,4,50,"54,035","29,496",612,317,992,358,498,745,"1,373","1,629","3,634","1,179","4,055","1,167","1,422","2,279",960,959,"1,447","3,220","2,650","24,539","1,155","1,466",917,"2,586","1,374",506,802,615,857,"1,197","1,876","4,297","2,442","1,032","2,303","1,114",0
2021,4,60,"41,069","22,792",755,470,"1,151",444,661,927,"1,164",995,"2,117","1,235","3,222",930,"1,221","1,479","1,014",939,"1,183","1,853","1,032","18,277","1,247","1,246","1,025","1,510","1,171",513,928,676,770,910,"1,514","2,326","1,614",864,"1,450",513,0
2021,4,70,"24,614","13,347",514,400,865,413,444,615,637,456,"1,224",989,"1,645",504,597,822,710,553,662,773,524,"11,267","1,155",856,752,"1,001",731,367,708,509,409,532,775,"1,053",894,549,778,198,0
2021,4,80,"12,721","6,960",283,191,464,235,258,308,326,254,629,528,896,275,287,493,311,227,339,397,259,"5,761",600,360,324,515,350,176,307,236,210,305,446,552,475,383,410,112,0
2021,4,90,"2,191","1,262",48,42,81,36,50,46,48,53,90,97,142,51,48,109,53,38,74,102,54,929,79,61,44,83,61,29,32,37,38,52,72,109,77,61,65,29,0
2021,4,100,76,46,8,0,4,0,1,3,2,3,2,2,6,2,1,1,2,1,3,1,4,30,3,2,3,3,3,0,2,1,0,1,3,2,3,0,3,1,0
2021,5,총,"333,663","173,285","3,755","2,049","6,253","2,441","3,183","4,412","7,573","9,830","21,278","6,700","23,912","5,982","6,951","11,385","5,697","5,338","7,842","20,363","18,341","160,378","7,243","9,574","5,696","16,395","10,176","3,586","5,025","3,463","5,098","6,976","10,566","31,415","13,499","6,100","15,257","10,309",0
2021,5,0,"25,784","11,675",144,40,286,77,143,141,432,676,"1,622",259,"1,926",324,322,761,286,253,439,"2,114","1,430","14,109",278,727,263,"1,284",983,106,196,134,346,422,730,"3,920","1,002",408,"1,794","1,516",0
2021,5,10,"34,144","16,956",229,74,363,156,198,312,598,"1,255","2,408",379,"2,567",521,599,"1,122",423,435,752,"2,378","2,187","17,188",482,"1,153",350,"1,979",760,165,302,240,411,609,"1,234","4,263","1,485",472,"1,489","1,794",0
2021,5,20,"44,227","23,749",410,189,657,243,302,455,"1,154","1,574","3,131",645,"2,825",782,936,"1,394",648,712,975,"3,047","3,670","20,478",809,"1,089",764,"2,294","1,607","1,007",718,340,688,951,"1,221","3,699","1,882",684,"1,789",936,0
2021,5,30,"40,232","19,458",347,144,631,189,258,332,830,"1,112","2,635",580,"2,627",565,611,"1,070",530,522,818,"2,770","2,887","20,774",588,970,589,"1,971","1,690",388,451,281,620,859,"1,022","4,896","1,459",817,"2,575","1,598",0
2021,5,40,"54,102","27,345",409,195,764,289,364,517,"1,017","1,811","3,767",795,"3,954",857,906,"1,828",745,707,"1,129","3,681","3,610","26,757",841,"1,629",664,"3,130","1,414",328,564,401,730,"1,138","1,672","6,244","2,134",831,"2,560","2,477",0
2021,5,50,"54,121","29,489",609,310,983,355,499,747,"1,359","1,623","3,638","1,166","4,050","1,169","1,419","2,281",965,948,"1,452","3,240","2,676","24,632","1,155","1,469",913,"2,596","1,389",500,806,609,862,"1,196","1,869","4,325","2,454","1,034","2,324","1,131",0
2021,5,60,"41,352","22,953",753,469,"1,154",443,665,937,"1,175","1,008","2,125","1,262","3,266",933,"1,212","1,495","1,020",938,"1,191","1,865","1,042","18,399","1,248","1,253","1,026","1,526","1,176",521,933,675,776,916,"1,521","2,350","1,623",863,"1,471",521,0
2021,5,70,"24,645","13,380",517,396,862,415,444,613,636,462,"1,233",985,"1,647",505,606,827,711,559,669,767,526,"11,265","1,151",858,753,"1,005",743,364,706,508,414,526,772,"1,048",903,546,773,195,0
2021,5,80,"12,766","6,962",280,190,468,236,258,310,321,252,625,530,904,274,287,492,313,226,341,397,258,"5,804",610,360,327,523,348,176,316,238,209,306,449,556,475,385,413,113,0
2021,5,90,"2,213","1,272",49,42,81,38,51,45,49,54,92,97,140,50,52,114,54,37,73,103,51,941,78,64,44,84,63,31,31,36,42,52,73,113,79,60,65,26,0
2021,5,100,77,46,8,0,4,0,1,3,2,3,2,2,6,2,1,1,2,1,3,1,4,31,3,2,3,3,3,0,2,1,0,1,3,1,3,0,4,2,0
2021,6,총,"333,937","173,365","3,732","2,035","6,245","2,580","3,184","4,412","7,530","9,842","21,308","6,707","23,862","5,992","6,951","11,388","5,673","5,346","7,833","20,341","18,404","160,572","7,253","9,599","5,693","16,390","10,203","3,572","5,018","3,455","5,133","6,975","10,562","31,413","13,539","6,113","15,318","10,336",0
2021,6,0,"25,696","11,618",145,39,279,97,138,135,423,675,"1,616",262,"1,911",325,322,759,277,255,435,"2,098","1,427","14,078",275,735,259,"1,259",981,108,194,135,354,425,718,"3,896","1,009",405,"1,819","1,506",0
2021,6,10,"34,122","16,933",225,73,364,168,198,314,594,"1,253","2,411",379,"2,554",516,594,"1,123",422,429,750,"2,372","2,194","17,189",474,"1,151",345,"1,991",765,166,298,235,414,604,"1,226","4,268","1,485",471,"1,491","1,805",0
2021,6,20,"44,315","23,776",406,188,648,261,310,453,"1,147","1,570","3,131",645,"2,808",772,939,"1,386",653,715,978,"3,063","3,703","20,539",810,"1,098",769,"2,298","1,632","1,004",705,343,696,951,"1,219","3,690","1,891",685,"1,798",950,0
2021,6,30,"40,224","19,477",348,137,632,221,253,331,826,"1,126","2,643",577,"2,613",565,612,"1,072",533,528,807,"2,776","2,877","20,747",586,969,588,"1,969","1,687",387,458,280,620,850,"1,014","4,903","1,457",818,"2,572","1,589",0
2021,6,40,"54,027","27,286",406,194,763,307,364,515,"1,004","1,809","3,763",794,"3,942",864,897,"1,816",735,692,"1,127","3,665","3,629","26,741",852,"1,632",663,"3,107","1,417",324,561,393,735,"1,134","1,679","6,223","2,139",829,"2,566","2,487",0
2021,6,50,"54,092","29,447",601,303,973,371,495,747,"1,344","1,626","3,650","1,145","4,038","1,170","1,416","2,282",963,963,"1,448","3,231","2,681","24,645","1,156","1,466",909,"2,607","1,386",488,808,609,860,"1,199","1,861","4,332","2,454","1,039","2,329","1,142",0
2021,6,60,"41,632","23,105",743,473,"1,160",460,671,938,"1,178","1,009","2,137","1,280","3,295",941,"1,226","1,517","1,014",942,"1,197","1,869","1,055","18,527","1,251","1,256","1,033","1,534","1,170",524,939,678,780,924,"1,538","2,378","1,636",872,"1,491",523,0
2021,6,70,"24,686","13,398",521,395,871,417,441,616,638,461,"1,229",988,"1,648",514,606,828,706,561,678,760,520,"11,288","1,151",861,748,"1,012",753,361,700,504,422,530,777,"1,051",906,548,770,194,0
2021,6,80,"12,842","6,994",281,189,470,237,262,314,323,256,632,538,906,273,286,494,316,221,336,399,261,"5,848",616,368,331,528,344,177,323,240,212,305,454,559,480,387,411,113,0
2021,6,90,"2,223","1,284",48,44,81,41,51,46,51,54,95,97,141,50,52,109,52,39,74,106,53,939,79,61,45,82,65,33,30,37,40,52,73,112,79,59,66,26,0
2021,6,100,78,47,8,0,4,0,1,3,2,3,1,2,6,2,1,2,2,1,3,2,4,31,3,2,3,3,3,0,2,1,0,1,3,1,3,0,5,1,0
2021,7,총,"334,079","173,357","3,728","2,030","6,222","2,694","3,181","4,410","7,497","9,828","21,269","6,706","23,862","5,979","6,963","11,370","5,664","5,347","7,837","20,324","18,446","160,722","7,259","9,606","5,689","16,432","10,226","3,589","5,036","3,454","5,157","6,971","10,538","31,407","13,542","6,128","15,285","10,403",0
2021,7,0,"25,620","11,566",142,41,281,114,135,134,412,660,"1,602",260,"1,909",321,318,752,276,259,431,"2,096","1,423","14,054",274,728,259,"1,258",976,110,193,138,354,417,717,"3,890","1,012",404,"1,810","1,514",0
2021,7,10,"34,085","16,879",227,70,363,181,198,307,594,"1,253","2,391",374,"2,546",516,592,"1,111",428,424,744,"2,360","2,200","17,206",475,"1,157",341,"1,982",771,164,296,227,415,606,"1,219","4,278","1,485",474,"1,497","1,819",0
2021,7,20,"44,291","23,751",395,187,641,271,304,458,"1,138","1,569","3,125",660,"2,786",770,940,"1,395",646,709,979,"3,051","3,727","20,540",816,"1,096",773,"2,307","1,626","1,013",708,344,702,958,"1,221","3,670","1,880",683,"1,777",966,0
2021,7,30,"40,275","19,518",350,140,633,248,258,333,811,"1,126","2,651",577,"2,603",560,625,"1,067",527,539,812,"2,774","2,884","20,757",582,967,589,"1,971","1,691",389,466,280,629,838,"1,004","4,907","1,454",822,"2,563","1,605",0
2021,7,40,"53,902","27,168",407,193,761,326,360,513,"1,008","1,789","3,716",790,"3,942",866,902,"1,794",730,691,"1,122","3,639","3,619","26,734",852,"1,628",653,"3,103","1,426",328,559,397,736,"1,143","1,677","6,223","2,141",827,"2,548","2,493",0
2021,7,50,"54,151","29,502",595,301,960,391,492,743,"1,331","1,638","3,671","1,139","4,058","1,170","1,408","2,293",964,956,"1,439","3,254","2,699","24,649","1,154","1,466",903,"2,613","1,389",491,807,603,864,"1,201","1,854","4,338","2,445","1,038","2,331","1,152",0
2021,7,60,"41,835","23,197",748,469,"1,166",468,679,944,"1,187","1,007","2,149","1,279","3,304",946,"1,228","1,524","1,011",946,"1,212","1,877","1,053","18,638","1,251","1,266","1,044","1,561","1,178",523,949,680,783,919,"1,540","2,391","1,652",884,"1,495",522,0
