년도,월,나이,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2021,3,90,299,9,18,10,20,15,29,12,7,4,4,8,6,8,8,10,5,9,4,6,11,16,9,5,6,11,17,19,2,7,4
2021,3,100,17,0,0,0,1,2,0,1,0,0,1,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0
2021,4,총,"142,638","1,352","4,487",951,"10,408","3,262","3,350","1,423",660,403,"1,153","2,428","1,583","2,174","2,088","3,169","1,870","2,762","5,795","3,474","9,326","10,871","6,351","5,181","5,292","16,732","18,622","11,345","4,201","1,319",606
2021,4,0,"10,324",25,287,15,"1,067",141,72,32,7,10,26,107,44,70,68,125,60,74,352,217,572,958,320,377,516,"1,328","2,339",593,482,33,7
2021,4,10,"13,560",43,339,39,"1,059",174,159,65,16,17,48,157,100,157,110,171,116,124,470,319,965,"1,174",582,630,479,"1,994","2,350",996,611,70,26
2021,4,20,"19,048",105,446,84,"1,258",270,330,83,30,29,84,275,192,238,211,377,234,265,706,399,"1,424","1,508","1,075",759,592,"2,985","2,418","1,965",471,170,65
2021,4,30,"16,370",80,429,47,"1,266",246,218,77,42,12,83,271,190,185,183,330,167,235,605,339,"1,029","1,340",722,617,727,"2,086","2,736","1,377",575,111,45
2021,4,40,"22,042",162,756,94,"1,697",487,383,157,67,47,150,337,198,313,292,449,246,403,877,498,"1,375","1,784",984,790,844,"2,651","3,169","1,727",850,168,87
2021,4,50,"25,463",250,773,168,"1,830",604,706,273,97,92,270,373,258,378,367,542,311,507,"1,002",561,"1,636","1,805","1,228",946,767,"3,106","3,130","2,420",621,297,145
2021,4,60,"20,504",315,804,237,"1,348",634,773,339,187,80,277,451,266,413,393,580,352,548,984,672,"1,485","1,432",918,701,745,"1,689","1,705","1,482",331,244,119
2021,4,70,"11,334",249,451,179,613,478,490,267,148,79,154,362,240,316,350,460,284,455,618,369,610,657,404,292,483,717,594,589,202,156,68
2021,4,80,"3,672",114,184,77,249,209,192,118,59,32,56,83,89,96,104,124,95,141,177,93,219,197,109,63,133,165,163,177,53,61,40
2021,4,90,304,9,18,11,20,17,27,11,7,5,4,8,6,8,9,10,5,10,4,6,11,16,9,6,6,11,17,19,3,7,4
2021,4,100,17,0,0,0,1,2,0,1,0,0,1,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0
2021,5,총,"142,379","1,349","4,509",954,"10,393","3,271","3,325","1,416",655,402,"1,150","2,397","1,565","2,140","2,086","3,165","1,861","2,726","5,754","3,471","9,316","10,858","6,323","5,213","5,352","16,697","18,548","11,365","4,204","1,307",607
2021,5,0,"10,290",25,286,16,"1,061",139,71,32,7,10,26,105,46,70,65,119,59,74,348,214,571,952,316,383,523,"1,329","2,329",589,486,31,8
2021,5,10,"13,493",42,342,39,"1,055",172,155,62,15,16,47,157,97,149,111,174,117,123,465,316,963,"1,169",573,625,485,"1,988","2,341",989,613,70,23
2021,5,20,"19,054",103,452,84,"1,259",276,335,77,29,29,84,273,191,242,209,372,233,258,699,400,"1,417","1,512","1,075",764,620,"2,980","2,407","1,967",474,167,66
2021,5,30,"16,287",79,433,47,"1,257",243,210,80,41,12,83,268,191,182,186,323,169,232,600,330,"1,029","1,342",709,623,734,"2,067","2,707","1,387",569,108,46
2021,5,40,"21,871",162,746,96,"1,692",488,372,151,65,42,145,336,189,305,287,455,241,398,862,500,"1,366","1,765",974,786,851,"2,623","3,157","1,725",845,162,85
2021,5,50,"25,499",254,788,169,"1,829",608,702,270,99,96,273,365,255,369,371,541,311,507,987,569,"1,639","1,809","1,235",955,764,"3,106","3,133","2,426",626,296,147
2021,5,60,"20,521",314,802,236,"1,351",640,771,340,184,79,274,446,264,410,393,583,349,537,985,672,"1,490","1,436",913,709,750,"1,706","1,699","1,492",328,248,120
2021,5,70,"11,358",245,457,178,620,474,490,271,148,81,156,355,238,312,347,458,283,450,625,370,611,660,412,296,487,720,597,591,204,154,68
2021,5,80,"3,698",116,185,78,249,213,193,121,60,32,57,84,90,95,107,129,93,139,177,94,218,198,109,66,132,166,161,178,56,62,40
2021,5,90,298,9,18,11,19,16,26,11,7,5,4,8,4,6,9,10,6,8,6,6,12,15,7,6,6,12,16,21,3,7,4
2021,5,100,10,0,0,0,1,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
2021,6,총,"142,137","1,346","4,490",949,"10,397","3,266","3,321","1,410",656,404,"1,153","2,388","1,560","2,145","2,079","3,148","1,853","2,706","5,744","3,448","9,330","10,827","6,315","5,231","5,347","16,683","18,458","11,387","4,206","1,286",604
2021,6,0,"10,226",25,282,16,"1,061",136,72,32,7,9,27,105,46,70,63,115,58,74,347,207,571,943,315,380,523,"1,327","2,314",577,485,31,8
2021,6,10,"13,467",41,344,38,"1,063",171,154,61,15,17,49,155,95,149,110,179,113,120,455,316,955,"1,166",569,626,493,"1,974","2,336",996,610,71,26
2021,6,20,"18,993",101,446,88,"1,239",278,332,74,28,29,85,274,190,241,204,370,236,251,698,394,"1,420","1,497","1,075",770,614,"2,991","2,382","1,978",477,167,64
2021,6,30,"16,194",82,428,47,"1,256",241,213,80,42,14,82,262,189,179,185,316,163,230,597,332,"1,027","1,345",702,628,729,"2,055","2,672","1,377",574,105,42
2021,6,40,"21,860",161,749,94,"1,697",488,370,147,66,40,148,338,186,307,289,457,240,392,856,491,"1,373","1,773",968,784,859,"2,615","3,167","1,730",831,157,87
2021,6,50,"25,418",253,791,167,"1,827",596,699,272,102,97,266,365,256,373,366,539,311,498,990,566,"1,637","1,785","1,237",962,755,"3,098","3,115","2,420",634,295,146
2021,6,60,"20,586",311,791,233,"1,361",645,772,339,182,80,275,442,264,410,399,586,351,540,988,669,"1,491","1,444",917,715,754,"1,721","1,697","1,515",329,247,118
2021,6,70,"11,378",246,457,177,622,477,488,270,147,82,159,352,239,317,342,453,283,450,629,372,625,663,415,293,482,719,597,599,208,146,69
2021,6,80,"3,706",116,184,78,251,214,195,123,60,30,57,87,91,92,111,125,92,143,178,94,217,196,110,67,134,171,162,173,55,60,40
2021,6,90,302,10,18,11,19,18,26,11,7,6,4,8,4,7,9,8,6,8,6,7,14,15,7,6,4,12,15,22,3,7,4
2021,6,100,7,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,7,총,"141,900","1,334","4,489",940,"10,403","3,254","3,297","1,411",658,403,"1,146","2,376","1,554","2,141","2,076","3,144","1,858","2,696","5,738","3,447","9,312","10,831","6,291","5,219","5,355","16,620","18,453","11,352","4,218","1,281",603
2021,7,0,"10,181",24,283,16,"1,059",136,70,31,6,9,27,108,48,69,65,113,57,72,343,206,567,937,312,377,524,"1,335","2,303",567,479,30,8
2021,7,10,"13,400",39,342,35,"1,066",171,152,63,16,17,49,151,97,146,110,175,115,123,456,314,959,"1,166",560,620,488,"1,942","2,325",995,615,69,24
2021,7,20,"18,928",101,447,88,"1,241",268,331,73,29,29,81,270,183,243,204,370,238,247,695,388,"1,414","1,496","1,072",770,624,"2,982","2,364","1,964",480,170,66
2021,7,30,"16,156",84,433,47,"1,252",239,208,82,42,13,87,262,192,182,185,314,164,233,585,340,"1,015","1,344",694,626,723,"2,047","2,666","1,382",569,104,42
2021,7,40,"21,755",150,740,91,"1,694",484,365,149,66,40,145,338,186,306,283,459,241,393,855,492,"1,371","1,774",964,772,859,"2,588","3,157","1,715",836,155,87
2021,7,50,"25,377",255,790,165,"1,821",601,690,267,104,95,265,357,251,369,366,539,307,483,994,562,"1,638","1,781","1,230",971,753,"3,092","3,135","2,419",641,292,144
2021,7,60,"20,633",310,792,233,"1,365",647,769,339,182,81,273,434,265,413,402,584,350,543,987,668,"1,486","1,456",926,712,757,"1,730","1,721","1,512",332,248,116
2021,7,70,"11,431",244,462,176,628,472,491,274,144,82,156,359,237,314,339,455,288,448,636,374,631,666,416,297,488,720,608,603,208,144,71
2021,7,80,"3,725",117,181,77,256,213,196,121,62,31,58,88,91,93,111,127,92,146,180,97,218,196,110,68,135,172,158,173,55,62,41
2021,7,90,307,10,19,12,20,21,25,11,7,6,4,9,4,6,10,8,6,8,7,6,13,15,7,6,4,12,15,22,3,7,4
2021,7,100,7,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,8,총,"141,667","1,333","4,499",938,"10,382","3,244","3,294","1,411",659,403,"1,155","2,365","1,556","2,135","2,063","3,127","1,852","2,693","5,711","3,428","9,311","10,825","6,279","5,213","5,342","16,594","18,415","11,357","4,213","1,268",602
2021,8,0,"10,102",27,280,17,"1,060",132,71,29,6,9,27,105,47,68,63,111,60,69,336,200,565,928,312,371,531,"1,328","2,276",559,477,30,8
2021,8,10,"13,354",39,346,34,"1,058",170,151,61,14,18,48,151,97,143,110,174,110,123,463,313,949,"1,160",555,620,481,"1,943","2,338",983,610,69,23
2021,8,20,"18,903",101,445,89,"1,228",269,332,75,30,28,80,273,180,242,198,362,240,249,687,387,"1,416","1,492","1,079",763,617,"2,975","2,358","1,987",483,171,67
2021,8,30,"16,054",83,430,45,"1,243",235,206,81,42,13,88,255,194,177,185,317,163,230,581,335,"1,010","1,342",692,627,716,"2,030","2,642","1,380",566,104,42
2021,8,40,"21,664",149,744,90,"1,699",480,361,149,63,40,147,339,189,310,280,454,238,393,849,481,"1,371","1,769",944,765,855,"2,566","3,150","1,714",837,152,86
2021,8,50,"25,367",251,797,165,"1,813",599,683,266,106,94,267,356,253,362,368,535,310,479,989,565,"1,641","1,794","1,233",977,760,"3,093","3,134","2,412",637,283,145
2021,8,60,"20,686",313,792,230,"1,377",652,775,339,184,82,278,432,262,413,400,583,348,541,980,669,"1,493","1,453",934,716,754,"1,747","1,731","1,513",330,250,115
2021,8,70,"11,462",241,463,179,623,471,491,275,144,82,157,359,239,319,342,455,283,453,638,368,635,673,413,296,488,723,611,615,213,140,73
2021,8,80,"3,765",119,184,76,260,215,200,124,63,31,58,86,91,95,107,128,94,148,181,103,218,200,111,72,135,177,159,171,57,62,40
2021,8,90,303,10,18,13,20,19,24,11,7,6,4,9,4,6,9,8,6,8,7,7,13,14,6,6,5,12,15,23,3,7,3
2021,8,100,7,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,9,총,"141,439","1,324","4,511",942,"10,379","3,232","3,295","1,402",659,399,"1,151","2,348","1,546","2,141","2,057","3,113","1,840","2,674","5,689","3,430","9,317","10,814","6,274","5,201","5,334","16,524","18,366","11,374","4,228","1,272",603
2021,9,0,"10,073",26,280,17,"1,068",130,70,28,6,9,27,102,44,68,62,110,64,69,326,207,569,924,308,361,527,"1,317","2,282",556,480,29,7
2021,9,10,"13,298",39,347,32,"1,060",168,149,62,14,18,45,148,99,143,108,173,106,121,460,307,947,"1,148",562,614,487,"1,933","2,318",978,620,68,24
2021,9,20,"18,783",99,445,92,"1,215",265,330,71,31,26,80,269,175,245,197,360,235,245,686,381,"1,417","1,480","1,073",761,614,"2,938","2,344","1,994",473,176,66
2021,9,30,"16,025",81,436,43,"1,247",234,202,83,40,14,88,252,192,174,188,312,164,224,584,338,"1,013","1,337",688,628,712,"2,027","2,629","1,381",570,103,41
2021,9,40,"21,549",147,736,91,"1,689",480,360,147,65,39,145,341,185,310,278,447,234,389,836,478,"1,366","1,778",935,762,849,"2,542","3,127","1,719",839,150,85
2021,9,50,"25,362",249,795,163,"1,819",589,687,266,106,92,266,353,252,359,366,537,307,475,987,567,"1,641","1,793","1,228",986,764,"3,091","3,138","2,413",641,285,147
2021,9,60,"20,743",313,802,232,"1,373",656,779,337,181,80,280,431,259,413,400,582,350,540,981,670,"1,495","1,461",944,712,753,"1,758","1,740","1,522",332,251,116
2021,9,70,"11,499",241,464,182,627,470,489,273,144,84,156,357,245,325,342,455,277,452,640,371,641,677,418,300,487,725,616,615,212,142,72
2021,9,80,"3,800",119,188,77,261,218,206,122,65,31,59,86,91,98,106,128,97,151,182,104,215,203,112,71,136,182,156,175,58,61,42
2021,9,90,300,10,18,13,19,20,23,12,7,6,4,9,4,6,9,9,6,8,7,7,13,13,6,6,5,11,15,21,3,7,3
2021,9,100,7,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,10,총,"141,225","1,328","4,499",940,"10,399","3,212","3,296","1,406",656,394,"1,148","2,343","1,543","2,144","2,029","3,097","1,824","2,664","5,671","3,423","9,307","10,772","6,257","5,195","5,322","16,502","18,355","11,393","4,232","1,273",601
2021,10,0,"10,010",28,279,17,"1,062",129,71,27,4,8,27,101,44,69,63,111,62,70,320,208,558,918,305,358,521,"1,295","2,274",567,477,30,7
2021,10,10,"13,258",39,343,32,"1,072",161,146,60,14,19,43,147,95,146,104,167,101,120,456,310,942,"1,142",563,615,498,"1,923","2,319",967,623,67,24
2021,10,20,"18,721",100,440,92,"1,223",267,331,73,31,25,79,269,177,241,200,358,235,244,682,381,"1,425","1,461","1,060",766,604,"2,914","2,345","1,989",472,171,66
2021,10,30,"15,969",83,437,39,"1,236",231,197,83,42,14,91,252,188,173,176,310,166,220,587,329,"1,017","1,332",684,623,704,"2,035","2,618","1,384",571,107,40
2021,10,40,"21,482",147,731,92,"1,695",469,359,145,63,39,144,336,189,311,275,445,231,392,827,478,"1,353","1,761",939,757,840,"2,532","3,136","1,724",836,150,86
2021,10,50,"25,345",249,795,166,"1,819",592,686,271,106,89,265,358,250,359,362,529,304,472,980,570,"1,630","1,791","1,225",994,769,"3,101","3,135","2,406",647,282,143
2021,10,60,"20,766",311,798,227,"1,383",656,788,337,182,81,277,426,258,412,396,586,346,535,989,660,"1,502","1,461",938,705,757,"1,772","1,739","1,540",332,254,118
2021,10,70,"11,541",242,468,183,625,466,485,274,143,83,157,354,246,330,339,456,277,446,640,378,652,691,423,297,487,732,623,616,212,144,72
2021,10,80,"3,830",119,190,79,263,220,209,124,65,30,60,92,92,97,107,127,96,158,183,103,213,201,114,74,137,188,151,178,58,60,42
2021,10,90,299,10,18,13,20,20,24,11,6,6,4,8,4,6,7,8,6,7,7,6,15,14,6,6,5,10,15,22,4,8,3
2021,10,100,4,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,11,총,"141,051","1,313","4,503",935,"10,428","3,210","3,291","1,400",659,399,"1,147","2,328","1,537","2,144","2,016","3,090","1,801","2,661","5,659","3,402","9,250","10,713","6,245","5,154","5,293","16,442","18,571","11,373","4,215","1,267",605
2021,11,0,"9,940",24,282,17,"1,061",125,72,26,4,8,26,99,45,67,62,109,63,71,316,203,554,912,307,346,510,"1,276","2,288",557,475,28,7
2021,11,10,"13,237",38,348,31,"1,068",161,142,61,13,20,45,148,94,140,102,165,98,122,457,313,933,"1,130",557,610,496,"1,915","2,357",970,613,67,23
2021,11,20,"18,618",99,436,89,"1,234",266,335,71,32,25,78,266,177,240,193,352,231,241,670,376,"1,406","1,455","1,049",767,589,"2,882","2,363","1,982",474,171,69
2021,11,30,"15,909",83,422,40,"1,225",232,194,82,42,14,88,244,179,179,172,306,159,222,590,326,"1,019","1,322",688,609,697,"2,031","2,652","1,379",566,105,42
2021,11,40,"21,425",141,732,90,"1,704",469,357,142,63,38,142,335,193,311,276,446,229,387,829,471,"1,334","1,741",929,750,840,"2,520","3,179","1,714",833,146,84
2021,11,50,"25,346",246,797,165,"1,823",593,681,269,105,91,267,359,248,363,359,533,297,468,962,565,"1,625","1,785","1,228",985,771,"3,106","3,183","2,406",644,281,141
2021,11,60,"20,820",310,802,229,"1,396",661,792,341,186,83,278,424,258,409,396,587,340,537,996,660,"1,497","1,452",940,710,757,"1,770","1,745","1,554",333,255,122
2021,11,70,"11,609",245,475,183,633,464,486,273,144,83,156,355,248,332,342,454,280,444,649,379,654,703,425,296,485,742,635,611,215,146,72
2021,11,80,"3,841",116,191,79,262,218,209,123,64,31,62,91,89,97,107,130,98,162,183,104,213,199,116,75,142,190,151,179,58,60,42
2021,11,90,303,11,18,12,21,20,23,12,6,6,4,7,6,6,7,8,6,7,7,5,15,14,6,6,6,10,18,21,4,8,3
2021,11,100,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,12,총,"141,074","1,308","4,487",934,"11,006","3,203","3,278","1,390",663,395,"1,143","2,308","1,525","2,126","1,998","3,066","1,788","2,651","5,606","3,355","9,042","10,516","6,160","5,070","5,283","16,366","19,226","11,158","4,160","1,260",603
2021,12,0,"9,905",23,278,18,"1,138",122,71,26,4,8,23,99,44,69,56,106,60,71,302,201,529,900,297,326,506,"1,257","2,339",541,459,25,7
2021,12,10,"13,234",39,346,32,"1,124",164,140,62,16,21,49,141,94,136,101,158,96,122,454,306,908,"1,100",546,606,495,"1,902","2,441",942,608,63,22
2021,12,20,"18,576",94,431,87,"1,311",266,330,67,28,24,80,261,171,237,196,359,223,240,658,358,"1,369","1,421","1,031",747,594,"2,860","2,483","1,932",477,173,68
2021,12,30,"15,948",82,422,42,"1,337",224,188,81,42,13,88,245,178,170,166,295,158,223,583,324,995,"1,285",659,589,689,"2,010","2,827","1,343",546,103,41
2021,12,40,"21,406",142,732,87,"1,774",465,356,142,64,37,141,332,187,307,273,442,229,384,814,464,"1,310","1,713",913,739,843,"2,509","3,267","1,694",820,144,82
2021,12,50,"25,326",244,786,166,"1,934",597,681,267,107,88,264,353,253,362,356,530,295,465,959,560,"1,573","1,748","1,231",975,761,"3,095","3,260","2,354",635,286,141
2021,12,60,"20,833",312,804,228,"1,460",660,790,338,186,84,276,423,257,408,392,579,339,533,988,654,"1,468","1,428",927,707,752,"1,789","1,797","1,542",336,252,124
2021,12,70,"11,663",245,478,185,640,465,492,273,145,82,157,350,244,335,339,458,280,444,655,379,654,709,433,298,491,744,641,611,217,146,73
2021,12,80,"3,872",116,193,78,267,218,207,122,64,32,61,97,91,96,110,130,101,163,186,104,219,196,117,77,146,191,153,177,58,60,42
2021,12,90,307,11,17,11,20,21,23,12,7,6,3,7,6,6,9,9,7,6,7,5,17,16,6,6,6,9,18,21,4,8,3
2021,12,100,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
