년도,월,나이,경기도 남양주시,경기도 남양주시 와부읍,경기도 남양주시 진접읍,경기도 남양주시 화도읍,경기도 남양주시 화도읍동부출장소,경기도 남양주시 진건읍,경기도 남양주시 오남읍,경기도 남양주시 퇴계원읍,경기도 남양주시 별내면,경기도 남양주시 수동면,경기도 남양주시 조안면,경기도 남양주시 호평동,경기도 남양주시 평내동,경기도 남양주시 금곡동,경기도 남양주시 양정동,경기도 남양주시 다산1동,경기도 남양주시 다산2동,경기도 남양주시 별내동
2021,5,60,"44,685","4,072","5,702","6,434",971,"1,980","3,060","2,343","1,451",939,426,"2,871","1,846","1,818",439,"3,927","1,891","4,515"
2021,5,70,"24,607","2,508","3,311","3,838",436,"1,085","1,997","1,191",943,564,233,"1,767","1,072",873,239,"1,844",762,"1,944"
2021,5,80,"12,097","1,198","1,611","1,719",238,609,989,638,458,330,137,744,553,557,134,884,354,944
2021,5,90,"2,104",205,236,281,56,111,149,81,73,105,31,150,85,101,18,173,70,179
2021,5,100,105,9,13,10,0,6,3,6,15,5,0,8,2,4,3,7,2,12
2021,6,총,"363,710","31,092","46,020","52,115","7,443","11,461","26,713","14,732","9,870","4,317","2,017","29,479","18,667","9,183","1,957","41,159","18,400","39,085"
2021,6,0,"31,074","1,826","3,809","4,087",781,425,"1,830",843,577,151,95,"3,039","1,571",328,76,"5,139","2,289","4,208"
2021,6,10,"38,055","3,552","5,513","5,511",718,894,"3,190","1,215",870,285,125,"3,501","2,372",551,93,"4,251","1,856","3,558"
2021,6,20,"41,121","3,604","4,990","5,779",784,"1,422","3,158","1,838","1,258",336,179,"3,001","2,308","1,092",212,"4,693","1,855","4,612"
2021,6,30,"45,326","2,946","5,028","6,085","1,074","1,041","2,649","1,535",865,345,199,"3,994","2,202",874,192,"6,991","2,985","6,321"
2021,6,40,"65,573","5,672","8,557","9,719","1,242","1,496","5,029","2,088","1,592",460,234,"6,191","3,725","1,032",169,"7,840","3,654","6,873"
2021,6,50,"58,481","5,482","7,190","8,574","1,132","2,386","4,624","2,923","1,746",797,353,"4,149","2,920","1,922",379,"5,376","2,656","5,872"
2021,6,60,"45,029","4,099","5,745","6,474",977,"1,994","3,076","2,358","1,469",939,428,"2,917","1,846","1,839",441,"3,961","1,911","4,555"
2021,6,70,"24,625","2,497","3,306","3,852",440,"1,081","1,994","1,189",938,563,235,"1,778","1,079",876,236,"1,842",767,"1,952"
2021,6,80,"12,206","1,202","1,631","1,742",238,609,"1,008",651,466,328,138,750,554,566,138,889,354,942
2021,6,90,"2,111",203,237,282,57,107,151,85,74,108,31,150,88,99,18,170,71,180
2021,6,100,109,9,14,10,0,6,4,7,15,5,0,9,2,4,3,7,2,12
2021,7,총,"364,228","31,073","46,015","52,217","7,453","11,419","26,753","14,699","9,866","4,315","2,011","29,609","18,688","9,160","1,946","41,295","18,366","39,343"
2021,7,0,"30,997","1,803","3,764","4,101",773,418,"1,824",840,575,148,91,"3,049","1,560",322,74,"5,154","2,284","4,217"
2021,7,10,"38,025","3,548","5,510","5,473",730,889,"3,163","1,207",868,298,124,"3,515","2,365",546,90,"4,277","1,859","3,563"
2021,7,20,"41,242","3,598","4,993","5,813",774,"1,414","3,189","1,824","1,253",336,174,"3,030","2,322","1,098",206,"4,686","1,847","4,685"
2021,7,30,"45,305","2,941","5,031","6,070","1,079","1,034","2,652","1,534",864,346,204,"3,996","2,207",867,190,"6,996","2,941","6,353"
2021,7,40,"65,532","5,665","8,523","9,738","1,245","1,490","5,011","2,084","1,579",457,228,"6,178","3,727","1,016",170,"7,881","3,653","6,887"
2021,7,50,"58,662","5,486","7,223","8,585","1,134","2,379","4,647","2,902","1,758",790,357,"4,208","2,926","1,917",378,"5,400","2,648","5,924"
2021,7,60,"45,280","4,123","5,759","6,522",978,"1,988","3,105","2,381","1,467",940,430,"2,937","1,857","1,850",445,"3,985","1,931","4,582"
2021,7,70,"24,681","2,492","3,320","3,867",440,"1,084","1,991","1,184",939,565,233,"1,777","1,082",872,236,"1,846",774,"1,979"
2021,7,80,"12,272","1,202","1,642","1,758",241,610,"1,015",652,468,327,139,759,553,567,136,888,352,963
2021,7,90,"2,122",206,235,280,59,107,153,84,80,104,31,150,87,101,18,175,75,177
2021,7,100,110,9,15,10,0,6,3,7,15,4,0,10,2,4,3,7,2,13
2021,8,총,"365,308","31,001","45,881","52,190","7,461","11,379","26,691","14,668","9,846","4,328","1,999","29,638","18,650","9,101","1,913","42,710","18,282","39,570"
2021,8,0,"30,978","1,784","3,714","4,071",769,411,"1,794",823,560,144,89,"3,027","1,543",315,71,"5,407","2,262","4,194"
2021,8,10,"38,042","3,524","5,476","5,453",732,887,"3,152","1,205",871,312,123,"3,508","2,345",534,86,"4,414","1,857","3,563"
2021,8,20,"41,391","3,604","4,994","5,822",768,"1,394","3,194","1,814","1,243",343,172,"3,040","2,317","1,090",204,"4,768","1,847","4,777"
2021,8,30,"45,342","2,916","4,982","6,024","1,074","1,033","2,641","1,533",863,342,201,"3,983","2,195",860,183,"7,246","2,869","6,397"
2021,8,40,"65,634","5,624","8,477","9,752","1,255","1,485","4,992","2,065","1,557",450,228,"6,165","3,713","1,001",165,"8,147","3,657","6,901"
2021,8,50,"58,931","5,508","7,251","8,583","1,134","2,366","4,653","2,894","1,772",791,358,"4,246","2,941","1,911",371,"5,537","2,657","5,958"
2021,8,60,"45,590","4,125","5,760","6,572",984,"1,995","3,106","2,398","1,464",947,429,"2,965","1,868","1,844",443,"4,140","1,925","4,625"
2021,8,70,"24,798","2,495","3,320","3,862",442,"1,077","1,984","1,188",948,571,233,"1,784","1,084",868,233,"1,945",775,"1,989"
2021,8,80,"12,363","1,206","1,656","1,760",240,618,"1,018",654,473,320,136,764,559,571,136,920,358,974
2021,8,90,"2,130",206,238,281,63,107,153,87,80,103,30,147,84,103,18,179,73,178
2021,8,100,109,9,13,10,0,6,4,7,15,5,0,9,1,4,3,7,2,14
2021,9,총,"366,050","30,865","45,824","52,208","7,383","11,347","26,668","14,597","9,814","4,311","1,994","29,561","18,627","9,064","1,878","43,747","18,188","39,974"
2021,9,0,"30,849","1,774","3,672","4,046",749,404,"1,773",809,556,143,88,"2,992","1,525",311,71,"5,506","2,233","4,197"
2021,9,10,"38,046","3,504","5,497","5,449",682,882,"3,150","1,190",870,301,118,"3,512","2,337",529,82,"4,502","1,858","3,583"
2021,9,20,"41,344","3,575","4,946","5,809",756,"1,378","3,190","1,803","1,229",345,176,"3,011","2,301","1,093",204,"4,846","1,828","4,854"
2021,9,30,"45,386","2,899","4,942","5,999","1,063","1,026","2,623","1,524",860,344,193,"3,948","2,184",852,179,"7,441","2,822","6,487"
2021,9,40,"65,723","5,584","8,497","9,735","1,262","1,484","4,962","2,055","1,552",444,235,"6,149","3,703",994,160,"8,287","3,667","6,953"
2021,9,50,"59,177","5,497","7,239","8,624","1,139","2,362","4,696","2,869","1,766",788,359,"4,264","2,962","1,892",365,"5,670","2,659","6,026"
2021,9,60,"45,909","4,117","5,781","6,606",990,"2,006","3,108","2,406","1,467",945,427,"2,978","1,881","1,856",435,"4,309","1,912","4,685"
2021,9,70,"24,876","2,492","3,326","3,855",430,"1,066","1,981","1,192",949,571,230,"1,789","1,085",861,231,"2,027",777,"2,014"
2021,9,80,"12,436","1,203","1,667","1,786",246,627,"1,022",649,470,322,138,758,556,565,133,954,359,981
2021,9,90,"2,193",212,244,289,66,106,159,91,80,103,30,151,92,108,15,196,71,180
2021,9,100,111,8,13,10,0,6,4,9,15,5,0,9,1,3,3,9,2,14
2021,10,총,"366,685","30,762","45,748","52,150","7,403","11,293","26,656","14,573","9,794","4,294","1,977","29,524","18,612","9,038","1,864","44,336","18,206","40,455"
2021,10,0,"30,792","1,763","3,643","4,024",753,402,"1,759",803,555,139,86,"2,960","1,518",316,70,"5,531","2,234","4,236"
2021,10,10,"38,003","3,500","5,488","5,440",672,868,"3,139","1,194",867,284,117,"3,504","2,329",526,81,"4,517","1,875","3,602"
2021,10,20,"41,353","3,559","4,939","5,807",751,"1,374","3,184","1,800","1,223",345,174,"2,993","2,294","1,092",200,"4,907","1,811","4,900"
2021,10,30,"45,389","2,878","4,896","5,946","1,063","1,014","2,614","1,516",852,338,184,"3,941","2,184",834,181,"7,544","2,809","6,595"
2021,10,40,"65,717","5,538","8,474","9,707","1,272","1,478","4,967","2,048","1,532",440,236,"6,137","3,686",987,161,"8,363","3,663","7,028"
2021,10,50,"59,464","5,501","7,255","8,647","1,152","2,355","4,704","2,859","1,776",790,359,"4,295","2,975","1,880",360,"5,803","2,668","6,085"
2021,10,60,"46,207","4,116","5,797","6,627",992,"2,003","3,128","2,409","1,473",954,424,"2,982","1,890","1,861",434,"4,423","1,928","4,766"
2021,10,70,"24,920","2,483","3,316","3,857",434,"1,064","1,982","1,202",944,571,230,"1,783","1,074",864,227,"2,066",778,"2,045"
2021,10,80,"12,504","1,204","1,681","1,795",245,622,"1,013",643,473,321,137,765,569,567,133,970,366,"1,000"
2021,10,90,"2,230",211,247,291,69,108,162,91,84,107,30,156,91,108,14,204,72,185
2021,10,100,106,9,12,9,0,5,4,8,15,5,0,8,2,3,3,8,2,13
2021,11,총,"367,527","30,637","45,642","52,036","7,353","11,303","26,695","14,513","9,764","4,275","1,969","29,475","18,584","9,036","1,854","45,662","18,155","40,574"
2021,11,0,"30,810","1,747","3,594","3,985",739,403,"1,761",793,547,138,81,"2,919","1,503",315,71,"5,810","2,211","4,193"
2021,11,10,"37,969","3,503","5,476","5,422",658,857,"3,119","1,189",862,254,116,"3,506","2,334",517,80,"4,584","1,873","3,619"
2021,11,20,"41,346","3,532","4,936","5,777",738,"1,376","3,210","1,792","1,211",343,178,"2,988","2,284","1,086",200,"4,996","1,799","4,900"
2021,11,30,"45,560","2,853","4,848","5,917","1,051","1,010","2,619","1,513",852,334,179,"3,909","2,171",836,179,"7,934","2,759","6,596"
2021,11,40,"65,793","5,506","8,412","9,695","1,270","1,469","4,957","2,034","1,516",440,240,"6,120","3,673",993,162,"8,562","3,693","7,051"
2021,11,50,"59,735","5,489","7,286","8,623","1,159","2,360","4,735","2,852","1,779",802,358,"4,315","2,999","1,879",360,"5,926","2,665","6,148"
2021,11,60,"46,447","4,090","5,807","6,665",991,"2,025","3,135","2,409","1,484",956,427,"2,995","1,895","1,864",430,"4,544","1,930","4,800"
2021,11,70,"24,954","2,493","3,321","3,848",436,"1,067","1,975","1,185",942,573,227,"1,787","1,066",866,223,"2,103",785,"2,057"
2021,11,80,"12,574","1,197","1,703","1,804",238,624,"1,020",644,477,323,132,771,570,569,133,989,368,"1,012"
2021,11,90,"2,238",218,246,291,73,106,159,94,84,107,31,159,86,108,15,206,70,185
2021,11,100,101,9,13,9,0,6,5,8,10,5,0,6,3,3,1,8,2,13
2021,12,총,"368,695","30,545","46,217","52,008","7,351","11,275","26,622","14,471","9,733","4,237","1,976","29,446","18,542","9,006","1,804","46,675","18,159","40,628"
2021,12,0,"30,886","1,736","3,643","3,946",742,405,"1,743",780,539,138,80,"2,893","1,481",311,66,"6,018","2,209","4,156"
2021,12,10,"37,951","3,469","5,491","5,408",667,842,"3,101","1,176",864,227,118,"3,495","2,331",510,78,"4,688","1,877","3,609"
2021,12,20,"41,460","3,538","5,015","5,779",733,"1,376","3,206","1,795","1,205",337,176,"2,974","2,300","1,061",195,"5,038","1,792","4,940"
2021,12,30,"45,753","2,836","4,958","5,876","1,044","1,001","2,611","1,495",838,328,181,"3,899","2,146",833,174,"8,187","2,750","6,596"
2021,12,40,"65,979","5,492","8,507","9,688","1,271","1,465","4,917","2,027","1,504",438,238,"6,112","3,645",988,156,"8,776","3,700","7,055"
2021,12,50,"59,997","5,475","7,423","8,662","1,157","2,359","4,744","2,839","1,780",794,361,"4,337","3,021","1,871",352,"5,988","2,676","6,158"
2021,12,60,"46,657","4,074","5,865","6,681",994,"2,026","3,134","2,425","1,492",965,427,"3,011","1,907","1,870",420,"4,617","1,921","4,828"
2021,12,70,"24,990","2,495","3,330","3,842",433,"1,057","1,976","1,183",938,575,232,"1,781","1,053",873,219,"2,150",790,"2,063"
2021,12,80,"12,677","1,205","1,724","1,831",235,628,"1,023",650,483,322,132,783,570,572,129,995,374,"1,021"
2021,12,90,"2,252",217,249,285,75,110,161,96,85,107,31,155,85,114,14,210,69,189
2021,12,100,93,8,12,10,0,6,6,5,5,6,0,6,3,3,1,8,1,13
