년도,월,나이,대구광역시 서구,대구광역시 서구 내당1동,대구광역시 서구 내당2.3동,대구광역시 서구 내당4동,대구광역시 서구 비산1동,대구광역시 서구 비산2.3동,대구광역시 서구 비산4동,대구광역시 서구 비산5동,대구광역시 서구 비산6동,대구광역시 서구 비산7동,대구광역시 서구 평리1동,대구광역시 서구 평리2동,대구광역시 서구 평리3동,대구광역시 서구 평리4동,대구광역시 서구 평리5동,대구광역시 서구 평리6동,대구광역시 서구 상중이동,대구광역시 서구 원대동
2021,10,0,"3,578",158,155,336,136,147,172,92,119,193,139,290,178,609,35,51,648,120
2021,10,10,"5,309",266,258,594,332,253,293,151,245,255,238,287,304,621,58,134,848,172
2021,10,20,"11,120",680,625,"1,253",651,534,637,353,536,666,578,456,647,"1,180",127,297,"1,389",511
2021,10,30,"9,587",523,545,"1,099",496,450,544,333,389,580,431,497,571,"1,197",96,266,"1,171",399
2021,10,40,"11,625",547,677,"1,083",709,623,671,398,483,756,548,600,688,"1,372",129,304,"1,453",584
2021,10,50,"16,437",740,955,"1,355","1,085",943,981,696,819,"1,205",825,692,"1,037","1,677",180,515,"1,921",811
2021,10,60,"15,056",725,896,"1,382",920,930,883,600,706,"1,051",741,681,979,"1,451",179,502,"1,727",703
2021,10,70,"7,529",400,473,724,463,528,463,363,349,512,337,311,453,678,89,205,767,414
2021,10,80,"2,560",133,187,240,166,201,146,136,143,157,134,104,144,194,34,62,218,161
2021,10,90,123,8,8,18,4,9,7,6,9,3,3,3,6,11,1,5,15,7
2021,10,100,5,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0
2021,11,총,"82,574","4,178","4,743","8,056","4,964","4,603","4,799","3,120","3,770","5,341","3,955","3,920","5,007","8,991",923,"2,198","10,126","3,880"
2021,11,0,"3,547",161,150,331,134,141,172,90,116,194,138,288,178,616,34,46,639,119
2021,11,10,"5,282",265,253,587,334,254,291,149,243,256,236,287,300,623,57,127,844,176
2021,11,20,"10,998",679,606,"1,238",639,534,638,349,526,653,571,450,645,"1,169",128,281,"1,381",511
2021,11,30,"9,536",520,543,"1,102",504,444,541,330,390,579,422,495,574,"1,185",96,243,"1,169",399
2021,11,40,"11,551",546,669,"1,079",706,622,664,396,480,747,549,600,678,"1,379",127,280,"1,450",579
2021,11,50,"16,386",739,958,"1,354","1,081",937,985,693,815,"1,200",825,688,"1,040","1,677",178,486,"1,915",815
2021,11,60,"15,041",721,895,"1,385",929,925,890,607,702,"1,042",740,690,982,"1,459",180,479,"1,722",693
2021,11,70,"7,547",404,470,720,470,535,465,361,349,508,339,316,458,675,86,197,773,421
2021,11,80,"2,560",135,191,240,163,202,145,138,140,159,132,103,146,197,35,55,219,160
2021,11,90,124,8,8,19,4,9,8,7,9,3,3,3,6,11,1,4,14,7
2021,11,100,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,12,총,"82,241","4,153","4,718","8,030","4,961","4,590","4,790","3,110","3,765","5,311","3,928","3,919","5,000","8,954",915,"2,126","10,107","3,864"
2021,12,0,"3,505",156,152,325,127,140,167,92,114,193,132,288,173,619,32,46,634,115
2021,12,10,"5,244",256,248,588,342,253,290,143,241,254,229,286,302,619,57,121,841,174
2021,12,20,"10,876",678,605,"1,205",631,531,634,350,523,637,565,449,633,"1,154",123,270,"1,383",505
2021,12,30,"9,495",512,537,"1,109",505,443,547,328,386,577,421,493,567,"1,177",97,231,"1,161",404
2021,12,40,"11,496",542,662,"1,080",693,618,664,392,479,739,551,600,678,"1,372",128,269,"1,453",576
2021,12,50,"16,332",743,951,"1,352","1,094",932,977,687,810,"1,192",822,690,"1,038","1,678",176,471,"1,903",816
2021,12,60,"15,023",718,897,"1,381",923,928,893,615,709,"1,042",737,685,991,"1,448",180,470,"1,716",690
2021,12,70,"7,549",405,466,726,473,536,466,354,350,510,331,316,461,676,85,190,784,420
2021,12,80,"2,596",136,192,244,169,200,142,142,144,164,137,109,153,199,36,54,218,157
2021,12,90,124,7,8,19,4,9,10,7,9,3,3,3,4,12,1,4,14,7
2021,12,100,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
