년도,월,나이,전라남도 목포시,전라남도 목포시 용당1동,전라남도 목포시 용당2동,전라남도 목포시 연동,전라남도 목포시 산정동,전라남도 목포시 연산동,전라남도 목포시 원산동,전라남도 목포시 대성동,전라남도 목포시 목원동,전라남도 목포시 동명동,전라남도 목포시 삼학동,전라남도 목포시 만호동,전라남도 목포시 유달동,전라남도 목포시 죽교동,전라남도 목포시 북항동,전라남도 목포시 용해동,전라남도 목포시 이로동,전라남도 목포시 상동,전라남도 목포시 하당동,전라남도 목포시 신흥동,전라남도 목포시 삼향동,전라남도 목포시 옥암동,전라남도 목포시 부흥동,전라남도 목포시 부주동
2021,5,20,"14,540",587,305,228,587,633,960,268,397,292,353,111,310,186,606,969,636,"1,333","1,116","1,398",292,758,625,"1,590"
2021,5,30,"12,754",557,237,225,531,842,693,331,334,252,320,126,176,147,510,968,554,"1,317",830,971,271,648,527,"1,387"
2021,5,40,"18,920",776,403,401,739,902,"1,058",436,568,433,512,251,323,247,796,"1,626",942,"1,722","1,069","1,301",410,969,698,"2,338"
2021,5,50,"18,146",911,432,462,754,608,"1,138",394,732,486,435,308,418,302,782,"1,228",770,"1,648","1,050","1,452",396,901,744,"1,795"
2021,5,60,"13,997",952,477,419,600,375,738,333,746,491,445,328,428,298,632,829,646,"1,372",656,"1,019",331,522,466,894
2021,5,70,"7,804",663,362,311,372,196,361,189,581,436,307,214,293,210,335,452,362,669,265,353,175,229,180,289
2021,5,80,"2,473",217,75,106,107,52,104,66,191,153,94,81,101,66,115,166,141,171,68,128,57,94,72,48
2021,5,90,212,18,5,15,10,2,8,3,19,13,4,5,8,2,5,20,5,22,10,11,3,8,8,8
2021,5,100,5,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,총,"109,995","5,261","2,554","2,388","4,568","5,077","6,239","2,493","3,848","2,804","2,931","1,508","2,224","1,612","4,608","8,302","5,311","10,431","6,094","8,194","2,384","5,473","4,073","11,618"
2021,6,0,"8,897",224,110,71,317,763,466,257,100,87,198,23,69,60,358,829,531,956,396,633,180,562,318,"1,389"
2021,6,10,"12,285",354,157,153,537,621,731,227,200,167,287,67,105,104,484,"1,245",727,"1,230",618,932,270,766,445,"1,858"
2021,6,20,"14,511",592,300,226,592,635,962,267,395,292,340,106,304,185,603,965,648,"1,322","1,114","1,402",289,755,622,"1,595"
2021,6,30,"12,686",547,233,229,526,876,691,329,326,245,316,125,172,142,506,948,551,"1,307",831,968,264,658,524,"1,372"
2021,6,40,"18,898",777,398,393,732,930,"1,055",433,560,432,506,250,327,249,792,"1,618",939,"1,736","1,067","1,290",416,975,687,"2,336"
2021,6,50,"18,143",911,437,463,765,617,"1,123",396,732,487,432,305,413,297,776,"1,221",763,"1,645","1,060","1,442",398,898,746,"1,816"
2021,6,60,"14,053",954,479,416,609,381,738,328,743,495,444,331,432,297,632,833,644,"1,371",662,"1,036",329,524,472,903
2021,6,70,"7,811",667,356,315,371,200,361,186,579,430,310,217,296,211,336,460,358,668,267,346,178,233,177,289
2021,6,80,"2,494",217,79,105,107,52,104,67,192,155,94,81,98,65,116,163,145,174,69,134,57,94,74,52
2021,6,90,212,18,5,15,11,2,8,3,20,13,4,3,8,2,5,20,5,22,10,11,3,8,8,8
2021,6,100,5,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,7,총,"109,762","5,222","2,555","2,392","4,557","5,099","6,243","2,488","3,837","2,790","2,924","1,503","2,200","1,613","4,599","8,256","5,293","10,421","6,099","8,169","2,378","5,482","4,063","11,579"
2021,7,0,"8,808",223,111,69,318,752,462,264,99,88,197,25,69,60,351,811,523,945,397,626,179,553,312,"1,374"
2021,7,10,"12,242",353,159,152,526,637,727,224,198,165,285,67,103,103,487,"1,231",723,"1,214",616,933,271,774,446,"1,848"
2021,7,20,"14,480",577,295,234,597,634,961,265,398,287,348,106,292,184,602,960,646,"1,330","1,119","1,396",285,755,620,"1,589"
2021,7,30,"12,557",538,228,224,528,879,693,325,325,244,304,119,170,142,497,930,542,"1,299",824,954,264,646,524,"1,358"
2021,7,40,"18,858",771,395,396,723,931,"1,052",432,554,427,509,251,327,247,789,"1,619",940,"1,738","1,070","1,286",416,970,686,"2,329"
2021,7,50,"18,191",906,438,459,770,628,"1,128",399,733,487,433,306,405,301,784,"1,224",760,"1,653","1,066","1,439",393,910,743,"1,826"
2021,7,60,"14,070",947,479,418,609,381,738,329,741,496,444,329,434,296,628,837,646,"1,372",661,"1,042",332,535,471,905
2021,7,70,"7,832",676,361,316,368,202,366,183,577,428,307,215,292,213,341,457,361,671,268,349,180,236,178,287
2021,7,80,"2,510",213,83,107,106,53,108,65,191,154,93,82,101,65,115,167,148,177,69,133,55,95,75,55
2021,7,90,208,18,6,15,11,2,8,2,19,13,4,3,7,2,5,20,4,22,9,11,3,8,8,8
2021,7,100,6,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,8,총,"109,535","5,201","2,557","2,375","4,577","5,136","6,246","2,484","3,820","2,769","2,921","1,498","2,183","1,606","4,572","8,220","5,281","10,445","6,099","8,133","2,375","5,470","4,032","11,535"
2021,8,0,"8,729",220,113,73,314,759,453,262,97,86,198,25,69,59,342,797,522,945,394,616,176,548,308,"1,353"
2021,8,10,"12,191",348,160,147,534,640,731,227,197,162,277,67,104,102,486,"1,230",715,"1,213",606,923,264,772,443,"1,843"
2021,8,20,"14,423",567,292,229,598,636,955,265,397,281,352,107,282,183,602,958,646,"1,334","1,115","1,392",283,747,618,"1,584"
2021,8,30,"12,465",536,229,219,528,885,687,322,323,245,303,114,171,139,483,913,530,"1,307",828,939,266,634,513,"1,351"
2021,8,40,"18,788",767,388,389,728,940,"1,064",427,546,424,503,249,317,247,778,"1,606",938,"1,736","1,069","1,286",417,970,681,"2,318"
2021,8,50,"18,203",907,440,454,769,626,"1,130",401,727,482,434,308,408,298,788,"1,232",756,"1,656","1,065","1,446",394,921,734,"1,827"
2021,8,60,"14,138",948,483,422,613,388,744,328,744,492,444,326,435,296,633,839,658,"1,373",673,"1,041",336,541,471,910
2021,8,70,"7,844",674,363,316,372,206,368,184,573,431,309,216,289,212,341,454,360,681,270,344,180,233,179,289
2021,8,80,"2,539",216,82,110,109,54,106,66,194,151,97,83,100,67,114,171,151,180,70,136,56,96,77,53
2021,8,90,209,18,7,14,11,2,8,2,20,14,4,3,8,3,5,20,5,20,9,10,3,8,8,7
2021,8,100,6,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,9,총,"109,300","5,156","2,547","2,361","4,594","5,158","6,224","2,464","3,812","2,769","2,911","1,478","2,155","1,607","4,580","8,208","5,262","10,441","6,105","8,123","2,364","5,457","4,018","11,506"
2021,9,0,"8,647",213,108,71,312,770,451,258,97,88,193,23,69,59,340,784,516,929,392,608,176,545,300,"1,345"
2021,9,10,"12,178",343,155,142,535,650,726,222,201,159,283,64,102,102,482,"1,237",713,"1,219",602,927,262,775,440,"1,837"
2021,9,20,"14,378",553,294,226,597,633,953,264,391,281,348,106,264,184,600,961,636,"1,327","1,136","1,399",282,738,622,"1,583"
2021,9,30,"12,382",527,227,218,536,882,673,324,321,243,301,111,165,137,484,908,523,"1,313",828,925,265,633,500,"1,338"
2021,9,40,"18,719",765,389,384,731,939,"1,068",417,537,424,499,242,318,242,782,"1,594",934,"1,735","1,058","1,298",413,975,675,"2,300"
2021,9,50,"18,207",900,441,455,770,630,"1,130",398,730,482,433,303,404,304,792,"1,231",761,"1,655","1,067","1,439",395,917,738,"1,832"
2021,9,60,"14,159",943,478,418,619,389,742,325,745,493,445,328,437,293,636,845,659,"1,388",676,"1,033",334,542,473,918
2021,9,70,"7,862",673,365,318,372,207,367,188,572,431,309,214,290,215,346,456,365,674,263,349,181,232,182,293
2021,9,80,"2,557",220,84,114,109,55,107,66,196,153,96,84,100,68,114,173,150,181,74,135,53,92,80,53
2021,9,90,205,19,6,13,12,3,7,2,20,14,4,3,6,3,4,19,5,20,9,10,3,8,8,7
2021,9,100,6,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,10,총,"109,103","5,159","2,541","2,351","4,584","5,175","6,229","2,437","3,805","2,750","2,894","1,474","2,140","1,587","4,559","8,193","5,258","10,439","6,111","8,094","2,349","5,440","4,003","11,531"
2021,10,0,"8,570",216,109,69,304,774,446,254,99,90,189,23,69,59,326,775,517,923,388,597,172,532,300,"1,339"
2021,10,10,"12,177",340,157,143,541,655,731,217,194,159,285,63,101,102,484,"1,238",713,"1,207",601,934,263,779,438,"1,832"
2021,10,20,"14,279",556,283,218,599,633,950,261,388,279,346,105,252,172,594,955,642,"1,336","1,126","1,370",281,731,613,"1,589"
2021,10,30,"12,313",528,227,213,520,881,673,320,322,243,289,110,165,136,479,902,523,"1,316",829,921,258,622,490,"1,346"
2021,10,40,"18,672",759,386,384,732,946,"1,058",413,528,417,497,244,315,244,781,"1,591",932,"1,733","1,058","1,290",409,981,676,"2,298"
2021,10,50,"18,204",896,439,459,771,630,"1,134",392,741,470,432,303,408,298,792,"1,235",752,"1,653","1,073","1,440",397,912,736,"1,841"
2021,10,60,"14,192",938,477,417,623,393,752,323,742,496,444,326,430,292,634,848,654,"1,394",686,"1,037",334,549,476,927
2021,10,70,"7,918",687,370,321,374,206,368,190,573,426,312,213,294,213,344,457,370,678,267,360,180,232,185,298
2021,10,80,"2,571",220,88,113,107,54,110,65,197,154,96,84,100,68,120,172,151,180,76,134,53,94,81,54
2021,10,90,201,19,5,12,12,3,7,2,19,15,4,3,6,3,5,20,4,19,7,11,2,8,8,7
2021,10,100,6,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,11,총,"108,916","5,136","2,536","2,340","4,573","5,172","6,210","2,434","3,786","2,740","2,910","1,470","2,115","1,576","4,549","8,192","5,262","10,427","6,091","8,102","2,339","5,432","3,990","11,534"
2021,11,0,"8,508",218,106,62,302,773,444,248,99,91,187,20,70,56,325,766,516,924,386,595,170,522,300,"1,328"
2021,11,10,"12,182",336,154,154,543,660,732,218,190,156,286,62,101,99,484,"1,234",717,"1,204",601,937,260,783,433,"1,838"
2021,11,20,"14,233",553,286,218,591,632,938,260,386,275,344,107,247,170,588,973,639,"1,328","1,106","1,376",280,729,607,"1,600"
2021,11,30,"12,206",524,216,207,515,862,655,315,312,243,299,110,160,138,486,897,528,"1,303",825,910,256,621,486,"1,338"
2021,11,40,"18,607",746,393,380,728,950,"1,055",421,528,419,494,242,313,245,771,"1,578",929,"1,735","1,060","1,281",403,976,676,"2,284"
2021,11,50,"18,245",893,441,460,779,629,"1,141",393,738,467,434,304,408,298,788,"1,234",758,"1,664","1,078","1,451",396,912,739,"1,840"
2021,11,60,"14,193",944,472,413,621,399,758,320,740,488,450,325,421,291,637,857,651,"1,381",681,"1,043",338,548,475,940
2021,11,70,"7,939",679,373,321,375,208,368,188,572,435,319,212,293,211,345,461,369,679,270,362,177,233,185,304
2021,11,80,"2,599",224,90,112,106,56,112,69,201,150,93,85,97,65,120,172,151,190,76,136,57,100,82,55
2021,11,90,200,19,5,12,12,3,7,2,19,15,4,3,5,3,5,20,4,19,8,11,2,8,7,7
2021,11,100,4,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,12,총,"108,808","5,121","2,517","2,327","4,559","5,165","6,181","2,439","3,764","2,719","2,918","1,462","2,119","1,563","4,540","8,257","5,264","10,430","6,062","8,132","2,336","5,439","3,978","11,516"
2021,12,0,"8,434",214,105,64,302,764,436,244,97,90,184,23,69,57,316,758,518,923,380,589,164,519,301,"1,317"
2021,12,10,"12,170",330,151,149,544,663,729,219,194,148,289,58,103,96,488,"1,238",712,"1,201",601,935,261,789,427,"1,845"
2021,12,20,"14,176",549,281,212,582,637,923,265,375,271,345,106,245,164,585,"1,002",635,"1,322","1,098","1,372",281,729,599,"1,598"
2021,12,30,"12,174",522,216,215,508,849,657,306,311,246,296,112,155,138,487,911,527,"1,312",809,930,261,614,482,"1,310"
2021,12,40,"18,572",733,387,375,727,958,"1,049",425,525,418,497,235,315,246,766,"1,586",936,"1,729","1,053","1,290",400,970,679,"2,273"
2021,12,50,"18,260",906,443,459,777,622,"1,137",396,731,460,435,301,418,296,786,"1,240",756,"1,670","1,079","1,453",392,914,735,"1,854"
2021,12,60,"14,220",937,472,402,622,400,763,323,739,488,454,322,423,285,638,868,648,"1,375",690,"1,048",338,553,478,954
2021,12,70,"7,962",680,365,323,376,212,367,189,573,429,321,216,288,214,343,461,376,687,269,366,180,241,184,302
2021,12,80,"2,633",232,92,115,108,57,111,70,199,153,93,87,98,64,126,173,152,191,75,137,57,102,86,55
2021,12,90,204,18,5,12,12,3,9,2,19,16,4,2,5,3,5,20,4,20,8,12,2,8,7,8
2021,12,100,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
